0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22422 62233	5	 * 	300.20	DCR|3VULN|3DMG|2DUR|2TLV|1ASPD	158DMG|28aVULN|3ASPD|45TLV|58BPWR|6BBNT|78DUR|9RCR
161	22636 52131	8	   	272.44	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	18DMG|28VULN|3TLV|45DUR|6RCR|78ASPD|8BPWR|9ZMB|aLIT
162	22636 52112	8	   	272.34	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	18DMG|28VULN|3TLV|45DUR|6RCR|78ASPD|8BPWR|9BBNT|aLIT
163	22636 52121	9	   	272.34	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	18DMG|28VULN|3TLV|45DUR|6RCR|78ASPD|8BPWR|9ERES|aLIT
164	41534 22121	10	   	272.25	DCR|4VULN|3DMG|1ASPD	178BEXP|2CGEN|378aVULN|4FEWX|5ASPD|678DMG|78BPWR|9RCR
165	61134 22121	10	   	272.25	DCR|4VULN|3DMG|1ASPD	178aVULN|2CGEN|378BEXP|4FEWX|5ASPD|678DMG|78BPWR|9RCR
166	25513 22121	10	   	272.15	DCR|4VULN|3DMG|1ASPD	178DMG|2DUST|378aVULN|4CGEN|5ASPD|678FEWX|78BPWR|9RCR
167	25513 42121	10	   	272.15	DCR|4VULN|3DMG|1ASPD	178DMG|2DUST|378aVULN|4CGEN|5ASPD|678BEXP|78BPWR|9RCR
168	22532 52331	2	   	272.11	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV	1DMG|245VULN|34CDMG|4BPWR|68DUR|7MLV|9RCR|aTLV
169	26542 32133	5	   	272.09	DCR|4VULN|2DUR|1DMG|1CDMG	1DMG|25DUR|3458VULN|5BPWR|6CDMG|7MLV|9RCR|aTBNT
170	62131 52112	10	   	272.06	DCR|4VULN|3DUR|1DMG	1789VULN|2BEXP|3DMSP|478DUR|578MLV|6RCR|78BPWR|aDMG
171	62131 52115	9	   	272.06	DCR|4VULN|3DUR|1DMG	1789VULN|2BEXP|3DMSP|478DUR|578MLV|6RCR|78BPWR|aDMG
172	62231 52112	10	   	272.06	DCR|4VULN|3DUR|1DMG	1789VULN|23BEXP|478DUR|578MLV|6RCR|78BPWR|aDMG
173	62231 52115	9	   	272.06	DCR|4VULN|3DUR|1DMG	1789VULN|23BEXP|478DUR|578MLV|6RCR|78BPWR|aDMG
174	22532 25331	2	   	272.01	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV	1DMG|245VULN|34CDMG|4BPWR|6ERES|78DUR|9RCR|aTLV
175	22532 53331	2	   	272.01	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV	1DMG|245VULN|34CDMG|4BPWR|68DUR|7ERES|9RCR|aTLV
176	26542 33133	5	   	271.99	DCR|4VULN|2DUR|1DMG|1CDMG	1DMG|25DUR|3458VULN|5BPWR|6CDMG|7ERES|9RCR|aTBNT
177	62322 52312	10	   	271.96	DCR|4VULN|3DUR|1DMG	1579VULN|2BEXP|378MLV|457DUR|57BPWR|6RCR|aDMG
178	62322 52315	9	   	271.96	DCR|4VULN|3DUR|1DMG	1579VULN|2BEXP|378MLV|457DUR|57BPWR|6RCR|aDMG
179	62134 52111	9	   	271.86	DCR|4VULN|3DUR|3TLV	1789VULN|2BEXP|3DMSP|478DUR|578TLV|6RCR|78BPWR|aLHND
180	62134 52112	9	   	271.86	DCR|4VULN|3DUR|3TLV	1789VULN|2BEXP|3DMSP|478DUR|578TLV|6RCR|78BPWR|aLWND
181	62134 52113	9	   	271.86	DCR|4VULN|3DUR|3TLV	1789VULN|2BEXP|3DMSP|478DUR|578TLV|6RCR|78BPWR|aFEWX
182	62234 52111	9	   	271.86	DCR|4VULN|3DUR|3TLV	1789VULN|23BEXP|478DUR|578TLV|6RCR|78BPWR|aLHND
183	62234 52112	9	   	271.86	DCR|4VULN|3DUR|3TLV	1789VULN|23BEXP|478DUR|578TLV|6RCR|78BPWR|aLWND
184	62234 52113	9	   	271.86	DCR|4VULN|3DUR|3TLV	1789VULN|23BEXP|478DUR|578TLV|6RCR|78BPWR|aFEWX
185	62422 52131	10	   	271.86	DCR|4VULN|3DUR|2TLV	157aVULN|2BEXP|37TLV|457DUR|57BPWR|6RCR|8MLV|9RMIN
186	24652 12332	9	   	271.85	DCR|4VULN|3DMG|1ASPD	157DMG|2MBVNT|3458VULN|58BPWR|6RPLT|9ASPD|aRCR
187	62134 52111	10	   	271.76	DCR|4VULN|3DUR|3TLV	1789VULN|2BEXP|3DMSP|478DUR|578TLV|6RCR|78BPWR|aLEGI
188	62234 52111	10	   	271.76	DCR|4VULN|3DUR|3TLV	1789VULN|23BEXP|478DUR|578TLV|6RCR|78BPWR|aLEGI
189	62422 52212	9	   	271.76	DCR|4VULN|3DUR|2TLV	157aVULN|2BEXP|37TLV|457DUR|57BPWR|6RCR|8DUST|9RPLT
190	62422 52212	10	   	271.76	DCR|4VULN|3DUR|2TLV	157aVULN|2BEXP|37TLV|457DUR|57BPWR|6RCR|8DUST|9RPLT
191	62422 52213	9	   	271.76	DCR|4VULN|3DUR|3TLV	157aVULN|2BEXP|37aTLV|457DUR|57aBPWR|6RCR|8aDUST|9RPLT
192	62422 52311	9	   	271.76	DCR|4VULN|3DUR|3TLV	1579VULN|2BEXP|378TLV|457DUR|57BPWR|6RCR|aLHND
193	62422 52312	9	   	271.76	DCR|4VULN|3DUR|3TLV	1579VULN|2BEXP|378TLV|457DUR|57BPWR|6RCR|aLWND
194	62422 52313	9	   	271.76	DCR|4VULN|3DUR|3TLV	1579VULN|2BEXP|378TLV|457DUR|57BPWR|6RCR|aFEWX
195	62612 13253	6	   	271.66	DCR|5VULN|2DUR|1CDMG	1369aVULN|2BEXP|4LWND|56DUR|6BPWR|7CDMG|8RCR
196	62422 52311	10	   	271.66	DCR|4VULN|3DUR|3TLV	1579VULN|2BEXP|378TLV|457DUR|57BPWR|6RCR|aLEGI
197	62631 52111	9	 * 	271.54	DCR|5VULN|3DUR	13789VULN|2BEXP|478DUR|578MLV|6RCR|78BPWR|aLHND
198	62631 52111	10	   	271.54	DCR|5VULN|3DUR	13789VULN|2BEXP|478DUR|578MLV|6RCR|78BPWR|aBELT
199	62631 52112	10	   	271.54	DCR|5VULN|3DUR	13789VULN|2BEXP|478DUR|578MLV|6RCR|78BPWR|aLWND
200	62631 52113	9	   	271.54	DCR|5VULN|3DUR	13789VULN|2BEXP|478DUR|578MLV|6RCR|78BPWR|aCGEN
201	62422 52222	8	   	271.52	DCR|4VULN|3DUR|2TLV|1SELL	157aVULN|2BEXP|37TLV|457DUR|57BPWR|6RCR|8DUST|9SELL
202	62322 52241	10	   	271.34	DCR|5VULN|3DUR	1579aVULN|2BEXP|37MLV|457DUR|57BPWR|6RCR|8DUST
203	63434 22121	10	   	271.17	DCR|4VULN|3ASPD|1TLV|1DUR	178aVULN|2ZMB|378ASPD|4DUR|5TLV|678FEWX|78BPWR|9RCR
204	63434 32121	10	   	271.17	DCR|4VULN|3ASPD|1TLV|1DUR	178aVULN|2ZMB|378ASPD|4DUR|5TLV|678BEXP|78BPWR|9RCR
205	53522 22123	10	   	271.10	DCR|3VULN|3DMG|1TLV|1DUR	178FEWX|2ZMB|378VULN|4DUR|5MLV|678DMG|78BPWR|9RCR|aTLV
206	63122 22123	10	   	271.10	DCR|3VULN|3DMG|1TLV|1DUR	178VULN|2ZMB|378FEWX|4DUR|5MLV|678DMG|78BPWR|9RCR|aTLV
207	62426 22123	10	   	271.10	DCR|3VULN|3DMG|1TLV|1DUR	178VULN|278BEXP|3TLV|4DUR|5RMIN|678DMG|78BPWR|9ZMB|aRCR
208	63222 22123	10	   	270.80	DCR|3VULN|3DMG|1TLV|1DUR	178VULN|2ZMB|378DUST|4DUR|5MLV|678DMG|78BPWR|9RCR|aTLV
209	22124 16433	7	   	270.76	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	1DMG|26aVULN|3FEWX|48DUR|56ASPD|6BPWR|7CDMG|9RCR
210	22422 66112	5	 * 	270.73	DCR|2VULN|3DMG|2TLV|2CDMG|1ASPD	158DMG|28VULN|3ASPD|45TLV|58BPWR|6BBNT|78CDMG|9RCR|aLIT
211	24121 86443	2	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	19aDMG|2MBVNT|3BELT|49aVULN|5DUR|6TLV|7RCR|89aERES|9aBPWR
212	25123 33236	1	   	270.51	DCR|4VULN|3DMG	178DMG|2AART|3RPLT|467DUST|578aVULN|78BPWR|9RCR
