0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11222 65125	2	 * 	284.62	DCR|3VULN|2DMG|3ASPD|2DUR	18aASPD|248VULN|34aFEWX|48aBPWR|5ZMB|68DUR|7RCR|9aDMG
156	11215 34218	10	   	259.44	DCR|4VULN|2DUR|2ASPD|1SELL	17ASPD|2789VULN|3SELL|4MBVNT|57DUR|6BELT|7BPWR|aRCR
157	21641 12611	1	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1LIT|2ASPD|3469VULN|5LWND|7DUR|8TLV|aRCR
158	45227 12413	4	   	259.12	DCR|4VULN|1DMG|1CDMG|1AART	1AART|2568VULN|3CDMG|4MBVNT|7DMG|9LIT|aRCR
159	41313 22431	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|267DUR|357VULN|47FEWX|7BPWR|8MLV|9RCR|aDMG
160	41313 22631	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|267DUR|357VULN|47FEWX|7BPWR|8CGEN|9RCR|aDMG
161	41333 22431	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|267DUR|347VULN|57LWND|7BPWR|8MLV|9RCR|aDMG
162	41333 22631	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|267DUR|347VULN|57LWND|7BPWR|8CGEN|9RCR|aDMG
163	41363 22431	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|267DUR|357VULN|47LHND|7BPWR|8MLV|9RCR|aDMG
164	41363 22631	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|267DUR|357VULN|47LHND|7BPWR|8CGEN|9RCR|aDMG
165	42336 22431	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|27LHND|347VULN|567DUR|7BPWR|8MLV|9RCR|aDMG
166	42336 22631	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|27LHND|347VULN|567DUR|7BPWR|8CGEN|9RCR|aDMG
167	42343 22431	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|27LHND|357VULN|467DUR|7BPWR|8MLV|9RCR|aDMG
168	42343 22631	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|27LHND|357VULN|467DUR|7BPWR|8CGEN|9RCR|aDMG
169	42533 22431	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|27LHND|367DUR|457VULN|7BPWR|8MLV|9RCR|aDMG
170	42533 22631	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|27LHND|367DUR|457VULN|7BPWR|8CGEN|9RCR|aDMG
171	45323 22431	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|237VULN|467DUR|57LWND|7BPWR|8MLV|9RCR|aDMG
172	45323 22631	10	   	258.88	DCR|3VULN|3DUR|1DMG|1AART	1AART|237VULN|467DUR|57LWND|7BPWR|8CGEN|9RCR|aDMG
173	22316 63261	2	 * 	258.86	DCR|3VULN|2DMG|3LIT|1TLV	124LIT|379VULN|59ZMB|69DMG|8RCR|9BPWR|aTLV
174	41313 22231	10	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1AART|267DUR|357VULN|47FEWX|7BPWR|8ERES|9RCR|aDMG
175	41333 22231	10	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1AART|267DUR|347VULN|57LWND|7BPWR|8ERES|9RCR|aDMG
176	41363 22231	10	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1AART|267DUR|357VULN|47LHND|7BPWR|8ERES|9RCR|aDMG
177	42336 22231	10	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1AART|27LHND|347VULN|567DUR|7BPWR|8ERES|9RCR|aDMG
178	42343 22231	10	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1AART|27LHND|357VULN|467DUR|7BPWR|8ERES|9RCR|aDMG
179	42533 22231	10	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1AART|27LHND|367DUR|457VULN|7BPWR|8ERES|9RCR|aDMG
180	45323 22231	10	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1AART|237VULN|467DUR|57LWND|7BPWR|8ERES|9RCR|aDMG
181	45513 22231	10	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1AART|257VULN|367DUR|47FEWX|7BPWR|8ERES|9RCR|aDMG
182	45533 22231	10	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1AART|247VULN|367DUR|57LWND|7BPWR|8ERES|9RCR|aDMG
183	16323 32532	9	   	258.77	DCR|3VULN|2ASPD|2CDMG|1TLV|1DUR	1aASPD|2DUR|3aCDMG|49CGEN|5TLV|67aVULN|8RCR|aBPWR
184	16323 32552	9	   	258.77	DCR|3VULN|2ASPD|2CDMG|1TLV|1DUR	1aASPD|2DUR|3aCDMG|4CGEN|5TLV|67aVULN|8RCR|9RCVC|aBPWR
185	22252 13261	2	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	126LIT|39DMG|479VULN|5RMIN|8RCR|9BPWR|aTLV
186	22311 63261	2	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	124LIT|379VULN|5RMIN|69DMG|8RCR|9BPWR|aTLV
187	22332 13261	2	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	126LIT|379VULN|49DMG|5RMIN|8RCR|9BPWR|aTLV
188	24252 13261	1	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	126LIT|29BPWR|39DMG|479VULN|5RMIN|8RCR|aTLV
189	24311 63261	1	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	124LIT|29BPWR|379VULN|5RMIN|69DMG|8RCR|aTLV
190	24332 13261	1	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	126LIT|29BPWR|379VULN|49DMG|5RMIN|8RCR|aTLV
191	25252 13261	1	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	126LIT|39DMG|479VULN|5RMIN|8RCR|9BPWR|aTLV
192	25311 63261	1	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	124LIT|379VULN|5RMIN|69DMG|8RCR|9BPWR|aTLV
193	25332 13261	1	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	126LIT|379VULN|49DMG|5RMIN|8RCR|9BPWR|aTLV
194	11123 23223	3	   	258.74	ACR|4VULN|3ASPD|2CDMG|1TLV|1DUR	147ASPD|2478VULN|3RCR|47BPWR|5RMIN|67CDMG|9DUR|aTLV
195	11224 35125	2	 * 	258.74	DCR|4VULN|3ASPD|1DMG|1NUKE	18aASPD|248aVULN|34FEWX|48aBPWR|5DMG|68aLHND|7RCR|9NUKE
196	15222 13483	5	   	258.67	DCR|3VULN|2ASPD|2CDMG|1TLV|1DUR	17ASPD|27CDMG|3DUR|4CGEN|567VULN|7BPWR|8MBVNT|9RCR|aTLV
197	21352 23612	9	   	258.66	DCR|3VULN|2ASPD|1DMG|2AART|2LIT	19LIT|23AART|49ASPD|5DMG|6BEXP|7RCR|89aVULN|9BPWR
198	21352 23616	10	   	258.66	DCR|3VULN|2ASPD|1DMG|2AART|2LIT	19LIT|23AART|49ASPD|5DMG|6BEXP|7RCR|89aVULN|9BPWR
199	21352 43612	9	   	258.66	DCR|3VULN|2ASPD|1DMG|2AART|2LIT	19LIT|23AART|49ASPD|5DMG|6LHND|7RCR|89aVULN|9BPWR
200	11412 33424	8	   	258.65	DCR|4VULN|2ASPD|1DUR|1CDMG	15ASPD|2678VULN|3FEWX|4CDMG|9RCR|aDUR
201	11412 33426	9	   	258.65	DCR|4VULN|2ASPD|1TLV|1CDMG	15ASPD|2678VULN|3FEWX|4CDMG|9TLV|aRCR
202	33511 15126	5	   	258.64	DCR|4VULN|2DUR|1DMG	18ZMB|2RMIN|3LWND|468aVULN|58DUR|7RCR|8BPWR|9DMG
203	31324 13226	3	   	258.54	DCR|4VULN|2DUR|1DMG	1ZMB|247aVULN|34DUR|4BPWR|5DMG|68MLV|9RCR
204	31324 13626	3	   	258.54	DCR|4VULN|2DUR|1DMG	18ZMB|247aVULN|34DUR|4BPWR|5DMG|6MLV|9RCR
205	16114 31125	7	 * 	258.50	ACR|2VULN|3DUR|2DMG|3ASPD|2CDMG	18aASPD|25aDUR|3RCR|48CDMG|68VULN|7RPLT|8aBPWR|9aDMG
206	11412 33426	8	   	258.44	DCR|4VULN|3ASPD|2CDMG	15aASPD|2678VULN|3aFEWX|4aCDMG|9RCR|aBPWR
207	31326 13124	3	   	258.44	DCR|4VULN|2DUR|1DMG	1ZMB|2467VULN|34DUR|4BPWR|5BBNT|8DMG|9LWND|aRCR
208	31326 13164	3	   	258.44	DCR|4VULN|2DUR|1DMG	1ZMB|2467VULN|34DUR|4BPWR|5BBNT|8DMG|9BEXP|aRCR
209	61222 43513	2	   	258.44	DCR|4VULN|2DUR|1DMG	1CGEN|2567VULN|3MBVNT|46DUR|6BPWR|8FEWX|9DMG|aRCR
210	31326 13114	3	   	258.34	DCR|4VULN|2DUR|1DMG	1ZMB|2467VULN|34DUR|4BPWR|5BBNT|8DMG|9DUST|aRCR
211	61222 43313	2	   	258.34	DCR|4VULN|2DUR|1DMG	1CGEN|2567VULN|3MBVNT|46DUR|6BPWR|8DUST|9DMG|aRCR
212	31212 21453	7	   	258.28	DCR|5VULN|1TLV|2LIT|1NUKE	18ZMB|2478aVULN|3NUKE|58LIT|6RCR|8BPWR|9TLV
213	31212 21462	7	   	258.28	DCR|5VULN|1TLV|2LIT|1NUKE	18ZMB|24789VULN|3NUKE|58LIT|6RCR|8BPWR|aTLV
214	31222 21453	7	   	258.28	DCR|5VULN|1TLV|2LIT|1NUKE	18ZMB|2578aVULN|3NUKE|48LIT|6RCR|8BPWR|9TLV
215	31222 21462	7	   	258.28	DCR|5VULN|1TLV|2LIT|1NUKE	18ZMB|25789VULN|3NUKE|48LIT|6RCR|8BPWR|aTLV
216	31321 13556	3	 * 	258.01	DCR|5VULN|2DUR	1ZMB|2478aVULN|34DUR|4BPWR|5LWND|6CGEN|9RCR
217	61115 33226	4	   	258.01	DCR|5VULN|2DUR	18CGEN|2478aVULN|3ZMB|5ERES|68DUR|8BPWR|9RCR
218	31324 35126	3	   	257.87	DCR|2VULN|3DUR|2DMG|1AART	18ZMB|24VULN|348DUR|48BPWR|58DMG|6LEGI|7RCR|9AART|aLIT
219	11125 13151	7	   	257.82	ACR|3VULN|2DMG|2ASPD|1TLV|1DUR|1CDMG	18ASPD|268VULN|3RCR|4LWND|5DUR|78DMG|8BPWR|9TLV|aCDMG
220	11126 53151	7	   	257.82	ACR|3VULN|2DMG|2ASPD|1TLV|1DUR|1CDMG	18ASPD|258VULN|3RCR|4LWND|6DUR|78DMG|8BPWR|9TLV|aCDMG
221	11126 21153	3	 * 	257.75	ACR|3VULN|3ASPD|2DUR|2TLV|1CDMG|1AART	149ASPD|249VULN|3RCR|49BPWR|5aTLV|6CDMG|7AART|89DUR
222	41221 34454	8	   	257.66	DCR|2VULN|2DMG|2DUR|2AART|1CDMG	16AART|2aDUR|3CDMG|4MBVNT|5aDMG|7RMIN|8aVULN|9RCR|aBPWR
223	41221 34654	7	   	257.66	DCR|2VULN|2DMG|2DUR|2AART|1CDMG	16AART|2aDUR|3CDMG|4MBVNT|5aDMG|7RMIN|8aVULN|9RCR|aBPWR
224	25225 32126	6	 * 	257.64	DCR|2VULN|3LIT|2TLV|1DMG|1DUR|1CDMG|1AART	148LIT|2CDMG|38TLV|5DMG|6DUR|78VULN|8BPWR|9AART|aRCR
225	25225 32126	7	   	257.64	DCR|2VULN|3LIT|2TLV|1DMG|1DUR|1CDMG|1AART	148LIT|2CDMG|38TLV|5DMG|6DUR|78VULN|8BPWR|9AART|aRCR
226	11332 65125	2	   	257.61	DCR|2VULN|2DMG|3ASPD|2DUR	18aASPD|28VULN|3DMSP|4aLHND|5ZMB|68DUR|7RCR|8aBPWR|9aDMG
227	12132 65125	1	   	257.61	DCR|2VULN|2DMG|3ASPD|2DUR	18aASPD|2DMSP|38VULN|4aLHND|5ZMB|68DUR|7RCR|8aBPWR|9aDMG
228	61131 36226	2	   	257.46	DCR|4VULN|2TLV|1DUR|1CDMG|1SELL	138CGEN|238aVULN|38BPWR|4SELL|5DUR|6CDMG|78TLV|9RCR
229	11322 41561	8	   	257.37	DCR|3VULN|2DMG|2ASPD|1CDMG|1SELL	19ASPD|259VULN|3CDMG|4CGEN|69DMG|7SELL|8RPLT|9BPWR|aRCR
230	11352 32161	8	   	257.37	DCR|3VULN|2DMG|2ASPD|1CDMG|1SELL	19ASPD|279VULN|3CDMG|4RPLT|5CGEN|6SELL|89DMG|9BPWR|aRCR
231	11224 65112	2	   	257.31	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34FEWX|48BPWR|5DMG|68DUR|7RCR|9CGEN|aLWND
232	11222 65122	2	   	257.31	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34FEWX|48BPWR|5ZMB|68DUR|7RCR|9DMG|aLWND
233	11222 65124	2	   	257.31	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34FEWX|48BPWR|5ZMB|68DUR|7RCR|9DMG|aRMIN
234	11222 65126	2	   	257.31	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34aFEWX|48BPWR|5ZMB|68DUR|7RCR|9DMG
235	11422 65122	3	   	257.31	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34FEWX|48BPWR|5ZMB|68DUR|7RCR|9DMG|aLWND
236	11422 65122	2	   	257.31	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34BEXP|48BPWR|5ZMB|68DUR|7RCR|9DMG|aLWND
237	21632 12651	1	   	257.28	DCR|3VULN|2ASPD|2TLV|1DUR|2LIT	19LIT|25ASPD|369VULN|4DUST|7DUR|89TLV|9BPWR|aRCR
238	11224 65113	2	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34FEWX|48BPWR|5DMG|68DUR|7RCR|9CGEN|aTBNT
239	11224 65122	2	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG|1NUKE	18ASPD|248VULN|34FEWX|48BPWR|5DMG|68DUR|7RCR|9NUKE|aLWND
240	11224 65132	2	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34FEWX|48BPWR|5DMG|68DUR|7RCR|9RPLT|aDUST
241	13511 15122	5	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|2RMIN|3aLWND|468VULN|58DUR|7RCR|8BPWR|9DMG
242	13511 15123	5	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|2RMIN|3LWND|468VULN|58DUR|7RCR|8BPWR|9DMG|aLHND
243	13511 15124	5	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|2aRMIN|3LWND|468VULN|58DUR|7RCR|8BPWR|9DMG
244	13511 15125	5	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|2RMIN|3LWND|468VULN|58DUR|7RCR|8BPWR|9DMG|aBEXP
245	13513 65122	5	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|2RMIN|3aLWND|458VULN|68DUR|7RCR|8BPWR|9DMG
246	13513 65123	5	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|2RMIN|3LWND|458VULN|68DUR|7RCR|8BPWR|9DMG|aLHND
247	11222 65123	2	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34FEWX|48BPWR|5ZMB|68DUR|7RCR|9DMG|aTBNT
248	11422 65123	2	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34BEXP|48BPWR|5ZMB|68DUR|7RCR|9DMG|aTBNT
249	11422 65123	3	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|248VULN|34FEWX|48BPWR|5ZMB|68DUR|7RCR|9DMG|aTBNT
250	13511 35126	6	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|26RMIN|3LWND|48aVULN|58DUR|7RCR|8BPWR|9DMG
251	45221 35143	5	 * 	257.13	DCR|4VULN|1DMG|2CDMG|1AART	1AART|289aVULN|37CDMG|4MBVNT|5DMG|6RCR
252	11224 65123	2	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG|1NUKE	18ASPD|248VULN|34FEWX|48BPWR|5DMG|68DUR|7RCR|9NUKE|aTBNT
253	11342 32422	4	   	257.11	DCR|3VULN|2DUR|2ASPD|2CDMG	1aASPD|25aVULN|35CDMG|4RCVC|5aBPWR|6LHND|7aDUR|8BBNT|9RCR
254	13124 63226	1	   	257.11	DCR|3VULN|2DUR|2ASPD|2TLV	18ASPD|28TLV|34CGEN|57aVULN|68DUR|8BPWR|9RCR
255	11124 23156	3	 * 	257.08	ACR|4VULN|3ASPD|2DUR|1DMG	14aASPD|247aVULN|3RCR|4aBPWR|5DMG|6MBVNT|8ZMB|9aDUR
256	11124 36115	3	   	257.08	ACR|4VULN|3ASPD|2DUR|1DMG	148ASPD|248aVULN|3RCR|48BPWR|5DMG|6LHND|78DUR|9TBNT
257	11121 43125	3	 * 	257.08	ACR|4VULN|3ASPD|2DUR|2CDMG	148ASPD|247aVULN|3RCR|4aBPWR|5LWND|6aDUR|9aCDMG
258	15222 32512	9	 * 	257.08	DCR|2VULN|3DUR|2ASPD|2TLV|1CDMG	1aASPD|2CDMG|39aDUR|4CGEN|57VULN|6aTLV|8RCR|aBPWR
259	15222 32562	8	   	257.08	DCR|2VULN|3DUR|2ASPD|2TLV|1CDMG	1aASPD|2CDMG|39aDUR|4CGEN|57VULN|6aTLV|8RCR|aBPWR
260	13324 12234	1	   	257.01	DCR|3VULN|2DUR|2ASPD|2TLV	1aASPD|23TLV|4RPLT|5aDUR|68aVULN|7RCR|9TBNT|aBPWR
261	11222 33124	5	   	256.98	DCR|4VULN|2ASPD|2CDMG|1SELL	1aASPD|256aVULN|3SELL|4CGEN|7RCR|8LIT|9aCDMG|aBPWR
262	13614 33226	1	   	256.91	DCR|3VULN|2DUR|2ASPD|2TLV	18ASPD|28TLV|34ERES|57aVULN|68DUR|8BPWR|9RCR
263	16222 32532	9	   	256.86	DCR|3VULN|2DUR|2ASPD|2TLV|1SELL	1aASPD|2aDUR|3SELL|4CGEN|579VULN|6aTLV|8RCR|aBPWR
264	16223 32542	8	   	256.86	DCR|3VULN|2DUR|2ASPD|2TLV|1SELL	1aASPD|2aDUR|3SELL|4CGEN|59TLV|67aVULN|8RCR|aBPWR
265	11223 32512	9	   	256.86	DCR|3VULN|2DUR|2ASPD|2TLV|1SELL	1aASPD|27aVULN|3SELL|4CGEN|59DUR|6aTLV|8RCR|aBPWR
266	11223 32562	8	   	256.86	DCR|3VULN|2DUR|2ASPD|2TLV|1SELL	1aASPD|27aVULN|3SELL|4CGEN|59DUR|6aTLV|8RCR|aBPWR
267	11323 32515	9	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|27aVULN|3CDMG|4CGEN|59DUR|6TLV|8RCR
268	11323 32565	8	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|27aVULN|3CDMG|4CGEN|59DUR|6TLV|8RCR
269	15222 32515	9	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|2CDMG|39DUR|4CGEN|57aVULN|6TLV|8RCR
270	15223 32515	9	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|2CDMG|39DUR|4CGEN|5TLV|67aVULN|8RCR
271	16322 32515	9	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|29DUR|3CDMG|4CGEN|57aVULN|6TLV|8RCR
272	16323 32515	9	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|29DUR|3CDMG|4CGEN|5TLV|67aVULN|8RCR
273	45331 31115	4	 * 	256.60	DCR|5VULN|1DMG|1AART	1AART|2379aVULN|4DUST|5ERES|6RCR|8DMG
274	15532 12215	9	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|2CDMG|3ERES|45aVULN|69DUR|7RCR|8TLV
275	15111 23362	7	   	256.51	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG|1AART	19ASPD|2CDMG|3RPLT|49VULN|5DUR|6DUST|79DMG|8RCR|9BPWR|aAART
276	11124 36121	3	   	256.49	ACR|3VULN|3ASPD|2DUR|1DMG|1CDMG	148ASPD|248VULN|3RCR|48BPWR|5DMG|6LHND|78DUR|9CDMG|aLIT
277	11224 35151	2	   	256.37	DCR|3VULN|2ASPD|1DMG|1TLV|1CDMG	18ASPD|248VULN|34FEWX|48BPWR|5DMG|68LHND|7RCR|9TLV|aCDMG
278	11622 15121	3	   	256.27	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	18ASPD|268VULN|3LHND|4DUR|58ZMB|7RCR|8BPWR|9DMG|aCDMG
279	11113 12445	5	   	256.15	ACR|3VULN|2DMG|2DUR|2ASPD|1CDMG	1aASPD|26aVULN|3RCR|4CDMG|57DMG|8RPLT|9aDUR|aBPWR
280	11113 66225	9	   	256.15	ACR|3VULN|2DMG|2DUR|2ASPD|1CDMG	1aASPD|27aVULN|3RCR|4CDMG|56DMG|8RPLT|9aDUR|aBPWR
281	11113 66325	9	   	256.15	ACR|3VULN|2DMG|2DUR|2ASPD|1CDMG	1aASPD|27aVULN|3RCR|4CDMG|56DMG|8aDUR|9RPLT|aBPWR
282	41221 35134	5	 * 	256.10	DCR|2VULN|2DMG|2DUR|2CDMG|1AART	1AART|2aDUR|37CDMG|4MBVNT|5aDMG|6RCR|8aVULN|9TBNT|aBPWR
283	41228 35134	4	   	256.10	DCR|2VULN|2DMG|2DUR|2CDMG|1AART	1AART|2aDUR|37CDMG|4MBVNT|5aDMG|6RCR|8aVULN|9TBNT|aBPWR
284	45221 35334	5	   	256.10	DCR|2VULN|2DMG|2DUR|2CDMG|1AART	1AART|2aVULN|37CDMG|4MBVNT|5aDMG|6RCR|8aDUR|9TBNT|aBPWR
285	36332 66123	1	 * 	255.96	DCR|3VULN|2DUR|1DMG|2CDMG	18ZMB|25CDMG|358VULN|4LEGI|58BPWR|6RPLT|78DUR|9DMG|aRCR
286	15123 16315	6	 * 	255.90	DCR|3VULN|2ASPD|1DMG|2CDMG|1AART	17ASPD|27CDMG|3RPLT|4AART|57aVULN|6MBVNT|7BPWR|8DMG|9RCR
287	31212 21464	7	   	255.68	DCR|5VULN|2LIT|1CDMG|1NUKE	18ZMB|24789VULN|3NUKE|58LIT|6RCR|8BPWR|aCDMG
288	31222 21464	7	   	255.68	DCR|5VULN|2LIT|1CDMG|1NUKE	18ZMB|25789VULN|3NUKE|48LIT|6RCR|8BPWR|aCDMG
289	11332 12666	7	   	255.43	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1NUKE|1AART	1ASPD|25aVULN|3CDMG|4NUKE|6DUR|7RCR|8DMG|9AART
290	31212 21321	10	   	255.35	DCR|5VULN|1DMG|1NUKE	1ZMB|2479aVULN|3NUKE|5LIT|6RCR|8DMG
291	31222 21321	10	   	255.35	DCR|5VULN|1DMG|1NUKE	1ZMB|2579aVULN|3NUKE|4LIT|6RCR|8DMG
292	25122 32126	6	   	255.26	DCR|2VULN|2DMG|3LIT|1DUR|1CDMG|1AART	148LIT|2CDMG|38DMG|5CGEN|6DUR|78VULN|8BPWR|9AART|aRCR
293	41331 31343	4	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1AART|2aDUR|347VULN|5ERES|6RCR|8TLV|9CDMG
294	41336 31343	5	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1AART|2aDUR|347VULN|5ERES|6RCR|8TLV|9CDMG
295	45321 31343	4	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1AART|237VULN|4aDUR|5ERES|6RCR|8TLV|9CDMG
296	13622 53412	9	   	255.11	DCR|3VULN|2DUR|2ASPD|1AART	19ASPD|2RMIN|3RCVC|4LIT|59aVULN|6AART|7RCR|89DUR|9BPWR
297	11124 24128	3	   	255.01	ACR|2VULN|2DMG|3ASPD|2DUR|1TLV|1CDMG	148ASPD|24VULN|3RCR|48BPWR|58DMG|6MBVNT|78DUR|9CDMG|aTLV
298	43422 35331	4	   	254.97	DCR|3VULN|3DUR|1TLV|1AART	1AART|2RCVC|347DUR|5RMIN|67aVULN|7BPWR|8RCR|9TLV
299	36336 33226	5	   	254.82	DCR|4VULN|2DUR|1TLV	18ZMB|28CGEN|3TLV|45DUR|6RCR|789aVULN|8BPWR
300	31326 63226	2	   	254.82	DCR|4VULN|2DUR|1TLV	18ZMB|278aVULN|3DMSP|4CGEN|5TLV|68DUR|8BPWR|9RCR
301	32126 63226	1	   	254.82	DCR|4VULN|2DUR|1TLV	18ZMB|2DMSP|378aVULN|4CGEN|5TLV|68DUR|8BPWR|9RCR
302	51116 63221	4	   	254.82	DCR|4VULN|2DUR|1TLV	18MLV|2478VULN|3ZMB|5TLV|68DUR|8BPWR|9RCR|aCGEN
303	51116 63222	4	   	254.82	DCR|4VULN|2DUR|1TLV	18aMLV|2478VULN|3ZMB|5TLV|68DUR|8BPWR|9RCR
304	61116 63222	4	   	254.82	DCR|4VULN|2DUR|1TLV	18CGEN|2478VULN|3ZMB|5TLV|68DUR|8BPWR|9RCR|aMLV
305	61116 63223	4	   	254.82	DCR|4VULN|2DUR|1TLV	18CGEN|2478VULN|3ZMB|5TLV|68DUR|8BPWR|9RCR|aLHND
306	41341 31113	4	   	254.79	DCR|3VULN|1DMG|2AART|1TLV|1DUR	14AART|2DUR|379VULN|5ERES|6RCR|8DMG|aTLV
307	41346 31113	5	   	254.79	DCR|3VULN|1DMG|2AART|1TLV|1DUR	14AART|2DUR|379VULN|5ERES|6RCR|8DMG|aTLV
308	41263 41211	6	   	254.76	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV|1AART	1AART|26DUR|37CDMG|4DMG|56VULN|6BPWR|8TBNT|9TLV|aRCR
309	31316 33226	2	   	254.72	DCR|4VULN|2DUR|1TLV	18ZMB|278aVULN|3DMSP|4ERES|5TLV|68DUR|8BPWR|9RCR
310	32116 33226	1	   	254.72	DCR|4VULN|2DUR|1TLV	18ZMB|2DMSP|378aVULN|4ERES|5TLV|68DUR|8BPWR|9RCR
311	61116 63221	4	   	254.72	DCR|4VULN|2DUR|1TLV	18CGEN|2478VULN|3ZMB|5TLV|68DUR|8BPWR|9RCR|aERES
312	31322 42236	3	   	254.62	DCR|4VULN|2DUR|1TLV	1ZMB|248aVULN|34DUR|4BPWR|5RPLT|6ERES|7RCR|9TLV
