0	Index      	 *	Score 	Summary	Detail	
1	42341 13222	 * 	210.91	DCR|3VULN|2DMG|1MDPS|3DUR	123DUR|28BPWR|458VULN|68FEWX|78DMG|9RCR|aMDPS
163	26144 32231	 * 	187.98	DCR|3DMG|2ASPD|1NUKE|1CDMG	18MLV|2LIT|38aDMG|4CDMG|5CGEN|6RCR|78ASPD|8BPWR|9NUKE
164	26144 32233	   	187.98	DCR|2DMG|2ASPD|1NUKE|1CDMG	18MLV|2LIT|38DMG|4CDMG|5CGEN|6RCR|78ASPD|8BPWR|9NUKE|aDMSP
165	22443 11212	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	16MLV|2CDMG|3DUR|458VULN|7RCR|9FEWX|aAART
166	22443 11232	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	16MLV|2CDMG|3DUR|458VULN|7RCR|9LHND|aAART
167	22443 11261	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	16MLV|2CDMG|3DUR|458VULN|7RCR|9AART|aDMSP
168	22443 11262	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	16MLV|2CDMG|3DUR|458VULN|7RCR|9AART|aRMIN
169	22443 11341	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	16MLV|2CDMG|3DUR|459VULN|7RCR|8AART|aDMSP
170	22443 11342	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	16MLV|2CDMG|3DUR|459VULN|7RCR|8AART|aRMIN
171	22443 11351	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	16MLV|2CDMG|3DUR|45aVULN|7RCR|8AART|9LWND
172	16233 23512	   	187.96	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1CDMG|2DUST|3FEWX|4BEXP|5VULN|6RCR|78ASPD|9AART|aZMB
173	61611 32114	   	187.92	DCR|2VULN|2DMG|1ASPD|1DUR	15VULN|2FEWX|3LHND|45DMG|5BPWR|6BEXP|7RCR|8DUR|9BELT|aASPD
174	51422 33623	   	187.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1RMIN|2DMG|3ASPD|4ERES|5DUR|67VULN|8AART|9LWND|aRCR
175	51422 33633	   	187.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1RMIN|2DMG|3ASPD|4ERES|5DUR|67VULN|8AART|9BEXP|aRCR
176	22334 22165	   	187.89	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB	1MLV|2CDMG|3AAC|4ZMB|57aVULN|6BELT|8RCR|9AART
177	22443 11252	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	16MLV|2CDMG|3DUR|458VULN|7RCR|9DUST|aAART
178	22443 11321	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	16MLV|2CDMG|3DUR|45aVULN|7RCR|8AART|9DUST
179	62341 11326	   	187.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	15VULN|2LWND|3DMG|45DUR|5BPWR|6AME|7RMIN|8CDMG|9RCR|aASPD
180	62341 31326	   	187.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	15VULN|2LWND|3DMG|45DUR|5BPWR|6MLV|7RMIN|8CDMG|9RCR|aASPD
181	62341 33326	   	187.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	15VULN|2LWND|3DMG|45DUR|5BPWR|6MLV|7AME|8CDMG|9RCR|aASPD
182	51422 33613	   	187.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1RMIN|2DMG|3ASPD|4ERES|5DUR|67VULN|8AART|9LEGI|aRCR
183	21311 63533	   	187.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1MLV|2TLV|3DUR|4LHND|5aAART|6RCR|7VULN|8CDMG|9ASPD
184	61343 23135	   	187.78	DCR|3VULN|1AART|1DMG|1DUR	17aVULN|278FEWX|3DMG|4AART|5DUR|67DUST|7BPWR|9RCR
185	61441 33313	   	187.70	DCR|2AART|2ASPD|1VULN|1CDMG	1VULN|2FEWX|36ASPD|4aAART|5CDMG|7DUST|8LHND|9RCR
186	63243 32533	   	187.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1VULN|2TLV|3FEWX|4aAART|5DUR|6RCR|7ERES|8CDMG|9ASPD
187	26143 14223	   	187.66	DCR|2VULN|2DMG|2CDMG|1ZMB	18MLV|2LIT|38DMG|45CDMG|6FEWX|78VULN|8BPWR|9ZMB|aRCR
188	26143 34223	   	187.66	DCR|2VULN|2DMG|2CDMG|1ZMB	18MLV|2LIT|38DMG|45CDMG|6LHND|78VULN|8BPWR|9ZMB|aRCR
189	63164 11213	 * 	187.63	DCR|2VULN|2DMG|2ASPD	16VULN|2TLV|34ASPD|56DMG|6BPWR|7LHND|8CGEN|9DUST|aRCR
190	15523 22226	 * 	187.50	DCR|2VULN|2CDMG|1ASPD|1DMG	17CDMG|2LWND|3LHND|4DUST|59VULN|6RCR|8DMG|aASPD
191	62341 23333	   	187.41	DCR|3VULN|1ASPD|1DMG|2DUR	159VULN|2LWND|3DMG|45DUR|5BPWR|68LHND|7ASPD|aRCR
192	62441 23333	   	187.41	DCR|3VULN|1ASPD|1DMG|2DUR	159VULN|2LWND|3ASPD|45DUR|5BPWR|68LHND|7DMG|aRCR
193	22324 22162	 * 	187.22	DCR|2VULN|1AART|2CDMG|1ASPD|1AAC	1MLV|2aCDMG|3AAC|4ASPD|57VULN|6BELT|8RCR|9AART
194	22364 22162	   	187.22	DCR|2VULN|1AART|2CDMG|1DMG|1AAC	1MLV|2aCDMG|3AAC|4DMG|57VULN|6BELT|8RCR|9AART
195	13522 53222	   	187.20	ACR|3VULN|2DMG|2CDMG|1ZMB	18CDMG|2LIT|3RCR|478VULN|58DMG|6RMIN|8BPWR|9ZMB|aAELBLL
196	13214 22233	 * 	187.19	DCR|2ASPD|1VULN|2CDMG|1DMG|2DUR	18CDMG|2LIT|3RCVC|48DUR|5CGEN|6VULN|78ASPD|8BPWR|9DMG|aRCR
197	51243 51222	   	187.19	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1RMIN|25DMG|3SELL|4DUR|68VULN|7ERES|9RCR|aAART
198	51263 51222	   	187.19	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1RMIN|24DMG|3SELL|5DUR|68VULN|7ERES|9RCR|aAART
199	13522 53215	   	187.10	ACR|3VULN|2DMG|2CDMG|1ZMB	18CDMG|2LIT|3RCR|478VULN|58DMG|6RMIN|8BPWR|9ERES|aZMB
200	13522 53226	   	187.10	ACR|3VULN|2DMG|2CDMG|1ZMB	18CDMG|2LIT|3RCR|478VULN|58DMG|6RMIN|8BPWR|9ZMB|aERES
201	13522 43334	   	187.00	ACR|3VULN|2DMG|2CDMG|1ZMB	1aCDMG|2LIT|3RCR|478VULN|59DMG|6ZMB
202	42354 23213	   	186.71	DCR|3VULN|2ASPD|3DUR	123DUR|28BPWR|48ASPD|568VULN|78FEWX|9DMSP|aRCR
203	63161 13135	 * 	186.68	DCR|3ASPD|2VULN|1AART	17VULN|25TLV|345ASPD|5BPWR|6RMIN|8BEXP|9AART|aRCR
204	63163 13135	   	186.58	DCR|3ASPD|2VULN|1AART|1AAC	17VULN|26TLV|346ASPD|5AAC|6BPWR|8BEXP|9AART|aRCR
205	34313 45222	   	186.38	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	16BEXP|2MDPS|3DUR|4CDMG|58VULN|7RCR|9DMG|aASPD
206	22452 35222	   	186.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1MLV|2CDMG|3DUR|4TLV|5MDPS|68VULN|7RCR|9DMG|aASPD
207	22541 35222	   	186.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1MLV|2CDMG|3MDPS|4TLV|5DUR|68VULN|7RCR|9DMG|aASPD
208	23361 35241	   	186.26	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	1aMLV|2RMIN|3DUR|4aASPD|5AAC|6aVULN|7BELT|8RCR|9AART|aBPWR
209	15442 32222	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|26LWND|3DMG|48VULN|5DUR|7DMSP|9RCR|aAART
210	22152 22642	   	186.16	DCR|2VULN|2ASPD|2CDMG|1DUR	1MLV|29CDMG|3LHND|4TLV|59VULN|6LWND|79ASPD|8RCR|9BPWR|aDUR
211	22413 32641	   	186.16	DCR|2VULN|2ASPD|2CDMG|1DUR	1MLV|29CDMG|3DUR|4BEXP|59VULN|6ERES|79ASPD|8RCR|9BPWR|aFEWX
212	22413 32643	   	186.16	DCR|2VULN|2ASPD|2CDMG|1DUR	1MLV|29CDMG|3DUR|4BEXP|59VULN|6ERES|79ASPD|8RCR|9BPWR|aBELT
213	16251 42311	   	186.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2DUST|3FEWX|46VULN|5DUR|7ASPD|8AART|9RCR|aBEXP
214	16251 42312	   	186.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2DUST|3FEWX|46VULN|5DUR|7ASPD|8AART|9RCR|aLWND
215	16251 42313	   	186.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2DUST|3FEWX|46VULN|5DUR|7ASPD|8AART|9RCR|aDMSP
216	16254 23311	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3FEWX|47VULN|5DMG|6DUR|8AART|9RCR|aBEXP
217	16254 23312	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3FEWX|47VULN|5DMG|6DUR|8AART|9RCR|aLWND
218	16254 23313	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3FEWX|47VULN|5DMG|6DUR|8AART|9RCR|aDMSP
219	16442 13311	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3DMG|47VULN|5DUR|6FEWX|8AART|9RCR|aBEXP
220	16442 13312	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3DMG|47VULN|5DUR|6FEWX|8AART|9RCR|aLWND
221	16442 13313	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3DMG|47VULN|5DUR|6FEWX|8AART|9RCR|aDMSP
222	11443 12322	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|45VULN|6MLV|7BEXP|8DMG|9RCR|aAART
223	11443 42322	   	186.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|45VULN|6AME|7BEXP|8DMG|9RCR|aAART
224	22415 42222	   	186.09	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1MLV|2CDMG|3DUR|4BEXP|5AAC|68VULN|7ASPD|9RCR|aAART
225	64311 42311	 * 	186.09	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	16VULN|2MDPS|3DUR|4CDMG|5RCVC|7ASPD|8AART|9RCR|aBEXP
226	64311 42312	   	186.09	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	16VULN|2MDPS|3DUR|4CDMG|5RCVC|7ASPD|8AART|9RCR|aLWND
227	64311 42313	   	186.09	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	16VULN|2MDPS|3DUR|4CDMG|5RCVC|7ASPD|8AART|9RCR|aDMSP
228	11141 22642	   	186.06	DCR|2VULN|2ASPD|2CDMG|1AAC|1DUR	19CDMG|2AAC|3LHND|49VULN|5ERES|6LWND|79ASPD|8RCR|9BPWR|aDUR
229	22152 12642	   	186.06	DCR|2VULN|2ASPD|2CDMG|1DUR	1MLV|29CDMG|3LHND|4TLV|59VULN|6DUST|79ASPD|8RCR|9BPWR|aDUR
230	61411 42221	   	186.06	DCR|4VULN|2ASPD	1568VULN|28FEWX|38ASPD|457BEXP|58BPWR|9RCR|aLHND
231	62411 42221	   	186.06	DCR|4VULN|2ASPD	1568VULN|28LWND|38ASPD|457BEXP|58BPWR|9RCR|aLHND
232	11411 42222	   	185.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|4BEXP|5ERES|68VULN|7ASPD|9RCR|aAART
233	11413 42222	   	185.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1CDMG|2AAC|3DUR|4BEXP|58VULN|6TLV|7ASPD|9RCR|aAART
234	22324 35222	   	185.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1MLV|2CDMG|3AAC|4ASPD|58VULN|6DUST|7DUR|9RCR|aAART
235	22364 35222	   	185.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1MLV|2CDMG|3AAC|4DMG|58VULN|6DUST|7DUR|9RCR|aAART
236	13542 32316	 * 	185.96	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2LIT|3RCR|4DMG|5AART|68VULN|7DUR|9RMIN|aASPD
237	61411 42223	   	185.96	DCR|4VULN|2ASPD	1568VULN|28FEWX|38ASPD|457BEXP|58BPWR|9RCR|aERES
238	62411 42223	   	185.96	DCR|4VULN|2ASPD	1568VULN|28LWND|38ASPD|457BEXP|58BPWR|9RCR|aERES
239	16251 23511	   	185.93	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1CDMG|2DUST|3FEWX|4VULN|5DUR|6RCR|78ASPD|9AART|aBEXP
240	16251 23512	   	185.93	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1CDMG|2DUST|3FEWX|4VULN|5DUR|6RCR|78ASPD|9AART|aLWND
241	16251 23513	   	185.93	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1CDMG|2DUST|3FEWX|4VULN|5DUR|6RCR|78ASPD|9AART|aDMSP
242	16233 23516	   	185.93	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1CDMG|2DUST|3FEWX|4BEXP|5VULN|6RCR|78ASPD|9AART|aDUR
243	64311 23511	 * 	185.93	DCR|1MDPS|2ASPD|1VULN|1AART|1CDMG|1DUR	1VULN|2MDPS|3DUR|4CDMG|5RCVC|6RCR|78ASPD|9AART|aBEXP
244	64311 23512	   	185.93	DCR|1MDPS|2ASPD|1VULN|1AART|1CDMG|1DUR	1VULN|2MDPS|3DUR|4CDMG|5RCVC|6RCR|78ASPD|9AART|aLWND
245	64311 23513	   	185.93	DCR|1MDPS|2ASPD|1VULN|1AART|1CDMG|1DUR	1VULN|2MDPS|3DUR|4CDMG|5RCVC|6RCR|78ASPD|9AART|aDMSP
246	22531 33312	   	185.89	DCR|3VULN|1MDPS|1AART|1CDMG|1ZMB	1MLV|2CDMG|3MDPS|478VULN|5BEXP|6AART|9RCR|aZMB
247	36142 33322	   	185.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|24CGEN|3ASPD|5DUR|6VULN|7DMG|8CDMG|9RCR|aAART
248	14531 33312	   	185.79	DCR|3VULN|1MDPS|1AART|1CDMG|1ZMB	1CDMG|2TLV|3MDPS|478VULN|5BEXP|6AART|9RCR|aZMB
249	23363 42314	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1MLV|2RMIN|3DUR|4ASPD|5DUST|6VULN|7RCR|8CDMG|9aAART
250	32333 42314	   	185.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	12BEXP|2BPWR|3DUR|4DMG|5DUST|6VULN|7RCR|8CDMG|9aAART
251	32363 42314	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	12BEXP|2BPWR|3DUR|4ASPD|5DUST|6VULN|7RCR|8CDMG|9aAART
252	52333 42314	   	185.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2AME|3DUR|4DMG|5DUST|6VULN|7RCR|8CDMG|9aAART
253	32365 33322	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	12BEXP|2BPWR|3DUR|4ASPD|5ERES|6VULN|7DMG|8CDMG|9RCR|aAART
254	32422 33322	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	12BEXP|2BPWR|3ASPD|4ERES|5DUR|6VULN|7DMG|8CDMG|9RCR|aAART
255	33151 42314	 * 	185.78	DCR|2VULN|2AART|1ASPD|1DUR|1SELL	1BEXP|2FEWX|3SELL|46VULN|5DUR|7ASPD|8aAART|9RCR
256	33154 23314	   	185.78	DCR|2VULN|2AART|1DMG|1DUR|1SELL	1BEXP|2FEWX|3SELL|47VULN|5DMG|6DUR|8aAART|9RCR
257	41153 13314	   	185.78	DCR|2VULN|2AART|1DMG|1DUR|1SELL	1DUR|2FEWX|3SELL|47VULN|5DMG|6BEXP|8aAART|9RCR
258	12214 12451	   	185.69	DCR|4VULN|1DMG|1CDMG	1CDMG|2BASARM|3DMG|4CGEN|5678VULN|9AME|aRCR
259	12221 12451	   	185.69	DCR|4VULN|1DMG|1CDMG	1CDMG|2BASARM|3DMG|4678VULN|5CGEN|9AME|aRCR
260	21363 42313	   	185.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1MLV|2TLV|3DUR|4ASPD|5DUST|6VULN|7RCR|8CDMG|9aAART
261	46123 42313	   	185.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2TLV|3ASPD|4MLV|5DUST|6VULN|7RCR|8CDMG|9aAART
262	61611 32121	   	185.69	DCR|3VULN|2DMG|1DUR	15aVULN|29FEWX|3LHND|45DMG|5BPWR|6BEXP|7RCR|8DUR
263	61611 32161	   	185.69	DCR|3VULN|2DMG|1DUR	15aVULN|2FEWX|39LHND|45DMG|5BPWR|6BEXP|7RCR|8DUR
264	61311 22151	   	185.69	DCR|3VULN|2DMG|1DUR	15aVULN|2FEWX|39DMG|45BEXP|5BPWR|6LHND|7RCR|8DUR
265	41153 23314	   	185.68	DCR|2VULN|2AART|1DMG|1DUR|1SELL	1DUR|2FEWX|3SELL|47VULN|5DMG|6DUST|8aAART|9RCR
266	61121 42314	 * 	185.68	DCR|2VULN|2AART|1ASPD|1DUR|1SELL	16VULN|2FEWX|3SELL|4DUST|5DUR|7ASPD|8aAART|9RCR
267	61124 23314	   	185.68	DCR|2VULN|2AART|1DMG|1DUR|1SELL	17VULN|2FEWX|3SELL|4DUST|5DMG|6DUR|8aAART|9RCR
268	63112 23356	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	19VULN|2TLV|3ASPD|4LHND|5LIT|6BEXP|7RCR|8DMG|aAART
269	62341 42321	   	185.59	DCR|3VULN|1DMG|1CDMG|2DUR	156VULN|2LWND|3DMG|45DUR|5BPWR|7BEXP|8CDMG|9RCR|aFEWX
270	62341 42323	   	185.59	DCR|3VULN|1DMG|1CDMG|2DUR	156VULN|2LWND|3DMG|45DUR|5BPWR|7BEXP|8CDMG|9RCR|aBELT
271	12214 12461	   	185.59	DCR|4VULN|1DMG|1CDMG	1CDMG|2BASARM|3DMG|4CGEN|5678VULN|9ERES|aRCR
272	12221 12461	   	185.59	DCR|4VULN|1DMG|1CDMG	1CDMG|2BASARM|3DMG|4678VULN|5CGEN|9ERES|aRCR
273	51243 22114	   	185.57	DCR|2VULN|2DMG|1ASPD|1DUR|1SELL	1RMIN|25DMG|3SELL|4DUR|6BELT|7ASPD|8RCR|9aVULN
274	51263 22114	   	185.57	DCR|2VULN|2DMG|1ASPD|1DUR|1SELL	1RMIN|24DMG|3SELL|5DUR|6BELT|7ASPD|8RCR|9aVULN
275	61611 32334	   	185.54	DCR|3DMG|2VULN|1ZMB	15VULN|28FEWX|3LHND|45aDMG|5BPWR|6BEXP|7RCR|9ZMB
276	22232 36353	   	185.52	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|2aCDMG|3LIT|4FEWX|5AART|6aCGEN|7ASPD|8aVULN|9RCR|aBPWR
277	61312 32151	   	185.49	DCR|3VULN|2DMG|1DUR	16aVULN|2FEWX|39DMG|4BEXP|5DUST|7RCR|8DUR
278	61612 32151	   	185.49	DCR|3VULN|2DMG|1DUR	16aVULN|2FEWX|3LHND|49DMG|5DUST|7RCR|8DUR
279	61611 32253	   	185.44	DCR|3DMG|2VULN|1ZMB	15VULN|2FEWX|3LHND|459DMG|5BPWR|6BEXP|7RCR|8DUST|aZMB
280	42352 51211	 * 	185.38	DCR|3ASPD|1VULN|3DUR|1CDMG	123DUR|2BPWR|479ASPD|5CDMG|6RCR|8DUST|aVULN
281	16134 36112	   	185.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1CDMG|26DUST|3LWND|4BEXP|56DMG|6BPWR|7AART|8VULN|9RCR|aZMB
282	16334 36112	   	185.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1CDMG|26DUST|3LHND|4BEXP|56DMG|6BPWR|7AART|8VULN|9RCR|aZMB
283	15324 36222	   	185.32	DCR|2VULN|1AART|2CDMG|1ASPD	13CDMG|2LWND|4ASPD|58VULN|67LHND|9RCR|aAART
284	61341 52313	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	18VULN|2FEWX|3DMG|4AART|5aCDMG|6LWND|7LHND|9RCR
285	12221 42651	   	185.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1CDMG|2BASARM|3aDMG|4VULN|5CGEN|6LIT|7AART|8RCR|9DUR
286	12342 21663	   	185.30	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2BASARM|3DUR|4MLV|5VULN|6LHND|7aDMG|8RCR|9AART
287	42133 42312	   	185.29	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	12DUR|2BPWR|3BEXP|4DMG|5DUST|6VULN|7RCR|8CDMG|9AART|aZMB
288	42163 42312	   	185.29	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	12DUR|2BPWR|3BEXP|4ASPD|5DUST|6VULN|7RCR|8CDMG|9AART|aZMB
289	13143 26232	   	185.27	DCR|3VULN|2CDMG|1DMG|1NUKE	18CDMG|2LIT|3NUKE|478VULN|58ERES|6RCR|8BPWR|9DMG|aAELBLL
290	13143 26236	   	185.27	DCR|3VULN|2CDMG|1DMG|1NUKE	18CDMG|2LIT|3NUKE|478VULN|58ERES|6RCR|8BPWR|9DMG|aBEXP
291	15314 21261	 * 	185.23	DCR|2VULN|2AART|2CDMG	13CDMG|26LWND|4TLV|58VULN|7RCR|9aAART
292	15314 21341	   	185.23	DCR|2VULN|2AART|2CDMG	13CDMG|26LWND|4TLV|59VULN|7RCR|8aAART
293	15324 11222	   	185.22	DCR|2VULN|1AART|2CDMG|1ASPD	13CDMG|2LWND|4ASPD|58VULN|6MLV|7ERES|9RCR|aAART
294	15324 41222	   	185.22	DCR|2VULN|1AART|2CDMG|1ASPD	13CDMG|2LWND|4ASPD|58VULN|6AME|7ERES|9RCR|aAART
295	15324 51222	   	185.22	DCR|2VULN|1AART|2CDMG|1ASPD	13CDMG|2LWND|4ASPD|58VULN|6RMIN|7ERES|9RCR|aAART
296	13143 26221	   	185.17	DCR|3VULN|2CDMG|1DMG|1NUKE	18CDMG|2LIT|3NUKE|478VULN|58ERES|6RCR|8BPWR|9TLV|aDMG
297	13143 26234	   	185.17	DCR|3VULN|2CDMG|1DMG|1NUKE	18CDMG|2LIT|3NUKE|478VULN|58ERES|6RCR|8BPWR|9DMG|aMBVNT
298	13143 26235	   	185.17	DCR|3VULN|2CDMG|1DMG|1NUKE|1MSE	18CDMG|2LIT|3NUKE|478VULN|58ERES|6RCR|8BPWR|9DMG|aMSE
299	13522 34221	   	185.02	ACR|3DMG|2VULN|2CDMG|1ZMB	18CDMG|2LIT|3RCR|48VULN|58aDMG|6RCVC|7RMIN|8BPWR|9ZMB
300	13143 24331	   	184.93	DCR|2VULN|2DMG|2CDMG|1NUKE	17CDMG|2LIT|3NUKE|48VULN|5ERES|6RCR|9aDMG
301	62341 23422	 * 	184.83	DCR|2VULN|1MDPS|1ASPD|1DMG|3DUR	15VULN|2LWND|3DMG|459DUR|5BPWR|6LHND|7ASPD|8RCR|aMDPS
302	53311 14231	 * 	184.81	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1RMIN|2AAC|3ASPD|4DMSP|5aDMG|6RCR|7BELT|8AART|9VULN
303	42334 21523	   	184.53	DCR|3VULN|1ASPD|3DUR|1ZMB	123DUR|2BPWR|4ZMB|56aVULN|7ERES|8ASPD|9RCR
304	22115 42622	   	184.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2CDMG|3LHND|4BEXP|5DMG|69VULN|7ASPD|8RCR|aDUR
305	15213 42622	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2LWND|3ERES|4BEXP|5DMG|69VULN|7ASPD|8RCR|aDUR
306	12222 15251	   	184.28	DCR|2VULN|1DMG|1NUKE|1CDMG|1DUR	1CDMG|2BASARM|3DMG|45VULN|6DUR|7LIT|8RCR|9NUKE|aDUST
307	12222 15252	   	184.28	DCR|2VULN|1DMG|1NUKE|1CDMG|1DUR|1MSE	1CDMG|2BASARM|3DMG|45VULN|6DUR|7LIT|8RCR|9NUKE|aMSE
308	12222 15253	   	184.28	DCR|2VULN|1DMG|1NUKE|1CDMG|1DUR	1CDMG|2BASARM|3DMG|45VULN|6DUR|7LIT|8RCR|9NUKE|aRPLT
309	12222 15255	   	184.28	DCR|2VULN|1DMG|1NUKE|1CDMG|2DUR	1CDMG|2BASARM|3DMG|45VULN|6aDUR|7LIT|8RCR|9NUKE
310	12222 15256	   	184.28	DCR|2VULN|1DMG|1NUKE|1CDMG|1DUR	1CDMG|2BASARM|3DMG|45VULN|6DUR|7LIT|8RCR|9NUKE|aBEXP
311	16113 42622	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DUST|3LWND|4ERES|5DMG|69VULN|7ASPD|8RCR|aDUR
312	16313 42622	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DUST|3LHND|4ERES|5DMG|69VULN|7ASPD|8RCR|aDUR
313	22443 11241	   	184.25	DCR|3VULN|1ASPD|1CDMG|1DUR	16MLV|2CDMG|3DUR|458VULN|7RCR|9ASPD|aRPLT
314	22443 11242	   	184.25	DCR|3VULN|1ASPD|1CDMG|1DUR	16MLV|2CDMG|3DUR|458VULN|7RCR|9ASPD|aBEXP
315	22443 11243	   	184.25	DCR|3VULN|1ASPD|1CDMG|1DUR	16MLV|2CDMG|3DUR|458VULN|7RCR|9ASPD|aRMIN
316	41153 31611	   	184.23	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR|1SELL	1DUR|2FEWX|3SELL|4aVULN|5DMG|6LWND|7ASPD|8RCR|9CDMG
317	25424 13331	   	184.23	DCR|3DMG|1VULN|1ASPD|2ZMB	1MLV|26ZMB|3ASPD|4ERES|567DMG|6BPWR|8MBVNT|9RCR|aVULN
318	42334 22134	 * 	184.18	DCR|2VULN|3ZMB|1AART|3DUR	123DUR|2BPWR|489ZMB|56VULN|7AART|aRCR
319	61443 23131	   	184.16	DCR|2VULN|2ASPD|1AART|1DUR	17VULN|278FEWX|3aASPD|4AART|5DUR|67DUST|7BPWR|9RCR
320	34313 15223	   	184.15	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR	1BEXP|2MDPS|3DUR|4CDMG|568VULN|7RCR|9DMG|aCGEN
321	34313 15225	   	184.15	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR	1BEXP|2MDPS|3DUR|4CDMG|568VULN|7RCR|9DMG|aLHND
