0	Index      	 *	Score 	Summary	Detail	
1	56312 22316	 * 	214.10	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6AART|7CGEN|8RCR|9DMG|aNUKE
158	56213 62443	   	189.03	DCR|4VULN|2DMG|1AAC	1LIT|2568VULN|35DMG|4AAC|5BPWR|7MBVNT|9RCR|aLHND
159	11612 23331	   	188.94	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2LIT|3aVULN|47ASPD|5ZMB|6AART|8RCR|9RCVC
160	56312 21343	   	188.94	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|4aASPD|5ZMB|6AART|7FEWX|8RCR|9RCVC
161	56312 23332	   	188.94	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9RCVC|aBELT
162	56312 23334	   	188.94	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9RCVC|aCGEN
163	56312 23336	   	188.94	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9RCVC|aMLV
164	15232 43331	   	188.94	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2aVULN|3ZMB|4AART|5LIT|67ASPD|8RCR|9RCVC
165	24631 23215	 * 	188.92	DCR|3VULN|1MDPS|1AART|1CDMG	18RPLT|2CDMG|3AART|4DUST|569VULN|7RCR|aMDPS
166	24631 43232	 * 	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	18RPLT|26CDMG|3AART|4DUST|5VULN|7RCR|9DMG|aASPD
167	15221 12352	   	188.61	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMSP|26VULN|3ZMB|4CDMG|56CGEN|6BPWR|7RCR|8RPLT|9ASPD|aDMG
168	56312 23325	   	188.52	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9LHND|aRCVC
169	15221 22352	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMSP|26VULN|3ZMB|4CDMG|5CGEN|7RCR|8RPLT|9ASPD|aDMG
170	15225 22352	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMSP|25VULN|3ZMB|4CDMG|6CGEN|7RCR|8RPLT|9ASPD|aDMG
171	15225 32332	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMSP|25VULN|3ZMB|4CDMG|6RMIN|7RCR|8RPLT|9ASPD|aDMG
172	12523 22343	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	14DMSP|2ERES|3DMG|5CDMG|69VULN|7RCR|8ZMB|aASPD
173	41126 22311	   	188.27	DCR|2VULN|1AART|2CDMG|2ZMB	19CDMG|2CGEN|39ZMB|45RCVC|69VULN|7RCR|8RPLT|9BPWR|aAART
174	11612 23342	   	188.20	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2LIT|3VULN|47ASPD|5ZMB|6AART|8RCR|9DMG|aRCVC
175	15232 43342	   	188.20	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2VULN|3ZMB|4AART|5LIT|67ASPD|8RCR|9DMG|aRCVC
176	11612 65323	   	188.19	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2LIT|36VULN|4aASPD|5ZMB|7AART|8RCR|9LHND
177	56312 21333	   	188.19	DCR|2VULN|2ASPD|1AART|1ZMB	19LIT|23VULN|4aASPD|5ZMB|6AART|7FEWX|8RCR
178	56312 23321	   	188.19	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9LHND|aBEXP
179	56312 23324	   	188.19	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9LHND|aCGEN
180	56312 23326	   	188.19	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9LHND|aRPLT
181	56312 24323	   	188.19	DCR|2VULN|2ASPD|1AART|1ZMB	17LIT|23VULN|4aASPD|5ZMB|6AART|8RCR|9LHND
182	56312 25333	   	188.19	DCR|2VULN|2ASPD|1AART|1ZMB	19LIT|23VULN|4aASPD|5ZMB|6AART|7LWND|8RCR
183	56211 12326	 * 	188.18	DCR|2DMG|1AART|1VULN|2CDMG|1AAC|1SELL	1LIT|2VULN|3aDMG|4AAC|5SELL|6RCR|79CDMG|8AART
184	24631 23623	   	188.13	DCR|2VULN|2AART|1CDMG|1ZMB	1RPLT|2CDMG|39AART|4DUST|56VULN|7RCR|8BEXP|aZMB
185	12123 13562	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2ERES|37VULN|4CDMG|5LIT|6AART|8ZMB|9RCR|aDMG
186	12123 13566	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DMSP|2ERES|37VULN|4CDMG|5LIT|6AART|8ZMB|9RCR|aASPD
187	15123 13562	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|27VULN|3ERES|4CDMG|5LIT|6AART|8ZMB|9RCR|aDMG
188	44411 13233	   	188.11	DCR|2VULN|2AART|1CDMG|1DUR	1CDMG|2DUST|3DUR|4LIT|5BEXP|6RCR|78AART|9aVULN
189	11612 65313	   	188.09	DCR|2VULN|2ASPD|1AART|1ZMB	1DMSP|2LIT|36VULN|4aASPD|5ZMB|7AART|8RCR|9DUST
190	56312 23311	   	188.09	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9DUST|aBEXP
191	56312 23314	   	188.09	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9DUST|aCGEN
192	56312 23316	   	188.09	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9DUST|aLHND
193	56312 24313	   	188.09	DCR|2VULN|2ASPD|1AART|1ZMB	17LIT|23VULN|4aASPD|5ZMB|6AART|8RCR|9DUST
194	46532 21334	   	188.08	DCR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2LWND|3ERES|48aVULN|5MBVNT|6RCR|7ZMB|9DMG
195	41653 12121	 * 	187.89	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2CGEN|3RCR|4ZMB|5AART|6DMG|7aVULN|8MSLREG|9ASPD
196	13411 26543	   	187.89	DCR|2VULN|2DMG|2DUR|1ZMB	1DMSP|29DUR|3MBVNT|4ZMB|5RCVC|6RCR|79VULN|89DMG|9BPWR|aMLV
197	13411 26544	   	187.89	DCR|2VULN|2DMG|2DUR|1ZMB	1DMSP|29DUR|3MBVNT|4ZMB|5RCVC|6RCR|79VULN|89DMG|9BPWR|aBEXP
198	11612 23344	   	187.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2LIT|3VULN|47ASPD|5ZMB|6AART|8RCR|9DMG|aCGEN
199	11612 13313	   	187.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2LIT|3VULN|4aASPD|5ZMB|6MLV|7AART|8RCR|9DMG
200	11612 22313	   	187.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2LIT|3VULN|4aASPD|5ZMB|6AART|7CGEN|8RCR|9DMG
201	11642 23313	   	187.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2LIT|3VULN|4RMIN|5ZMB|6AART|7aASPD|8RCR|9DMG
202	15232 42313	   	187.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2VULN|3ZMB|4AART|5LIT|6aASPD|7CGEN|8RCR|9DMG
203	15232 53313	   	187.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2VULN|3ZMB|4AART|5LIT|6AME|7aASPD|8RCR|9DMG
204	26315 21125	   	187.81	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1RPLT|2aVULN|34DUR|5ASPD|6RCR|7ZMB|8DMG|9LWND
205	26315 21161	   	187.81	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1RPLT|29VULN|34DUR|5ASPD|6RCR|7ZMB|8DMG|aRMIN
206	26315 21163	   	187.81	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1RPLT|29VULN|34DUR|5ASPD|6RCR|7ZMB|8DMG|aFEWX
207	26315 21331	   	187.81	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1RPLT|28VULN|34DUR|5ASPD|6RCR|7ZMB|9DMG|aRMIN
208	26315 21333	   	187.81	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1RPLT|28VULN|34DUR|5ASPD|6RCR|7ZMB|9DMG|aFEWX
209	26315 21335	   	187.81	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1RPLT|28VULN|34DUR|5ASPD|6RCR|7ZMB|9DMG|aAELBLL
210	26315 21336	   	187.81	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1RPLT|28VULN|34DUR|5ASPD|6RCR|7ZMB|9DMG|aBEXP
211	13411 26541	   	187.79	DCR|2VULN|2DMG|2DUR|1ZMB	1DMSP|29DUR|3MBVNT|4ZMB|5RCVC|6RCR|79VULN|89DMG|9BPWR|aDUST
212	44312 13236	   	187.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1CDMG|2DUST|3FEWX|4LIT|5DUR|6RCR|78AART|9VULN|aASPD
213	11612 23341	   	187.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2LIT|3VULN|47ASPD|5ZMB|6AART|8RCR|9DMG|aTLV
214	11612 23343	   	187.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2LIT|3VULN|47ASPD|5ZMB|6AART|8RCR|9DMG|aERES
215	12132 13313	   	187.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2ERES|3VULN|4AART|5LIT|6ZMB|7aASPD|8RCR|9DMG
216	15132 13313	   	187.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2VULN|3ERES|4AART|5LIT|6ZMB|7aASPD|8RCR|9DMG
217	15232 43341	   	187.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2VULN|3ZMB|4AART|5LIT|67ASPD|8RCR|9DMG|aTLV
218	15232 43343	   	187.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DMSP|2VULN|3ZMB|4AART|5LIT|67ASPD|8RCR|9DMG|aERES
219	15235 13313	   	187.77	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1ZMB	1DMSP|2VULN|3ZMB|4AART|5AAC|6LIT|7aASPD|8RCR|9DMG
220	51325 21124	   	187.73	DCR|2VULN|2DMG|1AART|1DUR	1aLIT|23AME|4aDMG|5DUR|6AART|7FEWX|8aVULN|9RCR|aBPWR
221	26315 21162	   	187.71	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1RPLT|29VULN|34DUR|5ASPD|6RCR|7ZMB|8DMG|aERES
222	26315 21332	   	187.71	DCR|2VULN|1ASPD|1DMG|2DUR|1ZMB	1RPLT|28VULN|34DUR|5ASPD|6RCR|7ZMB|9DMG|aERES
223	12551 33413	 * 	187.40	DCR|2DMG|2ASPD|1VULN|1CDMG	1DMSP|29ERES|34DMG|57ASPD|6VULN|8RCR|aCDMG
224	26311 24152	   	187.39	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RPLT|2VULN|34DUR|5ZMB|6RCR|7CGEN|8DMG|9AART|aCDMG
225	26311 25152	   	187.39	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1RPLT|2VULN|34DUR|5ZMB|6RCR|7RMIN|8DMG|9AART|aCDMG
226	26315 22162	   	187.39	DCR|1AART|1VULN|1ASPD|1CDMG|2DUR|1ZMB	1RPLT|2VULN|34DUR|5ASPD|6RCR|7AART|8CGEN|9ZMB|aCDMG
227	12261 41314	 * 	187.36	DCR|4VULN|1MDPS|2CDMG|1DUR	1DMSP|2ERES|3MDPS|46CDMG|568aVULN|6BPWR|7RCR|9DUR
228	56216 23323	   	187.33	DCR|2DMG|1AART|1VULN|1CDMG|1AAC|1ZMB	1LIT|2VULN|36DMG|4AAC|5ZMB|7AART|8RCR|9CDMG|aMLV
229	43621 41332	   	187.29	DCR|3VULN|2CDMG|2DUR|1ZMB	19CDMG|26DUR|3CGEN|4LWND|568VULN|6BPWR|7RCR|aZMB
230	21321 21152	   	187.29	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1AAC|1ZMB	1RPLT|23DUR|4AAC|5VULN|6RCR|7ZMB|8DMG|9AART|aCDMG
231	56216 23322	   	187.23	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1ZMB	1LIT|2VULN|36DMG|4AAC|5ZMB|7AART|8RCR|9CDMG|aERES
232	26315 21523	   	187.22	DCR|2AART|1VULN|1ASPD|2DUR|1ZMB	1RPLT|2VULN|34DUR|5ASPD|6RCR|7ZMB|8aAART|9LWND
233	26311 21242	   	187.21	DCR|2VULN|1ASPD|1CDMG|2DUR|2ZMB	1RPLT|29VULN|34DUR|57ZMB|6RCR|8CDMG|aASPD
234	26311 21245	   	187.21	DCR|2VULN|1DMG|1CDMG|2DUR|2ZMB	1RPLT|29VULN|34DUR|57ZMB|6RCR|8CDMG|aDMG
235	12521 33441	 * 	186.97	DCR|3ASPD|2VULN|1DMG	14DMSP|2ERES|3DMG|579ASPD|6aVULN|8RCR
236	12551 23431	 * 	186.93	DCR|3DMG|1VULN|1ASPD|1CDMG	1DMSP|2ERES|346DMG|5ASPD|7VULN|8CDMG|9RCR|aRMIN
237	12551 23433	   	186.93	DCR|3DMG|1VULN|1ASPD|1CDMG	1DMSP|2ERES|346DMG|5ASPD|7VULN|8CDMG|9RCR|aMLV
238	12551 23432	   	186.83	DCR|3DMG|1VULN|1ASPD|1CDMG	1DMSP|2aERES|346DMG|5ASPD|7VULN|8CDMG|9RCR
239	24415 31111	   	186.78	DCR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2CDMG|38DMG|4ZMB|5aVULN|6FEWX|7RCR|9RCVC
240	26315 22325	 * 	186.74	DCR|1MDPS|1VULN|1AART|1ASPD|3DUR|1CDMG	1RPLT|2VULN|349DUR|5ASPD|6RCR|7AART|8CDMG|aMDPS
241	56216 23311	   	186.73	DCR|3DMG|1AART|1VULN|1AAC|1ZMB	1LIT|2VULN|369DMG|4AAC|5ZMB|7AART|8RCR|aMLV
242	56216 23313	   	186.73	DCR|3DMG|1AART|1VULN|1AAC|1ZMB	1LIT|2VULN|369DMG|4AAC|5ZMB|7AART|8RCR|aAELBLL
243	56333 14133	 * 	186.58	DCR|5VULN|1ASPD	1LIT|23689VULN|4RCVC|56TLV|6BPWR|7ASPD|aRCR
244	56333 16133	   	186.58	DCR|5VULN|1DMG	1LIT|23689VULN|4RCVC|56TLV|6BPWR|7DMG|aRCR
245	56333 25323	   	186.49	DCR|2VULN|1AART|1ASPD|1DMG	1LIT|23VULN|4RCVC|5TLV|6DMG|7AART|8RCR|9LHND|aASPD
246	56333 25313	   	186.39	DCR|2VULN|1AART|1ASPD|1DMG	1LIT|23VULN|4RCVC|5TLV|6DMG|7AART|8RCR|9DUST|aASPD
247	15221 12354	   	186.38	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|26aVULN|3ZMB|4CDMG|56CGEN|6BPWR|7RCR|8RPLT|9ASPD
248	15221 12535	   	186.38	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|269VULN|3ZMB|4CDMG|56CGEN|6BPWR|7RCR|8FEWX|aASPD
249	12553 22323	   	186.37	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1DMSP|2ERES|34DMG|5CDMG|6VULN|7RCR|8ZMB|9RCVC|aASPD
250	21321 22533	   	186.34	DCR|2VULN|1AART|1ASPD|3DUR|1AAC	1RPLT|239DUR|4AAC|59VULN|6RCR|7AART|89LIT|9BPWR|aASPD
251	21321 23333	   	186.34	DCR|2VULN|1AART|1ASPD|3DUR|1AAC	1RPLT|239DUR|4AAC|59VULN|6RCR|79LIT|8AART|9BPWR|aASPD
252	15221 22354	   	186.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|26aVULN|3ZMB|4CDMG|5CGEN|7RCR|8RPLT|9ASPD
253	15221 22535	   	186.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|269VULN|3ZMB|4CDMG|5CGEN|7RCR|8FEWX|aASPD
254	15225 32334	   	186.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|25aVULN|3ZMB|4CDMG|6RMIN|7RCR|8RPLT|9ASPD
255	15221 12235	   	186.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|269VULN|3ZMB|4CDMG|56CGEN|6BPWR|7RCR|8DUST|aASPD
256	15221 12443	   	186.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|269VULN|3ZMB|4CDMG|56CGEN|6BPWR|7RCR|8ERES|aASPD
257	13615 24323	   	186.25	DCR|3VULN|1ASPD|1CDMG|1DUR	1DMSP|2DUR|389VULN|4RPLT|5ASPD|6RCR|7CGEN|aCDMG
258	13615 25323	   	186.25	DCR|3VULN|1ASPD|1CDMG|1DUR	1DMSP|2DUR|389VULN|4RPLT|5ASPD|6RCR|7RMIN|aCDMG
259	26315 22222	   	186.24	DCR|2VULN|1AART|1ASPD|3DUR	1RPLT|2aVULN|348DUR|5ASPD|6RCR|7AART|9BELT
260	43632 24222	   	186.21	DCR|3VULN|3CDMG|2DUR	159CDMG|29DUR|3CGEN|45LIT|59BPWR|6RCR|789VULN|aRPLT
261	43632 24223	   	186.21	DCR|3VULN|3CDMG|2DUR	159CDMG|29DUR|3CGEN|45LIT|59BPWR|6RCR|789VULN|aLHND
262	15221 22235	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|269VULN|3ZMB|4CDMG|5CGEN|7RCR|8DUST|aASPD
263	15221 22443	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|269VULN|3ZMB|4CDMG|5CGEN|7RCR|8ERES|aASPD
264	15225 22235	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|259VULN|3ZMB|4CDMG|6CGEN|7RCR|8DUST|aASPD
265	15225 32235	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1DMSP|259VULN|3ZMB|4CDMG|6RMIN|7RCR|8DUST|aASPD
266	15623 12354	   	186.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	14DMSP|239VULN|5CDMG|6MBVNT|7RCR|8ZMB|aASPD
267	13123 24264	   	186.15	DCR|3VULN|1ASPD|1CDMG|1DUR	1DMSP|2DUR|3ERES|4CDMG|5LIT|6RCR|78aVULN|9ASPD
268	43632 24221	   	186.11	DCR|3VULN|3CDMG|2DUR	159CDMG|29DUR|3CGEN|45LIT|59BPWR|6RCR|789VULN|aMBVNT
269	24631 23122	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1RPLT|2CDMG|39AART|4DUST|56VULN|7RCR|8DUR|aBEXP
270	24631 23123	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1RPLT|2CDMG|39AART|4DUST|56VULN|7RCR|8DUR|aLWND
271	24631 23124	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1RPLT|2CDMG|39AART|4DUST|56VULN|7RCR|8DUR|aRMIN
272	24661 23122	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1RPLT|2CDMG|39AART|45VULN|6DUST|7RCR|8DUR|aBEXP
273	24661 23123	   	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1RPLT|2CDMG|39AART|45VULN|6DUST|7RCR|8DUR|aLWND
274	24415 31121	   	186.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2CDMG|38DMG|4ZMB|5aVULN|6FEWX|7RCR|9DMSP
275	24631 23126	   	186.01	DCR|2VULN|2AART|1CDMG|1DUR	1RPLT|2CDMG|39AART|4aDUST|56VULN|7RCR|8DUR
276	43311 15432	   	186.00	DCR|2VULN|2DMG|1CDMG|1DUR	1CDMG|2DUR|3FEWX|4LIT|5BEXP|6RCR|79VULN|8aDMG
277	13615 21151	   	185.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DMSP|2DUR|3VULN|4RPLT|5ASPD|6RCR|7ZMB|8DMG|9AART|aLWND
278	13615 21153	   	185.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DMSP|2DUR|3VULN|4RPLT|5ASPD|6RCR|7ZMB|8DMG|9AART|aBEXP
279	12553 22315	   	185.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1DMSP|2ERES|34DMG|5CDMG|6aVULN|7RCR|8ZMB|9LHND
280	12553 22341	   	185.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1DMSP|2ERES|34DMG|5CDMG|69VULN|7RCR|8ZMB|aAME
281	26315 22231	 * 	185.92	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	1RPLT|2VULN|348DUR|5ASPD|6RCR|7AART|9AME|aDMG
282	26315 22251	   	185.92	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	1RPLT|2VULN|348DUR|5ASPD|6RCR|7AART|9MLV|aDMG
283	44312 12432	   	185.90	DCR|2VULN|2DMG|1CDMG|1DUR	1CDMG|2DUST|3FEWX|4LIT|5DUR|6RCR|79VULN|8aDMG
284	12553 22236	   	185.83	DCR|2VULN|2DMG|1CDMG|1ZMB	1DMSP|2ERES|34DMG|5CDMG|69VULN|7RCR|8DUST|aZMB
285	12553 22342	   	185.83	DCR|2VULN|2DMG|1CDMG|1ZMB	1DMSP|2aERES|34DMG|5CDMG|69VULN|7RCR|8ZMB
286	24631 33136	 * 	185.78	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1RPLT|2CDMG|3AART|4DUST|5VULN|6ASPD|7DUR|8BEXP|9RCR|aNUKE
287	24631 33336	   	185.78	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1RPLT|2CDMG|3AART|4DUST|5VULN|6ASPD|7DUR|8LWND|9RCR|aNUKE
288	12521 33421	   	185.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	14DMSP|2ERES|3DMG|57ASPD|6VULN|8RCR|9DUR|aAART
289	15623 21225	 * 	185.69	DCR|4VULN|1ASPD|1CDMG	14DMSP|2368VULN|5CDMG|7TLV|9ASPD|aRCR
290	15623 21235	 * 	185.69	DCR|4VULN|1DMG|1CDMG	14DMSP|2368VULN|5CDMG|7TLV|9DMG|aRCR
291	24631 13121	   	185.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1RPLT|2CDMG|39AART|46DUST|5VULN|7RCR|8DUR|aASPD
292	15441 36342	 * 	185.65	ACR|3DMG|2VULN|2ASPD	1DMSP|29VULN|3MBVNT|4RCR|5RCVC|6LWND|79aDMG|89ASPD|9BPWR
293	15413 52442	 * 	185.61	DCR|3VULN|3ZMB|1AART	1DMSP|268VULN|3MBVNT|468ZMB|5RPLT|68BPWR|78LWND|9RCR|aAART
294	26311 24334	   	185.58	DCR|3VULN|1DMG|2DUR|1ZMB	1RPLT|28aVULN|34DUR|5ZMB|6RCR|7CGEN|9DMG
295	26311 25162	   	185.58	DCR|3VULN|1DMG|2DUR|1ZMB	1RPLT|29aVULN|34DUR|5ZMB|6RCR|7RMIN|8DMG
296	26311 25332	   	185.58	DCR|3VULN|1DMG|2DUR|1ZMB	1RPLT|28aVULN|34DUR|5ZMB|6RCR|7RMIN|9DMG
297	26315 21321	   	185.58	DCR|3VULN|1ASPD|2DUR|1ZMB	1RPLT|289VULN|34DUR|5ASPD|6RCR|7ZMB|aLWND
298	26315 21322	   	185.58	DCR|3VULN|1ASPD|2DUR|1ZMB	1RPLT|289VULN|34DUR|5ASPD|6RCR|7ZMB|aBEXP
299	26315 21324	   	185.58	DCR|3VULN|1ASPD|2DUR|1ZMB	1RPLT|289VULN|34DUR|5ASPD|6RCR|7ZMB|aSPLJET
300	26315 21325	   	185.58	DCR|3VULN|1ASPD|2DUR|1ZMB	1RPLT|289VULN|34DUR|5ASPD|6RCR|7ZMB|aMLV
301	26315 21326	   	185.58	DCR|3VULN|1ASPD|2DUR|1ZMB	1RPLT|289VULN|34DUR|5ASPD|6RCR|7ZMB|aRMIN
302	56312 21362	   	185.50	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	1LIT|23VULN|4ASPD|59ZMB|6AART|7FEWX|8RCR|aDUR
303	21321 21164	   	185.48	DCR|3VULN|1DMG|2DUR|1AAC|1ZMB	1RPLT|23DUR|4AAC|59aVULN|6RCR|7ZMB|8DMG
304	21321 21334	   	185.48	DCR|3VULN|1DMG|2DUR|1AAC|1ZMB	1RPLT|23DUR|4AAC|58aVULN|6RCR|7ZMB|9DMG
305	15315 23162	   	185.47	DCR|3VULN|1AART|1ASPD	1DMSP|289VULN|3LHND|4RPLT|5ASPD|6RCR|7LIT|aAART
306	26235 23162	   	185.47	DCR|3VULN|1AART|1ASPD	1RPLT|289VULN|34LHND|5ASPD|6RCR|7LIT|aAART
307	41136 22311	   	185.46	DCR|2VULN|1AART|2CDMG|2ZMB	19CDMG|2CGEN|39ZMB|4DMSP|5RCVC|69VULN|7RCR|8RPLT|9BPWR|aAART
308	26311 25122	   	185.33	DCR|2VULN|2DMG|2DUR|1ZMB	1RPLT|2aVULN|34DUR|5ZMB|6RCR|7RMIN|89DMG
309	41321 41342	   	185.30	DCR|3VULN|1MDPS|1DMG|1CDMG	1CDMG|26CGEN|3DUST|4LWND|568VULN|6BPWR|7RCR|9DMG|aMDPS
310	55321 43331	   	185.27	DCR|2VULN|2DMG|1AART	1LIT|24DMG|39RCVC|5AART|6AME|7aVULN|8RCR
311	55322 15331	   	185.27	DCR|2VULN|2DMG|1AART	1LIT|24DMG|39RCVC|5MLV|6aVULN|7AART|8RCR
312	55321 53331	   	185.17	DCR|2VULN|2DMG|1AART	1LIT|24DMG|39RCVC|5AART|6ERES|7aVULN|8RCR
313	26315 22331	   	184.99	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR|1AAC	1RPLT|2VULN|34DUR|5ASPD|6RCR|7AART|8CDMG|9AAC|aDMG
314	56333 25331	   	184.98	DCR|3VULN|1AART|1DMG	1LIT|23aVULN|49RCVC|5TLV|6DMG|7AART|8RCR
315	26311 21244	   	184.98	DCR|3VULN|1CDMG|2DUR|2ZMB	1RPLT|29aVULN|34DUR|57ZMB|6RCR|8CDMG
316	12553 22532	   	184.96	DCR|2VULN|2DMG|1MDPS|1CDMG	1DMSP|2ERES|34DMG|5CDMG|69VULN|7RCR|8LHND|aMDPS
317	12553 22632	   	184.96	DCR|2VULN|1MDPS|2DMG|1CDMG	1DMSP|2ERES|34DMG|5CDMG|69VULN|7RCR|8BEXP|aMDPS
318	13411 26352	   	184.92	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1DMSP|2DUR|3MBVNT|4ZMB|5RCVC|6RCR|79VULN|8ASPD|aDMG
319	12553 22232	   	184.86	DCR|2VULN|1MDPS|2DMG|1CDMG	1DMSP|2ERES|34DMG|5CDMG|69VULN|7RCR|8DUST|aMDPS
