0	Index      	 *	Score 	Summary	Detail	
1	42211 53353	 * 	232.43	DCR|3ASPD|2VULN|2DMG|1AART	19DMG|28VULN|3AART|49aASPD|5BELT|6RCR|79DUST|9BPWR
170	42234 48114	   	211.39	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	18DMG|2VULN|3AART|4MBVNT|5CDMG|6RCR|7ZMB|9ASPD|aAME
171	42234 48131	   	211.39	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG|1ZMB	18DMG|2VULN|3AART|4MBVNT|5CDMG|6RCR|7ZMB|9CGEN|aASPD
172	42234 48151	   	211.39	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	18DMG|2VULN|3AART|4MBVNT|5CDMG|6RCR|7ZMB|9MLV|aASPD
173	42234 48121	   	211.29	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	18DMG|2VULN|3AART|4MBVNT|5CDMG|6RCR|7ZMB|9ERES|aASPD
174	42234 48171	   	211.29	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	18DMG|2VULN|3AART|4MBVNT|5CDMG|6RCR|7ZMB|9TLV|aASPD
175	42234 41116	   	211.29	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	18DMG|2VULN|3AART|4MBVNT|5CDMG|6RCR|7AAC|9ASPD|aZMB
176	42234 41315	   	211.18	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG|1AAC	1DMG|2aVULN|3AART|4MBVNT|58CDMG|6RCR|7AAC|9ASPD
177	42234 44271	   	211.18	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG	1DMG|28VULN|3AART|4MBVNT|59CDMG|6RCR|7DUST|aASPD
178	62163 25121	   	211.17	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4RMIN|5AART|7DMG|8DUR|9RCR|aLHND
179	62163 25122	   	211.17	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4RMIN|5AART|7DMG|8DUR|9RCR|aLIT
180	62163 25331	   	211.17	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4RMIN|5AART|7DMG|8CGEN|9RCR|aDUR
181	62163 25123	   	211.07	DCR|2VULN|2ASPD|1AART|1DMG|1DUR|1MSE	16VULN|23ASPD|4RMIN|5AART|7DMG|8DUR|9RCR|aMSE
182	62163 25231	   	211.07	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4RMIN|5AART|7DMG|8TLV|9RCR|aDUR
183	42234 45174	   	210.98	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	1DMG|278VULN|3AART|4MBVNT|5CDMG|6RCR|9RPLT|aMDPS
184	42234 45117	   	210.68	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|278VULN|3AART|4MBVNT|5CDMG|6RCR|9RCVC|aDUR
185	42234 45415	   	210.68	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|27aVULN|3AART|4MBVNT|5CDMG|6RCR|8DUR|9RCVC
186	62133 26432	   	210.42	DCR|2VULN|2ASPD|1AART|1DMG|1ZMB	16VULN|23ASPD|4AME|5AART|7ZMB|8RMIN|9RCR|aDMG
187	42262 21432	   	210.28	DCR|3VULN|2DMG|1AART|1ZMB	1aDMG|267VULN|3AART|4RCVC|5ZMB|8BEXP|9RCR
188	33265 21214	   	210.01	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	17DUR|2ERES|3AART|4RCVC|57DMG|67VULN|7BPWR|8CGEN|9CDMG|aRCR
189	42234 47115	 * 	209.98	DCR|2VULN|2AART|1MDPS|1DMG|1CDMG	1DMG|28VULN|37AART|4MBVNT|5CDMG|6RCR|9RCVC|aMDPS
190	42234 45153	   	209.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|278VULN|3AART|4MBVNT|5CDMG|6RCR|9LIT|aDUR
191	42234 45173	   	209.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|278VULN|3AART|4MBVNT|5CDMG|6RCR|9RPLT|aDUR
192	42234 45426	   	209.83	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|27aVULN|3AART|4MBVNT|5CDMG|6RCR|8DUR|9DUST
193	42234 47316	   	209.78	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1DMG|2VULN|37AART|4MBVNT|5CDMG|6RCR|8NUKE|9ASPD|aZMB
194	33212 64315	 * 	209.74	DCR|2VULN|2ASPD|1AART|2CDMG|1DUR	1DUR|2ERES|3AART|49ASPD|57VULN|6aCDMG|8RCR
195	42211 52331	   	209.70	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|289VULN|3AART|4ASPD|5BELT|6RCR|7LHND|aRMIN
196	66233 11433	   	209.64	DCR|4VULN|2ASPD|1AART	1278VULN|37ASPD|47AME|5AART|6MBVNT|7BPWR|9RCR|aBEXP
197	66233 11434	   	209.64	DCR|4VULN|2ASPD|1AART	1278VULN|37ASPD|47AME|5AART|6MBVNT|7BPWR|9RCR|aLHND
198	66233 11436	   	209.64	DCR|4VULN|2ASPD|1AART	1278VULN|37ASPD|47AME|5AART|6MBVNT|7BPWR|9RCR|aLWND
199	42211 53331	   	209.60	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|289VULN|3AART|4ASPD|5BELT|6RCR|7DUST|aRMIN
200	42242 21112	   	209.58	DCR|5VULN|1AART|1DMG	1DMG|25678VULN|3AART|4CGEN|9RCR|aLIT
201	42242 21114	   	209.58	DCR|5VULN|1AART|1DMG	1DMG|25678VULN|3AART|4CGEN|9RCR|aRPLT
202	42242 21115	   	209.58	DCR|5VULN|1AART|1DMG	1DMG|25678VULN|3AART|4CGEN|9RCR|aBEXP
203	42252 21112	   	209.58	DCR|5VULN|1AART|1DMG	1DMG|25678VULN|3AART|4AME|9RCR|aLIT
204	42252 21114	   	209.58	DCR|5VULN|1AART|1DMG	1DMG|25678VULN|3AART|4AME|9RCR|aRPLT
205	42252 21115	   	209.58	DCR|5VULN|1AART|1DMG	1DMG|25678VULN|3AART|4AME|9RCR|aBEXP
206	66223 21112	   	209.58	DCR|5VULN|1AART|1ASPD	12678VULN|3ASPD|4CGEN|5AART|9RCR|aLIT
207	66223 21114	   	209.58	DCR|5VULN|1AART|1ASPD	12678VULN|3ASPD|4CGEN|5AART|9RCR|aRPLT
208	66223 21115	   	209.58	DCR|5VULN|1AART|1ASPD	12678VULN|3ASPD|4CGEN|5AART|9RCR|aBEXP
209	66233 21112	   	209.58	DCR|5VULN|1AART|1ASPD	12678VULN|3ASPD|4AME|5AART|9RCR|aLIT
210	66233 21114	   	209.58	DCR|5VULN|1AART|1ASPD	12678VULN|3ASPD|4AME|5AART|9RCR|aRPLT
211	66233 21115	   	209.58	DCR|5VULN|1AART|1ASPD	12678VULN|3ASPD|4AME|5AART|9RCR|aBEXP
212	42234 42283	   	209.54	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	19DMG|2VULN|3aAART|4MBVNT|5CDMG|6RCR|7DUR|8RMIN
213	42234 48317	   	209.54	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1DMG|2VULN|3AART|4MBVNT|58CDMG|6RCR|7ZMB|9ASPD|aDUR
214	12143 21132	   	209.54	DCR|4VULN|2ASPD|1AART	1CGEN|2678VULN|34ASPD|5AART|9RCR|aLWND
215	12143 21134	   	209.54	DCR|4VULN|2ASPD|1AART	1CGEN|2678VULN|34ASPD|5AART|9RCR|aLIT
216	12143 21136	   	209.54	DCR|4VULN|2ASPD|1AART	1aCGEN|2678VULN|34ASPD|5AART|9RCR
217	62123 21132	   	209.54	DCR|4VULN|2ASPD|1AART	1678VULN|23ASPD|4CGEN|5AART|9RCR|aLWND
218	62123 21134	   	209.54	DCR|4VULN|2ASPD|1AART	1678VULN|23ASPD|4CGEN|5AART|9RCR|aLIT
219	62123 21136	   	209.54	DCR|4VULN|2ASPD|1AART	1678VULN|23ASPD|4aCGEN|5AART|9RCR
220	66233 11435	   	209.54	DCR|4VULN|2ASPD|1AART	1278VULN|37ASPD|47AME|5AART|6MBVNT|7BPWR|9RCR|aDUST
221	66233 11438	   	209.54	DCR|4VULN|2ASPD|1AART|1MSE	1278VULN|37ASPD|47AME|5AART|6MBVNT|7BPWR|9RCR|aMSE
222	43222 31412	   	209.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	17DMG|2LHND|3AART|467ERES|57VULN|7BPWR|8RCR|9DUR|aASPD
223	43226 21412	   	209.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	17DMG|2LHND|3AART|457ERES|67VULN|7BPWR|8RCR|9DUR|aASPD
224	42222 21112	   	209.48	DCR|5VULN|1AART|1DMG	1DMG|25678VULN|3AART|4ERES|9RCR|aLIT
225	42222 21114	   	209.48	DCR|5VULN|1AART|1DMG	1DMG|25678VULN|3AART|4ERES|9RCR|aRPLT
226	42222 21115	   	209.48	DCR|5VULN|1AART|1DMG	1DMG|25678VULN|3AART|4ERES|9RCR|aBEXP
227	42242 21113	   	209.48	DCR|5VULN|1AART|1DMG|1MSE	1DMG|25678VULN|3AART|4CGEN|9RCR|aMSE
228	42252 21113	   	209.48	DCR|5VULN|1AART|1DMG|1MSE	1DMG|25678VULN|3AART|4AME|9RCR|aMSE
229	66223 21113	   	209.48	DCR|5VULN|1AART|1ASPD|1MSE	12678VULN|3ASPD|4CGEN|5AART|9RCR|aMSE
230	66233 21113	   	209.48	DCR|5VULN|1AART|1ASPD|1MSE	12678VULN|3ASPD|4AME|5AART|9RCR|aMSE
231	42211 52361	   	209.45	DCR|2VULN|2DMG|1AART|1ASPD	19DMG|28VULN|3AART|4ASPD|5BELT|6RCR|7LHND|aRMIN
232	12143 21133	   	209.44	DCR|4VULN|2ASPD|1AART	1CGEN|2678VULN|34ASPD|5AART|9RCR|aDUST
233	62123 21133	   	209.44	DCR|4VULN|2ASPD|1AART	1678VULN|23ASPD|4CGEN|5AART|9RCR|aDUST
234	41226 21412	   	209.40	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	17DMG|2DUST|3AART|457ERES|67VULN|7BPWR|8RCR|9DUR|aASPD
235	42222 21113	   	209.38	DCR|5VULN|1AART|1DMG|1MSE	1DMG|25678VULN|3AART|4ERES|9RCR|aMSE
236	42234 47174	   	209.23	DCR|2VULN|2AART|1MDPS|1DMG|1CDMG	1DMG|28VULN|37AART|4MBVNT|5CDMG|6RCR|9RPLT|aMDPS
237	42234 45183	 * 	209.05	DCR|3VULN|1AART|2CDMG|1DMG	1DMG|278VULN|3AART|4MBVNT|5aCDMG|6RCR|9FEWX
238	42234 44275	   	208.95	DCR|3VULN|1AART|2CDMG|1DMG	1DMG|28aVULN|3AART|4MBVNT|59CDMG|6RCR|7DUST
239	42234 42515	   	208.92	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|2aVULN|38AART|4MBVNT|5CDMG|6RCR|7DUR|9RCVC
240	42234 45417	   	208.92	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|27VULN|3aAART|4MBVNT|5CDMG|6RCR|8DUR|9RCVC
241	42234 47117	   	208.92	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|28VULN|37AART|4MBVNT|5CDMG|6RCR|9RCVC|aDUR
242	42234 47415	   	208.92	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|2aVULN|37AART|4MBVNT|5CDMG|6RCR|8DUR|9RCVC
243	42234 42511	   	208.60	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2VULN|38AART|4MBVNT|5CDMG|6RCR|7DUR|9RCVC|aASPD
244	42234 47411	   	208.60	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2VULN|37AART|4MBVNT|5CDMG|6RCR|8DUR|9RCVC|aASPD
245	12143 25431	   	208.39	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1CGEN|26VULN|34ASPD|5AART|7DMG|8RMIN|9RCR|aDUR
246	62123 25431	   	208.39	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4CGEN|5AART|7DMG|8RMIN|9RCR|aDUR
247	62133 25431	   	208.39	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4AME|5AART|7DMG|8RMIN|9RCR|aDUR
248	42262 31135	   	208.28	DCR|3VULN|2DMG|1AART|1ZMB	16DMG|278VULN|3AART|4RCVC|5ZMB|9FEWX|aRCR
249	42265 32231	   	208.25	DCR|3VULN|2DMG|1AART|1DUR	15DMG|267VULN|3AART|4RCVC|8CGEN|9RCR|aDUR
250	42262 31125	   	208.18	DCR|3VULN|2DMG|1AART|1ZMB	16DMG|278VULN|3AART|4RCVC|5ZMB|9DUST|aRCR
251	42234 47153	   	208.17	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|28VULN|37AART|4MBVNT|5CDMG|6RCR|9LIT|aDUR
252	42234 47173	   	208.17	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|28VULN|37AART|4MBVNT|5CDMG|6RCR|9RPLT|aDUR
253	42262 31432	   	208.10	DCR|3DMG|2VULN|1AART|1ZMB	16aDMG|27VULN|3AART|4RCVC|5ZMB|8BEXP|9RCR
254	42234 42526	   	208.07	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|2aVULN|38AART|4MBVNT|5CDMG|6RCR|7DUR|9DUST
255	42234 47426	   	208.07	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|2aVULN|37AART|4MBVNT|5CDMG|6RCR|8DUR|9DUST
256	42211 52531	   	207.94	DCR|2VULN|2AART|1ASPD|1DMG	1DMG|29VULN|38AART|4ASPD|5BELT|6RCR|7LHND|aRMIN
257	42211 56131	   	207.94	DCR|2VULN|2AART|1ASPD|1DMG	1DMG|29VULN|37AART|4ASPD|5BELT|6RCR|8LWND|aRMIN
258	66223 25121	   	207.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	126VULN|3ASPD|4CGEN|5AART|7DMG|8DUR|9RCR|aLHND
259	66223 25122	   	207.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	126VULN|3ASPD|4CGEN|5AART|7DMG|8DUR|9RCR|aLIT
260	66233 25121	   	207.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	126VULN|3ASPD|4AME|5AART|7DMG|8DUR|9RCR|aLHND
261	66233 25122	   	207.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	126VULN|3ASPD|4AME|5AART|7DMG|8DUR|9RCR|aLIT
262	66223 25123	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR|1MSE	126VULN|3ASPD|4CGEN|5AART|7DMG|8DUR|9RCR|aMSE
263	66233 25123	   	207.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR|1MSE	126VULN|3ASPD|4AME|5AART|7DMG|8DUR|9RCR|aMSE
264	42238 38113	   	207.52	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	18DMG|26VULN|3AART|4MBVNT|5RPLT|7ZMB|9ASPD|aRCR
265	42222 21165	   	207.48	DCR|5VULN|1AART|1DMG	1DMG|25678VULN|3AART|4ERES|9RPLT|aRCR
266	62133 13466	   	207.44	DCR|4VULN|2ASPD|1AART	1789VULN|23ASPD|4AME|5AART|6MBVNT|aRCR
267	42234 48137	   	207.40	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	18DMG|2VULN|3aAART|4MBVNT|5CDMG|6RCR|7ZMB|9CGEN
268	42234 48163	   	207.40	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	18DMG|2VULN|3aAART|4MBVNT|5CDMG|6RCR|7ZMB|9BEXP
269	42234 48127	   	207.30	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	18DMG|2VULN|3aAART|4MBVNT|5CDMG|6RCR|7ZMB|9ERES
270	42234 47183	 * 	207.29	DCR|2VULN|2AART|2CDMG|1DMG	1DMG|28VULN|37AART|4MBVNT|5aCDMG|6RCR|9FEWX
271	42221 63314	   	207.28	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG	1DMG|2aVULN|3AART|4ERES|5FEWX|67CDMG|8RCR|9ASPD
272	43222 63314	   	207.28	DCR|2VULN|2CDMG|1AART|1ASPD|1DMG	1DMG|2LHND|3AART|4ERES|5aVULN|67CDMG|8RCR|9ASPD
273	42234 44277	   	207.19	DCR|2VULN|2AART|2CDMG|1DMG	1DMG|28VULN|3aAART|4MBVNT|59CDMG|6RCR|7DUST
274	43222 31442	   	207.11	DCR|3DMG|2VULN|1AART|1ZMB	179DMG|2LHND|3AART|467ERES|57VULN|7BPWR|8RCR|aZMB
275	33225 21214	   	207.03	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	17DUR|24ERES|3AART|57DMG|67VULN|7BPWR|8CGEN|9CDMG|aRCR
276	42142 33334	   	206.92	DCR|3ASPD|2VULN|2DMG	17DMG|25VULN|347ASPD|67CGEN|7BPWR|8MBVNT|9RCR|aRMIN
277	42234 41317	   	206.87	DCR|2AART|1VULN|2CDMG|1ASPD|1DMG|1AAC	1DMG|2VULN|3aAART|4MBVNT|58CDMG|6RCR|7AAC|9ASPD
278	42234 44571	   	206.87	DCR|2AART|1VULN|2CDMG|1ASPD|1DMG	1DMG|2VULN|38AART|4MBVNT|59CDMG|6RCR|7DUST|aASPD
279	42234 42226	   	206.59	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2aVULN|3AART|4MBVNT|5CDMG|6RCR|7DUR|8RMIN|9ZMB
280	42262 21135	   	206.54	DCR|4VULN|1AART|1DMG|1ZMB	1DMG|2678VULN|3AART|4RCVC|5ZMB|9FEWX|aRCR
281	42262 21125	   	206.44	DCR|4VULN|1AART|1DMG|1ZMB	1DMG|2678VULN|3AART|4RCVC|5ZMB|9DUST|aRCR
282	31263 34343	 * 	206.43	DCR|3ASPD|2VULN|2CDMG|2DUR	19DUR|2AELBLL|39aASPD|48CDMG|5AME|69VULN|7RCR|9BPWR
283	66263 12432	   	206.37	DCR|3VULN|1AART|1ASPD|1DMG	128VULN|3ASPD|4RMIN|5AART|6MBVNT|7DMSP|9RCR|aDMG
284	42212 41232	   	206.23	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|26VULN|3AART|4ASPD|5RMIN|78CGEN|9RCR
285	42212 44332	   	206.23	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|26VULN|3AART|4ASPD|5RMIN|7DMSP|8CGEN|9RCR
286	66263 31232	   	206.23	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|3ASPD|4RMIN|5AART|6aDMG|78CGEN|9RCR
287	42212 44232	   	206.13	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|26VULN|3AART|4ASPD|5RMIN|7DMSP|8TLV|9RCR
288	42211 54131	   	206.09	DCR|2VULN|2ASPD|1AART|1DMG	1DMG|29VULN|3AART|47ASPD|5BELT|6RCR|8LWND|aRMIN
289	33212 64324	   	205.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2ERES|3AART|4ASPD|57aVULN|6CDMG|8RCR|9MLV
290	33212 64334	   	205.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2ERES|3AART|4ASPD|57aVULN|6CDMG|8RCR|9CGEN
291	62242 33214	 * 	205.76	DCR|3VULN|2DMG|2ASPD	157VULN|24ASPD|37DMG|67CGEN|7BPWR|8LIT|9AME|aRCR
292	62242 33224	   	205.76	DCR|3VULN|2DMG|2ASPD	157VULN|24ASPD|37DMG|67CGEN|7BPWR|8LIT|9MLV|aRCR
293	42211 52333	   	205.53	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|289VULN|3AART|4ASPD|5BELT|6RCR|7LHND|aFEWX
294	42242 11231	   	205.46	DCR|3VULN|2DMG|1AART|1DUR	17DMG|257VULN|3AART|478CGEN|6MBVNT|7BPWR|9RCR|aDUR
295	42211 52327	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|28aVULN|3AART|4ASPD|5BELT|6RCR|7LHND|9MBVNT
296	42211 52332	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|289VULN|3AART|4ASPD|5BELT|6RCR|7LHND|aDUST
297	42211 52334	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|289VULN|3AART|4ASPD|5BELT|6RCR|7LHND|aTLV
298	42211 52336	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|289VULN|3AART|4ASPD|5BELT|6RCR|7LHND|aERES
299	42211 53335	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|289VULN|3AART|4ASPD|5BELT|6RCR|7DUST|aDMSP
300	42211 53336	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|289VULN|3AART|4ASPD|5BELT|6RCR|7DUST|aMLV
301	42242 34131	   	205.36	DCR|3VULN|2DMG|1AART|1DUR	16DMG|258VULN|3AART|47CGEN|9RCR|aDUR
302	42211 53327	   	205.33	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|28aVULN|3AART|4ASPD|5BELT|6RCR|7DUST|9MBVNT
303	42211 53332	   	205.33	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|289VULN|3AART|4ASPD|5BELT|6RCR|7aDUST
304	42211 53334	   	205.33	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|289VULN|3AART|4ASPD|5BELT|6RCR|7DUST|aTLV
305	42211 52363	   	205.29	DCR|2VULN|2DMG|1AART|1ASPD	19DMG|28VULN|3AART|4ASPD|5BELT|6RCR|7LHND|aFEWX
306	41213 84253	   	205.23	DCR|2DMG|2ASPD|1VULN|1AART|1DUR	18DMG|2DUST|3AART|49ASPD|5MBVNT|6VULN|7RCR|aDUR
307	42211 52362	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	19DMG|28VULN|3AART|4ASPD|5BELT|6RCR|7LHND|aDUST
308	66122 43122	 * 	205.16	DCR|5VULN|2ASPD	12579VULN|3RMIN|47CGEN|67ASPD|7BPWR|8LWND|aRCR
309	66262 33122	   	205.16	DCR|5VULN|2ASPD	12579VULN|37ASPD|4RMIN|67CGEN|7BPWR|8LWND|aRCR
310	42234 47152	 * 	205.13	DCR|3AART|2VULN|1DMG|1CDMG	1DMG|28VULN|37aAART|4MBVNT|5CDMG|6RCR|9LIT
311	33265 21226	   	205.12	DCR|2VULN|1MDPS|2DMG|1AART|2DUR	17DUR|2ERES|3AART|4RCVC|57DMG|67VULN|7BPWR|8CGEN|9RCR|aMDPS
312	42234 41311	   	205.02	DCR|2ASPD|1VULN|1AART|2CDMG|1DMG|1AAC	1DMG|2VULN|3AART|4MBVNT|58CDMG|6RCR|7AAC|9aASPD
313	42234 45541	   	204.93	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8RCVC|9NUKE|aERES
314	42234 45542	   	204.93	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8RCVC|9NUKE|aLWND
315	42234 45543	   	204.93	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8RCVC|9NUKE|aDUST
316	42234 45544	   	204.93	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1MSE	1DMG|27VULN|3AART|4MBVNT|5CDMG|6RCR|8RCVC|9NUKE|aMSE
317	42212 21226	 * 	204.90	DCR|1MDPS|2DMG|2ASPD|1AART|1VULN	17DMG|2VULN|3AART|47ASPD|5RMIN|67AME|7BPWR|8CGEN|9RCR|aMDPS
318	42234 47317	 * 	204.71	DCR|3AART|1VULN|1ASPD|1DMG|1NUKE|1CDMG	1DMG|2VULN|37aAART|4MBVNT|5CDMG|6RCR|8NUKE|9ASPD
319	42212 11226	   	204.70	DCR|1MDPS|2DMG|2ASPD|1VULN|1AART	17DMG|2VULN|3AART|47ASPD|5RMIN|67ERES|7BPWR|8CGEN|9RCR|aMDPS
320	42234 44211	   	204.50	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|28VULN|3AART|4MBVNT|5CDMG|6RCR|7DUST|9RCVC|aASPD
321	42234 42771	   	204.45	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|2DUR	1DMG|2VULN|3AART|4MBVNT|59CDMG|6RCR|78DUR|aASPD
322	42234 48316	   	204.45	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|2ZMB	1DMG|2VULN|3AART|4MBVNT|58CDMG|6RCR|7aZMB|9ASPD
323	62151 31143	   	204.28	DCR|3VULN|2ASPD|1DMG|1DUR	148VULN|23ASPD|5LIT|6RCR|7BEXP|9DUR|aDMG
324	62151 36113	   	204.28	DCR|3VULN|2ASPD|1DMG|1DUR	148VULN|23ASPD|5LIT|6RCR|7DUR|9LHND|aDMG
325	62151 36123	   	204.28	DCR|3VULN|2ASPD|1DMG|1DUR	148VULN|23ASPD|5LIT|6RCR|7DUR|9BEXP|aDMG
326	62151 36132	   	204.28	DCR|3VULN|2ASPD|1DMG|1DUR	148VULN|23ASPD|5LIT|6RCR|7DUR|9MLV|aDMG
327	62151 36332	   	204.28	DCR|3VULN|2ASPD|1DMG|1DUR	14aVULN|23ASPD|5LIT|6RCR|7DUR|8BEXP|9DMG
328	66123 11432	   	204.26	DCR|4VULN|1AART|1DMG	1279VULN|3RMIN|47CGEN|5AART|6MBVNT|7BPWR|8RCR|aDMG
329	12143 25121	   	204.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1CGEN|26VULN|34ASPD|5AART|7DMG|8DUR|9RCR|aLHND
330	12143 25122	   	204.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1CGEN|26VULN|34ASPD|5AART|7DMG|8DUR|9RCR|aLIT
331	12143 25124	   	204.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1CGEN|26VULN|34ASPD|5AART|7DMG|8DUR|9RCR|aLWND
332	62123 25121	   	204.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4CGEN|5AART|7DMG|8DUR|9RCR|aLHND
333	62123 25122	   	204.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4CGEN|5AART|7DMG|8DUR|9RCR|aLIT
334	62123 25124	   	204.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4CGEN|5AART|7DMG|8DUR|9RCR|aLWND
335	62133 25121	   	204.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4AME|5AART|7DMG|8DUR|9RCR|aLHND
336	62133 25122	   	204.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4AME|5AART|7DMG|8DUR|9RCR|aLIT
337	62133 25124	   	204.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|23ASPD|4AME|5AART|7DMG|8DUR|9RCR|aLWND
338	42142 51112	   	204.21	DCR|3VULN|2ASPD|1DMG|1ZMB	1DMG|25aVULN|34ASPD|6ZMB|7RCR|8MSLREG|9BEXP
339	62242 51112	   	204.21	DCR|3VULN|2ASPD|1DMG|1ZMB	15aVULN|24ASPD|3DMG|6ZMB|7RCR|8MSLREG|9BEXP
340	62151 33143	   	204.18	DCR|3VULN|2ASPD|1DMG|1DUR	148VULN|23ASPD|5LIT|6RCR|7DUST|9DUR|aDMG
341	66123 13432	   	204.16	DCR|4VULN|1AART|1DMG	1279VULN|3RMIN|4CGEN|5AART|6MBVNT|8RCR|aDMG
