0	Index      	 *	Score 	Summary	Detail	
1	33642 21114	 * 	219.61	DCR|2VULN|2DMG|2ASPD|2CDMG	1BEXP|2aCDMG|35VULN|4LHND|6RCR|7aDMG|8MULFIG|9aASPD|aBPWR
176	21524 23362	   	200.56	DCR|4VULN|1ASPD|1CDMG|1AAC	1239VULN|4CDMG|58LWND|6RCR|7ASPD|aAAC
177	21513 13146	 * 	200.48	DCR|3VULN|1MDPS|1ASPD|1NUKE	123VULN|4ASPD|57MLV|6RCR|8MDPS|9DUST|aNUKE
178	21513 13156	   	200.48	DCR|3VULN|1MDPS|1ASPD|1NUKE	123VULN|4ASPD|57MLV|6RCR|8MDPS|9BEXP|aNUKE
179	21512 13262	   	200.46	DCR|4VULN|1ASPD|1CDMG|1AAC	1239VULN|4ASPD|5ERES|6RCR|7MLV|8CDMG|aAAC
180	21513 14262	   	200.46	DCR|4VULN|1ASPD|1CDMG|1AAC	1239VULN|4ASPD|5MLV|6RCR|7ERES|8CDMG|aAAC
181	26231 53151	   	200.25	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	18VULN|2AME|3BASFIG|4ZMB|5aAART|6DUR|7RCR|9DMG
182	21641 22331	   	200.12	DCR|3VULN|2AART|1ZMB|1DUR	128VULN|3DUR|4RPLT|59AART|6RCR|7ZMB|aBEXP
183	21641 22332	   	200.12	DCR|3VULN|2AART|1ZMB|1DUR	128VULN|3DUR|4RPLT|59AART|6RCR|7ZMB|aLIT
184	21641 22333	   	200.12	DCR|3VULN|2AART|1ZMB|1DUR	128VULN|3DUR|4RPLT|59AART|6RCR|7ZMB|aFEWX
185	21641 22335	   	200.12	DCR|3VULN|2AART|1ZMB|1DUR	128VULN|3DUR|4RPLT|59AART|6RCR|7ZMB|aLHND
186	21641 22336	   	200.12	DCR|3VULN|2AART|1ZMB|1DUR	128VULN|3DUR|4RPLT|59AART|6RCR|7ZMB|aRMIN
187	51241 22331	   	200.12	DCR|3VULN|2AART|1ZMB|1DUR	1DUR|238VULN|4RPLT|59AART|6RCR|7ZMB|aBEXP
188	51241 22332	   	200.12	DCR|3VULN|2AART|1ZMB|1DUR	1DUR|238VULN|4RPLT|59AART|6RCR|7ZMB|aLIT
189	51241 22333	   	200.12	DCR|3VULN|2AART|1ZMB|1DUR	1DUR|238VULN|4RPLT|59AART|6RCR|7ZMB|aFEWX
190	51241 22335	   	200.12	DCR|3VULN|2AART|1ZMB|1DUR	1DUR|238VULN|4RPLT|59AART|6RCR|7ZMB|aLHND
191	51241 22336	   	200.12	DCR|3VULN|2AART|1ZMB|1DUR	1DUR|238VULN|4RPLT|59AART|6RCR|7ZMB|aRMIN
192	11462 22521	   	200.02	DCR|4VULN|1ASPD|1CDMG|1ZMB	1BELT|2ZMB|3679VULN|4ASPD|5ERES|8RCR|aCDMG
193	21521 51142	   	200.01	DCR|4VULN|2ASPD|1CDMG	1237VULN|4CDMG|56ASPD|8AME|9SNIFST|aRCR
194	21521 51315	   	200.01	DCR|4VULN|2ASPD|1CDMG	1237VULN|4CDMG|56ASPD|8DMSP|9MLV|aRCR
195	21515 32215	 * 	199.91	DCR|4VULN|1MDPS|2ASPD|1CDMG	1236VULN|47ASPD|5MDPS|8CDMG|9LHND|aRCR
196	21521 51242	   	199.91	DCR|4VULN|2ASPD|1CDMG	1237VULN|4CDMG|56ASPD|8ERES|9SNIFST|aRCR
197	21641 22324	   	199.90	DCR|4VULN|1AART|1ZMB|1DUR	128aVULN|3DUR|4RPLT|5AART|6RCR|7ZMB|9LHND
198	21641 22362	   	199.90	DCR|4VULN|1AART|1ZMB|1DUR	128aVULN|3DUR|4RPLT|5AART|6RCR|7ZMB|9BELT
199	51241 22324	   	199.90	DCR|4VULN|1AART|1ZMB|1DUR	1DUR|238aVULN|4RPLT|5AART|6RCR|7ZMB|9LHND
200	51241 22362	   	199.90	DCR|4VULN|1AART|1ZMB|1DUR	1DUR|238aVULN|4RPLT|5AART|6RCR|7ZMB|9BELT
201	21612 33344	   	199.81	DCR|4VULN|1AART|1CDMG|1DUR	1248VULN|3DUR|57CGEN|6AART|9RCR|aCDMG
202	21613 31144	   	199.81	DCR|4VULN|1AART|1CDMG|1DUR	1246VULN|3DUR|5AART|7DMSP|8CGEN|9RCR|aCDMG
203	51212 33344	   	199.81	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2348VULN|57CGEN|6AART|9RCR|aCDMG
204	51213 31144	   	199.81	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2346VULN|5AART|7DMSP|8CGEN|9RCR|aCDMG
205	31423 44322	   	199.72	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|289VULN|3AART|4DMG|5LIT|6CDMG|7RCR|aFEWX
206	31423 44323	   	199.72	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|289VULN|3AART|4DMG|5LIT|6CDMG|7RCR|aCGEN
207	21661 14323	 * 	199.70	DCR|3VULN|1MDPS|1DMG|1CDMG|2ZMB|1DUR	128VULN|3DUR|48ERES|5MDPS|6RCR|78ZMB|8BPWR|9CDMG|aDMG
208	31548 32214	   	199.65	DCR|3VULN|2DMG|1ASPD|1DUR	1BEXP|256VULN|35DMG|4MBVNT|5BPWR|7ASPD|8DUR|9AELBLL|aRCR
209	21512 15343	   	199.49	DCR|3VULN|2ASPD|1AART	123VULN|49ASPD|58ERES|6RCR|7BEXP|aAART
210	21513 12125	   	199.49	DCR|3VULN|2ASPD|2CDMG	123VULN|4aASPD|5MLV|6RCR|7CANSTR|89CDMG
211	31423 44331	   	199.48	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|28VULN|3AART|4aDMG|5LIT|6CDMG|7RCR|9LWND
212	21512 16343	   	199.39	DCR|3VULN|2ASPD|1AART	123VULN|49ASPD|58ERES|6RCR|7DUST|aAART
213	21512 12125	   	199.39	DCR|3VULN|2ASPD|2CDMG	123VULN|4aASPD|5ERES|6RCR|7CANSTR|89CDMG
214	31423 44311	 * 	199.27	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|28VULN|39AART|4DMG|5LIT|6CDMG|7RCR|aRCVC
215	21562 32134	 * 	199.14	DCR|3VULN|2DMG|1NUKE	123VULN|4TSLARM|5DUST|6RCR|7FEWX|89DMG|aNUKE
216	21613 62251	   	199.14	DCR|4VULN|1AART|2DUR|1ZMB	124aVULN|3aDUR|5AART|6ZMB|7MLV|8aTSLARM|9RCR|aBPWR
217	21613 63251	   	199.14	DCR|4VULN|1AART|2DUR|1ZMB	124aVULN|3aDUR|5AART|6ZMB|7CGEN|8aTSLARM|9RCR|aBPWR
218	51213 62251	   	199.14	DCR|4VULN|1AART|2DUR|1ZMB	1aDUR|234aVULN|5AART|6ZMB|7MLV|8aTSLARM|9RCR|aBPWR
219	51213 63251	   	199.14	DCR|4VULN|1AART|2DUR|1ZMB	1aDUR|234aVULN|5AART|6ZMB|7CGEN|8aTSLARM|9RCR|aBPWR
220	21566 24131	   	199.02	DCR|4VULN|2CDMG|1ASPD	1236VULN|4TSLARM|5MBVNT|7RCR|8aCDMG|9ASPD
221	21542 12135	   	199.00	DCR|3VULN|2ASPD|1CDMG	123VULN|4CGEN|5ERES|6RCR|7SPLREG|8CDMG|9aASPD
222	21563 53313	   	198.96	DCR|3VULN|2DMG|1AART	123VULN|4TSLARM|5AART|67DMG|8RCR|9LWND|aFEWX
223	21563 53333	   	198.96	DCR|3VULN|2DMG|1AART	123VULN|4TSLARM|5AART|67DMG|8RCR|9aFEWX
224	22213 31161	   	198.94	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	147VULN|2TLV|3AAC|5AART|6DMG|8ASPD|9RCVC|aRCR
225	25113 31161	   	198.94	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	147VULN|2AAC|3TLV|5AART|6DMG|8ASPD|9RCVC|aRCR
226	21552 12135	   	198.90	DCR|3VULN|2ASPD|1CDMG	123VULN|4TLV|5ERES|6RCR|7SPLREG|8CDMG|9aASPD
227	33642 21124	   	198.88	DCR|2VULN|2DMG|2CDMG|2ZMB	1BEXP|2aCDMG|35VULN|4LHND|6RCR|7aDMG|8MULFIG|9aZMB|aBPWR
228	21563 53311	   	198.86	DCR|3VULN|2DMG|1AART	123VULN|4TSLARM|5AART|67DMG|8RCR|9LWND|aMSLFST
229	21563 53323	   	198.86	DCR|3VULN|2DMG|1AART	123VULN|4TSLARM|5AART|67DMG|8RCR|9TLV|aBEXP
230	21563 53331	   	198.86	DCR|3VULN|2DMG|1AART	123VULN|4TSLARM|5AART|67DMG|8RCR|9FEWX|aMSLFST
231	21512 13232	   	198.84	DCR|3VULN|2ASPD|1CDMG|1AAC	123VULN|49ASPD|5ERES|6RCR|7MLV|8CDMG|aAAC
232	21513 14232	   	198.84	DCR|3VULN|2ASPD|1CDMG|1AAC	123VULN|49ASPD|5MLV|6RCR|7ERES|8CDMG|aAAC
233	51422 23335	   	198.78	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1DUR|29VULN|3AART|4DMG|5AME|6LHND|7ASPD|8RCR|aAAC
234	21563 53321	   	198.76	DCR|3VULN|2DMG|1AART|1MSE	123VULN|4TSLARM|5AART|67DMG|8RCR|9TLV|aMSE
235	11162 43243	   	198.16	DCR|3VULN|2ASPD|1DMG|1ZMB|1SELL	1BELT|2ZMB|3SELL|46ASPD|569VULN|6BPWR|7BEXP|8DMG|aRCR
236	21633 42251	 * 	198.07	DCR|3VULN|1AART|1ASPD|3DUR	12aVULN|34aDUR|5AART|6ASPD|7MLV|8aTSLARM|9RCR|aBPWR
237	21633 43251	   	198.07	DCR|3VULN|1AART|1ASPD|3DUR	12aVULN|34aDUR|5AART|6ASPD|7CGEN|8aTSLARM|9RCR|aBPWR
238	51233 42251	   	198.07	DCR|3VULN|1AART|1ASPD|3DUR	14aDUR|23aVULN|5AART|6ASPD|7MLV|8aTSLARM|9RCR|aBPWR
239	51233 43251	   	198.07	DCR|3VULN|1AART|1ASPD|3DUR	14aDUR|23aVULN|5AART|6ASPD|7CGEN|8aTSLARM|9RCR|aBPWR
240	21611 21415	   	198.04	DCR|3VULN|2AART|1CDMG|1DUR	124VULN|3DUR|5FEWX|69AART|7RMIN|8CDMG|aRCR
241	51211 21415	   	198.04	DCR|3VULN|2AART|1CDMG|1DUR	1DUR|234VULN|5FEWX|69AART|7RMIN|8CDMG|aRCR
242	31423 44312	   	197.96	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|28VULN|39AART|4DMG|5LIT|6CDMG|7RCR|aFEWX
243	31423 44313	   	197.96	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|28VULN|39AART|4DMG|5LIT|6CDMG|7RCR|aCGEN
244	31433 44333	 * 	197.96	DCR|2VULN|2AART|1ASPD|1CDMG	1BEXP|2aVULN|39AART|4CGEN|5LIT|6CDMG|7RCR|8ASPD
245	33634 24333	   	197.96	DCR|2VULN|2AART|1ASPD|1CDMG	1BEXP|2CDMG|3aVULN|4LIT|59AART|6CGEN|7RCR|8ASPD
246	11162 43233	   	197.92	DCR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1BELT|2ZMB|3SELL|46ASPD|56VULN|6BPWR|7BEXP|89DMG|aRCR
247	11162 44233	   	197.92	DCR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1BELT|2ZMB|3SELL|46ASPD|56VULN|6BPWR|7FEWX|89DMG|aRCR
248	11162 46233	   	197.92	DCR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1BELT|2ZMB|3SELL|46ASPD|56VULN|6BPWR|7LHND|89DMG|aRCR
249	21513 12133	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|5MLV|6RCR|7CANSTR|8CDMG|9DMG|aLWND
250	21513 12136	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|5MLV|6RCR|7CANSTR|8CDMG|9DMG|aFEWX
251	21513 12152	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|5MLV|6RCR|7CANSTR|8CDMG|9AME|aDMG
252	31433 44211	   	197.82	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	18BEXP|28VULN|3AART|4CGEN|5LIT|68CDMG|7RCR|8BPWR|9DUR|aDMG
253	21611 24325	   	197.81	DCR|4VULN|1AART|1CDMG|1DUR	1248VULN|3DUR|5FEWX|6AART|7CDMG|9RMIN|aRCR
254	21614 24332	   	197.81	DCR|4VULN|1AART|1CDMG|1DUR	1248VULN|3DUR|5BEXP|6AART|7CDMG|9LWND|aRCR
255	51211 24325	   	197.81	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2348VULN|5FEWX|6AART|7CDMG|9RMIN|aRCR
256	51214 24332	   	197.81	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2348VULN|5BEXP|6AART|7CDMG|9LWND|aRCR
257	21512 12133	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|5ERES|6RCR|7CANSTR|8CDMG|9DMG|aLWND
258	21512 12136	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|5ERES|6RCR|7CANSTR|8CDMG|9DMG|aMLV
259	21512 12152	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|5ERES|6RCR|7CANSTR|8CDMG|9AME|aDMG
260	21512 13223	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|59ERES|6RCR|7MLV|8CDMG|aDMG
261	21513 12134	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|5MLV|6RCR|7CANSTR|8CDMG|9DMG|aERES
262	21513 12162	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|5MLV|6RCR|7CANSTR|8CDMG|9ERES|aDMG
263	21513 14223	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|5MLV|6RCR|79ERES|8CDMG|aDMG
264	21512 12134	   	197.71	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4ASPD|5aERES|6RCR|7CANSTR|8CDMG|9DMG
265	21115 25644	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	124VULN|39LWND|5MBVNT|6AART|7CDMG|8RCR|aASPD
266	21613 32615	   	197.61	DCR|4VULN|1AART|1CDMG|1DUR	1246VULN|3DUR|5AART|7CDMG|8ERES|9DUST|aRCR
267	51213 32615	   	197.61	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2346VULN|5AART|7CDMG|8ERES|9DUST|aRCR
268	21641 21362	   	197.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	12VULN|3aDUR|47RPLT|5AART|6RCR|8CDMG|9DMG
269	51241 21362	   	197.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|23VULN|47RPLT|5AART|6RCR|8CDMG|9DMG
270	25213 31461	   	197.43	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	147VULN|2AAC|3MLV|5AART|6ASPD|8DMSP|9DMG|aRCR
271	22213 21461	   	197.33	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	147VULN|2TLV|3AAC|5AART|6ASPD|8DMSP|9DMG|aRCR
272	25113 21461	   	197.33	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	147VULN|2AAC|3TLV|5AART|6ASPD|8DMSP|9DMG|aRCR
273	51433 21311	   	197.31	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|27VULN|3AART|4CGEN|5LIT|6RCR|8DMG|9ASPD|aRCVC
274	41421 61331	   	197.22	DCR|4VULN|1AART|1DMG	1FEWX|269aVULN|3AART|4DMG|5DUST|7LHND|8RCR
275	51463 21311	   	197.21	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|27VULN|3AART|4ERES|5LIT|6RCR|8DMG|9ASPD|aRCVC
276	22613 31161	   	197.21	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1SELL	17VULN|2TLV|3CDMG|4SELL|5AART|6DMG|8ASPD|9RCVC|aRCR
277	33611 33623	 * 	197.14	DCR|3VULN|3ASPD|1MDPS|1CDMG|1SELL	179BEXP|2CDMG|379VULN|4SELL|5MDPS|679ASPD|79BPWR|8RMIN|aRCR
278	43611 33623	 * 	197.14	DCR|3VULN|3ASPD|1MDPS|1CDMG|1SELL	179FEWX|2CDMG|379VULN|4SELL|5MDPS|679ASPD|79BPWR|8RMIN|aRCR
279	53663 21111	 * 	196.50	DCR|2VULN|2DMG|3DUR|1CDMG	18aDUR|2CDMG|38VULN|4CGEN|5AME|6RCR|78DMG|8BPWR|9LHND
280	53663 21121	   	196.50	DCR|2VULN|2DMG|3DUR|1CDMG	18aDUR|2CDMG|38VULN|4CGEN|5AME|6RCR|78DMG|8BPWR|9FEWX
281	51113 42251	   	196.43	DCR|3VULN|1AART|1ASPD|2DUR	1aDUR|24aVULN|3RCVC|5AART|6ASPD|7MLV|8aTSLARM|9RCR|aBPWR
282	51113 43251	   	196.43	DCR|3VULN|1AART|1ASPD|2DUR	1aDUR|24aVULN|3RCVC|5AART|6ASPD|7CGEN|8aTSLARM|9RCR|aBPWR
283	53653 21111	   	196.40	DCR|2VULN|2DMG|3DUR|1CDMG	18aDUR|2CDMG|38VULN|4TLV|5AME|6RCR|78DMG|8BPWR|9LHND
284	53653 21121	   	196.40	DCR|2VULN|2DMG|3DUR|1CDMG	18aDUR|2CDMG|38VULN|4TLV|5AME|6RCR|78DMG|8BPWR|9FEWX
285	25213 33161	   	196.03	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	14VULN|2AAC|3MLV|5AART|68ASPD|7RCVC|9DMG|aRCR
286	51433 21314	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|27VULN|3AART|4CGEN|5LIT|6RCR|8DMG|9ASPD|aBEXP
287	51433 21316	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|27VULN|3AART|4CGEN|5aLIT|6RCR|8DMG|9ASPD
288	26231 63152	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	18VULN|2AME|3BASFIG|4ZMB|5AART|6LWND|7RCR|9DMG|aASPD
289	51433 21312	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1DUR|27VULN|3AART|4CGEN|5LIT|6RCR|8DMG|9ASPD|aSELL
290	51433 21313	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|27VULN|3AART|4CGEN|5LIT|6RCR|8DMG|9ASPD|aTLV
291	51433 21315	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|27VULN|3AART|4CGEN|5LIT|6RCR|8DMG|9ASPD|aDUST
292	51463 21312	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1DUR|27VULN|3AART|4ERES|5LIT|6RCR|8DMG|9ASPD|aSELL
293	51463 21313	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|27VULN|3AART|4ERES|5LIT|6RCR|8DMG|9ASPD|aTLV
294	21566 14132	   	195.81	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4TSLARM|5MBVNT|6DMSP|7RCR|8CDMG|9ASPD|aDMG
295	21342 41126	   	195.80	DCR|3VULN|1AART|1DMG|1ZMB	125VULN|3LHND|4RPLT|6RCR|7DMG|8MULFIG|9ZMB|aAART
296	21211 14563	   	195.70	DCR|3VULN|1MDPS|1AART|1DMG|1ZMB	12aVULN|3MLV|4FEWX|5MDPS|6RCR|7ZMB|8AART|9DMG
297	22613 21461	   	195.61	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1SELL	17VULN|2TLV|3CDMG|4SELL|5AART|6ASPD|8DMSP|9DMG|aRCR
298	21231 14563	   	195.60	DCR|3VULN|1MDPS|1AART|1DMG|1ZMB	12aVULN|3MLV|4DUST|5MDPS|6RCR|7ZMB|8AART|9DMG
299	31433 44212	   	195.59	DCR|3VULN|1AART|2CDMG|1DUR	18BEXP|28aVULN|3AART|4CGEN|5LIT|68CDMG|7RCR|8BPWR|9DUR
300	21562 32135	   	195.33	DCR|3VULN|2DMG|1CDMG	123VULN|4TSLARM|5DUST|6RCR|7FEWX|89DMG|aCDMG
301	21113 42251	   	195.32	DCR|4VULN|1AART|1ASPD	124aVULN|3aLWND|5AART|6ASPD|7MLV|8aTSLARM|9RCR|aBPWR
302	21113 43251	   	195.32	DCR|4VULN|1AART|1ASPD	124aVULN|3aLWND|5AART|6ASPD|7CGEN|8aTSLARM|9RCR|aBPWR
303	21313 42251	   	195.32	DCR|4VULN|1AART|1ASPD	124aVULN|3aLHND|5AART|6ASPD|7MLV|8aTSLARM|9RCR|aBPWR
304	21313 43251	   	195.32	DCR|4VULN|1AART|1ASPD	124aVULN|3aLHND|5AART|6ASPD|7CGEN|8aTSLARM|9RCR|aBPWR
305	21641 21342	   	195.21	DCR|3VULN|1AART|1CDMG|2DUR	12aVULN|39DUR|47RPLT|5AART|6RCR|8CDMG
306	51241 21342	   	195.21	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|23aVULN|47RPLT|5AART|6RCR|8CDMG
307	41156 11331	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	1FEWX|29aVULN|36DUR|4AART|5DMG|7LHND|8RCR
308	21641 23351	   	195.01	DCR|4VULN|1AART|2DUR	1289VULN|39DUR|4RPLT|5AART|6RCR|79CGEN|9BPWR|aBEXP
309	21641 23352	   	195.01	DCR|4VULN|1AART|2DUR	1289VULN|39DUR|4RPLT|5AART|6RCR|79CGEN|9BPWR|aLIT
310	21641 23353	   	195.01	DCR|4VULN|1AART|2DUR	1289VULN|39DUR|4RPLT|5AART|6RCR|79CGEN|9BPWR|aFEWX
311	51241 23351	   	195.01	DCR|4VULN|1AART|2DUR	19DUR|2389VULN|4RPLT|5AART|6RCR|79CGEN|9BPWR|aBEXP
312	51241 23352	   	195.01	DCR|4VULN|1AART|2DUR	19DUR|2389VULN|4RPLT|5AART|6RCR|79CGEN|9BPWR|aLIT
313	51241 23353	   	195.01	DCR|4VULN|1AART|2DUR	19DUR|2389VULN|4RPLT|5AART|6RCR|79CGEN|9BPWR|aFEWX
314	21256 51332	   	194.96	DCR|3VULN|2DMG|1AART	129VULN|36MLV|4DLOT|59DMG|7AART|89DUST|9BPWR|aRCR
315	51421 11331	   	194.92	DCR|3VULN|1AART|1DMG|2DUR	16DUR|29aVULN|3AART|4DMG|5DUST|7LHND|8RCR
316	51421 15331	   	194.92	DCR|3VULN|1AART|1DMG|2DUR	16DUR|29aVULN|3AART|4DMG|5DUST|7LWND|8RCR
317	53141 32324	 * 	194.90	DCR|2ASPD|1AART|2CDMG|1VULN|2DUR	17DUR|27CDMG|3FEWX|4LWND|5AART|67ASPD|7BPWR|8RCR|9LHND|aVULN
318	53141 32362	   	194.90	DCR|2ASPD|1VULN|1AART|2CDMG|2DUR	17DUR|27CDMG|3FEWX|4LWND|5AART|67ASPD|7BPWR|8RCR|9BELT|aVULN
319	53241 32324	   	194.90	DCR|2ASPD|1AART|2CDMG|1VULN|2DUR	17DUR|27CDMG|3BEXP|4LWND|5AART|67ASPD|7BPWR|8RCR|9LHND|aVULN
320	53241 32362	   	194.90	DCR|2ASPD|1VULN|1AART|2CDMG|2DUR	17DUR|27CDMG|3BEXP|4LWND|5AART|67ASPD|7BPWR|8RCR|9BELT|aVULN
321	21563 13325	   	194.72	DCR|4VULN|1AART|1DMG|1AAC	1238VULN|4TSLARM|5AART|6AAC|7DMG|9RCVC|aRCR
322	53354 33231	 * 	194.51	ACR|3VULN|1AART|2CDMG|1DMG|2DUR	19DUR|29CDMG|3BASFIG|4RCR|5DMG|6AART|789VULN|9BPWR|aFEWX
323	53354 33232	   	194.51	ACR|3VULN|1AART|2CDMG|1DMG|2DUR	19DUR|29CDMG|3BASFIG|4RCR|5DMG|6AART|789VULN|9BPWR|aLWND
324	53354 33233	   	194.41	ACR|3VULN|1AART|2CDMG|1DMG|2DUR	19DUR|29CDMG|3BASFIG|4RCR|5DMG|6AART|789VULN|9BPWR|aTLV
325	33642 21126	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|35VULN|4LHND|6RCR|7DMG|8MULFIG|9ZMB|aAART
326	21613 53143	 * 	194.06	DCR|4VULN|1AART|3DUR	124aVULN|38aDUR|5AART|6aMLV|7BELT|9RCR|aBPWR
327	21633 53343	   	194.06	DCR|4VULN|1AART|3DUR	128aVULN|34aDUR|5AART|6aMLV|7BELT|9RCR|aBPWR
328	51213 53143	   	194.06	DCR|4VULN|1AART|3DUR	18aDUR|234aVULN|5AART|6aMLV|7BELT|9RCR|aBPWR
329	51233 53343	   	194.06	DCR|4VULN|1AART|3DUR	14aDUR|238aVULN|5AART|6aMLV|7BELT|9RCR|aBPWR
330	21641 26122	   	193.94	DCR|3VULN|1AART|1CDMG|1DUR	12aVULN|3DUR|4RPLT|5AART|6RCR|78RCVC|9CDMG
331	51241 26122	   	193.94	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|23aVULN|4RPLT|5AART|6RCR|78RCVC|9CDMG
332	25213 32161	   	193.82	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	14VULN|2AAC|37MLV|5AART|68ASPD|9DMG|aRCR
333	21513 13223	   	193.79	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|57MLV|6RCR|8CDMG|aFEWX
334	21513 13225	   	193.79	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|57MLV|6RCR|8CDMG|aRPLT
335	21524 22362	   	193.79	DCR|4VULN|1DMG|1CDMG	1239VULN|4CDMG|5LWND|6RCR|7FEWX|8DMG|aLHND
336	21524 22363	   	193.79	DCR|4VULN|1DMG|1CDMG	1239VULN|4CDMG|5aLWND|6RCR|7FEWX|8DMG
337	21524 23162	   	193.79	DCR|4VULN|1ASPD|1CDMG	1239VULN|4CDMG|5LWND|6RCR|7ASPD|8BEXP|aLHND
338	21524 23163	   	193.79	DCR|4VULN|1ASPD|1CDMG	1239VULN|4CDMG|5aLWND|6RCR|7ASPD|8BEXP
339	21524 23361	   	193.79	DCR|4VULN|1ASPD|1CDMG	1239VULN|4CDMG|58LWND|6RCR|7ASPD|aCGEN
340	21543 13224	   	193.79	DCR|4VULN|1DMG|1CDMG	1239VULN|4CGEN|57MLV|6RCR|8CDMG|aDMG
341	21132 61116	   	193.78	DCR|3VULN|1AART|1DMG|1DUR	129VULN|35LWND|4DUR|6RCR|7RPLT|8DMG|aAART
342	21513 11124	   	193.78	DCR|3VULN|1AART|1ASPD|1DUR	123VULN|4ASPD|5MLV|6RCR|7LHND|8AELBLL|9AART|aDUR
343	21513 13524	   	193.78	DCR|3VULN|1AART|1ASPD|1DUR	123VULN|4ASPD|57MLV|6RCR|8LHND|9AART|aDUR
344	51433 21331	   	193.78	DCR|3VULN|1AART|1DMG|1DUR	1DUR|27aVULN|3AART|4CGEN|5LIT|6RCR|8DMG|9FEWX
345	33335 41211	   	193.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1BEXP|2CDMG|3ASPD|4CGEN|5aDUR|6RCR|7DMG|89VULN
346	21313 43322	   	193.72	DCR|3VULN|1AART|1ASPD|1CDMG	124VULN|3LHND|5AART|6ASPD|7CGEN|8RMIN|9CDMG|aRCR
347	21512 13116	   	193.69	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7MLV|8LHND|aCDMG
348	21512 13261	   	193.69	DCR|4VULN|1ASPD|1CDMG	1239VULN|4ASPD|5ERES|6RCR|7MLV|8CDMG|aCGEN
