0	Index      	 *	Score 	Summary	Detail	
1	25253 21332	 * 	221.54	DCR|3ASPD|2VULN|2AART	157ASPD|2RCVC|3RMIN|48VULN|6RCR|9aAART
160	11542 33312	 * 	197.44	DCR|2AART|1MDPS|1VULN|1DMG|1NUKE|1CDMG	1LWND|25AART|3DUST|4MDPS|6CDMG|7RCR|8DMG|9VULN|aNUKE
161	11322 61511	   	197.43	DCR|3VULN|1AART|1ASPD|1DMG	1LWND|2AART|3VENFST|4MBVNT|5ASPD|679VULN|8DMG|aRCR
162	11322 61571	 * 	197.39	DCR|2VULN|2DMG|1AART|1ASPD	19LWND|2AART|39VENFST|4MBVNT|5ASPD|67VULN|89DMG|9BPWR|aRCR
163	11622 61511	   	197.33	DCR|3VULN|1AART|1ASPD|1DMG	1LWND|2AART|3AIRARM|4MBVNT|5ASPD|679VULN|8DMG|aRCR
164	16322 61511	   	197.33	DCR|3VULN|1AART|1ASPD|1DMG	1LWND|2BASARM|3AART|4MBVNT|5ASPD|679VULN|8DMG|aRCR
165	25143 21521	   	197.33	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1ASPD|2RCVC|3DMSP|4AART|5DUST|6DMG|7RCR|8VULN|9DUR|aNUKE
166	23452 23232	 * 	197.31	DCR|2ASPD|3ZMB|1AART|1DMG|2DUR	18ASPD|25DUST|389ZMB|48DUR|6RCR|7AART|8BPWR|aDMG
167	21316 31221	   	197.31	DCR|3VULN|3ASPD|1DUR	159ASPD|2LHND|3TLV|45aVULN|5BPWR|6RMIN|7DUR|8RCR
168	21136 11523	   	197.30	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1ASPD|2LHND|3AART|4AME|56CDMG|7RCR|8DUR|9DMG|aVULN
169	21416 11224	   	197.30	DCR|3ASPD|2VULN|1NUKE|1ZMB	159ASPD|2LHND|3ZMB|45VULN|5BPWR|6DUST|7TLV|8RCR|aNUKE
170	42152 23352	   	197.20	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1ERES|26CDMG|3RPLT|4DUR|5DMG|7RCR|8AART|9ASPD|aVULN
171	21115 11523	   	197.20	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1ASPD|2LHND|3AART|4TLV|56CDMG|7RCR|8DUR|9DMG|aVULN
172	23136 11523	   	197.20	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1ASPD|2DUST|3AART|4AME|56CDMG|7RCR|8DUR|9DMG|aVULN
173	11322 66111	   	197.19	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2AART|3VENFST|4MBVNT|5ASPD|69VULN|78DMG|aRCR
174	23115 11523	   	197.10	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1ASPD|2DUST|3AART|4TLV|56CDMG|7RCR|8DUR|9DMG|aVULN
175	11622 66111	   	197.09	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2AART|3AIRARM|4MBVNT|5ASPD|69VULN|78DMG|aRCR
176	16322 66111	   	197.09	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2BASARM|3AART|4MBVNT|5ASPD|69VULN|78DMG|aRCR
177	23341 23562	   	197.04	DCR|3VULN|3ASPD|2RMIN	18aASPD|28aDUST|3TLV|4CGEN|59RMIN|6RCR|78aVULN|8aBPWR
178	23122 36212	   	196.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1ASPD|2DUST|3AART|4FEWX|57DMG|6MSLREG|8RCR|9VULN|aCDMG
179	42112 25413	 * 	196.86	DCR|3VULN|2DMG|2CDMG	1aERES|26CDMG|3RPLT|47aVULN|5aDMG|8MBVNT|9RCR|aBPWR
180	23341 23542	   	196.53	DCR|3VULN|3ASPD	18aASPD|28aDUST|3TLV|4CGEN|5RMIN|6RCR|78aVULN|8aBPWR|9RCVC
181	23631 24111	   	196.48	DCR|3ASPD|2VULN|1ZMB|1DUR	147ASPD|2DUST|3DUR|5RMIN|6RCR|8ZMB|9aVULN
182	61523 21522	   	196.47	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	14FEWX|2AART|3ASPD|5RCVC|6DMG|7RCR|8aVULN|9DUR
183	52223 11452	   	196.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MSLFST|2ZMB|37VULN|4DUR|5LHND|6AART|8DMG|9RCR|aCDMG
184	52261 12263	   	196.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MSLFST|2ZMB|35VULN|4ASPD|6AART|7MLV|8CDMG|9RCR|aDUR
185	52261 13152	   	196.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MSLFST|2ZMB|35VULN|4ASPD|6AART|7LHND|8DUR|9RCR|aCDMG
186	25643 21221	   	196.18	DCR|3ASPD|2DMG|1VULN	157ASPD|2RCVC|3VULN|49DMG|6RCR|8CGEN|aRMIN
187	23631 24114	   	196.17	DCR|3ASPD|1VULN|1NUKE|1ZMB|1DUR	147ASPD|2DUST|3DUR|5RMIN|6RCR|8ZMB|9VULN|aNUKE
188	61523 21521	   	196.15	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	14FEWX|2AART|3ASPD|5RCVC|6DMG|7RCR|8VULN|9DUR|aNUKE
189	61522 31522	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	14FEWX|2AART|3ASPD|5DMG|6RCVC|7RCR|8aVULN|9DUR
190	22325 33334	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	14ASPD|2CDMG|3TLV|59VULN|6RPLT|7RCR|8LIT|aAART
191	21136 53153	   	195.96	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|2LHND|36AART|4AME|5CDMG|79VULN|8RCR|aBELT
192	26436 23313	   	195.94	DCR|1VULN|1AART|2CDMG|1ASPD|1NUKE	1ASPD|29RPLT|3RMIN|4VULN|56CDMG|7RCR|8AART|aNUKE
193	22163 23313	   	195.94	DCR|1VULN|1AART|2CDMG|1ASPD|1NUKE	1ASPD|26CDMG|39RPLT|4RMIN|5VULN|7RCR|8AART|aNUKE
194	21115 53153	   	195.86	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|2LHND|36AART|4TLV|5CDMG|79VULN|8RCR|aBELT
195	21136 53113	   	195.86	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|2LHND|36AART|4AME|5CDMG|7aVULN|8RCR|9ERES
196	21136 53151	   	195.86	DCR|2VULN|2AART|1ASPD|1CDMG|1SELL	1ASPD|2LHND|36AART|4AME|5CDMG|79VULN|8RCR|aSELL
197	26436 23331	   	195.84	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1ASPD|2RPLT|3RMIN|4VULN|56CDMG|7RCR|8AART|9ERES|aDMG
198	22163 23331	   	195.84	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1ASPD|26CDMG|3RPLT|4RMIN|5VULN|7RCR|8AART|9ERES|aDMG
199	23313 23565	 * 	195.77	DCR|3VULN|2ASPD|1DMG	15ASPD|2DUST|3TLV|47aVULN|6RCR|8LIT|9DMG
200	21115 53113	   	195.76	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|2LHND|36AART|4TLV|5CDMG|7aVULN|8RCR|9ERES
201	21115 53151	   	195.76	DCR|2VULN|2AART|1ASPD|1CDMG|1SELL	1ASPD|2LHND|36AART|4TLV|5CDMG|79VULN|8RCR|aSELL
202	21316 31222	   	195.73	DCR|3ASPD|2VULN|1CDMG|1DUR	159ASPD|2LHND|3TLV|45VULN|5BPWR|6RMIN|7DUR|8RCR|aCDMG
203	61522 31521	   	195.72	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	14FEWX|2AART|3ASPD|5DMG|6RCVC|7RCR|8VULN|9DUR|aNUKE
204	23341 23552	   	195.68	DCR|3VULN|3ASPD	18aASPD|28aDUST|39TLV|4CGEN|5RMIN|6RCR|78aVULN|8aBPWR
205	21136 53121	   	195.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2LHND|36AART|4AME|5CDMG|7VULN|8RCR|9DMG|aLWND
206	21136 53125	   	195.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2LHND|36AART|4AME|5CDMG|7VULN|8RCR|9DMG|aBEXP
207	21115 53121	   	195.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2LHND|36AART|4TLV|5CDMG|7VULN|8RCR|9DMG|aLWND
208	21115 53125	   	195.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2LHND|36AART|4TLV|5CDMG|7VULN|8RCR|9DMG|aBEXP
209	21136 53124	   	195.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2LHND|36AART|4AME|5CDMG|7VULN|8RCR|9DMG|aMBVNT
210	23136 53126	   	195.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2DUST|3aAART|4AME|5CDMG|6DMSP|7VULN|8RCR|9DMG
211	21146 13152	   	195.52	DCR|2VULN|1AART|2CDMG|1ASPD|2RMIN	1ASPD|2LHND|3AART|49RMIN|56CDMG|7aVULN|8RCR
212	21115 53124	   	195.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2LHND|36AART|4TLV|5CDMG|7VULN|8RCR|9DMG|aMBVNT
213	23115 53126	   	195.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2DUST|3aAART|4TLV|5CDMG|6DMSP|7VULN|8RCR|9DMG
214	23136 33126	   	195.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|26DUST|3aAART|4AME|5CDMG|7VULN|8RCR|9DMG
215	25253 23362	   	195.43	DCR|3ASPD|2VULN|2DUR	15aASPD|2RCVC|3RMIN|4aVULN|6RCR|7CGEN|8MLV|9aDUR|aBPWR
216	23313 23333	   	195.43	DCR|2VULN|2DMG|2ASPD	15ASPD|2DUST|3TLV|47VULN|6RCR|8LEGI|9aDMG
217	25632 23133	   	195.43	DCR|3VULN|2ASPD|2CDMG	17ASPD|2RCVC|367VULN|47CDMG|5DMSP|7BPWR|8AME|9TSLARM|aRCR
218	25641 21223	 * 	195.37	DCR|2VULN|2DMG|1MDPS|2ASPD	19ASPD|2RCVC|36VULN|4aDMG|5AME|7MDPS|8RCR
219	23115 33126	   	195.34	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|26DUST|3aAART|4TLV|5CDMG|7VULN|8RCR|9DMG
220	21136 11436	   	195.34	DCR|2AART|1VULN|2CDMG|1ASPD|1ZMB	1ASPD|2LHND|3aAART|4AME|56CDMG|7RCR|8ZMB|9VULN
221	25163 21232	   	195.32	DCR|2VULN|1MDPS|2DMG|2ASPD|1SELL	1aASPD|2RCVC|3DMSP|4MLV|5aDMG|6aVULN|7MDPS|8RCR|9SELL|aBPWR
222	25641 21232	   	195.32	DCR|2VULN|1MDPS|2DMG|2ASPD|1SELL	1aASPD|2RCVC|36VULN|4aDMG|5aAME|7MDPS|8RCR|9SELL|aBPWR
223	23123 24516	   	195.29	DCR|2DMG|2ASPD|1VULN|1AART	18ASPD|28DUST|3AART|4FEWX|5VULN|6RMIN|78DMG|8BPWR|9RPLT|aRCR
224	21316 52224	   	195.27	DCR|3ASPD|2VULN|1NUKE|1AAC|1DUR	159ASPD|2LHND|3TLV|45VULN|5BPWR|6DUR|7AAC|8RCR|aNUKE
225	21115 11436	   	195.24	DCR|2AART|1VULN|2CDMG|1ASPD|1ZMB	1ASPD|2LHND|3aAART|4TLV|56CDMG|7RCR|8ZMB|9VULN
226	23136 11436	   	195.24	DCR|2AART|1VULN|2CDMG|1ASPD|1ZMB	1ASPD|2DUST|3aAART|4AME|56CDMG|7RCR|8ZMB|9VULN
227	25113 21232	   	195.22	DCR|2VULN|1MDPS|2DMG|2ASPD|1SELL	1aASPD|2RCVC|3DMSP|4TLV|5aDMG|6aVULN|7MDPS|8RCR|9SELL|aBPWR
228	21146 13122	   	195.20	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG|2RMIN	1ASPD|2LHND|3AART|4aRMIN|56CDMG|7VULN|8RCR|9DMG
229	51161 22262	   	195.20	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1MSLFST|2DMG|3DUR|4ASPD|5VULN|6FEWX|7AART|8RCR|9aCDMG
230	21416 41221	   	195.17	DCR|3VULN|3ASPD|1ZMB	159ASPD|2LHND|3ZMB|45aVULN|5BPWR|6FEWX|7TLV|8RCR
231	23115 11436	   	195.14	DCR|2AART|1VULN|2CDMG|1ASPD|1ZMB	1ASPD|2DUST|3aAART|4TLV|56CDMG|7RCR|8ZMB|9VULN
232	23146 13122	   	195.10	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|2RMIN	1ASPD|2DUST|3AART|4aRMIN|56CDMG|7VULN|8RCR|9DMG
233	21416 11221	   	195.07	DCR|3VULN|3ASPD|1ZMB	159ASPD|2LHND|3ZMB|45aVULN|5BPWR|6DUST|7TLV|8RCR
234	21122 36452	   	195.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1ASPD|2LHND|3AART|4FEWX|57DMG|6MSLREG|8VULN|9RCR|aCDMG
235	23122 36452	   	194.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1ASPD|2DUST|3AART|4FEWX|57DMG|6MSLREG|8VULN|9RCR|aCDMG
236	25643 21213	   	194.81	DCR|3ASPD|2VULN|1DMG	157ASPD|2RCVC|3aVULN|4DMG|6RCR|8CGEN|9LWND
237	11121 61423	   	194.76	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB	18LWND|2AART|36RCVC|48ZMB|58ASPD|7RCR|8BPWR|9CDMG|aVULN
238	25623 21225	   	194.74	DCR|3ASPD|1VULN|1DMG|1CDMG|1AAC	157ASPD|2RCVC|3VULN|4AAC|6RCR|8RMIN|9DMG|aCDMG
239	25643 21323	   	194.74	DCR|3ASPD|1VULN|1DMG|1CDMG	157ASPD|2RCVC|3VULN|4DMG|6RCR|8CDMG|9BASARM|aRMIN
240	52261 15133	   	194.69	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1MSLFST|2ZMB|35VULN|4ASPD|6AART|7LIT|8RCR|9RCVC|aDMG
241	25253 21233	   	194.65	DCR|3ASPD|1VULN|1AART|1DUR|2RMIN	157ASPD|2RCVC|38RMIN|4VULN|6RCR|9AART|aDUR
242	11166 13126	   	194.63	DCR|2AART|1VULN|2CDMG|1DMG|1DUR	1LWND|2aAART|3RCVC|4DUR|56CDMG|7VULN|8RCR|9DMG
243	11125 23154	   	194.62	DCR|3VULN|1AART|1CDMG|2ZMB	1aLWND|2AART|3RCVC|4aZMB|5CDMG|6TLV|79aVULN|8RCR|aBPWR
244	25623 22326	   	194.53	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	15ASPD|29RCVC|3aVULN|4AAC|6RCR|7DUR|8AART
245	23341 23531	   	194.34	DCR|2VULN|1MDPS|2ASPD|1DMG	18ASPD|28DUST|3TLV|4CGEN|5RMIN|6RCR|78VULN|8BPWR|9DMG|aMDPS
246	25243 25333	   	194.33	DCR|2DMG|2ASPD|1VULN|1DUR	15ASPD|2RCVC|3RMIN|4LHND|6RCR|7VULN|8DUR|9aDMG
247	25253 22223	   	194.33	DCR|2DMG|2ASPD|1VULN|1DUR	15ASPD|2RCVC|3RMIN|4VULN|6RCR|7DUR|8LWND|9aDMG
248	25643 22322	   	194.31	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	15ASPD|29RCVC|3VULN|4DMG|6RCR|7DUR|8AART|aMLV
249	25643 22323	   	194.31	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	15ASPD|29RCVC|3VULN|4DMG|6RCR|7DUR|8AART|aFEWX
250	21146 13142	   	194.26	DCR|2VULN|1AART|2CDMG|1ASPD	1ASPD|29LHND|3AART|4RMIN|56CDMG|7aVULN|8RCR
251	25253 22133	   	194.23	DCR|2DMG|2ASPD|1VULN|1DUR	15ASPD|2RCVC|3RMIN|4VULN|6RCR|7DUR|8DUST|9aDMG
252	25643 22321	   	194.21	DCR|2ASPD|1VULN|1AART|1DMG|1DUR|1SELL	15ASPD|29RCVC|3VULN|4DMG|6RCR|7DUR|8AART|aSELL
253	25143 21423	 * 	194.18	DCR|2DMG|1MDPS|2ASPD|1AART|1CDMG	18ASPD|2RCVC|3DMSP|4AART|58DUST|68DMG|7RCR|8BPWR|9CDMG|aMDPS
254	21146 13113	   	194.16	DCR|2VULN|2CDMG|1AART|1ASPD	1ASPD|2LHND|3AART|4RMIN|56CDMG|7aVULN|8RCR|9ERES
255	25522 22211	   	194.15	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1ASPD|2RCVC|3SPLARM|4AART|5LHND|6CDMG|79VULN|8RPLT|aRCR
256	25522 21411	   	194.15	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1ASPD|2RCVC|3SPLARM|4AART|5LHND|6CDMG|7RPLT|89VULN|aRCR
257	25523 23411	   	194.15	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1ASPD|2RCVC|3SPLARM|4AART|5RPLT|6CDMG|7LHND|89VULN|aRCR
258	25631 33325	   	194.10	DCR|3VULN|2ASPD|1CDMG	19ASPD|2RCVC|39aVULN|4CDMG|5CGEN|6RPLT|7RCR|89LIT|9BPWR
259	23146 13113	   	194.06	DCR|2VULN|1AART|2CDMG|1ASPD	1ASPD|2DUST|3AART|4RMIN|56CDMG|7aVULN|8RCR|9ERES
260	21146 13121	   	193.94	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1ASPD|2LHND|3AART|4RMIN|56CDMG|7VULN|8RCR|9DMG|aLWND
261	21146 13123	   	193.94	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1ASPD|2LHND|3AART|4RMIN|56CDMG|7VULN|8RCR|9DMG|aRPLT
262	21146 13125	   	193.94	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1ASPD|2LHND|3AART|4RMIN|56CDMG|7VULN|8RCR|9DMG|aBEXP
263	52261 15113	   	193.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1MSLFST|2ZMB|35VULN|4ASPD|6AART|79LIT|8RCR|aDMG
264	22116 34224	   	193.92	DCR|2VULN|2ASPD|2CDMG|1DMG	17ASPD|25CDMG|3RPLT|45VULN|5BPWR|6BEXP|8LWND|9DMG|aRCR
265	22112 44224	   	193.90	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR	17ASPD|2CDMG|3RPLT|4VULN|5aDMG|6LIT|8DUR|9RCR
266	21146 13124	   	193.84	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1ASPD|2LHND|3AART|4RMIN|56CDMG|7VULN|8RCR|9DMG|aMBVNT
267	23146 13121	   	193.84	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1ASPD|2DUST|3AART|4RMIN|56CDMG|7VULN|8RCR|9DMG|aLWND
268	23146 13123	   	193.84	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1ASPD|2DUST|3AART|4RMIN|56CDMG|7VULN|8RCR|9DMG|aRPLT
269	23146 13125	   	193.84	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1ASPD|2DUST|3AART|4RMIN|56CDMG|7VULN|8RCR|9DMG|aBEXP
270	23146 13126	   	193.84	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1ASPD|2DUST|3AART|4RMIN|56CDMG|7VULN|8RCR|9DMG|aDMSP
271	23122 51516	 * 	193.82	DCR|2VULN|2ASPD|1AART|1DMG|1NUKE	18ASPD|28DUST|3AART|4FEWX|5DMG|6NUKE|78VULN|8BPWR|9RPLT|aRCR
272	25623 22342	   	193.80	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	15ASPD|2RCVC|39VULN|4AAC|6RCR|7DUR|8AART|aMLV
273	25623 22343	   	193.80	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	15ASPD|2RCVC|39VULN|4AAC|6RCR|7DUR|8AART|aFEWX
274	25623 25222	   	193.80	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	15ASPD|2RCVC|37VULN|4AAC|6RCR|8SPLJET|9DUR|aAART
275	25643 22313	   	193.80	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	15ASPD|2aRCVC|3VULN|4DMG|6RCR|7DUR|8AART|9DUST
276	23146 13124	   	193.74	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1ASPD|2DUST|3AART|4RMIN|56CDMG|7VULN|8RCR|9DMG|aMBVNT
277	51261 12325	   	193.72	DCR|2VULN|2ASPD|1AART|1DMG	1MSLFST|2DMG|35VULN|48ASPD|6AART|7MLV|9ERES|aRCR
278	25623 22341	   	193.70	DCR|2VULN|2ASPD|1AART|1AAC|1DUR|1SELL	15ASPD|2RCVC|39VULN|4AAC|6RCR|7DUR|8AART|aSELL
279	21416 41222	   	193.59	DCR|3ASPD|2VULN|1CDMG|1ZMB	159ASPD|2LHND|3ZMB|45VULN|5BPWR|6FEWX|7TLV|8RCR|aCDMG
280	25643 22233	   	193.58	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	15ASPD|2RCVC|3VULN|4DMG|6RCR|7DUR|8LWND|9AART|aBELT
281	25643 22333	   	193.58	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	15ASPD|2RCVC|3VULN|4DMG|6RCR|7DUR|8AART|9BELT|aLWND
282	21115 23336	   	193.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2LHND|3aAART|4TLV|5CDMG|6LIT|7DMG|8VULN|9RCR
283	13114 16353	   	193.53	DCR|2VULN|2DMG|1AART|1DUR	159LWND|2aERES|3DUR|4aVULN|6RCR|7AART|8aDMG|aBPWR
284	42152 23351	 * 	193.49	DCR|1AART|2CDMG|1ASPD|1DMG|1NUKE|1DUR	1ERES|26CDMG|3RPLT|4DUR|5DMG|7RCR|8AART|9ASPD|aNUKE
285	21416 11222	   	193.49	DCR|3ASPD|2VULN|1CDMG|1ZMB	159ASPD|2LHND|3ZMB|45VULN|5BPWR|6DUST|7TLV|8RCR|aCDMG
286	25623 26321	   	193.48	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1DUR	15ASPD|2RCVC|3VULN|4AAC|6RCR|7BEXP|8AART|9DUR|aDMG
287	25643 22332	   	193.48	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	15ASPD|2RCVC|3VULN|4DMG|6RCR|7DUR|8AART|9BELT|aLEGI
288	61125 23123	   	193.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2AART|3RCVC|4ZMB|5CDMG|6TLV|7aVULN|8RCR|9DMG
289	45115 11333	   	193.41	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2RCVC|3AART|4DUR|5CDMG|6DMG|7RCR|8DUST|9ASPD|aVULN
290	25623 22136	   	193.38	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1DUR	15ASPD|2RCVC|3VULN|4AAC|6RCR|7DUR|8DUST|9DMG|aAART
291	25623 22311	   	193.38	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1DUR	15ASPD|2RCVC|3VULN|4AAC|6RCR|7DUR|8AART|9DUST|aDMG
292	25143 21422	   	193.34	DCR|2DMG|2ASPD|1AART|1CDMG	18ASPD|2RCVC|3DMSP|4AART|58DUST|68DMG|7RCR|8BPWR|9CDMG|aLWND
293	25623 21433	   	193.28	DCR|3ASPD|2VULN|1AAC|1ZMB|1DUR	157ASPD|2RCVC|3aVULN|4AAC|6RCR|8ZMB|9DUR
294	51223 11551	   	193.25	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1MSLFST|2DMG|37VULN|4DUR|5LHND|6AART|8ASPD|9RCR|aAAC
295	51261 13151	   	193.25	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1MSLFST|2DMG|35VULN|4ASPD|6AART|7LHND|8DUR|9RCR|aAAC
296	23136 13166	   	193.24	DCR|2AART|1VULN|2CDMG|1ASPD|1ZMB	1ASPD|2DUST|3aAART|4AME|56CDMG|7VULN|8RCR|9ZMB
297	25143 21421	   	193.24	DCR|2DMG|2ASPD|1AART|1CDMG|1MSE	18ASPD|2RCVC|3DMSP|4AART|58DUST|68DMG|7RCR|8BPWR|9CDMG|aMSE
298	23115 13166	   	193.14	DCR|2AART|1VULN|2CDMG|1ASPD|1ZMB	1ASPD|2DUST|3aAART|4TLV|56CDMG|7VULN|8RCR|9ZMB
299	22163 21523	   	193.12	DCR|1VULN|1AART|2CDMG|1ASPD|1NUKE	1ASPD|26CDMG|3RPLT|4RMIN|5VULN|7AART|8RCVC|9RCR|aNUKE
300	21316 52221	   	193.04	DCR|3VULN|3ASPD|1AAC|1DUR	159ASPD|2LHND|3TLV|45aVULN|5BPWR|6DUR|7AAC|8RCR
301	21416 33334	   	192.95	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB|1DUR	15ASPD|2LHND|3ZMB|45VULN|5BPWR|6RMIN|7AAC|8DUR|9DMG|aRCR
302	11166 34122	   	192.88	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1LWND|2AART|3RCVC|4DUR|5CDMG|6RMIN|79DMG|8RCR|aVULN
303	25253 21341	   	192.74	DCR|3ASPD|2VULN|1ZMB	157ASPD|29RCVC|3RMIN|48VULN|6RCR|aZMB
304	42115 23523	   	192.58	DCR|3ASPD|2VULN|2CDMG	1aERES|26CDMG|3RPLT|4aVULN|59aASPD|7RCR|8LEGI|aBPWR
305	22163 23264	   	192.54	DCR|2VULN|2CDMG|1ASPD|1DMG	1ASPD|26CDMG|3RPLT|4RMIN|59VULN|7RCR|8CGEN|aDMG
306	25233 22136	   	192.53	DCR|2VULN|2ASPD|1AART	15ASPD|2RCVC|3RMIN|48BEXP|6RCR|7AART|9aVULN
307	25233 22542	   	192.53	DCR|2VULN|2ASPD|1AART	15ASPD|2RCVC|3RMIN|4BEXP|6RCR|7AART|89VULN|aMLV
308	25233 22543	   	192.53	DCR|2VULN|2ASPD|1AART	15ASPD|2RCVC|3RMIN|4BEXP|6RCR|7AART|89VULN|aBELT
309	25233 25342	   	192.53	DCR|2VULN|2ASPD|1AART	15ASPD|2RCVC|3RMIN|4BEXP|6RCR|79VULN|8AART|aMLV
310	25233 25343	   	192.53	DCR|2VULN|2ASPD|1AART	15ASPD|2RCVC|3RMIN|4BEXP|6RCR|79VULN|8AART|aBELT
311	25233 22533	   	192.43	DCR|2VULN|2ASPD|1AART	15ASPD|2RCVC|3RMIN|4BEXP|6RCR|7AART|8aVULN|9ERES
312	25233 22541	   	192.43	DCR|2VULN|2ASPD|1AART|1SELL	15ASPD|2RCVC|3RMIN|4BEXP|6RCR|7AART|89VULN|aSELL
313	25233 25333	   	192.43	DCR|2VULN|2ASPD|1AART	15ASPD|2RCVC|3RMIN|4BEXP|6RCR|7aVULN|8AART|9ERES
314	25233 25341	   	192.43	DCR|2VULN|2ASPD|1AART|1SELL	15ASPD|2RCVC|3RMIN|4BEXP|6RCR|79VULN|8AART|aSELL
315	25253 26333	   	192.43	DCR|2VULN|2ASPD|1AART	15ASPD|2RCVC|3RMIN|4aVULN|6RCR|7BEXP|8AART|9ERES
316	51161 22261	 * 	192.41	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MSLFST|2DMG|3DUR|4ASPD|5VULN|6FEWX|7AART|8RCR|9CDMG|aMDPS
317	23631 24112	   	192.35	DCR|3ASPD|1VULN|1CDMG|1ZMB|1DUR	147ASPD|2DUST|3DUR|5RMIN|6RCR|8ZMB|9VULN|aCDMG
