0	Index      	 *	Score 	Summary	Detail	
1	65312 23351	 * 	185.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1LEGI|2RCR|3LIT|4DUR|59VULN|6AART|7ZMB|8aDMG
157	64331 24213	   	160.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LEGI|2DMG|39VULN|4ASPD|5LIT|6AART|7ZMB|8RCR|aDUST
158	64331 24222	   	160.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LEGI|2DMG|3aVULN|4ASPD|5LIT|6AART|7ZMB|8RCR|9DUST
159	15353 53321	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23VULN|4BEXP|5DMG|6CDMG|7AART|8DUR|9RCR|aLHND
160	15353 53323	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23VULN|4BEXP|5DMG|6CDMG|7AART|8DUR|9RCR|aDMSP
161	22422 35214	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3AART|4DUST|5RMIN|6DMG|7CDMG|89VULN|aRCR
162	32422 35214	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3AART|4DUST|5RMIN|6DMG|7CDMG|89VULN|aRCR
163	64311 43241	   	160.31	DCR|2VULN|2DMG|1AART	1LEGI|2aDMG|35VULN|45LIT|5BPWR|6AART|7MBVNT|8RCR|9CGEN
164	15313 53321	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23VULN|4DUST|5DMG|6CDMG|7AART|8DUR|9RCR|aLHND
165	15313 53323	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23VULN|4DUST|5DMG|6CDMG|7AART|8DUR|9RCR|aDMSP
166	15313 53324	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23VULN|4DUST|5DMG|6CDMG|7AART|8DUR|9RCR|aRMIN
167	15353 53322	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23VULN|4BEXP|5DMG|6CDMG|7AART|8DUR|9RCR|aERES
168	64312 43212	   	160.21	DCR|2VULN|2DMG|1AART	1LEGI|25DMG|39VULN|4LIT|6AART|7MBVNT|8RCR|aLHND
169	64312 43214	   	160.21	DCR|2VULN|2DMG|1AART	1LEGI|25DMG|39VULN|4LIT|6AART|7MBVNT|8RCR|aCGEN
170	64312 43232	   	160.21	DCR|2VULN|2DMG|1AART	1LEGI|25DMG|3aVULN|4LIT|6AART|7MBVNT|8RCR|9FEWX
171	64312 43242	   	160.21	DCR|2VULN|2DMG|1AART	1LEGI|25DMG|3aVULN|4LIT|6AART|7MBVNT|8RCR|9CGEN
172	25113 65221	   	160.18	DCR|3DMG|1AART|1VULN	1BEXP|256ERES|3AART|456DMG|56BPWR|7FEWX|8RCR|9VULN|aCGEN
173	25113 65222	   	160.18	DCR|3DMG|1AART|1VULN	1BEXP|256ERES|3AART|456DMG|56BPWR|7FEWX|8RCR|9VULN|aLWND
174	25113 65223	   	160.18	DCR|3DMG|1AART|1VULN	1aBEXP|256ERES|3AART|456DMG|56BPWR|7FEWX|8RCR|9VULN
175	35113 63214	   	160.18	DCR|3DMG|1AART|1VULN	19FEWX|256ERES|3AART|456DMG|56BPWR|7BEXP|8RCR|aVULN
176	35113 63221	   	160.18	DCR|3DMG|1AART|1VULN	1FEWX|256ERES|3AART|456DMG|56BPWR|7BEXP|8RCR|9VULN|aCGEN
177	35113 63222	   	160.18	DCR|3DMG|1AART|1VULN	1FEWX|256ERES|3AART|456DMG|56BPWR|7BEXP|8RCR|9VULN|aLWND
178	35113 63223	   	160.18	DCR|3DMG|1AART|1VULN	1FEWX|256ERES|3AART|456DMG|56BPWR|7aBEXP|8RCR|9VULN
179	15313 53322	   	160.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23VULN|4DUST|5DMG|6CDMG|7AART|8DUR|9RCR|aERES
180	15313 53325	   	160.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23VULN|4aDUST|5DMG|6CDMG|7AART|8DUR|9RCR
181	64312 43211	   	160.11	DCR|2VULN|2DMG|1AART	1LEGI|25DMG|39VULN|4LIT|6AART|7MBVNT|8RCR|aERES
182	64312 43213	   	160.11	DCR|2VULN|2DMG|1AART	1LEGI|25DMG|39VULN|4LIT|6AART|7MBVNT|8RCR|aDUST
183	64312 43222	   	160.11	DCR|2VULN|2DMG|1AART	1LEGI|25DMG|3aVULN|4LIT|6AART|7MBVNT|8RCR|9DUST
184	65333 41211	   	160.09	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2RCR|3LIT|4AART|5DUR|68VULN|7FEWX|9RCVC|aDMG
185	35113 61214	   	160.08	DCR|3DMG|1AART|1VULN	19FEWX|256ERES|3AART|456DMG|56BPWR|7DUST|8RCR|aVULN
186	35113 61221	   	160.08	DCR|3DMG|1AART|1VULN	1FEWX|256ERES|3AART|456DMG|56BPWR|7DUST|8RCR|9VULN|aCGEN
187	35113 61222	   	160.08	DCR|3DMG|1AART|1VULN	1FEWX|256ERES|3AART|456DMG|56BPWR|7DUST|8RCR|9VULN|aLWND
188	35113 61223	   	160.08	DCR|3DMG|1AART|1VULN	1FEWX|256ERES|3AART|456DMG|56BPWR|7DUST|8RCR|9VULN|aBEXP
189	35113 63224	   	160.08	DCR|3DMG|1AART|1VULN	1FEWX|256ERES|3AART|456DMG|56BPWR|7BEXP|8RCR|9VULN|aNUKE
190	35113 63226	   	160.08	DCR|3DMG|1AART|1VULN	1FEWX|256ERES|3AART|456DMG|56BPWR|7BEXP|8RCR|9VULN|aDUST
191	65333 34211	   	159.99	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2RCR|3LIT|4AART|5DUR|6DUST|78VULN|9RCVC|aDMG
192	35113 61224	   	159.98	DCR|3DMG|1AART|1VULN	1FEWX|256ERES|3AART|456DMG|56BPWR|7DUST|8RCR|9VULN|aNUKE
193	35113 61226	   	159.98	DCR|3DMG|1AART|1VULN	1FEWX|256ERES|3AART|456DMG|56BPWR|7aDUST|8RCR|9VULN
194	24111 12366	   	159.91	DCR|2VULN|2DMG|1AART	1aBEXP|2TLV|3AART|4aDMG|5LHND|6BELT|7MLV|8aVULN|9RCR|aBPWR
195	34111 12366	   	159.91	DCR|2VULN|2DMG|1AART	1aFEWX|2TLV|3AART|4aDMG|5LHND|6BELT|7MLV|8aVULN|9RCR|aBPWR
196	65312 24212	   	159.81	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|579VULN|6AART|8ASPD|aLHND
197	65312 24232	   	159.81	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|57aVULN|6AART|8ASPD|9FEWX
198	65312 24211	   	159.71	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|579VULN|6AART|8ASPD|aERES
199	65312 24213	   	159.71	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|579VULN|6AART|8ASPD|aDUST
200	65312 24222	   	159.71	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|57aVULN|6AART|8ASPD|9DUST
201	65313 26312	   	159.68	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|5DMG|6CDMG|7AART|8ASPD|9VULN|aBEXP
202	65122 23331	 * 	159.67	ACR|3VULN|2CDMG|2DUR|1ASPD	1LEGI|2RCR|38DUR|48CDMG|5FEWX|6CGEN|78aVULN|8BPWR|9ASPD
203	52631 33531	   	159.62	ACR|2VULN|2DMG|2ASPD|1DUR	1aLIT|2RCVC|34ASPD|5RCR|6aDMG|7LHND|8DUR|9aVULN|aBPWR
204	65121 53213	   	159.47	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LEGI|2RCR|3DUR|4CDMG|56DMG|7ZMB|8RPLT|9LIT|aAART
205	12136 36613	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2BELT|3RMIN|4aDMG|5AART|6FEWX|7RCR|8CDMG|9VULN
206	65121 51213	   	159.37	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LEGI|2RCR|3DUR|4CDMG|56DMG|7ERES|8LIT|9ZMB|aAART
207	65312 15212	   	159.21	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|569VULN|7AART|8ASPD|aLHND
208	65312 15232	   	159.21	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|56aVULN|7AART|8ASPD|9FEWX
209	64131 23215	   	159.20	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	1LEGI|29DMG|3DUR|48ASPD|5LIT|6AART|7RCR|aCDMG
210	65312 15211	   	159.11	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|569VULN|7AART|8ASPD|aERES
211	65312 15213	   	159.11	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|569VULN|7AART|8ASPD|aDUST
212	65312 15222	   	159.11	ACR|3VULN|1AART|1ASPD|1DUR	1LEGI|2RCR|3LIT|4DUR|56aVULN|7AART|8ASPD|9DUST
213	41312 23215	   	159.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RMIN|2LWND|39VULN|4LIT|5DMG|6AART|7RCR|8ASPD|aDUR
214	41312 23265	   	159.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RMIN|2LWND|3VULN|4LIT|59DMG|6AART|7RCR|8ASPD|aDUR
215	41331 23315	   	159.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RMIN|2LWND|39VULN|4ASPD|5LIT|6AART|7RCR|8DMG|aDUR
216	41331 23365	   	159.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RMIN|2LWND|3VULN|4ASPD|5LIT|6AART|7RCR|89DMG|aDUR
217	41131 23312	   	159.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RMIN|2LWND|3DUR|4ASPD|5LIT|6AART|7RCR|8DMG|9aVULN
218	43342 23252	   	159.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2LIT|3aVULN|4FEWX|5DMG|6AART|7RCR|8ASPD|9DUR
219	46531 23312	   	159.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RMIN|2DUR|3LWND|4ASPD|5LIT|6AART|7RCR|8DMG|9aVULN
220	65221 33243	   	159.08	ACR|2DMG|1VULN|1CDMG|2ASPD|1DUR	1LEGI|2RCR|37LWND|4CDMG|57DMG|67ASPD|7BPWR|8RPLT|9DUR|aVULN
221	65221 33511	   	159.08	ACR|2DMG|1VULN|1CDMG|2ASPD|1DUR	1LEGI|2RCR|37LWND|4CDMG|57DMG|67ASPD|7BPWR|8DUR|9LHND|aVULN
222	65221 33632	   	159.08	ACR|2DMG|1VULN|1CDMG|2ASPD|1DUR	1LEGI|2RCR|37LWND|4CDMG|57DMG|67ASPD|7BPWR|8VULN|9RMIN|aDUR
223	65332 11313	   	159.04	ACR|1AART|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1LEGI|2RCR|3LIT|4AART|5ZMB|6CDMG|7DUR|8aASPD|9VULN
224	15623 23363	   	159.01	DCR|2VULN|2DMG|1AART	1TLV|26VULN|3RPLT|4AART|5MLV|7AIRHEL|8aDMG|9RCR
225	32221 54531	 * 	159.01	DCR|3DMG|1AART|1CDMG|1DUR	19FEWX|2DUR|3LWND|4CDMG|568DMG|7RCR|aAART
226	64131 23413	   	159.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2DMG|3DUR|4ASPD|5LIT|6AART|7RCR|8BELT|9aVULN
227	64131 23512	   	159.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2DMG|3DUR|4ASPD|5LIT|6AART|7RCR|8MLV|9aVULN
228	64131 23433	   	159.00	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LEGI|29DMG|3DUR|4ASPD|5LIT|6AART|7RCR|8BELT|aVULN
229	53342 23352	   	159.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LIT|2ASPD|3aVULN|4FEWX|5DMG|6AART|7RCR|8NUKE|9DUR
230	16333 41216	   	158.95	ACR|2DMG|1AART|1VULN|1ZMB	1TLV|24LIT|3RCR|5VULN|6AART|7LWND|8ZMB|9aDMG
231	16333 42216	   	158.95	ACR|2DMG|1AART|1VULN|1ZMB	1TLV|24LIT|3RCR|5VULN|6AART|7FEWX|8ZMB|9aDMG
232	64131 23312	   	158.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2DMG|3DUR|4ASPD|5LIT|6AART|7RCR|8NUKE|9aVULN
233	64331 23315	   	158.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2DMG|39VULN|4ASPD|5LIT|6AART|7RCR|8NUKE|aDUR
234	65312 21211	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2RCR|3LIT|4DUR|58VULN|6AART|7FEWX|9RCVC|aDMG
235	65312 24311	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2RCR|3LIT|4DUR|57VULN|6AART|8BEXP|9RCVC|aDMG
236	31414 33123	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	15FEWX|2LIT|3CDMG|49VULN|6RCR|7BEXP|8DMG|aAART
237	65131 21431	   	158.87	ACR|2DMG|1VULN|2ZMB|2DUR|1ASPD	1LEGI|2RCR|39DUR|4BEXP|59DMG|6ASPD|7ERES|89ZMB|9BPWR|aVULN
238	65131 22431	   	158.87	ACR|2DMG|1VULN|2ZMB|2DUR|1ASPD	1LEGI|2RCR|39DUR|4BEXP|59DMG|6ASPD|7TLV|89ZMB|9BPWR|aVULN
239	16333 43332	   	158.79	ACR|3VULN|1AART|1CDMG	1TLV|24LIT|3RCR|58aVULN|6AART|7CDMG|9RCVC
240	65312 25211	   	158.79	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2RCR|3LIT|4DUR|58VULN|6AART|7DUST|9RCVC|aDMG
241	21413 43123	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LIT|3CDMG|49VULN|5NUKE|6RCR|7CGEN|8DMG|aAART
242	31413 43123	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2LIT|3CDMG|49VULN|5NUKE|6RCR|7CGEN|8DMG|aAART
243	31414 34123	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	15FEWX|2LIT|3CDMG|49VULN|6RCR|7DUST|8DMG|aAART
244	53342 23213	   	158.78	DCR|2DMG|1AART|1VULN|2ASPD	1LIT|28ASPD|3VULN|4FEWX|59DMG|6AART|7RCR|aLWND
245	53342 23216	   	158.78	DCR|2DMG|1AART|1VULN|2ASPD	1LIT|28ASPD|3VULN|4aFEWX|59DMG|6AART|7RCR
246	53342 23231	   	158.78	DCR|2DMG|1AART|1VULN|2ASPD	1LIT|28ASPD|3VULN|4FEWX|5aDMG|6AART|7RCR|9BEXP
247	53342 23232	   	158.78	DCR|2VULN|1AART|1DMG|2ASPD	1LIT|28ASPD|3aVULN|4FEWX|5DMG|6AART|7RCR|9BEXP
248	65332 11363	   	158.74	ACR|1AART|1VULN|2CDMG|1ZMB|1ASPD|1DUR	1LEGI|2RCR|3LIT|4AART|5ZMB|69CDMG|7DUR|8ASPD|aVULN
249	21413 41123	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LIT|3CDMG|49VULN|5NUKE|6RCR|7ERES|8DMG|aAART
250	31413 41123	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2LIT|3CDMG|49VULN|5NUKE|6RCR|7ERES|8DMG|aAART
251	64231 23261	   	158.68	DCR|2DMG|1AART|1VULN|2ASPD	1LEGI|2aDMG|3BEXP|48ASPD|5LIT|6AART|7RCR|9VULN
252	64231 23262	   	158.68	DCR|2VULN|1AART|1DMG|2ASPD	1LEGI|2DMG|3BEXP|48ASPD|5LIT|6AART|7RCR|9aVULN
253	64331 23213	   	158.68	DCR|2DMG|1AART|1VULN|2ASPD	1LEGI|29DMG|3VULN|48ASPD|5LIT|6AART|7RCR|aLWND
254	64331 23216	   	158.68	DCR|2DMG|1AART|1VULN|2ASPD	1LEGI|29DMG|3VULN|48ASPD|5LIT|6AART|7RCR|aFEWX
255	64331 23231	   	158.68	DCR|2DMG|1AART|1VULN|2ASPD	1LEGI|2aDMG|3VULN|48ASPD|5LIT|6AART|7RCR|9BEXP
256	64331 23232	   	158.68	DCR|2VULN|1AART|1DMG|2ASPD	1LEGI|2DMG|3aVULN|48ASPD|5LIT|6AART|7RCR|9BEXP
257	64331 23241	   	158.68	DCR|2DMG|1AART|1VULN|2ASPD	1LEGI|2aDMG|3VULN|48ASPD|5LIT|6AART|7RCR|9FEWX
258	64331 23242	   	158.68	DCR|2VULN|1AART|1DMG|2ASPD	1LEGI|2DMG|3aVULN|48ASPD|5LIT|6AART|7RCR|9FEWX
259	64331 23263	   	158.68	DCR|2VULN|1AART|1DMG|2ASPD	1LEGI|2DMG|39VULN|48ASPD|5LIT|6AART|7RCR|aLWND
260	65332 33352	   	158.64	ACR|2VULN|1AART|1CDMG|1ZMB	1LEGI|2RCR|3LIT|4AART|5ZMB|6RCVC|7CDMG|89VULN|aMLV
261	65332 33353	   	158.64	ACR|2VULN|1AART|1CDMG|1ZMB	1LEGI|2RCR|3LIT|4AART|5ZMB|6RCVC|7CDMG|89VULN|aBEXP
262	65332 15131	   	158.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2RCR|3LIT|4AART|5ZMB|6CDMG|7DMG|89CGEN|aVULN
263	65332 15312	   	158.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2RCR|3LIT|4AART|5ZMB|6CDMG|7DMG|8aBEXP|9VULN
264	65332 15313	   	158.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2RCR|3LIT|4AART|5ZMB|6CDMG|7DMG|8BEXP|9VULN|aRMIN
265	65332 15232	   	158.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2RCR|3LIT|4AART|5ZMB|6CDMG|7DMG|8VULN|9DUST|aBEXP
266	22221 21234	   	158.49	DCR|2VULN|2DMG|1CDMG|2DUR	18BEXP|2aDUR|3LWND|4CDMG|5aDMG|6CGEN|7aVULN|9RCR|aBPWR
267	22221 21434	   	158.49	DCR|2VULN|2DMG|1CDMG|2DUR	1BEXP|2aDUR|38LWND|4CDMG|5aDMG|6CGEN|7aVULN|9RCR|aBPWR
268	22321 21234	   	158.49	DCR|2VULN|2DMG|1CDMG|2DUR	18BEXP|2aDUR|3FEWX|4CDMG|5aDMG|6CGEN|7aVULN|9RCR|aBPWR
269	22322 33534	   	158.49	DCR|2VULN|2DMG|1CDMG|2DUR	1BEXP|2aDUR|35FEWX|4CDMG|6aVULN|7MLV|8aDMG|9RCR|aBPWR
270	22322 34534	   	158.49	DCR|2VULN|2DMG|1CDMG|2DUR	1BEXP|2aDUR|35FEWX|4CDMG|6aVULN|7CGEN|8aDMG|9RCR|aBPWR
271	32221 21434	   	158.49	DCR|2VULN|2DMG|1CDMG|2DUR	1FEWX|2aDUR|38LWND|4CDMG|5aDMG|6CGEN|7aVULN|9RCR|aBPWR
272	32321 21234	   	158.49	DCR|2VULN|2DMG|1CDMG|2DUR	1FEWX|2aDUR|38BEXP|4CDMG|5aDMG|6CGEN|7aVULN|9RCR|aBPWR
273	32322 33534	   	158.49	DCR|2VULN|2DMG|1CDMG|2DUR	15FEWX|2aDUR|3BEXP|4CDMG|6aVULN|7MLV|8aDMG|9RCR|aBPWR
274	32322 34534	   	158.49	DCR|2VULN|2DMG|1CDMG|2DUR	15FEWX|2aDUR|3BEXP|4CDMG|6aVULN|7CGEN|8aDMG|9RCR|aBPWR
275	43221 16223	   	158.48	DCR|3VULN|1AART|1DMG	1RMIN|23LIT|3BPWR|468VULN|5CGEN|7RCR|9DMG|aAART
276	43314 36223	   	158.48	DCR|3VULN|1AART|1DMG	16RMIN|2LIT|358VULN|4CGEN|7RCR|9DMG|aAART
277	43316 16223	   	158.48	DCR|3VULN|1AART|1DMG	1RMIN|2LIT|368VULN|45CGEN|7RCR|9DMG|aAART
278	43331 16223	   	158.48	DCR|3VULN|1AART|1DMG	1RMIN|24LIT|368VULN|5CGEN|7RCR|9DMG|aAART
279	65221 33331	 * 	158.45	ACR|2DMG|1VULN|2CDMG|2ASPD	1LEGI|2RCR|379LWND|48CDMG|57DMG|67ASPD|7BPWR|aVULN
280	65221 33363	   	158.45	ACR|2DMG|1VULN|2CDMG|2ASPD	1LEGI|2RCR|37LWND|48CDMG|57DMG|67ASPD|7BPWR|9CGEN|aVULN
281	43365 23223	   	158.43	ACR|2VULN|2DMG|1AART	1RMIN|2LIT|39VULN|4RPLT|5RCR|67DMG|8CGEN|aAART
282	22322 31534	   	158.39	DCR|2VULN|2DMG|1CDMG|2DUR	1BEXP|2aDUR|35FEWX|4CDMG|6aVULN|7TLV|8aDMG|9RCR|aBPWR
283	22322 32534	   	158.39	DCR|2VULN|2DMG|1CDMG|2DUR	1BEXP|2aDUR|35FEWX|4CDMG|6aVULN|7ERES|8aDMG|9RCR|aBPWR
284	32322 31534	   	158.39	DCR|2VULN|2DMG|1CDMG|2DUR	15FEWX|2aDUR|3BEXP|4CDMG|6aVULN|7TLV|8aDMG|9RCR|aBPWR
285	32322 32534	   	158.39	DCR|2VULN|2DMG|1CDMG|2DUR	15FEWX|2aDUR|3BEXP|4CDMG|6aVULN|7ERES|8aDMG|9RCR|aBPWR
286	65121 31363	   	158.38	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2RCR|3DUR|4CDMG|5DMG|6ASPD|7VULN|8LHND|9AART|aERES
287	65331 61312	   	158.38	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2RCR|3LIT|4AART|5CGEN|6ASPD|7DUST|8DMG|9aVULN
288	65331 63312	   	158.38	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2RCR|3LIT|4AART|5CGEN|6ASPD|7MBVNT|8DMG|9aVULN
289	65334 33212	   	158.38	ACR|2DMG|1AART|1VULN|1ASPD	1LEGI|2RCR|3LIT|4AART|5RPLT|6VULN|7aDMG|8CANHEL|9ASPD
290	65336 33212	   	158.38	ACR|2DMG|1AART|1VULN|1ASPD	1LEGI|2RCR|3LIT|4AART|5VULN|6RPLT|7aDMG|8CANHEL|9ASPD
291	65334 33223	   	158.38	ACR|2DMG|1AART|1VULN|1ASPD	1LEGI|2RCR|3LIT|4AART|5RPLT|6VULN|79DMG|8CANHEL|aASPD
292	65336 33223	   	158.38	ACR|2DMG|1AART|1VULN|1ASPD	1LEGI|2RCR|3LIT|4AART|5VULN|6RPLT|79DMG|8CANHEL|aASPD
293	64311 43212	   	158.38	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|359VULN|45LIT|5BPWR|6AART|7MBVNT|8RCR|aLHND
294	64311 43214	   	158.38	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|359VULN|45LIT|5BPWR|6AART|7MBVNT|8RCR|aCGEN
295	64311 43232	   	158.38	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|35aVULN|45LIT|5BPWR|6AART|7MBVNT|8RCR|9FEWX
296	64311 43242	   	158.38	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|35aVULN|45LIT|5BPWR|6AART|7MBVNT|8RCR|9CGEN
297	65221 33143	   	158.35	ACR|2DMG|1VULN|2CDMG|2ASPD	1LEGI|2RCR|37LWND|49CDMG|57DMG|67ASPD|7BPWR|8ERES|aVULN
298	43365 23123	   	158.33	ACR|2VULN|2DMG|1AART	1RMIN|2LIT|39VULN|4RPLT|5RCR|67DMG|8NUKE|aAART
299	22121 21634	   	158.29	DCR|2VULN|2DMG|1CDMG|2DUR	1BEXP|2aDUR|38DUST|4CDMG|5aDMG|6CGEN|7aVULN|9RCR|aBPWR
300	32121 21634	   	158.29	DCR|2VULN|2DMG|1CDMG|2DUR	1FEWX|2aDUR|38DUST|4CDMG|5aDMG|6CGEN|7aVULN|9RCR|aBPWR
301	65312 15311	   	158.29	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2RCR|3LIT|4DUR|56VULN|7AART|8BEXP|9RCVC|aDMG
302	64312 43241	   	158.28	DCR|3DMG|1AART|1VULN	1LEGI|25aDMG|3VULN|4LIT|6AART|7MBVNT|8RCR|9CGEN
303	64311 43211	   	158.28	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|359VULN|45LIT|5BPWR|6AART|7MBVNT|8RCR|aERES
304	64311 43213	   	158.28	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|359VULN|45LIT|5BPWR|6AART|7MBVNT|8RCR|aDUST
305	64311 43222	   	158.28	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|35aVULN|45LIT|5BPWR|6AART|7MBVNT|8RCR|9DUST
306	35113 63262	   	158.06	DCR|3DMG|1AART|1ZMB|1ASPD	1FEWX|256ERES|3AART|456DMG|56BPWR|7BEXP|8RCR|9ZMB|aASPD
307	25113 61262	   	157.96	DCR|3DMG|1AART|1ZMB|1ASPD	1BEXP|256ERES|3AART|456DMG|56BPWR|7DUST|8RCR|9ZMB|aASPD
308	35113 61262	   	157.96	DCR|3DMG|1AART|1ZMB|1ASPD	1FEWX|256ERES|3AART|456DMG|56BPWR|7DUST|8RCR|9ZMB|aASPD
309	12422 43153	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1TLV|25BELT|3LSRHEA|4RCR|6DMG|7aVULN|8AART|9CDMG
310	65121 21362	   	157.86	ACR|1AART|1DMG|2CDMG|1VULN|1DUR	1LEGI|2RCR|3DUR|4aCDMG|5DMG|6CGEN|7VULN|8LHND|9AART
311	15313 53314	   	157.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23VULN|4DUST|5DMG|6CDMG|7AART|8DUR|9FEWX|aRCR
312	15313 53334	   	157.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23VULN|4DUST|5DMG|6CDMG|7AART|8DUR|9BEXP|aRCR
313	22221 54353	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	19BEXP|2DUR|3LWND|4CDMG|56DMG|7RCR|8aVULN
314	22321 54353	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	19BEXP|2DUR|3FEWX|4CDMG|56DMG|7RCR|8aVULN
315	32221 54361	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2DUR|3LWND|4CDMG|56DMG|7RCR|8aVULN|9CGEN
316	32321 54353	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2DUR|39BEXP|4CDMG|56DMG|7RCR|8aVULN
317	12421 43153	   	157.79	ACR|2VULN|1AART|1DMG|1CDMG	15TLV|2BELT|3LSRHEA|4RCR|6DMG|7aVULN|8AART|9CDMG
318	65121 31231	   	157.78	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2RCR|3DUR|4CDMG|5DMG|6ASPD|7VULN|8BEXP|9CANHEL|aAART
319	65121 31315	   	157.78	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2RCR|3DUR|4CDMG|5DMG|6ASPD|7VULN|8LHND|9ERES|aAART
