0	Index      	 *	Score 	Summary	Detail	
1	36345 12221	 * 	192.55	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2RCR|3AART|4MLV|59aVULN|6DMG|7ZMB|8CDMG
322	25113 65333	 * 	164.85	DCR|2AART|2VULN|3ZMB|1SELL	1SELL|29AART|35VULN|457ZMB|5BPWR|6BEXP|8RCR|aRCVC
323	45371 33413	   	164.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CANSTR|2DUST|3MBVNT|4AART|5RCR|6DUR|79DMG|8VULN|aCDMG
324	53252 35113	   	164.61	DCR|2VULN|2DMG|1AART	1BEXP|2LIT|3AART|45VULN|6aDMG|7RCR|8LWND|9CGEN
325	53252 35313	   	164.61	DCR|2VULN|2DMG|1AART	1BEXP|2LIT|3AART|45VULN|6aDMG|7RCR|8FEWX|9CGEN
326	36352 22332	   	164.58	ACR|2VULN|1AART|2CDMG|2DUR	19CGEN|2RCR|3AART|49LHND|57VULN|6aDUR|89CDMG|9BPWR
327	53252 35213	   	164.51	DCR|2VULN|2DMG|1AART	1BEXP|2LIT|3AART|45VULN|6aDMG|7RCR|8MBVNT|9CGEN
328	36352 22212	   	164.48	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|2RCR|3AART|4LHND|57VULN|6aDUR|8FEWX|9DMG
329	36352 22412	   	164.48	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|2RCR|3AART|4LHND|57VULN|6aDUR|8BEXP|9DMG
330	36155 12211	   	164.42	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1CGEN|2RCR|3RMIN|4LWND|5AART|6DMG|7ZMB|89CDMG|aVULN
331	36312 22332	   	164.38	ACR|2VULN|1AART|2CDMG|2DUR	19CGEN|2RCR|3AART|49DUST|57VULN|6aDUR|89CDMG|9BPWR
332	36312 32612	   	164.38	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|2RCR|3AART|4DUST|57VULN|6LHND|8aDUR|9DMG
333	36352 12612	   	164.38	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|2RCR|3AART|4LHND|57VULN|6DUST|8aDUR|9DMG
334	36312 26313	   	164.38	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|2RCR|3AART|4DUST|5aVULN|68DUR|7FEWX|9DMG
335	34531 51221	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|3ZMB|4aDMG|5LIT|6RCR|7LHND|89VULN
336	25113 36632	 * 	164.26	DCR|3VULN|3ZMB|1AART|1SELL	1SELL|2AART|358VULN|459ZMB|5BPWR|6BELT|7LIT|aRCR
337	36353 11162	   	164.22	ACR|2AART|2DMG|1CDMG|1DUR	18CGEN|2RCR|37AART|4LHND|56DMG|9CDMG|aDUR
338	36353 11312	   	164.22	ACR|2AART|2DMG|1CDMG|1DUR	1CGEN|2RCR|37AART|4LHND|56DMG|8RPLT|9CDMG|aDUR
339	34531 53112	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|3ZMB|4aDMG|5LIT|6RCR|79VULN|8CANSTR
340	32142 82313	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|57aVULN|6AART|8CDMG|9RPLT
341	32142 82832	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|579VULN|6AART|8LHND|aCDMG
342	36312 22162	   	164.12	ACR|2AART|2VULN|1CDMG|1DUR	1CGEN|2RCR|38AART|4DUST|57VULN|6DUR|9BEXP|aCDMG
343	36312 22322	   	164.12	ACR|2AART|2VULN|1CDMG|1DUR	1CGEN|2RCR|3aAART|4DUST|57VULN|6DUR|8CDMG|9RPLT
344	36312 22341	   	164.12	ACR|2AART|2VULN|1CDMG|1DUR	1CGEN|2RCR|39AART|4DUST|57VULN|6DUR|8CDMG|aLIT
345	36312 22343	   	164.12	ACR|2AART|2VULN|1CDMG|1DUR	1CGEN|2RCR|39AART|4DUST|57VULN|6DUR|8CDMG|aBEXP
346	36312 22344	   	164.12	ACR|2AART|2VULN|1CDMG|1DUR	1CGEN|2RCR|39AART|4DUST|57VULN|6DUR|8CDMG|aRMIN
347	36312 22345	   	164.12	ACR|2AART|2VULN|1CDMG|1DUR	1CGEN|2RCR|39AART|4DUST|57VULN|6DUR|8CDMG|aLHND
348	36313 11162	   	164.12	ACR|2AART|2DMG|1CDMG|1DUR	18CGEN|2RCR|37AART|4DUST|56DMG|9CDMG|aDUR
349	36313 11312	   	164.12	ACR|2AART|2DMG|1CDMG|1DUR	1CGEN|2RCR|37AART|4DUST|56DMG|8RPLT|9CDMG|aDUR
350	36352 22142	   	164.12	ACR|2AART|2VULN|1CDMG|1DUR	1CGEN|2RCR|38AART|4LHND|57VULN|6DUR|9DUST|aCDMG
351	36332 24433	   	164.05	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2RCR|38AART|4BELT|5VULN|6BEXP|7ZMB|9DUR|aDMG
352	36513 62131	   	163.99	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3BEXP|4DLOT|5aDMG|6AART|7RMIN|8VULN|9CDMG
353	36332 35514	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1CGEN|2RCR|38AART|4BELT|5VULN|6MBVNT|7ZMB|9ASPD|aDMG
354	36332 35533	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2RCR|38AART|4BELT|5VULN|6MBVNT|7ZMB|9DUR|aDMG
355	36313 61312	   	163.93	ACR|3AART|1VULN|1DMG|1CDMG	1CGEN|2RCR|367AART|4DUST|5DMG|8BEXP|9VULN|aCDMG
356	42244 31661	   	163.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CANSTR|25DMG|3MBVNT|4ASPD|6CDMG|7aVULN|8ZMB|9RCR
357	36352 32226	   	163.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|46LHND|59VULN|7ZMB|8CDMG|aDUR
358	36353 13242	   	163.77	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4LHND|56DMG|7LWND|8CDMG|9ZMB|aDUR
359	36333 42312	   	163.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|3AART|4BELT|5ZMB|6ASPD|7FEWX|89VULN|aCDMG
360	36345 32222	   	163.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|3AART|4MLV|59VULN|6ASPD|7ZMB|8CDMG|aRCVC
361	36352 22326	   	163.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4LHND|57VULN|6DUR|8CDMG|9RPLT|aZMB
362	32423 35744	   	163.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3LHND|4RCR|5CDMG|68DMG|7MBVNT|9VULN|aAART
363	36332 26423	   	163.69	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|38AART|4BELT|5VULN|6BEXP|7aDMG|9LHND
364	36353 11361	   	163.69	ACR|2AART|2DMG|1VULN	19CGEN|2RCR|37AART|4LHND|56DMG|8RPLT|aVULN
365	36353 11613	   	163.69	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4LHND|56DMG|8VULN|9RPLT|aFEWX
366	36353 11631	   	163.69	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4LHND|56DMG|8VULN|9BELT|aRCVC
367	36321 11236	   	163.69	ACR|2AART|2VULN|2CDMG	16aCGEN|2RCR|37AART|4RCVC|56DUST|6aBPWR|8aVULN|9aCDMG
368	36321 31236	   	163.69	ACR|2AART|2VULN|2CDMG	1aCGEN|2RCR|37AART|4RCVC|5DUST|6DMSP|8aVULN|9aCDMG|aBPWR
369	36332 21236	   	163.69	ACR|2AART|2VULN|2CDMG	1aCGEN|2RCR|39AART|4BELT|5aVULN|6BEXP|7ERES|8aCDMG|aBPWR
370	36332 42236	   	163.69	ACR|2AART|2VULN|2CDMG	1aCGEN|2RCR|39AART|4BELT|5aVULN|6ERES|7FEWX|8aCDMG|aBPWR
371	36332 43236	   	163.69	ACR|2AART|2VULN|2CDMG	1aCGEN|2RCR|39AART|4BELT|5aVULN|6ERES|7BEXP|8aCDMG|aBPWR
372	36361 11236	   	163.69	ACR|2AART|2VULN|2CDMG	16aCGEN|2RCR|37AART|4DMSP|56DUST|6aBPWR|8aVULN|9aCDMG
373	36361 31236	   	163.69	ACR|2AART|2VULN|2CDMG	1aCGEN|2RCR|37AART|46DMSP|5DUST|8aVULN|9aCDMG|aBPWR
374	36312 22326	   	163.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4DUST|57VULN|6DUR|8CDMG|9RPLT|aZMB
375	36313 13242	   	163.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4DUST|56DMG|7LWND|8CDMG|9ZMB|aDUR
376	36313 14142	   	163.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8BEXP|9ZMB|aDUR
377	36313 14312	   	163.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8ZMB|9FEWX|aDUR
378	36313 14321	   	163.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8ZMB|9DUR|aLIT
379	36313 14323	   	163.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8ZMB|9DUR|aBEXP
380	36313 14324	   	163.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8ZMB|9DUR|aRMIN
381	36313 14325	   	163.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8ZMB|9DUR|aLHND
382	36313 14361	   	163.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8ZMB|9LIT|aDUR
383	36332 35244	   	163.67	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|3AART|4BELT|5aVULN|6MBVNT|7ZMB|8CDMG|9ASPD
384	32122 44221	   	163.62	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DUR|3RCR|45RMIN|69aVULN|7AART|8CDMG
385	22213 31642	   	163.62	DCR|3VULN|2DMG|1ZMB|1SELL	1SELL|2ZMB|3BEXP|4CGEN|58aVULN|69DMG|7RCR
386	31142 82316	   	163.60	ACR|3VULN|1AART|1DMG	1CGEN|2FEWX|3RCR|4MBVNT|57aVULN|6AART|8LWND|9DMG
387	36313 11361	   	163.59	ACR|2AART|2DMG|1VULN	19CGEN|2RCR|37AART|4DUST|56DMG|8RPLT|aVULN
388	36313 11612	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4DUST|56DMG|8LWND|9RPLT|aVULN
389	36313 11621	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4DUST|56DMG|8LWND|9VULN|aFEWX
390	36313 11623	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4DUST|56DMG|8LWND|9VULN|aLHND
391	36313 11625	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4DUST|56DMG|8LWND|9VULN|aRMIN
392	36313 11626	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4DUST|56DMG|8LWND|9VULN|aBEXP
393	36313 11661	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4DUST|56DMG|8LWND|9MLV|aVULN
394	36321 61236	   	163.59	ACR|2AART|2VULN|2CDMG	1aCGEN|2RCR|37AART|4RCVC|56DUST|8aVULN|9aCDMG|aBPWR
395	36332 31475	   	163.59	ACR|2AART|2VULN|1DMG	18CGEN|2RCR|39AART|4BELT|58VULN|6MBVNT|78ERES|8BPWR|aDMG
396	36332 37523	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|38AART|4BELT|5VULN|6MBVNT|7aDMG|9LHND
397	36332 41236	   	163.59	ACR|2AART|2VULN|2CDMG	1aCGEN|2RCR|39AART|4BELT|5aVULN|6ERES|7DUST|8aCDMG|aBPWR
398	36332 61236	   	163.59	ACR|2AART|2VULN|2CDMG	1aCGEN|2RCR|39AART|4BELT|5aVULN|6DUST|7ERES|8aCDMG|aBPWR
399	36345 13221	   	163.59	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|39AART|4MLV|5aVULN|6DMG|7DMSP|8DUST
400	36353 11251	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4LHND|56DMG|8TLV|9FEWX|aVULN
401	36353 11611	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4LHND|56DMG|8VULN|9RPLT|aDUST
402	36353 11612	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4LHND|56DMG|8VULN|9RPLT|aERES
403	36353 11633	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4LHND|56DMG|8VULN|9BELT|aDUST
404	36332 34434	   	163.59	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|39AART|4BELT|58VULN|6MBVNT|7LWND|aDMG
405	36353 22151	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|38AART|4LHND|59DMG|6FEWX|7ERES|aVULN
406	31113 11151	   	163.52	ACR|3DMG|1AART|1CDMG|1DUR	1CGEN|2FEWX|3RCR|4DLOT|56aDMG|7AART|8DUR|9CDMG
407	32113 11133	   	163.52	ACR|3DMG|1AART|1FLTHEA|1DUR	1CGEN|2DUR|3RCR|4DLOT|569DMG|7AART|8RCVC|aFLTHEA
408	32113 11134	   	163.52	ACR|3DMG|1AART|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|569DMG|7AART|8RCVC|aCDMG
409	32113 11651	   	163.52	ACR|3DMG|1AART|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|56aDMG|7AART|8BEXP|9CDMG
410	36313 11251	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4DUST|56DMG|8TLV|9FEWX|aVULN
411	36313 11622	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4DUST|56DMG|8LWND|9VULN|aERES
412	36313 13121	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|39AART|4DUST|56DMG|7LWND|8ERES|aVULN
413	36313 14116	 * 	163.49	ACR|2AART|2DMG|2CDMG	1CGEN|2RCR|3aAART|4DUST|56DMG|79CDMG|8BEXP
414	36313 16121	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|39AART|4DUST|56DMG|7ERES|8LWND|aVULN
415	36313 16521	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|39AART|4DUST|56DMG|7ERES|8LHND|aVULN
416	36322 32561	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4RCVC|56ERES|89DMG|aVULN
417	36332 31134	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|39AART|4BELT|5VULN|6MBVNT|7ERES|8aDMG
418	36353 16221	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|39AART|4LHND|56DMG|7ERES|8DUST|aVULN
419	36313 11521	 * 	163.46	ACR|3DMG|3AART	1CGEN|2RCR|378AART|4DUST|56aDMG|9LIT
420	36313 11543	   	163.46	ACR|3DMG|3AART	1aCGEN|2RCR|378AART|4DUST|569DMG
421	36413 11225	   	163.39	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3LHND|4DLOT|56DMG|7AART|8VULN|9MLV|aCDMG
422	36413 11253	   	163.39	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3LHND|4DLOT|56DMG|7AART|8VULN|9CDMG|aFEWX
423	36413 51221	   	163.39	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3LHND|4DLOT|5aDMG|6CDMG|7AART|8MLV|9VULN
424	25314 32848	   	163.33	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2AART|35RCVC|4MBVNT|6RCR|78VULN|9CDMG|aDMG
425	52221 31614	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3CDMG|4NUKE|5CGEN|6DMG|7RCR|89VULN|aAART
426	64112 22151	 * 	163.30	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1LHND|27ASPD|3RCR|4DLOT|5VULN|6DUR|8AART|9CDMG|aDMG
427	36332 24111	   	163.25	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6BEXP|7ZMB|8DMG|aFEWX
428	36332 24116	   	163.25	ACR|2VULN|1AART|1DMG|1ZMB	1aCGEN|2RCR|3AART|4BELT|59VULN|6BEXP|7ZMB|8DMG
429	36333 64311	   	163.25	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|5ZMB|6aFEWX|7DMG|89VULN
430	36333 64313	   	163.25	ACR|2VULN|1AART|1DMG|1ZMB	1aCGEN|2RCR|3AART|4BELT|5ZMB|6FEWX|7DMG|89VULN
431	36332 24523	   	163.25	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6BEXP|7ZMB|8FEWX|aDMG
432	42254 21226	   	163.21	DCR|2VULN|2DMG|1AART	1aCANSTR|2aDMG|3MBVNT|48LHND|5ERES|6RCR|7aVULN|9AART|aBPWR
433	36313 11541	   	163.21	ACR|3DMG|3AART|1SELL	1CGEN|2RCR|378AART|4DUST|569DMG|aSELL
434	36333 23422	   	163.16	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1CGEN|2RCR|3AART|4BELT|5aZMB|6LIT|7VULN|8DMG|9CDMG
435	36341 12241	   	163.16	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1CGEN|2RCR|3AART|4MLV|5LWND|6DMG|79ZMB|8CDMG|aVULN
436	36312 32216	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4DUST|57VULN|6LHND|8FEWX|9DMG|aZMB
437	36312 56213	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4DUST|5aVULN|6RMIN|7ZMB|8FEWX|9DMG
438	36315 11252	   	163.15	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2RCR|3AART|4DUST|5ZMB|69DMG|7RPLT|8MLV|aVULN
439	36332 24112	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6BEXP|7ZMB|8DMG|aTLV
440	36332 35111	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7ZMB|8DMG|aFEWX
441	36332 35117	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1aCGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7ZMB|8DMG
442	36332 35118	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7ZMB|8DMG|aLIT
443	36332 35144	   	163.15	ACR|2DMG|1AART|1VULN|1ZMB	19CGEN|2RCR|3AART|4BELT|5VULN|6MBVNT|7ZMB|8aDMG
444	36332 37311	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7DMG|8ZMB|aFEWX
445	36332 37317	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1aCGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7DMG|8ZMB
446	36332 37318	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7DMG|8ZMB|aLIT
447	36332 37344	   	163.15	ACR|2DMG|1AART|1VULN|1ZMB	19CGEN|2RCR|3AART|4BELT|5VULN|6MBVNT|7aDMG|8ZMB
448	36332 64111	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6DUST|7ZMB|8DMG|aFEWX
449	36341 12151	   	163.15	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2RCR|3AART|4MLV|5LWND|69DMG|7ZMB|8ERES|aVULN
450	36352 12216	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4LHND|57VULN|6DUST|8FEWX|9DMG|aZMB
451	36352 32211	   	163.15	ACR|2VULN|1AART|2CDMG|1ZMB	1CGEN|2RCR|3AART|46LHND|5aVULN|7ZMB|89CDMG
452	36353 13216	   	163.15	ACR|2DMG|1AART|2CDMG|1ZMB	1CGEN|2RCR|3AART|4LHND|56DMG|7LWND|89CDMG|aZMB
453	36332 35623	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7ZMB|8FEWX|aDMG
454	36333 22246	   	163.15	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2RCR|3AART|4BELT|5ZMB|6LIT|7SNIHEL|89DMG|aVULN
455	32155 41311	   	163.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	14CGEN|2DUR|3RCR|57AART|6DMG|8RPLT|9CDMG|aVULN
456	36312 43163	   	163.05	ACR|2VULN|1AART|2CDMG|1ZMB	19CGEN|2RCR|3AART|49DUST|58VULN|6ERES|79CDMG|9BPWR|aZMB
457	36313 13216	   	163.05	ACR|2DMG|1AART|2CDMG|1ZMB	1CGEN|2RCR|3AART|4DUST|56DMG|7LWND|89CDMG|aZMB
458	36332 35112	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7ZMB|8DMG|aTLV
459	36332 37312	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7DMG|8ZMB|aTLV
460	36332 64112	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4BELT|59VULN|6DUST|7ZMB|8DMG|aTLV
461	36355 11322	 * 	163.04	ACR|3ZMB|1AART|1DMG|1VULN	1CGEN|2RCR|3AART|4LHND|589ZMB|6DMG|7RPLT|aVULN
462	11353 63113	   	163.03	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1BELT|29ZMB|3AART|4RCR|5ASPD|69VULN|7RPLT|89LIT|9BPWR|aCDMG
463	36332 24113	   	163.00	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1CGEN|2RCR|3AART|4BELT|59VULN|6BEXP|7ZMB|8DMG|aSELL
464	11333 64314	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4FEWX|5RCR|6CGEN|7DMG|89VULN|aASPD
465	11333 64315	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2ZMB|3AART|4FEWX|5RCR|6CGEN|7DMG|89VULN|aDUR
466	11313 16115	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4LWND|5RCR|6RPLT|78VULN|9ASPD|aDMG
467	36312 43113	   	162.95	ACR|2VULN|1AART|2CDMG|1ZMB	1CGEN|2RCR|3AART|4DUST|58VULN|6ERES|79CDMG|aZMB
468	36315 11322	   	162.94	ACR|3ZMB|1AART|1VULN|1DMG	1CGEN|2RCR|3AART|4DUST|589ZMB|6DMG|7RPLT|aVULN
469	31112 22125	   	162.92	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2FEWX|3RCR|4DLOT|579VULN|6DUR|8AART|aCDMG
470	32112 32125	   	162.92	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|579VULN|6FEWX|8AART|aCDMG
471	32112 62125	   	162.92	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|579VULN|6LHND|8AART|aCDMG
472	25211 31562	   	162.92	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1SELL|2AART|3ASPD|4DMG|5RMIN|6ZMB|79VULN|8RCR|aRCVC
473	25211 31563	   	162.92	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1SELL|2AART|3ASPD|4DMG|5aRMIN|6ZMB|79VULN|8RCR
474	36332 35113	   	162.90	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7ZMB|8DMG|aSELL
475	36332 37313	   	162.90	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7DMG|8ZMB|aSELL
476	36332 64113	   	162.90	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1CGEN|2RCR|3AART|4BELT|59VULN|6DUST|7ZMB|8DMG|aSELL
477	11333 44314	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4FEWX|5RCR|6ERES|7DMG|89VULN|aASPD
478	11333 44315	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2ZMB|3AART|4FEWX|5RCR|6ERES|7DMG|89VULN|aDUR
479	36313 64322	   	162.83	ACR|2AART|1DMG|1CDMG|2DUR|1ZMB	1CGEN|2RCR|36AART|4DUST|5DMG|7CDMG|8ZMB|9aDUR
480	25211 31522	   	162.82	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1SELL|2AART|3ASPD|4DMG|5RMIN|6ZMB|7aVULN|8RCR|9DUST
481	36512 32131	   	162.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3BEXP|4DLOT|57VULN|6LHND|8AART|9CDMG|aDMG
482	23333 38813	   	162.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|2SELL	13SELL|2DUR|4MBVNT|5RCR|6CDMG|7AART|8aVULN|9DMG
483	31112 22355	   	162.62	ACR|3VULN|2DMG|1DUR	1aCGEN|2FEWX|3RCR|4DLOT|57aVULN|6DUR|8BASICY|9aDMG|aBPWR
484	31112 24256	   	162.62	ACR|3VULN|2DMG|1DUR	1aCGEN|2FEWX|3RCR|4DLOT|58aVULN|6DUR|7ERES|9aDMG|aBPWR
485	32112 32355	   	162.62	ACR|3VULN|2DMG|1DUR	1aCGEN|2DUR|3RCR|4DLOT|57aVULN|6FEWX|8BASICY|9aDMG|aBPWR
486	32112 34256	   	162.62	ACR|3VULN|2DMG|1DUR	1aCGEN|2DUR|3RCR|4DLOT|58aVULN|6FEWX|7ERES|9aDMG|aBPWR
487	32112 41256	   	162.62	ACR|3VULN|2DMG|1DUR	1aCGEN|2DUR|3RCR|4DLOT|58aVULN|6ERES|7LWND|9aDMG|aBPWR
488	22153 64121	 * 	162.62	DCR|2VULN|2AART|1CDMG|1ZMB|1SELL	1SELL|2ZMB|3DUST|4aVULN|5CDMG|6RCR|79AART|8ERES
