0	Index      	 *	Score 	Summary	Detail	
1	63524 23332	 * 	197.87	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUR|48aVULN|5DMG|6RCR|7LHND|9ZMB
163	63314 22313	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7DMSP|9ZMB|aRMIN
164	63314 22314	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4aFEWX|5DMG|6RCR|7DMSP|9ZMB
165	63314 22316	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7DMSP|9ZMB|aCGEN
166	63314 22632	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aVULN|4FEWX|5DMG|6RCR|7DMSP|8LWND|9ZMB
167	63314 23336	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7LHND|9ZMB|aLIT
168	63334 22232	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aVULN|4BEXP|5DMG|6RCR|7DMSP|8FEWX|9ZMB
169	63334 22532	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aVULN|4BEXP|5DMG|6RCR|7DMSP|8LHND|9ZMB
170	63334 23336	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4BEXP|5DMG|6RCR|7LHND|9ZMB|aLIT
171	63334 24232	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aVULN|47BEXP|5DMG|6RCR|8FEWX|9ZMB
172	63334 25112	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|37VULN|48BEXP|5DMG|6RCR|9ZMB|aBELT
173	63334 25113	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|37VULN|48BEXP|5DMG|6RCR|9ZMB|aRMIN
174	63334 25122	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|37VULN|48BEXP|5DMG|6RCR|9LIT|aZMB
175	63334 26132	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aVULN|4BEXP|5DMG|6RCR|78LWND|9ZMB
176	63362 21351	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|39VULN|4ZMB|5LWND|6RCR|7RMIN|8DMG|aFEWX
177	63363 21351	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|39VULN|4ZMB|5aFEWX|6RCR|7RMIN|8DMG
178	63363 22335	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4ZMB|5FEWX|6RCR|7DMSP|9RMIN|aDMG
179	62154 21332	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CGEN|3aVULN|4LWND|5CDMG|6RCR|7RMIN|8DMG|9ZMB
180	62262 21332	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CGEN|3CDMG|4aVULN|5LWND|6RCR|7RMIN|8DMG|9ZMB
181	62263 21332	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CGEN|3CDMG|4aVULN|5FEWX|6RCR|7RMIN|8DMG|9ZMB
182	63314 23331	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7LHND|9ZMB|aDUST
183	63314 23334	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7LHND|9ZMB|aTLV
184	63314 23335	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7LHND|9ZMB|aERES
185	63314 24331	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7BEXP|9ZMB|aDUST
186	63314 25332	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7DUST|9ZMB|aBELT
187	63314 25333	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7DUST|9ZMB|aRMIN
188	63334 23331	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4BEXP|5DMG|6RCR|7LHND|9ZMB|aDUST
189	63334 23334	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4BEXP|5DMG|6RCR|7LHND|9ZMB|aTLV
190	63334 23335	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4BEXP|5DMG|6RCR|7LHND|9ZMB|aERES
191	63334 25231	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|37VULN|4BEXP|5DMG|6RCR|8FEWX|9ZMB|aDUST
192	63334 25332	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|37VULN|4BEXP|5DMG|6RCR|8DUST|9ZMB|aBELT
193	63334 25333	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|37VULN|4BEXP|5DMG|6RCR|8DUST|9ZMB|aRMIN
194	63334 26331	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4BEXP|5DMG|6RCR|7LWND|9ZMB|aDUST
195	63362 21362	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aVULN|4ZMB|5LWND|6RCR|7RMIN|8DMG|9ERES
196	63363 21312	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aVULN|4ZMB|5FEWX|6RCR|7RMIN|8DMG|9BASICY
197	63363 21352	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|39VULN|4ZMB|5FEWX|6RCR|7RMIN|8DMG|aSNIHEL
198	63363 21353	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|39VULN|4ZMB|5FEWX|6RCR|7RMIN|8DMG|aDUST
199	63363 21362	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aVULN|4ZMB|5FEWX|6RCR|7RMIN|8DMG|9ERES
200	63363 22324	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4ZMB|5FEWX|6RCR|7DMSP|9MBVNT|aDMG
201	63314 25331	   	175.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7aDUST|9ZMB
202	63334 25331	   	175.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|37VULN|4BEXP|5DMG|6RCR|8aDUST|9ZMB
203	63361 31311	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7DUR|9RCR|aFEWX
204	63361 31315	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7DUR|9RCR|aDMSP
205	63361 34313	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7LWND|9RCR|aDUR
206	63361 36313	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7LHND|9RCR|aDUR
207	63361 31316	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7DUR|9RCR|aDUST
208	63361 33313	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|38VULN|4ZMB|5MLV|6DMG|7DUST|9RCR|aDUR
209	35142 15222	 * 	174.89	ACR|4VULN|1AART|1CDMG	1LHND|2RCR|3LEGI|4AART|5CDMG|6BEXP|789aVULN
210	31121 24332	   	174.72	DCR|2AART|2VULN|1DMG|1CDMG	19LHND|2DMG|3aAART|49LWND|5CDMG|6RCR|7BEXP|89VULN|9BPWR
211	31121 25332	   	174.62	DCR|2AART|2VULN|1DMG|1CDMG	19LHND|2DMG|3aAART|49LWND|5CDMG|6RCR|7DUST|89VULN|9BPWR
212	33253 53114	   	174.54	DCR|3VULN|2DMG|2DUR|1ASPD	1LHND|2aDUR|3ERES|4ASPD|58aVULN|6RCR|7FEWX|9aDMG|aBPWR
213	31121 22131	   	174.52	DCR|2AART|2DMG|1VULN|1CDMG	1LHND|2aDMG|37AART|4LWND|5CDMG|6RCR|8BEXP|9VULN
214	31121 22133	   	174.52	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|37AART|4LWND|5CDMG|6RCR|8BEXP|9aVULN
215	31121 22351	   	174.52	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|37AART|4LWND|5CDMG|6RCR|89VULN|aFEWX
216	31121 22355	   	174.52	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|37AART|4aLWND|5CDMG|6RCR|89VULN
217	31121 22631	   	174.52	DCR|2AART|2DMG|1VULN|1CDMG	1LHND|2aDMG|37AART|4LWND|5CDMG|6RCR|8FEWX|9VULN
218	31121 22633	   	174.52	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|37AART|4LWND|5CDMG|6RCR|8FEWX|9aVULN
219	63233 72316	   	174.52	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3RCVC|4RPLT|5MBVNT|6RCR|7ASPD|8DMG|9aVULN
220	31121 22362	   	174.42	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|37AART|4LWND|5CDMG|6RCR|8aVULN|9ERES
221	31131 42312	 * 	174.42	DCR|2AART|2DMG|1VULN|2ASPD	1LHND|24DMG|38AART|5BEXP|6RCR|79ASPD|aVULN
222	62112 36236	 * 	174.37	DCR|3DMG|2VULN|1AART	1AART|24CGEN|36VULN|569DMG|6BPWR|7LWND|8LIT|aRCR
223	26233 22134	   	174.25	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB|1SELL	1LIT|24CDMG|34VULN|4BPWR|5SELL|6BEXP|7RCR|8DMG|9AART|aZMB
224	31525 34633	 * 	174.17	DCR|3VULN|2DMG|1AART	15LHND|2aDMG|347VULN|6MBVNT|8RCR|9AART
225	26233 52134	   	174.15	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB|1SELL	1LIT|24CDMG|34VULN|4BPWR|5SELL|6DUST|7RCR|8DMG|9AART|aZMB
226	31134 41315	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|24DMG|3AART|5VULN|6RCR|7LWND|8MGNSTR|9ZMB|aCDMG
227	41242 25123	 * 	174.08	DCR|3DMG|1AART|3CDMG|1VULN|1DUR|2MSE	18MSE|258DMG|358CDMG|4AART|58BPWR|6RCR|7BELT|9VULN|aDUR
228	63524 23323	   	173.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|48VULN|5DMG|6RCR|7LHND|9aRCVC
229	31134 41331	   	173.95	DCR|2VULN|2DMG|1AART|1DUR	1LHND|24DMG|3AART|59VULN|6RCR|7LWND|8MGNSTR|aDUR
230	31134 46331	   	173.95	DCR|2VULN|2DMG|1AART|1DUR	1LHND|24DMG|3AART|59VULN|6RCR|7FEWX|8MGNSTR|aDUR
231	31136 51412	 * 	173.72	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1LHND|24DMG|3AART|5ZMB|6VULN|7DUR|8BASHEA|9RCR|aFLTHEA
232	32256 22341	   	173.68	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2CDMG|3LWND|4ZMB|57AART|6RCR|8VULN|9DUR|aDMG
233	31242 13343	 * 	173.65	DCR|3DMG|2VULN|1CDMG|1DUR	1LHND|29aDMG|3CDMG|4DUR|59VULN|6BEXP|7RCR|89LIT|9BPWR
234	63362 22153	   	173.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|2CDMG|39VULN|4ZMB|5LWND|6RCR|8BEXP|aDUR
235	63362 22333	   	173.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|2CDMG|38VULN|4ZMB|5LWND|6RCR|9RMIN|aDUR
236	63362 22352	   	173.60	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	17AART|2CDMG|38VULN|4ZMB|5LWND|6RCR|9ASPD|aFEWX
237	62263 22532	   	173.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|2CGEN|3CDMG|4aVULN|5FEWX|6RCR|8DUR|9ZMB
238	62265 22132	   	173.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|2CGEN|3CDMG|4aVULN|5DUR|6RCR|8BEXP|9ZMB
239	63363 21432	   	173.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	18AART|2CDMG|3aVULN|4ZMB|5FEWX|6RCR|7RMIN|9DUR
240	63451 21332	   	173.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	14AART|2CDMG|3FEWX|5MLV|6RCR|7DUR|8aVULN|9ZMB
241	14323 11414	   	173.55	DCR|3VULN|2DMG|1CDMG|1DUR	1aMLV|24aVULN|3LEGI|5CDMG|6DUR|7RCR|8aDMG|9RPLT|aBPWR
242	31242 53343	   	173.55	DCR|3DMG|2VULN|1CDMG|1DUR	1LHND|29aDMG|3CDMG|4DUR|59VULN|6DUST|7RCR|89LIT|9BPWR
243	33611 42322	   	173.55	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	13LHND|2DUR|49DMG|58AART|6RCR|7ASPD|aVULN
244	63362 22323	   	173.50	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	17AART|2CDMG|38VULN|4ZMB|5LWND|6RCR|9MBVNT|aDUR
245	63362 22324	   	173.50	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	17AART|2CDMG|38VULN|4ZMB|5LWND|6RCR|9MBVNT|aASPD
246	31131 35421	   	173.46	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|24DMG|3AART|5BEXP|6CDMG|7BELT|8aVULN|9RCR
247	31523 25211	 * 	173.46	DCR|5VULN|1DMG|1CDMG	1LHND|2DMG|3469aVULN|5CDMG|7BEXP|8RCR
248	31542 25211	   	173.46	DCR|5VULN|1DMG|1CDMG	1LHND|2DMG|3569aVULN|4CDMG|7BEXP|8RCR
249	14413 11421	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1MLV|29aVULN|3CGEN|48DMG|5CDMG|6DUR|7RCR
250	15313 11421	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1MLV|2CGEN|39aVULN|48DMG|5CDMG|6DUR|7RCR
251	31523 11412	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1LHND|28DMG|349VULN|5CDMG|6DUR|7RCR|aRPLT
252	31523 11415	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1LHND|28DMG|349VULN|5CDMG|6DUR|7RCR|aBEXP
253	31523 11416	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1LHND|28DMG|349VULN|5CDMG|6DUR|7RCR|aFEWX
254	31523 11461	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	19LHND|28DMG|34aVULN|5CDMG|6DUR|7RCR
255	31542 11412	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1LHND|28DMG|359VULN|4CDMG|6DUR|7RCR|aRPLT
256	31543 11411	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	15LHND|28DMG|39aVULN|4CDMG|6DUR|7RCR
257	31523 31414	   	173.45	DCR|3VULN|2DMG|1CDMG|1ASPD	1LHND|28DMG|349VULN|5CDMG|6FEWX|7RCR|aASPD
258	31523 21211	   	173.36	DCR|5VULN|1DMG|1CDMG	1LHND|2DMG|3469aVULN|5CDMG|7DUST|8RCR
259	31542 21211	   	173.36	DCR|5VULN|1DMG|1CDMG	1LHND|2DMG|3569aVULN|4CDMG|7DUST|8RCR
260	55313 11421	   	173.35	DCR|3VULN|2DMG|1CDMG|1DUR	1ERES|2CGEN|39aVULN|48DMG|5CDMG|6DUR|7RCR
261	31546 22321	   	173.32	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|38VULN|4CDMG|57AART|6RCR|9LIT|aBEXP
262	31546 22322	   	173.32	DCR|2AART|2VULN|1DMG|1CDMG	1aLHND|2DMG|38VULN|4CDMG|57AART|6RCR|9LIT
263	31546 22331	   	173.32	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|38VULN|4CDMG|57AART|6RCR|9aFEWX
264	31546 23213	   	173.32	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|3aVULN|4CDMG|59AART|6RCR|7LIT|8MLV
265	61143 22115	   	173.32	DCR|2AART|2VULN|1DMG|1CDMG	15AART|2RPLT|3LHND|4DMG|6RMIN|7RCR|8CDMG|9aVULN
266	31546 22323	   	173.22	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|38VULN|4CDMG|57AART|6RCR|9LIT|aBASHEA
267	31546 22332	   	173.22	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|38VULN|4CDMG|57AART|6RCR|9FEWX|aSNIHEL
268	31546 22333	   	173.22	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DMG|38VULN|4CDMG|57AART|6RCR|9FEWX|aDUST
269	62336 41323	   	173.12	DCR|3DMG|1AART|1VULN|1DUR	1AART|2CGEN|3DUR|4ERES|589DMG|6RCR|7LWND|aVULN
270	32256 24331	   	173.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19LHND|2CDMG|39LWND|4ZMB|5AART|6RCR|7BEXP|89VULN|9BPWR|aDMG
271	63313 31342	   	173.06	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	15AART|2CDMG|38VULN|4FEWX|6DMG|7DUR|9BELT|aRCR
272	65122 43133	   	173.01	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|2DUST|3LIT|49DMG|5ZMB|6ASPD|7RCR|8VULN|aDUR
273	32256 25331	   	172.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19LHND|2CDMG|39LWND|4ZMB|5AART|6RCR|7DUST|89VULN|9BPWR|aDMG
274	31234 21413	 * 	172.93	DCR|3DMG|2VULN|2CDMG	1LHND|248DMG|34CDMG|4BPWR|59BEXP|6aVULN|7RCR
275	31234 21433	   	172.93	DCR|3DMG|2VULN|2CDMG	19LHND|248DMG|34CDMG|4BPWR|5BEXP|6aVULN|7RCR
276	31234 21611	 * 	172.93	DCR|3VULN|2DMG|2CDMG	18LHND|24DMG|34CDMG|4BPWR|5BEXP|69aVULN|7RCR
277	63362 22361	 * 	172.88	DCR|2AART|2VULN|2CDMG|1ZMB	17AART|2aCDMG|38VULN|4ZMB|5LWND|6RCR|9CANHEL
278	63314 23324	   	172.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|38VULN|4FEWX|5DMG|6RCR|7LHND|9RCVC|aDUR
279	63334 23323	   	172.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|38VULN|4BEXP|5DMG|6RCR|7LHND|9RCVC|aDUR
280	63334 26323	   	172.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|38VULN|4BEXP|5DMG|6RCR|7LWND|9RCVC|aDUR
281	63524 21232	   	172.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|4aVULN|5DMG|6RCR|7RMIN|8LHND|9RCVC
282	63524 23321	   	172.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUR|48VULN|5DMG|6RCR|7LHND|9RCVC|aFEWX
283	14346 21332	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2aVULN|3LEGI|4CDMG|5AART|6RCR|7RMIN|8DMG|9ZMB
284	65122 23111	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DUST|3LIT|4DMG|5ZMB|6CGEN|7RCR|8aVULN|9CDMG
285	65122 23131	   	172.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2DUST|3LIT|49DMG|5ZMB|6CGEN|7RCR|8VULN|aCDMG
286	31523 31332	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|34aVULN|5CDMG|6FEWX|7RCR|8MLV|9AART
287	31523 61332	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|34aVULN|5CDMG|6BEXP|7RCR|8MLV|9AART
288	31542 31332	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|35aVULN|4CDMG|6FEWX|7RCR|8MLV|9AART
289	31542 61332	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|35aVULN|4CDMG|6BEXP|7RCR|8MLV|9AART
290	63331 33231	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|38aVULN|4BEXP|5LWND|6DMG|7LIT|9RCR
291	63334 25323	   	172.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|37VULN|4BEXP|5DMG|6RCR|8DUST|9RCVC|aDUR
292	31134 44233	   	172.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1LHND|24DMG|3AART|5VULN|6RCR|7ZMB|8RMIN|9aDUR
293	31134 44321	   	172.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1LHND|24DMG|3AART|5VULN|6RCR|7ZMB|89DUR|aMLV
294	31134 44323	   	172.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1LHND|24DMG|3AART|5VULN|6RCR|7ZMB|89DUR|aDMSP
295	14323 31432	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1MLV|24aVULN|3LEGI|5CDMG|6FEWX|7RCR|8DMG|9AART
296	14323 61432	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1MLV|24aVULN|3LEGI|5CDMG|6BEXP|7RCR|8DMG|9AART
297	14342 31432	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1MLV|25aVULN|3LEGI|4CDMG|6FEWX|7RCR|8DMG|9AART
298	31134 44333	   	172.56	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1LHND|24DMG|3AART|5VULN|6RCR|7ZMB|8aDUR|9TLV
299	63314 21333	   	172.52	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4FEWX|58DMG|6RCR|7RMIN|9DUR|aRCVC
300	63314 23263	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|39VULN|4FEWX|5DMG|6RCR|7LHND|8ASPD|aRCVC
301	63334 23263	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|39VULN|4BEXP|5DMG|6RCR|7LHND|8ASPD|aRCVC
302	63524 21313	   	172.52	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3DUR|4VULN|58DMG|6RCR|7RMIN|9FEWX|aRCVC
303	35223 14311	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1LHND|2RCR|3ERES|45VULN|69DMG|7LWND|8DUR|aAART
304	61143 15331	   	172.46	DCR|2AART|2VULN|2DMG	15AART|2RPLT|3LHND|4aDMG|6BEXP|78VULN|9RCR
305	31131 44322	   	172.40	DCR|2AART|2DMG|1CDMG|1ZMB|1DUR	1LHND|24DMG|38AART|5BEXP|6RCR|7ZMB|9DUR|aCDMG
306	31131 44622	   	172.40	DCR|2AART|2DMG|1CDMG|1ZMB|1DUR	1LHND|24DMG|39AART|5BEXP|6RCR|7ZMB|8DUR|aCDMG
307	62162 31226	   	172.37	DCR|2AART|2DMG|2VULN	14AART|28CGEN|36VULN|56DMG|6BPWR|7RCVC|9LIT|aRCR
308	62522 31226	   	172.37	DCR|2AART|2DMG|2VULN	13AART|28CGEN|46VULN|56DMG|6BPWR|7RCVC|9LIT|aRCR
309	35142 15211	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2RCR|3LEGI|4AART|5CDMG|6BEXP|78VULN|9ASPD|aDMG
310	35142 35211	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2RCR|3LEGI|4AART|5CDMG|6DUST|78VULN|9ASPD|aDMG
311	31134 41532	   	172.02	DCR|3DMG|1AART|1VULN|1DUR	1LHND|249DMG|3AART|5VULN|6RCR|7LWND|8DUR|aRMIN
312	11135 23325	   	172.02	DCR|3DMG|1AART|1VULN|1ASPD	1MLV|2FEWX|3AART|489DMG|5LWND|6RCR|7ASPD|aVULN
313	31134 41511	   	171.92	DCR|3DMG|1AART|1VULN|1DUR	1LHND|24aDMG|3AART|5VULN|6RCR|7LWND|8DUR|9DUST
314	31134 42313	   	171.92	DCR|3DMG|1AART|1VULN|1ASPD	1LHND|24aDMG|3AART|5VULN|6RCR|7ERES|8DMSP|9ASPD
315	31134 45313	   	171.92	DCR|3DMG|1AART|1VULN|1ASPD	1LHND|24aDMG|3AART|5VULN|6RCR|7TLV|8DMSP|9ASPD
316	31134 41621	   	171.92	DCR|3DMG|1AART|1VULN|1DUR	1LHND|249DMG|3AART|5VULN|6RCR|7LWND|8DUST|aDUR
317	31521 34412	 * 	171.92	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1LHND|2DMG|34VULN|5DUR|6AART|7ZMB|8BASHEA|9RCR|aFLTHEA
318	31131 44342	   	171.88	DCR|2AART|2DMG|1VULN|1ZMB	19LHND|24DMG|38AART|5BEXP|6RCR|7ZMB|aVULN
319	31131 44352	   	171.88	DCR|2AART|2DMG|1VULN|1ZMB	1LHND|24DMG|38AART|59BEXP|6RCR|7ZMB|aVULN
320	31131 44362	   	171.88	DCR|2AART|2DMG|1VULN|1ZMB	1LHND|24DMG|38AART|5BEXP|6RCR|7ZMB|9RPLT|aVULN
321	31134 44111	   	171.88	DCR|2AART|2DMG|1VULN|1ZMB	1LHND|24DMG|3aAART|5VULN|6RCR|7ZMB|8BELT|9DMSP
322	31164 41312	   	171.88	DCR|2AART|2VULN|1DMG|1ZMB	1LHND|2DMG|34AART|5aVULN|6RCR|7LWND|8MGNSTR|9ZMB
323	31523 25213	   	171.63	DCR|4VULN|1DMG|1CDMG|1ZMB	1LHND|2DMG|3469VULN|5CDMG|7BEXP|8RCR|aZMB
324	31542 25213	   	171.63	DCR|4VULN|1DMG|1CDMG|1ZMB	1LHND|2DMG|3569VULN|4CDMG|7BEXP|8RCR|aZMB
