0	Index      	 *	Score 	Summary	Detail	
1	21131 42326	 * 	198.64	DCR|5VULN|2DMG|3DUR	179LIT|2479aVULN|357DUR|6RCR|79BPWR|89DMG
175	21133 45236	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	1LIT|2458VULN|3DUR|6RCR|7DMG|9CDMG|aCGEN
176	21133 41355	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	1LIT|2459VULN|3DUR|6RCR|7CGEN|8CDMG|aDMG
177	21133 43235	   	172.27	DCR|4VULN|1DMG|1CDMG|1DUR	1LIT|2458VULN|3DUR|6RCR|7ERES|9CDMG|aDMG
178	21133 43355	   	172.27	DCR|4VULN|1DMG|1CDMG|1DUR	1LIT|2459VULN|3DUR|6RCR|7ERES|8CDMG|aDMG
179	12224 41262	 * 	172.18	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1SELL	1FEWX|29VULN|3CDMG|4SELL|5aASPD|6AART|7RCR|8DMG
180	13535 33523	   	172.14	DCR|3VULN|2DMG|2DUR|1ASPD	19FEWX|2ERES|39DMG|4ASPD|58DUR|69aVULN|7RCR|9BPWR
181	21133 45231	   	172.12	DCR|4VULN|1DMG|1CDMG|1DUR|1SELL	1LIT|2458VULN|3DUR|6RCR|7DMG|9CDMG|aSELL
182	21133 45251	   	172.12	DCR|4VULN|1DMG|1CDMG|1DUR|1SELL	1LIT|2458VULN|3DUR|6RCR|7DMG|9SELL|aCDMG
183	21133 45351	   	172.12	DCR|4VULN|1DMG|1CDMG|1DUR|1SELL	1LIT|2459VULN|3DUR|6RCR|7DMG|8CDMG|aSELL
184	24421 23222	   	171.84	ACR|2VULN|2DMG|1AART|1ZMB	13LIT|25DMG|4RCR|6FEWX|78VULN|9ZMB|aAART
185	41144 33237	   	171.83	DCR|3VULN|1AART|1DMG|1CDMG	1NUKE|245VULN|3MBVNT|4BPWR|6CDMG|7RCR|8DMG|9DUST|aAART
186	41221 41333	   	171.78	DCR|4VULN|1AART|1DMG	1NUKE|2569VULN|3SNIHEL|4RPLT|7AART|8RCR|aDMG
187	24421 43222	   	171.74	ACR|2VULN|2DMG|1AART|1ZMB	13LIT|25DMG|4RCR|6DUST|78VULN|9ZMB|aAART
188	21131 45341	   	171.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LIT|24VULN|35DUR|6RCR|7DMG|8CDMG|9AART|aBEXP
189	21133 34433	   	171.70	DCR|4VULN|2DMG|1DUR	19LIT|2459VULN|3DUR|6CGEN|79DMG|8RCR|9BPWR|aBEXP
190	21133 34435	   	171.70	DCR|4VULN|2DMG|1DUR	19aLIT|2459VULN|3DUR|6CGEN|79DMG|8RCR|9BPWR
191	24632 37213	   	171.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|29DMG|3ZMB|4CDMG|5MBVNT|6AART|7RCR|8RCVC|aVULN
192	21133 24433	   	171.60	DCR|4VULN|2DMG|1DUR	19LIT|2459VULN|3DUR|6TLV|79DMG|8RCR|9BPWR|aBEXP
193	21133 24435	   	171.60	DCR|4VULN|2DMG|1DUR	19aLIT|2459VULN|3DUR|6TLV|79DMG|8RCR|9BPWR
194	21133 34431	   	171.60	DCR|4VULN|2DMG|1DUR	19LIT|2459VULN|3DUR|6CGEN|79DMG|8RCR|9BPWR|aMBVNT
195	21133 45224	   	171.55	DCR|5VULN|1DMG|1DUR	1LIT|2458aVULN|3DUR|6RCR|7DMG|9MLV
196	21131 45412	   	171.51	DCR|3VULN|2DMG|3DUR	1aLIT|24aVULN|359DUR|6RCR|7aDMG|8DMSP|aBPWR
197	21133 24431	   	171.50	DCR|4VULN|2DMG|1DUR	19LIT|2459VULN|3DUR|6TLV|79DMG|8RCR|9BPWR|aMBVNT
198	21133 44135	   	171.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|245VULN|3DUR|6RCR|7RCVC|8ZMB|9CDMG|aDMG
199	21133 34424	   	171.46	DCR|4VULN|2DMG|1DUR|1SELL	1aLIT|245aVULN|3DUR|6CGEN|7aDMG|8RCR|9SELL|aBPWR
200	21133 24424	   	171.36	DCR|4VULN|2DMG|1DUR|1SELL	1aLIT|245aVULN|3DUR|6TLV|7aDMG|8RCR|9SELL|aBPWR
201	12653 41332	   	171.36	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|25VULN|3aDMG|4CGEN|6AART|7RCR|8DUR|9RCVC
202	21133 42311	   	171.17	DCR|4VULN|1AART|3DUR	17LIT|2457VULN|379DUR|6RCR|7BPWR|8RMIN|aAART
203	21131 45432	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LIT|24VULN|35DUR|6RCR|7DMG|8DMSP|9CDMG|aAART
204	41513 12412	   	170.88	DCR|4VULN|1AART|1DMG	1NUKE|257aVULN|3DMG|47BEXP|67LIT|7BPWR|8RCR|9AART
205	12225 41332	   	170.86	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1SELL	1FEWX|2VULN|3CDMG|4SELL|5aDMG|6AART|7RCR|89DUR
206	21131 34413	   	170.85	DCR|2VULN|2DMG|1AART|2DUR	1LIT|24VULN|35DUR|6CGEN|7aDMG|8RCR|9AART
207	21135 24413	   	170.85	DCR|2VULN|2DMG|1AART|2DUR	1LIT|24VULN|36DUR|5CGEN|7aDMG|8RCR|9AART
208	12624 41232	   	170.82	DCR|3DMG|1AART|1VULN|1ASPD	1FEWX|2VULN|38aDMG|4RCVC|5ASPD|6AART|7RCR|9DUST
209	24231 11211	   	170.81	DCR|3DMG|2VULN|1ZMB|1DUR	1LIT|29aDMG|38VULN|4CGEN|5DUR|6ZMB|7RCR
210	66313 33121	   	170.72	DCR|3VULN|2DMG|3DUR	1RCVC|239DUR|4LWND|569VULN|79DMG|8RCR|9BPWR|aBEXP
211	66313 33122	   	170.72	DCR|3VULN|2DMG|3DUR	1RCVC|239DUR|4LWND|569VULN|79DMG|8RCR|9BPWR|aLIT
212	66313 33123	   	170.72	DCR|3VULN|2DMG|3DUR	1RCVC|239DUR|4LWND|569VULN|79DMG|8RCR|9BPWR|aRMIN
213	66313 33124	   	170.72	DCR|3VULN|2DMG|3DUR	1RCVC|239DUR|4LWND|569VULN|79DMG|8RCR|9BPWR|aMLV
214	66313 33126	   	170.72	DCR|3VULN|2DMG|3DUR	1RCVC|239DUR|4LWND|569VULN|79DMG|8RCR|9BPWR|aCGEN
215	24241 11211	   	170.71	DCR|3DMG|2VULN|1ZMB|1DUR	1LIT|29aDMG|38VULN|4ERES|5DUR|6ZMB|7RCR
216	21133 42236	 * 	170.63	DCR|5VULN|1FLTHEA|2DUR	17LIT|2457aVULN|37DUR|6RCR|7BPWR|8BEXP|9FLTHEA
217	21133 42536	   	170.63	DCR|5VULN|1FLTHEA|2DUR	17LIT|2457aVULN|37DUR|6RCR|7BPWR|8FEWX|9FLTHEA
218	66313 33125	   	170.62	DCR|3VULN|2DMG|3DUR	1RCVC|239DUR|4LWND|569VULN|79DMG|8RCR|9BPWR|aVENICY
219	21131 42511	 * 	170.62	DCR|3VULN|1AART|3DUR|2ASPD	17LIT|247VULN|357DUR|6RCR|7BPWR|89ASPD|aAART
220	21551 12233	   	170.55	DCR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	17LIT|27VULN|3AIRHEA|4SELL|5ASPD|67DMG|7BPWR|8AART|9RCR|aDUR
221	21221 41342	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|23VULN|4TLV|5DMG|6RCR|7CGEN|8CDMG|9AART|aZMB
222	21222 45342	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|23VULN|4TLV|5CGEN|6RCR|7DMG|8CDMG|9AART|aZMB
223	65331 31325	   	170.36	DCR|3VULN|2DMG|2ASPD|1DUR	1RCVC|269VULN|3DUR|49ASPD|5LWND|7CGEN|89DMG|9BPWR|aRCR
224	65332 31325	   	170.36	DCR|3VULN|2DMG|2ASPD|1DUR	1RCVC|269VULN|3DUR|49ASPD|5FEWX|7CGEN|89DMG|9BPWR|aRCR
225	41146 27444	   	170.32	DCR|3VULN|2DMG|1CDMG|1ZMB	1NUKE|247VULN|3MBVNT|47BPWR|57DMG|67LWND|8CDMG|9ZMB|aRCR
226	12225 12412	   	170.29	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	17FEWX|27aVULN|3CDMG|4SELL|5DMG|67LIT|7BPWR|8RCR|9AART
227	21221 46342	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|23VULN|4TLV|5DMG|6RCR|7ERES|8CDMG|9AART|aZMB
228	12151 61136	 * 	170.06	DCR|2VULN|2DMG|2AART	1FEWX|26VULN|3TLV|47CGEN|56DMG|6BPWR|8RCR|9aAART
229	21244 42322	   	169.77	DCR|4VULN|2DMG	179LIT|2379VULN|457LWND|6RCR|79BPWR|89DMG|aCGEN
230	21244 42323	   	169.77	DCR|4VULN|2DMG	179LIT|2379VULN|457LWND|6RCR|79BPWR|89DMG|aRMIN
231	62325 41233	   	169.72	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2FEWX|3DUR|4TLV|58DMG|6AART|7RCR|9CDMG|aVULN
232	21244 42321	   	169.67	DCR|4VULN|2DMG	179LIT|2379VULN|457LWND|6RCR|79BPWR|89DMG|aMBVNT
233	13511 41341	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2ERES|35DMG|4BEXP|6AART|7RCR|8DUR|9aVULN
234	31511 41341	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2LHND|35DMG|4BEXP|6AART|7RCR|8DUR|9aVULN
235	41511 41131	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1NUKE|2aVULN|35DMG|4BEXP|6AART|7RCR|8LWND|9DUR
236	41513 41132	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1NUKE|25VULN|3aDMG|4BEXP|6AART|7RCR|8LWND|9DUR
237	41513 41212	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	1NUKE|25VULN|38DMG|4BEXP|6AART|7RCR|9RMIN|aASPD
238	61325 41233	   	169.62	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2DUST|3DUR|4TLV|58DMG|6AART|7RCR|9CDMG|aVULN
239	12151 61133	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	1FEWX|26VULN|3TLV|47CGEN|56DMG|6BPWR|8RCR|9AART|aZMB
240	21432 24423	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|26VULN|3ZMB|4CGEN|56ERES|6BPWR|7aDMG|8RCR|9AART
241	12225 43212	   	169.49	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1FEWX|2VULN|3CDMG|4SELL|58aDMG|6AART|7LHND|9RCR
242	12651 41332	   	169.42	DCR|3DMG|1AART|1VULN|1DUR	1FEWX|2VULN|35aDMG|4CGEN|6AART|7RCR|8DUR|9RCVC
243	21131 45363	   	169.31	DCR|2VULN|2DMG|3DUR|1CDMG	1LIT|24VULN|359DUR|6RCR|7aDMG|8CDMG
244	24421 52121	   	169.24	ACR|3VULN|3DMG	137LIT|257DMG|4RCR|679VULN|79BPWR|89LWND|aBEXP
245	24421 52221	   	169.24	ACR|3VULN|3DMG	137LIT|257DMG|4RCR|679VULN|79BPWR|89FEWX|aBEXP
246	24421 52223	   	169.24	ACR|3VULN|3DMG	137LIT|257DMG|4RCR|679VULN|79BPWR|89FEWX|aDMSP
247	24421 33362	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	13LIT|25DMG|4RCR|69DUR|7VULN|8CDMG|aAART
248	21244 42113	   	169.11	DCR|3VULN|2DMG|1CDMG	17LIT|237VULN|457LWND|6RCR|7BPWR|8CDMG|9aDMG
249	24423 31252	   	169.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	13LIT|29DMG|4RCR|5LWND|6CDMG|7VULN|8AART|aZMB
250	21133 41344	   	168.94	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|245VULN|3DUR|6RCR|7CGEN|8CDMG|9AART|aASPD
251	21131 34414	   	168.91	DCR|3VULN|1AART|1DMG|2DUR	1LIT|24aVULN|35DUR|6CGEN|7DMG|8RCR|9AART
252	24231 11311	 * 	168.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DMG|3VULN|4CGEN|5DUR|6ZMB|7RCR|8CDMG|9aAART
253	21133 43344	   	168.84	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|245VULN|3DUR|6RCR|7ERES|8CDMG|9AART|aASPD
254	12325 41613	   	168.82	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1FEWX|2VULN|3ERES|4RCVC|59DMG|6AART|7RCR|8CDMG|aASPD
255	21221 41355	   	168.81	DCR|3VULN|2DMG|1CDMG	1LIT|239VULN|4TLV|5aDMG|6RCR|7CGEN|8CDMG
256	21131 24412	   	168.81	DCR|3VULN|1AART|1DMG|2DUR	1LIT|24aVULN|35DUR|6TLV|7DMG|8RCR|9AART
257	21133 42134	   	168.80	DCR|4VULN|1CDMG|2DUR|1ZMB	17LIT|2457VULN|37DUR|6RCR|7BPWR|8ZMB|9CDMG|aLWND
258	41536 33331	 * 	168.79	DCR|3VULN|1DMG|2CDMG|2ASPD	1NUKE|25aVULN|3DMG|4aASPD|6aCDMG|7RCR|8BELT|9MBVNT|aBPWR
259	24241 11311	   	168.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DMG|3VULN|4ERES|5DUR|6ZMB|7RCR|8CDMG|9aAART
