0	Index      	 *	Score 	Summary	Detail	
1	21116 24311	 * 	198.97	DCR|4VULN|3ZMB|1AART|1DMG	17aLHND|2DMG|37aZMB|478aVULN|5DMSP|6AART|7aBPWR|9RCR
167	35212 16311	   	173.99	ACR|3VULN|2DMG|1AART	1BEXP|2DMSP|347VULN|5RCR|68DMG|9DLOT|aAART
168	15343 62123	   	173.92	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3aVULN|48DMG|5CDMG|6ZMB|7MLV|9ASPD
169	66212 12311	   	173.89	ACR|3VULN|2DMG|1AART	1DMSP|2DUST|347VULN|5RCR|68DMG|9DLOT|aAART
170	21133 25414	 * 	173.86	DCR|3DMG|1AART|2ZMB|1FLTHEA|1ASPD	1LHND|24aDMG|34ZMB|4BPWR|5MBVNT|6AART|7FLTHEA|8RCR|9ASPD
171	21132 63332	   	173.83	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1LHND|24DMG|34ZMB|4BPWR|5RMIN|6RCR|7VULN|8RPLT|9CDMG|aAART
172	15133 22243	   	173.82	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	16TLV|2RCR|3ZMB|4DUR|5CDMG|78DMG|9aVULN
173	15343 15112	   	173.82	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3aVULN|48DMG|5CDMG|6ASPD|7ZMB|9LEGI
174	31341 66323	   	173.72	DCR|3VULN|3DMG	1aBEXP|248DMG|379VULN|5RCVC|6RCR
175	15343 32122	 * 	173.64	ACR|2DMG|2AART|1VULN|1CDMG	1TLV|2RCR|3VULN|48DMG|5CDMG|6FEWX|7LWND|9aAART
176	15343 41122	   	173.64	ACR|2DMG|2AART|1VULN|1CDMG	1TLV|2RCR|3VULN|48DMG|5CDMG|6LHND|7BEXP|9aAART
177	15343 42122	   	173.64	ACR|2DMG|2AART|1VULN|1CDMG	1TLV|2RCR|3VULN|48DMG|5CDMG|6LHND|7LWND|9aAART
178	31341 66321	   	173.62	DCR|3VULN|3DMG	1BEXP|248DMG|379VULN|5RCVC|6RCR|aDUST
179	31341 66322	   	173.62	DCR|3VULN|3DMG	1BEXP|248DMG|379VULN|5RCVC|6RCR|aMBVNT
180	51341 62323	   	173.62	DCR|3VULN|3DMG	1DUST|248DMG|379VULN|5RCVC|6RCR|aRPLT
181	21333 65531	   	173.55	DCR|3VULN|2DMG|1CDMG|1DUR	1LHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8DUR|9CDMG|aFEWX
182	31341 23625	   	173.54	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|24DMG|38VULN|59RCVC|6AART|7CDMG|aRCR
183	51341 62321	   	173.52	DCR|3VULN|3DMG	1aDUST|248DMG|379VULN|5RCVC|6RCR
184	22243 63215	   	173.46	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|2RCVC|35VULN|48DMG|6RCR|7FEWX|9ASPD|aAART
185	51333 65113	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1DUST|26DMG|356VULN|4RPLT|6BPWR|7RCR|8DUR|9DMSP|aCDMG
186	51333 65131	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1DUST|26DMG|356VULN|4RPLT|6BPWR|7RCR|8DUR|9CDMG|aBELT
187	51333 65132	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1DUST|26DMG|356VULN|4RPLT|6BPWR|7RCR|8DUR|9CDMG|aDMSP
188	21133 28648	 * 	173.42	DCR|2DMG|3ZMB|1AART|1VULN	1LHND|24DMG|34aZMB|4BPWR|5MBVNT|6AART|7RCVC|8RCR|9VULN
189	22243 61215	   	173.36	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|2RCVC|35VULN|48DMG|6RCR|7DUST|9ASPD|aAART
190	52212 15343	   	173.35	ACR|3VULN|2AART|1DMG	1DUST|2RCVC|348VULN|5RCR|6DMG|79AART|aBEXP
191	52212 15361	   	173.35	ACR|3VULN|2AART|1DMG	1DUST|2RCVC|348VULN|5RCR|6DMG|7aAART|9DMSP
192	21323 53463	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2DMG|3aVULN|4CGEN|5CDMG|6RCR|7RCVC|8AART|9ZMB
193	52212 15342	   	173.25	ACR|3VULN|2AART|1DMG	1DUST|2RCVC|348VULN|5RCR|6DMG|79AART|aERES
194	21142 63212	   	173.21	DCR|3DMG|2VULN|1ZMB|1ASPD	1LHND|248DMG|3ZMB|5RMIN|6RCR|7aVULN|9ASPD
195	21343 62261	   	173.21	DCR|3DMG|2VULN|1ZMB|1DUR	1LHND|248DMG|35VULN|6RCR|7DUR|9LIT|aZMB
196	51142 62212	   	173.11	DCR|3DMG|2VULN|1ZMB|1ASPD	1DUST|248DMG|3ZMB|5RMIN|6RCR|7aVULN|9ASPD
197	15153 13124	 * 	173.09	ACR|2VULN|3ZMB|1DMG|2FLTHEA	149TLV|2RCR|34aZMB|4aBPWR|5MBVNT|6DMG|7aVULN|8aFLTHEA
198	15115 61133	 * 	172.95	ACR|2VULN|3ZMB|1DMG|2CDMG|1SELL	17TLV|2RCR|367ZMB|47VULN|5SELL|7BPWR|8DMG|9aCDMG
199	21333 65352	   	172.93	DCR|3VULN|2DMG|2CDMG	1LHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8CGEN|9aCDMG
200	45133 52321	 * 	172.92	ACR|2DMG|2ZMB|2ASPD|1CDMG|1FLTHEA|2DUR	1CGEN|2RCR|3aZMB|46DUR|5CDMG|7aDMG|8FLTHEA|9aASPD|aBPWR
201	31342 62151	   	172.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1BEXP|24DMG|3VULN|5DMSP|6RCR|7AART|8aDUR|9CDMG
202	31343 62151	   	172.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	15BEXP|24DMG|3VULN|6RCR|7AART|8aDUR|9CDMG
203	21133 23867	   	172.87	DCR|2VULN|2DMG|1AART|2ZMB	1LHND|24DMG|34ZMB|4BPWR|5MBVNT|6AART|7FEWX|8aVULN|9RCR
204	21313 63215	   	172.86	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|28DMG|35VULN|4RCVC|6RCR|7FEWX|9ASPD|aAART
205	15133 52321	   	172.82	ACR|2DMG|2ZMB|2ASPD|1CDMG|1FLTHEA|2DUR	1TLV|2RCR|3aZMB|46DUR|5CDMG|7aDMG|8FLTHEA|9aASPD|aBPWR
206	21313 61215	   	172.76	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|28DMG|35VULN|4RCVC|6RCR|7DUST|9ASPD|aAART
207	15331 33124	 * 	172.74	ACR|3VULN|1AART|2CDMG|1DUR	1TLV|2RCR|39aVULN|4MBVNT|5DUR|6AART|78CDMG
208	31133 61641	   	172.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1BEXP|26DMG|3ZMB|4DUR|5CDMG|7MGNLIT|8RCR|9AART|aVULN
209	15141 24311	   	172.56	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2RCR|3ZMB|47DMG|59RCVC|6AART|8VULN|aDUR
210	22243 23625	   	172.51	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|29RCVC|358VULN|4DMG|6AART|7CDMG|aRCR
211	15141 23611	   	172.45	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1TLV|2RCR|3ZMB|4DMG|5RCVC|6AART|7CDMG|8VULN|9aDUR
212	32232 12151	   	172.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	14BEXP|2RCVC|34VULN|4BPWR|5RCR|6DMG|7AART|8aDUR|9CDMG
213	15232 22662	   	172.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2RCR|3LIT|4CDMG|5DUR|6RCVC|7aVULN|8AART|9DMG
214	32212 12151	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|2RCVC|34VULN|5RCR|6DMG|7AART|8aDUR|9CDMG
215	15114 42223	   	172.20	ACR|2DMG|2AART|1VULN|1ZMB	1TLV|2RCR|3ZMB|4VULN|5LIT|69DMG|7aAART|8CGEN
216	15335 42124	   	172.14	ACR|3VULN|1AART|2CDMG|1DUR	1TLV|2RCR|39aVULN|4MBVNT|58CDMG|6DUR|7AART
217	52212 15151	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DUST|2RCVC|34VULN|5RCR|6DMG|7AART|8aDUR|9CDMG
218	31354 12314	   	172.12	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|2DMG|38VULN|4LWND|5CDMG|6RCR|7aAART|9RMIN
219	31354 12322	   	172.12	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|2DMG|38VULN|4LWND|5CDMG|6RCR|7aAART|9MLV
220	31354 12342	   	172.12	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|2DMG|38VULN|4aLWND|5CDMG|6RCR|79AART
221	31354 12343	   	172.12	DCR|2VULN|2AART|1DMG|1CDMG	1aBEXP|2DMG|38VULN|4LWND|5CDMG|6RCR|79AART
222	31564 12322	   	172.12	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|2DMG|3LWND|48VULN|5CDMG|6RCR|7aAART|9MLV
223	51342 62322	   	172.12	DCR|3VULN|3DMG	1DUST|248DMG|379VULN|5DMSP|6RCR|aRCVC
224	35232 12553	   	172.05	ACR|3VULN|1AART|1DMG|1CDMG	14BEXP|2DMSP|34aVULN|4BPWR|5RCR|6DMG|7AART|8LHND|9CDMG
225	35232 12653	   	172.05	ACR|3VULN|1AART|1DMG|1CDMG	14BEXP|2DMSP|34aVULN|4BPWR|5RCR|6DMG|7AART|8FEWX|9CDMG
226	21664 12322	   	172.02	DCR|2VULN|2AART|1DMG|1CDMG	1LHND|2DMG|3DUST|48VULN|5CDMG|6RCR|7aAART|9MLV
227	51354 12322	   	172.02	DCR|2VULN|2AART|1DMG|1CDMG	1DUST|2DMG|38VULN|4LWND|5CDMG|6RCR|7aAART|9MLV
228	15113 12113	   	171.99	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3ZMB|49aVULN|5CDMG|6ASPD|7MLV|8DMG
229	15113 12653	   	171.99	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3ZMB|48aVULN|5CDMG|6ASPD|7MLV|9DMG
230	31341 23615	   	171.97	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|24DMG|38VULN|5RCVC|6AART|7CDMG|9DUST|aRCR
231	34212 12553	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	12BEXP|34aVULN|5RCR|6DMG|7AART|8LHND|9CDMG
232	34212 12653	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	12BEXP|34aVULN|5RCR|6DMG|7AART|8FEWX|9CDMG
233	35212 12553	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|2DMSP|34aVULN|5RCR|6DMG|7AART|8LHND|9CDMG
234	35212 12653	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|2DMSP|34aVULN|5RCR|6DMG|7AART|8FEWX|9CDMG
235	35232 12253	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	14BEXP|2DMSP|34aVULN|4BPWR|5RCR|6DMG|7AART|8DUST|9CDMG
236	31341 66332	   	171.95	DCR|3DMG|2VULN|1ASPD|1DUR	1BEXP|248DMG|37VULN|5RCVC|6RCR|9DUR|aASPD
237	21313 23625	   	171.91	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2DMG|358VULN|49RCVC|6AART|7CDMG|aRCR
238	15141 42313	   	171.89	ACR|3DMG|2VULN|1ZMB	18TLV|2RCR|3ZMB|468DMG|5RCVC|78VULN|8BPWR|9DMSP|aBEXP
239	15141 42321	   	171.89	ACR|3DMG|2VULN|1ZMB	18TLV|2RCR|3ZMB|468DMG|5RCVC|78VULN|8BPWR|9CGEN|aBELT
240	15141 42323	   	171.89	ACR|3DMG|2VULN|1ZMB	18TLV|2RCR|3ZMB|468DMG|5RCVC|78VULN|8BPWR|9CGEN|aLWND
241	15133 22413	   	171.89	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	16TLV|2RCR|3ZMB|4DUR|5CDMG|7DMG|89aVULN
242	21142 63232	   	171.88	DCR|3DMG|1AART|1VULN|1ZMB	1LHND|248DMG|3ZMB|5RMIN|6RCR|7VULN|9RPLT|aAART
243	34212 12253	   	171.85	ACR|3VULN|1AART|1DMG|1CDMG	12BEXP|34aVULN|5RCR|6DMG|7AART|8DUST|9CDMG
244	35212 12253	   	171.85	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|2DMSP|34aVULN|5RCR|6DMG|7AART|8DUST|9CDMG
245	51341 62332	   	171.85	DCR|3DMG|2VULN|1ASPD|1DUR	1DUST|248DMG|37VULN|5RCVC|6RCR|9DUR|aASPD
246	22232 56113	   	171.79	ACR|4VULN|1DMG|1CDMG|1DUR	14LHND|2RCVC|349aVULN|4BPWR|5RCR|6DUR|7CDMG|8DMG
247	32232 56113	   	171.79	ACR|4VULN|1DMG|1CDMG|1DUR	14BEXP|2RCVC|349aVULN|4BPWR|5RCR|6DUR|7CDMG|8DMG
248	15141 42311	   	171.79	ACR|3DMG|2VULN|1ZMB	18TLV|2RCR|3ZMB|468DMG|5RCVC|78VULN|8BPWR|9DMSP|aDUST
249	15141 42312	   	171.79	ACR|3DMG|2VULN|1ZMB	18TLV|2RCR|3ZMB|468DMG|5RCVC|78VULN|8BPWR|9DMSP|aMBVNT
250	51142 62232	   	171.78	DCR|3DMG|1AART|1VULN|1ZMB	1DUST|248DMG|3ZMB|5RMIN|6RCR|7VULN|9RPLT|aAART
251	15331 33424	   	171.72	ACR|3VULN|1AART|1CDMG|2DUR	1TLV|2RCR|39aVULN|4MBVNT|58DUR|6AART|7CDMG
252	22212 56113	   	171.69	ACR|4VULN|1DMG|1CDMG|1DUR	1LHND|2RCVC|349aVULN|5RCR|6DUR|7CDMG|8DMG
253	32212 56113	   	171.69	ACR|4VULN|1DMG|1CDMG|1DUR	1BEXP|2RCVC|349aVULN|5RCR|6DUR|7CDMG|8DMG
254	31354 12231	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2DMG|39VULN|4LWND|5CDMG|6RCR|7AART|8LHND|aZMB
255	31354 12351	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2DMG|38VULN|4LWND|5CDMG|6RCR|7AART|9FEWX|aZMB
256	31354 12431	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2DMG|39VULN|4LWND|5CDMG|6RCR|7AART|8FEWX|aZMB
257	31564 12231	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2DMG|3LWND|49VULN|5CDMG|6RCR|7AART|8LHND|aZMB
258	21142 62253	   	171.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|24DMG|3ZMB|5RMIN|6RCR|7AART|8DUST|9CDMG|aVULN
259	21354 16131	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2DMG|39VULN|4LWND|5CDMG|6RCR|7AART|8MBVNT|aZMB
260	21664 12231	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2DMG|3DUST|49VULN|5CDMG|6RCR|7AART|8LWND|aZMB
261	31142 63253	   	171.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|24DMG|3ZMB|5RMIN|6RCR|7AART|8DUST|9CDMG|aVULN
262	31354 12131	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2DMG|39VULN|4LWND|5CDMG|6RCR|7AART|8MBVNT|aZMB
263	31354 12173	   	171.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2aDMG|3VULN|4LWND|5CDMG|6RCR|7AART|8MBVNT|9ZMB
264	31564 12131	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2DMG|3LWND|49VULN|5CDMG|6RCR|7AART|8MBVNT|aZMB
265	51354 12231	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2DMG|39VULN|4LWND|5CDMG|6RCR|7AART|8LHND|aZMB
266	21343 64132	   	171.56	DCR|2VULN|2DMG|1AART|1DUR	1LHND|24DMG|35VULN|6RCR|7ERES|8RCVC|9DUR|aAART
267	15343 22315	 * 	171.53	ACR|3DMG|2VULN|1CDMG	1TLV|2RCR|3aVULN|489DMG|5CDMG|6MLV|7BASHEA
268	21664 12131	   	171.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2DMG|3DUST|49VULN|5CDMG|6RCR|7AART|8MBVNT|aZMB
269	51354 12131	   	171.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2DMG|39VULN|4LWND|5CDMG|6RCR|7AART|8MBVNT|aZMB
270	45133 61113	   	171.38	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	18CGEN|2RCR|3ZMB|48DUR|59CDMG|6LSRICY|78VULN|8BPWR|aAART
271	21133 25442	   	171.33	DCR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1LHND|24DMG|34ZMB|4BPWR|5MBVNT|6AART|7FLTHEA|8RCR|9VULN|aLIT
272	21133 25444	   	171.33	DCR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1LHND|24DMG|34ZMB|4BPWR|5MBVNT|6AART|7FLTHEA|8RCR|9VULN|aCGEN
273	21133 25445	   	171.33	DCR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1LHND|24DMG|34ZMB|4BPWR|5MBVNT|6AART|7FLTHEA|8RCR|9VULN|aRPLT
274	21133 25448	   	171.33	DCR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1LHND|24DMG|34ZMB|4BPWR|5MBVNT|6AART|7FLTHEA|8RCR|9VULN|aMLV
275	21143 22646	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	17LHND|24DMG|3ZMB|5MBVNT|6AART|8RCR|9aVULN
276	66212 15311	   	171.25	ACR|3VULN|2AART|1DMG	1DMSP|2DUST|348VULN|5RCR|6DMG|7aAART|9RCVC
277	21133 25426	   	171.23	DCR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	1LHND|24DMG|34ZMB|4BPWR|5MBVNT|6AART|7FLTHEA|8RCR|9ERES|aVULN
278	21133 22648	   	171.21	DCR|2DMG|3ZMB|1AART|1VULN	17LHND|24DMG|34aZMB|4BPWR|5MBVNT|6AART|8RCR|9VULN
279	15133 61113	   	171.18	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	18TLV|2RCR|3ZMB|48DUR|59CDMG|6LSRICY|78VULN|8BPWR|aAART
280	21343 24241	   	171.17	DCR|3DMG|2VULN|1AART	1LHND|247DMG|35VULN|6AART|8DUST|9CGEN|aRCR
281	21116 24312	   	171.14	DCR|3VULN|1AART|1DMG|2ZMB	17LHND|2DMG|37ZMB|478VULN|5DMSP|6AART|7BPWR|9RCR|aBEXP
282	21116 24314	   	171.14	DCR|3VULN|1AART|1DMG|2ZMB	17LHND|2DMG|37ZMB|478VULN|5DMSP|6AART|7BPWR|9RCR|aFEWX
283	21116 24316	   	171.14	DCR|3VULN|1AART|1DMG|2ZMB	17LHND|2DMG|37ZMB|478VULN|5DMSP|6AART|7BPWR|9RCR|aCGEN
284	15335 42424	   	171.12	ACR|3VULN|1AART|1CDMG|2DUR	1TLV|2RCR|39aVULN|4MBVNT|5CDMG|68DUR|7AART
285	51111 24242	   	171.11	DCR|2VULN|3ZMB|1AART|1DMG	157DUST|2DMG|379ZMB|47VULN|6AART|7BPWR|8RCR|aLWND
286	21136 66132	 * 	171.10	DCR|2DMG|3ZMB|1VULN|1FLTHEA|1DUR	1LHND|24DMG|34aZMB|4BPWR|5CGEN|6RCR|7VULN|8FLTHEA|9DUR
287	15141 24331	   	171.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2RCR|3ZMB|47DMG|5RCVC|6AART|8VULN|9DUR|aLIT
288	15141 24333	   	171.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2RCR|3ZMB|47DMG|5RCVC|6AART|8VULN|9DUR|aCGEN
289	21343 24231	   	171.07	DCR|3DMG|2VULN|1AART	1LHND|247DMG|35VULN|6AART|8DUST|9ERES|aRCR
290	34233 41323	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	124BEXP|34VULN|4BPWR|5LIT|6RCR|7aDMG|8AART|9DUR
291	21116 24313	   	171.04	DCR|3VULN|1AART|1DMG|2ZMB	17LHND|2DMG|37ZMB|478VULN|5DMSP|6AART|7BPWR|9RCR|aTLV
292	21116 24315	   	171.04	DCR|3VULN|1AART|1DMG|2ZMB	17LHND|2DMG|37ZMB|478VULN|5DMSP|6AART|7BPWR|9RCR|aERES
293	22241 34361	   	171.03	DCR|3DMG|1AART|1VULN|1CDMG	1LHND|2RCVC|3VULN|467DMG|5BELT|8CDMG|9RCR|aAART
294	51111 24241	   	171.01	DCR|2VULN|3ZMB|1AART|1DMG	157DUST|2DMG|379ZMB|47VULN|6AART|7BPWR|8RCR|aMBVNT
295	51111 24243	   	171.01	DCR|2VULN|3ZMB|1AART|1DMG	157DUST|2DMG|379ZMB|47VULN|6AART|7BPWR|8RCR|aERES
296	15141 24332	   	170.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2RCR|3ZMB|47DMG|5RCVC|6AART|8VULN|9DUR|aDUST
297	15333 63724	 * 	170.93	ACR|3VULN|2AART|1CDMG	1TLV|2RCR|39aVULN|4MBVNT|5LWND|68AART|7CDMG
298	21323 51122	 * 	170.92	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|28DMG|3VULN|4CGEN|5CDMG|6RCR|7BEXP|9aAART
299	21323 52122	   	170.92	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|28DMG|3VULN|4CGEN|5CDMG|6RCR|7LWND|9aAART
300	21354 15122	   	170.92	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|28DMG|3VULN|4LWND|5CDMG|6RCR|7CGEN|9aAART
301	23343 51122	   	170.92	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|2MLV|3VULN|48DMG|5CDMG|6RCR|7BEXP|9aAART
302	23343 52122	   	170.92	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|2MLV|3VULN|48DMG|5CDMG|6RCR|7LWND|9aAART
303	31354 15122	   	170.92	DCR|2DMG|2AART|1VULN|1CDMG	1BEXP|28DMG|3VULN|4LWND|5CDMG|6RCR|7CGEN|9aAART
304	14132 13215	   	170.92	ACR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	1TLV|24DUR|3ZMB|5RCR|68DMG|7VULN|9ASPD|aAART
305	21343 63251	   	170.92	DCR|3VULN|3DMG	1LHND|248DMG|35aVULN|6RCR|7FEWX|9BEXP
306	31342 66323	   	170.92	DCR|3VULN|3DMG	1aBEXP|248DMG|379VULN|5DMSP|6RCR
307	31343 66323	   	170.92	DCR|3VULN|3DMG	15aBEXP|248DMG|379VULN|6RCR
308	21333 65314	   	170.91	DCR|3VULN|2DMG|1ZMB|1DUR	1LHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8CGEN|9DUR|aZMB
309	21342 23625	   	170.87	DCR|2VULN|2DMG|1AART|1CDMG	15LHND|24DMG|38VULN|6AART|7CDMG|9RCVC|aRCR
310	31342 23625	   	170.87	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|24DMG|38VULN|5DMSP|6AART|7CDMG|9RCVC|aRCR
311	31343 23625	   	170.87	DCR|2VULN|2DMG|1AART|1CDMG	15BEXP|24DMG|38VULN|6AART|7CDMG|9RCVC|aRCR
312	22243 62214	   	170.84	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1LHND|2RCVC|35VULN|48DMG|6RCR|7DUR|9ASPD|aCDMG
313	13343 51122	   	170.82	DCR|2DMG|2AART|1VULN|1CDMG	1TLV|2LHND|3VULN|48DMG|5CDMG|6RCR|7BEXP|9aAART
314	13343 52122	   	170.82	DCR|2DMG|2AART|1VULN|1CDMG	1TLV|2LHND|3VULN|48DMG|5CDMG|6RCR|7LWND|9aAART
315	21363 51122	   	170.82	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|28DMG|3VULN|4ERES|5CDMG|6RCR|7BEXP|9aAART
316	21363 52122	   	170.82	DCR|2DMG|2AART|1VULN|1CDMG	1LHND|28DMG|3VULN|4ERES|5CDMG|6RCR|7LWND|9aAART
317	21343 61251	   	170.82	DCR|3VULN|3DMG	1LHND|248DMG|35aVULN|6RCR|7DUST|9FEWX
318	31342 66321	   	170.82	DCR|3VULN|3DMG	1BEXP|248DMG|379VULN|5DMSP|6RCR|aDUST
319	31342 66322	   	170.82	DCR|3VULN|3DMG	1BEXP|248DMG|379VULN|5DMSP|6RCR|aMBVNT
320	31343 66321	   	170.82	DCR|3VULN|3DMG	15BEXP|248DMG|379VULN|6RCR|aDUST
321	31343 66322	   	170.82	DCR|3VULN|3DMG	15BEXP|248DMG|379VULN|6RCR|aMBVNT
322	51342 62323	   	170.82	DCR|3VULN|3DMG	1DUST|248DMG|379VULN|5DMSP|6RCR|aRPLT
323	15153 13243	   	170.74	ACR|2VULN|2DMG|2ZMB|1CDMG	14TLV|2RCR|34ZMB|4BPWR|5MBVNT|68DMG|79VULN|aCDMG
324	31113 15363	 * 	170.72	DCR|3VULN|1DMG|2ZMB|1CDMG|1ASPD	1BEXP|2DMG|39ZMB|48aVULN|5CDMG|6ASPD|7RCR
325	31113 15316	   	170.72	DCR|3VULN|1DMG|2ZMB|1CDMG|1ASPD	1BEXP|2DMG|3aZMB|489VULN|5CDMG|6ASPD|7RCR
326	21343 66123	 * 	170.72	DCR|3VULN|2DMG|2ASPD	1LHND|24DMG|359VULN|6RCR|7aASPD|8RCVC
327	51342 62321	   	170.72	DCR|3VULN|3DMG	1aDUST|248DMG|379VULN|5DMSP|6RCR
328	23132 13653	 * 	170.65	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1LHND|24MLV|34ZMB|4BPWR|5RCR|6DMG|7aVULN|8AART|9CDMG
329	15153 13244	 * 	170.62	ACR|2VULN|2DMG|3ZMB	14TLV|2RCR|34aZMB|4BPWR|5MBVNT|68DMG|79VULN
330	21344 11521	   	170.57	DCR|3DMG|2VULN|1AART	1LHND|246DMG|38VULN|5CGEN|7AART|9DUST|aRCR
331	13132 13653	   	170.55	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1TLV|24LHND|34ZMB|4BPWR|5RCR|6DMG|7aVULN|8AART|9CDMG
332	15343 53122	   	170.52	ACR|2VULN|2DMG|1CDMG|2DUR	19TLV|2RCR|39VULN|48DMG|5CDMG|69DUR|7RCVC|9BPWR|aLIT
333	15343 53123	   	170.52	ACR|2VULN|2DMG|1CDMG|2DUR	19TLV|2RCR|39VULN|48DMG|5CDMG|69DUR|7RCVC|9BPWR|aRMIN
334	21343 62215	   	170.45	DCR|3DMG|2VULN|1ASPD|1DUR	1LHND|248DMG|35VULN|6RCR|7DUR|9ASPD|aRCVC
335	21333 65143	   	170.44	DCR|4VULN|2DMG	1LHND|26DMG|356aVULN|4RPLT|6BPWR|7RCR|89RCVC
336	21311 34361	   	170.43	DCR|3DMG|1AART|1VULN|1CDMG	1LHND|267DMG|3VULN|4RCVC|5BELT|8CDMG|9RCR|aAART
337	31341 62152	   	170.42	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|24DMG|3VULN|5RCVC|6RCR|7AART|8DUR|9CDMG|aFEWX
