0	Index      	 *	Score 	Summary	Detail	
1	13311 12343	 * 	214.74	ACR|4VULN|3DMG|1AART	1RCR|27LWND|3TLV|4579VULN|67aDMG|7BPWR|8AART
179	31442 36312	   	186.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3BELT|4aVULN|5CDMG|7RCR|8AART|9MLV
180	31442 36333	   	186.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3BELT|49VULN|5CDMG|7RCR|8AART|aLWND
181	31452 36312	   	186.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3BELT|4CDMG|5aVULN|7RCR|8AART|9MLV
182	31452 36333	   	186.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3BELT|4CDMG|59VULN|7RCR|8AART|aLWND
183	31662 36312	   	186.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3aVULN|4BELT|5CDMG|7RCR|8AART|9MLV
184	31662 36333	   	186.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|39VULN|4BELT|5CDMG|7RCR|8AART|aLWND
185	15212 22242	   	186.24	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1RCR|2ZMB|3CANSTR|48DMG|5ASPD|6RCVC|7AART|9FLTHEA|aVULN
186	31442 36331	   	186.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3BELT|49VULN|5CDMG|7RCR|8AART|aDUST
187	31452 36331	   	186.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3BELT|4CDMG|59VULN|7RCR|8AART|aDUST
188	31662 36331	   	186.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|39VULN|4BELT|5CDMG|7RCR|8AART|aDUST
189	16161 33116	 * 	185.98	ACR|2VULN|2DMG|1AART|3DUR	1RCR|29aDUR|3DUST|4aVULN|5LWND|6FEWX|7AART|8aDMG|aBPWR
190	15211 31254	 * 	185.89	ACR|2DMG|1AART|2FLTHEA|2ZMB|1CDMG	1RCR|29ZMB|3CANSTR|49DMG|5CDMG|6DUR|79FLTHEA|8RMIN|9BPWR|aAART
191	12351 34232	   	185.84	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LIT|3DMG|49aVULN|5CGEN|6ZMB|7AART|8DUR
192	12362 54232	   	185.84	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LIT|3DMG|4ZMB|5MLV|69aVULN|7AART|8DUR
193	13511 11414	   	185.84	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LWND|3CGEN|45aVULN|6DMG|7AART|8ZMB|9ASPD
194	15611 11132	   	185.84	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2ZMB|34aVULN|5LHND|6DMG|7AART|8LIT|9ASPD
195	13511 12414	   	185.79	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|38CGEN|457aVULN|67DMG|7BPWR|9ZMB
196	13311 11435	   	185.74	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LWND|3TLV|459VULN|6DMG|7AART|8ZMB|aDUR
197	13411 11435	   	185.74	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LWND|3ERES|459VULN|6DMG|7AART|8ZMB|aDUR
198	13311 11414	   	185.74	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LWND|3TLV|45aVULN|6DMG|7AART|8ZMB|9ASPD
199	13411 11414	   	185.74	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LWND|3ERES|45aVULN|6DMG|7AART|8ZMB|9ASPD
200	13311 12611	   	185.69	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|3TLV|4579VULN|67DMG|7BPWR|8ZMB|aDMSP
201	13411 12611	   	185.69	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|3ERES|4579VULN|67DMG|7BPWR|8ZMB|aDMSP
202	32614 32511	   	185.67	ACR|4VULN|2DMG|1CDMG	17DMG|2ERES|367aVULN|47MLV|5RCR|7BPWR|8CDMG|9ASPD
203	13311 12612	   	185.59	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|3TLV|4579VULN|67DMG|7BPWR|8ZMB|aDUST
204	13311 12613	   	185.59	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|3aTLV|4579VULN|67DMG|7BPWR|8ZMB
205	13311 12634	   	185.59	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|39TLV|457aVULN|67DMG|7BPWR|8ZMB
206	13411 12214	   	185.59	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|38ERES|457aVULN|67DMG|7BPWR|9ZMB
207	13411 12612	   	185.59	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|3ERES|4579VULN|67DMG|7BPWR|8ZMB|aDUST
208	13411 12613	   	185.59	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|3ERES|4579VULN|67DMG|7BPWR|8ZMB|aTLV
209	13411 12635	   	185.59	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|3ERES|457aVULN|67DMG|7BPWR|8ZMB|9TLV
210	13413 12614	   	185.59	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|35ERES|479aVULN|67DMG|7BPWR|8ZMB
211	15613 12252	 * 	185.54	ACR|4VULN|3ZMB|1DMG|1SELL	1RCR|28aZMB|348aVULN|5BEXP|6DMG|78aLHND|8aBPWR|9SELL
212	13311 15614	   	185.49	ACR|4VULN|2DMG|1ZMB	1RCR|2LWND|3TLV|459aVULN|67DMG|8ZMB
213	13511 11521	   	185.49	ACR|3VULN|2DMG|1AART	1RCR|2LWND|38CGEN|45aVULN|69DMG|7AART
214	13311 11553	   	185.39	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3TLV|459VULN|6aDMG|7AART|8CGEN
215	13411 11553	   	185.39	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3ERES|459VULN|6aDMG|7AART|8CGEN
216	16233 83461	   	185.38	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2DUR|3RPLT|4MBVNT|57AART|6DMG|89VULN|aCDMG
217	16233 83464	   	185.38	ACR|2AART|2VULN|1DMG|1FLTHEA	1RCR|2DUR|3RPLT|4MBVNT|57AART|6DMG|89VULN|aFLTHEA
218	12351 33132	   	185.24	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LIT|3DMG|49aVULN|5CGEN|6ZMB|7DUR|8AART
219	12362 53132	   	185.24	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LIT|3DMG|4ZMB|5MLV|69aVULN|7DUR|8AART
220	13311 12643	   	185.24	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|279LWND|3TLV|457VULN|67DMG|7BPWR|8ZMB|aCDMG
221	13311 12653	   	185.24	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8ZMB|9FEWX|aCDMG
222	13311 12663	   	185.24	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8ZMB|9BEXP|aCDMG
223	13411 12156	   	185.24	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|27LWND|3ERES|457VULN|67DMG|7BPWR|8LIT|9CDMG|aZMB
224	13411 12643	   	185.24	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|279LWND|3ERES|457VULN|67DMG|7BPWR|8ZMB|aCDMG
225	13511 12331	   	185.09	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3CGEN|457VULN|67DMG|7BPWR|8AART|9FEWX|aMLV
226	13511 12332	   	185.09	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3CGEN|457VULN|67DMG|7BPWR|8AART|9aFEWX
227	13511 12335	   	185.09	ACR|3VULN|2DMG|1AART	1RCR|27aLWND|3CGEN|457VULN|67DMG|7BPWR|8AART|9FEWX
228	13511 12336	   	185.09	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3CGEN|457VULN|67DMG|7BPWR|8AART|9FEWX|aLIT
229	13511 12363	   	185.09	ACR|3VULN|2DMG|1AART	1RCR|27LWND|39CGEN|457VULN|67DMG|7BPWR|8AART|aRMIN
230	13511 12366	   	185.09	ACR|3VULN|2DMG|1AART	1RCR|27LWND|39CGEN|457VULN|67DMG|7BPWR|8AART|aBEXP
231	13311 12331	   	184.99	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9FEWX|aMLV
232	13311 12332	   	184.99	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9aFEWX
233	13311 12335	   	184.99	ACR|3VULN|2DMG|1AART	1RCR|27aLWND|3TLV|457VULN|67DMG|7BPWR|8AART|9FEWX
234	13311 12336	   	184.99	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9FEWX|aLIT
235	13311 12365	   	184.99	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9CGEN|aRPLT
236	13511 12315	   	184.99	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3CGEN|457VULN|67DMG|7BPWR|8AART|9ERES|aRPLT
237	13511 12362	   	184.99	ACR|3VULN|2DMG|1AART	1RCR|27LWND|39CGEN|457VULN|67DMG|7BPWR|8AART|aTLV
238	13511 12365	   	184.99	ACR|3VULN|2DMG|1AART	1RCR|27LWND|39CGEN|457VULN|67DMG|7BPWR|8AART|aLSRHEA
239	16233 75124	   	184.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2DUR|3RPLT|4MBVNT|5AART|6aVULN|7ZMB|8CDMG|9DMG
240	16233 74624	   	184.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2DUR|3RPLT|4MBVNT|5AART|6aVULN|7CDMG|8ZMB|9DMG
241	13311 12315	   	184.89	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9ERES|aRPLT
242	13311 12361	   	184.89	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9CGEN|aNUKE
243	13311 12362	   	184.89	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9CGEN|aDUST
244	13511 12311	   	184.89	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3CGEN|457VULN|67DMG|7BPWR|8AART|9ERES|aNUKE
245	13511 12312	   	184.89	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3CGEN|457VULN|67DMG|7BPWR|8AART|9ERES|aDUST
246	13511 15322	   	184.89	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3aCGEN|45VULN|679DMG|8AART
247	13511 15324	   	184.89	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3CGEN|45VULN|679DMG|8AART|aBEXP
248	13511 15334	   	184.89	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3CGEN|45aVULN|67DMG|8AART|9FEWX
249	13511 15343	   	184.89	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3CGEN|459VULN|67DMG|8AART|aRMIN
250	13511 15361	   	184.89	ACR|3VULN|2DMG|1AART	1RCR|2LWND|39CGEN|45aVULN|67DMG|8AART
251	13512 15341	   	184.89	ACR|3VULN|2DMG|1AART	1RCR|25LWND|3CGEN|49aVULN|67DMG|8AART
252	56361 33233	   	184.87	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	18VULN|2LIT|38DMG|4RCR|5CGEN|6ZMB|78DUR|8BPWR|9AART|aFEWX
253	32614 32314	   	184.85	ACR|5VULN|2DMG	17DMG|2ERES|3679aVULN|47MLV|5RCR|7BPWR|8DUR
254	36632 62321	   	184.83	ACR|3DMG|2VULN|1AART	179DMG|2TLV|37VULN|47LWND|5RCR|6RCVC|7BPWR|8AART|aASPD
255	13311 15322	   	184.79	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3TLV|45VULN|679DMG|8AART|aCGEN
256	13311 15323	   	184.79	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3TLV|45VULN|679DMG|8AART|aBEXP
257	13311 15334	   	184.79	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3TLV|45aVULN|67DMG|8AART|9FEWX
258	13311 15346	   	184.79	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3TLV|459VULN|67DMG|8AART|aBEXP
259	13311 15363	   	184.79	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3TLV|45VULN|67aDMG|8AART|9CGEN
260	13311 15366	   	184.79	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3TLV|45aVULN|67DMG|8AART|9CGEN
261	13311 12311	   	184.79	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9ERES|aNUKE
262	13311 12312	   	184.79	ACR|3VULN|2DMG|1AART	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9ERES|aDUST
263	13312 15341	   	184.79	ACR|3VULN|2DMG|1AART	1RCR|25LWND|3TLV|49aVULN|67DMG|8AART
264	13312 15343	   	184.79	ACR|3DMG|2VULN|1AART	1RCR|25LWND|3TLV|49VULN|67aDMG|8AART
265	13511 15313	   	184.79	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3CGEN|45VULN|67aDMG|8AART|9ERES
266	13511 15316	   	184.79	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3CGEN|45aVULN|67DMG|8AART|9ERES
267	13511 15326	   	184.79	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3CGEN|45VULN|679DMG|8AART|aTLV
268	13511 15342	   	184.79	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3CGEN|459VULN|67DMG|8AART|aTLV
269	56361 33231	   	184.77	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	18VULN|2LIT|38DMG|4RCR|5CGEN|6ZMB|78DUR|8BPWR|9AART|aERES
