0	Index      	 *	Score 	Summary	Detail	
1	55235 13311	 * 	205.35	ACR|2ASPD|3AART|1VULN|1DMG	159AART|2RMIN|3RCR|4LHND|6aASPD|7VULN|8DMG
158	34311 43132	   	180.10	ACR|1BASARM|2DMG|1CDMG|1SELL	17DUST|27DMG|3SELL|478SNIHEL|5RCR|6RMIN|7BPWR|9CDMG|aBASARM
159	33141 24664	   	180.09	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUST|2SNIHEL|3BEXP|4RCR|5VULN|6MBVNT|7MLV|8RPLT|9BASARM|aASPD
160	33141 27137	   	180.09	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUST|2SNIHEL|3BEXP|4RCR|5VULN|6MBVNT|7FEWX|8CGEN|9BASARM|aASPD
161	33141 27138	   	180.09	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUST|2SNIHEL|3BEXP|4RCR|5VULN|6MBVNT|7FEWX|8CGEN|9BASARM|aDMG
162	33141 51632	   	180.09	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUST|2SNIHEL|3BEXP|4RCR|5VULN|6FEWX|7ERES|8LWND|9BASARM|aASPD
163	34311 63132	   	180.00	ACR|1BASARM|2DMG|1CDMG|1SELL	17DUST|27DMG|3SELL|478SNIHEL|5RCR|6AAC|7BPWR|9CDMG|aBASARM
164	33141 21664	   	179.99	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUST|2SNIHEL|3BEXP|4RCR|5VULN|6MBVNT|7ERES|8RPLT|9BASARM|aASPD
165	21325 34223	   	179.82	ACR|2VULN|2AART|1DMG|1CDMG	1LIT|2CGEN|39VULN|4RCR|5aAART|6MBVNT|7DMG|8CDMG
166	22225 34223	   	179.82	ACR|2VULN|2AART|1DMG|1CDMG	1LIT|29VULN|3CGEN|4RCR|5aAART|6MBVNT|7DMG|8CDMG
167	55232 13363	   	179.80	ACR|2DMG|1VULN|1ASPD|1AART	1AART|2RMIN|3RCR|45LHND|6ASPD|7VULN|89DMG|aLIT
168	55232 13361	   	179.70	ACR|2DMG|1VULN|1ASPD|1AART	1AART|2RMIN|3RCR|45LHND|6ASPD|7VULN|89DMG|aERES
169	51625 12232	   	179.37	ACR|2ASPD|1DMG|1AART|1BEXP|1CDMG	1AART|2AEFBLL|3SPLREG|48ASPD|5RCR|6DMG|7CDMG|9RMIN|aBEXP
170	51625 13122	   	179.27	ACR|2ASPD|1DMG|1BEXP|1AART|1CDMG	1AART|29AEFBLL|3SPLREG|49ASPD|5RCR|6DMG|7BEXP|89ERES|9BPWR|aCDMG
171	51625 13132	   	179.21	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	1AART|2AEFBLL|3SPLREG|4ASPD|5RCR|6DMG|7BEXP|8ERES|9VULN|aCDMG
172	51625 13322	   	179.21	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART|1CDMG	1AART|2AEFBLL|3SPLREG|4ASPD|5RCR|6DMG|7BEXP|8VULN|9TLV|aCDMG
173	55231 31261	 * 	179.21	ACR|3VULN|1DMG|1BEXP|1AART	1AART|2RMIN|3RCR|46LHND|568VULN|6BPWR|7BEXP|9DMG|aBELT
174	55231 32131	   	179.20	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7MLV|8BASARM|9BELT|aDUR
175	55231 32133	   	179.20	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46aLHND|56VULN|6BPWR|7MLV|8BASARM|9BELT
176	55231 32153	   	179.20	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7MLV|8BASARM|9RPLT|aZMB
177	55231 32162	   	179.20	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7aMLV|8BASARM|9DUR
178	55231 31262	   	179.11	ACR|3VULN|1DMG|1AART|1BEXP	1AART|2RMIN|3RCR|46LHND|568VULN|6BPWR|7BEXP|9DMG|aERES
179	55231 32121	   	179.10	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7MLV|8BASARM|9TLV|aLWND
180	55231 32124	   	179.10	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7MLV|8BASARM|9TLV|aRPLT
181	55231 32125	   	179.10	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7MLV|8BASARM|9TLV|aLIT
182	55231 32132	   	179.10	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7MLV|8BASARM|9BELT|aAEFBLL
183	55231 32134	   	179.10	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7MLV|8BASARM|9BELT|aAME
184	55231 32161	   	179.10	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7MLV|8BASARM|9DUR|aTLV
185	55231 32163	   	179.10	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7MLV|8BASARM|9DUR|aAME
186	55212 21151	   	179.10	ACR|1BASARM|2VULN|1AART	1AART|2RMIN|3RCR|45CGEN|6aVULN|7FEWX|8BASARM|9RPLT
187	55212 23151	   	179.10	ACR|1BASARM|2VULN|1AART	1AART|2RMIN|3RCR|45CGEN|6aVULN|7LHND|8BASARM|9RPLT
188	55212 24321	   	179.10	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|459CGEN|68VULN|7BASARM|aDUR
189	55212 32151	   	179.10	ACR|1BASARM|2VULN|1AART	1AART|2RMIN|3RCR|45CGEN|6FEWX|7aVULN|8BASARM|9RPLT
190	55232 22151	   	179.10	ACR|1BASARM|2VULN|1AART	1AART|2RMIN|3RCR|45LHND|6aVULN|7MLV|8BASARM|9RPLT
191	55231 32123	   	179.00	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7MLV|8BASARM|9TLV|aMDPS
192	55212 22151	   	179.00	ACR|1BASARM|2VULN|1AART	1AART|2RMIN|3RCR|45CGEN|6aVULN|7LEGI|8BASARM|9RPLT
193	55212 24123	   	179.00	ACR|1BASARM|2VULN|1AART	1AART|2RMIN|3RCR|45CGEN|6aVULN|7BASARM|8ERES|9LWND
194	55212 24311	   	179.00	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|45CGEN|68VULN|7BASARM|9FEWX|aDLOT
195	55212 24313	   	179.00	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|45CGEN|68VULN|7BASARM|9FEWX|aAEMAG
196	55212 24323	   	179.00	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|459CGEN|68VULN|7BASARM|aAEMAG
197	55212 24331	   	179.00	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|45CGEN|68VULN|7BASARM|9LHND|aDLOT
198	55212 24333	   	179.00	ACR|2VULN|1BASARM|1AART	1AART|2RMIN|3RCR|45CGEN|68VULN|7BASARM|9LHND|aAEMAG
199	55231 25131	   	179.00	ACR|1BASARM|2VULN|1AART	1AART|2RMIN|3RCR|4LHND|5aVULN|6TLV|7DMSP|8BASARM|9RPLT
200	55232 21311	   	178.86	ACR|3AART|1VULN|1ASPD|1BEXP	189AART|2RMIN|3RCR|45LHND|6VULN|7BEXP|aASPD
201	55235 21111	   	178.86	ACR|3AART|1VULN|1ASPD|1BEXP	159AART|2RMIN|3RCR|48LHND|6VULN|7BEXP|aASPD
202	55235 21331	   	178.86	ACR|3AART|1VULN|1ASPD|1BEXP	158AART|2RMIN|3RCR|4LHND|6VULN|7BEXP|9ASPD|aMLV
203	55235 21332	   	178.86	ACR|3AART|1VULN|1ASPD|1BEXP	158AART|2RMIN|3RCR|4LHND|6VULN|7BEXP|9ASPD|aFEWX
204	55235 21333	   	178.86	ACR|3AART|1VULN|1ASPD|1BEXP	158AART|2RMIN|3RCR|4LHND|6VULN|7BEXP|9ASPD|aRPLT
205	55236 13333	   	178.22	ACR|1VULN|1ASPD|1DMG|1CDMG|1AART	1AART|2RMIN|3RCR|4LHND|5RCVC|6ASPD|7VULN|8DMG|9TLV|aCDMG
206	21325 43262	   	178.00	ACR|1VULN|2BEXP|1ASPD|1CDMG|1AART	1LIT|2CGEN|3VULN|4RCR|5AART|6ASPD|79BEXP|8CDMG|aFEWX
207	22225 43262	   	178.00	ACR|1VULN|2BEXP|1ASPD|1CDMG|1AART	1LIT|2VULN|3CGEN|4RCR|5AART|6ASPD|79BEXP|8CDMG|aFEWX
208	13126 83322	   	177.91	ACR|1BASARM|1VULN|1ASPD|1AART	1MLV|2CGEN|3DUR|4MBVNT|5RCR|6BASARM|7LIT|8VULN|9ASPD|aAART
209	21325 34274	   	177.90	ACR|1VULN|2BEXP|1DMG|1AART|1CDMG	1LIT|2CGEN|3VULN|4RCR|5AART|6MBVNT|7DMG|8CDMG|9aBEXP
210	21325 34764	   	177.90	ACR|1VULN|2BEXP|1DMG|1AART|1CDMG	1LIT|2CGEN|3VULN|4RCR|5AART|6MBVNT|7DMG|8aBEXP|9CDMG
211	21325 43261	   	177.90	ACR|1VULN|2BEXP|1ASPD|1CDMG|1AART	1LIT|2CGEN|3VULN|4RCR|5AART|6ASPD|79BEXP|8CDMG|aERES
212	22225 34274	   	177.90	ACR|1VULN|2BEXP|1DMG|1AART|1CDMG	1LIT|2VULN|3CGEN|4RCR|5AART|6MBVNT|7DMG|8CDMG|9aBEXP
213	22225 34764	   	177.90	ACR|1VULN|2BEXP|1DMG|1AART|1CDMG	1LIT|2VULN|3CGEN|4RCR|5AART|6MBVNT|7DMG|8aBEXP|9CDMG
214	22225 43261	   	177.90	ACR|1VULN|2BEXP|1ASPD|1CDMG|1AART	1LIT|2VULN|3CGEN|4RCR|5AART|6ASPD|79BEXP|8CDMG|aERES
215	21462 25221	   	177.88	ACR|1BASARM|2VULN|1DMG	1LIT|2CGEN|3MDPS|4RCR|5aVULN|6LWND|7BASARM|8ERES|9DMG
216	21462 35221	   	177.88	ACR|1BASARM|2VULN|1DMG	1LIT|2CGEN|3MDPS|4RCR|5aVULN|6DUR|7BASARM|8ERES|9DMG
217	21325 34718	   	177.78	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART|1AAC	1LIT|2CGEN|3VULN|4RCR|5AART|6MBVNT|7DMG|8BEXP|9AAC|aASPD
218	22225 34718	   	177.78	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART|1AAC	1LIT|2VULN|3CGEN|4RCR|5AART|6MBVNT|7DMG|8BEXP|9AAC|aASPD
219	61311 34211	   	177.78	ACR|1BASARM|1ASPD|1DMG|1AAC	1VENTOX|2ASPD|3DMG|4LWND|5RCR|6DUR|7ZMB|8BASARM|9AAC|aFEWX
220	61311 34213	   	177.78	ACR|1BASARM|1ASPD|1DMG|1AAC	1VENTOX|2ASPD|3DMG|4LWND|5RCR|6DUR|7ZMB|8BASARM|9AAC|aLHND
221	61311 34214	   	177.78	ACR|1BASARM|1ASPD|1DMG|1AAC	1VENTOX|2ASPD|3DMG|4LWND|5RCR|6DUR|7ZMB|8BASARM|9AAC|aCGEN
222	61311 34216	   	177.78	ACR|1BASARM|1ASPD|1DMG|1AAC	1VENTOX|2ASPD|3DMG|4LWND|5RCR|6aDUR|7ZMB|8BASARM|9AAC
223	21325 43222	   	177.75	ACR|2VULN|1ASPD|1CDMG|1BEXP|1AART	1LIT|2CGEN|39VULN|4RCR|5AART|6ASPD|7BEXP|8CDMG|aFEWX
224	21325 43224	   	177.75	ACR|2VULN|1ASPD|1CDMG|1BEXP|1AART	1LIT|2CGEN|39VULN|4RCR|5AART|6ASPD|7BEXP|8CDMG|aLHND
225	21325 43226	   	177.75	ACR|2VULN|1ASPD|1CDMG|1BEXP|1AART	1LIT|2CGEN|39VULN|4RCR|5AART|6ASPD|7BEXP|8CDMG|aDUR
226	21325 43231	   	177.75	ACR|2VULN|1ASPD|1BEXP|1AART|1CDMG	1LIT|2CGEN|3aVULN|4RCR|5AART|6ASPD|7BEXP|8CDMG|9RMIN
227	22225 43222	   	177.75	ACR|2VULN|1ASPD|1CDMG|1BEXP|1AART	1LIT|29VULN|3CGEN|4RCR|5AART|6ASPD|7BEXP|8CDMG|aFEWX
228	22225 43224	   	177.75	ACR|2VULN|1ASPD|1CDMG|1BEXP|1AART	1LIT|29VULN|3CGEN|4RCR|5AART|6ASPD|7BEXP|8CDMG|aLHND
229	22225 43226	   	177.75	ACR|2VULN|1ASPD|1CDMG|1BEXP|1AART	1LIT|29VULN|3CGEN|4RCR|5AART|6ASPD|7BEXP|8CDMG|aDUR
230	22225 43231	   	177.75	ACR|2VULN|1ASPD|1BEXP|1AART|1CDMG	1LIT|2aVULN|3CGEN|4RCR|5AART|6ASPD|7BEXP|8CDMG|9RMIN
231	13126 84513	   	177.74	ACR|2BASARM|1ASPD|1CDMG	178MLV|2CGEN|38DUR|4MBVNT|5RCR|68BASARM|8BPWR|9ASPD|aCDMG
232	21325 43243	   	177.72	ACR|1VULN|2AART|1ASPD|1CDMG|1BEXP	1LIT|2CGEN|3VULN|4RCR|5aAART|6ASPD|7BEXP|8CDMG|9RCVC
233	22225 43243	   	177.72	ACR|1VULN|2AART|1ASPD|1CDMG|1BEXP	1LIT|2VULN|3CGEN|4RCR|5aAART|6ASPD|7BEXP|8CDMG|9RCVC
234	61341 34211	   	177.68	ACR|1BASARM|1ASPD|1DMG|1AAC	1VENTOX|2ASPD|3DMG|4DUST|5RCR|6DUR|7ZMB|8BASARM|9AAC|aFEWX
235	61341 34213	   	177.68	ACR|1BASARM|1ASPD|1DMG|1AAC	1VENTOX|2ASPD|3DMG|4DUST|5RCR|6DUR|7ZMB|8BASARM|9AAC|aLHND
236	61311 34212	   	177.68	ACR|1BASARM|1ASPD|1DMG|1AAC	1VENTOX|2ASPD|3DMG|4LWND|5RCR|6DUR|7ZMB|8BASARM|9AAC|aAME
237	21325 43221	   	177.65	ACR|2VULN|1ASPD|1CDMG|1BEXP|1AART	1LIT|2CGEN|39VULN|4RCR|5AART|6ASPD|7BEXP|8CDMG|aERES
238	22225 43221	   	177.65	ACR|2VULN|1ASPD|1CDMG|1BEXP|1AART	1LIT|29VULN|3CGEN|4RCR|5AART|6ASPD|7BEXP|8CDMG|aERES
239	61341 34212	   	177.58	ACR|1BASARM|1ASPD|1DMG|1AAC	1VENTOX|2ASPD|3DMG|4DUST|5RCR|6DUR|7ZMB|8BASARM|9AAC|aAME
240	55236 13312	   	177.50	ACR|1VULN|2AART|1ASPD|1DMG	19AART|2RMIN|3RCR|4LHND|5aRCVC|6ASPD|7VULN|8DMG
241	26462 22131	 * 	177.25	ACR|2ASPD|2DMG|1VULN	1aLIT|2AAC|3MDPS|4RCR|5ERES|6aASPD|7VULN|8DUST|9aDMG|aBPWR
242	55236 13313	   	177.19	ACR|1VULN|2AART|1ASPD|1DMG	19AART|2RMIN|3RCR|4LHND|5RCVC|6ASPD|7VULN|8DMG|aLIT
243	55231 31324	   	177.09	ACR|2VULN|2AART|1BEXP|1CDMG	18AART|2RMIN|3RCR|46LHND|56VULN|6BPWR|7BEXP|9RCVC|aCDMG
244	55236 13311	   	177.09	ACR|1VULN|2AART|1ASPD|1DMG	19AART|2RMIN|3RCR|4LHND|5RCVC|6ASPD|7VULN|8DMG|aERES
245	63141 24184	 * 	177.06	ACR|3BEXP|2ASPD|1VULN	19VENTOX|2LHND|39aBEXP|4RCR|5VULN|6MBVNT|7MLV|89ASPD|9BPWR
246	51625 12332	   	176.96	ACR|2ASPD|2AART|1DMG|1CDMG	1aAART|2AEFBLL|3SPLREG|49ASPD|5RCR|6DMG|7CDMG|8FEWX
247	64241 12131	   	176.95	ACR|1BASARM|2BEXP|1VULN	1VENTOX|2MDPS|3RCVC|4RCR|5VULN|6aBEXP|7DUST|8CGEN|9BASARM
248	64241 11231	   	176.85	ACR|1BASARM|2BEXP|1VULN	1VENTOX|2MDPS|3RCVC|4RCR|5VULN|6aBEXP|7ERES|8DUST|9BASARM
249	61311 64123	   	176.82	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG	1VENTOX|2ASPD|3DMG|4LWND|5RCR|69VULN|7ZMB|8CDMG|aBEXP
250	61165 31223	   	176.79	ACR|2VULN|2ASPD|1BEXP|1AART	18VENTOX|28ASPD|38VULN|4AART|5RCR|6RPLT|7DLOT|8BPWR|9MLV|aBEXP
251	33141 24184	   	176.76	ACR|3BEXP|2ASPD|1VULN	19DUST|2SNIHEL|39aBEXP|4RCR|5VULN|6MBVNT|7MLV|89ASPD|9BPWR
252	55231 34221	   	176.76	ACR|3VULN|2AART|1CDMG	19AART|2RMIN|3RCR|468LHND|567VULN|6BPWR|aCDMG
253	55213 24121	   	176.66	ACR|3VULN|2AART|1CDMG	19AART|2RMIN|3RCR|4CGEN|5MLV|678VULN|aCDMG
254	55232 24121	   	176.66	ACR|3VULN|2AART|1CDMG	19AART|2RMIN|3RCR|45LHND|678VULN|aCDMG
255	52133 44113	 * 	176.61	DCR|1BASARM|1VULN|1DMG|1BEXP|1CDMG|1AART	1AART|2RPLT|3DMG|4CGEN|5RMIN|6VULN|7CDMG|8BASARM|9BEXP|aRCR
256	13126 81473	   	176.61	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MLV|2CGEN|37DUR|4MBVNT|5RCR|6BASARM|8CDMG|9DMG|aBEXP
257	13126 82473	   	176.61	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MLV|27CGEN|3DUR|4MBVNT|5RCR|6BASARM|8CDMG|9DMG|aBEXP
258	13126 83321	   	176.61	ACR|1BASARM|1VULN|1ASPD|1CDMG	1MLV|2CGEN|3DUR|4MBVNT|5RCR|6BASARM|7LIT|8VULN|9ASPD|aCDMG
259	13126 83721	   	176.61	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1MLV|2CGEN|3DUR|4MBVNT|5RCR|6BASARM|7LIT|8BEXP|9ASPD|aCDMG
260	13126 84473	   	176.61	ACR|1BASARM|1DMG|1BEXP|1CDMG	17MLV|2CGEN|3DUR|4MBVNT|5RCR|6BASARM|8CDMG|9DMG|aBEXP
261	52123 44113	   	176.51	DCR|1BASARM|1VULN|1DMG|1BEXP|1AART|1CDMG	1AART|2RPLT|3DMG|4ERES|5RMIN|6VULN|7CDMG|8BASARM|9BEXP|aRCR
262	55211 41233	   	176.47	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG|1AAC	1AART|2RMIN|3RCR|4CGEN|5LHND|6ASPD|7BEXP|8VULN|9CDMG|aAAC
263	55233 41233	   	176.47	ACR|1VULN|1ASPD|1CDMG|1BEXP|1AART|1AAC	1AART|2RMIN|3RCR|4LHND|5MLV|6ASPD|7BEXP|8VULN|9CDMG|aAAC
264	21325 42135	   	176.40	ACR|2ASPD|1VULN|1DMG|1AART	1LIT|2CGEN|3VULN|4RCR|5AART|69ASPD|7RCVC|8DMSP|aDMG
265	21325 42232	   	176.40	ACR|2DMG|1VULN|1ASPD|1AART	1LIT|2CGEN|3VULN|4RCR|5AART|6ASPD|7RCVC|8FEWX|9aDMG
266	21325 42632	   	176.40	ACR|2DMG|1VULN|1ASPD|1AART	1LIT|2CGEN|3VULN|4RCR|5AART|6ASPD|7RCVC|8LWND|9aDMG
267	22225 42135	   	176.40	ACR|2ASPD|1VULN|1DMG|1AART	1LIT|2VULN|3CGEN|4RCR|5AART|69ASPD|7RCVC|8DMSP|aDMG
268	22225 42232	   	176.40	ACR|2DMG|1VULN|1ASPD|1AART	1LIT|2VULN|3CGEN|4RCR|5AART|6ASPD|7RCVC|8FEWX|9aDMG
269	22225 42632	   	176.40	ACR|2DMG|1VULN|1ASPD|1AART	1LIT|2VULN|3CGEN|4RCR|5AART|6ASPD|7RCVC|8LWND|9aDMG
270	55213 24321	   	176.38	ACR|2VULN|3AART|1CDMG	189AART|2RMIN|3RCR|4CGEN|5MLV|67VULN|aCDMG
271	66131 12324	   	176.36	ACR|1BASARM|1DMG|1CDMG|1BEXP|1SELL	1VENTOX|2CDMG|3BEXP|4ZMB|5RCR|6LIT|7SELL|8DMG|9ERES|aBASARM
272	55231 31114	   	176.34	ACR|2VULN|2AART|1BEXP|1CDMG	19AART|2RMIN|3RCR|468LHND|56VULN|6BPWR|7BEXP|aCDMG
273	55232 21214	   	176.24	ACR|2VULN|2AART|1CDMG|1BEXP	19AART|2RMIN|3RCR|45LHND|68VULN|7BEXP|aCDMG
274	21462 25332	   	176.23	ACR|2BASARM|1VULN|1AART	18LIT|28CGEN|3MDPS|4RCR|5VULN|6LWND|78BASARM|8BPWR|9TLV|aAART
275	55211 41324	   	176.02	ACR|2DMG|1ASPD|1AART|1BEXP	1AART|2RMIN|3RCR|4aCGEN|5aLHND|6ASPD|7BEXP|8MBVNT|9aDMG|aBPWR
276	55233 41324	   	176.02	ACR|2DMG|1ASPD|1BEXP|1AART	1AART|2RMIN|3RCR|4aLHND|5aMLV|6ASPD|7BEXP|8MBVNT|9aDMG|aBPWR
277	21325 41132	   	175.98	ACR|2DMG|1VULN|1ASPD|1AART	1LIT|2CGEN|3VULN|4RCR|5AART|6ASPD|7LWND|8RCVC|9aDMG
278	21625 43132	   	175.98	ACR|2DMG|1VULN|1ASPD|1AART	1LIT|2CGEN|3LWND|4RCR|5AART|6ASPD|7VULN|8RCVC|9aDMG
279	22225 41132	   	175.98	ACR|2DMG|1VULN|1ASPD|1AART	1LIT|2VULN|3CGEN|4RCR|5AART|6ASPD|7LWND|8RCVC|9aDMG
280	53354 12132	 * 	175.95	DCR|2VULN|1BASARM|1ASPD|1AART|1BEXP	1AART|2CGEN|34VULN|5FEWX|6ASPD|7BEXP|8BASARM|9RCVC|aRCR
281	53551 12132	   	175.95	DCR|2VULN|1BASARM|1ASPD|1AART|1BEXP	1AART|2CGEN|3FEWX|45VULN|6ASPD|7BEXP|8BASARM|9RCVC|aRCR
282	55231 41233	   	175.91	ACR|1VULN|1DMG|1CDMG|1BEXP|1AART|2AAC	1AART|2RMIN|3RCR|4LHND|5VULN|6BEXP|7DMG|8aAAC|9CDMG
283	55232 13342	   	175.84	ACR|2VULN|1ASPD|1DMG|1AART	1AART|2RMIN|3RCR|45LHND|6ASPD|79VULN|8DMG|aRCVC
284	55235 13322	   	175.79	ACR|1VULN|2AART|1ASPD|1DMG	15AART|2RMIN|3RCR|4LHND|6ASPD|7VULN|8DMG|9aRCVC
285	63141 25422	 * 	175.79	ACR|1VULN|1ASPD|1DMG|2CDMG|1BEXP	1VENTOX|2LHND|3BEXP|4RCR|5VULN|6MBVNT|7ASPD|8DMG|9aCDMG
286	55232 13263	   	175.76	ACR|1VULN|1ASPD|1DMG|1CDMG|1AART	1AART|2RMIN|3RCR|45LHND|6ASPD|7VULN|8AAC|9DMG|aCDMG
287	55232 13333	   	175.76	ACR|1VULN|1ASPD|1DMG|1CDMG|1AART	1AART|2RMIN|3RCR|45LHND|6ASPD|7VULN|8DMG|9TLV|aCDMG
288	55253 22123	   	175.76	ACR|1VULN|1ASPD|1DMG|1CDMG|1AART	1AART|2RMIN|3RCR|45RPLT|6VULN|7DMG|8ASPD|9DUST|aCDMG
289	55212 21132	   	175.70	ACR|1BASARM|1VULN|1AART|1AAC	1AART|2RMIN|3RCR|45CGEN|6VULN|7FEWX|8BASARM|9RCVC|aAAC
290	55212 32132	   	175.70	ACR|1BASARM|1VULN|1AART|1AAC	1AART|2RMIN|3RCR|45CGEN|6FEWX|7VULN|8BASARM|9RCVC|aAAC
291	55261 12132	   	175.70	ACR|1BASARM|1VULN|1AART|1AAC	1AART|2RMIN|3RCR|46FEWX|5VULN|7MLV|8BASARM|9RCVC|aAAC
292	55263 22132	   	175.60	ACR|1BASARM|1VULN|1AART|1AAC	1AART|2RMIN|3RCR|4FEWX|5AEMAG|6VULN|7MLV|8BASARM|9RCVC|aAAC
293	33141 25422	   	175.59	ACR|1VULN|1ASPD|1DMG|2CDMG|1BEXP	1DUST|2SNIHEL|3BEXP|4RCR|5VULN|6MBVNT|7ASPD|8DMG|9aCDMG
294	55232 13343	   	175.51	ACR|2VULN|1ASPD|1DMG|1AART	1AART|2RMIN|3RCR|45LHND|6ASPD|79VULN|8DMG|aLIT
295	55235 13323	   	175.48	ACR|1VULN|2AART|1ASPD|1DMG	15AART|2RMIN|3RCR|4LHND|6ASPD|7VULN|8DMG|9RCVC|aLIT
296	55263 12323	   	175.41	ACR|2VULN|1ASPD|1DMG|1AART	1AART|2RMIN|3RCR|4FEWX|5AEMAG|6ASPD|7aVULN|8DMG|9ZMB
297	55263 12333	   	175.41	ACR|2VULN|1ASPD|1DMG|1AART	1AART|2RMIN|3RCR|4FEWX|5AEMAG|6ASPD|7aVULN|8DMG|9MLV
298	55232 13341	   	175.41	ACR|2VULN|1ASPD|1DMG|1AART	1AART|2RMIN|3RCR|45LHND|6ASPD|79VULN|8DMG|aERES
299	55235 12111	   	175.40	ACR|2ASPD|2AART|1CDMG|1AAC	15AART|2RMIN|3RCR|47LHND|68ASPD|9AAC|aCDMG
300	55235 12113	   	175.40	ACR|2ASPD|2AART|1BEXP|1AAC	15AART|2RMIN|3RCR|47LHND|68ASPD|9AAC|aBEXP
301	55235 13321	   	175.38	ACR|1VULN|2AART|1ASPD|1DMG	15AART|2RMIN|3RCR|4LHND|6ASPD|7VULN|8DMG|9RCVC|aERES
