0	Index      	 *	Score 	Summary	Detail	
1	21523 21125	 * 	188.86	ACR|1BASARM|3BEXP|1ASPD	14TLV|2AIRHEL|378BEXP|5RCR|6RPLT|9BASARM|aASPD
162	13313 31226	   	164.58	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6LWND|7BEXP|8DMG|9FEWX|aAART
163	13313 32226	   	164.58	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6LWND|7FEWX|8DMG|9BEXP|aAART
164	13313 41215	   	164.58	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6DUR|7BEXP|8DMG|9AART|aLWND
165	13313 41216	   	164.58	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6DUR|7BEXP|8DMG|9AART|aBELT
166	13313 42213	   	164.58	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6DUR|7FEWX|8DMG|9AART|aBEXP
167	13313 42246	   	164.58	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6DUR|7FEWX|8DMG|9BEXP|aAART
168	13313 21216	   	164.48	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6LEGI|7BEXP|8DMG|9DUR|aAART
169	13313 21226	   	164.48	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6LEGI|7BEXP|8DMG|9FEWX|aAART
170	13313 22226	   	164.48	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6LEGI|7FEWX|8DMG|9BEXP|aAART
171	13313 33246	   	164.48	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6LWND|7DUST|8DMG|9BEXP|aAART
172	13313 41211	   	164.48	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUR|7BEXP|8DMG|9AART|aMBVNT
173	13313 41214	   	164.48	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6DUR|7BEXP|8DMG|9AART|aERES
174	13313 41236	   	164.48	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6DUR|7BEXP|8DMG|9LEGI|aAART
175	13313 41251	   	164.48	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUR|7BEXP|8DMG|9TLV|aAART
176	13313 43213	   	164.48	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUR|7DUST|8DMG|9AART|aBEXP
177	13313 43246	   	164.48	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUR|7DUST|8DMG|9BEXP|aAART
178	13313 46633	 * 	164.48	ACR|1VULN|1ASPD|1BASICY|1AART|1CDMG	14LHND|2VULN|3ASPD|5RCR|6DUR|7CDMG|8AART|9MBVNT|aBASICY
179	13313 61213	   	164.48	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUST|7BEXP|8DMG|9AART|aFEWX
180	13313 61215	   	164.48	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUST|7BEXP|8DMG|9AART|aLWND
181	13313 62213	   	164.48	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUST|7FEWX|8DMG|9AART|aBEXP
182	13313 62246	   	164.48	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUST|7FEWX|8DMG|9BEXP|aAART
183	55133 11432	   	164.41	ACR|1BASARM|1BEXP|1CDMG|1AAC|1SELL	1ZMB|2CDMG|3AME|4DUST|5RCR|6BEXP|7MDPS|8BASARM|9AAC|aSELL
184	13313 23246	   	164.38	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6LEGI|7DUST|8DMG|9BEXP|aAART
185	13313 61211	   	164.38	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUST|7BEXP|8DMG|9AART|aMBVNT
186	13313 61214	   	164.38	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	14LHND|2VULN|3ASPD|5RCR|6DUST|7BEXP|8DMG|9AART|aERES
187	13313 61236	   	164.38	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUST|7BEXP|8DMG|9LEGI|aAART
188	13313 61251	   	164.38	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	14LHND|2VULN|3ASPD|5RCR|6DUST|7BEXP|8DMG|9TLV|aAART
189	13313 66633	   	164.38	ACR|1VULN|1ASPD|1BASICY|1CDMG|1AART	14LHND|2VULN|3ASPD|5RCR|6DUST|7CDMG|8AART|9MBVNT|aBASICY
190	13313 36542	 * 	164.37	ACR|1VULN|2BEXP|1ASPD|2CDMG	14LHND|2VULN|3ASPD|5RCR|6LWND|78CDMG|9aBEXP
191	53133 11256	 * 	164.30	ACR|2VULN|3BEXP|1DMG	1ZMB|27aBEXP|3MLV|4ERES|5RCR|69VULN|8DMG
192	13313 26542	   	164.27	ACR|1VULN|2BEXP|1ASPD|2CDMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|78CDMG|9aBEXP
193	13313 36513	   	164.25	ACR|1VULN|1ASPD|2CDMG|1BASICY|1AAC	14LHND|2VULN|3ASPD|5RCR|6LWND|78CDMG|9BASICY|aAAC
194	13313 46513	   	164.25	ACR|1VULN|1ASPD|1BASICY|2CDMG|1AAC	14LHND|2VULN|3ASPD|5RCR|6DUR|78CDMG|9BASICY|aAAC
195	52233 11256	   	164.20	ACR|2VULN|3BEXP|1DMG	1ZMB|2AME|37aBEXP|4ERES|5RCR|69VULN|8DMG
196	55133 12353	 * 	164.17	ACR|2BEXP|1VULN|1DMG|2CDMG	1ZMB|29CDMG|3AME|4DUST|5RCR|68BEXP|7VULN|aDMG
197	13313 26513	   	164.15	ACR|1VULN|1ASPD|1BASICY|2CDMG|1AAC	14LHND|2VULN|3ASPD|5RCR|6LEGI|78CDMG|9BASICY|aAAC
198	13313 66513	   	164.15	ACR|1VULN|1ASPD|2CDMG|1BASICY|1AAC	14LHND|2VULN|3ASPD|5RCR|6DUST|78CDMG|9BASICY|aAAC
199	41351 33353	 * 	164.05	DCR|3BEXP|2DMG|2CDMG|1AART	17AEMAG|24DMG|347BEXP|47BPWR|57CDMG|6RCVC|8MLV|9AART|aRCR
200	55433 12312	 * 	163.96	ACR|2VULN|2BEXP|2CDMG|1AAC	1aZMB|2aCDMG|3LWND|4RMIN|5RCR|68BEXP|7aVULN|9AAC|aBPWR
201	13222 65613	 * 	163.56	2VULN|1BASARM|1ASPD|1DMG|1BEXP|1AART|1CDMG	1LHND|27VULN|3CDMG|4AART|5DMG|6BASARM|8ASPD|9DUST|aBEXP
202	13313 16143	   	163.18	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	14LHND|2VULN|3ASPD|5RCR|6ERES|7CDMG|8RMIN|9BEXP|aDMG
203	21133 62365	   	163.18	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|46CGEN|5RCR|7RMIN|8CDMG|9BASARM|aRCVC
204	21133 66325	   	163.18	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|46CGEN|5RCR|7MLV|8CDMG|9BASARM|aRCVC
205	13313 31214	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LWND|7aBEXP|8DMG|9DUR
206	13313 31224	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LWND|7aBEXP|8DMG|9FEWX
207	13313 31241	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LWND|79BEXP|8DMG|aMLV
208	13313 31246	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LWND|79BEXP|8DMG|aDUR
209	13313 31264	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LWND|7aBEXP|8DMG|9BELT
210	13313 32224	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LWND|7FEWX|8DMG|9aBEXP
211	13313 41223	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUR|7aBEXP|8DMG|9LIT
212	13313 41241	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUR|79BEXP|8DMG|aMLV
213	13313 41246	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6aDUR|79BEXP|8DMG
214	13313 41264	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUR|7aBEXP|8DMG|9BELT
215	13313 42244	   	163.17	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUR|7FEWX|8DMG|9aBEXP
216	31225 34622	 * 	163.17	ACR|2BEXP|1BASICY|1DMG|1AART	1RPLT|23LIT|4aBEXP|5RCR|6AART|7BASICY|8DMG|9RMIN
217	13313 36312	   	163.16	ACR|1VULN|1ASPD|1BASICY|1BEXP|1CDMG	14LHND|2VULN|3ASPD|5RCR|6LWND|7CDMG|8RCVC|9BASICY|aBEXP
218	13313 46312	   	163.16	ACR|1VULN|1ASPD|1BASICY|1BEXP|1CDMG	14LHND|2VULN|3ASPD|5RCR|6DUR|7CDMG|8RCVC|9BASICY|aBEXP
219	14133 53261	   	163.14	ACR|2VULN|2DMG|1AART	1aLHND|28DMG|3aMLV|4ERES|5RCR|6CGEN|7aVULN|9AART|aBPWR
220	55133 12126	   	163.08	ACR|1VULN|1ASPD|1DMG|1CDMG|1BEXP	1ZMB|2CDMG|3AME|4DUST|5RCR|6BEXP|7VULN|8ASPD|9DUR|aDMG
221	55133 12136	   	163.08	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1ZMB|2CDMG|3AME|4DUST|5RCR|6BEXP|7VULN|8ASPD|9LWND|aDMG
222	55133 12226	   	163.08	ACR|1VULN|1ASPD|1DMG|1CDMG|1BEXP	1ZMB|2CDMG|3AME|4DUST|5RCR|6BEXP|7VULN|8LHND|9ASPD|aDMG
223	21133 44325	   	163.08	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|6ERES|7DMSP|8CDMG|9BASARM|aRCVC
224	13313 13351	 * 	163.07	ACR|2VULN|1ASPD|1DMG|1CDMG	14LHND|27VULN|3ASPD|5RCR|6ERES|8ZMB|9DMG|aCDMG
225	13313 13451	   	163.07	ACR|2VULN|1ASPD|1DMG|1CDMG	14LHND|27VULN|3ASPD|5RCR|6ERES|8CGEN|9DMG|aCDMG
226	13313 21214	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|7aBEXP|8DMG|9DUR
227	13313 21224	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|7aBEXP|8DMG|9FEWX
228	13313 21241	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|79BEXP|8DMG|aMLV
229	13313 21246	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|79BEXP|8DMG|aDUR
230	13313 21264	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|7aBEXP|8DMG|9BELT
231	13313 22224	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|7FEWX|8DMG|9aBEXP
232	13313 31243	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LWND|79BEXP|8DMG|aSNIFST
233	13313 31256	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LWND|7aBEXP|8DMG|9TLV
234	13313 33244	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LWND|7DUST|8DMG|9aBEXP
235	13313 41234	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUR|7aBEXP|8DMG|9LEGI
236	13313 41243	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUR|79BEXP|8DMG|aSNIFST
237	13313 41252	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUR|7aBEXP|8DMG|9TLV
238	13313 43244	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUR|7DUST|8DMG|9aBEXP
239	13313 61223	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUST|7aBEXP|8DMG|9LIT
240	13313 61241	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUST|79BEXP|8DMG|aMLV
241	13313 61246	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUST|79BEXP|8DMG|aDUR
242	13313 61264	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUST|7aBEXP|8DMG|9BELT
243	13313 62244	   	163.07	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUST|7FEWX|8DMG|9aBEXP
244	14133 11344	   	163.07	ACR|2BEXP|1VULN|1ASPD|1DMG	1LHND|2DMG|3MLV|4ERES|5RCR|6VULN|79BEXP|8RMIN|aASPD
245	13313 66332	   	163.07	ACR|2VULN|1ASPD|1DMG|1CDMG	14LHND|2aVULN|3ASPD|5RCR|6DUST|7CDMG|8DUR|9DMG
246	14133 16134	   	163.07	ACR|2VULN|1ASPD|1DMG|1CDMG	1LHND|2DMG|3MLV|4ERES|5RCR|69VULN|7CDMG|8RPLT|aASPD
247	53133 11214	   	163.07	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|27BEXP|3MLV|4ERES|5RCR|6VULN|8DMG|9DUR|aASPD
248	53133 11241	   	163.07	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|27BEXP|3aMLV|4ERES|5RCR|6VULN|8DMG|9ASPD
249	53133 11242	   	163.07	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|27BEXP|3MLV|4ERES|5RCR|6VULN|8DMG|9ASPD|aCGEN
250	53133 11244	   	163.07	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|27BEXP|3MLV|4ERES|5RCR|6VULN|8DMG|9ASPD|aLHND
251	53133 21245	   	163.07	ACR|2BEXP|1ASPD|1DMG|1VULN	1ZMB|27BEXP|3MLV|4ERES|5RCR|6LHND|8DMG|9ASPD|aVULN
252	53133 21254	   	163.07	ACR|2BEXP|1ASPD|1DMG|1VULN	1ZMB|27BEXP|3MLV|4ERES|5RCR|6LHND|8DMG|9VULN|aASPD
253	13313 26312	   	163.06	ACR|1VULN|1ASPD|1BASICY|1BEXP|1CDMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|7CDMG|8RCVC|9BASICY|aBEXP
254	31225 12324	   	163.06	ACR|1BASARM|1ASPD|1BEXP	1RPLT|23LIT|4BEXP|5RCR|6LHND|7LWND|8ZMB|9ASPD|aBASARM
255	12633 51531	   	163.04	ACR|2DMG|2VULN|1AART	1aLHND|2TLV|3aDMG|4ERES|5RCR|6CGEN|7DMSP|8AART|9aVULN|aBPWR
256	12633 53161	   	163.04	ACR|2VULN|2DMG|1AART	1aLHND|2TLV|3aDMG|4ERES|5RCR|68CGEN|7aVULN|9AART|aBPWR
257	52233 14243	   	162.98	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1ZMB|2AME|3BEXP|47ERES|5RCR|6VULN|8DMG|9ASPD|aCDMG
258	21133 41325	   	162.98	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|67ERES|8CDMG|9BASARM|aRCVC
259	12633 11344	   	162.97	ACR|2BEXP|1VULN|1ASPD|1DMG	1LHND|2TLV|3DMG|4ERES|5RCR|6VULN|79BEXP|8RMIN|aASPD
260	12633 16134	   	162.97	ACR|2VULN|1ASPD|1DMG|1CDMG	1LHND|2TLV|3DMG|4ERES|5RCR|69VULN|7CDMG|8RPLT|aASPD
261	13313 13551	   	162.97	ACR|2VULN|1ASPD|1DMG|1CDMG	14LHND|27VULN|3ASPD|5RCR|6ERES|8AAC|9DMG|aCDMG
262	13313 21243	   	162.97	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|79BEXP|8DMG|aSNIFST
263	13313 21256	   	162.97	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|7aBEXP|8DMG|9TLV
264	13313 23244	   	162.97	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6LEGI|7DUST|8DMG|9aBEXP
265	13313 61234	   	162.97	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUST|7aBEXP|8DMG|9LEGI
266	13313 61243	   	162.97	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUST|79BEXP|8DMG|aSNIFST
267	13313 61252	   	162.97	ACR|1VULN|2BEXP|1ASPD|1DMG	14LHND|2VULN|3ASPD|5RCR|6DUST|7aBEXP|8DMG|9TLV
268	21133 24535	   	162.97	ACR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|6RPLT|78VULN|9CDMG|aASPD
269	52233 11214	   	162.97	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|2AME|37BEXP|4ERES|5RCR|6VULN|8DMG|9DUR|aASPD
270	52233 11241	   	162.97	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|2AME|37BEXP|4ERES|5RCR|6VULN|8DMG|9ASPD|aMLV
271	52233 11242	   	162.97	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|2AME|37BEXP|4ERES|5RCR|6VULN|8DMG|9ASPD|aFEWX
272	52233 11244	   	162.97	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|2AME|37BEXP|4ERES|5RCR|6VULN|8DMG|9ASPD|aLHND
273	52233 21243	   	162.97	ACR|2BEXP|1ASPD|1DMG|1CDMG	1ZMB|2AME|37BEXP|4ERES|5RCR|6LHND|8DMG|9ASPD|aCDMG
274	52233 21245	   	162.97	ACR|2BEXP|1ASPD|1DMG|1VULN	1ZMB|2AME|37BEXP|4ERES|5RCR|6LHND|8DMG|9ASPD|aVULN
275	52233 21254	   	162.97	ACR|2BEXP|1ASPD|1DMG|1VULN	1ZMB|2AME|37BEXP|4ERES|5RCR|6LHND|8DMG|9VULN|aASPD
276	52233 41243	   	162.97	ACR|2BEXP|1ASPD|1DMG|1CDMG	1ZMB|2AME|37BEXP|4ERES|5RCR|6DUR|8DMG|9ASPD|aCDMG
277	53133 11225	   	162.97	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|27BEXP|3MLV|4ERES|5RCR|6VULN|8DMG|9MSLTOX|aASPD
278	53133 11243	   	162.97	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|27BEXP|3MLV|4ERES|5RCR|6VULN|8DMG|9ASPD|aAIRHEL
279	53133 11264	   	162.97	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|27BEXP|3MLV|4ERES|5RCR|6VULN|8DMG|9LEGI|aASPD
280	55133 62132	   	162.97	ACR|2VULN|1ASPD|1DMG|1CDMG	1ZMB|2CDMG|3AME|4DUST|5RCR|6DUR|7aVULN|8ASPD|9DMG
281	12633 52531	   	162.94	ACR|2DMG|2VULN|1AART	1aLHND|2TLV|3aDMG|47ERES|5RCR|6CGEN|8AART|9aVULN|aBPWR
282	52233 11225	   	162.87	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|2AME|37BEXP|4ERES|5RCR|6VULN|8DMG|9MSLTOX|aASPD
283	52233 11264	   	162.87	ACR|2BEXP|1VULN|1ASPD|1DMG	1ZMB|2AME|37BEXP|4ERES|5RCR|6VULN|8DMG|9LEGI|aASPD
284	21133 62364	   	162.86	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|46CGEN|5RCR|7RMIN|8CDMG|9BASARM|aLIT
285	21133 66324	   	162.86	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|46CGEN|5RCR|7MLV|8CDMG|9BASARM|aLIT
286	12633 31225	   	162.86	ACR|1BASARM|1DMG|1BEXP	18LHND|2TLV|3DMG|4ERES|5RCR|6LWND|7BEXP|9DUR|aBASARM
287	12633 31245	   	162.86	ACR|1BASARM|1DMG|1BEXP	18LHND|2TLV|3DMG|4ERES|5RCR|6LWND|7BEXP|9FEWX|aBASARM
288	55241 21221	   	162.85	ACR|1ASPD|1DMG|2CDMG|1AART	1ZMB|2aCDMG|3RCVC|4RCR|5DMG|6MBVNT|7ASPD|8FEWX|9AART
289	55241 24121	   	162.85	ACR|1ASPD|1DMG|2CDMG|1BEXP	1ZMB|27CDMG|3RCVC|4RCR|5DMG|6MBVNT|8BEXP|9ASPD|aLHND
290	55241 24123	   	162.85	ACR|1ASPD|1DMG|2CDMG|1BEXP	1ZMB|27CDMG|3RCVC|4RCR|5DMG|6MBVNT|8BEXP|9ASPD|aRMIN
291	55241 24124	   	162.85	ACR|1ASPD|1DMG|2CDMG|1BEXP	1ZMB|27CDMG|3RCVC|4RCR|5DMG|6MBVNT|8BEXP|9ASPD|aCGEN
292	14133 14226	   	162.84	ACR|2VULN|2DMG|1AART	1LHND|28DMG|3MLV|47ERES|5RCR|69VULN|aAART
293	12633 21245	   	162.76	ACR|1BASARM|1DMG|1BEXP	18LHND|2TLV|3DMG|4ERES|5RCR|6LEGI|7BEXP|9FEWX|aBASARM
294	21133 44324	   	162.76	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|6ERES|7DMSP|8CDMG|9BASARM|aLIT
295	21133 62361	   	162.76	ACR|1BASARM|1DMG|1CDMG	1aTLV|2AIRHEL|3DMG|46CGEN|5RCR|7RMIN|8CDMG|9BASARM
296	21133 62362	   	162.76	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|46CGEN|5RCR|7RMIN|8CDMG|9BASARM|aERES
297	21133 66321	   	162.76	ACR|1BASARM|1DMG|1CDMG	1aTLV|2AIRHEL|3DMG|46CGEN|5RCR|7MLV|8CDMG|9BASARM
298	21133 66322	   	162.76	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|46CGEN|5RCR|7MLV|8CDMG|9BASARM|aERES
299	12633 31125	   	162.76	ACR|1BASARM|1DMG|1BEXP	1LHND|2TLV|3DMG|48ERES|5RCR|6LWND|7BEXP|9DUR|aBASARM
300	12633 31145	   	162.76	ACR|1BASARM|1DMG|1BEXP	1LHND|2TLV|3DMG|48ERES|5RCR|6LWND|7BEXP|9FEWX|aBASARM
301	12633 31215	   	162.76	ACR|1BASARM|1DMG|1BEXP	18LHND|2TLV|3DMG|4ERES|5RCR|6LWND|7BEXP|9LEGI|aBASARM
302	12633 41236	   	162.76	ACR|1BASARM|1DMG|1BEXP	18LHND|2TLV|3DMG|4ERES|5RCR|6DUR|7BEXP|9MBVNT|aBASARM
303	12633 14226	   	162.74	ACR|2VULN|2DMG|1AART	1LHND|2TLV|38DMG|47ERES|5RCR|69VULN|aAART
304	55241 12231	   	162.68	ACR|3BEXP|1DMG|1CDMG	1ZMB|2CDMG|3RCVC|4RCR|5DMG|67aBEXP|8RMIN|9LIT
305	55241 12313	   	162.68	ACR|3BEXP|1DMG|1CDMG	18ZMB|2CDMG|3RCVC|4RCR|5DMG|67aBEXP|9RPLT
306	21133 41324	   	162.66	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|67ERES|8CDMG|9BASARM|aLIT
307	12633 21145	   	162.66	ACR|1BASARM|1DMG|1BEXP	1LHND|2TLV|3DMG|48ERES|5RCR|6LEGI|7BEXP|9FEWX|aBASARM
308	12633 21236	   	162.66	ACR|1BASARM|1DMG|1BEXP	18LHND|2TLV|3DMG|4ERES|5RCR|6LEGI|7BEXP|9MBVNT|aBASARM
309	12633 31115	   	162.66	ACR|1BASARM|1DMG|1BEXP	1LHND|2TLV|3DMG|48ERES|5RCR|6LWND|7BEXP|9LEGI|aBASARM
310	12633 41136	   	162.66	ACR|1BASARM|1DMG|1BEXP	1LHND|2TLV|3DMG|48ERES|5RCR|6DUR|7BEXP|9MBVNT|aBASARM
311	12633 61236	   	162.66	ACR|1BASARM|1DMG|1BEXP	18LHND|2TLV|3DMG|4ERES|5RCR|6DUST|7BEXP|9MBVNT|aBASARM
312	21133 44321	   	162.66	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|6ERES|7DMSP|8CDMG|9BASARM|aAME
313	21133 44322	   	162.66	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|6ERES|7DMSP|8CDMG|9BASARM|aDUST
314	21133 44323	   	162.66	ACR|1BASARM|1DMG|1CDMG	1aTLV|2AIRHEL|3DMG|4CGEN|5RCR|6ERES|7DMSP|8CDMG|9BASARM
315	14133 14252	 * 	162.61	ACR|3DMG|1VULN|1BEXP	1LHND|289DMG|3MLV|47ERES|5RCR|6VULN|aBEXP
316	12633 21136	   	162.56	ACR|1BASARM|1DMG|1BEXP	1LHND|2TLV|3DMG|48ERES|5RCR|6LEGI|7BEXP|9MBVNT|aBASARM
317	12633 61136	   	162.56	ACR|1BASARM|1DMG|1BEXP	1LHND|2TLV|3DMG|48ERES|5RCR|6DUST|7BEXP|9MBVNT|aBASARM
318	21133 41321	   	162.56	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|67ERES|8CDMG|9BASARM|aAME
319	21133 41322	   	162.56	ACR|1BASARM|1DMG|1CDMG	1TLV|2AIRHEL|3DMG|4CGEN|5RCR|67ERES|8CDMG|9BASARM|aDUST
320	21133 41323	   	162.56	ACR|1BASARM|1DMG|1CDMG	1aTLV|2AIRHEL|3DMG|4CGEN|5RCR|67ERES|8CDMG|9BASARM
321	12633 14252	   	162.51	ACR|3DMG|1VULN|1BEXP	1LHND|2TLV|389DMG|47ERES|5RCR|6VULN|aBEXP
