0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13142 43531	6	 * 	271.14	橙4易伤2等级2时间	1挖青2a等级3平台467a易伤5额外掉落8核9a时间a序列升级
206	41131 38147	10	   	249.99	橙3易伤2等级2时间	1立即金币2双倍矿3挖青4加一5a时间69a易伤7a等级8核a序列升级
207	43131 38147	10	   	249.99	橙3易伤2等级2时间	12立即金币3挖青4加一5a时间69a易伤7a等级8核a序列升级
208	13268 17142	9	   	249.99	橙3易伤2等级2时间	1挖青27等级3双倍矿4加一579易伤67时间7序列升级8核a矿等
209	13268 17142	10	   	249.99	橙3易伤2等级2时间	1挖青27等级3双倍矿4加一579易伤67时间7序列升级8核a立即金币
210	13268 17144	10	   	249.99	橙3易伤2等级2时间	1挖青27等级3双倍矿4加一579易伤67时间7序列升级8核a金币生成
211	13268 17211	9	   	249.99	橙3易伤2等级2时间	1挖青27等级3双倍矿4加一579易伤67时间7序列升级8策反a核
212	13268 17411	9	   	249.99	橙3易伤2等级2时间	1挖青27等级3双倍矿4加一579易伤67时间7序列升级8矿等a核
213	12126 31144	6	   	249.90	橙3易伤1等级1伤害1时间1暴击	1挖青256易伤3暴击4伤害7赏金邻近8核9时间a等级
214	12126 33144	6	   	249.90	橙3易伤1等级1伤害1时间1暴击	1挖青256易伤3暴击4伤害7赏金塔8核9时间a等级
215	13343 62312	9	   	249.90	橙3易伤1等级1伤害1时间1暴击	1挖青2等级3掉矿4时间5伤害6核7暴击89a易伤
216	12216 65111	9	   	249.89	橙3易伤2等级2时间	1挖青239易伤49等级5敌人爆炸6核7掉矿89时间9序列升级a双倍物品
217	13262 44547	10	   	249.89	橙3易伤3等级2时间	1挖青25a等级3双倍矿4加一6a时间7核89a易伤a序列升级
218	13262 74247	10	   	249.89	橙3易伤3等级2时间	1挖青25a等级3双倍矿4加一69a易伤7核8a时间a序列升级
219	13268 17141	10	   	249.89	橙3易伤2等级2时间	1挖青27等级3双倍矿4加一579易伤67时间7序列升级8核a掉矿
220	13268 17141	9	   	249.89	橙3易伤2等级2时间	1挖青27等级3双倍矿4加一579易伤67时间7序列升级8核a挖尘
221	12323 23321	10	   	249.80	橙4易伤1等级2雷电1暴击	1挖青289a易伤38敌人爆炸4等级5暴击68雷电7核8序列升级
222	12323 23322	9	   	249.80	橙4易伤1等级2雷电1暴击	1挖青289a易伤38敌人爆炸4等级5暴击68雷电7核8序列升级
223	16231 38147	1	   	249.79	橙3易伤2等级2时间	1挖青2赏金邻近3赏金塔4加一5a时间69a易伤7a等级8核a序列升级
224	13268 17143	10	   	249.74	橙3易伤2等级2时间1卖塔	1挖青27等级3双倍矿4加一579易伤67时间7序列升级8核a卖塔
225	13268 17144	9	   	249.74	橙3易伤2等级2时间1卖塔	1挖青27等级3双倍矿4加一579易伤67时间7序列升级8核a卖塔
226	12214 21342	4	   	249.64	橙3易伤2等级2时间1卖塔	1挖青235易伤45等级5序列升级6卖塔7赏金邻近8核9a时间
227	12215 21342	5	   	249.64	橙3易伤2等级2时间1卖塔	1挖青235易伤45等级5序列升级6卖塔7赏金邻近8核9a时间
228	12214 23163	9	   	249.46	橙4易伤1等级1伤害	1挖青236a易伤4等级5雷电7敌人爆炸8伤害9核
229	12162 23324	8	   	249.44	橙2易伤2等级1伤害2暴击2雷电	1挖青28易伤38暴击49等级5基地爆炸68雷电7核8序列升级a伤害
230	12162 23624	7	   	249.44	橙2易伤2等级1伤害2暴击2雷电	1挖青28易伤38暴击49等级5基地爆炸68雷电7核8序列升级a伤害
231	12216 66233	7	   	249.15	橙3易伤2等级1时间1暴击	1挖青237易伤47等级57敌人爆炸6核7序列升级8最后敌人9时间a暴击
232	21215 22141	8	   	249.15	橙3易伤2等级1时间1暴击	16最后敌人235易伤45等级5序列升级7平台8时间9暴击a核
233	21215 23541	8	   	249.15	橙3易伤2等级1时间1暴击	16最后敌人235易伤45等级5序列升级7时间8平台9暴击a核
234	21215 61336	9	   	249.15	橙3易伤2等级1时间1暴击	1最后敌人235易伤45等级5序列升级6随机矿7敌人爆炸8核9暴击a时间
235	12215 23245	10	   	249.05	橙3易伤2等级1时间1暴击	1挖青235易伤45等级5序列升级6最后敌人7敌人爆炸8时间9暴击a核
236	12215 31245	10	   	249.05	橙3易伤2等级1时间1暴击	1挖青235易伤45等级5序列升级6敌人爆炸7最后敌人8时间9暴击a核
237	12215 32245	10	   	249.05	橙3易伤2等级1时间1暴击	1挖青235易伤45等级5序列升级6敌人爆炸7基地爆炸8时间9暴击a核
238	12215 33245	10	   	249.05	橙3易伤2等级1时间1暴击	1挖青235易伤45等级5序列升级6敌人爆炸7低血量敌人8时间9暴击a核
239	12215 61336	9	   	249.05	橙3易伤2等级1时间1暴击	1挖青235易伤45等级5序列升级6随机矿7敌人爆炸8核9暴击a时间
240	12216 66213	8	   	249.05	橙3易伤2等级1时间1暴击	1挖青237易伤47等级57敌人爆炸6核7序列升级8时间9挖尘a暴击
241	21215 62336	9	   	249.05	橙3易伤2等级1时间1暴击	1最后敌人235易伤45等级5序列升级6随机矿7挖尘8核9暴击a时间
242	32316 26111	6	   	248.99	橙5易伤1等级1全技能	137掉矿24578易伤6全技能7序列升级9核a等级
243	12215 62336	9	   	248.95	橙3易伤2等级1时间1暴击	1挖青235易伤45等级5序列升级6随机矿7挖尘8核9暴击a时间
244	22552 32236	2	   	248.94	橙3易伤2时间1等级1全技能	1最后敌人2全技能3雷电47a易伤59时间6等级8核
245	32563 31523	6	   	248.89	橙4易伤2伤害1时间	18掉矿2789易伤3敌人爆炸4策反58伤害6核8序列升级a时间
246	26341 32153	7	   	248.88	橙3易伤2等级1伤害1全技能	1最后敌人2平台39等级47a易伤5伤害6全技能8核
247	13142 53611	6	   	248.88	橙3易伤2等级1伤害1全技能	1挖青26等级3平台467易伤5额外掉落6序列升级8伤害9核a全技能
248	12316 32463	6	   	248.82	橙2易伤2等级2伤害	1挖青28易伤34敌人爆炸58伤害6核78等级8序列升级9攻速a雷电
249	12336 32463	6	   	248.82	橙2易伤2等级2伤害	1挖青28易伤3敌人爆炸4立即金币58伤害6核78等级8序列升级9攻速a雷电
250	12323 23324	9	   	248.81	橙3易伤1等级1伤害2雷电1暴击	1挖青289易伤38敌人爆炸4等级5暴击68雷电7核8序列升级a伤害
251	12323 23361	8	   	248.81	橙3易伤1等级1伤害2雷电1暴击	1挖青28a易伤38敌人爆炸4等级5暴击68雷电7核8序列升级9伤害
252	12323 23661	7	   	248.81	橙3易伤1等级1伤害2雷电1暴击	1挖青28a易伤38敌人爆炸4等级5暴击68雷电7核8序列升级9伤害
253	12211 32153	6	   	248.78	橙3易伤2等级1伤害1全技能	1挖青23a易伤49等级5平台6伤害7全技能8核
254	13141 32153	7	   	248.78	橙3易伤2等级1伤害1全技能	1挖青29等级3平台47a易伤5伤害6全技能8核
255	53221 13631	3	   	248.71	橙2易伤2等级2时间1暴击1全技能	19低血量敌人29时间3a易伤4暴击5赏金塔6核79等级8全技能9序列升级
256	53222 13631	3	   	248.71	橙2易伤2等级2时间1暴击1全技能	19低血量敌人29时间3a易伤4暴击5赏金邻近6核79等级8全技能9序列升级
257	12216 66333	8	   	248.61	橙4易伤2等级	1挖青237a易伤47等级57敌人爆炸6核7序列升级8金币生成9雷电
258	21215 61333	8	   	248.61	橙4易伤2等级	1最后敌人235a易伤45等级5序列升级6随机矿7敌人爆炸8核9雷电
259	21215 61353	9	   	248.61	橙4易伤2等级	1最后敌人235a易伤45等级5序列升级6随机矿7敌人爆炸8核9雷电
260	51215 61333	8	   	248.61	橙4易伤2等级	1低血量敌人235a易伤45等级5序列升级6随机矿7敌人爆炸8核9雷电
261	12216 66111	10	   	248.61	橙4易伤2等级	1挖青2379易伤47等级57敌人爆炸6核7序列升级8策反a攻速
262	12216 66112	10	   	248.61	橙4易伤2等级	1挖青2379易伤47等级57敌人爆炸6核7序列升级8策反a雷电
263	12216 66311	10	   	248.61	橙4易伤2等级	1挖青2379易伤47等级57敌人爆炸6核7序列升级8金币生成a攻速
264	12216 66312	10	   	248.61	橙4易伤2等级	1挖青2379易伤47等级57敌人爆炸6核7序列升级8金币生成a雷电
265	21215 61311	10	   	248.61	橙4易伤2等级	1最后敌人2359易伤45等级5序列升级6随机矿7敌人爆炸8核a攻速
266	21215 61312	10	   	248.61	橙4易伤2等级	1最后敌人2359易伤45等级5序列升级6随机矿7敌人爆炸8核a雷电
267	21215 61316	9	   	248.61	橙4易伤2等级	1最后敌人2359易伤45等级5序列升级6随机矿7敌人爆炸8核a雷电
268	51215 61311	10	   	248.61	橙4易伤2等级	1低血量敌人2359易伤45等级5序列升级6随机矿7敌人爆炸8核a攻速
269	51215 61312	10	   	248.61	橙4易伤2等级	1低血量敌人2359易伤45等级5序列升级6随机矿7敌人爆炸8核a雷电
270	12215 61333	8	   	248.51	橙4易伤2等级	1挖青235a易伤45等级5序列升级6随机矿7敌人爆炸8核9雷电
271	12215 61353	9	   	248.51	橙4易伤2等级	1挖青235a易伤45等级5序列升级6随机矿7敌人爆炸8核9雷电
272	21215 31333	8	   	248.51	橙4易伤2等级	1最后敌人235a易伤45等级5序列升级6掉矿7敌人爆炸8核9雷电
273	21215 31353	9	   	248.51	橙4易伤2等级	1最后敌人235a易伤45等级5序列升级6掉矿7敌人爆炸8核9雷电
274	21215 31356	10	   	248.51	橙4易伤2等级	1最后敌人235a易伤45等级5序列升级6掉矿7敌人爆炸8核9雷电
275	21215 62332	8	   	248.51	橙4易伤2等级	1最后敌人235a易伤45等级5序列升级6随机矿7挖尘8核9雷电
276	21215 62352	9	   	248.51	橙4易伤2等级	1最后敌人235a易伤45等级5序列升级6随机矿7挖尘8核9雷电
277	51215 62332	8	   	248.51	橙4易伤2等级	1低血量敌人235a易伤45等级5序列升级6随机矿7挖尘8核9雷电
278	12215 61311	10	   	248.51	橙4易伤2等级	1挖青2359易伤45等级5序列升级6随机矿7敌人爆炸8核a攻速
279	12215 61312	10	   	248.51	橙4易伤2等级	1挖青2359易伤45等级5序列升级6随机矿7敌人爆炸8核a雷电
280	12215 61316	9	   	248.51	橙4易伤2等级	1挖青2359易伤45等级5序列升级6随机矿7敌人爆炸8核a雷电
281	21215 31311	10	   	248.51	橙4易伤2等级	1最后敌人2359易伤45等级5序列升级6掉矿7敌人爆炸8核a攻速
282	21215 31312	10	   	248.51	橙4易伤2等级	1最后敌人2359易伤45等级5序列升级6掉矿7敌人爆炸8核a雷电
283	21215 31316	9	   	248.51	橙4易伤2等级	1最后敌人2359易伤45等级5序列升级6掉矿7敌人爆炸8核a雷电
284	21215 62311	10	   	248.51	橙4易伤2等级	1最后敌人2359易伤45等级5序列升级6随机矿7挖尘8核a攻速
285	21215 62312	10	   	248.51	橙4易伤2等级	1最后敌人2359易伤45等级5序列升级6随机矿7挖尘8核a雷电
286	51215 62311	10	   	248.51	橙4易伤2等级	1低血量敌人2359易伤45等级5序列升级6随机矿7挖尘8核a攻速
287	51215 62312	10	   	248.51	橙4易伤2等级	1低血量敌人2359易伤45等级5序列升级6随机矿7挖尘8核a雷电
288	22166 32131	7	   	248.48	橙2易伤2等级3时间1全技能	19最后敌人2全技能359时间45易伤59序列升级6敌人爆炸7平台89等级a核
289	22166 52131	7	   	248.48	橙2易伤2等级3时间1全技能	19最后敌人2全技能359时间45易伤59序列升级6基地爆炸7平台89等级a核
290	52166 32131	7	   	248.48	橙2易伤2等级3时间1全技能	19低血量敌人2全技能359时间45易伤59序列升级6敌人爆炸7平台89等级a核
291	13151 16241	10	   	248.46	橙2易伤2等级2伤害1时间	1挖青2a等级3平台4时间5a伤害6金币生成7核8策反9a易伤a序列升级
292	13151 26241	10	   	248.46	橙2易伤2等级2伤害1时间	1挖青2a等级3平台4时间5a伤害6矿等7核8策反9a易伤a序列升级
293	12316 32426	6	   	248.46	橙2易伤2等级2伤害1时间	1挖青28易伤34敌人爆炸58伤害6核78等级8序列升级9策反a时间
294	12316 32443	6	   	248.46	橙2易伤2等级2伤害1时间	1挖青28易伤34敌人爆炸58伤害6核78等级8序列升级9金币生成a时间
295	12336 32426	6	   	248.46	橙2易伤2等级2伤害1时间	1挖青28易伤3敌人爆炸4立即金币58伤害6核78等级8序列升级9策反a时间
296	12336 32443	6	   	248.46	橙2易伤2等级2伤害1时间	1挖青28易伤3敌人爆炸4立即金币58伤害6核78等级8序列升级9金币生成a时间
297	32563 36211	10	   	248.46	橙2易伤2等级2伤害1时间	1掉矿2a易伤3敌人爆炸4策反5a伤害6核7时间8平台9a等级a序列升级
298	12215 62332	8	   	248.41	橙4易伤2等级	1挖青235a易伤45等级5序列升级6随机矿7挖尘8核9雷电
299	12215 62352	9	   	248.41	橙4易伤2等级	1挖青235a易伤45等级5序列升级6随机矿7挖尘8核9雷电
300	21215 32332	8	   	248.41	橙4易伤2等级	1最后敌人235a易伤45等级5序列升级6掉矿7挖尘8核9雷电
301	21215 32352	9	   	248.41	橙4易伤2等级	1最后敌人235a易伤45等级5序列升级6掉矿7挖尘8核9雷电
302	21215 32356	10	   	248.41	橙4易伤2等级	1最后敌人235a易伤45等级5序列升级6掉矿7挖尘8核9雷电
303	12215 62311	10	   	248.41	橙4易伤2等级	1挖青2359易伤45等级5序列升级6随机矿7挖尘8核a攻速
304	12215 62312	10	   	248.41	橙4易伤2等级	1挖青2359易伤45等级5序列升级6随机矿7挖尘8核a雷电
305	21215 32311	10	   	248.41	橙4易伤2等级	1最后敌人2359易伤45等级5序列升级6掉矿7挖尘8核a攻速
306	21215 32312	10	   	248.41	橙4易伤2等级	1最后敌人2359易伤45等级5序列升级6掉矿7挖尘8核a雷电
307	22166 12131	7	   	248.38	橙2易伤2等级3时间1全技能	19最后敌人2全技能359时间45易伤59序列升级6挖尘7平台89等级a核
308	52166 12131	7	   	248.38	橙2易伤2等级3时间1全技能	19低血量敌人2全技能359时间45易伤59序列升级6挖尘7平台89等级a核
309	13268 36132	10	   	248.26	橙2易伤2等级2伤害1时间	1挖青2a等级3双倍矿4加一5a易伤6核7掉矿8时间9a伤害a序列升级
310	21442 32162	7	   	248.00	橙3易伤2伤害2暴击1时间	1最后敌人29a易伤3基地爆炸4低血量敌人59伤害6时间79暴击8核9序列升级
311	12123 54853	7	   	247.80	橙3易伤2伤害2暴击1时间	1挖青289易伤38暴击48伤害5加一6平台7核8序列升级a时间
312	12316 32416	6	   	247.77	橙2易伤3伤害2等级	1挖青28易伤34敌人爆炸58a伤害6核78等级8序列升级9赏金邻近
313	12336 32416	6	   	247.77	橙2易伤3伤害2等级	1挖青28易伤3敌人爆炸4立即金币58a伤害6核78等级8序列升级9赏金邻近
314	12323 23326	10	   	247.76	橙3易伤2等级2雷电1暴击	1挖青289易伤38敌人爆炸4a等级5暴击68雷电7核8序列升级
315	12162 14332	8	   	247.76	橙3易伤2等级2雷电1暴击	1挖青28a易伤3暴击48等级5基地爆炸6低血量敌人78雷电8序列升级9核
316	21316 32433	6	   	247.72	橙3易伤2等级1伤害	18最后敌人28a易伤34敌人爆炸5伤害6核78等级8序列升级9雷电
317	21336 32433	6	   	247.72	橙3易伤2等级1伤害	18最后敌人28a易伤3敌人爆炸4立即金币5伤害6核78等级8序列升级9雷电
318	51316 32433	6	   	247.72	橙3易伤2等级1伤害	18低血量敌人28a易伤34敌人爆炸5伤害6核78等级8序列升级9雷电
319	51336 32433	6	   	247.72	橙3易伤2等级1伤害	18低血量敌人28a易伤3敌人爆炸4立即金币5伤害6核78等级8序列升级9雷电
320	21215 11231	9	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7敌人爆炸8金币生成9伤害a核
321	21215 11331	9	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7敌人爆炸8随机矿9伤害a核
322	21215 11361	7	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7敌人爆炸8伤害9策反a核
323	21215 11561	9	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7敌人爆炸8伤害9矿等a核
324	21215 11561	8	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7敌人爆炸8伤害9策反a核
325	21215 11631	9	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7敌人爆炸8策反9伤害a核
326	21215 15111	9	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7矿等8伤害9敌人爆炸a核
327	21215 15151	9	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7矿等8伤害9低血量敌人a核
328	21215 15331	9	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7矿等8敌人爆炸9伤害a核
329	21215 16261	7	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7平台8金币生成9伤害a核
330	21215 16261	6	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7平台8金币生成9伤害a核
331	21215 16361	6	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7平台8策反9伤害a核
332	21215 16361	7	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7平台8策反9伤害a核
333	21215 61351	10	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6随机矿7敌人爆炸8核9雷电a伤害
334	21215 61363	9	   	247.62	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6随机矿7敌人爆炸8核9伤害a雷电
335	51215 15111	9	   	247.62	橙3易伤2等级1伤害	1低血量敌人235易伤45等级5序列升级6攻速7矿等8伤害9敌人爆炸a核
336	51215 15121	9	   	247.62	橙3易伤2等级1伤害	1低血量敌人235易伤45等级5序列升级6攻速7矿等8伤害9最后敌人a核
337	46231 42322	8	   	247.62	橙3易伤2等级1伤害	1立即金币2随机矿3双倍矿46等级56a易伤6序列升级7核8伤害9攻速
338	12215 11231	9	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7敌人爆炸8金币生成9伤害a核
339	12215 11331	9	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7敌人爆炸8随机矿9伤害a核
340	12215 11361	7	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7敌人爆炸8伤害9策反a核
341	12215 11561	9	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7敌人爆炸8伤害9矿等a核
342	12215 11561	8	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7敌人爆炸8伤害9策反a核
343	12215 11631	9	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7敌人爆炸8策反9伤害a核
344	12215 15111	9	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7矿等8伤害9敌人爆炸a核
345	12215 15121	9	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7矿等8伤害9最后敌人a核
346	12215 15151	9	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7矿等8伤害9低血量敌人a核
347	12215 15331	9	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7矿等8敌人爆炸9伤害a核
348	12215 16235	9	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7平台8双倍矿9伤害a核
349	12215 16235	10	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7平台8双倍矿9伤害a核
350	12215 16361	7	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7平台8策反9伤害a核
351	12215 16361	6	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7平台8策反9伤害a核
352	12215 61351	10	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6随机矿7敌人爆炸8核9雷电a伤害
353	12215 61363	9	   	247.52	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6随机矿7敌人爆炸8核9伤害a雷电
354	21215 11511	9	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7敌人爆炸8伤害9掉矿a核
355	21215 12231	9	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7挖尘8金币生成9伤害a核
356	21215 12331	9	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7挖尘8随机矿9伤害a核
357	21215 12561	9	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7挖尘8伤害9矿等a核
358	21215 12631	9	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7挖尘8策反9伤害a核
359	21215 15131	8	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7矿等8伤害9挖尘a核
360	21215 31351	10	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6掉矿7敌人爆炸8核9雷电a伤害
361	21215 31364	9	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6掉矿7敌人爆炸8核9伤害a攻速
362	21215 31364	8	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6掉矿7敌人爆炸8核9攻速a伤害
363	21215 62351	10	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6随机矿7挖尘8核9雷电a伤害
364	21215 62363	9	   	247.52	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6随机矿7挖尘8核9伤害a雷电
365	51215 11511	9	   	247.52	橙3易伤2等级1伤害	1低血量敌人235易伤45等级5序列升级6攻速7敌人爆炸8伤害9掉矿a核
366	51215 15131	8	   	247.52	橙3易伤2等级1伤害	1低血量敌人235易伤45等级5序列升级6攻速7矿等8伤害9挖尘a核
367	12321 23343	9	   	247.52	橙3易伤2等级2雷电1暴击1卖塔	1挖青28a易伤3敌人爆炸48等级5卖塔68雷电7核8序列升级9暴击
368	12212 34463	9	   	247.42	橙3易伤2等级1伤害	1挖青23a易伤45等级6敌人爆炸7伤害8雷电9核
369	12212 41463	9	   	247.42	橙3易伤2等级1伤害	1挖青23a易伤45等级6伤害7敌人爆炸8雷电9核
370	12215 11511	9	   	247.42	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7敌人爆炸8伤害9掉矿a核
371	12215 12231	9	   	247.42	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7挖尘8金币生成9伤害a核
372	12215 12331	9	   	247.42	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7挖尘8随机矿9伤害a核
373	12215 12561	9	   	247.42	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7挖尘8伤害9矿等a核
374	12215 12631	9	   	247.42	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7挖尘8策反9伤害a核
375	12215 15131	8	   	247.42	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7矿等8伤害9挖尘a核
376	12215 62351	10	   	247.42	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6随机矿7挖尘8核9雷电a伤害
377	12215 62363	9	   	247.42	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6随机矿7挖尘8核9伤害a雷电
378	21215 12511	9	   	247.42	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6攻速7挖尘8伤害9掉矿a核
379	21215 32351	10	   	247.42	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6掉矿7挖尘8核9雷电a伤害
380	21215 32364	9	   	247.42	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6掉矿7挖尘8核9伤害a攻速
381	21215 32364	8	   	247.42	橙3易伤2等级1伤害	1最后敌人235易伤45等级5序列升级6掉矿7挖尘8核9攻速a伤害
382	51215 12511	9	   	247.42	橙3易伤2等级1伤害	1低血量敌人235易伤45等级5序列升级6攻速7挖尘8伤害9掉矿a核
383	22552 34232	2	   	247.41	橙2易伤2伤害1等级1时间1全技能	1a最后敌人2全技能3雷电4a易伤5时间6等级7a伤害8挖青9核a序列升级
384	53262 25232	5	   	247.41	橙2易伤2伤害1等级1时间1全技能	1a低血量敌人2时间3a易伤4雷电5等级6a伤害7全技能8挖青9核a序列升级
385	53262 25232	4	   	247.41	橙2易伤2伤害1等级1时间1全技能	1a低血量敌人2时间3a易伤4雷电5等级6a伤害7全技能8挖青9核a序列升级
386	12212 42462	9	   	247.32	橙3易伤2等级1伤害	1挖青23a易伤45等级6伤害7挖尘8雷电9核
387	12215 12511	9	   	247.32	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7挖尘8伤害9掉矿a核
388	12316 32462	9	   	247.30	橙3易伤3伤害2暴击	1挖青29a易伤34敌人爆炸589伤害6核79暴击9序列升级
389	12316 32463	10	   	247.30	橙3易伤3伤害2暴击	1挖青29a易伤34敌人爆炸589伤害6核79暴击9序列升级
390	12336 32462	9	   	247.30	橙3易伤3伤害2暴击	1挖青29a易伤3敌人爆炸4立即金币589伤害6核79暴击9序列升级
391	12336 32463	10	   	247.30	橙3易伤3伤害2暴击	1挖青29a易伤3敌人爆炸4立即金币589伤害6核79暴击9序列升级
392	23131 13654	4	 * 	247.23	橙2易伤3伤害2时间1暴击	145最后敌人29时间3暴击6核79易伤89a伤害9序列升级
393	12112 81368	8	   	247.10	橙3易伤3伤害2暴击	1挖青289易伤39暴击478挖尘5加一689伤害89序列升级a核
394	13268 17134	8	   	246.83	橙2易伤2等级3时间	1挖青27等级3双倍矿4加一57易伤679时间7序列升级8核a雷电
395	15233 23323	10	   	246.50	橙3易伤3时间2雷电1暴击	1挖青28a时间389易伤4掉矿5暴击68雷电7核8序列升级
396	12165 31531	5	 * 	246.41	橙2易伤2时间1等级1伤害2暴击	1挖青2a易伤3a暴击4等级5伤害6额外掉落7随机矿8核9a时间a序列升级
397	12165 31531	4	   	246.41	橙2易伤2时间1等级1伤害2暴击	1挖青2a易伤3a暴击4等级5伤害6额外掉落7随机矿8核9a时间a序列升级
398	12662 36232	4	   	246.14	橙2易伤2等级1伤害1暴击1全技能	1挖青26易伤3低血量敌人4雷电56等级6序列升级7全技能8核9暴击a伤害
399	12662 36232	5	   	246.14	橙2易伤2等级1伤害1暴击1全技能	1挖青26易伤3低血量敌人4雷电56等级6序列升级7全技能8核9暴击a伤害
400	26341 32126	7	   	246.11	橙3易伤1等级1伤害1时间1全技能	1最后敌人2平台3等级47a易伤5伤害6全技能8核9时间
401	22325 21315	7	   	246.01	橙3易伤1等级2暴击1时间1全技能	1最后敌人2全技能35暴击469易伤7时间8核a等级
402	31354 22122	1	   	246.01	橙3易伤1等级1伤害1时间1全技能	1掉矿256易伤3时间4全技能7伤害8核9金币生成a等级
403	31354 22162	1	   	246.01	橙3易伤1等级1伤害1时间1全技能	1掉矿256易伤3时间4全技能7伤害8核9随机矿a等级
404	32354 22122	2	   	246.01	橙3易伤1等级1伤害1时间1全技能	1掉矿256易伤3时间4全技能7伤害8核9金币生成a等级
405	32354 22162	2	   	246.01	橙3易伤1等级1伤害1时间1全技能	1掉矿256易伤3时间4全技能7伤害8核9随机矿a等级
406	52325 21315	7	   	246.01	橙3易伤1等级2暴击1时间1全技能	1低血量敌人2全技能35暴击469易伤7时间8核a等级
407	12211 32126	6	   	246.01	橙3易伤1等级1伤害1时间1全技能	1挖青23a易伤4等级5平台6伤害7全技能8核9时间
408	13141 32126	7	   	246.01	橙3易伤1等级1伤害1时间1全技能	1挖青2等级3平台47a易伤5伤害6全技能8核9时间
