0	Index      	 *	Score 	Summary	Detail	
1	12112 11542	 * 	282.12	DCR|2LIT|2VULN|1MLV|1DMG|1ASPD	1DUST|27LIT|36VULN|4ASPD|5DMG|8RCR|9ZMB|aMLV
171	12121 12552	 * 	258.79	DCR|2LIT|1FLTARM|1VULN|1DMG|1AART|1SELL	1DUST|29LIT|3VULN|4SELL|5DMG|6VENTOX|7RCR|8FLTARM|aAART
172	12112 32546	   	258.70	DCR|3LIT|2DMG|1VULN|1ASPD	1DUST|26aLIT|3VULN|4ASPD|57DMG|8RCR|9ZMB
173	32522 52521	   	258.54	DCR|2LIT|2VULN|1DMG|1ASPD|1CDMG	1LEGI|2BELT|38VULN|49LIT|5ASPD|6CDMG|7RCR|aDMG
174	12111 23446	   	258.31	DCR|3VULN|1LIT|2ASPD|1DMG|1DUR	1DUST|2LIT|39aVULN|45ASPD|6RCR|7DUR|8DMG
175	12245 11235	 * 	258.22	ACR|2LIT|2VULN|1FLTARM|1MLV	14DUST|24LIT|3RCR|4BPWR|5MLV|6aVULN|7CGEN|8FLTARM|9TLV
176	53511 51211	   	257.91	DCR|2LIT|3VULN|2ASPD	1DMSP|24aVULN|3aLIT|5FEWX|6RPLT|7BEXP|8RCR|9aASPD|aBPWR
177	12245 12334	   	257.82	ACR|3LIT|2VULN|1MLV|1DMG	14DUST|248LIT|3RCR|4BPWR|5MLV|67VULN|9DMG|aFEWX
178	53516 21211	   	257.81	DCR|2LIT|3VULN|2ASPD	1DMSP|24aVULN|3aLIT|5DUST|6RPLT|7BEXP|8RCR|9aASPD|aBPWR
179	12245 12331	   	257.72	ACR|3LIT|2VULN|1MLV|1DMG|1DUR	14DUST|248LIT|3RCR|4BPWR|5MLV|67VULN|9DMG|aDUR
180	12245 12332	   	257.72	ACR|3LIT|2VULN|1MLV|1DMG	14aDUST|248LIT|3RCR|4BPWR|5MLV|67VULN|9DMG
181	12245 12335	   	257.72	ACR|3LIT|2VULN|1MLV|1DMG	14DUST|248LIT|3RCR|4BPWR|5MLV|67VULN|9DMG|aERES
182	12242 12613	   	257.71	ACR|3LIT|3VULN|1AART|1ASPD	14DUST|248LIT|3RCR|4BPWR|5ASPD|679VULN|aAART
183	12151 21522	   	257.61	DCR|2LIT|3VULN|2ASPD	1DUST|27LIT|369VULN|4CGEN|5aASPD|8RCR
184	12341 21522	   	257.61	DCR|2LIT|3VULN|2ASPD	1DUST|27LIT|3CGEN|469VULN|5aASPD|8RCR
185	12125 22346	   	257.20	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG|1SELL	1DUST|2LIT|3aVULN|4SELL|5ZMB|6MLV|7DMG|8CDMG|9RCR
186	25223 22345	 * 	257.12	DCR|1LIT|2VULN|1MLV|1DMG|2CDMG	13aTLV|2LIT|4aVULN|5RPLT|6MLV|7DMG|8aCDMG|9RCR|aBPWR
187	42126 23432	   	257.01	DCR|2LIT|2VULN|1MLV|1CDMG	1aMGNSTR|2MLV|3RMIN|4aBLASTR|56VULN|7RCR|8CDMG|9aLIT|aBPWR
188	12111 22656	   	256.37	DCR|3LIT|2VULN|2ASPD	1DUST|28aLIT|37VULN|45ASPD|6RCR|9BEXP
189	12621 32521	   	256.24	DCR|1LIT|2VULN|2DMG|1MLV	1DUST|2LIT|3RCVC|47DMG|5MLV|69VULN|8RCR|aCGEN
190	12621 32523	   	256.24	DCR|1LIT|2VULN|2DMG|1MLV	1DUST|2LIT|3RCVC|47DMG|5MLV|69VULN|8RCR|aGSSTOX
191	12621 32524	   	256.24	DCR|1LIT|2VULN|2DMG|1MLV	1DUST|2LIT|3RCVC|47DMG|5MLV|69VULN|8RCR|aBEXP
192	12245 12243	   	256.15	ACR|2LIT|3VULN|1MLV|1CDMG	14DUST|24LIT|3RCR|4BPWR|5MLV|678VULN|9ERES|aCDMG
193	12621 32522	   	256.14	DCR|1LIT|2VULN|2DMG|1MLV	1DUST|2LIT|3RCVC|47DMG|5MLV|69VULN|8RCR|aERES
194	12621 32525	   	256.14	DCR|1LIT|2VULN|2DMG|1MLV	1DUST|2LIT|3RCVC|47DMG|5MLV|69VULN|8RCR|aSPLARM
195	12621 32526	   	256.14	DCR|1LIT|2VULN|2DMG|1MLV	1DUST|2LIT|3RCVC|47DMG|5MLV|69VULN|8RCR|aLSRHEA
196	32222 52515	   	255.97	DCR|3LIT|2VULN|1CDMG|1ASPD	1LEGI|2BELT|3aLHND|49aLIT|5ASPD|6CDMG|7RCR|8aVULN|aBPWR
197	12123 12113	   	255.94	DCR|3VULN|1LIT|1MLV|1ASPD|1SELL	1DUST|2LIT|38aVULN|4SELL|5ASPD|6VENTOX|7RCR|9MLV
198	12112 21542	   	255.91	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1DUST|27LIT|3VULN|4ASPD|5DMG|6RCVC|8RCR|9ZMB|aMLV
199	53512 23211	   	255.80	DCR|2LIT|3VULN|1CDMG	1DMSP|248VULN|3aLIT|5ZMB|6RCR|7BELT|9CDMG
200	53552 23212	   	255.80	DCR|2LIT|3VULN|1CDMG	1DMSP|248VULN|34LIT|4BPWR|5ZMB|6RCR|7BELT|9CDMG|aDUST
201	53552 23213	   	255.80	DCR|2LIT|3VULN|1CDMG	1DMSP|248VULN|34LIT|4BPWR|5ZMB|6RCR|7BELT|9CDMG|aERES
202	32522 52115	   	255.77	DCR|3LIT|2VULN|1ASPD|1CDMG	1LEGI|2BELT|3aVULN|49aLIT|5ASPD|6CDMG|7RCR|8aDUST|aBPWR
203	53552 22333	   	255.66	DCR|2LIT|3VULN|1CDMG|1SELL	1DMSP|249VULN|34LIT|4BPWR|5ZMB|6RCR|7CDMG|8SELL|aLWND
204	53552 22332	   	255.56	DCR|2LIT|3VULN|1CDMG|1DUR|1SELL	1DMSP|249VULN|34LIT|4BPWR|5ZMB|6RCR|7CDMG|8SELL|aDUR
205	12621 31516	 * 	255.29	DCR|2LIT|1VULN|1MLV|1DMG|1NUKE|1DUR	1DUST|27LIT|3RCVC|4DMG|5MLV|6VULN|8RCR|9DUR|aNUKE
206	31421 31536	   	255.29	DCR|2LIT|1VULN|1MLV|1DMG|1NUKE|1DUR	1LEGI|2DMG|37LIT|4MLV|5DUR|6RCVC|8RCR|9VULN|aNUKE
207	33441 22242	   	255.14	DCR|1LIT|2VULN|1MLV|2ASPD	1LEGI|25ASPD|3LIT|47VULN|6RCR|8NUKE|9ZMB|aMLV
208	33523 12166	   	255.11	DCR|2LIT|2VULN|1MLV|1ASPD	1LEGI|2ASPD|3BEXP|49LIT|5MLV|6aVULN|7LWND|8RCR
209	33422 11524	   	254.91	DCR|2LIT|1VULN|1MLV|2ASPD|1CDMG	1LEGI|25ASPD|37LIT|4MLV|6DUST|8RCR|9VULN|aCDMG
210	33422 21534	   	254.91	DCR|2LIT|1VULN|1MLV|2ASPD|1CDMG|1DUR	1LEGI|25ASPD|37LIT|4MLV|6DUR|8RCR|9VULN|aCDMG
211	12326 16233	   	254.62	ACR|2LIT|2VULN|1FLTARM|1MLV	1DUST|2aLIT|3CGEN|4MLV|5RCR|67VULN|8FLTARM|9TLV
212	14323 12116	   	254.38	DCR|3VULN|1LIT|1MLV|1ASPD	1DUST|2LWND|3ASPD|4LIT|5MLV|69aVULN|7LHND|8RCR
213	33453 12116	   	254.38	DCR|3VULN|1LIT|1MLV|1ASPD	1LEGI|2ASPD|3LIT|4LWND|5MLV|69aVULN|7LHND|8RCR
214	33523 12116	   	254.38	DCR|3VULN|1LIT|1MLV|1ASPD	1LEGI|2ASPD|3BEXP|4LIT|5MLV|69aVULN|7LWND|8RCR
215	53552 22132	   	254.35	DCR|3LIT|2VULN|1CDMG|2ZMB	1DMSP|24VULN|348LIT|4BPWR|59ZMB|6RCR|7CDMG|aTLV
216	53552 22133	   	254.35	DCR|3LIT|2VULN|1CDMG|2ZMB	1DMSP|24VULN|348LIT|4BPWR|59ZMB|6RCR|7CDMG|aFEWX
217	12114 16116	   	254.28	DCR|3VULN|1LIT|1MLV|1ASPD|1DUR	1DUST|2LIT|39aVULN|4ASPD|5DUR|6LHND|7MLV|8RCR
218	33123 12116	   	254.28	DCR|3VULN|1LIT|1MLV|1ASPD|1DUR	1LEGI|2ASPD|3DUR|4LIT|5MLV|69aVULN|7LWND|8RCR
219	33421 12116	   	254.28	DCR|3VULN|1LIT|1MLV|1ASPD|1DUR	1LEGI|2ASPD|3LIT|4MLV|5DUR|69aVULN|7LWND|8RCR
220	53552 22131	   	254.25	DCR|3LIT|2VULN|1CDMG|2ZMB	1DMSP|24VULN|348LIT|4BPWR|59ZMB|6RCR|7CDMG|aERES
221	31441 33632	 * 	254.15	DCR|1LIT|2VULN|3ASPD|2DMG	1LEGI|28DMG|3LIT|48VULN|589ASPD|67AART|8BPWR|aRCR
222	33442 33632	   	254.15	DCR|1LIT|2VULN|3ASPD|2DMG	1LEGI|289ASPD|3LIT|48VULN|58DMG|67AART|8BPWR|aRCR
223	12221 23325	   	254.13	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG|1SELL	1DUST|2aLIT|3RCR|4SELL|5DMG|6MLV|7aCGEN|8CDMG|9aVULN|aBPWR
224	12621 22166	   	254.11	DCR|2LIT|1VULN|1MLV|1DMG|1CDMG	1DUST|28LIT|3RCVC|4DMG|5MLV|6ZMB|7CDMG|9RCR|aVULN
225	12111 12546	   	254.09	DCR|3VULN|1LIT|2ASPD|1AART|1CDMG	1DUST|2LIT|368VULN|45ASPD|7CDMG|9RCR|aAART
226	12245 12325	   	254.01	ACR|3LIT|2VULN|1MLV|1AART	14DUST|248LIT|3RCR|4BPWR|5MLV|67VULN|9FEWX|aAART
227	16152 12153	   	254.01	DCR|1LIT|2VULN|1MLV|1DMG|1CDMG	1DUST|2CDMG|3LHND|4DMG|5LIT|6CANSTR|7RCR|8aVULN|9MLV
228	32163 12683	   	253.89	DCR|2LIT|2MLV|2VULN	1LEGI|2BELT|3NUKE|4aMLV|5aLIT|6MBVNT|7RCR|8aVULN|9RMIN|aBPWR
229	12121 12116	   	253.86	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD|1SELL	1DUST|2LIT|38VULN|4SELL|5DMG|6VENTOX|7RCR|9MLV|aASPD
230	53512 22136	   	253.72	DCR|2LIT|2VULN|1DMG|1CDMG	1DMSP|24VULN|38LIT|5ZMB|6RCR|7CDMG|9CGEN|aDMG
231	53334 12141	   	253.41	DCR|2LIT|2VULN|1MLV|1CDMG	1DMSP|26VULN|3RMIN|4LWND|58LIT|7CDMG|9RCR|aMLV
232	12112 11541	   	253.32	DCR|2LIT|2VULN|1DMG|1ASPD|2ZMB	1DUST|27LIT|36VULN|4ASPD|5DMG|8RCR|9aZMB
233	53124 12142	   	253.31	DCR|2LIT|2VULN|1MLV|1CDMG	1DMSP|26VULN|3DUST|4MLV|58LIT|7CDMG|9RCR|aCGEN
234	53124 12143	   	253.31	DCR|2LIT|2VULN|1MLV|1CDMG	1DMSP|26VULN|3DUST|4MLV|58LIT|7CDMG|9RCR|aLHND
235	12153 12141	   	253.31	DCR|2LIT|2VULN|1MLV|1CDMG	1DUST|28LIT|36VULN|45CGEN|7CDMG|9RCR|aMLV
236	12343 12141	   	253.31	DCR|2LIT|2VULN|1MLV|1CDMG	1DUST|28LIT|35CGEN|46VULN|7CDMG|9RCR|aMLV
237	13442 12141	   	253.31	DCR|2LIT|2VULN|1MLV|1CDMG	1DUST|25RMIN|38LIT|46VULN|7CDMG|9RCR|aMLV
238	25222 12141	   	253.31	DCR|2LIT|2VULN|1MLV|1CDMG	13TLV|28LIT|46VULN|5DUST|7CDMG|9RCR|aMLV
239	53511 32141	   	253.31	DCR|2LIT|2VULN|1MLV|1CDMG	1DMSP|24VULN|38LIT|5FEWX|6ERES|7CDMG|9RCR|aMLV
240	32522 52533	   	253.25	DCR|1LIT|2VULN|2DMG|1ASPD|1CDMG	1LEGI|2BELT|38VULN|4LIT|5ASPD|6CDMG|7RCR|9aDMG
241	53623 42122	 * 	253.24	DCR|2MLV|3VULN|1LIT	1DMSP|268VULN|3BEXP|48MLV|58CRUSTR|7RCR|8BPWR|9LHND|aLIT
242	24114 12141	 * 	253.21	DCR|2LIT|2VULN|1MLV|2DUR|1CDMG	1TLV|23DUR|46VULN|58LIT|7CDMG|9RCR|aMLV
243	53423 42122	   	253.09	DCR|2MLV|3VULN|1LIT|1DUR	1DMSP|268VULN|3DUR|48MLV|58CRUSTR|7RCR|8BPWR|9LHND|aLIT
244	56111 42122	   	253.09	DCR|2MLV|3VULN|1LIT	1DMSP|28MLV|3LSRHEA|468VULN|58LWND|7RCR|8BPWR|9LHND|aLIT
245	56114 22122	   	253.09	DCR|2MLV|3VULN|1LIT	1DMSP|28MLV|3LSRHEA|458VULN|68LWND|7RCR|8BPWR|9LHND|aLIT
246	12621 32536	   	252.91	DCR|2LIT|2DMG|1VULN|1MLV	1DUST|2aLIT|3RCVC|47DMG|5MLV|6VULN|8RCR|9TLV
247	31421 52532	   	252.81	DCR|2LIT|2DMG|1VULN|1MLV|1DUR	1LEGI|27DMG|36LIT|4MLV|5DUR|8RCR|9VULN|aRMIN
248	31421 52533	   	252.81	DCR|2LIT|2DMG|1VULN|1MLV|1DUR	1LEGI|27DMG|36LIT|4MLV|5DUR|8RCR|9VULN|aBEXP
249	31423 52522	   	252.81	DCR|2LIT|2DMG|1VULN|1MLV	1LEGI|27DMG|36LIT|4MLV|5DUST|8RCR|9VULN|aRMIN
250	31423 52523	   	252.81	DCR|2LIT|2DMG|1VULN|1MLV	1LEGI|27DMG|36LIT|4MLV|5DUST|8RCR|9VULN|aBEXP
251	31424 12522	   	252.81	DCR|2LIT|2DMG|1VULN|1MLV	1LEGI|27DMG|35LIT|4MLV|6DUST|8RCR|9VULN|aRMIN
252	31424 12523	   	252.81	DCR|2LIT|2DMG|1VULN|1MLV	1LEGI|27DMG|35LIT|4MLV|6DUST|8RCR|9VULN|aBEXP
253	31424 22532	   	252.81	DCR|2LIT|2DMG|1VULN|1MLV|1DUR	1LEGI|27DMG|35LIT|4MLV|6DUR|8RCR|9VULN|aRMIN
254	31424 22533	   	252.81	DCR|2LIT|2DMG|1VULN|1MLV|1DUR	1LEGI|27DMG|35LIT|4MLV|6DUR|8RCR|9VULN|aBEXP
255	53123 12122	   	252.79	DCR|2MLV|3VULN|1LIT	1DMSP|258VULN|3DUST|48MLV|68BASHEA|7RCR|8BPWR|9LHND|aLIT
256	56113 42122	 * 	252.79	DCR|2MLV|3VULN|1LIT|2DUR	1DMSP|28MLV|3LSRHEA|468VULN|58DUR|7RCR|8BPWR|9LHND|aLIT
257	56213 12122	   	252.79	DCR|2MLV|3VULN|1LIT	1DMSP|28MLV|3DUST|458VULN|68BASHEA|7RCR|8BPWR|9LHND|aLIT
258	53512 22331	   	252.75	DCR|3VULN|1LIT|1NUKE|1CDMG|1SELL	1DMSP|249VULN|3LIT|5ZMB|6RCR|7CDMG|8SELL|aNUKE
259	53512 22336	   	252.75	DCR|3VULN|1LIT|1DMG|1CDMG|1SELL	1DMSP|249VULN|3LIT|5ZMB|6RCR|7CDMG|8SELL|aDMG
260	53123 12142	   	252.64	DCR|2MLV|3VULN|1LIT	1DMSP|258VULN|3DUST|48MLV|68BASHEA|7RCR|8BPWR|9MBVNT|aLIT
261	56213 12142	   	252.64	DCR|2MLV|3VULN|1LIT	1DMSP|28MLV|3DUST|458VULN|68BASHEA|7RCR|8BPWR|9MBVNT|aLIT
262	53123 62126	   	252.64	DCR|2MLV|3VULN|1LIT	1DMSP|256VULN|3DUST|48MLV|7RCR|9BLASTR|aLIT
263	12111 22643	   	252.63	DCR|2LIT|2VULN|2ASPD|1CDMG	1DUST|28LIT|37VULN|45ASPD|6RCR|9ERES|aCDMG
264	12621 31536	   	252.62	DCR|3LIT|1VULN|1MLV|1DMG	1DUST|27aLIT|3RCVC|4DMG|5MLV|6VULN|8RCR|9TLV
265	13424 31233	   	252.62	DCR|3LIT|1VULN|1MLV|1DMG	1DUST|2RMIN|357LIT|4MLV|6VULN|8RCR|9LHND|aDMG
266	12153 12541	   	252.58	DCR|3VULN|1LIT|1MLV|1CDMG	1DUST|2LIT|368VULN|45CGEN|7CDMG|9RCR|aMLV
267	25222 12541	   	252.58	DCR|3VULN|1LIT|1MLV|1CDMG	13TLV|2LIT|468VULN|5DUST|7CDMG|9RCR|aMLV
268	12343 12541	   	252.58	DCR|3VULN|1LIT|1MLV|1CDMG	1DUST|2LIT|35CGEN|468VULN|7CDMG|9RCR|aMLV
269	12625 41232	   	252.54	DCR|1LIT|2VULN|2DMG|1MLV	17DUST|2LIT|3RCVC|45DMG|6MLV|89VULN|aRCR
270	13424 31263	   	252.52	DCR|3LIT|1VULN|1MLV|1DMG	1DUST|2RMIN|357LIT|4MLV|6VULN|8RCR|9MBVNT|aDMG
271	12621 31542	 * 	252.38	DCR|2LIT|2MLV|1VULN|1DMG	1DUST|27LIT|3RCVC|4DMG|5aMLV|6VULN|8RCR|9ZMB
272	31446 13211	   	252.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	1LEGI|2DMG|3LIT|46VULN|5MLV|7RPLT|8RCR|9ASPD|aLWND
273	31446 13213	   	252.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	1LEGI|2DMG|3LIT|46VULN|5MLV|7RPLT|8RCR|9ASPD|aCGEN
274	31446 13232	   	252.31	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	1LEGI|2DMG|3LIT|46VULN|5MLV|7RPLT|8RCR|9CGEN|aASPD
275	12612 12144	   	252.17	DCR|3LIT|2VULN|1ASPD|1CDMG	1DUST|28aLIT|3RCVC|46VULN|5ASPD|7CDMG|9RCR
