0	Index      	 *	Score 	Summary	Detail	
1	23432 62224	 * 	208.88	DCR|2VULN|1MDPS|2ASPD|3CDMG|1DMG	14aCDMG|2LIT|3MDPS|5aASPD|6RCR|7DMG|8DUST|9aVULN|aBPWR
160	25342 12336	   	188.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2MLV|3CGEN|45VULN|6AART|7DUR|8RCR|9NUKE|aRMIN
161	11316 61313	 * 	188.09	DCR|2VULN|2ASPD|1AART|1ZMB	1DUST|2LIT|3FEWX|4AART|57VULN|6aASPD|8RCR|9ZMB
162	11416 61313	   	188.09	DCR|2VULN|2ASPD|1AART|1ZMB	1DUST|2LIT|3BEXP|4AART|57VULN|6aASPD|8RCR|9ZMB
163	26431 12322	   	188.06	DCR|2VULN|3CDMG|1AART|2DUR	149CDMG|23LWND|59VULN|6AART|79DUR|8RCR|9BPWR|aAME
164	26431 12324	   	188.06	DCR|2VULN|3CDMG|1AART|2DUR	149CDMG|23LWND|59VULN|6AART|79DUR|8RCR|9BPWR|aMLV
165	26431 12325	   	188.06	DCR|2VULN|3CDMG|1AART|2DUR	149CDMG|23LWND|59VULN|6AART|79DUR|8RCR|9BPWR|aLIT
166	53336 33433	 * 	188.06	DCR|1SPLARM|3AART|1VULN|1DMG|1CDMG	1SPLARM|259AART|3DMG|4BEXP|6CDMG|7LWND|8RCR|aVULN
167	21342 13314	   	187.99	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2RMIN|3CGEN|45aVULN|6AART|7FEWX|8RCR|9ZMB
168	25342 13314	   	187.99	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2MLV|3CGEN|45aVULN|6AART|7FEWX|8RCR|9ZMB
169	26322 13314	   	187.99	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2LWND|35aVULN|4DMSP|6AART|7FEWX|8RCR|9ZMB
170	26362 13314	   	187.99	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2LWND|35aVULN|4AELBLL|6AART|7FEWX|8RCR|9ZMB
171	63112 46133	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|2DUST|346VULN|5CGEN|7RCR|8ASPD|9DMSP|aDMG
172	66212 18141	   	187.96	DCR|3VULN|1ASPD|1NUKE|1AAC|1DUR	1DUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9NUKE|aAAC
173	66212 18142	   	187.96	DCR|3VULN|2ASPD|1NUKE|1DUR	1DUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8aASPD|9NUKE
174	66212 18143	   	187.96	DCR|3VULN|1ASPD|1NUKE|2DUR	1aDUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9NUKE
175	66212 18144	   	187.96	DCR|3VULN|1ASPD|1NUKE|1DUR	1DUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9NUKE|aLHND
176	66212 18241	 * 	187.96	DCR|3VULN|1DMG|1NUKE|1AAC|1DUR	1DUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE|aAAC
177	66212 18242	 * 	187.96	DCR|3VULN|1ASPD|1DMG|1NUKE|1DUR	1DUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE|aASPD
178	66212 18243	   	187.96	DCR|3VULN|1DMG|1NUKE|1DUR	1DUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE|aLWND
179	66212 18244	   	187.96	DCR|3VULN|1DMG|1NUKE|2DUR	1aDUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9NUKE
180	23524 32633	   	187.82	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2LIT|3RCVC|4MLV|5DMG|68VULN|7ZMB|9RCR|aASPD
181	22131 32134	   	187.70	DCR|3VULN|2CDMG|1ASPD|1ZMB	14CDMG|2ZMB|3AME|578VULN|6BEXP|9ASPD|aRCR
182	22131 32154	   	187.70	DCR|3VULN|2CDMG|1DMG|1ZMB	14CDMG|2ZMB|3AME|578VULN|6BEXP|9DMG|aRCR
183	22142 32634	   	187.70	DCR|3VULN|2CDMG|1ASPD|1ZMB	18CDMG|2ZMB|3AME|457VULN|6BEXP|9ASPD|aRCR
184	22161 52134	   	187.70	DCR|3VULN|2CDMG|1ASPD|1ZMB	16CDMG|2ZMB|3AME|4FEWX|578VULN|9ASPD|aRCR
185	22331 32134	   	187.70	DCR|3VULN|2CDMG|1ASPD|1ZMB	14CDMG|2ZMB|3CGEN|578VULN|6BEXP|9ASPD|aRCR
186	22331 32154	   	187.70	DCR|3VULN|2CDMG|1DMG|1ZMB	14CDMG|2ZMB|3CGEN|578VULN|6BEXP|9DMG|aRCR
187	22342 32634	   	187.70	DCR|3VULN|2CDMG|1ASPD|1ZMB	18CDMG|2ZMB|3CGEN|457VULN|6BEXP|9ASPD|aRCR
188	22361 52134	   	187.70	DCR|3VULN|2CDMG|1ASPD|1ZMB	16CDMG|2ZMB|3CGEN|4FEWX|578VULN|9ASPD|aRCR
189	26316 62212	   	187.70	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	17CDMG|2LWND|37VULN|4AAC|57LIT|6RCR|7BPWR|8DMG|9ASPD|aLHND
190	22132 22134	   	187.60	DCR|3VULN|2CDMG|1ASPD|1ZMB	14CDMG|2ZMB|3AME|5DUST|678VULN|9ASPD|aRCR
191	22132 22154	   	187.60	DCR|3VULN|2CDMG|1DMG|1ZMB	14CDMG|2ZMB|3AME|5DUST|678VULN|9DMG|aRCR
192	22151 52134	   	187.60	DCR|3VULN|2CDMG|1ASPD|1ZMB	16CDMG|2ZMB|3AME|4DUST|578VULN|9ASPD|aRCR
193	22241 52134	   	187.60	DCR|3VULN|2CDMG|1ASPD|1ZMB	16CDMG|2ZMB|3BEXP|4TLV|578VULN|9ASPD|aRCR
194	22261 52134	   	187.60	DCR|3VULN|2CDMG|1ASPD|1ZMB	16CDMG|2ZMB|3BEXP|4ERES|578VULN|9ASPD|aRCR
195	22332 22134	   	187.60	DCR|3VULN|2CDMG|1ASPD|1ZMB	14CDMG|2ZMB|3CGEN|5DUST|678VULN|9ASPD|aRCR
196	22332 22154	   	187.60	DCR|3VULN|2CDMG|1DMG|1ZMB	14CDMG|2ZMB|3CGEN|5DUST|678VULN|9DMG|aRCR
197	22351 52134	   	187.60	DCR|3VULN|2CDMG|1ASPD|1ZMB	16CDMG|2ZMB|3CGEN|4DUST|578VULN|9ASPD|aRCR
198	22431 52134	   	187.60	DCR|3VULN|2CDMG|1ASPD|1ZMB	16CDMG|2ZMB|3LHND|4TLV|578VULN|9ASPD|aRCR
199	22531 52134	   	187.60	DCR|3VULN|2CDMG|1ASPD|1ZMB	16CDMG|2ZMB|3FEWX|4TLV|578VULN|9ASPD|aRCR
200	31366 41113	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	1AME|2CGEN|3DMG|45VULN|6RCR|7DUST|8ASPD|9LIT|aAART
201	23432 63122	   	187.50	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	14CDMG|2LIT|3MDPS|5ASPD|6RCR|78VULN|9DMG|aRMIN
202	23432 63124	   	187.50	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	14CDMG|2LIT|3MDPS|5ASPD|6RCR|78VULN|9DMG|aLWND
203	23432 63126	   	187.50	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	14CDMG|2LIT|3MDPS|5ASPD|6RCR|78VULN|9DMG|aBELT
204	31366 41131	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG	1AME|2CGEN|3DMG|45VULN|6RCR|7DUST|8ASPD|9AART|aLEGI
205	31366 41132	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	1AME|2CGEN|3DMG|45VULN|6RCR|7DUST|8ASPD|9AART|aMSE
206	23432 63121	   	187.40	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	14CDMG|2LIT|3MDPS|5ASPD|6RCR|78VULN|9DMG|aDUST
207	23432 63123	   	187.40	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	14CDMG|2LIT|3MDPS|5ASPD|6RCR|78VULN|9DMG|aERES
208	26221 54222	 * 	187.00	ACR|3VULN|2DMG|2CDMG|1AAC|1ZMB	19CDMG|2LWND|3RCR|4LEGI|579VULN|69DMG|8AAC|9BPWR|aZMB
209	26261 52113	   	186.95	ACR|4VULN|1AART|2CDMG|1DUR	16CDMG|2LWND|3RCR|4578VULN|9DUR|aAART
210	66211 73411	   	186.93	DCR|3VULN|2DMG|2DUR	1aDUR|24aVULN|3MBVNT|5LHND|6BELT|7CGEN|8aDMG|9RCR|aBPWR
211	66212 23411	   	186.93	DCR|3VULN|2DMG|2DUR	1aDUR|24aVULN|3MBVNT|5CGEN|6BELT|7LHND|8aDMG|9RCR|aBPWR
212	21621 12115	   	186.91	DCR|2VULN|2ASPD|3CDMG	14aCDMG|2RMIN|3BELT|5aASPD|6MBVNT|7RCR|8aVULN|9RPLT|aBPWR
213	66274 33411	   	186.83	DCR|3VULN|2DMG|2DUR	1aDUR|27aVULN|3MBVNT|4BELT|5ERES|6LHND|8aDMG|9RCR|aBPWR
214	23432 63412	 * 	186.81	DCR|2AART|1MDPS|1VULN|2CDMG|1ASPD	14CDMG|2LIT|3MDPS|5ASPD|6RCR|7VULN|8aAART|9DUST
215	53212 11251	   	186.47	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1SPLARM|2AART|3LWND|4DUR|59CGEN|67VULN|8RCR|aASPD
216	53313 11111	   	186.40	DCR|1SPLARM|2VULN|1MDPS|1AART|1DMG|1ZMB	1SPLARM|2AART|3DMG|4MDPS|5RPLT|6RMIN|7aVULN|8ZMB|9RCR
217	53313 42311	   	186.40	DCR|1SPLARM|2VULN|1MDPS|1AART|1DMG|1ZMB	1SPLARM|2AART|3DMG|4MDPS|5RPLT|6ZMB|7CGEN|8aVULN|9RCR
218	53353 71141	   	186.40	DCR|1SPLARM|2VULN|1AART|1DMG|1ZMB	1SPLARM|2AART|3DMG|4MBVNT|5LIT|6ZMB|7CGEN|8aVULN|9RCR
219	53513 61111	   	186.40	DCR|1SPLARM|2VULN|1MDPS|1AART|1DMG|1ZMB	1SPLARM|2AART|3CGEN|4MDPS|5RPLT|6aVULN|7DMG|8ZMB|9RCR
220	66212 28442	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|24VULN|3MBVNT|5CGEN|6BELT|7RCR|8DMG|9ASPD|aCDMG
221	53112 11251	   	186.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1SPLARM|2AART|3LEGI|4DUR|59CGEN|67VULN|8RCR|aASPD
222	53212 11261	   	186.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1SPLARM|2AART|3LWND|4DUR|5CGEN|67VULN|8RCR|9BASARM|aASPD
223	53612 11223	   	186.37	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	1SPLARM|2AART|3DUST|4DUR|5CGEN|67VULN|8RCR|9LHND|aDMG
224	53612 11251	   	186.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1SPLARM|2AART|3DUST|4DUR|59CGEN|67VULN|8RCR|aASPD
225	53313 41211	   	186.30	DCR|1SPLARM|2VULN|1MDPS|1AART|1DMG|1AAC|1ZMB	1SPLARM|2AART|3DMG|4MDPS|5RPLT|6ZMB|7aVULN|8AAC|9RCR
226	53313 41611	   	186.30	DCR|1SPLARM|2VULN|1MDPS|1AART|1DMG|1ZMB	1SPLARM|2AART|3DMG|4MDPS|5RPLT|6ZMB|7aVULN|8ERES|9RCR
227	53313 44211	   	186.30	DCR|1SPLARM|2VULN|1MDPS|1AART|1DMG|1ZMB	1SPLARM|2AART|3DMG|4MDPS|5RPLT|6ZMB|7TLV|8aVULN|9RCR
228	53313 31111	   	186.30	DCR|1SPLARM|2VULN|1MDPS|1AART|1DMG|1ZMB	1SPLARM|2AART|3DMG|4MDPS|5RPLT|6ERES|7aVULN|8ZMB|9RCR
229	53413 61111	   	186.30	DCR|1SPLARM|2VULN|1MDPS|1AART|1DMG|1AAC|1ZMB	1SPLARM|2AART|3AAC|4MDPS|5RPLT|6aVULN|7DMG|8ZMB|9RCR
230	31366 43222	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AME|29CGEN|3DMG|45VULN|6RCR|7AART|8DUR|aZMB
231	53112 11261	   	186.27	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1SPLARM|2AART|3LEGI|4DUR|5CGEN|67VULN|8RCR|9BASARM|aASPD
232	53612 11261	   	186.27	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1SPLARM|2AART|3DUST|4DUR|5CGEN|67VULN|8RCR|9BASARM|aASPD
233	16271 44217	   	186.21	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2aVULN|3MBVNT|4ASPD|5TLV|6CDMG|7ZMB|8RCR|9DMG
234	66334 22233	   	186.16	DCR|2VULN|2ASPD|1AART|1DUR	1DUR|27VULN|3RPLT|46BEXP|59ASPD|8RCR|aAART
235	23425 16123	 * 	186.15	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	1CDMG|2LIT|3MDPS|479VULN|5DUR|6RCR|8LWND|aASPD
236	23422 16523	   	186.15	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	1CDMG|2LIT|3MDPS|479VULN|5LWND|6RCR|8DUR|aASPD
237	23423 16523	   	186.05	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	1CDMG|2LIT|3MDPS|479VULN|5DUST|6RCR|8DUR|aASPD
238	24316 62323	   	186.05	DCR|3VULN|1ASPD|1CDMG|1AAC|1DUR	1CDMG|2DUST|389VULN|4AAC|5LIT|6RCR|7ASPD|aDUR
239	23132 66224	   	186.00	DCR|2VULN|2DMG|1CDMG|1AAC|1DUR	1CDMG|2aLIT|3AAC|4DUR|5LWND|6RCR|7aDMG|8DUST|9aVULN|aBPWR
240	21342 12353	   	185.96	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|2RMIN|3CGEN|45aVULN|6AART|7DUR|8RCR|9SNIFST
241	25342 12353	   	185.96	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|2MLV|3CGEN|45aVULN|6AART|7DUR|8RCR|9VENFST
242	26322 12334	   	185.96	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|2LWND|35aVULN|4DMSP|6AART|7DUR|8RCR|9CGEN
243	26362 12334	   	185.96	DCR|3VULN|1AART|1CDMG|1DUR	1CDMG|2LWND|35aVULN|4AELBLL|6AART|7DUR|8RCR|9CGEN
244	16433 32243	   	185.96	DCR|3VULN|1ASPD|1DMG|1DUR	1DUST|23aVULN|4LHND|5ASPD|6DUR|7RPLT|8RCR|9DMG
245	16613 32243	   	185.96	DCR|3VULN|1ASPD|1DMG|1DUR	1DUST|24aVULN|3LHND|5ASPD|6DUR|7RPLT|8RCR|9DMG
246	66341 13211	   	185.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1DUR|245VULN|3RPLT|6LWND|7AAC|8RCR|9DMG|aASPD
247	21331 12314	   	185.89	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	14CDMG|2RMIN|3CGEN|5aVULN|6AART|7DUR|8RCR|9ZMB
248	25331 12314	   	185.89	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	14CDMG|2MLV|3CGEN|5aVULN|6AART|7DUR|8RCR|9ZMB
249	26431 12314	   	185.89	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	14CDMG|23LWND|5aVULN|6AART|7DUR|8RCR|9ZMB
250	25211 22411	   	185.88	DCR|3VULN|2CDMG|1ASPD|1DUR	18CDMG|28MLV|34BEXP|5ASPD|678VULN|8BPWR|9DUR|aRCR
251	66323 42211	 * 	185.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|27VULN|3RPLT|4LHND|5ASPD|6AELBLL|8RCR|9aDMG
252	66323 62211	   	185.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|27VULN|36RPLT|4LHND|5ASPD|8RCR|9aDMG
253	66334 22211	   	185.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|27VULN|3RPLT|46BEXP|5ASPD|8RCR|9aDMG
254	21142 32134	   	185.79	DCR|4VULN|1ASPD|1CDMG	1CDMG|2RMIN|3AME|4578VULN|6BEXP|9ASPD|aRCR
255	21142 32154	   	185.79	DCR|4VULN|1DMG|1CDMG	1CDMG|2RMIN|3AME|4578VULN|6BEXP|9DMG|aRCR
256	21342 32134	   	185.79	DCR|4VULN|1ASPD|1CDMG	1CDMG|2RMIN|3CGEN|4578VULN|6BEXP|9ASPD|aRCR
257	21342 32154	   	185.79	DCR|4VULN|1DMG|1CDMG	1CDMG|2RMIN|3CGEN|4578VULN|6BEXP|9DMG|aRCR
258	25142 32134	   	185.79	DCR|4VULN|1ASPD|1CDMG	1CDMG|2MLV|3AME|4578VULN|6BEXP|9ASPD|aRCR
259	25342 32134	   	185.79	DCR|4VULN|1ASPD|1CDMG	1CDMG|2MLV|3CGEN|4578VULN|6BEXP|9ASPD|aRCR
260	26322 32154	   	185.79	DCR|4VULN|1DMG|1CDMG	1CDMG|2LWND|3578VULN|4DMSP|6BEXP|9DMG|aRCR
261	34251 52212	   	185.61	DCR|3VULN|2DMG|1ZMB	1AME|2LHND|3ZMB|4RPLT|57aVULN|69DMG|8RCR
262	35251 52212	   	185.61	DCR|3VULN|2DMG|1ZMB	1AME|2BEXP|3ZMB|4RPLT|57aVULN|69DMG|8RCR
263	43251 52212	   	185.61	DCR|3VULN|2DMG|1ZMB	1RMIN|2FEWX|3ZMB|4RPLT|57aVULN|69DMG|8RCR
264	31366 42233	   	185.49	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2CGEN|3DMG|45VULN|6RCR|7RCVC|8CDMG|9RMIN|aAART
265	63112 46233	   	185.49	DCR|3VULN|2DMG|1DUR	1DUR|2DUST|346VULN|5CGEN|7RCR|8aDMG|9DMSP
266	66213 34823	   	185.36	DCR|3VULN|2ASPD|2DUR	1aDUR|246VULN|3MBVNT|5FEWX|79ASPD|8RCR
267	26322 13321	   	185.29	DCR|3VULN|1AART|2CDMG	19CDMG|2LWND|359VULN|4DMSP|6AART|79FEWX|8RCR|9BPWR|aBEXP
268	26442 13321	   	185.29	DCR|3VULN|1AART|2CDMG	19CDMG|23LWND|459VULN|6AART|79FEWX|8RCR|9BPWR|aBEXP
269	26322 13323	   	185.19	DCR|3VULN|1AART|2CDMG|1MSE	19CDMG|2LWND|359VULN|4DMSP|6AART|79FEWX|8RCR|9BPWR|aMSE
270	26322 13325	   	185.19	DCR|3VULN|1AART|2CDMG	19CDMG|2LWND|359VULN|4DMSP|6AART|79FEWX|8RCR|9BPWR|aERES
271	26442 13323	   	185.19	DCR|3VULN|1AART|2CDMG|1MSE	19CDMG|23LWND|459VULN|6AART|79FEWX|8RCR|9BPWR|aMSE
272	24261 52132	   	185.16	ACR|4VULN|2CDMG|1ASPD|1ZMB	16CDMG|2DUST|3RCR|4578VULN|9ASPD|aZMB
273	31366 43111	   	185.13	DCR|2VULN|2DMG|1AART	1AME|2CGEN|39DMG|45VULN|6RCR|7AART|8ERES|aLHND
274	31366 43112	   	185.13	DCR|2VULN|2DMG|1AART	1aAME|2CGEN|39DMG|45VULN|6RCR|7AART|8ERES
275	31366 43113	   	185.13	DCR|2VULN|2DMG|1AART	1AME|2CGEN|39DMG|45VULN|6RCR|7AART|8ERES|aBELT
276	31366 43311	   	185.13	DCR|2VULN|2DMG|1AART	1AME|2CGEN|39DMG|45VULN|6RCR|7AART|8TLV|aLHND
277	31366 43312	   	185.13	DCR|2VULN|2DMG|1AART	1aAME|2CGEN|39DMG|45VULN|6RCR|7AART|8TLV
278	31366 43313	   	185.13	DCR|2VULN|2DMG|1AART	1AME|2CGEN|39DMG|45VULN|6RCR|7AART|8TLV|aBELT
279	23422 13124	   	185.13	DCR|2VULN|1MDPS|2DMG|2CDMG|1AAC	1aCDMG|2aLIT|3MDPS|49VULN|5LWND|6RCR|7AAC|8aDMG|aBPWR
280	23424 13124	   	185.13	DCR|2VULN|2DMG|1MDPS|2CDMG|1AAC	1aCDMG|2aLIT|3MDPS|49VULN|5LHND|6RCR|7AAC|8aDMG|aBPWR
281	23423 13124	   	185.03	DCR|2VULN|1MDPS|2DMG|2CDMG|1AAC	1aCDMG|2aLIT|3MDPS|49VULN|5DUST|6RCR|7AAC|8aDMG|aBPWR
282	25142 11633	   	185.02	DCR|3VULN|1MDPS|1AART|1CDMG	1CDMG|28MLV|3AME|457VULN|6AART|9RCR|aMDPS
283	31364 41113	   	184.81	DCR|2DMG|1VULN|1AART|1ASPD	1AME|2CGEN|35DMG|4VULN|6RCR|7DUST|8ASPD|9LIT|aAART
284	31364 41131	   	184.71	DCR|2DMG|1VULN|1AART|1ASPD	1AME|2CGEN|35DMG|4VULN|6RCR|7DUST|8ASPD|9AART|aLEGI
285	31364 41132	   	184.71	DCR|2DMG|1VULN|1AART|1ASPD|1MSE	1AME|2CGEN|35DMG|4VULN|6RCR|7DUST|8ASPD|9AART|aMSE
286	23432 62223	 * 	184.61	DCR|1MDPS|2DMG|1VULN|2CDMG|1ASPD	14CDMG|2LIT|3MDPS|5ASPD|6RCR|7aDMG|8DUST|9VULN
287	53321 26431	   	184.61	DCR|1SPLARM|2AART|1VULN|1ASPD|1DMG	1SPLARM|26AART|3DMG|4LIT|5LHND|7ASPD|8VULN|9RCR|aFEWX
288	22214 14423	   	184.58	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB	1CDMG|2ZMB|34BEXP|5AART|6aVULN|7SPLARM|8RCR|9ERES
289	23151 53216	 * 	184.55	DCR|2AAC|1AART|1VULN|1ASPD|1DMG|1CDMG	1CDMG|2LIT|34AAC|5AART|6RCR|7ASPD|8RCVC|9DMG|aVULN
290	22342 26433	   	184.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|38CGEN|45VULN|6LIT|7DMG|9RCR|aASPD
291	53541 11233	   	184.38	DCR|2SPLARM|3VULN|1MDPS|1AART	19SPLARM|2AART|39CGEN|4RCVC|5MDPS|679VULN|8RCR|9BPWR|aLWND
292	53512 11211	   	184.38	DCR|2SPLARM|2VULN|1MDPS|1AART|1ASPD	15SPLARM|2AART|35CGEN|4MDPS|5BPWR|67VULN|8RCR|9RCVC|aASPD
293	53356 14314	   	184.37	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	1SPLARM|2AART|3DMG|4MBVNT|5LHND|6aVULN|7FEWX|8DUR|9RCR
294	22142 32111	   	184.37	DCR|4VULN|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3AME|4578VULN|6BEXP|9DUR|aRCR
295	22342 32111	   	184.37	DCR|4VULN|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3CGEN|4578VULN|6BEXP|9DUR|aRCR
296	66252 22211	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DUR|27VULN|3MBVNT|4LHND|5AAC|6CDMG|8RCR|9DMG|aASPD
297	66252 22231	   	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DUR|27VULN|3MBVNT|4LHND|5AAC|6CDMG|8RCR|9ASPD|aDMG
298	62251 31263	   	184.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2MLV|3ZMB|4RPLT|5aVULN|6AART|7RCR|8FEWX|9DMG
299	62251 31523	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2MLV|3ZMB|4RPLT|5aVULN|6AART|7RCR|8ASPD|9BEXP
300	62251 31533	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2MLV|3ZMB|4RPLT|59VULN|6AART|7RCR|8ASPD|aLHND
301	53351 14314	   	184.27	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	1SPLARM|2AART|3DMG|4MBVNT|5LEGI|6aVULN|7FEWX|8DUR|9RCR
302	53351 73411	   	184.27	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	1SPLARM|2AART|3DMG|4MBVNT|5LEGI|6RPLT|7aVULN|8DUR|9RCR
303	53354 73411	   	184.27	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	1SPLARM|2AART|3DMG|4MBVNT|5DUST|6RPLT|7aVULN|8DUR|9RCR
304	66212 18111	   	184.25	DCR|3VULN|1ASPD|1CDMG|1DUR	1DUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8ASPD|9LIT|aCDMG
305	66212 18211	   	184.25	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8DMG|9LIT|aCDMG
306	53212 11252	   	184.24	DCR|3VULN|1SPLARM|1AART|1DUR	1SPLARM|2AART|3LWND|4DUR|59CGEN|67aVULN|8RCR
307	23551 53231	 * 	184.21	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG|1MSE	1CDMG|2LIT|38RCVC|4DMG|5AART|6RCR|7ASPD|9NUKE|aMSE
308	23551 53232	 * 	184.21	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG	1CDMG|2LIT|38RCVC|4DMG|5AART|6RCR|7ASPD|9NUKE|aERES
309	23551 53233	   	184.21	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG	1CDMG|2LIT|38RCVC|4DMG|5AART|6RCR|7ASPD|9NUKE|aCGEN
310	53358 43413	   	184.21	DCR|1SPLARM|2DMG|1VULN|1AART|1CDMG	1SPLARM|2AART|35DMG|4MBVNT|67CGEN|8RCR|9CDMG|aVULN
311	62251 31531	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR|1MSE	1DUR|2MLV|3ZMB|4RPLT|59VULN|6AART|7RCR|8ASPD|aMSE
312	63112 46111	   	184.15	DCR|3VULN|1ASPD|1CDMG|1DUR	1DUR|2DUST|346VULN|5CGEN|7RCR|8ASPD|9LIT|aCDMG
313	63112 46211	   	184.15	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|2DUST|346VULN|5CGEN|7RCR|8DMG|9LIT|aCDMG
314	53112 11252	   	184.14	DCR|3VULN|1SPLARM|1AART|1DUR	1SPLARM|2AART|3LEGI|4DUR|59CGEN|67aVULN|8RCR
315	53612 11252	   	184.14	DCR|3VULN|1SPLARM|1AART|1DUR	1SPLARM|2AART|3DUST|4DUR|59CGEN|67aVULN|8RCR
316	53323 42225	 * 	184.11	DCR|1SPLARM|2DMG|1MDPS|1VULN|1AART|1CDMG	1SPLARM|2AART|36DMG|4LIT|5CANSTR|7MDPS|8RCR|9VULN|aCDMG
317	21343 36532	 * 	184.09	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1CDMG|2RMIN|3CGEN|49VULN|5MDPS|6AART|7DUR|8ASPD|aRCR
318	26323 36532	   	184.09	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1CDMG|2LWND|39VULN|4DMSP|5MDPS|6AART|7DUR|8ASPD|aRCR
319	22631 12186	 * 	184.01	DCR|2VULN|3ZMB|1ASPD|1CDMG	1CDMG|249ZMB|3BELT|5ASPD|6MBVNT|7RCR|8aVULN
320	22161 66112	   	183.97	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	17CDMG|2ZMB|378AME|4FEWX|5VULN|67ASPD|7BPWR|9DMG|aRCR
