0	Index      	 *	Score 	Summary	Detail	
1	32421 61336	 * 	181.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aDMG
165	36361 61311	   	163.21	DCR|4VULN|1CDMG|1ZMB|1DUR	1ZMB|2TLV|379aVULN|4CGEN|5CDMG|6RCR|8DUR
166	33333 33621	   	163.20	DCR|3VULN|1AART|2ZMB|2DUR	17ZMB|27DUR|3LWND|4ERES|578VULN|6AART|7BPWR|9RCR|aLHND
167	33333 33622	   	163.20	DCR|3VULN|1AART|2ZMB|2DUR	17ZMB|27DUR|3LWND|4ERES|578VULN|6AART|7BPWR|9RCR|aRPLT
168	33333 33625	   	163.20	DCR|3VULN|1AART|2ZMB|2DUR	17ZMB|27DUR|3LWND|4ERES|578VULN|6AART|7BPWR|9RCR|aBEXP
169	33333 33626	   	163.20	DCR|3VULN|1AART|2ZMB|2DUR	17ZMB|27DUR|3LWND|4ERES|578VULN|6AART|7BPWR|9RCR|aRCVC
170	33116 42363	 * 	162.96	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	18ZMB|28DUR|3BEXP|4RPLT|5FEWX|6RCR|78VULN|8BPWR|9CDMG|aDMG
171	33122 42363	   	162.96	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	18ZMB|28DUR|3BEXP|4FEWX|5RPLT|6RCR|78VULN|8BPWR|9CDMG|aDMG
172	33322 42563	   	162.96	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	18ZMB|28DUR|3LWND|4FEWX|5RPLT|6RCR|78VULN|8BPWR|9CDMG|aDMG
173	52262 33623	   	162.78	DCR|2VULN|2AART|1DMG|1ZMB	1FEWX|2LHND|34VULN|5ERES|67AART|8DMG|9RCR|aZMB
174	52265 33223	   	162.78	DCR|2VULN|2AART|1DMG|1ZMB	1FEWX|2LHND|34VULN|5DMG|67AART|8ERES|9RCR|aZMB
175	32524 33623	 * 	162.67	DCR|2AART|3ZMB|1DMG|1VULN	12aZMB|3LHND|4VULN|5FEWX|67AART|8DMG|9RCR
176	14251 14633	   	162.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2MBVNT|3VULN|4AART|5DUST|6RCR|7ZMB|8DMG|9ASPD|aCDMG
177	65423 23322	   	162.60	DCR|3VULN|2DMG|1ASPD	17aMLV|2RCVC|3BEXP|47aVULN|57LIT|6RCR|7aBPWR|8ASPD|9aDMG
178	14252 62124	   	162.51	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2MBVNT|39aVULN|4AART|5DUR|6FEWX|7RCR|8CDMG
179	14252 14348	   	162.46	DCR|3VULN|1AART|1ZMB|1DUR	1aLHND|2MBVNT|38aVULN|4AART|5DUR|6RCR|7ZMB|9aCGEN|aBPWR
180	14221 48136	   	162.45	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|2MBVNT|34VULN|5BELT|6AART|79DMG|8ASPD|aRCR
181	33122 42355	 * 	162.45	DCR|3VULN|3ZMB|3DUR	18aZMB|28aDUR|3BEXP|4FEWX|59RPLT|6RCR|78aVULN|8aBPWR
182	53242 32224	 * 	162.44	DCR|3VULN|2AART|1DUR|1ASPD	1FEWX|2DUR|36aVULN|45AART|7ASPD|8ERES|9RCR
183	15243 61113	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	18LHND|2DUST|37VULN|4AART|5DMG|6RCR|9CDMG|aRMIN
184	32421 21511	   	162.36	DCR|4VULN|2ZMB|1CDMG|1DUR	12ZMB|3FEWX|479aVULN|5CDMG|6DUR|8RCR
185	54212 35324	   	162.36	DCR|4VULN|1AART|1DUR	1FEWX|2MBVNT|369aVULN|4RPLT|5AART|7RCR|8DUR
186	12611 61361	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	12LHND|3ZMB|4BEXP|5CDMG|6RCR|78aVULN|9DMG
187	35111 61361	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCVC|3LWND|4BEXP|5CDMG|6RCR|78aVULN|9DMG
188	62221 61361	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3BEXP|4CGEN|5CDMG|6RCR|78aVULN|9DMG
189	12621 61161	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	12LHND|3ZMB|47aVULN|5CDMG|6RCR|8LWND|9DMG
190	12621 63361	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	12LHND|3ZMB|48aVULN|5CDMG|6RCR|7LWND|9DMG
191	32426 11433	   	162.31	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|49VULN|5DUST|6RCR|7AART|8ASPD|aCDMG
192	36221 61361	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3BEXP|4CGEN|5CDMG|6RCR|78aVULN|9DMG
193	53243 32623	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|38VULN|4AART|5DMG|6CGEN|7RCVC|9RCR|aCDMG
194	52265 13313	   	162.20	DCR|3VULN|2DMG|1DUR	1FEWX|2LHND|347VULN|5aDMG|6RCR|8DUR|9CGEN
195	15243 61111	   	162.13	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	18LHND|2DUST|37VULN|4AART|5DMG|6RCR|9CDMG|aSELL
196	62312 31452	   	162.09	ACR|3VULN|2DMG|1ZMB	1aMLV|2ZMB|39aVULN|4DMSP|5RCR|6LHND|7LIT|8aDMG|aBPWR
197	31252 53343	   	161.98	ACR|3VULN|3ZMB|1DMG	178ZMB|24CGEN|348BEXP|48BPWR|5RCR|68aVULN|9DMG
198	31262 53343	   	161.88	ACR|3VULN|3ZMB|1DMG	178ZMB|2CGEN|348BEXP|5RCR|68aVULN|8BPWR|9DMG
199	32521 53316	   	161.88	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3LHND|4VULN|5CDMG|6LIT|7RCR|8AART|9DMG|aDUR
200	35121 53342	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2RCVC|3LWND|49VULN|5CDMG|6LIT|7RCR|8aDMG
201	22321 15342	 * 	161.81	DCR|3VULN|2DMG|1CDMG	1LIT|245VULN|34FEWX|4BPWR|6MLV|7aDMG|8CDMG|9RCR
202	22323 35342	   	161.81	DCR|3VULN|2DMG|1CDMG	1LIT|246VULN|34FEWX|4BPWR|5CGEN|7aDMG|8CDMG|9RCR
203	22324 35342	   	161.81	DCR|3VULN|2DMG|1CDMG	1LIT|246VULN|34FEWX|4BPWR|5MLV|7aDMG|8CDMG|9RCR
204	32124 13513	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	12ZMB|3LWND|47VULN|5FEWX|6RCR|8AART|9CDMG|aDUR
205	32124 13516	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3LWND|47VULN|5FEWX|6RCR|8AART|9CDMG|aASPD
206	32524 13513	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	12ZMB|3LHND|47VULN|5FEWX|6RCR|8AART|9CDMG|aDUR
207	22325 25612	   	161.77	DCR|3VULN|2DMG|1ZMB	19LIT|249VULN|34FEWX|49BPWR|5ZMB|6RCVC|79DMG|8RCR|aRMIN
208	22115 36413	   	161.76	DCR|2VULN|2DMG|2ASPD|1ZMB	1LIT|2aVULN|36ASPD|4LHND|5ZMB|7RCR|89DMG
209	22325 25611	   	161.67	DCR|3VULN|2DMG|1ZMB	19LIT|249VULN|34FEWX|49BPWR|5ZMB|6RCVC|79DMG|8RCR|aAIRHEA
210	32121 53345	   	161.66	DCR|2VULN|3ZMB|1DMG|1CDMG	12aZMB|3LWND|49VULN|5CDMG|6LIT|7RCR|8DMG
211	31611 32524	   	161.62	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2CGEN|4MLV|5aVULN|6DUR|7AART|8DMG|9RCR
212	32311 32524	   	161.62	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	12ZMB|3CGEN|4MLV|5aVULN|6DUR|7AART|8DMG|9RCR
213	13225 13653	   	161.48	DCR|3VULN|1AART|1DMG	14LHND|2LWND|378VULN|5CGEN|6RCR|9AART|aDMG
214	31641 32511	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	13ZMB|2CGEN|4CDMG|5DMG|69aVULN|7FEWX|8RCR
215	31641 33511	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	13ZMB|2CGEN|4CDMG|5DMG|69aVULN|7LWND|8RCR
216	31642 13511	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	13ZMB|2CGEN|4CDMG|59aVULN|6FEWX|7DMG|8RCR
217	32121 11561	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3LWND|47aVULN|5CDMG|6LHND|8RCR|9DMG
218	32121 43511	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3LWND|49aVULN|5CDMG|6RMIN|7DMG|8RCR
219	32341 32511	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3CGEN|4CDMG|5DMG|69aVULN|7FEWX|8RCR
220	32341 33511	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3CGEN|4CDMG|5DMG|69aVULN|7LWND|8RCR
221	32342 13511	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3CGEN|4CDMG|59aVULN|6FEWX|7DMG|8RCR
222	32421 11561	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3FEWX|47aVULN|5CDMG|6LWND|8RCR|9DMG
223	32421 43511	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3FEWX|49aVULN|5CDMG|6RMIN|7DMG|8RCR
224	32521 11561	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3LHND|47aVULN|5CDMG|6LWND|8RCR|9DMG
225	32521 43511	   	161.38	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3LHND|49aVULN|5CDMG|6RMIN|7DMG|8RCR
226	32634 35113	   	161.38	DCR|2AART|1VULN|1DMG|2ZMB|1ASPD	12ZMB|3RPLT|4NUKE|56AART|7RCR|8VULN|9ASPD|aDMG
227	15261 32142	 * 	161.32	DCR|3VULN|3DMG	19LHND|26DUST|349VULN|5BELT|789DMG|9BPWR|aRCR
228	53212 52124	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|39aVULN|4MBVNT|5LWND|6AART|7RCR|8CDMG
229	54232 52124	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2MBVNT|39aVULN|4DUR|5LWND|6AART|7RCR|8CDMG
230	31642 23511	   	161.28	DCR|3VULN|1DMG|2ZMB|1CDMG	13ZMB|2CGEN|4CDMG|59aVULN|6DUST|7DMG|8RCR
231	32342 23511	   	161.28	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3CGEN|4CDMG|59aVULN|6DUST|7DMG|8RCR
232	32421 33561	   	161.28	DCR|3VULN|1DMG|2ZMB|1CDMG	12ZMB|3FEWX|46aVULN|5CDMG|7DUST|8RCR|9DMG
233	32124 13525	   	161.28	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3LWND|47VULN|5FEWX|6RCR|8AART|9BEXP|aDMG
234	32124 13561	   	161.28	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3LWND|47VULN|5FEWX|6RCR|8AART|9DMG|aLHND
235	32124 13562	   	161.28	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3LWND|47VULN|5FEWX|6RCR|8AART|9DMG|aRPLT
236	32121 61113	   	161.21	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|38LWND|47VULN|5CDMG|6RCR|9AART|aASPD
237	32121 61531	   	161.21	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3LWND|47VULN|5CDMG|6RCR|8RMIN|9AART|aASPD
238	32421 61531	   	161.21	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8RMIN|9AART|aASPD
239	32421 61532	   	161.21	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8RMIN|9AART|aDUR
240	32521 61531	   	161.21	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3LHND|47VULN|5CDMG|6RCR|8RMIN|9AART|aASPD
241	32421 61332	   	161.21	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aRMIN
242	32421 61334	   	161.21	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aLIT
243	32521 63623	   	161.21	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	12ZMB|3LHND|4aVULN|5CDMG|6RCR|7LWND|8DUR|9AART
244	32124 13535	   	161.18	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3LWND|47VULN|5FEWX|6RCR|8AART|9DUST|aDMG
245	14252 12634	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1aLHND|2MBVNT|3VULN|4AART|5aDUR|6RCR|7RMIN|8aDMG|9RPLT|aBPWR
246	32421 61333	   	161.11	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aERES
247	32421 61335	   	161.11	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aDUST
248	33333 33378	   	161.10	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR	17ZMB|27DUR|3LWND|4ERES|57VULN|6AART|7BPWR|8MBVNT|9RCR|aCDMG
249	53262 11423	   	161.00	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1FEWX|2DUR|34VULN|5ERES|6RCR|7AART|89ASPD|aCDMG
250	33333 33373	 * 	160.98	DCR|2VULN|3ZMB|1AART|2DUR	17aZMB|27DUR|3LWND|4ERES|57VULN|6AART|7BPWR|8MBVNT|9RCR
251	62215 33623	   	160.77	DCR|3VULN|1AART|1CDMG|1ZMB	17MLV|2ZMB|37BEXP|4LEGI|578VULN|6AART|7BPWR|9RCR|aCDMG
252	26315 32225	 * 	160.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2LWND|3RCR|4ERES|5ZMB|6ASPD|7DMG|8AART|9VULN|aCDMG
253	35123 12512	 * 	160.72	DCR|3VULN|2DMG|2ZMB	19ZMB|2RCVC|3LWND|489VULN|5LIT|6BEXP|79DMG|9BPWR|aRCR
254	35423 12512	   	160.72	DCR|3VULN|2DMG|2ZMB	19ZMB|2RCVC|3FEWX|489VULN|5LIT|6BEXP|79DMG|9BPWR|aRCR
255	35523 12512	   	160.72	DCR|3VULN|2DMG|2ZMB	19ZMB|2RCVC|3LHND|489VULN|5LIT|6BEXP|79DMG|9BPWR|aRCR
256	32124 14224	 * 	160.68	DCR|2DMG|1AART|1VULN|2ZMB	12ZMB|3LWND|4VULN|5FEWX|6RCR|7LHND|8aDMG|9AART
257	35121 66132	   	160.68	DCR|2VULN|1AART|2CDMG|2ZMB	18ZMB|2aRCVC|3LWND|48VULN|58CDMG|6RCR|7NUKE|8BPWR|9AART
258	35423 32512	   	160.62	DCR|3VULN|2DMG|2ZMB	19ZMB|2RCVC|3FEWX|489VULN|5LIT|6DUST|79DMG|9BPWR|aRCR
259	26331 35342	   	160.62	ACR|2VULN|2DMG|1CDMG|1ASPD	1LIT|2LWND|3RCR|4RCVC|59VULN|6ASPD|7CDMG|8aDMG
260	26331 35363	   	160.62	ACR|2VULN|2DMG|1CDMG|1ASPD	1LIT|2LWND|3RCR|4RCVC|5aVULN|6ASPD|7CDMG|89DMG
261	32126 32362	   	160.58	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3aLWND|48VULN|5RCVC|68DUR|7AART|8BPWR|9RCR
262	32126 32363	   	160.58	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LWND|48VULN|5RCVC|68DUR|7AART|8BPWR|9RCR|aRPLT
263	32126 32364	   	160.58	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LWND|48VULN|5RCVC|68DUR|7AART|8BPWR|9RCR|aLHND
264	32126 32365	   	160.58	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LWND|48VULN|5RCVC|68DUR|7AART|8BPWR|9RCR|aLIT
265	32161 32362	   	160.58	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3aLWND|4DMSP|58VULN|68DUR|7AART|8BPWR|9RCR
266	32161 32363	   	160.58	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LWND|4DMSP|58VULN|68DUR|7AART|8BPWR|9RCR|aRPLT
267	32161 32364	   	160.58	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LWND|4DMSP|58VULN|68DUR|7AART|8BPWR|9RCR|aLHND
268	32161 32365	   	160.58	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LWND|4DMSP|58VULN|68DUR|7AART|8BPWR|9RCR|aLIT
269	32526 32362	   	160.58	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LHND|48VULN|5RCVC|68DUR|7AART|8BPWR|9RCR|aLWND
270	32561 32362	   	160.58	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LHND|4DMSP|58VULN|68DUR|7AART|8BPWR|9RCR|aLWND
271	31322 11434	   	160.56	DCR|3VULN|1AART|1ZMB|1ASPD	1ZMB|2CGEN|39aVULN|4BEXP|5RMIN|6RCR|7AART|8ASPD
272	62322 11434	   	160.56	DCR|3VULN|1AART|1ZMB|1ASPD	1MLV|2ZMB|39aVULN|4BEXP|5RMIN|6RCR|7AART|8ASPD
273	12621 61363	   	160.55	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	12LHND|3ZMB|47VULN|5CDMG|6RCR|8DUR|9DMG|aASPD
274	33421 61363	   	160.55	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2DUR|3MLV|4CGEN|5CDMG|6RCR|78VULN|9DMG|aASPD
275	35121 61363	   	160.55	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2RCVC|3LWND|47VULN|5CDMG|6RCR|8DUR|9DMG|aASPD
276	53242 32423	   	160.54	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1FEWX|2DUR|36VULN|45AART|7ASPD|8MLV|9RCR|aCDMG
277	14252 14226	   	160.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2MBVNT|3VULN|48AART|5DUR|6RCR|7ZMB|9FEWX|aDMG
278	14252 14245	   	160.53	DCR|2AART|1DMG|1VULN|1ZMB|1DUR	1LHND|2MBVNT|3VULN|48AART|5DUR|6RCR|7ZMB|9CGEN|aDMG
279	32126 32361	   	160.48	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LWND|48VULN|5RCVC|68DUR|7AART|8BPWR|9RCR|aERES
280	32126 32366	   	160.48	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LWND|48VULN|5RCVC|68DUR|7AART|8BPWR|9RCR|aCANSTR
281	32161 32361	   	160.48	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LWND|4DMSP|58VULN|68DUR|7AART|8BPWR|9RCR|aERES
282	32161 32366	   	160.48	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LWND|4DMSP|58VULN|68DUR|7AART|8BPWR|9RCR|aCANSTR
283	32526 32361	   	160.48	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LHND|48VULN|5RCVC|68DUR|7AART|8BPWR|9RCR|aERES
284	32561 32361	   	160.48	DCR|2VULN|3ZMB|1AART|2DUR	128ZMB|3LHND|4DMSP|58VULN|68DUR|7AART|8BPWR|9RCR|aERES
285	31342 11434	   	160.46	DCR|3VULN|1AART|1ZMB|1ASPD	1ZMB|2CGEN|39aVULN|4DUST|5RMIN|6RCR|7AART|8ASPD
286	36322 11434	   	160.46	DCR|3VULN|1AART|1ZMB|1ASPD	1ZMB|2TLV|39aVULN|4BEXP|5RMIN|6RCR|7AART|8ASPD
287	53242 32223	   	160.44	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1FEWX|2DUR|36VULN|45AART|7ASPD|8ERES|9RCR|aCDMG
288	13235 11364	   	160.43	DCR|1AART|1DMG|1VULN|2ASPD|1ZMB|1DUR	15LHND|2LWND|3VULN|45ASPD|5BPWR|6RCR|7DUR|8AART|9ZMB|aDMG
289	14252 14215	   	160.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2MBVNT|3VULN|48AART|5DUR|6RCR|7ZMB|9ERES|aDMG
290	14252 14235	   	160.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2MBVNT|3VULN|48AART|5DUR|6RCR|7ZMB|9NUKE|aDMG
291	32524 33362	 * 	160.40	DCR|2VULN|2AART|3ZMB	128ZMB|3LHND|48VULN|58FEWX|67AART|8BPWR|9RCR|aLWND
292	32526 32363	   	160.34	DCR|2VULN|3ZMB|1AART|2DUR|1SELL	128ZMB|3LHND|48VULN|5RCVC|68DUR|7AART|8BPWR|9RCR|aSELL
293	32561 32363	   	160.34	DCR|2VULN|3ZMB|1AART|2DUR|1SELL	128ZMB|3LHND|4DMSP|58VULN|68DUR|7AART|8BPWR|9RCR|aSELL
294	36221 61511	   	160.32	DCR|4VULN|2ZMB|1CDMG	18ZMB|2TLV|38BEXP|4CGEN|5CDMG|6RCR|789aVULN|8BPWR
295	34346 73333	 * 	160.30	DCR|3VULN|3ZMB|1AART	178ZMB|2MBVNT|3LWND|48CGEN|568VULN|8BPWR|9AART|aRCR
296	32524 33361	   	160.30	DCR|2VULN|2AART|3ZMB	128ZMB|3LHND|48VULN|58FEWX|67AART|8BPWR|9RCR|aERES
297	26315 32235	 * 	160.28	ACR|3DMG|1AART|1ZMB|1ASPD	1LIT|2LWND|3RCR|4ERES|5ZMB|6ASPD|79aDMG|8AART
298	14252 15121	   	160.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|39VULN|4AART|5DUR|6RCR|7FEWX|8CDMG|aZMB
299	22222 21613	   	160.25	DCR|4VULN|1AART|2DUR	19LIT|2489VULN|345LWND|49BPWR|6AART|79DUR|aRCR
300	32111 61311	   	160.22	DCR|4VULN|2ZMB|1CDMG	12ZMB|3LWND|4BEXP|5CDMG|6RCR|789aVULN
301	32121 61411	   	160.22	DCR|4VULN|2ZMB|1CDMG	12ZMB|3LWND|479aVULN|5CDMG|6RCR|8BEXP
302	32121 61611	   	160.22	DCR|4VULN|2ZMB|1CDMG	12ZMB|3LWND|479aVULN|5CDMG|6RCR|8LHND
303	32421 61111	   	160.22	DCR|4VULN|2ZMB|1CDMG	12ZMB|3FEWX|479aVULN|5CDMG|6RCR|8LWND
304	32421 61411	   	160.22	DCR|4VULN|2ZMB|1CDMG	12ZMB|3FEWX|479aVULN|5CDMG|6RCR|8BEXP
305	32421 61611	   	160.22	DCR|4VULN|2ZMB|1CDMG	12ZMB|3FEWX|479aVULN|5CDMG|6RCR|8LHND
306	32511 61311	   	160.22	DCR|4VULN|2ZMB|1CDMG	12ZMB|3LHND|4BEXP|5CDMG|6RCR|789aVULN
307	32521 61111	   	160.22	DCR|4VULN|2ZMB|1CDMG	12ZMB|3LHND|479aVULN|5CDMG|6RCR|8LWND
308	32521 61411	   	160.22	DCR|4VULN|2ZMB|1CDMG	12ZMB|3LHND|479aVULN|5CDMG|6RCR|8BEXP
309	32521 63311	   	160.22	DCR|4VULN|2ZMB|1CDMG	12ZMB|3LHND|489aVULN|5CDMG|6RCR|7LWND
310	12231 61363	   	160.20	DCR|2VULN|2DMG|1CDMG|1ASPD	12LHND|3BEXP|4ASPD|5CDMG|6RCR|78VULN|9aDMG
311	14252 14318	   	160.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|38VULN|4AART|5DUR|6RCR|7ZMB|9ERES|aCDMG
312	14252 14338	   	160.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|38VULN|4AART|5DUR|6RCR|7ZMB|9NUKE|aCDMG
313	32524 33363	   	160.15	DCR|2VULN|2AART|3ZMB|1SELL	128ZMB|3LHND|48VULN|58FEWX|67AART|8BPWR|9RCR|aSELL
314	14252 41424	   	160.11	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2MBVNT|39aVULN|4AART|5DUR|6CDMG|7FEWX|8RCR
315	12325 13513	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	12LHND|37VULN|4BEXP|5DMG|6RCR|8AART|9CDMG|aRMIN
316	12325 13514	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	12LHND|37VULN|4BEXP|5DMG|6RCR|8AART|9CDMG|aBELT
317	12365 13513	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	12LHND|37VULN|4FEWX|5DMG|6RCR|8AART|9CDMG|aRMIN
318	52225 13513	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|24LHND|37VULN|5DMG|6RCR|8AART|9CDMG|aRMIN
319	22221 34433	 * 	160.05	DCR|5VULN|1AART	1LIT|24589VULN|34LWND|4BPWR|6FEWX|7AART|aRCR
320	22321 24433	   	160.05	DCR|5VULN|1AART	1LIT|24589VULN|34FEWX|4BPWR|6LHND|7AART|aRCR
321	22321 64433	   	160.05	DCR|5VULN|1AART	1LIT|24589VULN|34FEWX|4BPWR|6LWND|7AART|aRCR
322	53242 33521	   	160.01	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DUR|36VULN|45AART|7MLV|8DMG|9RCR|aLHND
323	53242 33522	   	160.01	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DUR|36VULN|45AART|7MLV|8DMG|9RCR|aRPLT
324	32421 61351	   	160.00	DCR|3VULN|2ZMB|1CDMG|1ASPD|1DUR	12ZMB|3FEWX|47aVULN|5CDMG|6RCR|8ASPD|9DUR
325	12325 13516	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	12LHND|37VULN|4BEXP|5DMG|6RCR|8AART|9CDMG|aAIRHEL
326	13213 42813	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|29LWND|3aVULN|4MBVNT|5CDMG|6RCR|7DMG|8AART
327	13213 42854	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|3aVULN|4MBVNT|5CDMG|6RCR|7DMG|8AART|9CGEN
328	15225 13513	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	14LHND|2DUST|37VULN|5DMG|6RCR|8AART|9CDMG|aRMIN
329	52235 13512	 * 	159.98	DCR|2VULN|1AART|2CDMG|2ASPD	15FEWX|2LHND|37VULN|45ASPD|5BPWR|6RCR|8AART|9aCDMG
330	22321 34433	   	159.95	DCR|5VULN|1AART	1LIT|24589VULN|34FEWX|4BPWR|6DUST|7AART|aRCR
331	35121 53343	   	159.93	DCR|3VULN|1DMG|1CDMG|1ZMB	1ZMB|2RCVC|3LWND|49aVULN|5CDMG|6LIT|7RCR|8DMG
332	53242 36221	   	159.91	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|2DUR|36VULN|45AART|7DMG|8ERES|9RCR|aLHND
