0	Index      	 *	Score 	Summary	Detail	
1	23231 25365	 * 	189.40	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1aDUR|2FEWX|3aDMG|4CDMG|5ERES|6RCR|7aVULN|8RMIN|9AART|aBPWR
172	53252 21233	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	12FEWX|356VULN|4DMG|7RCR|8DUR|9AIRHEA|aAART
173	55222 22311	   	165.22	ACR|3VULN|2DMG|1DUR	18FEWX|2RCR|38DMG|4DUR|56aVULN|78MLV|8BPWR|9LHND
174	55222 22342	   	165.22	ACR|3VULN|2DMG|1DUR	18FEWX|2RCR|38DMG|4DUR|56aVULN|789MLV|8BPWR
175	55232 22363	   	165.12	ACR|3DMG|2VULN|1DUR	18FEWX|2RCR|389DMG|4DUST|56VULN|78MLV|8BPWR|aDUR
176	55213 31631	   	165.10	ACR|2DMG|1AART|1VULN|1CDMG	15FEWX|2RCR|3aDMG|4VULN|6CDMG|7AART|8RMIN|9RCVC
177	21333 51144	   	165.10	DCR|3DMG|2VULN|2DUR	16DUR|25LWND|349DMG|7RCR|8aVULN
178	55152 31131	   	165.00	ACR|2DMG|1AART|1VULN|1CDMG	13FEWX|2RCR|4aDMG|5VULN|6CDMG|7AART|8TLV|9RCVC
179	55213 31131	   	165.00	ACR|2DMG|1AART|1VULN|1CDMG	15FEWX|2RCR|3aDMG|4VULN|6CDMG|7AART|8TLV|9RCVC
180	55262 22223	   	165.00	ACR|3VULN|1AART|1DMG	19FEWX|2RCR|3DMG|4RMIN|579VULN|69LWND|8AART|9BPWR|aLSRHEA
181	55133 14322	   	164.92	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	134FEWX|2RCR|5AART|67DMG|7BPWR|8VULN|9DUR|aASPD
182	55212 32342	   	164.89	ACR|2DMG|1AART|1VULN|3DUR	168FEWX|2RCR|38DMG|4VULN|5MLV|78aDUR|8BPWR|9AART
183	35252 21631	   	164.48	DCR|3VULN|1DMG|1CDMG|1FLTHEA	1CGEN|2RMIN|356VULN|4DMG|7RCR|8RCVC|9FLTHEA|aCDMG
184	55222 22324	   	164.42	ACR|2VULN|2DMG|2ZMB|1DUR	18FEWX|2RCR|38DMG|4DUR|56VULN|78MLV|8BPWR|9aZMB
185	55223 63423	   	164.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2RCR|3DMG|4DUR|5LSRICY|6AART|7MBVNT|8ZMB|9VULN|aCDMG
186	53212 21541	 * 	164.33	DCR|4VULN|2CDMG|2ZMB	129FEWX|356aVULN|4aZMB|7RCR|8aCDMG|aBPWR
187	22532 23141	 * 	164.16	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	16DUR|2BASICY|3aCDMG|4RPLT|56VULN|6BPWR|7ZMB|8RCR|9AART
188	55212 11321	   	164.13	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB	18FEWX|2RCR|38DMG|4VULN|5MLV|68DUR|7RCVC|8BPWR|9ZMB|aCDMG
189	35212 21113	   	164.12	DCR|4VULN|1AART|1ZMB	1CGEN|2RMIN|3568VULN|4ZMB|7RCR|9AART|aFEWX
190	35212 21115	   	164.12	DCR|4VULN|1AART|1ZMB	1CGEN|2RMIN|3568VULN|4ZMB|7RCR|9AART|aLHND
191	35212 21112	   	164.02	DCR|4VULN|1AART|1ZMB	1CGEN|2RMIN|3568VULN|4ZMB|7RCR|9AART|aLEGI
192	35212 21116	   	164.02	DCR|4VULN|1AART|1ZMB	1CGEN|2RMIN|3568VULN|4ZMB|7RCR|9AART|aERES
193	55262 11223	   	163.88	ACR|2VULN|1AART|1DMG|2DUR	19FEWX|2RCR|3DMG|4RMIN|59VULN|69DUR|7RCVC|8AART|9BPWR|aBELT
194	22532 23133	   	163.80	DCR|4VULN|1CDMG|2DUR|1ZMB	16DUR|2BASICY|3CDMG|4RPLT|569aVULN|6BPWR|7ZMB|8RCR
195	15232 15224	 * 	163.80	DCR|3VULN|1AART|2ASPD|2DUR	19ASPD|2RMIN|36DUR|49FEWX|59aVULN|7AART|8RCR|9BPWR
196	35212 21514	 * 	163.78	DCR|3VULN|1DMG|2ZMB|1CDMG	1CGEN|2RMIN|356VULN|4aZMB|7RCR|8CDMG|9DMG
197	53212 21514	   	163.78	DCR|3VULN|1DMG|2ZMB|1CDMG	12FEWX|356VULN|4aZMB|7RCR|8CDMG|9DMG
198	55222 33121	   	163.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	18FEWX|2RCR|3DMG|4DUR|5VULN|6LSRREG|7AART|9ZMB|aCDMG
199	55513 23332	   	163.59	ACR|2VULN|1AART|1DMG|1CDMG	16FEWX|2RCR|3LIT|4MLV|56VULN|6BPWR|7AART|8DMG|9CGEN|aCDMG
200	35212 21142	   	163.52	DCR|4VULN|1AART|1ZMB	1CGEN|2RMIN|3568VULN|4ZMB|7RCR|9BEXP|aAART
201	53212 21322	   	163.52	DCR|4VULN|1AART|1ZMB	12FEWX|3569VULN|4ZMB|7RCR|8LHND|aAART
202	55213 31234	   	163.49	ACR|2DMG|1AART|1VULN|1CDMG	15FEWX|2RCR|3aDMG|4VULN|6CDMG|7AART|8LWND|9RPLT
203	55213 31622	   	163.49	ACR|2VULN|1AART|1DMG|1CDMG	15aFEWX|2RCR|3DMG|49VULN|6CDMG|7AART|8RMIN
204	35212 21152	   	163.42	DCR|4VULN|1AART|1ZMB	1CGEN|2RMIN|3568VULN|4ZMB|7RCR|9DUST|aAART
205	35212 21162	   	163.42	DCR|4VULN|1AART|1ZMB	1CGEN|2RMIN|3568VULN|4ZMB|7RCR|9MBVNT|aAART
206	22534 13422	 * 	163.42	DCR|3VULN|1AART|2CDMG|1DUR	1DUR|26BASICY|36CDMG|4RPLT|5AART|6BPWR|78aVULN|9RCR
207	55152 31122	   	163.39	ACR|2VULN|1AART|1DMG|1CDMG	13aFEWX|2RCR|4DMG|59VULN|6CDMG|7AART|8TLV
208	55213 31122	   	163.39	ACR|2VULN|1AART|1DMG|1CDMG	15aFEWX|2RCR|3DMG|49VULN|6CDMG|7AART|8TLV
209	55213 31125	   	163.39	ACR|2VULN|1AART|1DMG|1CDMG	15FEWX|2RCR|3DMG|49VULN|6CDMG|7AART|8TLV|aBEXP
210	55213 31334	   	163.39	ACR|2DMG|1AART|1VULN|1CDMG	15FEWX|2RCR|3aDMG|4VULN|6CDMG|7AART|8DUST|9RPLT
211	55213 31424	   	163.39	ACR|2DMG|1AART|1VULN|1CDMG	15FEWX|2RCR|3aDMG|4VULN|6CDMG|7AART|8MBVNT|9BELT
212	55213 31442	   	163.39	ACR|2DMG|1AART|1VULN|1CDMG	159FEWX|2RCR|3aDMG|4VULN|6CDMG|7AART|8MBVNT
213	35212 21614	   	163.37	DCR|3VULN|2AART|1ZMB	1CGEN|2RMIN|356VULN|4ZMB|7RCR|8RCVC|9aAART
214	55112 31431	   	163.22	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	13FEWX|2RCR|4ZMB|5VULN|68CDMG|7AART|9RMIN|aDMG
215	55213 31253	   	163.22	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	15FEWX|2RCR|3DMG|4VULN|69CDMG|7AART|8LWND|aZMB
216	55232 33421	   	163.19	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3DMG|4DUST|59VULN|6LSRREG|7AART|8TLV|aCDMG
217	55213 31353	   	163.12	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	15FEWX|2RCR|3DMG|4VULN|69CDMG|7AART|8DUST|aZMB
218	55262 12231	   	163.08	ACR|2VULN|1AART|1DMG|2DUR	1FEWX|2RCR|3DMG|4RMIN|57VULN|6aDUR|8AART|9RCVC
219	35252 21133	   	163.03	DCR|4VULN|1DMG|1FLTHEA	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9FLTHEA|aLWND
220	35252 21134	   	163.03	DCR|4VULN|1DMG|1FLTHEA	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9FLTHEA|aBEXP
221	35252 21135	   	163.03	DCR|4VULN|1DMG|1FLTHEA	1CGEN|2aRMIN|3568VULN|4DMG|7RCR|9FLTHEA
222	55211 12242	   	163.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2RCR|3DMG|47VULN|5TLV|6DUR|8AART|9ASPD|aLWND
223	55211 12243	   	163.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2RCR|3DMG|47VULN|5TLV|6DUR|8AART|9ASPD|aLHND
224	55222 23251	   	163.02	ACR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2RCR|39DMG|4DUR|56VULN|7DMSP|8BEXP|aCDMG
225	55213 32163	   	163.02	ACR|2VULN|2DMG|1CDMG|1DUR	15FEWX|2RCR|39DMG|47VULN|6CDMG|8DUR|aLHND
226	55222 62331	   	163.02	ACR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2RCR|38DMG|4DUR|59VULN|6CDMG|7LIT|aLWND
227	55222 62332	   	163.02	ACR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2RCR|38DMG|4DUR|59VULN|6CDMG|7LIT|aCGEN
228	55222 63131	   	163.02	ACR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2RCR|3aDMG|4DUR|59VULN|6CDMG|7BEXP|8LWND
229	35252 21132	   	162.93	DCR|4VULN|1DMG|1FLTHEA	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9FLTHEA|aERES
230	35252 21136	   	162.93	DCR|4VULN|1DMG|1FLTHEA	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9FLTHEA|aTLV
231	55211 12151	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2RCR|39DMG|47VULN|5TLV|6DUR|8MLV|aCDMG
232	55216 32211	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2RCR|39DMG|48VULN|5CDMG|6ASPD|7CANHEL|aRMIN
233	55213 32162	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	15FEWX|2RCR|39DMG|47VULN|6CDMG|8DUR|aNUKE
234	55216 11131	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2RCR|3aDMG|49VULN|5CDMG|6DUST|7DUR|8LWND
235	55222 62333	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2RCR|38DMG|4DUR|59VULN|6CDMG|7LIT|aTLV
236	55232 61131	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2RCR|3aDMG|4DUST|59VULN|6CDMG|7DUR|8LWND
237	22532 25622	   	162.90	DCR|3VULN|1AART|1CDMG|2DUR	16DUR|2BASICY|3CDMG|4RPLT|56aVULN|6BPWR|7RCVC|8AART|9RCR
238	55112 22321	 * 	162.90	ACR|2VULN|1AART|1DMG|2ZMB	13FEWX|2RCR|49ZMB|56VULN|7BEXP|8DMG|aAART
239	55216 32212	   	162.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2RCR|39DMG|48VULN|5CDMG|6ASPD|7CANHEL|aDUST
240	55212 11332	   	162.68	ACR|2DMG|1AART|1VULN|2DUR	189FEWX|2RCR|38DMG|4VULN|5MLV|68DUR|7RCVC|8BPWR|aAART
241	55262 21222	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	19FEWX|2RCR|3DMG|4RMIN|59VULN|69LWND|7RCVC|8AART|9BPWR|aZMB
242	21332 21342	   	162.55	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2LWND|34DMG|56VULN|7LIT|8BELT|9RCR|aAART
243	22534 31422	   	162.40	DCR|3VULN|1AART|1CDMG|2DUR	17DUR|2BASICY|3CDMG|4RPLT|5AART|68aVULN|9RCR
244	15632 43734	   	162.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RMIN|3MBVNT|4FEWX|56aVULN|7AART|8DMG|9RCR
245	53252 21131	   	162.21	DCR|5VULN|1DMG	12FEWX|35689VULN|4DMG|7RCR|aDMSP
246	53252 21132	   	162.21	DCR|5VULN|1DMG	12FEWX|35689VULN|4DMG|7RCR|aBEXP
247	53252 21134	   	162.21	DCR|5VULN|1DMG	12FEWX|35689VULN|4DMG|7RCR|aLWND
248	53252 21136	   	162.21	DCR|5VULN|1DMG	12FEWX|35689VULN|4DMG|7RCR|aRMIN
249	55222 33522	   	162.18	ACR|2VULN|1AART|1DMG|2DUR	1aFEWX|2RCR|3DMG|4aDUR|59VULN|6LSRREG|7AART|8aBEXP|aBPWR
250	35252 21611	   	162.16	DCR|3VULN|1AART|1DMG	1CGEN|2RMIN|356VULN|4DMG|7RCR|8aRCVC|9AART
251	53252 21133	   	162.11	DCR|5VULN|1DMG	12FEWX|35689VULN|4DMG|7RCR|aTLV
252	55232 34212	   	162.09	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3DMG|4DUST|57VULN|6LSRREG|8CDMG|9AART|aLHND
253	55212 32312	   	162.08	ACR|2DMG|1AART|1VULN|2DUR	168FEWX|2RCR|38DMG|4VULN|5MLV|78DUR|8BPWR|9RCVC|aAART
254	55133 14313	   	162.05	ACR|2DMG|1AART|1VULN|1ZMB	134FEWX|2RCR|5AART|67DMG|7BPWR|8VULN|9ZMB|aRMIN
255	55232 34213	   	161.99	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3DMG|4DUST|57VULN|6LSRREG|8CDMG|9AART|aERES
256	55222 33152	   	161.98	ACR|2VULN|1AART|1DMG|2DUR	18FEWX|2RCR|3DMG|49DUR|5aVULN|6LSRREG|7AART
257	55222 33324	   	161.98	ACR|2VULN|1AART|1DMG|2DUR	1FEWX|2RCR|3DMG|49DUR|5aVULN|6LSRREG|7AART|8LIT
258	55262 22232	   	161.85	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2RCR|3DMG|4RMIN|57VULN|6LWND|8AART|9RCVC|aZMB
259	55226 12123	 * 	161.82	ACR|2DMG|2AART|1CDMG|1DUR	18FEWX|2RCR|38DMG|4DUR|5CDMG|68DUST|7aAART|8BPWR|9BELT
260	22532 61422	   	161.80	DCR|3VULN|1AART|1CDMG|2DUR	17DUR|2BASICY|3CDMG|4RPLT|58aVULN|6AART|9RCR
261	15232 15226	 * 	161.80	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	19ASPD|2RMIN|36DUR|49FEWX|59VULN|7AART|8RCR|9BPWR|aCDMG
262	26331 62163	 * 	161.78	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1DUR|2RMIN|3FEWX|4CDMG|5ERES|6AART|7RCR|8FLTHEA|9VULN|aDMG
263	35212 64323	   	161.76	DCR|2VULN|2DMG|2ASPD|1ZMB	1CGEN|2RMIN|35VULN|4ZMB|6aASPD|7RCR|89DMG
264	55212 12521	   	161.73	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2RCR|3DMG|47VULN|5MLV|68DUR|9ZMB|aCDMG
265	55222 22521	   	161.73	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2RCR|3DMG|48DUR|56VULN|7MLV|9ZMB|aCDMG
266	55252 12321	   	161.73	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2RCR|3DMG|4CGEN|57VULN|68DUR|9ZMB|aCDMG
267	55262 12321	   	161.73	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2RCR|3DMG|4RMIN|57VULN|68DUR|9ZMB|aCDMG
268	55112 32161	   	161.73	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	13FEWX|2RCR|4ZMB|57VULN|6CDMG|8aDUR|9DMG
269	55213 32141	   	161.73	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	15FEWX|2RCR|3DMG|47VULN|6CDMG|89DUR|aZMB
270	55213 22412	   	161.69	ACR|2VULN|1AART|1DMG|1CDMG	15FEWX|2RCR|3DMG|46VULN|7BEXP|8CDMG|9LHND|aAART
271	55213 22432	   	161.69	ACR|2VULN|1AART|1DMG|1CDMG	15FEWX|2RCR|3DMG|46VULN|7BEXP|8CDMG|9LWND|aAART
272	55262 32223	   	161.68	ACR|2VULN|1AART|1DMG|2DUR	169FEWX|2RCR|3DMG|4RMIN|59VULN|79DUR|8AART|9BPWR|aLHND
273	55211 12321	   	161.63	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2RCR|3DMG|47VULN|5TLV|68DUR|9ZMB|aCDMG
274	22253 31426	 * 	161.61	ACR|2AART|2VULN|1CDMG|2DUR	17DUR|2BASICY|3CGEN|46AART|5RCR|8CDMG|9aVULN
275	55232 23412	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3DMG|4DUST|56VULN|7DMSP|8CDMG|9LHND|aAART
276	55232 23432	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3DMG|4DUST|56VULN|7DMSP|8CDMG|9LWND|aAART
277	55221 22361	   	161.58	ACR|2VULN|1AART|1DMG|2DUR	19FEWX|2RCR|3DMG|49DUR|5TLV|6LHND|79VULN|8AART|9BPWR|aLIT
278	55262 32221	   	161.58	ACR|2VULN|1AART|1DMG|2DUR	169FEWX|2RCR|3DMG|4RMIN|59VULN|79DUR|8AART|9BPWR|aTLV
279	55222 33125	 * 	161.55	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	18FEWX|2RCR|3DMG|4DUR|5VULN|6LSRREG|7aAART|9ZMB
280	55222 21261	 * 	161.54	ACR|4VULN|1DMG|1DUR	1FEWX|2RCR|3DMG|4DUR|569aVULN|7LWND|8MLV
281	55252 12211	   	161.48	ACR|2VULN|1AART|1DMG|2DUR	19FEWX|2RCR|3DMG|4CGEN|57VULN|6aDUR|8AART
282	55252 12231	   	161.48	ACR|2VULN|1AART|1DMG|2DUR	1FEWX|2RCR|3DMG|49CGEN|57VULN|6aDUR|8AART
283	55262 12211	   	161.48	ACR|2VULN|1AART|1DMG|2DUR	19FEWX|2RCR|3DMG|4RMIN|57VULN|6aDUR|8AART
284	55221 22363	   	161.48	ACR|2VULN|1AART|1DMG|2DUR	19FEWX|2RCR|3DMG|49DUR|5TLV|6LHND|79VULN|8AART|9BPWR|aDUST
285	63321 26343	   	161.47	DCR|2VULN|2DMG|1AART|1SELL	1aMGNSTR|2SELL|3ERES|4aVULN|5CGEN|6LWND|7RCR|8AART|9aDMG|aBPWR
286	55211 22261	   	161.44	ACR|4VULN|1DMG|1DUR	1FEWX|2RCR|3DMG|479aVULN|5TLV|6LWND|8DUR
287	23212 15244	   	161.40	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	16DUR|2FEWX|3aDMG|4VULN|5MLV|7AART|8RCR|9ASPD
288	55232 25414	   	161.39	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3DMG|4DUST|56VULN|7MBVNT|8CDMG|9BASHEA|aAART
289	55211 12211	   	161.38	ACR|2VULN|1AART|1DMG|2DUR	19FEWX|2RCR|3DMG|47VULN|5TLV|6aDUR|8AART
290	55211 12236	   	161.38	ACR|2VULN|1AART|1DMG|2DUR	1FEWX|2RCR|3DMG|47VULN|5TLV|6aDUR|8AART|9CGEN
291	55112 31623	   	161.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	13FEWX|2RCR|4ZMB|59VULN|6CDMG|7AART|8MLV|aDUR
292	55222 63332	 * 	161.36	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1FEWX|2RCR|3DMG|49aDUR|5VULN|6CDMG|7BEXP|8AART
293	23211 15244	   	161.30	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	16DUR|2FEWX|3aDMG|4VULN|5TLV|7AART|8RCR|9ASPD
294	55212 33113	 * 	161.29	ACR|2VULN|2AART|1DMG	16FEWX|2RCR|3DMG|4aVULN|5MLV|79AART|8BELT
295	55112 31123	   	161.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	13FEWX|2RCR|4ZMB|59VULN|6CDMG|7AART|8TLV|aDUR
296	55216 11332	   	161.26	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1FEWX|2RCR|3DMG|4VULN|5CDMG|6DUST|79aDUR|8AART
297	55232 61332	   	161.26	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1FEWX|2RCR|3DMG|4DUST|5VULN|6CDMG|79aDUR|8AART
298	55211 33115	   	161.19	ACR|2VULN|2AART|1DMG	16FEWX|2RCR|3DMG|4aVULN|5TLV|79AART|8BELT
299	21333 51142	 * 	161.16	DCR|3DMG|1VULN|1CDMG|2DUR	16DUR|25LWND|349DMG|7RCR|8VULN|aCDMG
300	35252 21221	   	161.11	DCR|3VULN|2DMG|1DUR	1CGEN|2RMIN|356VULN|49DMG|7RCR|8DUR|aRCVC
301	53252 21241	   	161.11	DCR|3VULN|2DMG|1DUR	12FEWX|356VULN|49DMG|7RCR|8DUR|aRCVC
302	55122 12222	   	161.09	ACR|3VULN|1AART|3DUR	139FEWX|2RCR|4BEXP|579VULN|69aDUR|8AART|9BPWR
303	55142 12222	   	161.09	ACR|3VULN|1AART|3DUR	139FEWX|2RCR|4LWND|579VULN|69aDUR|8AART|9BPWR
304	55162 12222	   	161.09	ACR|3VULN|1AART|3DUR	139FEWX|2RCR|4LHND|579VULN|69aDUR|8AART|9BPWR
305	55622 12221	   	161.09	ACR|3VULN|1AART|3DUR	19FEWX|2RCR|34LWND|579VULN|69aDUR|8AART|9BPWR
306	55152 32112	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	13FEWX|2RCR|4DMG|57aVULN|6CDMG|8DUR|9LHND
307	55152 32132	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	13FEWX|2RCR|4DMG|57aVULN|6CDMG|8DUR|9LWND
308	55213 24112	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	15FEWX|2RCR|3DMG|46aVULN|7CDMG|8DUR|9LHND
309	55213 24132	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	15FEWX|2RCR|3DMG|46aVULN|7CDMG|8DUR|9LWND
310	55213 32112	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	15FEWX|2RCR|3DMG|47aVULN|6CDMG|8DUR|9LHND
311	55213 32132	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	15FEWX|2RCR|3DMG|47aVULN|6CDMG|8DUR|9LWND
312	55213 32242	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	15FEWX|2RCR|3DMG|47aVULN|6CDMG|8LHND|9DUR
313	55222 23412	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2RCR|3DMG|4DUR|56aVULN|7DMSP|8CDMG|9LHND
314	55222 23432	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2RCR|3DMG|4DUR|56aVULN|7DMSP|8CDMG|9LWND
315	55222 63121	   	161.08	ACR|3DMG|1VULN|1CDMG|1DUR	1FEWX|2RCR|39aDMG|4DUR|5VULN|6CDMG|7BEXP|8LWND
316	55212 32343	   	161.08	ACR|2DMG|1AART|1VULN|2DUR	168FEWX|2RCR|38DMG|4VULN|5MLV|78DUR|8BPWR|9AART|aLHND
317	55253 11331	   	161.05	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1FEWX|2RCR|3DMG|4CGEN|5RPLT|6ZMB|7DUR|89AART|aVULN
318	55213 32342	   	160.98	ACR|3VULN|1DMG|1CDMG|1DUR	15FEWX|2RCR|3DMG|47aVULN|6CDMG|8LEGI|9DUR
319	55216 11121	   	160.98	ACR|3DMG|1VULN|1CDMG|1DUR	1FEWX|2RCR|39aDMG|4VULN|5CDMG|6DUST|7DUR|8LWND
320	55216 32231	   	160.98	ACR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|2RCR|3DMG|489VULN|5CDMG|6ASPD|7CANHEL|aRMIN
321	55222 25432	   	160.98	ACR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2RCR|3DMG|4DUR|56aVULN|7MBVNT|8CDMG|9RPLT
322	55232 61121	   	160.98	ACR|3DMG|1VULN|1CDMG|1DUR	1FEWX|2RCR|39aDMG|4DUST|5VULN|6CDMG|7DUR|8LWND
323	35252 21613	   	160.98	DCR|3VULN|1AART|1DMG	1CGEN|2RMIN|356VULN|4DMG|7RCR|8RCVC|9AART|aFEWX
324	55212 32341	   	160.98	ACR|2DMG|1AART|1VULN|2DUR	168FEWX|2RCR|38DMG|4VULN|5MLV|78DUR|8BPWR|9AART|aTLV
325	12431 23631	 * 	160.96	DCR|3DMG|3DUR|2ASPD|1CDMG	19ASPD|2BEXP|379DUR|4CDMG|5ERES|6RCR|89aDMG|9BPWR
326	55216 32232	   	160.88	ACR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|2RCR|3DMG|489VULN|5CDMG|6ASPD|7CANHEL|aDUST
327	35252 21612	   	160.88	DCR|3VULN|1AART|1DMG	1CGEN|2RMIN|356VULN|4DMG|7RCR|8RCVC|9AART|aLEGI
328	55111 13623	   	160.85	ACR|2VULN|1AART|1DMG|1ZMB	13aFEWX|2RCR|4ZMB|5aTLV|6BEXP|7AART|8DMG|9aVULN|aBPWR
329	55212 33223	   	160.85	ACR|2VULN|1AART|1DMG|1ZMB	16FEWX|2RCR|3DMG|49VULN|5MLV|7AART|8RMIN|aZMB
330	55212 33234	   	160.85	ACR|2VULN|1AART|1DMG|1ZMB	16FEWX|2RCR|3DMG|4aVULN|5MLV|7AART|8RMIN|9ZMB
331	55212 33622	   	160.85	ACR|2DMG|1AART|1VULN|1ZMB	16FEWX|2RCR|38DMG|4VULN|5MLV|7AART|9LWND|aZMB
332	55212 33633	   	160.85	ACR|2DMG|1AART|1VULN|1ZMB	16FEWX|2RCR|38DMG|4VULN|5MLV|7AART|9CGEN|aZMB
333	35212 64312	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19CGEN|2RMIN|35VULN|4ZMB|6ASPD|7RCR|8DMG|aAART
334	35212 64122	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18CGEN|2RMIN|35VULN|4ZMB|6ASPD|7RCR|9DMG|aAART
335	55112 31421	 * 	160.75	ACR|2VULN|1AART|2CDMG|1ZMB	13FEWX|2RCR|4ZMB|59VULN|68CDMG|7AART|aBEXP
336	55112 31422	   	160.75	ACR|2VULN|1AART|2CDMG|1ZMB	13aFEWX|2RCR|4ZMB|59VULN|68CDMG|7AART
337	55112 31432	   	160.75	ACR|2VULN|1AART|2CDMG|1ZMB	13FEWX|2RCR|4ZMB|5aVULN|68CDMG|7AART|9RMIN
338	55211 33223	   	160.75	ACR|2VULN|1AART|1DMG|1ZMB	16FEWX|2RCR|3DMG|49VULN|5TLV|7AART|8RMIN|aZMB
339	55211 33234	   	160.75	ACR|2VULN|1AART|1DMG|1ZMB	16FEWX|2RCR|3DMG|4aVULN|5TLV|7AART|8RMIN|9ZMB
340	55211 33622	   	160.75	ACR|2DMG|1AART|1VULN|1ZMB	16FEWX|2RCR|38DMG|4VULN|5TLV|7AART|9LWND|aZMB
341	55211 33633	   	160.75	ACR|2DMG|1AART|1VULN|1ZMB	16FEWX|2RCR|38DMG|4VULN|5TLV|7AART|9CGEN|aZMB
342	55212 33612	   	160.75	ACR|2DMG|1AART|1VULN|1ZMB	16FEWX|2RCR|38DMG|4VULN|5MLV|7AART|9DUST|aZMB
343	62551 11231	   	160.72	DCR|3VULN|1AART|2CDMG|1DUR	19MGNSTR|2LIT|389VULN|4DUR|5FEWX|6AART|79CDMG|9BPWR|aRCR
344	55211 33612	   	160.65	ACR|2DMG|1AART|1VULN|1ZMB	16FEWX|2RCR|38DMG|4VULN|5TLV|7AART|9DUST|aZMB
