0	Index      	 *	Score 	Summary	Detail	
1	51312 61362	 * 	190.11	DCR|3VULN|2DMG|1AART|1DUR	1RPLT|2AART|348VULN|5DUR|6RCR|7TLV|9aDMG
161	21232 34613	   	165.62	DCR|3VULN|1AART|2ASPD|1CDMG	15ASPD|2LHND|3DUST|456VULN|5BPWR|7RCR|8CDMG|9FEWX|aAART
162	35121 12421	 * 	165.58	DCR|3DMG|2VULN|2CDMG|1SELL	18BEXP|28CDMG|3SELL|47VULN|5FEWX|689DMG|8BPWR|aRCR
163	52681 22411	 * 	165.55	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1RPLT|28ZMB|3MBVNT|48DMG|5DUR|6CDMG|78VULN|8BPWR|9MLV|aRCR
164	52681 22421	   	165.55	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1RPLT|28ZMB|3MBVNT|48DMG|5DUR|6CDMG|78VULN|8BPWR|9CGEN|aRCR
165	52681 22431	   	165.55	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1RPLT|28ZMB|3MBVNT|48DMG|5DUR|6CDMG|78VULN|8BPWR|9RMIN|aRCR
166	23165 84341	   	165.51	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	16ASPD|2AART|3TLV|4DMG|5MBVNT|7DUR|8RCR|9aVULN
167	24522 21153	   	165.50	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	19ASPD|2FEWX|39DUR|4RCVC|5CDMG|6LHND|7RCR|89VULN|9BPWR|aAART
168	35123 12421	 * 	165.48	DCR|3DMG|2VULN|2CDMG|1SELL	18BEXP|28CDMG|3SELL|47VULN|5DUST|689DMG|8BPWR|aRCR
169	51323 66212	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	1RPLT|2AART|37aVULN|4DMG|5MLV|6ASPD|8LWND|9RCR
170	13621 13112	   	165.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15ERES|2AART|3RPLT|46VULN|7RCR|8DUR|9ZMB|aDMG
171	51361 13112	   	165.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|36VULN|45ERES|7RCR|8DUR|9ZMB|aDMG
172	23622 61312	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3RPLT|48aVULN|5LWND|6DMG|7TLV|9RCR
173	23663 42312	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3RPLT|4LHND|5TLV|68aVULN|7DMG|9RCR
174	51112 41312	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1RPLT|2AART|3RMIN|4DMG|5DUR|68aVULN|7TLV|9RCR
175	51123 42312	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1RPLT|2AART|3RMIN|4DUR|5TLV|68aVULN|7DMG|9RCR
176	51313 52312	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1RPLT|2AART|34aVULN|5NUKE|6DMG|7DUR|8RMIN|9RCR
177	51321 66212	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1RPLT|2AART|37aVULN|4DMG|5ERES|6ASPD|8LWND|9RCR
178	51322 51312	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1RPLT|2AART|38aVULN|4DMG|5LWND|6ASPD|7TLV|9RCR
179	51323 46112	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1RPLT|2AART|36aVULN|4DMG|5MLV|7ERES|8DUR|9RCR
180	51323 66312	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1RPLT|2AART|37aVULN|4DMG|5MLV|6ASPD|8DUST|9RCR
181	51622 61312	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1RPLT|2AART|3ASPD|48aVULN|5LWND|6DMG|7TLV|9RCR
182	51313 56112	   	165.22	DCR|3VULN|1AART|1DMG|1DUR	1RPLT|2AART|34aVULN|5NUKE|6DMG|7ERES|8DUR|9RCR
183	51321 66312	   	165.22	DCR|3VULN|1AART|1DMG|1ASPD	1RPLT|2AART|37aVULN|4DMG|5ERES|6ASPD|8DUST|9RCR
184	51312 63332	   	165.06	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2AART|34aVULN|5DUR|6RCR|7DUST|8ZMB|9RCVC
185	21334 42262	 * 	165.05	DCR|3VULN|2AART|1CDMG|1ASPD	1ASPD|2LHND|346VULN|5LIT|79AART|8CDMG|aRCR
186	13621 13262	   	165.01	DCR|2VULN|2DMG|1AART	15ERES|2AART|3RPLT|46VULN|7RCR|8LWND|9aDMG
187	51361 13262	   	165.01	DCR|2VULN|2DMG|1AART	1RPLT|2AART|36VULN|45ERES|7RCR|8LWND|9aDMG
188	41452 22241	   	165.00	DCR|2DMG|1AART|1VULN|1CDMG|3RCVC	124RCVC|38DMG|5AART|6MBVNT|7CDMG|9RCR|aVULN
189	23416 32532	 * 	164.78	DCR|2DMG|1AART|2CDMG|2ASPD|1ZMB	18ASPD|2AART|3BASHEA|4ZMB|59DMG|67CDMG|aRCR
190	44221 12421	 * 	164.72	DCR|3DMG|2VULN|2ZMB	1RCVC|28LWND|38ZMB|47VULN|5FEWX|689DMG|8BPWR|aRCR
191	21143 42312	   	164.72	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2LHND|3AART|4RPLT|5TLV|68aVULN|7DMG|9RCR
192	44223 12421	   	164.62	DCR|3DMG|2VULN|2ZMB	1RCVC|28LWND|38ZMB|47VULN|5DUST|689DMG|8BPWR|aRCR
193	51112 63343	   	164.55	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1RPLT|2AART|3RMIN|46DMG|56DUR|6BPWR|7RCR|8ZMB|9CGEN|aCDMG
194	46221 12421	   	164.52	DCR|3DMG|2VULN|2ZMB	1RCVC|28DUST|38ZMB|47VULN|5FEWX|689DMG|8BPWR|aRCR
195	51311 11242	   	164.52	DCR|3VULN|1AART|3CDMG	1RPLT|2AART|346VULN|568CDMG|6BPWR|7LIT|9RCR|aLHND
196	51311 11244	   	164.52	DCR|3VULN|1AART|3CDMG	1RPLT|2AART|346VULN|568CDMG|6BPWR|7LIT|9RCR|aBEXP
197	51311 11245	   	164.52	DCR|3VULN|1AART|3CDMG	1RPLT|2AART|346VULN|568CDMG|6BPWR|7LIT|9RCR|aFEWX
198	51311 11246	   	164.52	DCR|3VULN|1AART|3CDMG	1RPLT|2AART|346VULN|568CDMG|6BPWR|7LIT|9RCR|aRMIN
199	51312 62342	   	164.46	DCR|2VULN|1AART|1DMG|2DUR	1RPLT|2AART|34VULN|59DUR|6RCR|7RCVC|8LWND|aDMG
200	51112 63323	   	164.45	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1RPLT|2AART|3RMIN|46DMG|56DUR|6BPWR|7RCR|8ZMB|9NUKE|aCDMG
201	21332 41443	 * 	164.45	DCR|5VULN|1DMG|1ASPD	1ASPD|25LHND|34578VULN|5BPWR|6CGEN|9RCR|aDMG
202	21335 31443	   	164.25	DCR|5VULN|1DMG|1ASPD	1ASPD|2LHND|34678VULN|5ERES|9RCR|aDMG
203	51312 62135	   	164.20	DCR|2AART|2VULN|1CDMG|1DUR	1RPLT|28AART|34VULN|5DUR|6RCR|7RCVC|9LWND|aCDMG
204	23325 21341	   	164.17	DCR|2AART|1VULN|1DMG|2ASPD|1DUR	19ASPD|28AART|3DUR|4NUKE|5TLV|6RCR|7DMG|aVULN
205	23333 13511	 * 	164.14	DCR|2AART|2VULN|1FLTHEA|1ASPD|1DUR	1ASPD|29AART|3DUR|4LWND|5DMSP|6FLTHEA|7aVULN|8RCR
206	51312 62125	   	164.10	DCR|2AART|2VULN|1CDMG|1DUR	1RPLT|28AART|34VULN|5DUR|6RCR|7RCVC|9LEGI|aCDMG
207	23552 31334	   	164.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3BEXP|4MLV|5LIT|6RCR|7ZMB|8CDMG|9VULN|aDMG
208	23562 31334	   	164.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3BEXP|4RMIN|5LIT|6RCR|7ZMB|8CDMG|9VULN|aDMG
209	21622 64131	   	164.01	DCR|2VULN|1AART|3ASPD|1CDMG|1DUR	138ASPD|235LHND|35BPWR|45VULN|6DUR|7RCR|9AART|aCDMG
210	35122 23546	 * 	163.95	DCR|3VULN|1DMG|2CDMG|2ASPD|1SELL	18BEXP|25CDMG|3SELL|458VULN|58BPWR|68ASPD|7MBVNT|9RCR|aDMG
211	23316 13511	   	163.94	DCR|2AART|2VULN|1FLTHEA|1DUR|1ASPD	1ASPD|29AART|3DUR|45DUST|6FLTHEA|7aVULN|8RCR
212	21422 64131	   	163.91	DCR|2VULN|1AART|3ASPD|1CDMG|1DUR	138ASPD|25LHND|45VULN|5BPWR|6DUR|7RCR|9AART|aCDMG
213	51312 61325	   	163.90	DCR|3VULN|2AART|1DUR	1RPLT|2aAART|348VULN|5DUR|6RCR|7TLV|9LWND
214	23441 61334	   	163.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3BASHEA|4MBVNT|5VULN|6RCR|7LSRICY|8ZMB|9CDMG|aDMG
215	23122 31334	   	163.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3TLV|4DUST|5LIT|6RCR|7ZMB|8CDMG|9VULN|aDMG
216	23162 21231	   	163.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2AART|3TLV|47DMG|5LHND|6RCR|8BEXP|9DUR|aVULN
217	23166 21241	   	163.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2AART|3TLV|47DMG|58BEXP|6RCR|9VULN|aDUR
218	23166 21332	   	163.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2AART|3TLV|47DMG|5BEXP|6RCR|8VULN|9BELT|aDUR
219	23166 21351	   	163.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2AART|3TLV|47DMG|59BEXP|6RCR|8VULN|aDUR
220	23324 21412	   	163.80	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2AART|3DUR|4NUKE|5CGEN|6RCR|7aDMG|8VULN|9BELT
221	51316 61112	   	163.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RPLT|2AART|34VULN|5BEXP|6RCR|7TLV|8DUR|9ASPD|aDMG
222	51316 62312	   	163.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RPLT|2AART|34VULN|5BEXP|6RCR|7DUR|8ERES|9ASPD|aDMG
223	51112 63243	 * 	163.78	DCR|2DMG|1AART|1VULN|3DUR	1RPLT|2AART|3RMIN|46DMG|569DUR|6BPWR|7RCR|8BEXP|aVULN
224	51112 63411	   	163.78	DCR|2DMG|1AART|1VULN|3DUR	1RPLT|2AART|3RMIN|46DMG|569DUR|6BPWR|7RCR|8LIT|aVULN
225	23315 24431	   	163.77	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1ASPD|27AART|3DUR|4DUST|5MBVNT|6ZMB|8RCR|9DMG|aVULN
226	23416 22311	   	163.77	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1ASPD|29AART|3BASHEA|4ZMB|5DMG|6LEGI|7DUR|8RCR|aVULN
227	23162 21641	   	163.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2AART|38TLV|47DMG|5LHND|6RCR|9VULN|aDUR
228	23324 21451	   	163.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3DUR|4NUKE|5CGEN|6RCR|7DMG|8aVULN|9TLV
229	23325 21412	   	163.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ASPD|2AART|3DUR|4NUKE|5TLV|6RCR|7aDMG|8VULN|9BELT
230	23325 21441	   	163.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|3DUR|4NUKE|5TLV|6RCR|7DMG|8aVULN|9CGEN
231	23325 21461	   	163.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3DUR|4NUKE|5TLV|6RCR|7DMG|8aVULN|9MLV
232	51316 63332	   	163.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2AART|34VULN|5BEXP|6RCR|7CDMG|8RMIN|9DMG|aLWND
233	23162 22351	   	163.58	DCR|2DMG|1AART|2CDMG|2ASPD	1aASPD|2AART|3TLV|4aDMG|5LHND|6RCR|7LWND|8aCDMG|9BELT|aBPWR
234	51316 63132	   	163.58	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2AART|34VULN|5BEXP|6RCR|7CDMG|8TLV|9DMG|aLHND
235	51315 12331	   	163.57	DCR|4VULN|1AART|1CDMG	1RPLT|2AART|3468VULN|57TLV|9CDMG|aRCR
236	53453 13112	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|23ERES|46VULN|5AART|7RCR|8DUR|9ZMB|aDMG
237	51316 43212	   	163.52	DCR|4VULN|1AART|1ZMB	1RPLT|2AART|346aVULN|5BEXP|7ZMB|8LWND|9RCR
238	13332 62333	   	163.51	DCR|2AART|2VULN|1DMG|1DUR	1ERES|2aAART|3DUR|4LHND|56VULN|7BEXP|8RCR|9DMG
239	23162 21121	   	163.48	DCR|2DMG|1AART|1VULN|2ASPD	18ASPD|2AART|3TLV|47DMG|5LHND|6RCR|9MLV|aVULN
240	23162 21142	   	163.48	DCR|2DMG|1AART|1VULN|2ASPD	18ASPD|2AART|3TLV|47DMG|5LHND|6RCR|9VULN|aLWND
241	23162 21143	   	163.48	DCR|2DMG|1AART|1VULN|2ASPD	18ASPD|2AART|3TLV|47DMG|5LHND|6RCR|9VULN|aRPLT
242	23162 21146	   	163.48	DCR|2DMG|1AART|1VULN|2ASPD	18ASPD|2AART|3TLV|47DMG|5LHND|6RCR|9VULN|aFEWX
243	23162 25311	   	163.48	DCR|2DMG|1AART|2CDMG|2ASPD	1aASPD|2AART|3TLV|4aDMG|5LHND|6RCR|7BELT|8DUST|9aCDMG|aBPWR
244	23162 26612	   	163.48	DCR|2VULN|1AART|1DMG|2ASPD	19ASPD|2AART|3TLV|4DMG|5LHND|6RCR|7aVULN|8RPLT
245	23166 21121	   	163.48	DCR|2DMG|1AART|1VULN|2ASPD	18ASPD|2AART|3TLV|47DMG|5BEXP|6RCR|9MLV|aVULN
246	23166 21142	   	163.48	DCR|2DMG|1AART|1VULN|2ASPD	18ASPD|2AART|3TLV|47DMG|5BEXP|6RCR|9VULN|aLWND
247	23166 21143	   	163.48	DCR|2DMG|1AART|1VULN|2ASPD	18ASPD|2AART|3TLV|47DMG|5BEXP|6RCR|9VULN|aRPLT
248	23162 21312	   	163.46	DCR|3DMG|1AART|1ZMB|1ASPD	1ASPD|2AART|3TLV|47aDMG|5LHND|6RCR|8ZMB|9RPLT
249	51312 61311	   	163.46	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2AART|348VULN|5DUR|6RCR|7TLV|9ZMB|aFEWX
250	51312 61316	   	163.46	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2AART|348VULN|5DUR|6RCR|7TLV|9ZMB|aLWND
251	51312 63362	   	163.46	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2AART|34aVULN|5DUR|6RCR|7DUST|8ZMB|9DMSP
252	23165 31347	   	163.41	DCR|2AART|2DMG|1VULN|1ASPD	1ASPD|2aAART|3TLV|47DMG|5MBVNT|6LWND|8RCR|9VULN
253	23162 21144	   	163.38	DCR|2DMG|1AART|1VULN|2ASPD	18ASPD|2AART|3TLV|47DMG|5LHND|6RCR|9VULN|aDUST
254	23162 21161	   	163.38	DCR|2DMG|1AART|1VULN|2ASPD	18ASPD|2AART|3TLV|47DMG|5LHND|6RCR|9NUKE|aVULN
255	23166 21161	   	163.38	DCR|2DMG|1AART|1VULN|2ASPD	18ASPD|2AART|3TLV|47DMG|5BEXP|6RCR|9NUKE|aVULN
256	51312 61115	   	163.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RPLT|2AART|34VULN|5DUR|6RCR|7TLV|8RCVC|9ZMB|aCDMG
257	51312 61313	   	163.36	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2AART|348VULN|5DUR|6RCR|7TLV|9ZMB|aLEGI
258	51312 61314	   	163.36	DCR|3VULN|1AART|1ZMB|1DUR	1RPLT|2AART|348VULN|5DUR|6RCR|7TLV|9ZMB|aDUST
259	23161 64321	 * 	163.35	DCR|1AART|1VULN|1DMG|3ASPD|1FLTHEA	189ASPD|2AART|3TLV|4DMG|5ERES|6FLTHEA|7RCR|aVULN
260	23214 33362	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2AART|3FEWX|4DUST|5aDMG|6BEXP|7CDMG|8VULN|9RCR
261	51323 62112	   	163.31	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1RPLT|2AART|3aVULN|4DMG|5MLV|67ASPD|8DUR|9RCR
262	23623 43112	   	163.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|2AART|3RPLT|46aVULN|5MLV|7ZMB|8DUR|9RCR
263	51353 61312	   	163.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RPLT|2AART|38aVULN|4ZMB|5MLV|6ASPD|7DUR|9RCR
264	51623 43112	   	163.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RPLT|2AART|3ASPD|46aVULN|5MLV|7ZMB|8DUR|9RCR
265	35246 11113	   	163.29	DCR|2DMG|1AART|1VULN|2CDMG	1BEXP|2aCDMG|3LHND|4VULN|56DMG|7RCR|8TLV|9AART
266	23142 12112	   	163.21	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	14ASPD|2AART|3TLV|5DMG|6RPLT|7aVULN|8DUR|9RCR
267	51321 62112	   	163.21	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1RPLT|2AART|3aVULN|4DMG|5ERES|67ASPD|8DUR|9RCR
268	13623 43112	   	163.20	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ERES|2AART|3RPLT|46aVULN|5ASPD|7ZMB|8DUR|9RCR
269	23621 43112	   	163.20	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|2AART|3RPLT|46aVULN|5ERES|7ZMB|8DUR|9RCR
270	51351 61312	   	163.20	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RPLT|2AART|38aVULN|4ZMB|5ERES|6ASPD|7DUR|9RCR
271	51363 43112	   	163.20	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RPLT|2AART|36aVULN|4ERES|5ASPD|7ZMB|8DUR|9RCR
272	51621 43112	   	163.20	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1RPLT|2AART|3ASPD|46aVULN|5ERES|7ZMB|8DUR|9RCR
273	51325 22316	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|3aVULN|4DMG|5aDUST|6ZMB|7DUR|8RCR|9aFEWX|aBPWR
274	51325 22326	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|3aVULN|4DMG|5aDUST|6ZMB|7DUR|8RCR|9aLHND|aBPWR
275	35212 16433	   	163.14	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1BEXP|29CDMG|3LHND|4ZMB|5VULN|6DMG|7RCR|8ASPD|aAART
276	32112 36334	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|2CGEN|3AART|4RMIN|5LIT|6RCR|7aDMG|8CDMG|9VULN
277	62112 36334	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2BEXP|3AART|4RMIN|5LIT|6RCR|7aDMG|8CDMG|9VULN
278	13332 62331	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2AART|3DUR|4LHND|56VULN|7BEXP|8RCR|9DMG|aZMB
279	13332 65331	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2AART|3DUR|4LHND|56VULN|7FEWX|8RCR|9DMG|aZMB
280	51325 22332	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|3aVULN|4DMG|5DUST|6ZMB|7DUR|8RCR|9BELT
281	51325 22341	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|3aVULN|4DMG|5DUST|6ZMB|7DUR|8RCR|9MLV
282	51325 22351	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|3aVULN|4DMG|5DUST|6ZMB|7DUR|8RCR|9MGNLIT
283	23623 43316	   	162.97	DCR|3VULN|1AART|2ASPD|1ZMB	1aASPD|2AART|3RPLT|46aVULN|5MLV|7ZMB|8aDUST|9RCR|aBPWR
284	23165 31343	   	162.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2AART|3TLV|47DMG|5MBVNT|6LWND|8RCR|9VULN|aZMB
285	23165 41383	   	162.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2AART|3TLV|47DMG|5MBVNT|6FEWX|8RCR|9VULN|aZMB
286	23416 24331	   	162.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2AART|3BASHEA|4ZMB|59DMG|6LEGI|7FEWX|8RCR|aVULN
287	51325 22363	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|3aVULN|4DMG|5DUST|6ZMB|7DUR|8RCR|9ERES
288	23621 43316	   	162.87	DCR|3VULN|1AART|2ASPD|1ZMB	1aASPD|2AART|3RPLT|46aVULN|5ERES|7ZMB|8aDUST|9RCR|aBPWR
289	13332 61422	   	162.82	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2AART|3DUR|4LHND|568VULN|7DMG|9LEGI|aRCR
290	23352 35152	   	162.61	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2AART|37DUR|4MLV|5LIT|6RCR|8ZMB|9VULN|aDMG
291	23362 35122	   	162.61	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2AART|37DUR|4RMIN|5LIT|6RCR|8ZMB|9VULN|aDMG
292	42214 22352	 * 	162.58	ACR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2LIT|3ASPD|4RCR|5ZMB|6RMIN|7AART|89aVULN
293	13123 63331	   	162.51	DCR|2VULN|2DMG|1AART	1ERES|2AART|3TLV|4DUST|5FEWX|6aVULN|79DMG|8RCR
294	24122 41353	   	162.40	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	19ASPD|2FEWX|3DMSP|49VULN|5CDMG|6LHND|7RCR|89DUR|9BPWR|aAART
295	24152 21153	   	162.40	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	19ASPD|2FEWX|3DMSP|49DUR|5CDMG|6LHND|7RCR|89VULN|9BPWR|aAART
296	51312 61242	   	162.16	DCR|2VULN|1AART|1DMG|2DUR	1RPLT|2AART|34VULN|59DUR|6RCR|7TLV|8CGEN|aDMG
297	51311 11336	   	162.12	DCR|3VULN|1AART|3CDMG	1RPLT|2AART|346VULN|569CDMG|6BPWR|7LIT|8LWND|aRCR
298	31625 36331	   	162.11	DCR|2VULN|2DMG|1AART	1BEXP|2RMIN|3AART|49DMG|5TLV|6LWND|7aVULN|8RCR
299	35432 21153	   	162.10	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	19BEXP|24CDMG|39DUR|5ASPD|6LHND|7RCR|89VULN|9BPWR|aAART
300	21232 34153	 * 	162.08	DCR|3VULN|3ASPD|1DMG|1DUR	158ASPD|2LHND|3DUST|456VULN|5BPWR|7RCR|9DUR|aDMG
301	25232 34153	   	162.08	DCR|3VULN|3ASPD|1DMG|1DUR	158ASPD|2LWND|3DUST|456VULN|5BPWR|7RCR|9DUR|aDMG
302	51314 53113	   	162.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|34VULN|5RMIN|6DMG|7ZMB|8DUR|9RCR|aRCVC
303	51323 43113	   	162.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|36VULN|4DMG|5MLV|7ZMB|8DUR|9RCR|aRCVC
304	51312 63242	   	162.06	DCR|2VULN|1AART|1DMG|2DUR	1RPLT|2AART|34VULN|59DUR|6RCR|78DUST|aDMG
305	23441 64121	   	162.06	DCR|2VULN|1AART|3ASPD|2DUR	19aASPD|2AART|3BASHEA|4MBVNT|59VULN|6RCR|7BELT|89DUR|9BPWR
306	44122 11151	   	162.00	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|29aLWND|3FEWX|49DMG|5CDMG|6DUR|7RCR|89VULN|9BPWR
307	44122 11153	   	162.00	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|29LWND|3FEWX|49DMG|5CDMG|6DUR|7RCR|89VULN|9BPWR|aRPLT
308	51312 64322	   	162.00	DCR|2AART|2VULN|1FLTHEA|1DUR	1RPLT|29AART|34VULN|5DUR|6RCR|7FLTHEA|8BEXP|aFEWX
309	51312 64323	   	162.00	DCR|2AART|2VULN|1FLTHEA|1DUR	1RPLT|29AART|34VULN|5DUR|6RCR|7FLTHEA|8BEXP|aLIT
310	51323 61512	   	162.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1RPLT|2AART|3aVULN|4DMG|5MLV|6ASPD|78DUR|9RCR
311	42214 23252	   	161.98	ACR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2LIT|3ASPD|4RCR|5ZMB|6RMIN|79aVULN|8AART
312	51321 43113	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|36VULN|4DMG|5ERES|7ZMB|8DUR|9RCR|aRCVC
313	34224 41211	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12BEXP|2BPWR|3ZMB|46VULN|5LIT|7RCR|8AART|9DUR|aDMG
314	11653 24332	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2LHND|3CDMG|48aVULN|5AART|6LWND|7RCR|9DUR
315	23343 42512	   	161.90	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2AART|38DUR|4RPLT|5TLV|6aVULN|7DMG|9RCR
316	51111 12311	   	161.88	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1RPLT|2AART|3RMIN|4DMG|5CDMG|6FLTHEA|7DUR|8RCR|9DMSP|aVULN
317	13621 33163	   	161.87	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	15ERES|26AART|3RPLT|4VULN|7RCR|8DUR|9DMG|aCDMG
318	51361 33163	   	161.87	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RPLT|26AART|3VULN|45ERES|7RCR|8DUR|9DMG|aCDMG
319	35212 16622	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2CDMG|3LHND|4ZMB|5aVULN|69DMG|7RCR|8LWND
320	23315 22436	   	161.85	DCR|2DMG|1AART|2ASPD|2DUR|1ZMB	1aASPD|2AART|3aDUR|47DUST|5MBVNT|6ZMB|8RCR|9aDMG|aBPWR
321	22122 33551	   	161.81	DCR|3VULN|2DMG|2ASPD	18ASPD|25BEXP|3DMSP|458VULN|58BPWR|68DMG|7MBVNT|9RCR|aFEWX
322	22122 33557	   	161.81	DCR|3VULN|2DMG|2ASPD	18ASPD|25BEXP|3DMSP|458VULN|58BPWR|68DMG|7MBVNT|9RCR|aCGEN
