0	Index      	 *	Score 	Summary	Detail	
1	13243 15432	 * 	195.33	DCR|2VULN|2DMG|2AART|2DUR|1ASPD	19DUR|29VULN|3LHND|4ASPD|5LEGI|6RCR|7aAART|89DMG|9BPWR
160	35221 32325	   	166.77	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3ERES|4RCR|5LHND|67aVULN|89DUR
161	35223 32125	   	166.77	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3ERES|4RCR|59DUR|67aVULN|8LHND
162	35223 32225	   	166.77	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3ERES|4RCR|59DUR|67aVULN|8LWND
163	35223 32355	   	166.77	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3ERES|4RCR|58DUR|67aVULN|9LWND
164	35225 32325	   	166.77	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3ERES|4RCR|5LWND|67aVULN|89DUR
165	35523 32315	   	166.77	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|58DUR|67aVULN|9DUST
166	35523 32333	   	166.77	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|58DUR|67aVULN|9AIRHEA
167	32363 32211	   	166.72	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2LWND|3RCR|4ASPD|568VULN|7DUR|9AART|aRPLT
168	32363 32213	   	166.72	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2aLWND|3RCR|4ASPD|568VULN|7DUR|9AART
169	32363 32214	   	166.72	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2LWND|3RCR|4ASPD|568VULN|7DUR|9AART|aFEWX
170	32361 62212	   	166.72	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|25LWND|3RCR|4ASPD|68aVULN|7DUR|9AART
171	36366 32312	   	166.69	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1ZMB|2DUR|3RCR|4ASPD|5DMG|68AART|7RMIN|9DUST|aVULN
172	36366 33112	   	166.69	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DUR|3RCR|4ASPD|5DMG|67AART|8CGEN|9DUST|aVULN
173	36366 33133	   	166.69	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1ZMB|2DUR|3RCR|4ASPD|5DMG|67AART|8CGEN|9BASHEA|aVULN
174	32366 33412	   	166.69	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1ZMB|2LWND|3RCR|4ASPD|5DMG|67AART|8DUR|9VULN|aLSRREG
175	32366 33413	   	166.69	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1ZMB|2LWND|3RCR|4ASPD|5DMG|67AART|8DUR|9VULN|aDUST
176	32315 46231	 * 	166.68	ACR|3VULN|3ZMB|1DMG	189ZMB|28LWND|3RCR|4MLV|5CGEN|678VULN|8BPWR|aDMG
177	35223 32315	   	166.67	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3ERES|4RCR|58DUR|67aVULN|9DUST
178	35223 32333	   	166.67	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3ERES|4RCR|58DUR|67aVULN|9AIRHEA
179	35223 32425	   	166.67	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3ERES|4RCR|59DUR|67aVULN|8LEGI
180	35226 32325	   	166.67	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3ERES|4RCR|5DUST|67aVULN|89DUR
181	32363 32216	   	166.62	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2LWND|3RCR|4ASPD|568VULN|7DUR|9AART|aDUST
182	36366 33212	   	166.59	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DUR|3RCR|4ASPD|5DMG|67AART|8ERES|9DUST|aVULN
183	36366 33233	   	166.59	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DUR|3RCR|4ASPD|5DMG|67AART|8ERES|9BASHEA|aVULN
184	32314 46231	   	166.58	ACR|3VULN|3ZMB|1DMG	189ZMB|28LWND|3RCR|4MLV|5ERES|678VULN|8BPWR|aDMG
185	32325 41231	   	166.58	ACR|3VULN|3ZMB|1DMG	189ZMB|28LWND|3RCR|4ERES|5CGEN|678VULN|8BPWR|aDMG
186	36332 22541	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCR|4LIT|5AART|6DMG|7ERES|8CGEN|9aVULN
187	36632 36331	   	166.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RMIN|4CDMG|57aVULN|6RPLT|8AART|9RCR
188	32363 43512	   	166.39	ACR|3VULN|1AART|2ASPD|1ZMB	1ZMB|2LWND|3RCR|46ASPD|58aVULN|7FEWX|9AART
189	32363 41512	   	166.29	ACR|3VULN|1AART|2ASPD|1ZMB	1ZMB|2LWND|3RCR|46ASPD|58aVULN|7DUST|9AART
190	23231 43411	   	166.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13LHND|29VULN|4RCVC|5DMG|6AART|7RCR|8DUR|aZMB
191	23231 43432	   	166.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13LHND|2aVULN|4RCVC|5DMG|6AART|7RCR|8DUR|9ZMB
192	36316 12341	   	166.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|27DUR|3RCR|4MLV|5DMG|6CGEN|8AART|9CDMG|aVULN
193	32363 32125	   	166.12	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2LWND|3RCR|4ASPD|569VULN|7DUR|8FEWX|aAART
194	32363 32225	   	166.12	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2LWND|3RCR|4ASPD|568VULN|7DUR|9FEWX|aAART
195	32363 32325	   	166.12	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2LWND|3RCR|4ASPD|569VULN|7DUR|8BEXP|aAART
196	32363 33225	   	166.12	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2LWND|3RCR|4ASPD|569VULN|7FEWX|8DUR|aAART
197	13526 61322	 * 	166.08	DCR|1AART|1VULN|1DMG|2ZMB|1FLTHEA|1DUR	1DUR|2VULN|37ZMB|4FEWX|5AART|6RCR|8RPLT|9FLTHEA|aDMG
198	35223 32344	   	166.07	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1ZMB|2AART|3ERES|4RCR|58DUR|67VULN|9CDMG|aRCVC
199	33266 32161	   	166.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2DUST|3VULN|4ASPD|5DMG|6AART|7RCR|8DUR|9CDMG|aLIT
200	33266 32163	   	166.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2DUST|3VULN|4ASPD|5DMG|6AART|7RCR|8DUR|9CDMG|aMLV
201	32363 31225	   	166.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2LWND|3RCR|4ASPD|569VULN|7DUST|8DUR|aAART
202	35523 12211	   	165.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|39MLV|4RCR|5DUR|6BEXP|7aVULN|8DMG
203	35523 31211	   	165.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|39MLV|4RCR|5DUR|6aVULN|7FEWX|8DMG
204	35523 34211	   	165.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|39MLV|4RCR|5DUR|6aVULN|7BEXP|8DMG
205	33266 32162	   	165.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2DUST|3VULN|4ASPD|5DMG|6AART|7RCR|8DUR|9CDMG|aTLV
206	35652 33211	   	165.96	DCR|2AART|2VULN|1CDMG|1ZMB	1ZMB|27AART|3LHND|4CDMG|5MLV|6RCR|89VULN|aERES
207	35652 33212	   	165.96	DCR|2AART|2VULN|1CDMG|1ZMB	1ZMB|27AART|3LHND|4CDMG|5MLV|6RCR|89VULN|aLSRHEA
208	33122 53311	   	165.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2DUST|3BELT|4DMG|58DUR|69VULN|7RCR|aAART
209	33122 53321	   	165.96	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1ZMB|2DUST|3BELT|49DMG|58DUR|6VULN|7RCR|aAART
210	35223 12246	   	165.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2AART|3ERES|4RCR|5DUR|6BEXP|7VULN|8aDMG|9RPLT
211	35523 22211	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|39MLV|4RCR|5DUR|6DUST|7aVULN|8DMG
212	35523 36211	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|39MLV|4RCR|5DUR|6aVULN|7DUST|8DMG
213	36321 32641	   	165.86	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCR|4ERES|5LWND|6VULN|78CDMG|9DMG|aAART
214	36322 32641	   	165.86	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCR|4ERES|5LHND|6VULN|78CDMG|9DMG|aAART
215	35223 12265	 * 	165.80	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1aZMB|2AART|3ERES|4RCR|5DUR|6BEXP|7VULN|8DMG|9CDMG
216	35223 31265	   	165.80	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1aZMB|2AART|3ERES|4RCR|5DUR|6VULN|7FEWX|8DMG|9CDMG
217	35223 12232	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|3ERES|4RCR|5DUR|6BEXP|7aVULN|8DMG|9CANSTR
218	35223 31232	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|3ERES|4RCR|5DUR|6aVULN|7FEWX|8DMG|9CANSTR
219	35223 34232	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|3ERES|4RCR|5DUR|6aVULN|7BEXP|8DMG|9CANSTR
220	23513 32413	   	165.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|289VULN|3ZMB|4VENICY|5AART|6CDMG|7DUR|aRCR
221	35223 22265	   	165.70	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1aZMB|2AART|3ERES|4RCR|5DUR|6DUST|7VULN|8DMG|9CDMG
222	35223 22232	   	165.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|3ERES|4RCR|5DUR|6DUST|7aVULN|8DMG|9CANSTR
223	35223 36232	   	165.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2AART|3ERES|4RCR|5DUR|6aVULN|7DUST|8DMG|9CANSTR
224	13143 12325	   	165.60	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|279VULN|3DUST|4ASPD|5LHND|6RCR|8ZMB|aAART
225	35225 32262	 * 	165.53	ACR|3VULN|1AART|2ZMB|1DUR	19ZMB|2AART|3ERES|4RCR|589LWND|679VULN|9BPWR|aDUR
226	13243 12321	 * 	165.39	DCR|3VULN|2ZMB|1CDMG|2DUR|1ASPD	19DUR|279VULN|3LHND|4ASPD|5LEGI|6RCR|89ZMB|9BPWR|aCDMG
