0	Index      	 *	Score 	Summary	Detail	
1	62342 13115	 * 	191.88	DCR|2VULN|2DMG|1AART|2FLTHEA|1ZMB	1AART|29FLTHEA|3BELT|4ZMB|59VULN|69DMG|7RCVC|8DLOT|9BPWR|aRCR
159	61315 31237	   	171.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|2LIT|3MBVNT|49ASPD|5aVULN|6RCR|7DUR|8DMG
160	61374 32731	   	171.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LIT|3MBVNT|48DMG|5DUR|6RCR|7CDMG|9AIRHEA|aVULN
161	61374 34137	   	171.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|2LIT|3MBVNT|4DMG|5DUR|6RCR|79ASPD|8aVULN
162	61375 31212	   	171.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LIT|3MBVNT|48DMG|5VULN|6RCR|7DUR|9ERES|aCDMG
163	61375 31222	   	171.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LIT|3MBVNT|48DMG|5VULN|6RCR|7DUR|9TLV|aCDMG
164	62313 31334	   	171.00	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4DUR|5LHND|6ZMB|7aVULN|8RCR|9CDMG
165	15331 26336	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	1TLV|2CDMG|3AART|4BEXP|5LWND|68DMG|79VULN|aRCR
166	15332 22336	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	1TLV|2CDMG|3AART|4BEXP|59VULN|68DMG|7LHND|aRCR
167	15332 61336	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	1TLV|2CDMG|3AART|4BEXP|59VULN|6LHND|78DMG|aRCR
168	15351 11336	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	1TLV|2CDMG|3AART|49VULN|5LWND|6BEXP|78DMG|aRCR
169	15353 22336	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	1TLV|2CDMG|3AART|49VULN|5FEWX|68DMG|7LHND|aRCR
170	22113 11621	   	170.96	DCR|5VULN|1DMG|1CDMG	1245aVULN|3CGEN|6NUKE|7CDMG|8DMG|9RCR
171	22213 11621	   	170.86	DCR|5VULN|1DMG|1CDMG	1245aVULN|3ERES|6NUKE|7CDMG|8DMG|9RCR
172	22233 11621	   	170.86	DCR|5VULN|1DMG|1CDMG	1245aVULN|34ERES|4BPWR|6NUKE|7CDMG|8DMG|9RCR
173	22623 11621	   	170.86	DCR|5VULN|1DMG|1CDMG	1235aVULN|4TLV|6NUKE|7CDMG|8DMG|9RCR
174	22635 11621	   	170.86	DCR|5VULN|1DMG|1CDMG	1234aVULN|5TLV|6NUKE|7CDMG|8DMG|9RCR
175	62222 34333	   	170.84	DCR|1AART|1VULN|2FLTHEA|1DMG|1ZMB|1ASPD	1AART|2aFLTHEA|3LWND|4ERES|5DMG|6RCR|7ASPD|8ZMB|9VULN
176	62342 51133	   	170.77	DCR|3VULN|1AART|1FLTHEA|1ZMB	1AART|2FLTHEA|3BELT|4ZMB|579VULN|6RCR|8TLV|aLHND
177	45362 31123	   	170.71	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2CDMG|38AART|4BEXP|5VULN|6RCR|7DMG|9ERES|aDUR
178	61344 41273	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|7DUR|9aVULN
179	61344 43271	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|79VULN|aDUR
180	61344 43233	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|3MBVNT|4FEWX|5RCR|68DMG|7aVULN|9DUR
181	62342 51132	   	170.67	DCR|3VULN|1AART|1FLTHEA|1ZMB	1AART|2FLTHEA|3BELT|4ZMB|579VULN|6RCR|8TLV|aDUST
182	23266 21136	   	170.66	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	19VULN|2LWND|3ASPD|4BEXP|58AART|6CDMG|7DMG|aRCR
183	32246 21136	   	170.66	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1BEXP|29VULN|3ASPD|4LWND|58AART|6CDMG|7DMG|aRCR
184	43226 21136	   	170.66	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1ASPD|2BEXP|3LHND|49VULN|58AART|6CDMG|7DMG|aRCR
185	62261 33513	   	170.59	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|2DUR	1AART|2FLTHEA|3LWND|4RCR|57DUR|6CDMG|8VULN|9DMSP|aDMG
186	23155 21336	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	19VULN|2LWND|3MLV|4AART|5FEWX|6CDMG|78DMG|aRCR
187	23156 21336	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	19VULN|2LWND|3MLV|4AART|5BEXP|6CDMG|78DMG|aRCR
188	61374 21331	   	170.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|29aLIT|3MBVNT|49DMG|5DUR|6CGEN|79VULN|8RCR|9BPWR
189	61374 21333	   	170.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|29LIT|3MBVNT|49DMG|5DUR|6CGEN|79VULN|8RCR|9BPWR|aRPLT
190	61374 21334	   	170.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|29LIT|3MBVNT|49DMG|5DUR|6CGEN|79VULN|8RCR|9BPWR|aLWND
191	61374 21338	   	170.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|29LIT|3MBVNT|49DMG|5DUR|6CGEN|79VULN|8RCR|9BPWR|aFEWX
192	61374 21343	   	170.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aLIT|3MBVNT|4aDMG|5DUR|6CGEN|7aVULN|8RCR|9RPLT|aBPWR
193	62163 53331	   	170.45	DCR|1AART|1VULN|1FLTHEA|1CDMG|2DUR|1ZMB|1ASPD	1AART|2FLTHEA|3CDMG|4ZMB|5ASPD|6RCR|79DUR|8BELT|aVULN
194	62222 32363	   	170.39	DCR|2DMG|1AART|1VULN|2FLTHEA	1AART|2aFLTHEA|3LWND|4ERES|59DMG|6RCR|7VULN|8DUST
195	23443 21336	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	19VULN|2LWND|3FEWX|4AART|5ERES|6CDMG|78DMG|aRCR
196	23543 21336	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	19VULN|2LWND|3BEXP|4AART|5ERES|6CDMG|78DMG|aRCR
197	45362 31132	   	170.19	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|2aCDMG|38AART|49BEXP|5VULN|6RCR|7DMG
198	61315 33613	   	170.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2LIT|3MBVNT|4ASPD|57VULN|6RCR|8DMG|9RCVC|aZMB
199	61315 37113	   	170.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2LIT|3MBVNT|4ASPD|58VULN|6RCR|7DMG|9RCVC|aZMB
200	61315 37413	   	170.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|2LIT|3MBVNT|4ASPD|5VULN|6RCR|78DMG|9RCVC|aZMB
201	62512 13361	 * 	170.06	DCR|1AART|1DMG|2FLTHEA|2CDMG|2ASPD	1AART|2aFLTHEA|3RCVC|4LIT|5aCDMG|6RCR|7CGEN|8DMG|9aASPD|aBPWR
202	22316 14432	   	169.85	DCR|3VULN|2AART|1CDMG|1ASPD	124VULN|3ASPD|5LWND|6LHND|7aAART|8RCR|9CDMG
203	62222 52253	 * 	169.82	DCR|3DMG|1AART|3FLTHEA	1AART|289FLTHEA|3LWND|49ERES|59aDMG|6RPLT|7RCR|9BPWR
204	61311 31277	   	169.80	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1AART|29LIT|3MBVNT|4ASPD|5LEGI|6RCR|79DUR|89DMG|9BPWR|aVULN
205	22313 41343	   	169.71	DCR|4VULN|1DMG|1CDMG|1ASPD|1DUR	1245VULN|3ASPD|6LHND|7DMG|8DUR|9CDMG|aRCR
206	22632 41343	   	169.71	DCR|4VULN|1DMG|1CDMG|1ASPD|1DUR	1234VULN|5ASPD|6LHND|7DMG|8DUR|9CDMG|aRCR
207	22651 11343	   	169.71	DCR|4VULN|1DMG|1CDMG|1ASPD|1DUR	1235VULN|4LHND|6ASPD|7DMG|8DUR|9CDMG|aRCR
208	61374 31274	   	169.70	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|2LIT|3MBVNT|4DMG|57DUR|6RCR|89VULN|aASPD
209	22312 23135	   	169.62	DCR|4VULN|1DMG|1ZMB|1ASPD	1247VULN|3ASPD|5CANSTR|6RCR|8LHND|9ZMB|aDMG
210	61371 33238	   	169.62	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|7aVULN|9RCVC
211	23611 32344	   	169.57	DCR|4VULN|2DMG	135aVULN|2aLWND|4LIT|6RCR|78MLV|9aDMG|aBPWR
212	61311 31278	 * 	169.40	DCR|3DMG|1AART|3DUR|1ASPD	1AART|29aLIT|3MBVNT|4ASPD|5LEGI|6RCR|79aDUR|89aDMG|9aBPWR
213	61371 33271	   	169.32	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|79VULN|aRCVC
214	62261 12313	 * 	169.23	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6FEWX|7VULN|8RPLT|9aDMG
215	62261 12623	 * 	169.23	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6FEWX|7aVULN|8LHND|9DMG
216	62661 12313	   	169.23	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1AART|2FLTHEA|3LHND|4RCR|5DUR|6FEWX|7VULN|8RPLT|9aDMG
217	62261 11223	   	169.23	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6FEWX|7BEXP|8aVULN|9DMG
218	62661 11223	   	169.23	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LHND|4RCR|5DUR|6FEWX|7BEXP|8aVULN|9DMG
219	62113 55331	   	169.18	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4CGEN|5ASPD|6RCR|7FEWX|8RCVC|9DMG|aVULN
220	62261 13223	   	169.13	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6FEWX|7DUST|8aVULN|9DMG
221	62261 21223	   	169.13	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6DUST|7BEXP|8aVULN|9DMG
222	62261 22313	   	169.13	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6DUST|7VULN|8RPLT|9aDMG
223	62261 22623	   	169.13	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6DUST|7aVULN|8LHND|9DMG
224	62261 26223	   	169.13	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6DUST|7FEWX|8aVULN|9DMG
225	62266 12123	   	169.13	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5LEGI|6FEWX|7aVULN|8DUR|9DMG
226	62661 13223	   	169.13	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LHND|4RCR|5DUR|6FEWX|7DUST|8aVULN|9DMG
227	62661 21223	   	169.13	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LHND|4RCR|5DUR|6DUST|7BEXP|8aVULN|9DMG
228	62661 22313	   	169.13	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1AART|2FLTHEA|3LHND|4RCR|5DUR|6DUST|7VULN|8RPLT|9aDMG
229	62133 55331	   	169.08	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4TLV|5ASPD|6RCR|7FEWX|8RCVC|9DMG|aVULN
230	62342 52232	   	169.04	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	19AART|2FLTHEA|3BELT|4ZMB|5VULN|6RCR|7DMG|8ERES|aLHND
231	62342 52233	   	169.04	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	19AART|2FLTHEA|3BELT|4ZMB|5VULN|6RCR|7DMG|8ERES|aRPLT
232	62266 22123	   	169.03	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4RCR|5LEGI|6DUST|7aVULN|8DUR|9DMG
233	23614 33326	   	169.02	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|2LWND|4LIT|57DMG|6ZMB|8RCR|9BELT|aAART
234	22352 52412	 * 	168.92	DCR|2AART|2VULN|1DMG|2ASPD	12VULN|39ASPD|47AART|5LEGI|6LHND|8RCR|aDMG
235	23611 34522	   	168.91	DCR|3VULN|2DMG|1CDMG	135VULN|2aLWND|4LIT|6RCR|7CDMG|89DMG
236	61361 71434	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	19AART|24LIT|3MBVNT|57VULN|6RCR|8DMG|aASPD
237	61373 33313	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	19AART|2LIT|3MBVNT|4DMG|5FEWX|6RCR|7aVULN|8DUR
238	61373 35233	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	17AART|2LIT|3MBVNT|4DMG|5FEWX|6RCR|8aVULN|9DUR
239	61374 35243	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	17AART|2LIT|3MBVNT|4DMG|5DUR|6RCR|8aVULN|9LHND
240	22351 14333	   	168.91	DCR|3VULN|2AART|1ZMB|1ASPD	127VULN|3ASPD|4aAART|5AIRHEA|6LIT|8RCR|9ZMB
241	62342 51211	   	168.87	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	1AART|2FLTHEA|3BELT|4ZMB|57VULN|6RCR|8CDMG|9LHND|aLWND
242	62342 51213	   	168.87	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	1AART|2FLTHEA|3BELT|4ZMB|57VULN|6RCR|8CDMG|9LHND|aMLV
243	22631 41362	   	168.86	DCR|4VULN|2DMG|1ASPD|1SELL	1234VULN|5SELL|6BELT|78DMG|9RCR|aASPD
244	23611 34521	   	168.81	DCR|3VULN|2DMG|1CDMG	135VULN|2LWND|4LIT|6RCR|7CDMG|89DMG|aTLV
245	23611 34523	   	168.81	DCR|3VULN|2DMG|1CDMG	135VULN|2LWND|4LIT|6RCR|7CDMG|89DMG|aDUST
246	64312 32214	   	168.81	DCR|2AART|2VULN|1DMG|1ASPD	1aAART|2ASPD|37VULN|4TLV|5CANHEL|6RCR|8CGEN|9DMG
247	61375 31113	   	168.81	DCR|2AART|2VULN|1DMG|1DUR	19AART|2LIT|3MBVNT|4DMG|5aVULN|6RCR|7DUR|8DUST
248	61376 31213	   	168.81	DCR|2AART|2VULN|1DMG|1DUR	19AART|2LIT|3MBVNT|4DMG|5DUST|6RCR|7DUR|8aVULN
249	22623 43343	   	168.78	DCR|4VULN|1AART|1DMG	1235VULN|47TLV|6LHND|8AART|9RCR|aDMG
250	62111 65221	   	168.74	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1AART|2FLTHEA|3CDMG|4CGEN|5VULN|6ERES|7RCR|8DUST|9ZMB|aDMG
251	62131 65221	   	168.64	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1AART|2FLTHEA|3CDMG|4TLV|5VULN|6ERES|7RCR|8DUST|9ZMB|aDMG
252	62242 32124	   	168.50	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3LWND|4aVULN|5DUR|6CDMG|7ZMB|8NUKE|9RCR
253	62312 52334	   	168.48	DCR|1AART|1VULN|1DMG|2ZMB|1FLTHEA|1DUR	1AART|2FLTHEA|3BELT|4DUR|58ZMB|6RCR|7MGNLIT|9DMG|aVULN
254	62441 22322	 * 	168.42	DCR|3VULN|1AART|2FLTHEA|1DUR	1AART|2aFLTHEA|3FEWX|47aVULN|5DUR|6DUST|8RCR|9aCGEN|aBPWR
255	64312 32531	   	168.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|37VULN|4TLV|5CANHEL|6RCR|8RPLT|9ZMB|aDMG
256	64312 32611	   	168.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|37VULN|4TLV|5CANHEL|6RCR|8ZMB|9DMG|aCGEN
257	64312 32613	   	168.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|37VULN|4TLV|5CANHEL|6RCR|8ZMB|9DMG|aBEXP
258	22252 41136	 * 	168.33	DCR|3VULN|1AART|1DMG|1CDMG	129VULN|3ERES|4AART|5LEGI|6CDMG|7BEXP|8DMG|aRCR
259	22312 21261	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7BEXP|8LIT|9AART|aDMG
260	22312 22261	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7LWND|8LIT|9AART|aDMG
261	61375 44343	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2LIT|3MBVNT|4DMG|56aVULN|7ASPD|8RCR|9MLV
262	61377 32131	   	168.31	DCR|2VULN|2DMG|1AART	1AART|29aLIT|3MBVNT|49DMG|5LHND|6RCR|7CGEN|89VULN|9BPWR
263	61377 32133	   	168.31	DCR|2VULN|2DMG|1AART	1AART|29LIT|3MBVNT|49DMG|5LHND|6RCR|7CGEN|89VULN|9BPWR|aRPLT
264	61377 32134	   	168.31	DCR|2VULN|2DMG|1AART	1AART|29LIT|3MBVNT|49DMG|5LHND|6RCR|7CGEN|89VULN|9BPWR|aLWND
265	62261 22163	   	168.29	ACR|2AART|1DMG|1VULN|1FLTHEA|2DUR	1aAART|2FLTHEA|3LWND|4RCR|58DUR|6DUST|7VULN|9DMG
266	62312 53135	   	168.25	DCR|2AART|1VULN|1FLTHEA|2DUR|1ZMB|1ASPD	19AART|2FLTHEA|3BELT|47DUR|5ZMB|6RCR|8VULN|aASPD
267	22312 25261	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7DUST|8LIT|9AART|aDMG
268	62512 13611	   	168.21	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3RCVC|4LIT|5CDMG|6RCR|7CGEN|8DUR|9aVULN
269	62512 15111	   	168.21	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3RCVC|4LIT|5CDMG|6RCR|7ASPD|89VULN|aLWND
270	62512 15112	   	168.21	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ASPD	1AART|2FLTHEA|3RCVC|4LIT|5CDMG|6RCR|7ASPD|89VULN|aFEWX
271	62512 15311	   	168.21	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ASPD	1AART|2FLTHEA|3RCVC|4LIT|5CDMG|6RCR|7ASPD|8BEXP|9aVULN
272	62512 13113	   	168.21	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3RCVC|4LIT|5CDMG|6RCR|7CGEN|89VULN|aDUR
273	62512 14113	   	168.21	DCR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1AART|2FLTHEA|3RCVC|4LIT|5CDMG|6RCR|7MLV|89VULN|aDUR
274	62241 35333	 * 	168.18	3DMG|2VULN|1AART|2FLTHEA|1CDMG|1ZMB	1AART|2aFLTHEA|3LWND|4aVULN|5RCVC|6ZMB|7CDMG|89aDMG|aBPWR
275	45362 31112	   	168.15	DCR|3AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|389AART|4BEXP|5VULN|6RCR|7DMG|aFEWX
276	45362 31113	   	168.15	DCR|3AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|389AART|4BEXP|5VULN|6RCR|7DMG|aLIT
277	45361 31111	   	168.15	DCR|3AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|389AART|4BEXP|5LWND|6RCR|7DMG|aVULN
278	61373 33245	   	168.11	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|7aVULN|9LHND
279	61373 33274	   	168.11	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|79VULN|aLHND
280	61371 33245	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|7aVULN|9LHND
281	61371 33272	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|79VULN|aFEWX
282	61371 33274	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|79VULN|aMLV
283	61373 33217	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|7aVULN|9ERES
284	61373 33227	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|7aVULN|9TLV
285	61373 33272	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|79VULN|aERES
286	65112 31133	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2NUKE|3aVULN|4TLV|5aCANHEL|6RCR|7MLV|8LWND|9aDMG|aBPWR
287	65112 31333	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2NUKE|3aVULN|4TLV|5aCANHEL|6RCR|7MLV|8LHND|9aDMG|aBPWR
288	65142 31133	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2NUKE|3aVULN|4MLV|5aCANHEL|6RCR|7TLV|8LWND|9aDMG|aBPWR
289	65142 31333	   	168.01	DCR|2VULN|2DMG|1AART	1AART|2NUKE|3aVULN|4MLV|5aCANHEL|6RCR|7TLV|8LHND|9aDMG|aBPWR
290	62261 51331	   	167.94	ACR|1AART|1DMG|1VULN|1FLTHEA|2DUR|1ZMB	1AART|2FLTHEA|3LWND|4RCR|57DUR|6DMG|8ZMB|9VULN|aLIT
291	62261 51332	   	167.94	ACR|1AART|1DMG|1VULN|1FLTHEA|2DUR|1ZMB	1AART|2FLTHEA|3LWND|4RCR|57DUR|6DMG|8ZMB|9VULN|aCGEN
292	62261 51333	   	167.94	ACR|1AART|1VULN|1DMG|1FLTHEA|2DUR|1ZMB	1AART|2FLTHEA|3LWND|4RCR|57DUR|6DMG|8ZMB|9VULN|aMGNLIT
293	62261 41333	   	167.94	ACR|1AART|1DMG|1VULN|1FLTHEA|2DUR|1ZMB	1AART|2FLTHEA|3LWND|4RCR|57DUR|6CGEN|8ZMB|9VULN|aDMG
294	61371 33217	   	167.91	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|7aVULN|9ERES
295	61371 33227	   	167.91	DCR|2VULN|2DMG|1AART	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|7aVULN|9TLV
296	65112 33362	   	167.91	DCR|2VULN|2DMG|1AART	1AART|2NUKE|3aVULN|4TLV|5aCANHEL|6RCR|7LWND|8DUST|9aDMG|aBPWR
297	23611 33533	   	167.82	DCR|3VULN|1AART|1DMG|1DUR	135VULN|2LWND|4LIT|6RCR|7DMG|8LHND|9DUR|aAART
298	62342 13135	   	167.78	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1AART|2FLTHEA|3BELT|4ZMB|5VULN|69DMG|7RCVC|8DLOT|aRCR
299	62512 13321	   	167.78	DCR|2DMG|1AART|2FLTHEA|1CDMG	1AART|2aFLTHEA|3RCVC|4aLIT|5CDMG|6RCR|7CGEN|8aDMG|9RMIN|aBPWR
300	62512 14321	   	167.78	DCR|2DMG|1AART|2FLTHEA|1CDMG	1AART|2aFLTHEA|3RCVC|4aLIT|5CDMG|6RCR|7MLV|8aDMG|9RMIN|aBPWR
301	64332 21116	   	167.71	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	18AART|2ASPD|3VULN|49DUR|5LWND|6CDMG|7DMG|aRCR
302	62261 35322	   	167.68	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	18AART|2FLTHEA|3LWND|4RCR|5DUR|6CDMG|7VULN|9ZMB|aFEWX
303	62261 35323	   	167.68	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	18AART|2FLTHEA|3aLWND|4RCR|5DUR|6CDMG|7VULN|9ZMB
304	62266 33321	   	167.58	ACR|2AART|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	18AART|2FLTHEA|3LWND|4RCR|5LEGI|6CDMG|7DUR|9ZMB|aDMG
305	62312 53124	   	167.45	DCR|2VULN|1AART|1FLTHEA|2DUR|1ZMB	1AART|2FLTHEA|3BELT|47DUR|5ZMB|6RCR|8aVULN|9RPLT
306	62113 51331	   	167.28	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4CGEN|5ASPD|6RCR|7DMSP|8BEXP|9DMG|aVULN
307	62113 51431	   	167.28	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|4CGEN|5ASPD|6RCR|7DMSP|8LWND|9DMG|aVULN
308	62113 52331	   	167.28	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|47CGEN|5ASPD|6RCR|8BEXP|9DMG|aVULN
309	62113 52431	   	167.28	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3CDMG|47CGEN|5ASPD|6RCR|8LWND|9DMG|aVULN
310	62252 32131	   	167.28	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3LWND|4CGEN|5DMG|6RCR|7VULN|8LIT|9ASPD|aCDMG
311	62252 32235	   	167.28	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4CGEN|5DMG|6RCR|7VULN|8FEWX|9DUR|aCDMG
312	62222 32131	   	167.18	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1AART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|7VULN|8LIT|9ASPD|aCDMG
313	62222 32525	   	167.18	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1AART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|7VULN|8DUR|9CGEN|aCDMG
314	62113 53351	   	167.18	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1AART|2FLTHEA|3CDMG|4CGEN|5ASPD|6RCR|7ERES|8LWND|9VULN|aDMG
