0	Index      	 *	Score 	Summary	Detail	
1	62243 32234	 * 	196.84	ACR|3VULN|3DMG|1AART	128DUST|28aBPWR|3RCR|489DMG|5RPLT|6AART|78aVULN
164	23646 11332	   	172.52	ACR|3VULN|1AART|1CDMG|2DUR	19CANHEL|2RCR|389VULN|4FEWX|5AART|6CDMG|79DUR|9BPWR|aLIT
165	23666 22113	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CANHEL|2RCR|35VULN|45DUR|5BPWR|69RPLT|7ZMB|8AART|aDMG
166	23666 22131	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CANHEL|2RCR|35VULN|45DUR|5BPWR|6RPLT|7ZMB|8AART|9DMG|aLHND
167	23666 22132	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CANHEL|2RCR|35VULN|45DUR|5BPWR|6RPLT|7ZMB|8AART|9DMG|aBEXP
168	23666 22133	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CANHEL|2RCR|35VULN|45DUR|5BPWR|6RPLT|7ZMB|8AART|9DMG|aLSRICY
169	23323 34125	   	172.44	ACR|3VULN|1AART|1DMG|1DUR	1CANHEL|2RCR|35FEWX|45aVULN|5BPWR|6DUR|7AART|8DMG|9BEXP
170	23646 11333	   	172.42	ACR|3VULN|1AART|1CDMG|2DUR	19CANHEL|2RCR|389VULN|4FEWX|5AART|6CDMG|79DUR|9BPWR|aLEGI
171	35143 31224	 * 	172.37	DCR|4VULN|1AART|1CDMG	18CGEN|289aVULN|3CDMG|4AART|5FEWX|6RCR|78LWND|8BPWR
172	11641 37432	 * 	172.37	DCR|3VULN|2DMG|1AART	1LIT|2BEXP|3MBVNT|467VULN|5aDMG|8AART|9RCR
173	16611 37432	   	172.37	DCR|3VULN|2DMG|1AART	1LIT|267VULN|3MBVNT|4BEXP|5aDMG|8AART|9RCR
174	16621 37432	   	172.37	DCR|3VULN|2DMG|1AART	1LIT|267VULN|3MBVNT|4LHND|5aDMG|8AART|9RCR
175	23622 34125	   	172.34	ACR|3VULN|1AART|1DMG|1DUR	1CANHEL|2RCR|34aVULN|5LHND|6DUR|7AART|8DMG|9BEXP
176	23623 34125	   	172.34	ACR|3VULN|1AART|1DMG|1DUR	1CANHEL|2RCR|34aVULN|5LWND|6DUR|7AART|8DMG|9BEXP
177	23626 16112	   	172.34	ACR|3VULN|1AART|1DMG|1DUR	1CANHEL|2RCR|349VULN|5DUR|6MLV|7AART|8DMG|aLIT
178	23626 16113	   	172.34	ACR|3VULN|1AART|1DMG|1DUR	1CANHEL|2RCR|349VULN|5DUR|6MLV|7AART|8DMG|aBEXP
179	23323 16246	   	172.30	ACR|2VULN|2AART|1DMG|1ZMB	1CANHEL|2RCR|35FEWX|45VULN|5BPWR|6MLV|78AART|9DMG|aZMB
180	23626 16111	   	172.24	ACR|3VULN|1AART|1DMG|1DUR	1CANHEL|2RCR|349VULN|5DUR|6MLV|7AART|8DMG|aDUST
181	23625 16113	   	172.24	ACR|3VULN|1AART|1DMG|1DUR	1CANHEL|2RCR|349VULN|5DUST|6MLV|7AART|8DMG|aDUR
182	23626 22161	   	172.12	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1CANHEL|2RCR|34VULN|5DUR|6RPLT|7ZMB|8aAART|9CDMG
183	23462 21312	   	172.11	ACR|2VULN|1AART|1DMG|2CDMG	1CANHEL|2RCR|3AART|4DMG|56CDMG|7RPLT|8LHND|9aVULN
184	23462 21512	   	172.11	ACR|2VULN|1AART|2CDMG|1DMG	1CANHEL|2RCR|3AART|4DMG|56CDMG|7RPLT|89VULN|aLIT
185	23462 21513	   	172.11	ACR|2VULN|1AART|1DMG|2CDMG	1CANHEL|2RCR|3AART|4DMG|56CDMG|7RPLT|89VULN|aBEXP
186	23462 21532	   	172.11	ACR|2VULN|1AART|1DMG|2CDMG	1CANHEL|2RCR|3AART|4DMG|56CDMG|7RPLT|8aVULN|9LWND
187	23435 14734	   	172.11	ACR|2DMG|1AART|1VULN|2CDMG	19CANHEL|2RCR|3AART|47LHND|5MBVNT|69CDMG|89DMG|9BPWR|aVULN
188	35143 32334	   	172.07	DCR|4VULN|1AART|1CDMG	1CGEN|278aVULN|3CDMG|4AART|5FEWX|6RCR|9LEGI
189	35145 32322	   	172.07	DCR|4VULN|1AART|1CDMG	1CGEN|278aVULN|3CDMG|4AART|5DUST|6RCR|9RMIN
190	23462 21511	   	172.01	ACR|2VULN|1AART|2CDMG|1DMG	1CANHEL|2RCR|3AART|4DMG|56CDMG|7RPLT|89VULN|aDUST
191	23462 34513	   	172.01	ACR|2VULN|1AART|1DMG|2CDMG	1aCANHEL|2RCR|3AART|4DMG|5aCDMG|6MBVNT|7BEXP|8ERES|9aVULN|aBPWR
192	35145 32312	   	171.97	DCR|4VULN|1AART|1CDMG	1CGEN|278aVULN|3CDMG|4AART|5DUST|6RCR|9ERES
193	23462 52231	 * 	171.96	ACR|2DMG|1AART|3CDMG|1ASPD|1DUR	1CANHEL|2RCR|3AART|4aDMG|578CDMG|6DUR|9ASPD
194	22463 53311	   	171.92	DCR|3VULN|1AART|1DMG|1ASPD	1CANHEL|289VULN|3AART|4DMG|5RPLT|6RCR|7ASPD|aFEWX
195	35143 35222	   	171.80	DCR|3VULN|1AART|1CDMG|2DUR	18CGEN|289VULN|3CDMG|4AART|5FEWX|6RCR|78DUR|8BPWR|aRCVC
196	33246 21126	   	171.73	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	167CGEN|2RMIN|3RCR|47DMG|57DUR|7BPWR|8VULN|9CDMG|aAART
197	23462 21151	   	171.56	ACR|1AART|3CDMG|1VULN|1DMG|1ZMB	1CANHEL|2RCR|3AART|4DMG|568CDMG|7RPLT|9ZMB|aVULN
198	22463 23151	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	19CANHEL|26VULN|3AART|49DMG|5RPLT|7RCR|89LHND|9BPWR|aDUR
199	22463 23351	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	19CANHEL|26VULN|3AART|49DMG|5RPLT|7RCR|89LWND|9BPWR|aDUR
200	23421 11563	   	171.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CANHEL|2RCR|3AART|4FEWX|57DUR|6CDMG|8ZMB|9VULN|aDMG
201	23431 11563	   	171.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CANHEL|2RCR|3AART|4LHND|57DUR|6CDMG|8ZMB|9VULN|aDMG
202	23323 31435	 * 	171.44	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1CANHEL|2RCR|35FEWX|45VULN|5BPWR|6DUR|7FLTHEA|8AART|9RCVC|aDMG
203	33241 63135	   	171.34	ACR|3VULN|3DMG	1CGEN|2RMIN|3RCR|46aDMG|578VULN|9FEWX
204	43225 53111	   	171.29	ACR|4VULN|2DMG	1ERES|2RMIN|3RCR|4578VULN|6aDMG|9RCVC
205	23323 22155	 * 	171.24	ACR|3VULN|2AART|2ZMB	19CANHEL|2RCR|35FEWX|459VULN|59BPWR|6RPLT|79ZMB|8aAART
206	62214 22362	   	171.19	ACR|3VULN|3DMG|1SELL	128DUST|28aBPWR|3RCR|4SELL|59aMLV|68aDMG|78aVULN
207	62225 51311	   	171.14	ACR|3VULN|3DMG	127DUST|27BPWR|3RCR|457VULN|679DMG|8ERES|aLWND
208	62225 51313	   	171.14	ACR|3VULN|3DMG	127DUST|27BPWR|3RCR|457VULN|679DMG|8ERES|aLHND
209	62241 61112	   	171.14	ACR|3VULN|3DMG	127DUST|27BPWR|3RCR|467DMG|57aVULN|8SNIHEL|9RPLT
210	62242 62321	   	171.04	ACR|3VULN|3DMG	12aDUST|2aBPWR|3RCR|46aDMG|5LEGI|79aVULN|8DLOT
211	44171 32224	 * 	170.84	ACR|3VULN|1AART|3DUR|1CDMG	18ERES|2MBVNT|3CDMG|4RCR|58aDUR|6AART|789VULN|8BPWR
212	33241 63163	 * 	170.54	ACR|3VULN|2DMG|2ZMB	1CGEN|2RMIN|3RCR|46DMG|578VULN|9aZMB
213	23465 13122	   	170.53	ACR|2AART|2DMG|1VULN|1DUR	1CANHEL|2RCR|37AART|48DMG|5FEWX|6LWND|9VULN|aDUR
214	35143 35221	   	170.50	DCR|3VULN|1AART|1CDMG|2DUR	18CGEN|289VULN|3CDMG|4AART|5FEWX|6RCR|78DUR|8BPWR|aBELT
215	35143 35223	   	170.50	DCR|3VULN|1AART|1CDMG|2DUR	18CGEN|289VULN|3CDMG|4AART|5FEWX|6RCR|78DUR|8BPWR|aLHND
216	35143 35212	   	170.40	DCR|3VULN|1AART|1CDMG|2DUR	18CGEN|28aVULN|3CDMG|4AART|5FEWX|6RCR|78DUR|8BPWR|9DUST
217	35143 35232	   	170.40	DCR|3VULN|1AART|1CDMG|2DUR	18CGEN|28aVULN|3CDMG|4AART|5FEWX|6RCR|78DUR|8BPWR|9LEGI
218	13132 34334	 * 	170.31	DCR|3VULN|1AART|2CDMG|2DUR	139LIT|23CDMG|39BPWR|49aVULN|5RMIN|69DUR|7AART|8RCR
219	23326 11553	   	170.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CANHEL|2RCR|3FEWX|4VULN|5AART|6CDMG|78DUR|9ZMB|aDMG
220	13135 16151	 * 	170.18	DCR|3VULN|3CDMG|3ASPD|1ZMB	137LIT|239CDMG|379BPWR|479VULN|579ASPD|6RMIN|8RCR|aZMB
221	23463 23353	   	170.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7ASPD|9RMIN|aZMB
222	23463 23363	   	170.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7ASPD|9CGEN|aZMB
223	23463 35123	   	170.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|3AART|4DMG|5RPLT|6DUR|78VULN|9FEWX|aZMB
224	23463 35311	   	170.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|3AART|4DMG|5RPLT|6DUR|7aVULN|8LHND|9ZMB
225	23466 11121	   	170.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CANHEL|2RCR|3AART|48DMG|5ZMB|6LHND|7ASPD|9VULN|aMLV
226	23466 11123	   	170.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CANHEL|2RCR|3AART|48DMG|5ZMB|6LHND|7ASPD|9VULN|aBEXP
227	23466 11321	   	170.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CANHEL|2RCR|3AART|4aDMG|5ZMB|6LHND|7ASPD|8VULN|9BEXP
228	23416 21116	   	170.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CANHEL|2RCR|3AART|4LWND|59VULN|6DMSP|7ASPD|8DMG|aZMB
229	23436 21116	   	170.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CANHEL|2RCR|3AART|4LHND|59VULN|6DMSP|7ASPD|8DMG|aZMB
230	23446 11112	   	169.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CANHEL|2RCR|3AART|4TLV|5ZMB|6LHND|7ASPD|8DMG|9aVULN
231	23463 36111	   	169.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|3AART|4DMG|5RPLT|6DUR|7DUST|8aVULN|9ZMB
232	23466 11312	   	169.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CANHEL|2RCR|3AART|4DMG|5ZMB|6LHND|7ASPD|8aVULN|9ERES
233	23323 25155	 * 	169.93	ACR|3VULN|2AART|2ASPD	19CANHEL|2RCR|35FEWX|459VULN|59BPWR|6RPLT|79ASPD|8aAART
234	11644 48532	 * 	169.92	DCR|3DMG|2VULN|1AART|1SELL	19LIT|2BEXP|3MBVNT|49VULN|5SELL|679DMG|8AART|9BPWR|aRCR
235	22463 53321	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|28VULN|3AART|4DMG|5RPLT|6RCR|7ASPD|9CDMG|aMLV
236	22463 53323	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|28VULN|3AART|4DMG|5RPLT|6RCR|7ASPD|9CDMG|aFEWX
237	35152 35221	   	169.90	DCR|3VULN|1AART|1CDMG|2DUR	18CGEN|289VULN|3CDMG|4LWND|5AART|6RCR|78DUR|8BPWR|aFEWX
238	35152 35222	   	169.90	DCR|3VULN|1AART|1CDMG|2DUR	18aCGEN|289VULN|3CDMG|4LWND|5AART|6RCR|78DUR|8BPWR
239	35152 35223	   	169.90	DCR|3VULN|1AART|1CDMG|2DUR	18CGEN|289VULN|3CDMG|4LWND|5AART|6RCR|78DUR|8BPWR|aMLV
240	23463 21143	   	169.83	ACR|2VULN|2DMG|1AART	1aCANHEL|2RCR|3AART|4aDMG|5RPLT|68VULN|7LWND|9aCGEN|aBPWR
241	23463 22143	   	169.83	ACR|2VULN|2DMG|1AART	1aCANHEL|2RCR|3AART|4aDMG|5RPLT|68VULN|7BEXP|9aCGEN|aBPWR
242	62214 22321	   	169.83	ACR|2VULN|2DMG|1AART|1DUR|1SELL	128DUST|28BPWR|3RCR|4SELL|5MLV|68DMG|78VULN|9DUR|aAART
243	35152 35212	   	169.80	DCR|3VULN|1AART|1CDMG|2DUR	18CGEN|28aVULN|3CDMG|4LWND|5AART|6RCR|78DUR|8BPWR|9DUST
244	33241 63133	   	169.78	ACR|4VULN|2DMG	1CGEN|2RMIN|3RCR|46DMG|578aVULN|9FEWX
245	23461 61112	   	169.73	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|48DMG|5BEXP|69VULN|7CGEN|aLIT
246	23461 61113	   	169.73	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|48DMG|5aBEXP|69VULN|7CGEN
247	23463 22122	   	169.73	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|4aDMG|5RPLT|68VULN|7BEXP|9BELT
248	23463 22135	   	169.73	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|4aDMG|5RPLT|68VULN|7BEXP|9LIT
249	23463 63323	   	169.73	ACR|2VULN|2DMG|1AART	1aCANHEL|2RCR|3AART|4aDMG|5RPLT|69BEXP|7ERES|8aVULN|aBPWR
250	23461 11112	   	169.73	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|48DMG|5BEXP|6LWND|7CGEN|9aVULN
251	23461 42112	   	169.73	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|48DMG|5BEXP|6CGEN|7LWND|9aVULN
252	23465 11112	   	169.73	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|48DMG|5FEWX|6LWND|7CGEN|9aVULN
253	62213 22321	   	169.73	ACR|2VULN|2DMG|1AART|1DUR|1SELL	128DUST|28BPWR|3RCR|4SELL|5TLV|68DMG|78VULN|9DUR|aAART
254	62225 51211	   	169.68	ACR|4VULN|2DMG	127DUST|27BPWR|3RCR|4578VULN|67DMG|9LWND|aBEXP
255	62225 51212	   	169.68	ACR|4VULN|2DMG	127DUST|27BPWR|3RCR|4578VULN|67DMG|9LWND|aRMIN
256	62225 51222	   	169.68	ACR|4VULN|2DMG	127DUST|27BPWR|3RCR|4578VULN|67DMG|9LIT|aDMSP
257	62225 51232	   	169.68	ACR|4VULN|2DMG	127DUST|27BPWR|3RCR|4578VULN|67DMG|9CGEN|aLHND
258	23461 22112	   	169.63	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|48DMG|5BEXP|6ERES|7LWND|9aVULN
259	23461 26112	   	169.63	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|48DMG|5BEXP|6ERES|7LHND|9aVULN
260	23461 61111	   	169.63	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|48DMG|5BEXP|69VULN|7CGEN|aDUST
261	23463 24323	   	169.63	ACR|2VULN|2DMG|1AART	1aCANHEL|2RCR|3AART|4aDMG|5RPLT|68VULN|7CGEN|9aDUST|aBPWR
262	23465 22112	   	169.63	ACR|2VULN|2DMG|1AART	1CANHEL|2RCR|3AART|48DMG|5FEWX|6ERES|7LWND|9aVULN
263	62225 51231	   	169.58	ACR|4VULN|2DMG	127DUST|27BPWR|3RCR|4578VULN|67DMG|9CGEN|aTLV
264	23323 31534	 * 	169.52	ACR|3VULN|1AART|1FLTHEA|2DUR	1CANHEL|2RCR|35FEWX|458VULN|5BPWR|69DUR|7FLTHEA|aAART
265	23323 25153	   	169.49	ACR|3VULN|1AART|2ASPD|1ZMB	19CANHEL|2RCR|35FEWX|459VULN|59BPWR|6RPLT|79ASPD|8AART|aZMB
266	23526 22162	   	169.49	ACR|3VULN|1AART|1CDMG|1ZMB	1CANHEL|2RCR|35LHND|45aVULN|5BPWR|6RPLT|7ZMB|8AART|9CDMG
267	35143 34133	 * 	169.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2VULN|3CDMG|4AART|5aFEWX|6RCR|79DMG|8DUR
268	35143 32315	 * 	169.41	DCR|3VULN|2AART|1CDMG	1CGEN|278VULN|3CDMG|4aAART|5FEWX|6RCR|9ERES
269	23622 22162	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	1CANHEL|2RCR|34aVULN|5LHND|6RPLT|7ZMB|8AART|9CDMG
270	23623 22162	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	1CANHEL|2RCR|34aVULN|5LWND|6RPLT|7ZMB|8AART|9CDMG
271	23256 11112	   	169.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CANHEL|2RCR|3ERES|4AART|5ZMB|6LHND|7ASPD|8DMG|9aVULN
272	33241 63141	   	169.33	ACR|3VULN|2DMG|1CDMG	1CGEN|2RMIN|3RCR|46DMG|578VULN|9CDMG|aFEWX
273	33241 63522	   	169.33	ACR|3VULN|2DMG|1CDMG	1CGEN|2RMIN|3RCR|46DMG|57aVULN|8LHND|9CDMG
274	23643 31334	 * 	169.33	ACR|3VULN|2FLTHEA|2ZMB|1DUR|1ASPD	1CANHEL|2RCR|35aVULN|45FEWX|5aBPWR|6DUR|7aFLTHEA|8ASPD|9aZMB
275	35143 35131	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2VULN|3CDMG|4AART|5FEWX|6RCR|7DUR|8DUST|9aDMG
276	35143 35132	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2aVULN|3CDMG|4AART|5FEWX|6RCR|7DUR|8DUST|9DMG
277	35144 32212	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|27VULN|3CDMG|4AART|5LHND|6RCR|8VENICY|9DMG|aASPD
278	33241 63222	   	169.23	ACR|3VULN|2DMG|1CDMG	1CGEN|2RMIN|3RCR|46DMG|57aVULN|8MBVNT|9CDMG
279	35145 32212	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|27VULN|3CDMG|4AART|5DUST|6RCR|8VENICY|9DMG|aASPD
280	23415 12432	   	169.19	ACR|2VULN|1AART|3CDMG|1ZMB	179CANHEL|2RCR|3AART|47LWND|5MBVNT|679CDMG|79BPWR|89VULN|aZMB
281	23435 12432	   	169.19	ACR|2VULN|1AART|3CDMG|1ZMB	179CANHEL|2RCR|3AART|47LHND|5MBVNT|679CDMG|79BPWR|89VULN|aZMB
282	35152 32132	   	169.17	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CGEN|2VULN|3CDMG|4LWND|5AART|6RCR|7ZMB|8DUR|9DMG|aASPD
283	43241 63222	   	169.13	ACR|3VULN|2DMG|1CDMG	1ERES|2RMIN|3RCR|46DMG|57aVULN|8MBVNT|9CDMG
284	23625 31334	   	169.13	ACR|3VULN|2FLTHEA|2ZMB|1DUR|1ASPD	1CANHEL|2RCR|34aVULN|5DUST|6DUR|7aFLTHEA|8ASPD|9aZMB|aBPWR
285	23415 16431	   	169.09	ACR|2VULN|1AART|3CDMG|1ZMB	19CANHEL|2RCR|3AART|4LWND|5MBVNT|679CDMG|89VULN|9BPWR|aZMB
286	23435 16431	   	169.09	ACR|2VULN|1AART|3CDMG|1ZMB	19CANHEL|2RCR|3AART|4LHND|5MBVNT|679CDMG|89VULN|9BPWR|aZMB
287	23462 26221	   	169.09	ACR|2DMG|1AART|3CDMG|1ZMB	1CANHEL|2RCR|3AART|4aDMG|569CDMG|7BEXP|8ZMB
288	22463 22216	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	1CANHEL|269VULN|3AART|4DMG|5RPLT|7CDMG|8FEWX|aRCR
289	23411 14351	   	168.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CANHEL|2RCR|3AART|4LWND|5aDUR|6CDMG|78VULN|9ZMB
290	23416 11351	   	168.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CANHEL|2RCR|3AART|4LWND|58VULN|6CDMG|7aDUR|9ZMB
291	23421 14351	   	168.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CANHEL|2RCR|3AART|4FEWX|5aDUR|6CDMG|78VULN|9ZMB
292	23426 11351	   	168.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CANHEL|2RCR|3AART|4FEWX|58VULN|6CDMG|7aDUR|9ZMB
293	23462 33434	   	168.96	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	19CANHEL|2RCR|3AART|4DMG|59CDMG|6MBVNT|7RCVC|89DUR|9BPWR|aVULN
294	22463 22316	   	168.93	DCR|3VULN|1AART|1DMG|1CDMG	1CANHEL|269VULN|3AART|4DMG|5RPLT|7CDMG|8LEGI|aRCR
295	35152 34133	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2VULN|3CDMG|4LWND|5AART|6RCR|79DMG|8DUR|aFEWX
296	35143 33325	 * 	168.79	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|28VULN|37CDMG|4AART|5FEWX|6RCR|9RMIN|aDMG
297	35143 33114	   	168.69	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|2aVULN|37CDMG|4AART|5FEWX|6RCR|8ERES|9DMG
298	33226 53142	   	168.65	ACR|4VULN|1DMG|1CDMG	1CGEN|2RMIN|3RCR|478aVULN|5RCVC|6DMG|9CDMG
299	23326 25161	   	168.53	ACR|2VULN|2DMG|1AART	1aCANHEL|2RCR|3FEWX|4aVULN|5AART|6LEGI|7LIT|8MLV|9aDMG|aBPWR
300	33236 34116	   	168.44	ACR|2VULN|2DMG|1AART	1CGEN|2RMIN|3RCR|4BEXP|5RCVC|6AART|78DMG|9aVULN
301	11641 37434	   	168.43	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|2BEXP|3MBVNT|467VULN|5DMG|8AART|9RCR|aCDMG
302	16611 37434	   	168.43	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|267VULN|3MBVNT|4BEXP|5DMG|8AART|9RCR|aCDMG
303	16621 37434	   	168.43	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|267VULN|3MBVNT|4LHND|5DMG|8AART|9RCR|aCDMG
304	23412 24332	   	168.42	ACR|3VULN|1AART|1CDMG|1ASPD	19CANHEL|2RCR|3AART|49LWND|5CDMG|6BEXP|789VULN|9BPWR|aASPD
305	23412 24336	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LWND|5CDMG|6BEXP|789VULN|9BPWR|aDUR
306	23412 54332	   	168.42	ACR|3VULN|1AART|1CDMG|1ASPD	19CANHEL|2RCR|3AART|49LWND|5CDMG|6LHND|789VULN|9BPWR|aASPD
307	23432 24332	   	168.42	ACR|3VULN|1AART|1CDMG|1ASPD	19CANHEL|2RCR|3AART|49LHND|5CDMG|6BEXP|789VULN|9BPWR|aASPD
308	23432 24336	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LHND|5CDMG|6BEXP|789VULN|9BPWR|aDUR
309	23433 14332	   	168.42	ACR|3VULN|1AART|1CDMG|1ASPD	19CANHEL|2RCR|3AART|49LHND|5LWND|6CDMG|789VULN|9BPWR|aASPD
310	23411 14331	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LWND|5DUR|6CDMG|789VULN|9BPWR|aFEWX
311	23411 14333	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LWND|5DUR|6CDMG|789VULN|9BPWR|aDMSP
312	23411 14334	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LWND|5DUR|6CDMG|789VULN|9BPWR|aLIT
313	23411 14335	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LWND|5DUR|6CDMG|789VULN|9BPWR|aBEXP
314	23411 14336	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LWND|5DUR|6CDMG|789VULN|9BPWR|aCGEN
315	23421 14331	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49aFEWX|5DUR|6CDMG|789VULN|9BPWR
316	23421 14332	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49FEWX|5DUR|6CDMG|789VULN|9BPWR|aLIT
317	23421 14335	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49FEWX|5DUR|6CDMG|789VULN|9BPWR|aBEXP
318	23421 14336	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49FEWX|5DUR|6CDMG|789VULN|9BPWR|aCGEN
319	23431 14331	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LHND|5DUR|6CDMG|789VULN|9BPWR|aFEWX
320	23431 14333	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LHND|5DUR|6CDMG|789VULN|9BPWR|aDMSP
321	23431 14334	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LHND|5DUR|6CDMG|789VULN|9BPWR|aLIT
322	23431 14335	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LHND|5DUR|6CDMG|789VULN|9BPWR|aBEXP
323	23431 14336	   	168.42	ACR|3VULN|1AART|1CDMG|1DUR	19CANHEL|2RCR|3AART|49LHND|5DUR|6CDMG|789VULN|9BPWR|aCGEN
324	23626 22134	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2RCR|34VULN|5DUR|6RPLT|7ZMB|8AART|9DMG|aRCVC
325	35152 32224	   	168.37	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|29aVULN|3CDMG|4LWND|5AART|6RCR|7ZMB|8ERES
326	23412 14332	   	168.32	ACR|3VULN|1AART|1CDMG|1ASPD	19CANHEL|2RCR|3AART|49LWND|5CDMG|6DUST|789VULN|9BPWR|aASPD
327	23412 24312	   	168.32	ACR|3VULN|1AART|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LWND|5CDMG|6BEXP|789VULN|aASPD
328	23412 24316	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LWND|5CDMG|6BEXP|789VULN|aDUR
