0	Index      	 *	Score 	Summary	Detail	
1	25533 52332	 * 	208.93	ACR|3DMG|2VULN|3ZMB|3ASPD	1RCR|27aASPD|3LEGI|4VENICY|57aDMG|678ZMB|7aBPWR|9aVULN
164	25631 51332	   	182.85	ACR|3DMG|2VULN|3ASPD	1RCR|279ASPD|39TLV|47AIRHEL|57aDMG|6RCVC|79BPWR|89VULN
165	26111 11214	   	182.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25DMG|3CDMG|49LIT|6aVULN|7DUST|8AART
166	26111 11242	   	182.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25DMG|3CDMG|4LIT|69VULN|7DUST|8AART|aLHND
167	26111 11243	   	182.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25DMG|3CDMG|4LIT|69VULN|7DUST|8AART|aLWND
168	26111 11245	   	182.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25DMG|3CDMG|4LIT|69VULN|7DUST|8AART|aRMIN
169	26111 11264	   	182.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25DMG|3CDMG|4LIT|6aVULN|7DUST|8AART|9RMIN
170	22114 42323	   	182.76	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2LIT|3DUR|45VULN|68AART|7ZMB|9ASPD|aCDMG
171	26111 11241	   	182.68	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25DMG|3CDMG|4LIT|69VULN|7aDUST|8AART
172	22214 23262	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LIT|3MBVNT|47VULN|56DMG|8RPLT|9AART|aCDMG
173	22215 42262	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LIT|3MBVNT|45VULN|67DMG|8RPLT|9AART|aCDMG
174	26136 33633	   	182.18	ACR|3DMG|1AART|3CDMG|1ASPD	1RCR|29aDMG|34aCDMG|5AART|6ASPD|7LWND|8aLIT|aBPWR
175	26111 12364	   	182.08	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25DMG|3CDMG|4LIT|6aVULN|7ERES|8DUST|9AART
176	26123 13361	   	182.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DMG|3CDMG|46VULN|5LHND|7ASPD|8RMIN|9ZMB|aAART
177	26123 13661	   	182.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DMG|3CDMG|46VULN|5LHND|7ASPD|8CGEN|9ZMB|aAART
178	26124 13361	   	182.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DMG|3CDMG|46VULN|5LWND|7ASPD|8RMIN|9ZMB|aAART
179	33242 53433	   	182.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1BELT|2RCR|3DUR|48DMG|5CDMG|6AART|7RMIN|9VULN|aZMB
180	24135 61131	   	182.01	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1RCR|2ZMB|34CDMG|5CGEN|6DMG|78VULN|9AART|aLWND
181	24135 61132	   	182.01	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1RCR|2ZMB|34CDMG|5CGEN|6DMG|78VULN|9AART|aBEXP
182	25136 21623	   	181.95	ACR|2VULN|1AART|2CDMG|2ZMB|2ASPD	1RCR|2aASPD|34CDMG|5AART|6aZMB|7FEWX|8LIT|9aVULN|aBPWR
183	26123 13261	   	181.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DMG|3CDMG|46VULN|5LHND|7ASPD|8ERES|9ZMB|aAART
184	26124 13261	   	181.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DMG|3CDMG|46VULN|5LWND|7ASPD|8ERES|9ZMB|aAART
185	26126 13361	   	181.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DMG|3CDMG|46VULN|5LEGI|7ASPD|8RMIN|9ZMB|aAART
186	26126 13261	   	181.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DMG|3CDMG|46VULN|5LEGI|7ASPD|8ERES|9ZMB|aAART
187	26136 22332	 * 	181.83	ACR|2DMG|3ZMB|1AART|2CDMG	1RCR|29DMG|34CDMG|5AART|69aZMB|79CGEN|8NUKE|9BPWR
188	11261 52111	   	181.78	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|27DMG|37VULN|4AART|57CDMG|6BELT|7BPWR|8RCR|9LIT|aLWND
189	11261 52125	   	181.78	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|27DMG|37VULN|4AART|57CDMG|6BELT|7BPWR|8RCR|9BEXP|aLIT
190	11261 52161	   	181.78	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|27DMG|37VULN|4AART|57CDMG|6BELT|7BPWR|8RCR|9CGEN|aMGNSTR
191	22633 32132	   	181.70	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1RCR|23LIT|3BPWR|4AART|5FLTHEA|6DMG|7CDMG|8DUR|9VULN|aZMB
192	26111 14242	   	181.68	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25DMG|3CDMG|4LIT|69VULN|7BELT|8LHND|aAART
193	26123 21425	   	181.68	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27DMG|3CDMG|49VULN|58LHND|6RPLT|aAART
194	26124 21613	   	181.68	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27DMG|3CDMG|49VULN|5LWND|6RPLT|8RMIN|aAART
195	26125 21123	   	181.68	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27DMG|3CDMG|49VULN|58BEXP|6RPLT|aAART
196	26125 21213	   	181.68	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27DMG|3CDMG|49VULN|5BEXP|6RPLT|8RMIN|aAART
197	26125 23263	   	181.68	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|29DMG|3CDMG|47VULN|5BEXP|6RPLT|8RMIN|aAART
198	11261 52112	   	181.68	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|27DMG|37VULN|4AART|57CDMG|6BELT|7BPWR|8RCR|9LIT|aERES
199	11261 52116	   	181.68	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|27DMG|37VULN|4AART|57CDMG|6BELT|7BPWR|8RCR|9LIT|aDUST
200	11261 52122	   	181.68	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|27DMG|37VULN|4AART|57CDMG|6BELT|7BPWR|8RCR|9BEXP|aDUST
201	11261 52126	   	181.68	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|27DMG|37VULN|4AART|57CDMG|6BELT|7BPWR|8RCR|9BEXP|aLEGI
202	11261 52143	   	181.68	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|27DMG|37VULN|4AART|57CDMG|6BELT|7BPWR|8RCR|9DUST|aMLV
203	11261 52163	   	181.68	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|27DMG|37VULN|4AART|57CDMG|6BELT|7BPWR|8RCR|9CGEN|aDUST
204	26136 31114	   	181.65	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7FEWX|89VULN|aRCVC
205	26136 33114	   	181.65	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7LWND|89VULN|aRCVC
206	33241 33226	   	181.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|4DMG|5CGEN|689VULN|7ZMB|aAART
207	33244 13226	   	181.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|4DMG|589VULN|6CGEN|7ZMB|aAART
208	33244 33226	   	181.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|4DMG|589VULN|6RMIN|7ZMB|aAART
209	22215 43158	   	181.62	ACR|4VULN|2DMG|1DUR	1RCR|29LIT|3MBVNT|4579VULN|69DMG|8RMIN|9BPWR|aDUR
210	56343 23123	   	181.60	ACR|4VULN|1AART|1DMG|1ZMB	1DMG|2679VULN|3FEWX|4BEXP|5RCR|8ZMB|aAART
211	26122 21435	   	181.58	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27DMG|3CDMG|49VULN|5DUST|6RPLT|8LHND|aAART
212	26126 21613	   	181.58	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27DMG|3CDMG|49VULN|5LEGI|6RPLT|8RMIN|aAART
213	11261 52142	   	181.58	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|27DMG|37VULN|4AART|57CDMG|6BELT|7BPWR|8RCR|9aDUST
214	25223 23166	   	181.55	ACR|3DMG|1AART|1VULN|2ASPD	1RCR|2aASPD|3aBEXP|4RPLT|5TLV|6VULN|7AART|89aDMG|aBPWR
215	33214 23226	   	181.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2RCR|3DUR|4TLV|589VULN|6DMG|7ZMB|aAART
216	22214 23512	   	181.48	ACR|2VULN|2DMG|1AART|1FLTHEA	1RCR|2LIT|3MBVNT|47VULN|56DMG|8FLTHEA|9DUST|aAART
217	22215 42512	   	181.48	ACR|2VULN|2DMG|1AART|1FLTHEA	1RCR|2LIT|3MBVNT|45VULN|67DMG|8FLTHEA|9DUST|aAART
218	22217 24532	   	181.45	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2LIT|3MBVNT|489VULN|5RPLT|6DMG|7AART|aCDMG
219	26136 32431	 * 	181.38	ACR|2DMG|1AART|3CDMG|2ZMB|1ASPD	1RCR|29DMG|349CDMG|5AART|6ASPD|7CGEN|89ZMB|9BPWR|aBEXP
220	26136 32433	   	181.38	ACR|2DMG|1AART|3CDMG|2ZMB|1ASPD	1RCR|29DMG|349CDMG|5AART|6ASPD|7CGEN|89ZMB|9BPWR|aLIT
221	22633 12426	   	181.35	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1RCR|23LIT|3BPWR|4AART|5FLTHEA|67VULN|8CDMG|9BEXP|aDMG
222	22633 32232	   	181.35	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1RCR|23LIT|3BPWR|4AART|5FLTHEA|6DMG|7CDMG|8LHND|9aVULN
223	22633 32332	   	181.35	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1RCR|23LIT|3BPWR|4AART|5FLTHEA|6DMG|7CDMG|8LWND|9aVULN
224	26323 22356	   	181.30	ACR|4VULN|1AART|1DMG	1RCR|2DMG|3FEWX|4RPLT|5TLV|679aVULN|8AART
225	26136 32432	   	181.28	ACR|2DMG|1AART|3CDMG|2ZMB|1ASPD	1RCR|29DMG|349CDMG|5AART|6ASPD|7CGEN|89ZMB|9BPWR|aDUST
226	26123 21336	   	181.27	ACR|3DMG|2VULN|1CDMG|1ASPD	1RCR|27aDMG|3CDMG|4aVULN|5LHND|6RPLT|8ASPD|9aMLV|aBPWR
227	26124 21336	   	181.27	ACR|3DMG|2VULN|1CDMG|1ASPD	1RCR|27aDMG|3CDMG|4aVULN|5LWND|6RPLT|8ASPD|9aMLV|aBPWR
228	26123 13526	   	181.27	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|46aVULN|5LHND|7ASPD|8aMLV|9RPLT|aBPWR
229	26123 13626	   	181.27	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|46aVULN|5LHND|7ASPD|8aCGEN|9RPLT|aBPWR
230	26123 23336	   	181.27	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|47aVULN|5LHND|6RPLT|8ASPD|9aMLV|aBPWR
231	26124 23336	   	181.27	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|47aVULN|5LWND|6RPLT|8ASPD|9aMLV|aBPWR
232	26125 13343	   	181.27	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|46aVULN|5BEXP|7ASPD|8RMIN|9aMLV|aBPWR
233	43123 53235	   	181.27	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2CDMG|3DMG|459VULN|6RCR|7ASPD|8ERES|aAART
234	22633 12436	   	181.25	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1RCR|23LIT|3BPWR|4AART|5FLTHEA|67VULN|8CDMG|9DUST|aDMG
235	33344 25223	   	181.19	ACR|3VULN|2DMG|1AART	1BELT|2RCR|3DUST|46DMG|589VULN|7LHND|aAART
236	26122 13343	   	181.17	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|46aVULN|5DUST|7ASPD|8RMIN|9aMLV|aBPWR
237	26122 12165	   	181.15	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|468VULN|5DUST|7LSRHEA|9RCVC|aAART
238	22116 52813	   	181.07	ACR|3VULN|2DMG|1CDMG|1DUR	1RCR|2aLIT|3DUR|46aVULN|5MBVNT|7LSRHEA|8CDMG|9aDMG|aBPWR
239	22248 27813	   	181.07	ACR|3VULN|2DMG|1CDMG|1DUR	1RCR|2aLIT|3MBVNT|4AIRHEA|57aVULN|6DUR|8CDMG|9aDMG|aBPWR
240	26123 21326	   	181.07	ACR|3DMG|2VULN|1CDMG|1ASPD	1RCR|27aDMG|3CDMG|4aVULN|5LHND|6RPLT|8ASPD|9aERES|aBPWR
241	26124 21326	   	181.07	ACR|3DMG|2VULN|1CDMG|1ASPD	1RCR|27aDMG|3CDMG|4aVULN|5LWND|6RPLT|8ASPD|9aERES|aBPWR
242	22214 23751	   	181.07	ACR|3DMG|2VULN|2ASPD|1DUR	1RCR|29LIT|3MBVNT|47VULN|569DMG|89ASPD|9BPWR|aDUR
243	22215 42751	   	181.07	ACR|3DMG|2VULN|2ASPD|1DUR	1RCR|29LIT|3MBVNT|45VULN|679DMG|89ASPD|9BPWR|aDUR
244	26111 13551	   	181.07	ACR|3VULN|2DMG|1CDMG|1DUR	1RCR|25DMG|3CDMG|4LIT|69aVULN|7DUR|8MLV
245	26123 13226	   	181.07	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|46aVULN|5LHND|7ASPD|8aERES|9RPLT|aBPWR
246	26123 23326	   	181.07	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|47aVULN|5LHND|6RPLT|8ASPD|9aERES|aBPWR
247	26124 13226	   	181.07	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|46aVULN|5LWND|7ASPD|8aERES|9RPLT|aBPWR
248	26124 23326	   	181.07	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|47aVULN|5LWND|6RPLT|8ASPD|9aERES|aBPWR
249	26125 13226	   	181.07	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2aDMG|3CDMG|46aVULN|5BEXP|7ASPD|8aERES|9RPLT|aBPWR
250	26623 32126	   	181.07	ACR|3DMG|2VULN|2ASPD|1DUR	1RCR|25aDMG|3TLV|4aASPD|6DUR|7LWND|8RMIN|9aVULN|aBPWR
251	26626 31333	   	181.07	ACR|3DMG|2VULN|2ASPD|1DUR	1RCR|279DMG|369TLV|47ASPD|57LSRICY|79BPWR|89VULN|aDUR
252	26241 52222	 * 	181.04	ACR|2VULN|2DMG|2FLTHEA|3DUR	1RCR|27DMG|34BEXP|57FLTHEA|679DUR|7BPWR|8aVULN
253	26351 22222	   	181.04	ACR|2VULN|2DMG|2FLTHEA|3DUR	1RCR|27DMG|34FEWX|57FLTHEA|679DUR|7BPWR|8aVULN
254	22214 23721	   	180.97	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2LIT|3MBVNT|47aVULN|56DMG|8ASPD|9CDMG
255	22214 23744	   	180.97	ACR|3VULN|2DMG|1FLTHEA|1ASPD	1RCR|2LIT|3MBVNT|479VULN|56DMG|8ASPD|aFLTHEA
256	22215 42721	   	180.97	ACR|3VULN|2DMG|1CDMG|1ASPD	1RCR|2LIT|3MBVNT|45aVULN|67DMG|8ASPD|9CDMG
257	22215 42744	   	180.97	ACR|3VULN|2DMG|1FLTHEA|1ASPD	1RCR|2LIT|3MBVNT|459VULN|67DMG|8ASPD|aFLTHEA
258	26411 52222	   	180.94	ACR|2VULN|2DMG|2FLTHEA|3DUR	1RCR|27DMG|3DMSP|4DUST|57FLTHEA|679DUR|7BPWR|8aVULN
259	33344 22325	   	180.94	ACR|3DMG|2VULN|1AART|1SELL	1BELT|2RCR|38DUST|468DMG|58VULN|7SELL|8BPWR|9BASICY|aAART
260	26121 13244	   	180.75	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|49aVULN|5LIT|67DUST|8AART
261	22217 24361	   	180.74	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2LIT|3MBVNT|4aVULN|5RPLT|68DMG|7AART|9ZMB
262	33244 21224	   	180.68	ACR|3VULN|3DMG|1DUR	1BELT|2RCR|3DUR|46aDMG|589VULN|7BEXP
263	43123 52125	 * 	180.64	DCR|3VULN|1AART|1DMG|2CDMG	1DUST|29CDMG|3DMG|458VULN|6RCR|7LSRHEA|aAART
264	53231 32213	   	180.61	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	16DMG|2ASPD|3CDMG|46VULN|5AART|6BPWR|78CGEN|9RCR|aRCVC
265	22214 23582	   	180.55	ACR|3DMG|2VULN|2FLTHEA	1RCR|29LIT|3MBVNT|47VULN|569DMG|89FLTHEA|9BPWR|aCGEN
266	22214 23584	   	180.55	ACR|3DMG|2VULN|2FLTHEA	1RCR|29LIT|3MBVNT|47VULN|569DMG|89FLTHEA|9BPWR|aLSRICY
267	22214 23587	   	180.55	ACR|3DMG|2VULN|2FLTHEA	1RCR|29LIT|3MBVNT|47VULN|569DMG|89FLTHEA|9BPWR|aRPLT
268	22214 23588	   	180.55	ACR|3DMG|2VULN|2FLTHEA	1RCR|29LIT|3MBVNT|47VULN|569DMG|89FLTHEA|9BPWR|aFEWX
269	22214 32586	   	180.55	ACR|3DMG|2VULN|2FLTHEA	1RCR|29LIT|3MBVNT|4aVULN|579DMG|6DMSP|89FLTHEA|9BPWR
270	22215 42582	   	180.55	ACR|3DMG|2VULN|2FLTHEA	1RCR|29LIT|3MBVNT|45VULN|679DMG|89FLTHEA|9BPWR|aCGEN
271	22215 42584	   	180.55	ACR|3DMG|2VULN|2FLTHEA	1RCR|29LIT|3MBVNT|45VULN|679DMG|89FLTHEA|9BPWR|aLSRICY
272	22215 43581	   	180.55	ACR|3VULN|2DMG|2FLTHEA	1RCR|29LIT|3MBVNT|457VULN|69DMG|89FLTHEA|9BPWR|aBEXP
273	22215 43584	   	180.55	ACR|3VULN|2DMG|2FLTHEA	1RCR|29LIT|3MBVNT|457VULN|69DMG|89FLTHEA|9BPWR|aLWND
274	22214 43583	   	180.55	ACR|3VULN|2DMG|2FLTHEA	1RCR|269LIT|3MBVNT|47aVULN|59DMG|89FLTHEA|9BPWR
275	22214 23583	   	180.45	ACR|3DMG|2VULN|2FLTHEA	1RCR|29LIT|3MBVNT|47VULN|569DMG|89FLTHEA|9BPWR|aNUKE
276	22215 42583	   	180.45	ACR|3DMG|2VULN|2FLTHEA	1RCR|29LIT|3MBVNT|45VULN|679DMG|89FLTHEA|9BPWR|aNUKE
277	22215 43582	   	180.45	ACR|3VULN|2DMG|2FLTHEA	1RCR|29LIT|3MBVNT|457VULN|69DMG|89FLTHEA|9BPWR|aERES
278	22215 43583	   	180.45	ACR|3VULN|2DMG|2FLTHEA	1RCR|29LIT|3MBVNT|457VULN|69DMG|89FLTHEA|9BPWR|aDUST
279	26111 24232	 * 	180.45	ACR|3DMG|2VULN|2CDMG	1RCR|256DMG|37CDMG|4LIT|8DMSP|9aVULN
280	26125 11343	   	180.45	ACR|3VULN|2DMG|2CDMG	1RCR|2aDMG|39CDMG|46aVULN|5BEXP|7FEWX|8aTLV|aBPWR
281	26111 21521	   	180.35	ACR|3DMG|1AART|1VULN|1CDMG	1RCR|256DMG|3CDMG|4LIT|7CGEN|8BEXP|9AART|aVULN
282	26136 31112	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7FEWX|89VULN|aBEXP
283	26136 31113	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7FEWX|89VULN|aRPLT
284	26136 31115	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7aFEWX|89VULN
285	26136 31116	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7FEWX|89VULN|aCGEN
286	26136 31162	   	180.35	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1RCR|2aDMG|34CDMG|5AART|6ASPD|7FEWX|8VULN|9BEXP
287	26136 31632	   	180.35	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1RCR|29DMG|34CDMG|5AART|6ASPD|7FEWX|8LIT|aVULN
288	26136 33112	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7LWND|89VULN|aBEXP
289	26136 33113	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7LWND|89VULN|aRPLT
290	26136 33115	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7LWND|89VULN|aFEWX
291	26136 33116	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7LWND|89VULN|aLHND
292	26116 62132	   	180.35	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|26DMG|3aCDMG|4LIT|5AART|7VULN|8BEXP|9DUR
293	26116 62332	   	180.35	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|26DMG|3aCDMG|4LIT|5AART|7VULN|8FEWX|9DUR
294	26116 52332	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2DMG|3aCDMG|4LIT|5AART|6BEXP|7DUR|89VULN
295	26122 11343	   	180.35	ACR|3VULN|2DMG|2CDMG	1RCR|2aDMG|39CDMG|46aVULN|5DUST|7FEWX|8aTLV|aBPWR
296	26122 41343	   	180.35	ACR|3VULN|2DMG|2CDMG	1RCR|2aDMG|39CDMG|47aVULN|5DUST|6BEXP|8aTLV|aBPWR
297	22214 23585	   	180.30	ACR|3DMG|2VULN|2FLTHEA|1SELL	1RCR|29LIT|3MBVNT|47VULN|569DMG|89FLTHEA|9BPWR|aSELL
298	22215 43262	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2LIT|3MBVNT|457VULN|6DMG|8RPLT|9AART|aCDMG
299	26136 31111	   	180.25	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7FEWX|89VULN|aERES
300	26136 33111	   	180.25	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMG|34CDMG|5AART|6ASPD|7LWND|89VULN|aERES
301	26116 12332	   	180.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2DMG|3aCDMG|4LIT|5AART|6DUST|7DUR|89VULN
302	26342 23423	   	180.20	ACR|4VULN|1AART|1DMG	1RCR|2DMG|3FEWX|4BEXP|5679VULN|8RMIN|aAART
303	26342 23513	   	180.20	ACR|4VULN|1AART|1DMG	1RCR|2DMG|3FEWX|4BEXP|5679VULN|8LWND|aAART
304	25124 13335	   	180.15	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1RCR|27ASPD|3CDMG|46VULN|5LWND|8RCVC|9AART|aDMG
305	33244 43224	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BELT|2RCR|3DUR|4DMG|5aVULN|6MBVNT|7ZMB|8CDMG|9AART
306	26562 33123	   	180.13	ACR|4VULN|1DMG|2DUR|1ZMB	1RCR|2DMG|3LEGI|4579VULN|6aDUR|8ZMB
307	22633 35325	   	180.13	ACR|2DMG|1AART|1VULN|1FLTHEA|2DUR	1RCR|238LIT|38BPWR|4AART|5FLTHEA|68DMG|78DUR|9RMIN|aVULN
308	25126 13335	   	180.05	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1RCR|27ASPD|3CDMG|46VULN|5LEGI|8RCVC|9AART|aDMG
309	22114 42135	   	180.03	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|28LIT|3DUR|459VULN|6AART|7ZMB|aCDMG
310	24136 63111	   	180.00	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2ZMB|34CDMG|5AART|6BEXP|7CGEN|89aVULN
311	24136 13111	   	179.90	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2ZMB|34CDMG|5AART|6DUST|7CGEN|89aVULN
312	24136 53111	   	179.90	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2ZMB|34CDMG|5AART|6LEGI|7CGEN|89aVULN
313	26121 26251	   	179.78	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB	1RCR|2DMG|3CDMG|49aVULN|5LIT|68DUR|7ZMB
314	33242 56133	 * 	179.75	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1BELT|2RCR|3DUR|4DMG|5CDMG|67AART|8aZMB|9VULN
315	26123 11251	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|469VULN|5LHND|7BEXP|8RMIN|aAART
316	26123 23425	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|479VULN|58LHND|6RPLT|aAART
317	26124 11251	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|469VULN|5LWND|7BEXP|8RMIN|aAART
318	26124 23613	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|479VULN|5LWND|6RPLT|8RMIN|aAART
319	26125 22613	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|489VULN|5BEXP|6RPLT|7CGEN|aAART
320	26125 23123	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|479VULN|58BEXP|6RPLT|aAART
321	26125 23213	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|479VULN|5BEXP|6RPLT|8RMIN|aAART
322	26143 11251	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|4BEXP|5LHND|679VULN|8RMIN|aAART
323	22114 41332	   	179.75	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2LIT|3DUR|45VULN|6AART|7FEWX|8aCDMG|9DMG
324	26122 23435	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|479VULN|5DUST|6RPLT|8LHND|aAART
325	26123 11351	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|469VULN|5LHND|7BEXP|8TLV|aAART
326	26123 11651	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DMG|3CDMG|469VULN|5LHND|7BEXP|8ERES|aAART
