0	Index      	 *	Score 	Summary	Detail	
1	15236 41122	 * 	187.88	DCR|4VULN|1AART|2CDMG|1ZMB	1aLWND|2ZMB|3AART|458aVULN|6aCDMG|7RCR|9BELT|aBPWR
165	53265 11322	   	164.98	DCR|3VULN|1AART|1DMG	1LHND|2DUST|3AART|479VULN|5BEXP|6RCR|8FEWX|aDMG
166	54213 11352	   	164.98	DCR|3VULN|1AART|1DMG	1LHND|2BEXP|3AART|4LEGI|579VULN|6RCR|8FEWX|aDMG
167	54263 11322	   	164.98	DCR|3VULN|1AART|1DMG	1LHND|2BEXP|3AART|479VULN|5DUST|6RCR|8FEWX|aDMG
168	15223 41122	 * 	164.88	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|1DUR	1LWND|25ZMB|3AART|4LHND|6CDMG|7RCR|8VULN|9DUR|aDMG
169	15223 41251	   	164.88	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|1ASPD	1LWND|25ZMB|3AART|4LHND|6CDMG|7RCR|8DMG|9VULN|aASPD
170	15243 41122	   	164.88	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1LWND|25ZMB|3AART|4FEWX|6CDMG|7RCR|8VULN|9DUR|aDMG
171	13213 11313	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|4LEGI|57aVULN|6RCR|8DMG|9BELT
172	13213 11342	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|4LEGI|57aVULN|6RCR|8DMG|9LHND
173	13213 11351	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|4LEGI|579VULN|6RCR|8DMG|aDMSP
174	13213 11353	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|4LEGI|579VULN|6RCR|8DMG|aRCVC
175	13213 11354	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|4LEGI|579VULN|6RCR|8DMG|aMLV
176	13213 11355	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|4LEGI|579VULN|6RCR|8DMG|aLHND
177	13213 11652	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|4LEGI|579VULN|6RCR|8BEXP|aDMG
178	13265 11351	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|479VULN|5BEXP|6RCR|8DMG|aLEGI
179	14213 11252	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|4LEGI|579VULN|6RCR|8DUST|aDMG
180	14213 11322	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|4LEGI|57aVULN|6RCR|8DMG|9DUST
181	14263 11351	   	164.88	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|479VULN|5DUST|6RCR|8DMG|aLEGI
182	53213 11652	   	164.88	DCR|3VULN|1AART|1DMG	1LHND|2DUST|3AART|4LEGI|579VULN|6RCR|8BEXP|aDMG
183	53265 11222	   	164.88	DCR|3VULN|1AART|1DMG	1LHND|2DUST|3AART|479VULN|5BEXP|6RCR|8MBVNT|aDMG
184	54213 11262	   	164.88	DCR|3VULN|1AART|1DMG	1LHND|2BEXP|3AART|4LEGI|579VULN|6RCR|8MBVNT|aDMG
185	54263 11222	   	164.88	DCR|3VULN|1AART|1DMG	1LHND|2BEXP|3AART|479VULN|5DUST|6RCR|8MBVNT|aDMG
186	15263 31314	   	164.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LWND|2ZMB|3AART|46CDMG|5aVULN|7RCR|8DUR|9RMIN
187	15263 31114	   	164.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9RPLT|aDUR
188	15263 31123	   	164.87	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9BELT|aASPD
189	15263 31125	   	164.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9BELT|aDUR
190	15263 31161	   	164.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LWND|2ZMB|3AART|46CDMG|58VULN|7RCR|9FEWX|aDUR
191	15214 41132	   	164.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	14LWND|2ZMB|3AART|5DUR|69CDMG|7RCR|8aVULN
192	15236 21152	   	164.82	DCR|3VULN|2AART|1ZMB|1SELL	1LWND|2ZMB|3aAART|458VULN|6SELL|7RCR|9CGEN
193	15236 62221	   	164.77	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|2ZMB|3AART|457VULN|6MBVNT|8RCR|9LIT|aCDMG
194	15236 41333	   	164.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LWND|2ZMB|3AART|45VULN|69CDMG|7RCR|8DUR|aERES
195	21741 82116	   	164.75	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|2MBVNT|35VULN|4DUR|6AART|7CANSTR|8aDMG|9RCR
196	15236 21211	   	164.72	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8DMG|9CGEN|aDUR
197	15236 21231	   	164.72	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8DMG|9LHND|aASPD
198	15236 21236	   	164.72	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8DMG|9LHND|aDUR
199	15236 21252	   	164.72	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8DMG|9DUR|aLIT
200	15236 21221	   	164.62	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8DMG|9ERES|aDUR
201	15236 21253	   	164.62	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8DMG|9DUR|aERES
202	15236 21331	   	164.62	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8DUR|9aCDMG
203	15262 33513	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3AART|4CDMG|5LIT|69VULN|7TLV|8DMG|aRCR
204	15263 31522	   	164.17	DCR|2VULN|1AART|3CDMG|1ZMB	1aLWND|2ZMB|3AART|46aCDMG|5aVULN|7RCR|8RCVC|9BELT|aBPWR
205	15531 11231	   	164.00	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1LWND|2ZMB|38DMG|4CDMG|5aVULN|6DMSP|7DUR|9RCR
206	55531 11231	   	164.00	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1LHND|2ZMB|38DMG|4CDMG|5aVULN|6DMSP|7DUR|9RCR
207	14516 11333	   	163.88	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|37aVULN|4FEWX|5AART|6RCR|8DMG|9LIT
208	15214 41122	   	163.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	14LWND|2ZMB|3AART|59DUR|6CDMG|7RCR|8aVULN
209	13516 11333	   	163.78	DCR|3VULN|1AART|1DMG	1LWND|2DUST|37aVULN|4FEWX|5AART|6RCR|8DMG|9LIT
210	13516 11342	   	163.78	DCR|3VULN|1AART|1DMG	1LWND|2DUST|37aVULN|4FEWX|5AART|6RCR|8DMG|9LHND
211	13516 11352	   	163.78	DCR|3VULN|1AART|1DMG	1LWND|2DUST|379VULN|4FEWX|5AART|6RCR|8DMG|aCGEN
212	13516 11353	   	163.78	DCR|3VULN|1AART|1DMG	1LWND|2DUST|379VULN|4aFEWX|5AART|6RCR|8DMG
213	14526 11333	   	163.78	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|37aVULN|4DUST|5AART|6RCR|8DMG|9LIT
214	14516 11222	   	163.78	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|379VULN|4FEWX|5AART|6RCR|8DUST|aDMG
215	13516 11622	   	163.78	DCR|3VULN|1AART|1DMG	1LWND|2DUST|379VULN|4FEWX|5AART|6RCR|8BEXP|aDMG
216	15236 41323	   	163.75	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|89DUR|aERES
217	21313 67332	   	163.72	DCR|3VULN|3DMG	1RCVC|2MBVNT|3RPLT|467DMG|578VULN|7BPWR|9RCR|aFEWX
218	21313 67333	   	163.72	DCR|3VULN|3DMG	1RCVC|2MBVNT|3RPLT|467DMG|578VULN|7BPWR|9RCR|aBEXP
219	21313 67335	   	163.72	DCR|3VULN|3DMG	1RCVC|2MBVNT|3aRPLT|467DMG|578VULN|7BPWR|9RCR
220	13516 11351	   	163.68	DCR|3VULN|1AART|1DMG	1LWND|2DUST|379VULN|4FEWX|5AART|6RCR|8DMG|aLEGI
221	53516 11222	   	163.68	DCR|3VULN|1AART|1DMG	1LHND|2DUST|379VULN|4FEWX|5AART|6RCR|8MBVNT|aDMG
222	33142 16211	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2ERES|3MLV|46DMG|5AART|7RCR|8ZMB|9DUR|aVULN
223	33142 16222	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2ERES|3MLV|46DMG|5AART|7RCR|8ZMB|9VULN|aASPD
224	21313 67337	   	163.62	DCR|3VULN|3DMG	1RCVC|2MBVNT|3RPLT|467DMG|578VULN|7BPWR|9RCR|aDUST
225	15236 21333	   	163.60	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8aDUR|9CDMG
226	15521 51121	   	163.52	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1LWND|2ZMB|39DMG|4CGEN|5AART|6SELL|7RCR|8VULN|aDUR
227	54223 11242	 * 	163.50	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1LHND|2BEXP|3AART|4DUR|57VULN|6RCR|8MBVNT|9FLTHEA|aCDMG
228	54223 11352	   	163.40	DCR|3VULN|2AART|1DUR	1LHND|2BEXP|3aAART|4DUR|579VULN|6RCR|8FEWX
229	53223 11242	   	163.40	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1LHND|2DUST|3AART|4DUR|57VULN|6RCR|8MBVNT|9FLTHEA|aCDMG
230	21318 34282	   	163.39	DCR|2DMG|1AART|1VULN|2CDMG	1RCVC|2MBVNT|3RPLT|47DMG|5AART|67CDMG|7BPWR|8RCR|9VULN|aCGEN
231	21318 34284	   	163.39	DCR|2DMG|1AART|1VULN|2CDMG	1RCVC|2MBVNT|3RPLT|47DMG|5AART|67CDMG|7BPWR|8RCR|9VULN|aBELT
232	21318 34286	   	163.39	DCR|2DMG|1AART|1VULN|2CDMG	1RCVC|2MBVNT|3RPLT|47DMG|5AART|67CDMG|7BPWR|8RCR|9VULN|aLHND
233	21318 34287	   	163.39	DCR|2DMG|1AART|1VULN|2CDMG	1RCVC|2MBVNT|3RPLT|47DMG|5AART|67CDMG|7BPWR|8RCR|9VULN|aFEWX
234	13223 11652	   	163.30	DCR|3VULN|2AART|1DUR	1LWND|2DUST|3aAART|4DUR|579VULN|6RCR|8BEXP
235	14223 11252	   	163.30	DCR|3VULN|2AART|1DUR	1LWND|2BEXP|3aAART|4DUR|579VULN|6RCR|8DUST
236	53223 11652	   	163.30	DCR|3VULN|2AART|1DUR	1LHND|2DUST|3aAART|4DUR|579VULN|6RCR|8BEXP
237	54223 11262	   	163.30	DCR|3VULN|2AART|1DUR	1LHND|2BEXP|3aAART|4DUR|579VULN|6RCR|8MBVNT
238	23423 26226	   	163.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|2CDMG|3DMSP|4VULN|5AART|67DMG|8ZMB|9CGEN|aRCR
239	33142 16121	   	163.21	DCR|2VULN|2DMG|1AART	1CGEN|2ERES|3MLV|46DMG|5AART|7RCR|8TLV|9aVULN
240	13242 36152	 * 	163.21	DCR|2AART|2VULN|1CDMG|1FLTHEA	1LWND|2DUST|34AART|5CDMG|69VULN|7FLTHEA|8RCR|aRPLT
241	13242 36153	   	163.21	DCR|2AART|2VULN|1CDMG|1FLTHEA	1LWND|2DUST|34AART|5CDMG|69VULN|7FLTHEA|8RCR|aMLV
242	13223 11336	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	19LWND|2DUST|3AART|4DUR|57VULN|6RCR|8DMG|aASPD
243	13223 16356	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	17LWND|2DUST|3AART|4DUR|59VULN|6RCR|8DMG|aASPD
244	13265 11321	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2DUST|3AART|47VULN|5BEXP|6RCR|8DMG|9ASPD|aDUR
245	14263 11321	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2BEXP|3AART|47VULN|5DUST|6RCR|8DMG|9ASPD|aDUR
246	13242 36151	   	163.11	DCR|2AART|2VULN|1CDMG|1FLTHEA	1LWND|2aDUST|34AART|5CDMG|69VULN|7FLTHEA|8RCR
247	13223 11326	   	163.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|29DUST|3AART|4DUR|57VULN|6RCR|8DMG|aASPD
248	15235 22241	   	163.09	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2ZMB|3AART|47VULN|5ASPD|6MLV|8RCR|9CDMG|aDUR
249	15235 12241	   	162.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2ZMB|3AART|47VULN|5ASPD|6TLV|8RCR|9CDMG|aDUR
250	15236 31241	   	162.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2ZMB|3AART|45VULN|6ASPD|7ERES|8RCR|9CDMG|aDUR
251	13265 11362	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|3AART|47VULN|5BEXP|6RCR|8DMG|9CDMG|aLHND
252	13265 11363	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|3AART|47VULN|5BEXP|6RCR|8DMG|9CDMG|aCGEN
253	14213 11314	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3AART|4LEGI|57VULN|6RCR|8DMG|9BELT|aCDMG
254	14213 11365	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2aBEXP|3AART|4LEGI|57VULN|6RCR|8DMG|9CDMG
255	14213 11366	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3AART|4LEGI|57VULN|6RCR|8DMG|9CDMG|aCGEN
256	14263 11362	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3AART|47VULN|5DUST|6RCR|8DMG|9CDMG|aLHND
257	14263 11363	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3AART|47VULN|5DUST|6RCR|8DMG|9CDMG|aCGEN
258	53213 16513	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	18LHND|28DUST|3AART|4LEGI|58VULN|6RCR|7RPLT|8BPWR|9DMG|aCDMG
259	13213 11314	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|3AART|4LEGI|57VULN|6RCR|8DMG|9BELT|aCDMG
260	13213 11362	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|3AART|4LEGI|57VULN|6RCR|8DMG|9CDMG|aLHND
261	13213 11363	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|3AART|4LEGI|57VULN|6RCR|8DMG|9CDMG|aCGEN
262	13213 11365	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|3AART|4LEGI|57VULN|6RCR|8DMG|9CDMG|aBEXP
263	13265 11323	 * 	162.88	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|2DUST|3AART|47VULN|5BEXP|6RCR|8DMG|9aASPD
264	13265 11361	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2aDUST|3AART|47VULN|5BEXP|6RCR|8DMG|9CDMG
265	14213 11361	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3AART|4LEGI|57VULN|6RCR|8DMG|9CDMG|aDUST
266	14213 11362	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3AART|4LEGI|57VULN|6RCR|8DMG|9CDMG|aNUKE
267	14213 11363	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3AART|4LEGI|57VULN|6RCR|8DMG|9CDMG|aERES
268	14213 12452	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3AART|4LEGI|59VULN|6RCR|7TLV|8CDMG|aDMG
269	14263 11323	   	162.88	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|2BEXP|3AART|47VULN|5DUST|6RCR|8DMG|9aASPD
270	14263 11361	   	162.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2BEXP|3AART|47VULN|5aDUST|6RCR|8DMG|9CDMG
271	21741 82112	   	162.82	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|35aVULN|4DUR|6AART|7CANSTR|8DMG|9RCR
272	15262 35113	   	162.80	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1LWND|2ZMB|38AART|4CDMG|5LIT|69VULN|7DUR|aRCR
273	13213 11361	   	162.78	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2aDUST|3AART|4LEGI|57VULN|6RCR|8DMG|9CDMG
274	13213 11364	   	162.78	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|3AART|4LEGI|57VULN|6RCR|8DMG|9CDMG|aERES
275	11153 42772	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2RPLT|36VULN|4MBVNT|5ASPD|7AART|8RCR|9CDMG|aDMG
276	15235 22232	   	162.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|47VULN|5ASPD|6aMLV|8RCR|9DMG
277	15235 22233	   	162.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|47VULN|5ASPD|6MLV|8RCR|9DMG|aLHND
278	15235 22236	   	162.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|47VULN|5ASPD|6MLV|8RCR|9DMG|aFEWX
279	15236 34232	   	162.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|45VULN|6ASPD|7CGEN|8RCR|9DMG|aMLV
280	15235 12232	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|47VULN|5ASPD|6TLV|8RCR|9DMG|aMLV
281	15235 12235	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|47VULN|5ASPD|6TLV|8RCR|9DMG|aLHND
282	15235 12236	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|47VULN|5ASPD|6TLV|8RCR|9DMG|aFEWX
283	15236 31232	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|45VULN|6ASPD|7ERES|8RCR|9DMG|aMLV
284	15236 31235	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|45VULN|6ASPD|7ERES|8RCR|9DMG|aLHND
285	15236 31236	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|45VULN|6ASPD|7ERES|8RCR|9DMG|aFEWX
286	14222 13133	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2BEXP|3AART|4DUR|5AIRHEA|6DMG|7ZMB|8RCR|9aVULN
287	13222 13133	   	162.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2DUST|3AART|4DUR|5AIRHEA|6DMG|7ZMB|8RCR|9aVULN
288	15363 11251	 * 	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1LWND|2ZMB|36LHND|4RCR|58DMG|7CDMG|9aVULN
289	15363 21251	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1LWND|2ZMB|3LHND|4RCR|58DMG|6DMSP|7CDMG|9aVULN
290	15534 33213	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|2ZMB|39aDMG|4CDMG|5MBVNT|6RCR|7FEWX|8VULN
291	14516 11321	   	162.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2BEXP|37VULN|4FEWX|5AART|6RCR|8DMG|9ASPD|aDUR
292	15146 32131	   	162.07	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	13LWND|2ZMB|4DMG|56aVULN|7DUR|8CDMG|9RCR
293	15516 32131	   	162.07	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2ZMB|3DMG|4RCVC|56aVULN|7DUR|8CDMG|9RCR
294	55532 22331	   	162.07	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2ZMB|3DMG|4CDMG|5ASPD|68aVULN|7CGEN|9RCR
295	13516 11321	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2DUST|37VULN|4FEWX|5AART|6RCR|8DMG|9ASPD|aDUR
296	14526 11321	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2BEXP|37VULN|4DUST|5AART|6RCR|8DMG|9ASPD|aDUR
297	21721 51182	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	1RCVC|2MBVNT|38aVULN|4CGEN|5AART|6CDMG|7RCR|9DUR
298	15521 21261	 * 	161.86	DCR|2AART|2DMG|1CDMG|1ZMB	1aLWND|2ZMB|38DMG|4CGEN|59AART|6CDMG|7RCR
299	15521 21262	   	161.86	DCR|2AART|2DMG|1CDMG|1ZMB	1LWND|2ZMB|38DMG|4CGEN|59AART|6CDMG|7RCR|aLIT
300	21724 35131	   	161.81	DCR|3VULN|2DMG|1CDMG	1RCVC|2MBVNT|37aVULN|4CGEN|57LWND|67DMG|7BPWR|8CDMG|9RCR
301	21784 35131	   	161.81	DCR|3VULN|2DMG|1CDMG	1RCVC|2MBVNT|37aVULN|4LHND|57CGEN|67DMG|7BPWR|8CDMG|9RCR
302	13516 11362	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|37VULN|4FEWX|5AART|6RCR|8DMG|9CDMG|aLHND
303	13516 11363	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|37VULN|4FEWX|5AART|6RCR|8DMG|9CDMG|aCGEN
304	14516 11323	   	161.78	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|2BEXP|37VULN|4FEWX|5AART|6RCR|8DMG|9aASPD
305	13554 12233	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1LWND|2DUST|34VULN|5CDMG|6DMSP|7RCR|89DMG|aZMB
306	15521 21263	   	161.76	DCR|2AART|2DMG|1CDMG|1ZMB	1LWND|2ZMB|38DMG|4CGEN|59AART|6CDMG|7RCR|aERES
307	53223 16511	   	161.76	DCR|2VULN|1AART|1DMG|2DUR	18LHND|2DUST|3AART|48DUR|58VULN|6RCR|7RPLT|8BPWR|9DMG|aRCVC
308	53223 16512	   	161.76	DCR|2VULN|1AART|1DMG|2DUR	18aLHND|2DUST|3AART|48DUR|58VULN|6RCR|7RPLT|8BPWR|9DMG
309	23421 21513	   	161.72	DCR|3VULN|1AART|2CDMG|1DUR	1RCVC|2aCDMG|3DMSP|467VULN|5DUR|8AART|9RCR
310	21313 67634	   	161.71	DCR|3DMG|2VULN|1CDMG	1RCVC|2MBVNT|3RPLT|467DMG|57VULN|7BPWR|8DMSP|9RCR|aCDMG
311	21318 34235	 * 	161.71	DCR|2AART|2DMG|2CDMG|1DUR	1RCVC|2MBVNT|3RPLT|47DMG|5aAART|67CDMG|7BPWR|8RCR|9DUR
312	13516 11323	   	161.68	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|2DUST|37VULN|4FEWX|5AART|6RCR|8DMG|9aASPD
313	13516 11361	   	161.68	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2aDUST|37VULN|4FEWX|5AART|6RCR|8DMG|9CDMG
314	14526 11323	   	161.68	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|2BEXP|37VULN|4DUST|5AART|6RCR|8DMG|9aASPD
315	14223 11316	   	161.66	DCR|2VULN|1AART|1DMG|2DUR	1LWND|2BEXP|3AART|4aDUR|57VULN|6RCR|8DMG|9BELT
316	14223 11331	   	161.66	DCR|2VULN|1AART|1DMG|2DUR	1LWND|2BEXP|3AART|4aDUR|57VULN|6RCR|8DMG|9CGEN
317	14223 11346	   	161.66	DCR|2VULN|1AART|1DMG|2DUR	1LWND|2BEXP|3AART|4aDUR|57VULN|6RCR|8DMG|9LHND
318	15223 21254	   	161.64	DCR|2VULN|1AART|1DMG|2ZMB|1SELL	1LWND|25ZMB|3AART|4LHND|6SELL|7RCR|8DMG|9aVULN
319	23422 26313	   	161.62	DCR|3VULN|3CDMG|1AART	1RCVC|28aCDMG|3DMSP|468VULN|58FEWX|7AART|8BPWR|9RCR
320	13223 11346	   	161.56	DCR|2VULN|1AART|1DMG|2DUR	1LWND|2DUST|3AART|4aDUR|57VULN|6RCR|8DMG|9LHND
321	21518 35134	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|37ERES|4DUR|57DMG|67VULN|7BPWR|8CDMG|9ZMB|aRCR
322	21518 35334	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|37ERES|4DUR|57DMG|67VULN|7BPWR|8ZMB|9CDMG|aRCR
323	53223 11228	   	161.46	DCR|2VULN|1AART|1DMG|2DUR	1LHND|2DUST|3AART|49DUR|57VULN|6RCR|8MBVNT|aDMG
324	23426 26313	   	161.42	DCR|3VULN|3CDMG|1AART	1RCVC|28aCDMG|3DMSP|468VULN|58DUST|7AART|8BPWR|9RCR
325	54223 11234	   	161.30	DCR|2AART|2VULN|1CDMG|1DUR	1LHND|2BEXP|3aAART|4DUR|57VULN|6RCR|8MBVNT|9CDMG
326	54223 11283	   	161.30	DCR|2AART|2VULN|1CDMG|1DUR	1LHND|2BEXP|39AART|4DUR|57VULN|6RCR|8MBVNT|aCDMG
327	54223 16243	   	161.30	DCR|2AART|2VULN|1FLTHEA|1DUR	1LHND|2BEXP|37AART|4DUR|5aVULN|6RCR|8MBVNT|9FLTHEA
328	11135 43352	   	161.22	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2RPLT|347VULN|5AART|6DUR|8DMG|9LIT|aRCR
329	53223 11234	   	161.20	DCR|2AART|2VULN|1CDMG|1DUR	1LHND|2DUST|3aAART|4DUR|57VULN|6RCR|8MBVNT|9CDMG
330	15214 41212	   	161.03	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	14LWND|2ZMB|3AART|5DUR|6CDMG|7RCR|8DMG|9CGEN|aVULN
