0	Index      	 *	Score 	Summary	Detail	
1	26532 23126	 * 	197.24	DCR|3DMG|2VULN|1AART|1DUR|1ASPD	19LIT|2AART|3DUR|49VULN|5DUST|6RCR|7ASPD|89aDMG|9BPWR
169	26132 52236	   	170.40	ACR|2AART|2VULN|1DMG|1CDMG|1SELL	1LIT|2aAART|34VULN|5RCR|6DMG|7SELL|8CDMG|9TLV
170	26133 53263	   	170.22	DCR|3VULN|1AART|1DMG|1ASPD	159LIT|2AART|346VULN|7RCR|8ASPD|aDMG
171	26132 21361	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2AART|34VULN|5RCR|6RMIN|7DMG|8ERES|9CDMG|aZMB
172	26132 55231	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19LIT|2AART|34VULN|5RCR|6DMG|7DUST|8CDMG|aZMB
173	26132 51121	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|34VULN|5RCR|67DMG|8RMIN|9LWND|aDUR
174	26132 51141	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|34VULN|5RCR|67DMG|8RMIN|9BEXP|aDUR
175	26132 51161	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|34VULN|5RCR|67DMG|8RMIN|9ASPD|aRCVC
176	26132 51162	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|34VULN|5RCR|67DMG|8RMIN|9ASPD|aLHND
177	26132 51163	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|34VULN|5RCR|67DMG|8RMIN|9ASPD|aBEXP
178	26132 51241	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|34VULN|5RCR|67DMG|8CGEN|9BEXP|aDUR
179	26132 51261	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|34VULN|5RCR|67DMG|8CGEN|9ASPD|aRCVC
180	26132 51262	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|34VULN|5RCR|67DMG|8CGEN|9ASPD|aLHND
181	26132 51263	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|34VULN|5RCR|67DMG|8CGEN|9ASPD|aBEXP
182	26132 51341	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|34VULN|5RCR|67DMG|8MLV|9BEXP|aDUR
183	26132 51361	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|34VULN|5RCR|67DMG|8MLV|9ASPD|aRCVC
184	26132 51362	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|34VULN|5RCR|67DMG|8MLV|9ASPD|aLHND
185	26132 51363	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|34VULN|5RCR|67DMG|8MLV|9ASPD|aBEXP
186	26122 11336	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|389VULN|4BEXP|5DUST|6DUR|7RCR|aDMG
187	26532 31336	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|3DUR|489VULN|5DUST|6BEXP|7RCR|aDMG
188	42322 35331	   	170.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CDMG|3ZMB|47VULN|5AART|6DUR|8LIT|9DMG|aRCR
189	61313 61274	   	170.11	DCR|3VULN|1AART|1DMG|2DUR	13DUR|235VULN|3BPWR|49FEWX|6MBVNT|7AART|8RCR|aDMG
190	26132 53361	   	170.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2AART|34VULN|5RCR|6DMG|7TLV|8ERES|9CDMG|aZMB
191	26132 51131	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|34VULN|5RCR|67DMG|8RMIN|9MBVNT|aDUR
192	26132 51231	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|34VULN|5RCR|67DMG|8CGEN|9MBVNT|aDUR
193	26132 51331	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|34VULN|5RCR|67DMG|8MLV|9MBVNT|aDUR
194	26132 55122	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|34VULN|5RCR|69DMG|7DUST|8RPLT|aDUR
195	26132 51511	   	169.97	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|34VULN|5RCR|67DMG|8DUST|9TLV|aDUR
196	26132 52111	   	169.93	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1LIT|2AART|34VULN|5RCR|68DMG|7SELL|9RPLT|aDUR
197	11263 22614	   	169.88	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1FEWX|29VULN|3BEXP|4FLTHEA|5ZMB|6RCR|7DMG|8LIT|aAART
198	11663 23215	   	169.88	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1FEWX|28VULN|3LHND|4FLTHEA|5ZMB|6RCR|7BEXP|9DMG|aAART
199	26132 52142	   	169.83	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1LIT|2AART|34VULN|5RCR|68DMG|7SELL|9DUR|aDUST
200	26132 52212	   	169.81	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|2SELL	1LIT|2AART|34VULN|5RCR|6DMG|79SELL|8CDMG|aZMB
201	26134 13331	   	169.53	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|2AART|346VULN|5CDMG|7LEGI|8MBVNT|9DMG|aRCR
202	26134 16331	   	169.53	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|2AART|346VULN|5CDMG|7DUST|8MBVNT|9DMG|aRCR
203	11263 23534	 * 	169.52	DCR|3VULN|1AART|2ZMB|1FLTHEA	18FEWX|289VULN|37BEXP|4FLTHEA|58ZMB|6RCR|8BPWR|aAART
204	11312 53531	   	169.47	DCR|4VULN|2DMG	13FEWX|235aVULN|3BPWR|4BELT|6RCR|78DMG|9LWND
205	61312 61262	   	169.41	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	13DUR|23VULN|3BPWR|49FEWX|5aZMB|6DMG|7AART|8RCR
206	61312 61222	 * 	169.38	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	139DUR|23VULN|3BPWR|4FEWX|5ZMB|6DMG|7AART|8RCR|aDMSP
207	61312 61223	   	169.38	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	139DUR|23VULN|3BPWR|4FEWX|5ZMB|6DMG|7AART|8RCR|aRCVC
208	61312 61225	   	169.38	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	139DUR|23VULN|3BPWR|4FEWX|5ZMB|6DMG|7AART|8RCR|aBEXP
209	61312 61226	   	169.38	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	139DUR|23VULN|3BPWR|4FEWX|5ZMB|6DMG|7AART|8RCR|aCGEN
210	61312 61224	   	169.28	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	139DUR|23VULN|3BPWR|4FEWX|5ZMB|6DMG|7AART|8RCR|aERES
211	61663 23212	 * 	169.27	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|28aVULN|3LHND|4FLTHEA|5ZMB|6RCR|7BEXP|9DMG
212	26123 23615	   	169.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1LIT|2AART|38VULN|4BEXP|59DUR|6RCR|7ASPD|aDMG
213	61263 24212	   	169.17	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|28aVULN|3BEXP|4FLTHEA|5ZMB|6RCR|7DUST|9DMG
214	61263 25212	   	169.17	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|28aVULN|3BEXP|4FLTHEA|5ZMB|6RCR|7MBVNT|9DMG
215	61263 26212	   	169.17	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|28aVULN|3BEXP|4FLTHEA|5ZMB|6RCR|7LEGI|9DMG
216	61312 61221	   	169.13	DCR|2VULN|1AART|1DMG|3DUR|1ZMB|1SELL	139DUR|23VULN|3BPWR|4FEWX|5ZMB|6DMG|7AART|8RCR|aSELL
217	11312 53514	   	169.01	DCR|3VULN|2DMG|1CDMG	13FEWX|235VULN|3BPWR|4BELT|6RCR|78DMG|9CDMG|aRPLT
218	11312 53516	   	169.01	DCR|3VULN|2DMG|1CDMG	13FEWX|235VULN|3BPWR|4BELT|6RCR|78DMG|9CDMG|aLIT
219	11312 53533	   	169.01	DCR|3VULN|2DMG|1CDMG	13FEWX|235VULN|3BPWR|4BELT|6RCR|78DMG|9LWND|aCDMG
220	11312 53515	   	168.91	DCR|3VULN|2DMG|1CDMG	13FEWX|235VULN|3BPWR|4BELT|6RCR|78DMG|9CDMG|aSNIHEL
221	26123 23346	   	168.77	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LIT|28AART|3VULN|4BEXP|5DUR|6RCR|7ASPD|9ZMB|aDMG
222	26132 11561	   	168.62	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1LIT|27AART|34VULN|5RCR|6FEWX|8ASPD|9CDMG|aZMB
223	11343 11243	   	168.46	DCR|3VULN|3DMG|1ASPD	135FEWX|237VULN|37BPWR|4RPLT|678DMG|9ASPD|aRCR
224	26126 21222	   	168.41	DCR|2AART|2VULN|1DMG|1ASPD	1LIT|27AART|35VULN|4BEXP|6RCR|8ASPD|9DMG|aRPLT
225	26126 21223	   	168.41	DCR|2AART|2VULN|1DMG|1ASPD	1LIT|27AART|35VULN|4BEXP|6RCR|8ASPD|9DMG|aBELT
226	26126 21224	   	168.41	DCR|2AART|2VULN|1DMG|1ASPD	1LIT|27AART|35VULN|4BEXP|6RCR|8ASPD|9DMG|aLHND
227	26126 21225	   	168.41	DCR|2AART|2VULN|1DMG|1ASPD	1LIT|27AART|35VULN|4aBEXP|6RCR|8ASPD|9DMG
228	26126 21226	   	168.41	DCR|2AART|2VULN|1DMG|1ASPD	1LIT|27AART|35VULN|4BEXP|6RCR|8ASPD|9DMG|aLWND
229	26135 21116	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8BEXP|9FEWX|aDMG
230	26135 21125	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8BEXP|9RMIN|aDMG
231	26123 25321	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	19LIT|28AART|3aVULN|4BEXP|5DUR|6RCR|7DMG
232	26123 25325	   	168.41	DCR|2AART|2DMG|1VULN|1DUR	19LIT|28AART|3VULN|4BEXP|5DUR|6RCR|7aDMG
233	26123 25335	   	168.41	DCR|2AART|2DMG|1VULN|1DUR	1LIT|28AART|3VULN|4BEXP|5DUR|6RCR|7aDMG|9CGEN
234	26531 25311	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1LIT|28AART|3DUR|4aVULN|5LWND|6RCR|7DMG|9RCVC
235	26531 25321	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	19LIT|28AART|3DUR|4aVULN|5LWND|6RCR|7DMG
236	26531 25332	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1aLIT|28AART|3DUR|49VULN|5LWND|6RCR|7DMG
237	26633 25321	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	19LIT|28AART|3FEWX|4aVULN|5DUR|6RCR|7DMG
238	26532 25321	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	19LIT|28AART|3DUR|4aVULN|5DUST|6RCR|7DMG
239	26135 21135	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8BEXP|9TLV|aDMG
240	26135 21216	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8DUST|9FEWX|aDMG
241	26135 21225	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8DUST|9RMIN|aDMG
242	26135 21321	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8ERES|9DMG|aRCVC
243	26135 21322	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8ERES|9DMG|aCGEN
244	26135 21323	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8ERES|9DMG|aFEWX
245	26135 21324	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8ERES|9DMG|aLHND
246	26135 21325	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8ERES|9DMG|aBEXP
247	26536 21321	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|3DUR|45VULN|6RCR|8ERES|9DMG|aRCVC
248	26536 21322	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|3DUR|45VULN|6RCR|8ERES|9DMG|aCGEN
249	26536 21323	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|3DUR|45VULN|6RCR|8ERES|9DMG|aFEWX
250	26531 25333	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LIT|28AART|3DUR|49VULN|5LWND|6RCR|7DMG|aTLV
251	26132 16622	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|348VULN|5RCR|6FEWX|7ASPD|9DMG|aRPLT
252	26132 16623	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|348VULN|5RCR|6FEWX|7ASPD|9DMG|aBELT
253	26132 22621	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|348VULN|5RCR|6RMIN|7BEXP|9DMG|aDUR
254	26132 23621	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|348VULN|5RCR|6RMIN|7FEWX|9DMG|aDUR
255	26132 42621	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|348VULN|5RCR|6CGEN|7BEXP|9DMG|aDUR
256	26132 43621	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|348VULN|5RCR|6CGEN|7FEWX|9DMG|aDUR
257	26135 21235	   	168.21	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|34VULN|5DUR|6RCR|8DUST|9TLV|aDMG
258	61313 14161	   	168.16	DCR|4VULN|1DMG|1CDMG|2DUR	13DUR|2358VULN|3BPWR|49FEWX|6DMG|7CDMG|aRCR
259	26132 12621	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|348VULN|5RCR|6FEWX|7ERES|9DMG|aDUR
260	26132 15621	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|348VULN|5RCR|6FEWX|7NUKE|9DMG|aDUR
261	26132 21535	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|34aVULN|5RCR|6RMIN|7DMG|8ASPD|9CANSTR
262	26132 25621	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|348VULN|5RCR|6RMIN|7DUST|9DMG|aDUR
263	26132 54331	   	168.00	ACR|2AART|2VULN|1DMG|1ZMB	1LIT|29AART|34VULN|5RCR|6DMG|7ZMB|8ERES|aRCVC
264	26132 54332	   	168.00	ACR|2AART|2VULN|1DMG|1ZMB	1LIT|29AART|34VULN|5RCR|6DMG|7ZMB|8ERES|aLHND
265	26132 54333	   	168.00	ACR|2AART|2VULN|1DMG|1ZMB	1LIT|29AART|34VULN|5RCR|6DMG|7ZMB|8ERES|aBEXP
266	26132 52511	   	167.99	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1LIT|2AART|348VULN|5RCR|6DMG|7SELL|9RPLT|aDUR
267	26123 25243	   	167.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2AART|3VULN|4BEXP|5DUR|6RCR|78DMG|9ZMB|aFEWX
268	26126 26221	   	167.87	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1LIT|2AART|35VULN|4BEXP|6RCR|7ASPD|89CDMG|aZMB
269	26123 25242	   	167.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2AART|3VULN|4BEXP|5DUR|6RCR|78DMG|9ZMB|aLEGI
270	61313 31234	   	167.80	DCR|3VULN|2AART|2DUR|1ZMB	13DUR|235VULN|3BPWR|4FEWX|6BEXP|79AART|8ZMB|aRCR
271	26133 53315	   	167.77	DCR|3VULN|1AART|1CDMG|1ZMB	15LIT|2AART|346VULN|7RCR|8CDMG|9TLV|aZMB
272	26135 22231	   	167.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LIT|2AART|34VULN|5DUR|6RCR|7ERES|89CDMG|aZMB
273	26135 25231	   	167.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LIT|2AART|34VULN|5DUR|6RCR|7TLV|89CDMG|aZMB
274	26536 22231	   	167.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LIT|2AART|3DUR|45VULN|6RCR|7ERES|89CDMG|aZMB
275	61342 11243	   	167.50	DCR|3VULN|2DMG|2DUR	13DUR|238VULN|3BPWR|4RPLT|5CGEN|6RCR|7MBVNT|9aDMG
276	31312 53511	   	167.43	DCR|3VULN|3DMG|2CDMG|3MSE	13aMSE|235VULN|3aBPWR|4BELT|6RCR|78aDMG|9aCDMG
277	61341 11243	   	167.40	DCR|3VULN|2DMG|2DUR	13DUR|238VULN|3BPWR|4RPLT|5ERES|6RCR|7MBVNT|9aDMG
