0	Index      	 *	Score 	Summary	Detail	
1	31463 21353	 * 	179.97	DCR|3VULN|3DMG|1CDMG	17LHND|2CGEN|347DMG|57aVULN|6RMIN|7BPWR|8RCR|9CDMG
167	51224 53213	   	157.68	DCR|2DMG|1AART|1VULN|1CDMG	15aCGEN|2CDMG|3aDUST|4AART|6BEXP|7VULN|8RCR|9aDMG|aBPWR
168	31463 21335	   	157.60	DCR|3DMG|2VULN|1ASPD	179LHND|2CGEN|347DMG|57VULN|6RMIN|7BPWR|8RCR|aASPD
169	41221 23213	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1aMLV|2CDMG|36aDUST|4AART|5LHND|7VULN|8RCR|9aDMG|aBPWR
170	41225 23213	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1aMLV|2CDMG|36aDUST|4AART|5BEXP|7VULN|8RCR|9aDMG|aBPWR
171	51221 23213	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2CDMG|36aDUST|4AART|5LHND|7VULN|8RCR|9aDMG|aBPWR
172	12883 43342	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2MBVNT|3DMG|4LWND|5aVULN|6RMIN|7RCR|8AART|9CDMG
173	12884 13342	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2MBVNT|3DMG|4LWND|5RMIN|6aVULN|7RCR|8AART|9CDMG
174	41221 33212	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3DUST|4AART|5LHND|6RCVC|7aVULN|8RCR|9DMG
175	51221 33212	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|3DUST|4AART|5LHND|6RCVC|7aVULN|8RCR|9DMG
176	51224 53212	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	15CGEN|2CDMG|3DUST|4AART|6BEXP|7aVULN|8RCR|9DMG
177	44521 13232	   	157.54	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	14MLV|2DUR|37VULN|56DMG|8CDMG|9ASPD|aRCR
178	41221 23212	   	157.48	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|36DUST|4AART|5LHND|7aVULN|8RCR|9DMG
179	41225 23212	   	157.48	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|36DUST|4AART|5BEXP|7aVULN|8RCR|9DMG
180	51221 23212	   	157.48	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|36DUST|4AART|5LHND|7aVULN|8RCR|9DMG
181	51225 33212	   	157.48	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|3DUST|4AART|5ERES|6MLV|7aVULN|8RCR|9DMG
182	13561 22124	 * 	157.46	DCR|2DMG|1AART|1VULN|2DUR	19FEWX|23DUR|45DMG|6RCR|7LHND|8VULN|aAART
183	31463 15313	   	157.40	DCR|3DMG|2VULN|1ASPD	1aLHND|2CGEN|346DMG|59VULN|7ASPD|8RCR
184	31463 13315	   	157.40	DCR|3DMG|2VULN|1ASPD	1LHND|2CGEN|346DMG|59VULN|7RMIN|8RCR|aASPD
185	33211 45113	   	157.35	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LHND|2RCVC|3RPLT|4aDMG|5AART|6CDMG|7RCR|8DUR|9ZMB
186	31463 15312	   	157.30	DCR|3DMG|2VULN|1ASPD	1LHND|2CGEN|346DMG|59VULN|7ASPD|8RCR|aLSRHEA
187	43211 45113	   	157.25	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1MLV|2TLV|3RPLT|4aDMG|5AART|6CDMG|7RCR|8DUR|9ZMB
188	53211 45113	   	157.25	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2TLV|3RPLT|4aDMG|5AART|6CDMG|7RCR|8DUR|9ZMB
189	12483 18162	   	157.18	DCR|2VULN|1AART|1DMG|1CDMG	1aFEWX|2MBVNT|3aLIT|4DMG|5AART|6CDMG|7aVULN|8RCR|9RMIN|aBPWR
190	33126 16114	 * 	157.10	ACR|3VULN|1AART|1DMG	1LHND|2RCVC|37aVULN|4LSRICY|5RCR|6LWND|8DMG|9AART
191	41411 23213	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	1aMLV|2CDMG|3aBEXP|46DUST|5AART|7VULN|8RCR|9aDMG|aBPWR
192	41611 23213	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	1aMLV|2CDMG|3aFEWX|46DUST|5AART|7VULN|8RCR|9aDMG|aBPWR
193	51411 23213	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2CDMG|3aBEXP|46DUST|5AART|7VULN|8RCR|9aDMG|aBPWR
194	51611 23213	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2CDMG|3aFEWX|46DUST|5AART|7VULN|8RCR|9aDMG|aBPWR
195	41222 33243	 * 	157.00	DCR|2VULN|1AART|3CDMG|1DUR	1aMLV|25aCDMG|3DUST|4AART|6DUR|7aVULN|8RCR|9RMIN|aBPWR
196	41411 23212	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3BEXP|46DUST|5AART|7aVULN|8RCR|9DMG
197	41611 23212	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3FEWX|46DUST|5AART|7aVULN|8RCR|9DMG
198	51411 23212	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|3BEXP|46DUST|5AART|7aVULN|8RCR|9DMG
199	51611 23212	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|3FEWX|46DUST|5AART|7aVULN|8RCR|9DMG
200	12652 34341	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2MBVNT|3DUR|4ZMB|5CDMG|6VULN|7RCR|8BEXP|9DMG|aAART
201	12652 34643	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	18FEWX|2MBVNT|3DUR|4ZMB|5CDMG|6VULN|7RCR|9DMG|aAART
202	12531 11682	 * 	156.68	DCR|3DMG|1VULN|2ZMB|1CDMG	137FEWX|2MBVNT|47ZMB|567DMG|7BPWR|8CDMG|9VULN|aRCR
203	13241 11521	 * 	156.56	DCR|3DMG|1VULN|1CDMG|2DUR	147FEWX|27DUR|3RMIN|567DMG|7BPWR|8CDMG|9RCR|aVULN
204	13451 11521	   	156.56	DCR|3DMG|1VULN|1CDMG|2DUR	137FEWX|27DUR|4RMIN|567DMG|7BPWR|8CDMG|9RCR|aVULN
205	11163 63321	   	156.51	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1FEWX|2CGEN|3aERES|4aDMG|5VULN|6aDUR|7RCR|8ZMB|9CDMG|aBPWR
206	11413 63321	   	156.51	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1FEWX|2CGEN|3aDMG|4aERES|5VULN|6aDUR|7RCR|8ZMB|9CDMG|aBPWR
207	13563 13326	 * 	156.51	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|23DUR|4DMG|5aVULN|6LHND|7RCR|8ZMB|9CDMG
208	41214 43213	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1aMLV|2CDMG|34aDUST|5FEWX|6AART|7VULN|8RCR|9aDMG|aBPWR
209	51214 43213	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2CDMG|34aDUST|5FEWX|6AART|7VULN|8RCR|9aDMG|aBPWR
210	12143 38613	   	156.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2MBVNT|3ASPD|4BASICY|5AART|67VULN|8ZMB|9DMG|aRCR
211	41223 31162	   	156.32	ACR|2AART|2VULN|1CDMG|1DUR	1MLV|2CDMG|3DUST|48AART|5RCR|6DUR|7CGEN|9aVULN
212	41214 43212	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|34DUST|5FEWX|6AART|7aVULN|8RCR|9DMG
213	51214 43212	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|34DUST|5FEWX|6AART|7aVULN|8RCR|9DMG
214	52623 61331	 * 	156.26	DCR|2DMG|1VULN|1FLTHEA|1CDMG|1ASPD	1CGEN|2RPLT|38DMG|4ASPD|5VULN|6RCR|7LIT|9CDMG|aFLTHEA
215	41223 16132	   	156.22	ACR|2AART|2VULN|1CDMG|1DUR	1MLV|2CDMG|3DUST|49AART|5RCR|6ERES|7aVULN|8DUR
216	41223 23363	   	156.22	ACR|2AART|2VULN|1CDMG|1ASPD	1MLV|2CDMG|36DUST|48AART|5RCR|7aVULN|9ASPD
217	41223 34162	   	156.22	ACR|2AART|2VULN|1CDMG|1DUR	1MLV|2CDMG|3DUST|48AART|5RCR|6DUR|7NUKE|9aVULN
218	41223 36162	   	156.22	ACR|2AART|2VULN|1CDMG|1DUR	1MLV|2CDMG|3DUST|48AART|5RCR|6DUR|7TLV|9aVULN
219	51223 34162	   	156.22	ACR|2AART|2VULN|1CDMG|1DUR	1CGEN|2CDMG|3DUST|48AART|5RCR|6DUR|7NUKE|9aVULN
220	51223 36162	   	156.22	ACR|2AART|2VULN|1CDMG|1DUR	1CGEN|2CDMG|3DUST|48AART|5RCR|6DUR|7TLV|9aVULN
221	55523 11113	 * 	156.18	ACR|2VULN|2DMG|3DUR	127CGEN|3RCR|4ERES|57VULN|67DMG|7BPWR|89aDUR
222	41222 53361	 * 	156.04	DCR|2AART|1VULN|2CDMG|2ASPD	1MLV|25CDMG|3DUST|48AART|6RCR|7VULN|9aASPD
223	55523 11311	   	155.78	ACR|3VULN|2DMG	127CGEN|3RCR|4ERES|57aVULN|67DMG|7BPWR|8DMSP|9LWND
224	41223 43325	   	155.69	ACR|2AART|2VULN|2CDMG	1MLV|26CDMG|3DUST|48AART|5RCR|7aVULN|9RMIN
225	51223 43325	   	155.69	ACR|2AART|2VULN|2CDMG	1CGEN|26CDMG|3DUST|48AART|5RCR|7aVULN|9RMIN
226	51223 43342	   	155.69	ACR|2AART|2VULN|2CDMG	19CGEN|26CDMG|3DUST|48AART|5RCR|7aVULN
227	55523 11222	   	155.68	ACR|3VULN|2DMG	127CGEN|3RCR|4ERES|57aVULN|67DMG|7BPWR|8DUST|9LHND
228	41222 33263	   	155.63	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1MLV|25CDMG|3DUST|49AART|6DUR|7VULN|8RCR|aZMB
229	41223 11123	 * 	155.59	ACR|2AART|2DMG|2CDMG	1MLV|27CDMG|3DUST|48AART|5RCR|6ERES|9aDMG
230	41223 44123	   	155.59	ACR|2AART|2DMG|2CDMG	1MLV|26CDMG|3DUST|48AART|5RCR|7ERES|9aDMG
231	51223 11123	   	155.59	ACR|2AART|2DMG|2CDMG	1CGEN|27CDMG|3DUST|48AART|5RCR|6ERES|9aDMG
232	51223 44123	   	155.59	ACR|2AART|2DMG|2CDMG	1CGEN|26CDMG|3DUST|48AART|5RCR|7ERES|9aDMG
233	41222 51362	   	155.59	DCR|1AART|1VULN|2CDMG|2ASPD|1ZMB	1MLV|25CDMG|3DUST|4AART|6RCR|79ASPD|8ZMB|aVULN
234	41222 51363	 * 	155.59	DCR|1AART|1DMG|2CDMG|2ASPD|1ZMB	1MLV|25CDMG|3DUST|4AART|6RCR|79ASPD|8ZMB|aDMG
235	55523 11231	   	155.58	ACR|3VULN|2DMG	127CGEN|3RCR|49ERES|57aVULN|67DMG|7BPWR|8DUST
236	41222 53261	   	155.56	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|25CDMG|3DUST|4AART|6RCR|79VULN|8RMIN|aASPD
237	41222 53163	   	155.56	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|25CDMG|3DUST|4AART|6RCR|7aVULN|8RCVC|9ASPD
238	41222 53362	 * 	155.46	DCR|2AART|3CDMG|1VULN|1ASPD	1MLV|25aCDMG|3DUST|48AART|6RCR|7VULN|9ASPD
239	31431 36224	   	155.43	DCR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	1LHND|2CGEN|35DMG|4ZMB|67ASPD|8RCR|9VULN|aCDMG
240	13351 63213	   	155.41	DCR|2DMG|1AART|1VULN|2DUR|1SELL	1aFEWX|2aDUR|36TLV|4SELL|5AART|7VULN|8RCR|9aDMG|aBPWR
241	43124 24613	   	155.41	DCR|2VULN|2DMG|1AART	1MLV|24TLV|34VULN|4BPWR|5MBVNT|6AART|79DMG|8RPLT|aRCR
242	53124 24613	   	155.41	DCR|2VULN|2DMG|1AART	1CGEN|24TLV|34VULN|4BPWR|5MBVNT|6AART|79DMG|8RPLT|aRCR
243	13634 26212	   	155.40	DCR|2AART|2DMG|1CDMG|1DUR	1FEWX|2DUR|3LWND|4CDMG|56AART|79DMG|8RCR|aRPLT
244	11161 23642	   	155.26	DCR|3DMG|2VULN	1aFEWX|27CGEN|3aERES|459DMG|6RCR|8aVULN|aBPWR
245	11411 23642	   	155.26	DCR|3DMG|2VULN	1aFEWX|27CGEN|359DMG|4aERES|6RCR|8aVULN|aBPWR
246	52611 53311	   	155.26	DCR|3VULN|2DMG	1CGEN|2RPLT|34DMG|578VULN|6RCR|9LWND|aFEWX
247	52611 53313	   	155.26	DCR|3VULN|2DMG	1CGEN|2RPLT|34DMG|578VULN|6RCR|9LWND|aDMSP
248	52611 53331	   	155.26	DCR|3VULN|2DMG	1CGEN|2RPLT|34DMG|578VULN|6RCR|9LHND|aFEWX
249	52611 53333	   	155.26	DCR|3VULN|2DMG	1CGEN|2RPLT|34DMG|578VULN|6RCR|9LHND|aDMSP
250	41223 43522	   	155.25	ACR|2VULN|1AART|2CDMG|1ZMB	1MLV|26CDMG|3DUST|4AART|5RCR|7aVULN|8LHND|9ZMB
251	41223 43622	   	155.25	ACR|2VULN|1AART|2CDMG|1ZMB	1MLV|26CDMG|3DUST|4AART|5RCR|7aVULN|8LWND|9ZMB
252	51223 43522	   	155.25	ACR|2VULN|1AART|2CDMG|1ZMB	1CGEN|26CDMG|3DUST|4AART|5RCR|7aVULN|8LHND|9ZMB
253	51223 43622	   	155.25	ACR|2VULN|1AART|2CDMG|1ZMB	1CGEN|26CDMG|3DUST|4AART|5RCR|7aVULN|8LWND|9ZMB
254	12126 25372	   	155.20	DCR|2AART|2VULN|1CDMG|1ASPD	1FEWX|2MBVNT|3ASPD|4TLV|56AART|7CDMG|8RCR|9aVULN
255	52611 53222	   	155.16	DCR|3DMG|2VULN	1CGEN|2RPLT|34aDMG|57VULN|6RCR|8BEXP|9ERES
256	52611 53321	   	155.16	DCR|3VULN|2DMG	1CGEN|2RPLT|34DMG|578VULN|6RCR|9DUST|aFEWX
257	33143 36231	   	155.10	DCR|3VULN|2DMG|1DUR	16LHND|24RCVC|356VULN|6BPWR|78DMG|9RCR|aDUR
258	33126 16116	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCVC|37VULN|4LSRICY|5RCR|6LWND|8DMG|9AART|aCDMG
259	52611 53323	   	155.06	DCR|3VULN|2DMG	1CGEN|2RPLT|34DMG|578VULN|6RCR|9DUST|aLEGI
260	12812 13314	   	154.93	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2MBVNT|3DMG|4BEXP|5MLV|69VULN|7RCR|8AART|aZMB
261	12814 43314	   	154.93	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2MBVNT|3DMG|4BEXP|59VULN|6MLV|7RCR|8AART|aZMB
262	43121 61335	 * 	154.90	DCR|3VULN|2AART|1DUR	1MLV|24TLV|346VULN|4BPWR|5DUR|7LWND|8RCR|9aAART
263	53121 61335	   	154.90	DCR|3VULN|2AART|1DUR	1CGEN|24TLV|346VULN|4BPWR|5DUR|7LWND|8RCR|9aAART
264	34621 52321	   	154.87	DCR|2VULN|2DMG|2CDMG	1LHND|2aLWND|36DMG|4TLV|5aVULN|7BEXP|8RCR|9aCDMG|aBPWR
265	32463 44681	   	154.87	DCR|2VULN|2DMG|2CDMG	19LHND|2MBVNT|3LIT|49VULN|5aDMG|6CGEN|79CDMG|8RCR|9BPWR
266	41222 52263	   	154.87	DCR|2VULN|1AART|3CDMG	1aMLV|25aCDMG|3DUST|4AART|6RCR|7LWND|8RMIN|9aVULN|aBPWR
267	12814 23314	   	154.83	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2MBVNT|3DMG|4BEXP|59VULN|6ERES|7RCR|8AART|aZMB
268	12821 63314	   	154.83	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2MBVNT|3DMG|4TLV|59VULN|6BEXP|7RCR|8AART|aZMB
269	41221 43222	   	154.83	DCR|2VULN|1AART|2CDMG|1ZMB	1MLV|26CDMG|3DUST|4AART|5LHND|7aVULN|8RCR|9ZMB
270	41222 63222	   	154.83	DCR|2VULN|1AART|2CDMG|1ZMB	1MLV|25CDMG|3DUST|4AART|6LHND|7aVULN|8RCR|9ZMB
271	41225 43222	   	154.83	DCR|2VULN|1AART|2CDMG|1ZMB	1MLV|26CDMG|3DUST|4AART|5BEXP|7aVULN|8RCR|9ZMB
272	51221 43222	   	154.83	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|26CDMG|3DUST|4AART|5LHND|7aVULN|8RCR|9ZMB
273	51222 53222	   	154.83	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|25CDMG|3DUST|4AART|6BEXP|7aVULN|8RCR|9ZMB
274	43551 13333	   	154.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2TLV|3DUR|4RMIN|56DMG|7VULN|8RCR|9AART|aASPD
275	12443 33668	   	154.77	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2MBVNT|3LIT|4DUR|5DMG|6aAART|7CDMG|8VULN|9RCR
276	32467 23242	   	154.70	DCR|2VULN|2AART|1CDMG|1ASPD	1LHND|2MBVNT|3LIT|49VULN|5ASPD|67AART|8RCR|aCDMG
277	32467 24212	   	154.70	DCR|2VULN|2AART|1CDMG|1ASPD	1LHND|2MBVNT|3LIT|47VULN|5ASPD|69AART|8RCR|aCDMG
278	32181 37813	   	154.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2MBVNT|3ASPD|4ZMB|57VULN|6MGNSTR|8AART|9DMG|aRCR
279	11443 13222	   	154.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2CGEN|36DMG|4RCVC|57VULN|8CDMG|9ZMB|aRCR
280	11463 33222	   	154.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|26CGEN|34DMG|57VULN|8CDMG|9ZMB|aRCR
281	11541 13222	   	154.66	DCR|2VULN|2DMG|1CDMG|1ZMB	14FEWX|2CGEN|37VULN|56DMG|8CDMG|9ZMB|aRCR
282	45151 13222	   	154.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1MLV|2CGEN|37VULN|4RMIN|56DMG|8CDMG|9ZMB|aRCR
283	46521 13222	   	154.66	DCR|2VULN|2DMG|1CDMG|1ZMB	14MLV|2LWND|37VULN|56DMG|8CDMG|9ZMB|aRCR
284	12843 51371	   	154.62	DCR|3DMG|1AART|1ZMB	1FEWX|2MBVNT|39aDMG|4BASICY|5AART|6RCR|7LIT|8ZMB
285	52611 51331	 * 	154.57	DCR|2VULN|2DMG|2ZMB	1aCGEN|2RPLT|34DMG|5aVULN|6RCR|7TLV|8BEXP|9aZMB|aBPWR
286	43151 13222	   	154.56	DCR|2VULN|2DMG|1CDMG|1ZMB	1MLV|2TLV|37VULN|4RMIN|56DMG|8CDMG|9ZMB|aRCR
287	43164 13222	   	154.56	DCR|2VULN|2DMG|1CDMG|1ZMB	1MLV|2TLV|37VULN|46DMG|5RMIN|8CDMG|9ZMB|aRCR
288	45111 13222	   	154.56	DCR|2VULN|2DMG|1CDMG|1ZMB	1MLV|2CGEN|37VULN|4ERES|56DMG|8CDMG|9ZMB|aRCR
289	53151 13222	   	154.56	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2TLV|37VULN|4RMIN|56DMG|8CDMG|9ZMB|aRCR
290	53164 13222	   	154.56	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2TLV|37VULN|46DMG|5RMIN|8CDMG|9ZMB|aRCR
291	56151 13222	   	154.56	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2ERES|37VULN|4RMIN|56DMG|8CDMG|9ZMB|aRCR
292	32463 23211	 * 	154.51	DCR|3AART|1VULN|1DMG|1CDMG	1LHND|2MBVNT|3LIT|4VULN|5DMG|679AART|8RCR|aCDMG
293	43111 13222	   	154.46	DCR|2VULN|2DMG|1CDMG|1ZMB	1MLV|2TLV|37VULN|4ERES|56DMG|8CDMG|9ZMB|aRCR
294	53111 13222	   	154.46	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2TLV|37VULN|4ERES|56DMG|8CDMG|9ZMB|aRCR
295	56121 13222	   	154.46	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2ERES|37VULN|4TLV|56DMG|8CDMG|9ZMB|aRCR
296	32181 42813	   	154.42	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1LHND|2MBVNT|3ASPD|4ZMB|5VULN|69DMG|7SELL|8AART|aRCR
297	32263 64151	 * 	154.41	DCR|4VULN|1DMG|2DUR	1LHND|2MBVNT|3RMIN|46DUR|5678VULN|6BPWR|9DMG|aRCR
298	41411 43222	   	154.23	DCR|2VULN|1AART|2CDMG|1ZMB	1MLV|26CDMG|3BEXP|4DUST|5AART|7aVULN|8RCR|9ZMB
299	41611 43222	   	154.23	DCR|2VULN|1AART|2CDMG|1ZMB	1MLV|26CDMG|3FEWX|4DUST|5AART|7aVULN|8RCR|9ZMB
300	51411 43222	   	154.23	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|26CDMG|3BEXP|4DUST|5AART|7aVULN|8RCR|9ZMB
301	51611 43222	   	154.23	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|26CDMG|3FEWX|4DUST|5AART|7aVULN|8RCR|9ZMB
302	43121 15341	   	154.20	DCR|2VULN|2DMG|2ZMB|1DUR	1MLV|24aTLV|34VULN|4aBPWR|5DUR|6aDMG|7LIT|8aZMB|9RCR
303	12172 35463	   	154.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2MBVNT|3ASPD|4LIT|5DUR|6AART|78VULN|9RCR|aDMG
304	12447 35463	   	154.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2MBVNT|3LIT|4DUR|5ASPD|6AART|78VULN|9RCR|aDMG
305	32463 24211	   	154.17	DCR|2VULN|2AART|1DMG	1LHND|2MBVNT|3LIT|47VULN|5DMG|69AART|8RCR|aRMIN
306	32463 24216	   	154.17	DCR|2VULN|2AART|1DMG	1LHND|2MBVNT|3LIT|47VULN|5DMG|69AART|8RCR|aFEWX
307	32463 24218	   	154.17	DCR|2VULN|2AART|1DMG	1LHND|2MBVNT|3LIT|47VULN|5DMG|69AART|8RCR|aBEXP
308	32463 23227	   	154.17	DCR|2VULN|2AART|1DMG	1LHND|2MBVNT|3LIT|4aVULN|5DMG|67AART|8RCR|9LWND
309	32463 23241	   	154.17	DCR|2VULN|2AART|1DMG	1LHND|2MBVNT|3LIT|49VULN|5DMG|67AART|8RCR|aRMIN
310	32463 23246	   	154.17	DCR|2VULN|2AART|1DMG	1LHND|2MBVNT|3LIT|49VULN|5DMG|67AART|8RCR|aFEWX
311	32463 23248	   	154.17	DCR|2VULN|2AART|1DMG	1LHND|2MBVNT|3LIT|49VULN|5DMG|67AART|8RCR|aBEXP
312	32483 23237	   	154.17	DCR|2VULN|2AART|1DMG	1LHND|2MBVNT|3LIT|4LWND|5DMG|67AART|8RCR|9aVULN
313	31443 11353	   	154.08	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2CGEN|36DMG|4RCVC|5VULN|7LWND|8RCR|9CDMG|aAART
314	31463 31353	   	154.08	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|26CGEN|34DMG|5VULN|7LWND|8RCR|9CDMG|aAART
315	45123 12353	   	154.08	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|24CGEN|34VULN|4BPWR|5LHND|6DMG|7ERES|8RCR|9CDMG|aAART
316	32463 24214	   	154.07	DCR|2VULN|2AART|1DMG	1LHND|2MBVNT|3LIT|47VULN|5DMG|69AART|8RCR|aTLV
317	32463 23244	   	154.07	DCR|2VULN|2AART|1DMG	1LHND|2MBVNT|3LIT|49VULN|5DMG|67AART|8RCR|aTLV
318	51323 21115	   	154.06	DCR|2VULN|2AART|1CDMG|1ZMB	13CGEN|2CDMG|4RPLT|59VULN|67AART|8ZMB|aRCR
319	32662 34143	 * 	154.01	DCR|2AART|1VULN|1CDMG|2DUR|1ZMB	1LHND|2MBVNT|3ZMB|48DUR|5CDMG|6VULN|7RCR|9aAART
320	55523 11131	   	154.01	ACR|2VULN|2DMG|1ASPD|1DUR	127CGEN|3RCR|4ERES|57VULN|67DMG|7BPWR|8DUR|9ASPD|aRMIN
321	55523 11132	   	154.01	ACR|2VULN|2DMG|1ASPD|1DUR	127CGEN|3RCR|4ERES|57VULN|67DMG|7BPWR|8DUR|9ASPD|aLIT
322	55523 11133	   	154.01	ACR|2VULN|2DMG|1ASPD|1DUR	127CGEN|3RCR|4ERES|57VULN|67DMG|7BPWR|8DUR|9ASPD|aFEWX
323	34621 12324	   	153.98	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LWND|3DMG|4TLV|56VULN|7BEXP|8RCR|9CDMG|aAART
324	43123 12353	   	153.98	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|24TLV|34VULN|4BPWR|5LHND|6DMG|7CGEN|8RCR|9CDMG|aAART
325	45111 11353	   	153.98	DCR|2DMG|1AART|1VULN|1CDMG	1MLV|2CGEN|3VULN|4ERES|56DMG|7LWND|8RCR|9CDMG|aAART
326	46111 13353	   	153.98	DCR|2DMG|1AART|1VULN|1CDMG	1MLV|2LWND|3CGEN|4ERES|56DMG|7VULN|8RCR|9CDMG|aAART
327	53111 11353	   	153.88	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2TLV|3VULN|4ERES|56DMG|7LWND|8RCR|9CDMG|aAART
328	53111 14353	   	153.88	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2TLV|3VULN|4ERES|56DMG|7LHND|8RCR|9CDMG|aAART
329	53111 61353	   	153.88	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2TLV|36VULN|4ERES|5DMG|7LWND|8RCR|9CDMG|aAART
330	53126 12353	   	153.88	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|24TLV|34VULN|4BPWR|5LHND|6DMG|7ERES|8RCR|9CDMG|aAART
331	56121 11353	   	153.88	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2ERES|3VULN|4TLV|56DMG|7LWND|8RCR|9CDMG|aAART
332	32181 42463	   	153.82	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1LHND|2MBVNT|3ASPD|4ZMB|58VULN|6DMG|7SELL|9AART|aRCR
333	13541 63333	   	153.77	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1FEWX|23DUR|4RCVC|5AART|6RCR|7DUST|8ZMB|9VULN|aDMG
334	11231 46252	   	153.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2CGEN|3NUKE|4ZMB|5DMG|6CDMG|7AART|8DUR|9RCR|aVULN
335	41223 41122	   	153.66	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1MLV|26CDMG|3DUST|4AART|5RCR|7ASPD|8DMSP|9DMG|aVULN
