0	Index      	 *	Score 	Summary	Detail	
1	12625 11511	 * 	185.95	DCR|2VULN|3ZMB|1AART|1DMG|2DUR	134ZMB|24DUR|4BPWR|59VULN|6RCR|7LIT|8DMG|aAART
164	43136 18142	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2FEWX|35aVULN|4ASPD|6DMG|7RCR|8RPLT|9AART
165	63231 31625	   	165.91	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|28AART|3LIT|49VULN|5DUR|6AIRHEA|7RCR|aDMG
166	13621 13624	   	165.90	DCR|2VULN|2DMG|3ZMB	134ZMB|24aBEXP|4aBPWR|56DMG|7RCR|8aVULN|9aLIT
167	12625 11111	   	165.88	DCR|2VULN|3ZMB|1AART|2DUR	134ZMB|24DUR|4BPWR|59VULN|6RCR|7LIT|8RMIN|aAART
168	12625 11611	   	165.88	DCR|2VULN|3ZMB|1AART|2DUR	134ZMB|24DUR|4BPWR|59VULN|6RCR|7LIT|8CGEN|aAART
169	12625 13521	   	165.88	DCR|2VULN|3ZMB|1AART|2DUR	134ZMB|24DUR|4BPWR|58VULN|6RCR|7CGEN|9LIT|aAART
170	41131 18148	   	165.82	DCR|3DMG|1AART|1VULN|1ASPD	1MBVNT|2DUST|3VULN|4ASPD|56aDMG|7RCR|8RPLT|9AART
171	41136 18142	   	165.82	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2DUST|35aVULN|4ASPD|6DMG|7RCR|8RPLT|9AART
172	43136 18213	   	165.82	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2FEWX|35aVULN|4ASPD|6DMG|7RCR|8VENICY|9AART
173	63231 43613	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2AART|3LIT|49VULN|5DUR|6MLV|7CDMG|8RCR|aDMG
174	43742 41243	   	165.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|27FEWX|37MLV|4ZMB|5CDMG|67DMG|7BPWR|8RCR|9AART|aVULN
175	23115 23615	   	165.72	ACR|3DMG|2VULN|2DUR	17LWND|28DUR|37VULN|4RCR|5BELT|679DMG|7BPWR|aLHND
176	23115 23663	   	165.72	ACR|3DMG|2VULN|2DUR	179LWND|28DUR|37VULN|4RCR|5BELT|67aDMG|7BPWR
177	13621 13614	   	165.70	DCR|2VULN|2DMG|3ZMB	134ZMB|24BEXP|4BPWR|56DMG|7RCR|8aVULN|9RMIN
178	63524 12233	 * 	165.65	DCR|3AART|2DMG|1VULN	1BEXP|247AART|3VULN|5LIT|6RCR|8TLV|9aDMG
179	23111 24612	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16LWND|2DUR|3aVULN|4RCR|5CGEN|7AART|8DMG|9CDMG
180	23111 34612	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DUR|3aVULN|4RCR|56CGEN|7AART|8DMG|9CDMG
181	23113 24612	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16LWND|2DUR|3aVULN|4RCR|5MLV|7AART|8DMG|9CDMG
182	26115 14222	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2BEXP|3aVULN|4RCR|5RCVC|6DMG|7AART|8CDMG|9ASPD
183	26116 14222	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|25BEXP|3aVULN|4RCR|6DMG|7AART|8CDMG|9ASPD
184	23115 23612	   	165.62	ACR|3DMG|2VULN|2DUR	17LWND|28DUR|37VULN|4RCR|5BELT|679DMG|7BPWR|aBASICY
185	23115 23614	   	165.62	ACR|3DMG|2VULN|2DUR	17LWND|28DUR|37VULN|4RCR|5BELT|679DMG|7BPWR|aMBVNT
186	23115 23616	   	165.62	ACR|3DMG|2VULN|2DUR	17LWND|28DUR|37VULN|4RCR|5BELT|679DMG|7BPWR|aDUST
187	43242 41243	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|27FEWX|37ERES|4ZMB|5CDMG|67DMG|7BPWR|8RCR|9AART|aVULN
188	63324 33141	   	165.53	ACR|2VULN|2DMG|1AART	1BEXP|2AART|3ERES|4RCR|5RMIN|6CGEN|78DMG|9aVULN
189	14231 13346	   	165.47	DCR|4VULN|1AART|2ZMB	1aZMB|2ERES|3RCVC|468aVULN|5AART|7aLSRHEA|9RCR|aBPWR
190	23115 23613	   	165.47	ACR|3DMG|2VULN|2DUR|1SELL	17LWND|28DUR|37VULN|4RCR|5BELT|679DMG|7BPWR|aSELL
191	63231 31161	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2AART|3LIT|49VULN|5DUR|6AIRHEA|7RCR|8ZMB|aDMG
192	42148 11445	   	165.44	DCR|2VULN|2DMG|3ZMB|1DUR	1MBVNT|2RMIN|39VULN|459ZMB|6DUR|7LWND|89DMG|9BPWR|aRCR
193	42148 13445	   	165.44	DCR|2VULN|2DMG|3ZMB|1DUR	1MBVNT|2RMIN|39VULN|459ZMB|6DUR|7LHND|89DMG|9BPWR|aRCR
194	42136 44172	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2RMIN|359VULN|4DUR|6AART|7BEXP|8RCR|aDMG
195	41531 12472	   	165.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1MBVNT|2DUST|3ZMB|4aDUR|56DMG|7AART|8RCR|9VULN
196	42136 42172	   	165.22	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2RMIN|359VULN|4DUR|6AART|7DUST|8RCR|aDMG
197	15331 13351	   	165.18	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|268VULN|3RCVC|4CGEN|5AART|7LSRHEA|9DMG|aRCR
198	61635 11332	 * 	165.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	17BEXP|27CDMG|3DUR|4CGEN|57VULN|6AART|7BPWR|8DMG|9RMIN|aRCR
199	63236 31361	   	165.11	DCR|2VULN|2DMG|1AART	1BEXP|2AART|3LIT|49VULN|5LWND|6AIRHEA|7RCR|8aDMG
200	14231 13351	   	165.08	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2ERES|3RCVC|468VULN|5AART|7LSRHEA|9DMG|aRCR
201	15631 13342	   	165.02	DCR|3VULN|1AART|2ZMB|1CDMG	13ZMB|268VULN|4CGEN|5AART|7LSRHEA|9RCR|aCDMG
202	12643 18213	   	165.02	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2DUR|4MBVNT|5aVULN|6DMG|7RCR|8VENICY|9AART
203	26115 14212	 * 	165.01	ACR|2DMG|1AART|1VULN|2CDMG	1LWND|2BEXP|3VULN|4RCR|5RCVC|6aDMG|7AART|89CDMG
204	26116 14212	   	165.01	ACR|2DMG|1AART|1VULN|2CDMG	1LWND|25BEXP|3VULN|4RCR|6aDMG|7AART|89CDMG
205	41531 12418	 * 	165.00	DCR|2DMG|2AART|1CDMG|1ZMB|1DUR	1MBVNT|2DUST|3ZMB|4DUR|56DMG|7aAART|8RCR|9CDMG
206	23116 11114	 * 	164.92	ACR|2VULN|2DMG|2ZMB|2DUR	1LWND|2aDUR|39VULN|4RCR|5FEWX|6aDMG|7LIT|8aZMB|aBPWR
207	23116 31514	   	164.92	ACR|2VULN|2DMG|2ZMB|2DUR	1LWND|2aDUR|39VULN|4RCR|5FEWX|6aZMB|7LIT|8aDMG|aBPWR
208	52623 11342	 * 	164.90	DCR|2VULN|1DMG|2ZMB|1FLTHEA|2DUR|1ASPD	1ASPD|2aDUR|3FLTHEA|46ERES|5aZMB|7DMG|8RCR|9aVULN|aBPWR
209	23112 11114	   	164.82	ACR|2VULN|2DMG|2ZMB|2DUR	1LWND|2aDUR|39VULN|4RCR|5DUST|6aDMG|7LIT|8aZMB|aBPWR
210	23112 31514	   	164.82	ACR|2VULN|2DMG|2ZMB|2DUR	1LWND|2aDUR|39VULN|4RCR|5DUST|6aZMB|7LIT|8aDMG|aBPWR
211	43123 45172	   	164.72	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2FEWX|369VULN|4DUR|5MLV|7AART|8RCR|aDMG
212	24213 24162	   	164.68	DCR|2DMG|2AART|1VULN|1ZMB	1LWND|2aDMG|3RMIN|4ZMB|5VULN|6FEWX|79AART|8RCR
213	24213 34162	   	164.68	DCR|2DMG|2AART|1VULN|1ZMB	1LWND|2aDMG|3RMIN|4ZMB|5VULN|6BEXP|79AART|8RCR
214	44222 71522	 * 	164.63	ACR|3VULN|2DMG|1CDMG	1MBVNT|29LIT|3BEXP|4RPLT|5RCR|689VULN|79DMG|9BPWR|aCDMG
215	44422 71522	   	164.63	ACR|3VULN|2DMG|1CDMG	1MBVNT|29LIT|3LHND|4RPLT|5RCR|689VULN|79DMG|9BPWR|aCDMG
216	13621 14214	   	164.61	DCR|2DMG|3ZMB|1AART|1VULN	134ZMB|24BEXP|4BPWR|56DMG|7VULN|8VENICY|9AART|aRCR
217	12534 13523	 * 	164.61	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1ZMB|2DUR|369DMG|4CGEN|5LWND|7AART|8CDMG|aRCR
218	42142 43185	 * 	164.55	DCR|3VULN|3CDMG|2DUR|1ZMB	1MBVNT|2RMIN|36aVULN|4ZMB|58aCDMG|7RCR|9aDUR|aBPWR
219	12643 41462	   	164.52	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	13ZMB|2DUR|4MBVNT|5VULN|6AART|7RMIN|8RCR|9aDMG
220	12643 43172	   	164.52	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2DUR|4MBVNT|59VULN|6AART|7LHND|8RCR|aDMG
221	12643 44172	   	164.52	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2DUR|4MBVNT|59VULN|6AART|7FEWX|8RCR|aDMG
222	15513 11214	   	164.51	DCR|2DMG|3ZMB|1AART|1VULN	145ZMB|2VULN|36DMG|7LWND|8VENICY|9AART|aRCR
223	41511 12474	   	164.48	DCR|2DMG|2AART|1VULN|1ZMB	1MBVNT|2DUST|3ZMB|4BEXP|56DMG|7aAART|8RCR|9VULN
224	26115 33332	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2BEXP|3aVULN|4RCR|5RCVC|6CDMG|7ASPD|8DMG|9AART
225	26116 33332	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|25BEXP|3aVULN|4RCR|6CDMG|7ASPD|8DMG|9AART
226	12643 42172	   	164.42	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	13ZMB|2DUR|4MBVNT|59VULN|6AART|7DUST|8RCR|aDMG
227	13643 18344	   	164.36	DCR|2DMG|3ZMB|1VULN|3DUR	139ZMB|29aBEXP|4MBVNT|5VULN|6aDMG|7RCR|89aDUR|9aBPWR
228	44514 22622	   	164.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2LIT|3DUR|4RCR|58DMG|6BEXP|7VULN|9AART|aCDMG
229	15323 15252	 * 	164.33	DCR|4VULN|2CDMG|2ZMB	19ZMB|259aVULN|3RCVC|4LWND|6MLV|7RCR|89CDMG|9BPWR
230	13621 13161	   	164.29	DCR|3DMG|3ZMB|1CDMG|1DUR	134ZMB|24BEXP|4BPWR|56aDMG|7RCR|8CDMG|9DUR
231	15313 15252	   	164.23	DCR|4VULN|2CDMG|2ZMB	19ZMB|259aVULN|3RCVC|4DUST|6MLV|7RCR|89CDMG|9BPWR
232	12643 18413	   	164.20	DCR|2VULN|2DMG|2ZMB|2DUR	13ZMB|2aDUR|4MBVNT|59VULN|68DMG|7RCR
233	12621 13611	   	164.16	DCR|2DMG|3ZMB|1VULN|3DUR	134ZMB|24aDUR|4BPWR|56DMG|7RCR|8VULN|9RMIN
234	42645 41322	 * 	164.09	DCR|3DMG|1VULN|2CDMG|2ASPD	1MBVNT|2RMIN|378DMG|4BEXP|57ASPD|67CDMG|7BPWR|9RCR|aVULN
235	41543 18344	   	164.06	DCR|2DMG|3ZMB|1VULN|3DUR	1MBVNT|29aDUST|349ZMB|5VULN|6aDMG|7RCR|89aDUR|9aBPWR
236	12621 13661	   	164.06	DCR|2DMG|3ZMB|1VULN|3DUR	134ZMB|24aDUR|4BPWR|56DMG|7RCR|8VULN|9TLV
237	63323 26212	   	163.98	ACR|2AART|2VULN|1CDMG|1ZMB	1BEXP|26AART|3ERES|4RCR|5ZMB|7aVULN|8FEWX|9CDMG
238	63323 26412	   	163.98	ACR|2AART|2VULN|1CDMG|1ZMB	1BEXP|26AART|3ERES|4RCR|5ZMB|7aVULN|8LHND|9CDMG
239	63323 21421	 * 	163.88	ACR|2AART|2VULN|2ASPD|1ZMB	1BEXP|26AART|3ERES|4RCR|5ZMB|79ASPD|8aVULN
240	23116 42323	   	163.71	ACR|2VULN|2DMG|1CDMG|2DUR	1aLWND|26DUR|3aVULN|4RCR|5FEWX|7CDMG|8aDMG|9RPLT|aBPWR
241	42641 13345	   	163.71	DCR|3DMG|2VULN|1ZMB|1DUR	1MBVNT|2RMIN|369DMG|49BEXP|5DUR|7ZMB|89VULN|9BPWR|aRCR
242	42142 43742	 * 	163.68	DCR|3VULN|1DMG|2ZMB|1CDMG	1MBVNT|2RMIN|368VULN|4aZMB|5CDMG|7RCR|9DMG
243	55343 43421	   	163.67	DCR|4VULN|1AART|2ASPD	18ASPD|2578VULN|3RCVC|4MBVNT|6AART|8BPWR|9RCR|aFEWX
244	55343 43422	   	163.67	DCR|4VULN|1AART|2ASPD	18ASPD|2578VULN|3RCVC|4MBVNT|6AART|8BPWR|9RCR|aLIT
245	12344 38534	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5AART|6DMSP|7RCR|89VULN|aDMG
246	42614 38232	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MBVNT|2RMIN|3aDMG|4ZMB|5AART|6DMSP|7RCR|8DUR|9VULN
247	15331 13252	   	163.57	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|269VULN|3RCVC|4CGEN|5AART|7LSRHEA|8RCR|aCDMG
248	42142 43232	   	163.57	DCR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|2RMIN|36aVULN|4ZMB|5CDMG|7RCR|8LHND|9AART
249	42142 43332	   	163.57	DCR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|2RMIN|36aVULN|4ZMB|5CDMG|7RCR|8FEWX|9AART
250	55343 43423	   	163.57	DCR|4VULN|1AART|2ASPD	18ASPD|2578VULN|3RCVC|4MBVNT|6AART|8BPWR|9RCR|aLEGI
251	15623 15231	 * 	163.52	DCR|3VULN|3ZMB|2CDMG|1SELL	13aZMB|25aVULN|4LWND|6MLV|7RCR|8aCDMG|9SELL|aBPWR
252	12621 13225	   	163.48	DCR|2DMG|3ZMB|1AART|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8MLV|9LIT|aAART
253	12621 13511	   	163.48	DCR|2DMG|3ZMB|1AART|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8FEWX|9RMIN|aAART
254	14231 13252	   	163.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2ERES|3RCVC|469VULN|5AART|7LSRHEA|8RCR|aCDMG
255	15613 15231	 * 	163.42	DCR|3VULN|3ZMB|2CDMG|1SELL	13aZMB|25aVULN|4DUST|6MLV|7RCR|8aCDMG|9SELL|aBPWR
256	12621 13325	   	163.38	DCR|2DMG|3ZMB|1AART|2DUR	134ZMB|24DUR|4BPWR|56DMG|7RCR|8TLV|9LIT|aAART
257	44514 22137	 * 	163.34	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB	1MBVNT|2LIT|3aDUR|4RCR|5DMG|6BEXP|7aVULN|8ZMB|9aCDMG|aBPWR
258	32142 63613	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2DUR|3LIT|49VULN|5BEXP|6AART|7CDMG|8RCR|aDMG
259	42136 44163	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2RMIN|35VULN|4DUR|6AART|7BEXP|8RCR|9DMG|aCDMG
260	52321 24214	 * 	163.31	DCR|2VULN|1AART|3ASPD|2ZMB|2DUR	147ASPD|24DUR|3RCVC|47BPWR|57VULN|67ZMB|8VENICY|9AART|aRCR
261	35541 33121	   	163.28	DCR|2AART|2VULN|1DMG|1ZMB	1TLV|2aVULN|3DMG|4RPLT|56AART|7DUST|8ZMB|9RCR
262	42136 42163	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2RMIN|35VULN|4DUR|6AART|7DUST|8RCR|9DMG|aCDMG
263	15253 14133	   	163.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2VULN|3RMIN|4DUR|5LHND|6DMG|7AART|8RCR|9ASPD|aCDMG
264	15431 34133	   	163.17	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2VULN|3LHND|4DUR|5DMG|6CGEN|7AART|8RCR|9ASPD|aCDMG
265	21325 56211	   	163.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2CDMG|3DUST|4DUR|5RCR|6DMG|7AART|8aVULN|9RCVC
266	32513 24133	   	163.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2DUR|3DMG|4ZMB|5VULN|6FEWX|7AART|8RCR|9ASPD|aCDMG
267	32513 34133	   	163.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2DUR|3DMG|4ZMB|5VULN|6BEXP|7AART|8RCR|9ASPD|aCDMG
268	32513 54133	   	163.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2DUR|3DMG|4ZMB|5VULN|6LHND|7AART|8RCR|9ASPD|aCDMG
269	33513 64133	   	163.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2BEXP|3DMG|4ZMB|5VULN|6DUR|7AART|8RCR|9ASPD|aCDMG
270	42142 43764	   	162.97	DCR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|2RMIN|368VULN|4ZMB|5CDMG|7RCR|9LSRICY|aAART
271	24321 15234	 * 	162.89	DCR|2DMG|1AART|1VULN|2CDMG	14LWND|24DMG|3RCVC|4BPWR|5VULN|6MLV|7RCR|89CDMG|aAART
272	48124 31281	   	162.84	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1MBVNT|2LWND|35aVULN|4DUR|6CDMG|7AART|8ASPD|9RCR
273	15343 27342	 * 	162.84	DCR|4VULN|3ZMB|2DUR	169ZMB|2589VULN|3RCVC|4MBVNT|79DUR|9BPWR|aRCR
274	15511 21421	   	162.82	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	14ZMB|2aVULN|3DMG|5AART|6CGEN|7RPLT|8DUR|9RCR
275	12625 11512	   	162.74	DCR|2VULN|3ZMB|1DMG|2DUR	134ZMB|24DUR|4BPWR|59VULN|6RCR|7LIT|8DMG|aRPLT
276	12625 12232	   	162.74	DCR|2VULN|3ZMB|1DMG|2DUR	134ZMB|24DUR|4BPWR|5aVULN|6RCR|7LHND|8DMG|9CGEN
277	12625 14221	   	162.74	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|5VULN|6RCR|7FEWX|89DMG|aRMIN
278	15511 11421	   	162.72	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	14ZMB|2aVULN|3DMG|5AART|6ERES|7RPLT|8DUR|9RCR
279	12561 21533	   	162.72	DCR|2DMG|1VULN|2ZMB|1CDMG|2DUR|1SELL	17ZMB|2aDUR|37DMG|4SELL|57CGEN|6RCR|7BPWR|8VULN|9CDMG
280	43123 45163	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2FEWX|36VULN|4DUR|5MLV|7AART|8RCR|9DMG|aCDMG
281	52225 14132	   	162.71	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	19ASPD|2DUR|3RMIN|4LHND|5VULN|6aDMG|7AART|8RCR
282	55221 14132	   	162.71	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	19ASPD|2VULN|3RMIN|4LHND|5DUR|6aDMG|7AART|8RCR
283	42123 44338	   	162.71	DCR|2VULN|2DMG|1AART	1MBVNT|28RMIN|35VULN|4RCVC|6AART|7RCR|9aDMG
284	48124 31184	   	162.70	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1MBVNT|2LWND|35VULN|4DUR|6CDMG|7aAART|8ZMB|9RCR
285	12625 12262	   	162.64	DCR|2VULN|3ZMB|1DMG|2DUR	134ZMB|24DUR|4BPWR|5aVULN|6RCR|7LHND|8DMG|9ERES
286	12625 14222	   	162.64	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|5VULN|6RCR|7FEWX|89DMG|aDUST
287	12625 14223	   	162.64	DCR|2DMG|3ZMB|1VULN|2DUR	134ZMB|24DUR|4BPWR|5VULN|6RCR|7FEWX|89DMG|aERES
288	12343 18134	   	162.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2aDUR|3RCVC|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9AART
289	41831 12412	   	162.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MBVNT|2DUST|3BEXP|4ASPD|56DMG|7AART|8RCR|9CDMG|aVULN
290	43431 12412	   	162.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MBVNT|2FEWX|3DUST|4ASPD|56DMG|7AART|8RCR|9CDMG|aVULN
291	46431 12412	   	162.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MBVNT|2BEXP|3DUST|4ASPD|56DMG|7AART|8RCR|9CDMG|aVULN
292	23115 23535	   	162.61	ACR|2VULN|2DMG|1ZMB|1DUR|1ASPD	17LWND|2DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8ERES|9ZMB|aASPD
293	12625 13263	   	162.55	DCR|3ZMB|1AART|1VULN|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5VULN|6RCR|7CGEN|8CDMG|9AART|aLWND
294	12625 11353	   	162.50	DCR|2VULN|3ZMB|1DMG|2DUR|1SELL	134ZMB|24DUR|4BPWR|59VULN|6RCR|7LIT|8SELL|aDMG
295	41534 43474	   	162.48	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1MBVNT|2aDUST|3ZMB|4aDUR|56VULN|7ASPD|8aDMG|9RCR|aBPWR
296	42131 48473	   	162.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2RMIN|39VULN|4DUR|58DMG|6AART|7LHND|aRCR
297	42136 43183	   	162.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2RMIN|35VULN|4DUR|6AART|78DMG|9LHND|aRCR
298	12622 13262	   	162.45	DCR|3ZMB|1AART|1VULN|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5LEGI|6RCR|7CGEN|8CDMG|9AART|aVULN
299	12622 13263	 * 	162.45	DCR|3ZMB|1AART|1DMG|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5LEGI|6RCR|7CGEN|8CDMG|9AART|aDMG
300	12625 13261	   	162.45	DCR|3ZMB|1AART|1VULN|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5VULN|6RCR|7CGEN|8CDMG|9AART|aDUST
301	15152 23423	   	162.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2VULN|3LIT|4aAART|5DMG|6CANHEL|7CDMG|8RCR|9MLV
302	12625 13613	 * 	162.35	DCR|3VULN|3ZMB|3DUR	134ZMB|248DUR|48BPWR|58aVULN|6RCR|78CGEN|9BEXP
303	12625 11114	   	162.35	DCR|3VULN|3ZMB|3DUR	134ZMB|24aDUR|4aBPWR|59aVULN|6RCR|7aLIT|8RMIN
304	12622 16262	   	162.35	DCR|3ZMB|1AART|1VULN|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5LEGI|6RCR|7ERES|8CDMG|9AART|aVULN
305	12622 16263	   	162.35	DCR|3ZMB|1AART|1DMG|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5LEGI|6RCR|7ERES|8CDMG|9AART|aDMG
306	43144 18434	   	162.31	DCR|2VULN|2AART|1DMG|1ASPD	1MBVNT|2FEWX|35VULN|4LHND|6DMG|7RCR|8aAART|9ASPD
307	11154 13143	   	162.31	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1ZMB|2MLV|3LWND|4DUR|5ASPD|68DMG|7AART|9VULN|aRCR
308	13542 31323	   	162.22	DCR|3DMG|1AART|2ZMB|2ASPD	17ZMB|26BEXP|378DMG|4RPLT|57ASPD|7BPWR|9RCR|aAART
309	13542 41323	   	162.22	DCR|3DMG|1AART|2ZMB|2ASPD	17ZMB|2BEXP|378DMG|4RPLT|57ASPD|6RCVC|7BPWR|9RCR|aAART
310	24321 25214	   	162.16	DCR|2VULN|2DMG|1CDMG|1ZMB	14aLWND|24DMG|3RCVC|4aBPWR|5aVULN|6ZMB|7RCR|8CDMG|9aLHND
311	24321 25224	   	162.16	DCR|2VULN|2DMG|1CDMG|1ZMB	14aLWND|24DMG|3RCVC|4aBPWR|5aVULN|6ZMB|7RCR|8CDMG|9aBEXP
312	42124 37443	   	162.10	DCR|3VULN|2DMG|1DUR	1MBVNT|2RMIN|389VULN|4RCVC|59BASHEA|6RCR|79DMG|9BPWR|aDUR
313	21325 12265	   	162.06	ACR|2VULN|2AART|1CDMG|1DUR|1ASPD	1LWND|2CDMG|3DUST|4DUR|5RCR|6aAART|7ASPD|89VULN
314	13621 13631	   	161.99	DCR|2DMG|3ZMB|1VULN|1DUR|1ASPD	134ZMB|24BEXP|4BPWR|56DMG|7RCR|8VULN|9ASPD|aDUR
315	24321 25222	   	161.96	DCR|2VULN|2DMG|1CDMG|1ZMB	14LWND|24DMG|3RCVC|4BPWR|5aVULN|6ZMB|7RCR|8CDMG|9BEXP
316	64321 25212	   	161.96	DCR|2VULN|2DMG|1CDMG|1ZMB	14BEXP|24DMG|3RCVC|4BPWR|5aVULN|6ZMB|7RCR|8CDMG|9LHND
317	12625 11236	   	161.95	DCR|3ZMB|1AART|1VULN|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5VULN|6RCR|7LIT|8FEWX|9CDMG|aAART
318	63322 33345	 * 	161.92	ACR|3VULN|2AART|1ASPD	15BEXP|26AART|35ERES|4RCR|5BPWR|79aVULN|8ASPD
319	63322 33461	   	161.92	ACR|3VULN|2AART|1DUR	15BEXP|26AART|35ERES|4RCR|5BPWR|78aVULN|9DUR
320	63524 13142	   	161.90	DCR|2AART|2VULN|1CDMG|1ASPD	1BEXP|24AART|39VULN|5LIT|6RCR|7MBVNT|8ASPD|aCDMG
321	63322 63112	   	161.82	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	15BEXP|2AART|35ERES|4RCR|5BPWR|6ASPD|7VULN|8aDMG|9DUR
322	63325 63112	   	161.82	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	15BEXP|2AART|3ERES|4RCR|6ASPD|7VULN|8aDMG|9DUR
323	43124 13123	 * 	161.81	DCR|3VULN|2DMG|3DUR	1MBVNT|29FEWX|359VULN|478DUR|69DMG|9BPWR|aRCR
324	46124 13123	   	161.81	DCR|3VULN|2DMG|3DUR	1MBVNT|29BEXP|359VULN|478DUR|69DMG|9BPWR|aRCR
