0	Index      	 *	Score 	Summary	Detail	
1	62162 74212	 * 	195.53	ACR|3VULN|2DMG|1AART|1ZMB|1DUR	19DMG|2MBVNT|3ZMB|4RCR|567VULN|8AART|aDUR
164	23244 26434	   	171.63	ACR|2DMG|3ZMB|1AART|1VULN	19CGEN|269ZMB|3DUST|4RCR|5MBVNT|7VULN|89DMG|9BPWR|aAART
165	62162 21334	   	171.63	ACR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|369ZMB|4RCR|5VULN|7DUST|89MLV|9BPWR|aAART
166	62162 27234	   	171.63	ACR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|369ZMB|4RCR|5VULN|7ERES|89BEXP|9BPWR|aAART
167	63242 63312	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2ZMB|3DUST|4RCR|56aVULN|7AART|8FEWX|9CGEN
168	23244 71343	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	18CGEN|2ZMB|38DUST|4RCR|5MBVNT|689VULN|7AART|8BPWR|aDMG
169	62162 23234	   	171.53	ACR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|369ZMB|4RCR|5VULN|7FEWX|89TLV|9BPWR|aAART
170	62162 23834	   	171.53	ACR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|369ZMB|4RCR|5VULN|7FEWX|89ERES|9BPWR|aAART
171	62162 54234	   	171.53	ACR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|379ZMB|4RCR|5VULN|6FEWX|89TLV|9BPWR|aAART
172	62161 18112	   	171.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|8RCVC|9VULN|aFEWX
173	62161 18131	   	171.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|8RCVC|9CGEN|aVULN
174	62161 48113	   	171.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2MBVNT|3ZMB|4RCR|5CDMG|6DMSP|7AART|8RCVC|9VULN
175	62161 18233	   	171.50	ACR|3DMG|1AART|2CDMG|1ZMB	16aDMG|2MBVNT|3ZMB|4RCR|59CDMG|7AART|8LWND
176	62161 33216	 * 	171.43	ACR|2DMG|1AART|2CDMG|2ZMB|2DUR	1aDMG|2MBVNT|3aZMB|4RCR|57CDMG|6CANSTR|8AART|9aDUR|aBPWR
177	62162 21234	   	171.43	ACR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|369ZMB|4RCR|5VULN|7DUST|89TLV|9BPWR|aAART
178	62162 21834	   	171.43	ACR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|369ZMB|4RCR|5VULN|7DUST|89ERES|9BPWR|aAART
179	35226 42133	 * 	171.43	DCR|2DMG|3CDMG|1AART|1VULN	19LIT|29DMG|3LWND|4RPLT|5VULN|6RCR|789CDMG|9BPWR|aAART
180	62162 74322	   	171.41	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|567VULN|8LIT|9RCVC|aAART
181	62161 18111	   	171.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|8RCVC|9VULN|aNUKE
182	35563 31211	   	171.32	DCR|3DMG|1AART|1VULN|1DUR	1LIT|23aDMG|4AART|5NUKE|6RCR|7DUR|8VULN|9FEWX
183	35563 31231	   	171.32	DCR|3DMG|1AART|1VULN|1DUR	1LIT|23aDMG|4AART|5NUKE|6RCR|7DUR|8VULN|9LWND
184	62142 41834	 * 	171.31	DCR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|389ZMB|4FEWX|5VULN|69CGEN|7RCR|9BPWR|aAART
185	62242 21834	   	171.31	DCR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|39CGEN|4FEWX|5VULN|689ZMB|7RCR|9BPWR|aAART
186	62372 21834	   	171.31	DCR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|39FEWX|4CGEN|5VULN|689ZMB|7RCR|9BPWR|aAART
187	35563 31221	   	171.22	DCR|3DMG|1AART|1VULN|1DUR	1LIT|23aDMG|4AART|5NUKE|6RCR|7DUR|8VULN|9LEGI
188	62273 21834	   	171.21	DCR|2DMG|3ZMB|1AART|1VULN	19DMG|2MBVNT|39CGEN|4VULN|5DUST|689ZMB|7RCR|9BPWR|aAART
189	62161 18422	   	171.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|8VULN|9RCVC|aFEWX
190	62161 48423	   	171.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2MBVNT|3ZMB|4RCR|5CDMG|6DMSP|7AART|8VULN|9RCVC
191	63452 31331	   	171.12	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	16DMG|2ZMB|3LIT|48AART|56FEWX|6BPWR|7DUR|9RCR|aVULN
192	62161 18421	   	171.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|8VULN|9RCVC|aNUKE
193	62162 74221	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|567VULN|8AART|9LWND|aBELT
194	62162 74231	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|567VULN|8AART|9LHND|aBELT
195	21152 65212	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1CGEN|2TLV|3LWND|4RCR|567VULN|8AART|9DMG|aZMB
196	62356 23223	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2MBVNT|34FEWX|56VULN|7AART|8CDMG|9RCR
197	62161 48314	   	170.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	18DMG|2MBVNT|3ZMB|4RCR|5CDMG|6DMSP|7AART|9VULN|aRCVC
198	62161 48444	   	170.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2MBVNT|3ZMB|4RCR|5CDMG|6DMSP|7AART|8VULN|aRCVC
199	21352 65212	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1CGEN|2TLV|3LEGI|4RCR|567VULN|8AART|9DMG|aZMB
200	62261 21534	   	170.81	DCR|3VULN|2DMG|1ZMB|1DUR	19DMG|2MBVNT|39CGEN|4ZMB|5DUST|689VULN|7RCR|9BPWR|aDUR
201	62181 34533	   	170.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|5LWND|6aVULN|7RCVC|8RCR|9CDMG
202	61141 51313	   	170.64	ACR|2VULN|2AART|1DMG|1CDMG	1DMG|2TLV|3LWND|4RCR|5CDMG|69AART|7FEWX|8aVULN
203	61341 51313	   	170.64	ACR|2VULN|2AART|1DMG|1CDMG	1DMG|2TLV|3LHND|4RCR|5CDMG|69AART|7FEWX|8aVULN
204	62183 34512	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56aVULN|7FEWX|8RCR|9CGEN
205	61241 51313	   	170.54	ACR|2VULN|2AART|1DMG|1CDMG	1DMG|2TLV|3DUST|4RCR|5CDMG|69AART|7FEWX|8aVULN
206	62182 41531	   	170.48	DCR|3DMG|1AART|1VULN|1ZMB	16aDMG|2MBVNT|3ZMB|4AART|5DUST|7VULN|8RCR|9LIT
207	62183 33512	   	170.48	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56aVULN|7DUST|8RCR|9CGEN
208	62745 14442	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|2MBVNT|3CDMG|47VULN|5MLV|8AART|9RCR|aFEWX
209	62161 12323	   	170.33	ACR|3DMG|1AART|1CDMG|1ZMB|1ASPD	169DMG|2MBVNT|3ZMB|4RCR|5CDMG|7MLV|8ASPD|aAART
210	63141 51323	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|39LWND|4RCR|5CDMG|6AART|7FEWX|8aVULN
211	63141 51333	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3LWND|4RCR|5CDMG|6AART|7FEWX|8aVULN|9DMSP
212	63141 53311	   	170.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	18DMG|2ZMB|39LWND|4RCR|5CDMG|6AART|7RMIN|aVULN
213	63141 53331	   	170.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	18DMG|2ZMB|3LWND|4RCR|5CDMG|6AART|79RMIN|aVULN
214	63341 51331	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3LHND|4RCR|5CDMG|6AART|7FEWX|89VULN|aLIT
215	63341 51332	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3LHND|4RCR|5CDMG|6AART|7FEWX|89VULN|aDMSP
216	23141 55311	   	170.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|2ZMB|39LWND|4RCR|5CDMG|6AART|78DMG|aVULN
217	62745 14441	   	170.26	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|2MBVNT|3CDMG|47VULN|5MLV|8AART|9RCR|aNUKE
218	62161 13323	   	170.23	ACR|3DMG|1AART|1CDMG|1ZMB|1ASPD	169DMG|2MBVNT|3ZMB|4RCR|5CDMG|7ERES|8ASPD|aAART
219	62161 16323	   	170.23	ACR|3DMG|1AART|1CDMG|1ZMB|1ASPD	169DMG|2MBVNT|3ZMB|4RCR|5CDMG|7TLV|8ASPD|aAART
220	62161 61331	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|5CDMG|6AART|7FEWX|89VULN|aLIT
221	63241 51331	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3DUST|4RCR|5CDMG|6AART|7FEWX|89VULN|aLIT
222	62183 35241	   	170.12	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2MBVNT|3ZMB|4AART|56VULN|7BEXP|8LIT|9RCR
223	32551 31242	   	170.11	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2ERES|3DMG|45AART|6RCR|7DUR|8VULN|9ASPD|aCDMG
224	62161 61332	   	170.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|5CDMG|6AART|7FEWX|89VULN|aLEGI
225	62161 61334	   	170.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|5CDMG|6AART|7FEWX|89VULN|aERES
226	62161 61343	   	170.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2MBVNT|3ZMB|4RCR|5CDMG|6AART|7FEWX|8VULN|9ERES
227	63241 51332	   	170.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3DUST|4RCR|5CDMG|6AART|7FEWX|89VULN|aLEGI
228	62182 41246	   	170.02	DCR|2VULN|2DMG|1AART|1ZMB	16DMG|2MBVNT|3ZMB|4AART|5DUST|7aVULN|8LIT|9RCR
229	62183 33241	   	170.02	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2MBVNT|3ZMB|4AART|56VULN|7DUST|8LIT|9RCR
230	63341 53323	   	169.94	ACR|3DMG|1AART|2ZMB|1CDMG	19aDMG|29ZMB|3LHND|4RCR|5CDMG|6AART|7RMIN|89FEWX|9BPWR
231	35226 42311	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2DMG|3LWND|4RPLT|59VULN|6RCR|7CDMG|8ZMB|aAART
232	61561 23323	   	169.86	DCR|2VULN|2DMG|2AART	17DMG|2TLV|37ERES|4FEWX|5DUST|67VULN|7BPWR|8RCR|9aAART
233	63141 16123	   	169.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2ZMB|37LWND|4RCR|5CDMG|8RCVC|9VULN|aAART
234	62161 63343	   	169.74	ACR|3DMG|1AART|2ZMB|1CDMG	19aDMG|2MBVNT|39ZMB|4RCR|5CDMG|6AART|7ERES|89FEWX|9BPWR
235	11142 65134	   	169.70	ACR|3VULN|1AART|1DMG|1ZMB	1BEXP|2TLV|3ZMB|4RCR|567VULN|8MBVNT|9DMG|aAART
236	62162 74424	   	169.70	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|567VULN|8BEXP|9TLV|aAART
237	63142 41233	   	169.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3LWND|4RCR|5aVULN|68BEXP|7AART|9CDMG
238	63342 41233	   	169.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3LHND|4RCR|5aVULN|68BEXP|7AART|9CDMG
239	26235 23221	   	169.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	13CGEN|2FEWX|4RCR|56VULN|7AART|8CDMG|9ZMB|aDMG
240	62148 21437	   	169.62	DCR|3DMG|2VULN|2ZMB	19aDMG|2MBVNT|39ZMB|4FEWX|5ERES|69VULN|7RCR|8RCVC|9BPWR
241	62187 14443	 * 	169.61	DCR|3DMG|3ZMB|1AART	15aDMG|2MBVNT|37aZMB|4AART|6DMSP|8RCR|9RCVC|aBPWR
242	62161 18411	   	169.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|8VULN|9FEWX|aLIT
243	62161 48312	   	169.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	18DMG|2MBVNT|3ZMB|4RCR|5CDMG|6DMSP|7AART|9VULN|aFEWX
244	62161 48331	   	169.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	18DMG|2MBVNT|3ZMB|4RCR|5CDMG|6DMSP|7AART|9CGEN|aVULN
245	62161 48442	   	169.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2MBVNT|3ZMB|4RCR|5CDMG|6DMSP|7AART|8VULN|aFEWX
246	62163 71433	   	169.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|58LHND|6aVULN|7AART|9CDMG
247	62162 24453	   	169.54	ACR|3VULN|2DMG|2ZMB	19DMG|2MBVNT|36ZMB|4RCR|579VULN|89BEXP|9BPWR|aRCVC
248	14334 31215	   	169.54	ACR|2VULN|2AART|1DMG|1CDMG	1BEXP|2LWND|36VULN|4RCR|5CDMG|7MLV|89AART|aDMG
249	62161 18412	   	169.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|8VULN|9FEWX|aLEGI
250	62161 18414	   	169.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AART|8VULN|9FEWX|aERES
251	62161 48311	   	169.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	18DMG|2MBVNT|3ZMB|4RCR|5CDMG|6DMSP|7AART|9VULN|aNUKE
252	62161 48441	   	169.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2MBVNT|3ZMB|4RCR|5CDMG|6DMSP|7AART|8VULN|aNUKE
253	61563 23322	   	169.42	DCR|2DMG|2VULN|1AART|1ZMB	17DMG|27TLV|3ERES|4FEWX|5LEGI|67VULN|7BPWR|8RCR|9AART|aZMB
254	63242 23422	 * 	169.40	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG	1DMG|268ZMB|3DUST|4RCR|5VULN|7AART|9CDMG|aCGEN
255	63242 23423	   	169.40	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG	1DMG|268ZMB|3DUST|4RCR|5VULN|7AART|9CDMG|aRPLT
256	63242 23432	   	169.40	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG	1DMG|268ZMB|3DUST|4RCR|5VULN|7AART|9MLV|aCDMG
257	61242 63131	   	169.37	ACR|2VULN|2DMG|1AART|1DUR	1aDMG|2TLV|3DUST|4RCR|56VULN|7AART|8DUR|9LIT
258	62754 14144	   	169.36	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2MBVNT|3CDMG|4BELT|58MLV|6AART|78VULN|8BPWR|9CGEN|aRCR
259	31554 31211	 * 	169.31	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1LIT|25ASPD|3aDMG|4AART|6RCR|7DUR|8VULN|9FEWX
260	31554 31231	   	169.31	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1LIT|25ASPD|3aDMG|4AART|6RCR|7DUR|8VULN|9LWND
261	35126 42313	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DMG|3DUR|4RPLT|59aVULN|6RCR|7CDMG|8ZMB
262	23242 33431	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	19CGEN|2ZMB|39DUST|4RCR|58VULN|6DUR|79DMG|9BPWR|aCDMG
263	63141 11131	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2ZMB|3LWND|4RCR|5CDMG|7BEXP|8ASPD|9aVULN
264	63341 11131	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2ZMB|3LHND|4RCR|5CDMG|7BEXP|8ASPD|9aVULN
265	63341 16131	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2ZMB|3LHND|4RCR|5CDMG|7LWND|8ASPD|9aVULN
266	66141 11131	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2FEWX|3ZMB|4RCR|5CDMG|7BEXP|8ASPD|9aVULN
267	31554 31221	   	169.21	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1LIT|25ASPD|3aDMG|4AART|6RCR|7DUR|8VULN|9LEGI
268	63341 22234	   	169.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2ZMB|39LHND|4RCR|5CDMG|6ERES|79FEWX|8AART|9BPWR|aVULN
269	62428 82233	 * 	169.17	DCR|3DMG|1AART|3DUR|1ZMB	159DMG|2MBVNT|349DUR|6RCR|79CGEN|8AART|9BPWR|aZMB
270	35562 22232	 * 	169.12	DCR|2AART|2DMG|1VULN|1CDMG	1LIT|23DMG|49AART|5LWND|6VULN|7BEXP|8RCR|aCDMG
271	35562 23232	   	169.12	DCR|2AART|2DMG|1VULN|1CDMG	1LIT|23DMG|49AART|5LWND|6VULN|7FEWX|8RCR|aCDMG
272	62161 11131	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7BEXP|8ASPD|9aVULN
273	62161 17131	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7LWND|8ASPD|9aVULN
274	63241 11131	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2ZMB|3DUST|4RCR|5CDMG|7BEXP|8ASPD|9aVULN
275	63241 16131	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2ZMB|3DUST|4RCR|5CDMG|7LWND|8ASPD|9aVULN
276	62161 12631	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7MLV|89VULN|aASPD
277	62161 12634	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7MLV|89VULN|aDUR
278	23141 13264	   	169.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3LWND|4RCR|5CDMG|6DMG|7FEWX|8AART|9aVULN
279	23341 12264	   	169.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3LHND|4RCR|5CDMG|6DMG|7FEWX|8AART|9aVULN
280	62161 18243	   	169.04	ACR|3DMG|1AART|2ZMB|1CDMG	169DMG|2MBVNT|3aZMB|4RCR|5CDMG|7AART|8LWND
281	62161 18343	   	169.04	ACR|3DMG|1AART|2ZMB|1CDMG	168DMG|2MBVNT|3aZMB|4RCR|5CDMG|7AART|9LHND
282	62161 13631	   	169.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7ERES|89VULN|aASPD
283	62161 13634	   	169.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7ERES|89VULN|aDUR
284	43242 33431	   	169.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	19ERES|2ZMB|39DUST|4RCR|58VULN|6DUR|79DMG|9BPWR|aCDMG
285	11141 11264	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2TLV|3ZMB|4RCR|5CDMG|6DMG|7LWND|8AART|9aVULN
286	23241 12364	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3DUST|4RCR|5CDMG|6DMG|7FEWX|8AART|9aVULN
287	23241 33364	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3DUST|4RCR|5CDMG|6BEXP|7DMG|8AART|9aVULN
288	43141 13263	   	169.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2ZMB|3LWND|4RCR|5CDMG|6aDMG|7FEWX|8AART|9VULN
289	43341 12263	   	169.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2ZMB|3LHND|4RCR|5CDMG|6aDMG|7FEWX|8AART|9VULN
290	62162 18223	   	169.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2MBVNT|3ZMB|4RCR|5VULN|6MLV|7CDMG|8AART|9LWND
291	62162 18233	   	169.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2MBVNT|3ZMB|4RCR|5VULN|6MLV|7CDMG|8AART|9LHND
292	63141 23263	   	169.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2ZMB|3LWND|4RCR|5CDMG|6ERES|7FEWX|8AART|9VULN
293	63341 22263	   	169.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2ZMB|3LHND|4RCR|5CDMG|6ERES|7FEWX|8AART|9VULN
294	62161 21273	   	168.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2MBVNT|3ZMB|4RCR|5CDMG|6ERES|7LWND|8AART|9VULN
295	62162 18243	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|5aVULN|6MLV|7CDMG|8AART|9ERES
296	62162 48243	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4RCR|5aVULN|6CGEN|7CDMG|8AART|9ERES
297	62161 14264	   	168.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4RCR|5CDMG|7AIRHEL|8AART|9DUST|aVULN
298	62451 36334	 * 	168.75	DCR|3DMG|2VULN|3DUR|1ASPD	189DMG|2MBVNT|368DUR|4FEWX|5ASPD|78VULN|8BPWR|aRCR
299	62161 62133	   	168.68	ACR|2DMG|1AART|2CDMG|2DUR|1ZMB	1aDMG|2MBVNT|3ZMB|4RCR|59CDMG|6AART|78DUR
300	63241 52133	   	168.68	ACR|2DMG|1AART|2CDMG|2DUR|1ZMB	1aDMG|2ZMB|3DUST|4RCR|59CDMG|6AART|78DUR
301	62183 34531	   	168.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7FEWX|8RCR|9CDMG|aLIT
302	62182 41534	   	168.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4AART|5DUST|7VULN|8RCR|9LIT|aCDMG
303	62183 33534	   	168.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7DUST|8RCR|9LIT|aCDMG
304	62183 14533	   	168.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|5aVULN|6MLV|7TLV|8RCR|9CDMG
305	62183 34532	   	168.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7FEWX|8RCR|9CDMG|aLEGI
306	62183 34534	   	168.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7FEWX|8RCR|9CDMG|aERES
307	62341 81354	   	168.46	DCR|3VULN|3DMG|1ASPD	189DMG|2MBVNT|389FEWX|4DUST|5ASPD|689VULN|7DMSP|89BPWR|aRCR
308	62745 12443	   	168.43	DCR|3DMG|1AART|1VULN|1CDMG	16aDMG|2MBVNT|3CDMG|4VULN|57MLV|8AART|9RCR
309	62161 62213	 * 	168.42	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	1aDMG|2MBVNT|3ZMB|4RCR|5CDMG|69AART|7DUR|8LEGI
310	63241 52213	   	168.42	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	1aDMG|2ZMB|3DUST|4RCR|5CDMG|69AART|7DUR|8LEGI
311	43141 43133	   	168.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2ZMB|3LWND|4RCR|5CDMG|6VULN|7aDMG|8DUST|9AART
312	43341 43133	   	168.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2ZMB|3LHND|4RCR|5CDMG|6VULN|7aDMG|8DUST|9AART
313	63142 32622	   	168.25	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1DMG|2ZMB|3LWND|4RCR|5aVULN|6SELL|7CDMG|8FEWX|9AART
314	63342 32622	   	168.25	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1DMG|2ZMB|3LHND|4RCR|5aVULN|6SELL|7CDMG|8FEWX|9AART
315	66142 32322	   	168.25	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1DMG|2FEWX|3ZMB|4RCR|5aVULN|6SELL|7CDMG|8LHND|9AART
316	62162 24451	   	168.24	ACR|3VULN|2DMG|2ZMB	19DMG|2MBVNT|36ZMB|4RCR|579VULN|89BEXP|9BPWR|aRMIN
317	62162 42533	   	168.24	ACR|3VULN|2DMG|2ZMB	19DMG|2MBVNT|39ZMB|4RCR|58aVULN|6CGEN|79BEXP|9BPWR
318	63251 13253	   	168.22	DCR|3DMG|1VULN|2ZMB|1CDMG|1DUR	16aDMG|24ZMB|34DUST|4BPWR|5DUR|7CDMG|8RCR|9VULN
319	62472 21534	 * 	168.22	DCR|2VULN|2DMG|3DUR|2ZMB	19DMG|2MBVNT|39aDUR|4CGEN|58VULN|69ZMB|7RCR|9BPWR
320	63251 13262	 * 	168.20	DCR|3DMG|3ZMB|2CDMG|1DUR	16aDMG|24aZMB|34DUST|4aBPWR|5DUR|7aCDMG|8RCR|9DMSP
