0	Index      	 *	Score 	Summary	Detail	
1	15611 12621	 * 	189.49	DCR|2VULN|1AART|1DMG|2ASPD|2DUR|1ZMB|2RCVC	18ASPD|26RCVC|38VULN|4AART|58DUR|7RCR|8BPWR|9DMG|aZMB
160	12611 22525	   	172.21	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	12ASPD|38VULN|4AART|56DUR|7RCR|9DMG|aLIT
161	12111 22513	   	172.21	DCR|2DMG|1AART|1VULN|2ASPD|2DUR	12ASPD|3LHND|4AART|56DUR|7RCR|8VULN|9aDMG
162	24343 32521	   	172.18	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14MLV|2AART|34ASPD|4BPWR|5ERES|68VULN|7RCR|9DMG|aZMB
163	23215 12312	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|29DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|aDMG
164	23215 42312	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|29DUR|38VULN|4RCR|5AART|6BEXP|7CDMG|aDMG
165	23215 52113	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|26DUR|37VULN|4RCR|5AART|8CDMG|9RPLT|aDMG
166	23215 52153	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|26DUR|37VULN|4RCR|5AART|8CDMG|9DMG|aCGEN
167	43215 12312	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CGEN|29DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|aDMG
168	43215 42312	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CGEN|29DUR|38VULN|4RCR|5AART|6BEXP|7CDMG|aDMG
169	43215 52113	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CGEN|26DUR|37VULN|4RCR|5AART|8CDMG|9RPLT|aDMG
170	12611 22523	   	172.11	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	12ASPD|38VULN|4AART|56DUR|7RCR|9DMG|aERES
171	12611 22151	   	172.09	DCR|1AART|1VULN|1DMG|3DUR|2ASPD|1CDMG	12ASPD|3VULN|4AART|56aDUR|7RCR|8CDMG|9DMG
172	14325 32521	   	172.08	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	13ASPD|2AART|4TLV|5CGEN|68VULN|7RCR|9DMG|aZMB
173	12614 11612	 * 	172.04	DCR|3VULN|1AART|3ASPD|2ZMB	128ASPD|38aVULN|4AART|5TLV|6BEXP|78ZMB|8BPWR|9RCR
174	21215 52312	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|2DUST|38VULN|4RCR|5AART|69DUR|7CDMG|aDMG
175	23215 52152	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|26DUR|37VULN|4RCR|5AART|8CDMG|9DMG|aTLV
176	23215 62312	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|29DUR|38VULN|4RCR|5AART|6DUST|7CDMG|aDMG
177	33215 12312	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|29DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|aDMG
178	33215 42312	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|29DUR|38VULN|4RCR|5AART|6BEXP|7CDMG|aDMG
179	33215 52153	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|26DUR|37VULN|4RCR|5AART|8CDMG|9DMG|aCGEN
180	41215 52312	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CGEN|2DUST|38VULN|4RCR|5AART|69DUR|7CDMG|aDMG
181	43215 62312	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CGEN|29DUR|38VULN|4RCR|5AART|6DUST|7CDMG|aDMG
182	23215 22321	   	171.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1MLV|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aZMB
183	43215 22321	   	171.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CGEN|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aZMB
184	23215 24521	   	171.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1MLV|27DUR|38VULN|4RCR|5AART|6RCVC|9DMG|aZMB
185	14323 32521	   	171.98	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	13ASPD|2AART|4TLV|5ERES|68VULN|7RCR|9DMG|aZMB
186	23211 52512	   	171.97	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1MLV|2DUR|36VULN|4RCR|5LIT|7CDMG|8AART|9ASPD|aDMG
187	43211 52512	   	171.97	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2DUR|36VULN|4RCR|5LIT|7CDMG|8AART|9ASPD|aDMG
188	12614 31612	   	171.94	DCR|3VULN|1AART|3ASPD|2ZMB	128ASPD|38aVULN|4AART|5TLV|6DUST|78ZMB|8BPWR|9RCR
189	31215 52312	   	171.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|2DUST|38VULN|4RCR|5AART|69DUR|7CDMG|aDMG
190	33215 52152	   	171.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|26DUR|37VULN|4RCR|5AART|8CDMG|9DMG|aTLV
191	33215 62312	   	171.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|29DUR|38VULN|4RCR|5AART|6DUST|7CDMG|aDMG
192	33215 22321	   	171.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ERES|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aZMB
193	33215 24521	   	171.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ERES|27DUR|38VULN|4RCR|5AART|6RCVC|9DMG|aZMB
194	33211 52512	   	171.87	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ERES|2DUR|36VULN|4RCR|5LIT|7CDMG|8AART|9ASPD|aDMG
195	23411 32154	 * 	171.78	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	1MLV|25DUR|3RCVC|4AART|6VULN|7RCR|8CDMG|9DMG|aFLTHEA
196	33411 32154	   	171.68	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|2DUR	1ERES|25DUR|3RCVC|4AART|6VULN|7RCR|8CDMG|9DMG|aFLTHEA
197	15611 12326	   	171.68	DCR|2VULN|1AART|1DMG|2DUR|1ASPD|2RCVC	1ASPD|26RCVC|3aVULN|4AART|58DUR|7RCR|9DMG
198	61843 11512	   	171.61	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1DMSP|2MBVNT|36DUR|4VULN|5AART|7RCR|8CDMG|9aDMG
199	11214 42512	   	171.55	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	15ASPD|2DUST|3VULN|4RCR|6LIT|7CDMG|8AART|9aDMG
200	23215 52121	 * 	171.54	ACR|3VULN|1AART|3DUR|1CDMG	1MLV|269DUR|37aVULN|4RCR|5AART|8CDMG
201	23215 52351	   	171.54	ACR|3VULN|1AART|3DUR|1CDMG	1MLV|268DUR|37aVULN|4RCR|5AART|9CDMG
202	43215 52121	   	171.54	ACR|3VULN|1AART|3DUR|1CDMG	1CGEN|269DUR|37aVULN|4RCR|5AART|8CDMG
203	11211 52533	   	171.53	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2DUST|36aVULN|4RCR|5LIT|7CDMG|8AART|9ZMB
204	33215 52121	   	171.44	ACR|3VULN|1AART|3DUR|1CDMG	1ERES|269DUR|37aVULN|4RCR|5AART|8CDMG
205	33215 52351	   	171.44	ACR|3VULN|1AART|3DUR|1CDMG	1ERES|268DUR|37aVULN|4RCR|5AART|9CDMG
206	23215 22522	   	171.34	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2DUR|378VULN|4RCR|5AART|6RCVC|9DMG|aFEWX
207	23215 22524	   	171.34	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2DUR|378VULN|4RCR|5AART|6RCVC|9DMG|aCGEN
208	23215 22525	   	171.34	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2DUR|378VULN|4RCR|5AART|6RCVC|9DMG|aLIT
209	43215 22522	   	171.34	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2DUR|378VULN|4RCR|5AART|6RCVC|9DMG|aFEWX
210	43215 21523	 * 	171.34	ACR|3DMG|1AART|1VULN|1DUR	1CGEN|2DUR|3VULN|4RCR|5AART|6RCVC|7LHND|89aDMG
211	11211 52511	   	171.25	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2DUST|36VULN|4RCR|5LIT|7aCDMG|8AART|9DMG
212	23215 22523	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	1MLV|2DUR|378VULN|4RCR|5AART|6RCVC|9DMG|aERES
213	33215 22522	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2DUR|378VULN|4RCR|5AART|6RCVC|9DMG|aFEWX
214	33215 22524	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2DUR|378VULN|4RCR|5AART|6RCVC|9DMG|aCGEN
215	33215 22525	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2DUR|378VULN|4RCR|5AART|6RCVC|9DMG|aLIT
216	43215 22523	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2DUR|378VULN|4RCR|5AART|6RCVC|9DMG|aERES
217	65112 12333	   	171.15	DCR|2VULN|2DMG|1AART|1DUR	1DMSP|2aDMG|3LHND|4AART|5aBEXP|6DUR|7RCR|8LIT|9aVULN|aBPWR
218	33215 22523	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1aERES|2DUR|378VULN|4RCR|5AART|6RCVC|9DMG
219	14211 21523	 * 	171.06	DCR|3VULN|2AART|2ASPD|1DUR	18ASPD|25AART|38CANHEL|4RCVC|678VULN|8BPWR|9DUR|aRCR
220	12632 62326	   	171.01	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	12ASPD|3aVULN|48DUR|5DMSP|6AART|7RCR|9DMG
221	11214 55122	 * 	170.95	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2DUST|36VULN|4RCR|7CDMG|8LHND|9AART|aDMG
222	14361 32121	 * 	170.81	DCR|2VULN|1AART|3DUR|2ASPD|1CDMG	13ASPD|2AART|459DUR|6aVULN|7RCR|8CDMG
223	14361 32351	   	170.81	DCR|2VULN|1AART|3DUR|2ASPD|1CDMG	13ASPD|2AART|458DUR|6aVULN|7RCR|9CDMG
224	12611 12123	   	170.78	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3VULN|4AART|59DUR|6RCVC|7RCR|8CDMG|aDMG
225	12611 12151	   	170.78	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3VULN|4AART|5aDUR|6RCVC|7RCR|8CDMG|9DMG
226	14311 32612	   	170.71	DCR|3VULN|1AART|3ASPD|2DUR	138ASPD|2AART|4BEXP|58DUR|678VULN|8BPWR|9RCR|aLHND
227	21215 61113	   	170.70	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1MLV|2DUST|3VULN|4RCR|5AART|67ASPD|8ZMB|9aDMG
228	41215 61113	   	170.70	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1CGEN|2DUST|3VULN|4RCR|5AART|67ASPD|8ZMB|9aDMG
229	53611 12521	   	170.65	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|2RCVC	16RCVC|2TLV|38VULN|4AART|5DUR|7RCR|9DMG|aZMB
230	14351 12513	   	170.62	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	13ASPD|2AART|4LHND|5DUR|6RCVC|7RCR|8VULN|9aDMG
231	55162 22322	 * 	170.62	DCR|3DMG|2VULN|1CDMG	1RCVC|245DMG|34LHND|4BPWR|68VULN|7RCR|9RMIN|aCDMG
232	14311 32611	   	170.61	DCR|3VULN|1AART|3ASPD|2DUR	138ASPD|2AART|4BEXP|58DUR|678VULN|8BPWR|9RCR|aTLV
233	14311 32615	   	170.61	DCR|3VULN|1AART|3ASPD|2DUR	138ASPD|2AART|4BEXP|58DUR|678VULN|8BPWR|9RCR|aERES
234	33135 31141	 * 	170.57	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1ERES|2DUR|38ZMB|4CDMG|5RCR|69DMG|7aVULN
235	25611 12521	   	170.45	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|2RCVC	1MLV|26RCVC|38VULN|4AART|5DUR|7RCR|9DMG|aZMB
236	35611 12521	   	170.35	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|2RCVC	1ERES|26RCVC|38VULN|4AART|5DUR|7RCR|9DMG|aZMB
237	33135 43133	   	170.20	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6FEWX|7AART|8FLTHEA|9VULN|aDMG
238	11651 23252	 * 	170.11	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2DUST|3BEXP|47AART|5DUR|6RCR|8VULN|9CDMG|aDMG
239	51843 71113	   	170.05	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|2RCVC	16RCVC|2MBVNT|3DUR|4VULN|5AART|7RCR|8ZMB|9aDMG
240	23214 65312	 * 	170.03	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	17MLV|2DUR|378VULN|4RCR|57ASPD|6RMIN|7BPWR|9DMG|aCDMG
241	12111 14616	   	170.01	DCR|2VULN|1AART|3ASPD|1CDMG|2DUR	128ASPD|3LHND|4AART|58DUR|6RCVC|78VULN|8BPWR|9RCR|aCDMG
242	12615 21234	   	169.99	DCR|2VULN|1AART|3ASPD|1DMG|1ZMB	126ASPD|38VULN|4AART|5ZMB|7DMG|9DUST|aRCR
243	53233 24343	 * 	169.98	DCR|3VULN|3DMG|1SELL	1RCVC|279TLV|3RMIN|4SELL|579VULN|679DMG|79BPWR|8RCR|aMLV
244	14631 12513	   	169.90	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1ASPD|2AART|3FEWX|4RCVC|56DUR|7RCR|8VULN|9aDMG
245	23225 53243	   	169.90	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	19MLV|28DUR|39VULN|4ZMB|5RCVC|6CDMG|79DMG|9BPWR|aRCR
246	25233 24343	 * 	169.88	DCR|3VULN|3DMG|1SELL	179MLV|2RCVC|3RMIN|4SELL|579VULN|679DMG|79BPWR|8RCR|aTLV
247	55111 22162	   	169.73	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RCVC|2DMG|3LHND|4AART|56DUR|7RCR|8CDMG|9ZMB|aVULN
248	33225 53243	   	169.70	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	19ERES|28DUR|39VULN|4ZMB|5RCVC|6CDMG|79DMG|9BPWR|aRCR
249	35233 24343	 * 	169.68	DCR|3VULN|3DMG|1SELL	179ERES|2RCVC|3RMIN|4SELL|579VULN|679DMG|79BPWR|8RCR|aBEXP
250	12611 22121	   	169.61	DCR|2VULN|1AART|3DUR|2ASPD|1CDMG	12ASPD|3aVULN|4AART|569DUR|7RCR|8CDMG
251	12611 22351	   	169.61	DCR|2VULN|1AART|3DUR|2ASPD|1CDMG	12ASPD|3aVULN|4AART|568DUR|7RCR|9CDMG
252	54111 22513	   	169.60	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1RCVC|2ASPD|3LHND|4AART|56DUR|7RCR|8VULN|9aDMG
253	35233 24342	 * 	169.58	DCR|3VULN|3DMG|1SELL	179ERES|2RCVC|3RMIN|4SELL|579VULN|679DMG|79BPWR|8RCR|aVENICY
254	12611 22155	   	169.58	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3VULN|4AART|56DUR|7RCR|8CDMG|9DMG|aRCVC
255	63611 22521	   	169.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMSP|2TLV|38VULN|4AART|56DUR|7RCR|9DMG|aZMB
256	31216 52342	 * 	169.56	ACR|4VULN|1DMG|2CDMG	159ERES|2DUST|3679VULN|4RCR|89CDMG|9BPWR|aDMG
257	65611 22122	   	169.54	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1DMSP|2DMG|3VULN|4AART|569DUR|7RCR|8CDMG|aZMB
258	14362 23216	 * 	169.53	DCR|2DMG|1AART|1VULN|3ASPD|1DUR	136ASPD|2AART|4DUR|5aDMG|7ERES|8VULN|9RCR
259	14364 21212	   	169.53	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2AART|4DUR|5TLV|7DMG|8aVULN|9RCR
260	65611 12113	   	169.52	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2aDMG|3VULN|4AART|5DUR|6RCVC|7RCR|8CDMG|9RPLT
261	23215 52413	   	169.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1MLV|26DUR|37VULN|4RCR|5AART|8ZMB|9FEWX|aDMG
262	14361 32113	   	169.47	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13ASPD|2AART|45DUR|6VULN|7RCR|8CDMG|9RPLT|aDMG
263	14361 32153	   	169.47	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13ASPD|2AART|45DUR|6VULN|7RCR|8CDMG|9DMG|aCGEN
264	14311 12152	   	169.47	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13ASPD|2AART|4BEXP|56DUR|7RCR|8CDMG|9DMG|aVULN
265	14311 12162	   	169.47	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13ASPD|2AART|4BEXP|56DUR|7RCR|8CDMG|9VULN|aDMG
266	14351 22152	   	169.47	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13ASPD|2AART|4LHND|56DUR|7RCR|8CDMG|9DMG|aVULN
267	14351 22162	   	169.47	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13ASPD|2AART|4LHND|56DUR|7RCR|8CDMG|9VULN|aDMG
268	14362 11422	   	169.47	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13ASPD|2AART|49DUR|5DMG|6BEXP|7RCR|8CDMG|aVULN
269	23215 23613	   	169.44	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	18MLV|2DUR|38VULN|4RCR|5AART|6RCVC|78ASPD|8BPWR|9FEWX|aDMG
270	43215 23613	   	169.44	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	18CGEN|2DUR|38VULN|4RCR|5AART|6RCVC|78ASPD|8BPWR|9FEWX|aDMG
271	12111 12513	   	169.42	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	12ASPD|3LHND|4AART|5DUR|6RCVC|7RCR|8VULN|9aDMG
272	12611 12522	   	169.42	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12ASPD|38VULN|4AART|5DUR|6RCVC|7RCR|9DMG|aFEWX
273	12611 12524	   	169.42	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12ASPD|38VULN|4AART|5DUR|6RCVC|7RCR|9DMG|aCGEN
274	12611 12525	   	169.42	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12ASPD|38VULN|4AART|5DUR|6RCVC|7RCR|9DMG|aLIT
275	33215 52613	   	169.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ERES|26DUR|37VULN|4RCR|5AART|8LWND|9DMG|aZMB
276	14361 32152	   	169.37	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13ASPD|2AART|45DUR|6VULN|7RCR|8CDMG|9DMG|aTLV
277	14362 31422	   	169.37	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	13ASPD|2AART|49DUR|5DMG|6DUST|7RCR|8CDMG|aVULN
278	21215 22526	   	169.34	ACR|4VULN|1AART|1ZMB	1MLV|2DUST|378aVULN|4RCR|5AART|6RCVC|9ZMB
279	41215 22523	   	169.34	ACR|4VULN|1AART|1ZMB	1CGEN|2DUST|378aVULN|4RCR|5AART|6RCVC|9ZMB
280	23215 22113	   	169.34	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9RPLT|aDMG
281	23215 22153	   	169.34	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aCGEN
282	23215 22155	   	169.34	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aBELT
283	43215 22113	   	169.34	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9RPLT|aDMG
284	43215 22153	   	169.34	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aCGEN|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG
285	12611 12523	   	169.32	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12ASPD|38VULN|4AART|5DUR|6RCVC|7RCR|9DMG|aERES
286	15611 22522	   	169.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2RCVC|38VULN|4AART|56DUR|7RCR|9DMG|aFEWX
287	14562 12322	   	169.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2AART|35VULN|48DUR|6RCVC|7RCR|9DMG|aFEWX
288	15111 22513	   	169.30	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1ASPD|2RCVC|3LHND|4AART|56DUR|7RCR|8VULN|9aDMG
289	31215 22523	   	169.24	ACR|4VULN|1AART|1ZMB	1ERES|2DUST|378aVULN|4RCR|5AART|6RCVC|9ZMB
290	33215 22153	   	169.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aCGEN
291	33215 22155	   	169.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aBELT
292	21215 22122	   	169.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DUR|aDMG
293	21215 22151	   	169.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aDUR
294	23215 22152	   	169.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aTLV
295	41215 22122	   	169.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DUR|aDMG
296	41215 22151	   	169.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aDUR
297	43215 22152	   	169.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aTLV
298	21215 23412	   	169.24	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MLV|2DUST|3VULN|4RCR|5AART|6RCVC|7ASPD|8CDMG|9aDMG
299	41215 23412	   	169.24	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2DUST|3VULN|4RCR|5AART|6RCVC|7ASPD|8CDMG|9aDMG
300	15611 22523	   	169.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2RCVC|38VULN|4AART|56DUR|7RCR|9DMG|aERES
301	14562 12323	   	169.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2AART|35VULN|48DUR|6RCVC|7RCR|9DMG|aERES
302	15611 22151	   	169.18	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ASPD	1ASPD|2RCVC|3VULN|4AART|56aDUR|7RCR|8CDMG|9DMG
303	23212 36326	   	169.17	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	1MLV|2DUR|38VULN|4RCR|5FEWX|6DMG|7ASPD|9aAART
304	43212 36323	   	169.17	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1CGEN|2DUR|38VULN|4RCR|5FEWX|6DMG|7ASPD|9aAART
305	31215 23412	   	169.14	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2DUST|3VULN|4RCR|5AART|6RCVC|7ASPD|8CDMG|9aDMG
306	33215 22152	   	169.14	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aTLV
307	31215 22122	   	169.14	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DUR|aDMG
308	31215 22151	   	169.14	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DUST|37VULN|4RCR|5AART|6RCVC|8CDMG|9DMG|aDUR
309	33212 36323	   	169.07	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	1ERES|2DUR|38VULN|4RCR|5FEWX|6DMG|7ASPD|9aAART
310	51843 11542	   	169.03	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RCVC|2MBVNT|36DUR|4VULN|5AART|7RCR|8CDMG|9ZMB|aDMG
311	65112 12511	   	169.02	DCR|3DMG|1AART|1VULN|1DUR	1DMSP|289DMG|3LHND|4AART|5BEXP|6DUR|7RCR|aVULN
312	14361 32511	   	169.00	DCR|3VULN|1AART|2ASPD|2DUR	13ASPD|2AART|45DUR|68aVULN|7RCR|9BELT
313	61843 11113	   	168.96	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1DMSP|2MBVNT|36DUR|4VULN|5AART|7RCR|8ZMB|9aDMG
314	65111 32511	   	168.92	DCR|3DMG|1AART|1VULN|1DUR	1DMSP|289DMG|3LHND|4AART|5DUR|6DUST|7RCR|aVULN
315	65113 12511	   	168.92	DCR|3DMG|1AART|1VULN|1DUR	1DMSP|289DMG|3LHND|4AART|5DUST|6DUR|7RCR|aVULN
316	23212 36324	   	168.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|38VULN|4RCR|5FEWX|6DMG|7ASPD|9AART|aZMB
317	43212 36324	   	168.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1CGEN|2DUR|38VULN|4RCR|5FEWX|6DMG|7ASPD|9AART|aZMB
318	24343 32152	 * 	168.69	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	14MLV|2aAART|34ASPD|4BPWR|5ERES|6VULN|7RCR|8CDMG|9DMG
319	33135 31121	 * 	168.64	ACR|3VULN|1DMG|2ZMB|1CDMG|1DUR	1ERES|2DUR|38ZMB|4CDMG|5RCR|6DMG|79aVULN
320	33212 36324	   	168.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2DUR|38VULN|4RCR|5FEWX|6DMG|7ASPD|9AART|aZMB
321	14333 32152	   	168.59	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	13ASPD|2aAART|4CGEN|5ERES|6VULN|7RCR|8CDMG|9DMG
