0	Index      	 *	Score 	Summary	Detail	
1	11113 13444	 * 	195.47	DCR|4VULN|2DMG|3CDMG	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9aDMG
170	23236 43513	   	168.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AIRHEA|2ZMB|3VULN|4DUR|58DMG|6CDMG|7AART|9TLV|aRCR
171	11132 13244	   	168.82	DCR|2VULN|2DMG|3CDMG	178CDMG|25BELT|38VULN|4RCVC|6RCR|8BPWR|9aDMG
172	11135 13244	   	168.82	DCR|2VULN|2DMG|3CDMG	178CDMG|2BELT|38VULN|4RCVC|5DMSP|6RCR|8BPWR|9aDMG
173	11133 11121	   	168.82	DCR|2VULN|2DMG|3CDMG	158CDMG|2BELT|35VULN|4RCVC|5BPWR|6RCR|7LIT|9aDMG
174	23217 21447	   	168.82	DCR|2VULN|2DMG|1AART|1ZMB	1AIRHEA|2ZMB|37VULN|4MBVNT|56DMG|8RCR|9FEWX|aAART
175	23217 21474	   	168.82	DCR|2VULN|2DMG|1AART|1ZMB	1AIRHEA|2ZMB|37VULN|4MBVNT|56DMG|8RCR|9RPLT|aAART
176	52235 23533	   	168.75	DCR|3VULN|2DMG|1CDMG|1DUR	15LWND|27DMG|3CDMG|456VULN|5BPWR|8RMIN|9RCR|aDUR
177	11113 12133	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8RMIN|9ZMB|aBEXP
178	11113 12135	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8RMIN|9ZMB|aCGEN
179	11113 12233	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9RMIN|aBEXP
180	11113 12235	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9RMIN|aCGEN
181	11113 12261	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9LWND|aCGEN
182	11113 12262	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9LWND|aLHND
183	11113 12454	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8LIT|9LHND|aZMB
184	11113 12464	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8LIT|9BEXP|aZMB
185	11113 15424	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7ZMB|8LIT|9RPLT|aDMG
186	11113 15452	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7ZMB|8LIT|9LHND|aDMG
187	11113 15462	   	168.74	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7ZMB|8LIT|9BEXP|aDMG
188	11113 13421	   	168.72	DCR|4VULN|3CDMG|1ZMB	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9ZMB|aERES
189	11113 13425	   	168.72	DCR|4VULN|3CDMG|1ZMB	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9ZMB|aTLV
190	11113 13436	   	168.72	DCR|4VULN|3CDMG|1ZMB	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9DUST|aZMB
191	62186 32441	 * 	168.70	ACR|3DMG|1AART|2CDMG|1ZMB	149FEWX|279DMG|3MBVNT|5RCR|69CDMG|8AART|9BPWR|aZMB
192	52235 23433	   	168.65	DCR|3VULN|2DMG|1CDMG|1DUR	15LWND|27DMG|3CDMG|456VULN|5BPWR|8TLV|9RCR|aDUR
193	11113 12211	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9DUST|aCGEN
194	11113 12212	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9DUST|aLWND
195	11113 12251	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9LEGI|aCGEN
196	11113 12252	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9LEGI|aLWND
197	11113 12263	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9LWND|aMBVNT
198	11113 12434	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8LIT|9DUST|aZMB
199	15263 11336	   	168.57	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2AART|3DUR|4VULN|5ASPD|6LHND|7RCR|8BEXP|9ZMB|aDMG
200	15633 11336	   	168.57	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2AART|3VULN|4DUR|5ASPD|6LHND|7RCR|8BEXP|9ZMB|aDMG
201	11113 12213	   	168.54	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9DUST|aMBVNT
202	11113 12253	   	168.54	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9LEGI|aMBVNT
203	12136 51613	   	168.54	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2BEXP|3DMG|49VULN|5SELL|6AART|7ZMB|8RCR|aRCVC
204	11113 12143	   	168.50	DCR|3VULN|1DMG|2CDMG|1ZMB|1SELL	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8RMIN|9SELL|aZMB
205	11113 12242	   	168.50	DCR|3VULN|1DMG|2CDMG|1ZMB|1SELL	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9SELL|aLIT
206	11113 12243	   	168.50	DCR|3VULN|1DMG|2CDMG|1ZMB|1SELL	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9SELL|aRMIN
207	11113 12244	   	168.50	DCR|3VULN|1DMG|2CDMG|1ZMB|1SELL	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9SELL|aDMSP
208	11113 12265	   	168.50	DCR|3VULN|1DMG|2CDMG|1ZMB|1SELL	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9LWND|aSELL
209	32126 32441	   	168.40	ACR|3DMG|1AART|2CDMG|1ZMB	149DUST|279DMG|3MBVNT|5RCR|69CDMG|8AART|9BPWR|aZMB
210	11113 12215	   	168.40	DCR|3VULN|1DMG|2CDMG|1ZMB|1SELL	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9DUST|aSELL
211	11113 12241	   	168.40	DCR|3VULN|1DMG|2CDMG|1ZMB|1SELL	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9SELL|aERES
212	11113 12255	   	168.40	DCR|3VULN|1DMG|2CDMG|1ZMB|1SELL	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9LEGI|aSELL
213	11132 13164	   	168.29	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|25BELT|39VULN|4RCVC|6RCR|8DMG|aAART
214	11135 13164	   	168.29	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|2BELT|39VULN|4RCVC|5DMSP|6RCR|8DMG|aAART
215	15261 11326	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2AART|3DUR|4VULN|5CGEN|6LHND|7RCR|8BEXP|9aDMG
216	15631 11326	   	168.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2AART|3VULN|4DUR|5CGEN|6LHND|7RCR|8BEXP|9aDMG
217	62186 34441	 * 	168.15	ACR|2DMG|3CDMG|1AART|1VULN	149FEWX|29DMG|3MBVNT|5RCR|679CDMG|8AART|9BPWR|aVULN
218	52235 23532	   	168.13	DCR|3VULN|2DMG|2CDMG	15LWND|27DMG|3aCDMG|456VULN|5BPWR|8RMIN|9RCR
219	11113 13216	   	168.12	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9CGEN|aLWND
220	11113 13221	   	168.12	DCR|3VULN|3CDMG|1AART	157CDMG|2aBELT|345VULN|5BPWR|6RCR|8AART|9BEXP
221	11113 13223	   	168.12	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9BEXP|aLHND
222	15234 11326	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2AART|3DUR|4ERES|5VULN|6LHND|7RCR|8BEXP|9aDMG
223	13343 11251	   	168.11	DCR|2VULN|3CDMG|1DMG|1ZMB|1ASPD|1DUR	125CDMG|3ASPD|4aVULN|6ZMB|7DUR|8RCR|9DMG
224	13343 11252	   	168.11	DCR|2DMG|3CDMG|1VULN|1ZMB|1ASPD|1DUR	125CDMG|3ASPD|4VULN|6ZMB|7DUR|8RCR|9aDMG
225	21341 12311	   	168.06	DCR|2VULN|2DMG|1AART|1CDMG	19AIRHEA|2FEWX|39LWND|45VULN|6CDMG|79DMG|8AART|9BPWR|aRCR
226	13234 23521	 * 	168.03	DCR|3VULN|2AART|2CDMG	12CDMG|3LHND|4CGEN|567VULN|8RCR|9aAART
227	52235 23432	   	168.03	DCR|3VULN|2DMG|2CDMG	15LWND|27DMG|3aCDMG|456VULN|5BPWR|8TLV|9RCR
228	11113 13212	   	168.02	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9CGEN|aNUKE
229	11113 13213	   	168.02	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9CGEN|aTLV
230	11113 13225	   	168.02	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9BEXP|aMBVNT
231	11113 13246	   	168.02	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9ERES|aLWND
232	52134 13261	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2DMG|3MBVNT|4ZMB|5MLV|6aVULN|7RCR|8CDMG|9AART
233	15264 11122	   	167.94	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1aCDMG|2AART|3DUR|4VULN|5ZMB|68LHND|7RCR|9DMG
234	15264 11321	   	167.94	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1aCDMG|2AART|3DUR|4VULN|5ZMB|6LHND|7RCR|8BEXP|9DMG
235	15634 11122	   	167.94	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1aCDMG|2AART|3VULN|4DUR|5ZMB|68LHND|7RCR|9DMG
236	15634 11321	   	167.94	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1aCDMG|2AART|3VULN|4DUR|5ZMB|6LHND|7RCR|8BEXP|9DMG
237	13224 23521	   	167.93	DCR|3VULN|2AART|2CDMG	12CDMG|3LHND|4ERES|567VULN|8RCR|9aAART
238	11113 13242	   	167.92	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9ERES|aNUKE
239	11113 13243	   	167.92	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9ERES|aTLV
240	11133 13466	   	167.86	DCR|4VULN|3CDMG|1DUR	157CDMG|2BELT|3589VULN|4RCVC|5BPWR|6RCR|aDUR
241	11113 14413	   	167.82	DCR|3VULN|1AART|2CDMG|1ASPD	15CDMG|2BELT|345VULN|5BPWR|6RCR|7CGEN|8LIT|9ASPD|aAART
242	52171 21443	   	167.81	DCR|3DMG|1AART|1VULN|2DUR	1aLWND|26aDMG|3MBVNT|4CGEN|5VULN|7AART|8aDUR|9RCR|aBPWR
243	11122 34513	 * 	167.79	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	18CDMG|2BELT|3VULN|4FEWX|5DUR|6RCR|79AART|aDMG
244	11133 12122	   	167.78	DCR|3VULN|1DMG|2CDMG|1ASPD	15CDMG|2BELT|35aVULN|4RCVC|5BPWR|6RCR|7DMG|8RMIN|9ASPD
245	13343 23253	   	167.75	DCR|2VULN|2DMG|3CDMG|1ASPD	125CDMG|3ASPD|4aVULN|69DMG|7FEWX|8RCR
246	11113 16413	   	167.72	DCR|3VULN|1AART|2CDMG|1ASPD	15CDMG|2BELT|345VULN|5BPWR|6RCR|7ERES|8LIT|9ASPD|aAART
247	52613 61223	   	167.60	DCR|3VULN|2DMG|2DUR	1LWND|29DMG|3LIT|4DUST|59aVULN|6RCR|7FEWX|89DUR|9BPWR
248	15651 11244	   	167.59	DCR|2DMG|1AART|1VULN|2CDMG	1aCDMG|2AART|3VULN|4aDMG|5LEGI|6aLHND|7RCR|8MBVNT|9RMIN|aBPWR
249	11113 52234	   	167.58	DCR|3VULN|3CDMG|1DMG|1ZMB	15aCDMG|2BELT|345VULN|5BPWR|6FEWX|7DMG|8ZMB|9RCR
250	11113 62234	   	167.58	DCR|3VULN|3CDMG|1DMG|1ZMB	15aCDMG|2BELT|345VULN|5BPWR|6LHND|7DMG|8ZMB|9RCR
251	13234 23526	   	167.58	DCR|3VULN|1AART|2CDMG|1ZMB	12CDMG|3LHND|4CGEN|567VULN|8RCR|9AART|aZMB
252	15222 63126	   	167.58	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	16CDMG|2AART|3DUR|4ZMB|5DMG|7VULN|8NUKE|9ASPD|aRCR
253	15223 63126	   	167.58	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	16CDMG|2AART|3DUR|4ZMB|5ASPD|7VULN|8NUKE|9DMG|aRCR
254	11113 13111	   	167.52	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LWND|9AART|aFEWX
255	11113 13112	   	167.52	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LWND|9AART|aMLV
256	15326 23421	   	167.51	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|3LHND|4ZMB|5BASICY|6DUR|789VULN|aRCR
257	32126 41711	   	167.47	ACR|2VULN|2DMG|1AART|1DUR	14DUST|28DMG|3MBVNT|5RCR|6AART|79VULN|aDUR
258	11113 13113	   	167.42	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LWND|9AART|aERES
259	11113 13115	   	167.42	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LWND|9AART|aMBVNT
260	11113 13611	   	167.42	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LEGI|9AART|aFEWX
261	11113 13612	   	167.42	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LEGI|9AART|aMLV
262	13334 13256	 * 	167.39	DCR|3CDMG|1AART|1DMG|1VULN|2ASPD	128CDMG|38ASPD|4CGEN|5VULN|6RCR|78BEXP|8BPWR|9DMG|aAART
263	12123 11261	   	167.38	DCR|3CDMG|1AART|1VULN|1DMG|1ZMB|1DUR	145CDMG|2BEXP|3DMG|6ZMB|7DUR|8RCR|9AART|aVULN
264	52223 11211	   	167.38	DCR|3CDMG|1AART|1VULN|1DMG|1ZMB|1DUR	1LWND|2DMG|345CDMG|6ZMB|7DUR|8RCR|9AART|aVULN
265	11112 15364	   	167.37	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|25BELT|349VULN|6RCR|7ZMB|8RCVC|aAART
266	11113 13613	   	167.32	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LEGI|9AART|aERES
267	11113 13615	   	167.32	DCR|3VULN|3CDMG|1AART	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LEGI|9AART|aMBVNT
268	32223 11261	   	167.28	DCR|3CDMG|1AART|1VULN|1DMG|1ZMB|1DUR	1DUST|2DMG|345CDMG|6ZMB|7DUR|8RCR|9AART|aVULN
269	15335 23231	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3LHND|4ERES|5DMG|6aVULN|7ZMB|8MBVNT|9RCR
270	52171 22843	   	167.21	DCR|3DMG|1AART|1VULN|2DUR	1aLWND|26aDMG|3MBVNT|4CGEN|5VULN|7aDUR|8AART|9RCR|aBPWR
271	32231 56433	   	167.13	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3CDMG|468VULN|5DMSP|7NUKE|9RCR|aAART
272	11133 12455	   	167.08	DCR|3VULN|3CDMG|1DMG	15aCDMG|2BELT|35aVULN|4RCVC|5aBPWR|6RCR|7DMG|8LIT|9aLHND
273	11133 12465	   	167.08	DCR|3VULN|3CDMG|1DMG	15aCDMG|2BELT|35aVULN|4RCVC|5aBPWR|6RCR|7DMG|8LIT|9aBEXP
274	32232 56433	   	167.03	DCR|3VULN|1AART|1DMG|1CDMG	15DUST|2DMG|3CDMG|468VULN|7NUKE|9RCR|aAART
275	13234 23512	   	166.94	DCR|4VULN|1DMG|2CDMG	12CDMG|3LHND|4CGEN|5679VULN|8RCR|aDMG
276	11133 12435	   	166.88	DCR|3VULN|3CDMG|1DMG	15aCDMG|2BELT|35aVULN|4RCVC|5aBPWR|6RCR|7DMG|8LIT|9aDUST
277	11133 13154	   	166.88	DCR|3VULN|3CDMG|1DMG	157CDMG|2BELT|35aVULN|4RCVC|5BPWR|6RCR|8LWND|9DMG
278	11133 13163	   	166.88	DCR|3VULN|3CDMG|1DMG	157CDMG|2BELT|359VULN|4RCVC|5BPWR|6RCR|8LWND|aDMG
279	11133 13443	   	166.88	DCR|3VULN|3CDMG|1DMG	157CDMG|2BELT|358VULN|4RCVC|5BPWR|6RCR|9DMG|aMLV
280	11133 13446	   	166.88	DCR|3VULN|3CDMG|1DMG	157CDMG|2BELT|358VULN|4RCVC|5BPWR|6RCR|9DMG|aFEWX
281	13224 23512	   	166.84	DCR|4VULN|1DMG|2CDMG	12CDMG|3LHND|4ERES|5679VULN|8RCR|aDMG
282	11133 13433	   	166.78	DCR|3VULN|3CDMG|1DMG	157CDMG|2BELT|358VULN|4RCVC|5BPWR|6RCR|9DUST|aDMG
283	11133 13441	   	166.78	DCR|3VULN|3CDMG|1DMG	157CDMG|2BELT|358VULN|4RCVC|5BPWR|6RCR|9DMG|aERES
284	11113 15213	   	166.63	DCR|4VULN|2CDMG|2ZMB	15CDMG|2BELT|345aVULN|5BPWR|6RCR|78ZMB|9RPLT
285	11113 15261	   	166.63	DCR|4VULN|2CDMG|2ZMB	15CDMG|2BELT|3459VULN|5BPWR|6RCR|78ZMB|aBEXP
286	11113 15263	   	166.63	DCR|4VULN|2CDMG|2ZMB	15CDMG|2aBELT|3459VULN|5BPWR|6RCR|78ZMB
287	23116 35313	 * 	166.58	DCR|3ZMB|1AART|1DMG|1VULN|1CDMG	1AIRHEA|234ZMB|5DMG|6BEXP|7AART|8RCR|9VULN|aCDMG
288	11133 13236	   	166.57	DCR|2VULN|3CDMG|1AART|1ZMB	157CDMG|2BELT|35VULN|4RCVC|5BPWR|6RCR|8AART|9ZMB|aRMIN
289	11113 15265	   	166.53	DCR|4VULN|2CDMG|2ZMB	15CDMG|2BELT|3459VULN|5BPWR|6RCR|78ZMB|aDUST
290	11133 13232	   	166.47	DCR|2VULN|3CDMG|1AART|1ZMB	157CDMG|2BELT|35VULN|4RCVC|5BPWR|6RCR|8AART|9ZMB|aNUKE
291	11133 13233	   	166.47	DCR|2VULN|3CDMG|1AART|1ZMB	157CDMG|2BELT|35VULN|4RCVC|5BPWR|6RCR|8AART|9ZMB|aTLV
292	52231 51111	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|4aVULN|5AART|6DUR|7RCR|8LHND|9BEXP
293	52231 51121	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|4aVULN|5AART|6DUR|7RCR|89LHND
294	52231 51141	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|4aVULN|5AART|6DUR|7RCR|8LHND|9FEWX
295	52231 51152	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|4aVULN|5AART|6DUR|7RCR|8LHND|9RPLT
296	52231 51221	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|4aVULN|5AART|6DUR|7RCR|8MLV|9CGEN
297	11113 15262	   	166.39	DCR|4VULN|2CDMG|2ZMB|1SELL	15CDMG|2BELT|3459VULN|5BPWR|6RCR|78ZMB|aSELL
298	52231 51231	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|4aVULN|5AART|6DUR|7RCR|8MLV|9ERES
299	52231 51251	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|4aVULN|5AART|6DUR|7RCR|8MLV|9TLV
300	52231 51313	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|49VULN|5AART|6DUR|7RCR|8BASHEA|aLHND
301	52231 51314	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|49VULN|5AART|6DUR|7RCR|8BASHEA|aRPLT
302	52231 51315	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|49VULN|5AART|6DUR|7RCR|8BASHEA|aFEWX
303	52231 51316	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aLWND|2DMG|3CDMG|49VULN|5AART|6DUR|7RCR|8BASHEA
304	52231 51613	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|49VULN|5AART|6DUR|7RCR|8AIRHEL|aLHND
305	52231 51311	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|49VULN|5AART|6DUR|7RCR|8BASHEA|aDUST
306	52231 51312	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|49VULN|5AART|6DUR|7RCR|8BASHEA|aERES
307	52231 51611	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|49VULN|5AART|6DUR|7RCR|8AIRHEL|aDUST
308	52231 51612	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DMG|3CDMG|49VULN|5AART|6DUR|7RCR|8AIRHEL|aERES
309	52231 51531	   	166.14	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1LWND|2DMG|38CDMG|4VULN|5AART|6DUR|7RCR|9ZMB|aMLV
310	52231 51533	   	166.14	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1LWND|2DMG|38CDMG|4VULN|5AART|6DUR|7RCR|9ZMB|aRPLT
311	52231 11536	   	166.14	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1DUR	1LWND|2DMG|38CDMG|4VULN|5AART|6LHND|7RCR|9ZMB|aDUR
312	23116 35321	 * 	166.10	DCR|3DMG|3ZMB|1AART	1AIRHEA|234ZMB|59aDMG|6BEXP|7AART|8RCR
313	11113 15233	 * 	166.08	DCR|3VULN|2CDMG|2ZMB|2ASPD	15CDMG|2BELT|345VULN|5BPWR|6RCR|78ZMB|9aASPD
314	11516 31213	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|2BELT|37DUR|4VULN|5DUST|6RCR|89AART|aDMG
315	11113 15215	 * 	166.06	DCR|3VULN|3ZMB|2CDMG	15CDMG|2BELT|345VULN|5BPWR|6RCR|78aZMB|9RPLT
316	15364 21323	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2aAART|3LHND|4VULN|5ZMB|6DUST|7RCR|8BEXP|9DMG
317	21341 12321	   	166.03	DCR|3VULN|1AART|1DMG|1CDMG	1AIRHEA|2FEWX|3LWND|459VULN|6CDMG|7DMG|8AART|aRCR
318	11113 12412	   	165.98	DCR|3VULN|1DMG|2CDMG|1ASPD	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8LIT|9ASPD|aRCVC
319	52131 21574	   	165.92	DCR|2VULN|2DMG|1AART|1ZMB	18LWND|26DMG|3MBVNT|4ZMB|59VULN|7AART|aRCR
320	52231 11551	   	165.79	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|2DMG|38CDMG|4aVULN|5AART|6LHND|7RCR|9FEWX
321	12125 13326	   	165.71	DCR|2VULN|2DMG|3CDMG	14aCDMG|2BEXP|3aDMG|5ERES|6RCR|7FEWX|8aVULN|9RPLT|aBPWR
322	52231 11511	   	165.69	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|2DMG|38CDMG|4aVULN|5AART|6LHND|7RCR|9DUST
323	62331 22662	   	165.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13FEWX|25DMG|4VULN|6ZMB|7RPLT|8RCR|9AART|aCDMG
324	23217 23736	 * 	165.68	DCR|2DMG|2AART|1VULN|1ZMB	1AIRHEA|2ZMB|3VULN|4MBVNT|56DMG|7RCR|8RPLT|9aAART
325	25163 22311	   	165.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	19AIRHEA|2LWND|39DUR|4CDMG|5RCVC|6VULN|79DMG|8AART|9BPWR|aRCR
326	11113 15231	 * 	165.51	DCR|3VULN|3CDMG|2ZMB|1ASPD	15aCDMG|2BELT|345VULN|5BPWR|6RCR|78ZMB|9ASPD
327	23217 24782	   	165.49	DCR|3DMG|1AART|1VULN|1ZMB	1AIRHEA|2ZMB|3VULN|4MBVNT|568DMG|7AART|9RCVC|aRCR
328	23226 46232	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AIRHEA|2ZMB|3aVULN|4DUST|5DMG|6CDMG|7BEXP|8RCR|9AART
