0	Code 	Date      	Index      	 *	Score 	Summary	Detail	Bounty	
141	NGZF7	69437_07_27	25531 11315	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1378aVULN|2aTLV|478DMG|5NUKE|678DUR|78aBPWR|9RCR	9
142	RQ6ZD	81833_11_12	62312 33325	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1357aVULN|23TLV|37aBPWR|47aDMG|67aDUR|8RCR|9NUKE	4
143	ZE33L	3234_10_02	52421 25222	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1NUKE|26789VULN|39TLV|479DUR|567DMG|679BPWR|aRCR	2
144	ZE33L	3234_10_02	53421 25222	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1NUKE|26789VULN|39TLV|479DUR|567DMG|679BPWR|aRCR	1
145	2O2VU	9873_05_23	14335 23243	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	179DUR|2aTLV|379DMG|4579aVULN|6RCR|79aBPWR|8NUKE	8
146	3VLOM	13424_12_09	62322 11323	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1278aVULN|3NUKE|478DMG|578DUR|6RCR|78aBPWR|9aTLV	10
147	5TL1B	18985_04_08	11322 25223	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	178DUR|2NUKE|39TLV|478DMG|56789VULN|789BPWR|aRCR	9
148	8EATE	26223_11_13	41333 46222	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	18aDUR|25TLV|3458aVULN|58aBPWR|6RCR|78aDMG|9NUKE	4
149	BFMFZ	34958_09_02	65322 21224	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	178DMG|24TLV|34578VULN|478BPWR|678DUR|9NUKE|aRCR	4
150	CE7RK	37698_11_28	31521 21161	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	17aDUR|24TLV|3457aVULN|47aBPWR|67aDMG|8RCR|9NUKE	7
151	CHNZ9	38010_07_09	13325 25253	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	189DUR|2NUKE|35TLV|45689VULN|589BPWR|789DMG|aRCR	7
152	DZ7G6	39312_10_16	12613 41115	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1468aVULN|24TLV|3NUKE|48aBPWR|58aDUR|78aDMG|9RCR	9
153	DJ6RF	41015_07_30	22623 25352	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	12489VULN|34TLV|489BPWR|5NUKE|689DUR|789DMG|aRCR	2
154	DJKLS	41054_05_03	13133 33522	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1689aVULN|2aTLV|3NUKE|489DMG|589DUR|7RCR|89aBPWR	8
155	ERO14	44652_05_12	31122 35153	   	367.42	DCR|5VULN|3DMG|3TLV|3DUR	1NUKE|2579aVULN|37aTLV|479DMG|6RCR|79aBPWR|89aDUR	4
156	G35PA	48189_11_03	62231 22115	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	178DUR|24TLV|34578VULN|478BPWR|678DMG|9NUKE|aRCR	8
157	GPOT3	50217_03_10	42251 11116	   	367.42	DCR|5VULN|3DMG|3TLV|3DUR	1379aVULN|27aDMG|479TLV|5NUKE|6RCR|79aBPWR|89aDUR	4
158	JB52I	57518_04_15	23221 35146	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	178DUR|24TLV|3478aVULN|478BPWR|5NUKE|678DMG|9RCR	3
159	OF666	72234_10_15	31343 12512	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1NUKE|278DMG|3aTLV|4789aVULN|578DUR|6RCR|78aBPWR	9
160	PJDRG	75486_01_17	32611 65112	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1349aVULN|23TLV|39aBPWR|5NUKE|6RCR|79aDUR|89aDMG	1
161	PLCG6	75661_09_06	32226 12436	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1478aVULN|278DUR|378DMG|5NUKE|6RCR|78aBPWR|9aTLV	10
162	QU9JN	79331_12_05	14352 22431	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1378aVULN|23TLV|378BPWR|478DUR|5NUKE|678DMG|9RCR	8
163	TGUNB	86747_10_24	24522 32162	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1589aVULN|2aTLV|389DMG|489DUR|6RCR|7NUKE|89aBPWR	8
164	VR71C	93410_01_31	11531 31243	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	13489VULN|24TLV|489BPWR|589DMG|689DUR|7NUKE|aRCR	4
165	3V6IQ	13382_05_15	22162 33361	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1NUKE|2479aVULN|34TLV|49aBPWR|59aDMG|69aDUR|8RCR	10
166	3V6IQ	13382_05_15	22162 33366	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1NUKE|2479aVULN|34TLV|49aBPWR|59aDMG|69aDUR|8RCR	9
167	CUTJR	39195_05_12	12122 41253	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1679aVULN|2aTLV|3NUKE|479DUR|579DMG|79aBPWR|8RCR	9
168	LNRM3	64400_01_27	13361 44331	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1NUKE|289DMG|35TLV|4589aVULN|589BPWR|689DUR|7RCR	3
169	OA1ME	71773_08_12	13652 43332	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	189DUR|2aTLV|3589aVULN|489DMG|6RCR|7NUKE|89aBPWR	8
170	RREMH	81947_12_13	23134 52363	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1379aVULN|23TLV|39aBPWR|49aDMG|59aDUR|6RCR|8NUKE	8
171	6R5BI	21632_10_11	21112 23466	   	366.86	DCR|5VULN|3DMG|2TLV|2DUR|3ASPD	1279aVULN|39aDMG|47TLV|57DUR|6RCR|79aBPWR|89aASPD	4
172	RR6IA	81925_02_24	31333 65363	   	366.86	DCR|5VULN|3DMG|2TLV|2DUR|3ASPD	1279aVULN|39aDMG|47DUR|57TLV|6RCR|79aBPWR|89aASPD	9
173	VCSCV	92124_03_28	22113 56151	 * 	366.86	DCR|5VULN|2TLV|3DUR|2DMG|3CDMG	1379aVULN|29aCDMG|47DMG|57TLV|6RCR|79aBPWR|89aDUR	4
174	72TD5	22328_03_20	21216 61612	   	366.68	DCR|4VULN|3DMG|2TLV|3DUR|2LIT|1CDMG	178aVULN|2CDMG|378DUR|4aTLV|5aLIT|678DMG|78aBPWR|9RCR	8
175	FHAZI	46586_10_22	35111 16325	   	366.68	DCR|4VULN|3DMG|2TLV|3DUR|2LIT|1CDMG	179aVULN|2CDMG|379DMG|4aLIT|5aTLV|679DUR|79aBPWR|8RCR	10
176	IKSDE	55520_04_05	33515 42321	   	366.68	DCR|4VULN|3DMG|2TLV|3DUR|2LIT|1CDMG	178DUR|2aLIT|378DMG|4CDMG|5aTLV|678aVULN|78aBPWR|9RCR	6
177	PFNER	75154_02_10	15322 31463	   	366.68	DCR|4VULN|3DMG|2TLV|3DUR|2LIT|1CDMG	179DUR|2aTLV|379DMG|4CDMG|5aLIT|679aVULN|79aBPWR|8RCR	10
178	DPC7Q	41568_12_20	23362 63125	   	366.44	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	178DUR|278DMG|3aTLV|4LIT|578aVULN|6RCR|78aBPWR|9aCDMG	1
179	3E12I	11841_10_05	33335 12651	   	366.44	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	178DUR|2aCDMG|378DMG|4LIT|5aTLV|678aVULN|78aBPWR|9RCR	9
180	9DB1F	29005_05_29	21332 14265	   	366.44	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	178DMG|2789VULN|39TLV|49CDMG|578DUR|6RCR|789BPWR|aLIT	10
181	MSKKQ	67699_10_25	22443 23432	   	366.44	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	1789VULN|2LIT|378DUR|49TLV|59CDMG|678DMG|789BPWR|aRCR	10
182	4IU6G	15153_03_06	32122 13642	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	17aDMG|25TLV|3AART|4578aVULN|57aBPWR|67aDUR|9RCR	4
183	4IU6G	15153_03_06	32342 13642	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	17aDMG|25TLV|3578aVULN|4AART|57aBPWR|67aDUR|9RCR	3
184	4IU6G	15153_03_06	32362 13642	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	17aDMG|25TLV|3578aVULN|4AART|57aBPWR|67aDUR|9RCR	4
185	5I78T	17959_10_23	33421 16211	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	17aDMG|24TLV|3478aVULN|47aBPWR|57aDUR|6AART|9RCR	7
186	5I78T	17959_10_23	33426 36211	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	17aDMG|24TLV|3478aVULN|47aBPWR|5AART|67aDUR|9RCR	7
187	9AFGQ	28748_10_26	11333 14141	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	179DMG|24TLV|34579VULN|479BPWR|679DUR|8RCR|aAART	6
188	9AFGQ	28748_10_26	11333 14141	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	179DMG|24TLV|34579VULN|479BPWR|679DUR|8RCR|aAART	5
189	ETTF9	44847_01_19	16252 15122	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1AART|2468aVULN|34TLV|48aBPWR|58aDMG|78aDUR|9RCR	4
190	HS8QZ	53312_02_10	41215 61333	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	13789VULN|29TLV|478DUR|578DMG|6RCR|789BPWR|aAART	7
191	ZZKU1	2028_09_14	26611 13122	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1AART|2378aVULN|478DMG|578DUR|6RCR|78aBPWR|9aTLV	10
192	ZZKU1	2028_09_14	63611 13122	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1378aVULN|2AART|478DMG|578DUR|6RCR|78aBPWR|9aTLV	10
193	ZKZUO	3767_01_04	13324 13346	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	14679VULN|29TLV|379DMG|567DUR|679BPWR|8RCR|aAART	8
194	15CC9	5324_03_15	12211 52341	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	179DMG|2aTLV|3679aVULN|4AART|579DUR|79aBPWR|8RCR	7
195	1OVFM	7082_05_15	33613 32146	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	189DUR|2AART|35TLV|45689VULN|589BPWR|789DMG|aRCR	9
196	4J57O	15172_11_29	22351 13326	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1349aVULN|24TLV|49aBPWR|59aDUR|6RCR|79aDMG|8AART	10
197	5IL8P	17999_01_18	35332 26222	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	179DUR|24579VULN|357DMG|579BPWR|6RCR|89TLV|aAART	5
198	6V8VK	22001_10_23	31112 62112	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	189DUR|2aTLV|389DMG|4789aVULN|5AART|6RCR|89aBPWR	8
199	7Z7CF	22087_01_16	23514 31152	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1379aVULN|23TLV|39aBPWR|49aDUR|5AART|6RCR|89aDMG	6
200	7JCU1	23807_03_15	26442 22331	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1349aVULN|23TLV|39aBPWR|59aDUR|6RCR|7AART|89aDMG	9
201	8NESE	27042_06_08	16642 11333	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	179DUR|24TLV|34579VULN|479BPWR|679DMG|8AART|aRCR	8
202	A6CV7	31253_09_16	52344 33311	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1468aVULN|24TLV|3AART|48aBPWR|58aDUR|78aDMG|9RCR	5
203	ASVQE	33280_04_21	53361 22234	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	15789VULN|28TLV|378DUR|457DMG|578BPWR|6RCR|aAART	3
204	B5N8T	34063_10_13	31211 15112	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	18aDUR|25TLV|3AART|4568aVULN|58aBPWR|78aDMG|9RCR	10
205	BFJ63	34949_06_24	13123 34121	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	13789VULN|23TLV|378BPWR|478DMG|578DUR|6AART|aRCR	4
206	C1VC9	36598_07_19	12264 63132	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	189DMG|2AART|35TLV|45789VULN|589BPWR|689DUR|aRCR	2
207	CKRMJ	38292_11_01	61316 11136	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1248aVULN|34TLV|48aBPWR|58aDUR|68aDMG|7RCR|9AART	4
208	D59CT	39766_09_09	13233 35324	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	13789VULN|23TLV|378BPWR|478DMG|5AART|678DUR|aRCR	4
209	EBGUO	43197_01_28	22252 33142	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	178DMG|2aTLV|3578aVULN|478DUR|6RCR|78aBPWR|9AART	7
210	ELI5G	44097_08_17	33132 13352	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	14679VULN|29TLV|379DUR|567DMG|679BPWR|8RCR|aAART	5
211	ELI5G	44097_08_17	33362 13352	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	13679VULN|29TLV|479DUR|567DMG|679BPWR|8RCR|aAART	5
212	ENPJN	44297_12_06	32134 51131	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	13589VULN|23TLV|389BPWR|489DUR|689DMG|7AART|aRCR	1
213	GIRNF	49597_02_04	13161 34332	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	16789VULN|29TLV|378DMG|4AART|578DUR|789BPWR|aRCR	7
214	GK6AK	49716_07_11	25353 22151	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	13479VULN|24TLV|479BPWR|579DMG|679DUR|8AART|aRCR	7
215	H75RJ	51419_10_23	51322 33432	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1379aVULN|23TLV|39aBPWR|4AART|59aDUR|6RCR|89aDMG	4
216	LCLIG	63396_01_23	22513 21343	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1349aVULN|23TLV|39aBPWR|59aDUR|6AART|7RCR|89aDMG	5
217	N1GAM	68136_04_17	25362 11216	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1679aVULN|2aTLV|379DMG|4AART|579DUR|79aBPWR|8RCR	9
218	NDDP9	69205_10_01	23552 12512	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	18aDUR|25TLV|3AART|4568aVULN|58aBPWR|78aDMG|9RCR	9
219	P8LQR	74521_07_18	13253 16123	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	189DUR|24TLV|34589VULN|489BPWR|6RCR|789DMG|aAART	8
220	RVN8D	82330_10_22	63531 21132	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	14589VULN|25TLV|3AART|589BPWR|689DUR|789DMG|aRCR	5
221	SG6UO	83810_04_09	63224 33253	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1AART|2478aVULN|34TLV|48aBPWR|58aDUR|68aDMG|9RCR	9
222	SLIRR	84292_03_27	52335 31116	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	189DMG|24TLV|34589VULN|489BPWR|6AART|789DUR|aRCR	7
223	TC3FU	86312_08_08	11422 34214	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	14689VULN|2AART|34TLV|489BPWR|589DMG|789DUR|aRCR	2
224	TC3FU	86312_08_08	12422 34214	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	14689VULN|2AART|34TLV|489BPWR|589DMG|789DUR|aRCR	1
225	U3AT7	88396_11_07	26312 51313	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1378aVULN|2aTLV|478DMG|578DUR|6RCR|78aBPWR|9AART	9
226	UONAP	90315_09_19	23226 11233	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	14789VULN|2AART|34TLV|489BPWR|589DUR|689DMG|aRCR	1
227	VNRGS	93108_08_26	31526 51331	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	178DUR|2aTLV|3789aVULN|478DMG|5AART|6RCR|78aBPWR	1
228	Z2LCV	2209_06_12	16211 24512	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1389aVULN|23TLV|389BPWR|4AART|589DMG|6RCR|789DUR	7
229	Z357J	2253_10_31	12116 24521	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1347aVULN|247DMG|47aBPWR|5AART|67aDUR|8RCR|9aTLV	6
230	ZL6T8	3873_06_01	34513 24222	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1AART|2459aVULN|34TLV|49aBPWR|69aDMG|7RCR|89aDUR	3
231	ZUUTM	4748_03_08	16141 14331	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	13479VULN|247DMG|479BPWR|579DUR|6RCR|89TLV|aAART	6
232	1TIFQ	7494_07_06	25423 13621	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	178DMG|2aTLV|378DUR|4578aVULN|6RCR|78aBPWR|9AART	7
233	2R989	10160_02_03	53131 31463	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1379aVULN|23TLV|39aBPWR|4AART|59aDMG|6RCR|89aDUR	8
234	3HBQ8	12141_01_07	52522 23363	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	13789VULN|23TLV|389BPWR|489DMG|589DUR|6RCR|aAART	3
235	4SLDZ	16025_09_02	11155 26113	   	366.07	DCR|5VULN|3DMG|3TLV|3DUR	179DUR|27aTLV|3AART|4579aVULN|6RCR|79aBPWR|89aDMG	3
236	4SLDZ	16025_09_02	11435 26113	   	366.07	DCR|5VULN|3DMG|3TLV|3DUR	179DUR|27aTLV|3579aVULN|4AART|6RCR|79aBPWR|89aDMG	3
237	4SLDZ	16025_09_02	41135 26113	   	366.07	DCR|5VULN|3DMG|3TLV|3DUR	1579aVULN|27aTLV|379DUR|4AART|6RCR|79aBPWR|89aDMG	3
238	5QV6V	18744_08_26	23454 23232	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	137DMG|23479VULN|379BPWR|579DUR|6RCR|89TLV|aAART	9
239	6V8VK	22001_10_23	21246 62112	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1789aVULN|2aTLV|389DUR|4AART|589DMG|6RCR|89aBPWR	8
240	6V8VK	22001_10_23	31256 62112	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	189DUR|2aTLV|3AART|4789aVULN|589DMG|6RCR|89aBPWR	8
241	6V8VK	22001_10_23	31346 62112	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	189DUR|2aTLV|3789aVULN|4AART|589DMG|6RCR|89aBPWR	8
242	7J71C	23790_09_02	15533 11334	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	17aDMG|24TLV|3457aVULN|47aBPWR|67aDUR|8AART|9RCR	10
243	88457	25666_08_17	33353 12434	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	178DUR|2aTLV|3678aVULN|478DMG|5AART|78aBPWR|9RCR	1
244	8FC98	26317_06_03	31332 11516	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	179DUR|2aTLV|3AART|4579aVULN|679DMG|79aBPWR|8RCR	7
245	CBZZN	37407_10_13	52612 22226	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	18aDMG|24TLV|3458aVULN|48aBPWR|68aDUR|7AART|9RCR	9
246	CNSR4	38565_03_08	53331 31264	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1489aVULN|2AART|3aTLV|589DUR|6RCR|789DMG|89aBPWR	4
247	FJ4EJ	46750_08_25	12654 12133	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	178DMG|2478aVULN|378DUR|5AART|6RCR|78aBPWR|9aTLV	10
248	G5V78	48440_08_01	24613 36133	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1349aVULN|24TLV|49aBPWR|59aDMG|6AART|7RCR|89aDUR	9
249	HOVPZ	53017_08_23	23613 54331	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1348aVULN|23TLV|38aBPWR|58aDMG|68aDUR|7RCR|9AART	8
250	JIQD4	58206_02_05	53135 51122	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1249aVULN|34TLV|49aBPWR|59aDMG|6RCR|7AART|89aDUR	8
251	JJ2Z2	58227_05_20	61533 11623	   	366.07	DCR|5VULN|3DMG|3TLV|3DUR	1279aVULN|37aTLV|479DUR|5AART|6RCR|79aBPWR|89aDMG	8
252	JJ7RG	58243_10_21	31224 31223	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1AART|2469aVULN|34TLV|49aBPWR|59aDMG|79aDUR|8RCR	9
253	LQFLZ	64635_06_25	31322 52424	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	19aDMG|24TLV|3459aVULN|49aBPWR|69aDUR|7RCR|8AART	10
254	N3JDG	68324_05_20	33413 22216	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	178DMG|2AART|3478aVULN|578DUR|6RCR|78aBPWR|9aTLV	10
255	PG6TR	75197_06_24	61311 36111	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1379aVULN|23TLV|39aBPWR|4AART|59aDMG|69aDUR|8RCR	9
256	R6CCP	80057_06_15	22562 31523	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	178DUR|2aTLV|3678aVULN|4AART|578DMG|78aBPWR|9RCR	10
257	RQ5SU	81833_07_24	31343 33521	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1389aVULN|23TLV|389BPWR|4AART|589DMG|689DUR|7RCR	8
258	S1UR2	82531_07_01	26125 31161	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1359aVULN|2AART|45TLV|59aBPWR|69aDMG|7RCR|89aDUR	3
259	ZKQ86	3837_12_05	33536 25332	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1379aVULN|23TLV|39aBPWR|49aDUR|59aDMG|6AART|8RCR	5
260	2BK3K	8755_01_27	21433 16632	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	179DUR|2AART|35TLV|45789VULN|579BPWR|679DMG|aRCR	6
261	5L6I4	18226_12_17	53351 61133	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1479aVULN|2AART|34TLV|49aBPWR|59aDUR|69aDMG|8RCR	8
262	6T4RG	21810_10_21	22346 31353	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1AART|24789VULN|34TLV|478BPWR|578DUR|678DMG|aRCR	2
263	DTAL5	41923_05_25	13242 35324	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	19aDUR|25TLV|3589aVULN|4AART|59aBPWR|6RCR|79aDMG	10
264	E2S4R	42421_01_03	63231 62263	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	189DMG|2aTLV|3AART|4589aVULN|6RCR|789DUR|89aBPWR	8
265	FT83S	47658_01_29	31631 11352	   	366.07	DCR|5VULN|3DMG|3TLV|3DUR	1279aVULN|37aTLV|479DMG|5AART|6RCR|79aBPWR|89aDUR	4
266	GT6H6	50524_07_17	33352 11323	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1389aVULN|23TLV|38aBPWR|48aDUR|5AART|6RCR|78aDMG	9
267	GVE89	50725_08_16	42341 33311	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1AART|2479aVULN|34TLV|479BPWR|579DUR|679DMG|8RCR	3
268	K16JC	59496_04_22	32523 43152	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1AART|2469aVULN|34TLV|49aBPWR|59aDUR|79aDMG|8RCR	2
269	ODHO7	72087_10_10	21122 23534	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1379aVULN|23TLV|37aBPWR|4AART|57aDUR|67aDMG|8RCR	5
270	ODHO7	72087_10_10	21123 23534	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1379aVULN|23TLV|37aBPWR|4AART|57aDUR|67aDMG|8RCR	4
271	OTJZG	73526_10_04	32342 23463	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	189DUR|25TLV|3589aVULN|4AART|589BPWR|689DMG|7RCR	6
272	POUFP	75981_04_05	21421 13333	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1AART|28aDUR|35TLV|4589aVULN|58aBPWR|6RCR|78aDMG	8
273	POUFP	75981_04_05	21421 13433	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1AART|28aDUR|35TLV|4589aVULN|58aBPWR|6RCR|78aDMG	7
274	SBS2M	83420_11_29	12645 23132	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	179DUR|25TLV|3AART|45789VULN|579BPWR|679DMG|aRCR	1
275	V5ITZ	91469_08_06	11251 32561	   	366.07	DCR|5VULN|3DMG|2TLV|3DUR	1479aVULN|24TLV|3AART|479BPWR|579DUR|679DMG|8RCR	4
276	2VP7U	10563_10_13	12611 45211	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	168DMG|29TLV|389DUR|45689VULN|689BPWR|7RCR|aASPD	5
277	6MGDH	21215_03_19	31362 61531	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	137DUR|23579VULN|379BPWR|479DMG|6RCR|89TLV|aASPD	1
278	6MGDH	21215_03_19	32362 61531	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	137DUR|23579VULN|379BPWR|479DMG|6RCR|89TLV|aASPD	2
279	9KAQJ	29632_10_24	51211 21252	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	15789VULN|29TLV|378DUR|478DMG|6RCR|789BPWR|aASPD	5
280	C1RZ8	36586_04_12	36252 23261	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	168DMG|29TLV|389DUR|45689VULN|689BPWR|7RCR|aASPD	1
281	DAZBL	40189_12_04	22113 35245	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	179DMG|24579VULN|347DUR|479BPWR|6RCR|89TLV|aLIT	3
282	HS8QZ	53312_02_10	41215 61332	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13789VULN|29TLV|478DUR|578DMG|6RCR|789BPWR|aASPD	7
283	IRODD	56137_01_19	32644 12311	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	179DMG|24TLV|34679VULN|479BPWR|579DUR|8RCR|aLIT	4
284	Z29TT	2177_04_14	36315 23125	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	179DUR|24TLV|34679VULN|479BPWR|579DMG|8RCR|aLIT	5
285	ZB1LK	2961_07_28	22233 11423	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13478VULN|23TLV|378BPWR|578DUR|678DMG|9ASPD|aRCR	8
286	ZUUTM	4748_03_08	16141 14333	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	13479VULN|247DMG|479BPWR|579DUR|6RCR|89TLV|aASPD	6
287	1I6F5	6473_12_08	33631 23335	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	12679VULN|39TLV|479DUR|567DMG|679BPWR|8RCR|aLIT	5
288	2HUS9	9323_07_25	31152 21431	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	12478VULN|34TLV|478BPWR|578DUR|678DMG|9LIT|aRCR	5
289	2HUS9	9323_07_25	31156 11431	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	12478VULN|34TLV|478BPWR|578DMG|678DUR|9LIT|aRCR	5
290	2HUS9	9323_07_25	31156 31431	   	364.72	DCR|5VULN|3DMG|2TLV|3DUR	12478VULN|34TLV|478BPWR|578DMG|678DUR|9LIT|aRCR	6
