0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
153	9829A	28532_04_13	46121 13225	   	388.74	DCR|DCR|5VULN|3DMG|2MLV	1234aVULN|56aDMG|79RCR|8aMLV|aBPWR
154	AF666	32042_02_19	42124 84346	   	388.74	DCR|DCR|5VULN|3DMG|2MLV	14568VULN|245DMG|3MBVNT|458BPWR|78MLV|9aRCR
155	F9V1R	45928_01_27	51531 41113	   	388.74	DCR|DCR|5VULN|3DMG|2MLV	135DMG|23457VULN|357BPWR|67MLV|8DUST|9aRCR
156	RT9GQ	82112_11_10	46222 33225	   	388.74	DCR|DCR|5VULN|3DMG|2MLV	1256aVULN|2aBPWR|3aMLV|49aDMG|78RCR
157	VG8CS	92427_01_08	21156 21131	   	388.60	DCR|DCR|5VULN|3DMG|2MLV|1SELL	1SELL|2459aVULN|34aDMG|4aBPWR|67RCR|8aMLV
158	6L765	21099_08_14	13122 53261	   	388.55	DCR|DCR|3VULN|3DMG|2MLV|3CDMG	179VULN|24MLV|3AART|579CDMG|679DMG|79BPWR|8aRCR
159	Q578S	77082_06_23	14411 21333	   	388.55	DCR|DCR|3VULN|3DMG|2MLV|2ASPD	19MLV|245VULN|349DMG|49BPWR|6AART|7aRCR|89ASPD
160	UFF17	89485_01_02	31112 65432	   	388.55	DCR|DCR|3VULN|3DMG|2MLV|2ASPD	1RPLT|2aMLV|35aVULN|459DMG|5aBPWR|67RCR|8aASPD
161	H7CUF	51439_09_08	34512 15322	   	388.47	DCR|DCR|3VULN|3DMG|3ASPD|1MLV|1CDMG	1RCVC|278DMG|3MLV|478VULN|578ASPD|69RCR|78BPWR|aCDMG
162	OZNJ1	70937_11_02	52341 41122	   	388.33	DCR|DCR|4VULN|3MLV|2DMG	18DMG|258MLV|3568VULN|4AART|58BPWR|7aRCR|9DUR
163	BIA4O	35193_04_11	32313 52155	   	388.33	DCR|DCR|4VULN|3MLV|2DMG	1247VULN|347MLV|47BPWR|57DMG|68RCR|9RPLT|aDUR
164	P1FM2	73876_04_17	43162 11433	   	388.09	DCR|DCR|5VULN|3DMG|1MLV|2DUR	145DMG|23458VULN|458BPWR|68DUR|7aRCR|9MLV
165	8TQI3	27613_06_19	11423 16633	   	388.04	DCR|DCR|5VULN|2DMG|2MLV|2DUR	1356aVULN|23MLV|3aBPWR|4aDUR|79RCR|8aDMG
166	IUZL5	56339_08_05	12112 24513	   	387.75	DCR|DCR|5VULN|3DMG|3MLV|1CDMG	1379aVULN|2CDMG|47aMLV|58RCR|67aDMG|7aBPWR
167	UN5MG	90176_07_23	21131 21665	   	387.74	DCR|DCR|5VULN|2MLV|3CDMG|2ASPD	1248aVULN|28aBPWR|38ASPD|58aCDMG|67RCR|9aMLV
168	15D9G	5326_10_06	41211 13151	   	387.25	DCR|DCR|5VULN|3MLV|2DMG	13aMLV|2358aVULN|3aBPWR|4AAC|67RCR|9aDMG
169	A9THA	31569_04_20	26346 13313	 * 	387.25	DCR|DCR|5VULN|3MLV|3ASPD	1TBNT|2389aVULN|489ASPD|589MLV|67RCR|89BPWR
170	BIA4O	35193_04_11	32313 52125	   	387.25	DCR|DCR|5VULN|3MLV|2DMG	1247aVULN|347MLV|47BPWR|57DMG|68RCR|9LWND
171	OHOPD	72466_05_14	32425 16132	   	387.25	DCR|DCR|5VULN|3MLV|3ASPD	1RCVC|23479VULN|479BPWR|579MLV|679ASPD|8aRCR
172	UOLZK	90309_03_21	12335 61412	   	387.25	DCR|DCR|5VULN|3MLV|2DMG	1246aVULN|36aMLV|5RMIN|6aBPWR|78RCR|9aDMG
173	1F7LN	6208_03_03	43313 63333	   	387.19	DCR|DCR|3VULN|3DMG|2MLV|3CDMG	18aVULN|28aCDMG|3DUR|46MLV|58aDMG|79RCR|8aBPWR
174	OPVPH	73203_09_24	54333 22332	   	387.19	DCR|DCR|3VULN|3DMG|2MLV|2ASPD	19MLV|245DMG|349VULN|49BPWR|67RCR|89ASPD|aDUR
175	CKISH	38268_02_15	13142 21521	   	387.18	DCR|DCR|4VULN|3MLV|2ASPD|1DMG	138MLV|2348VULN|38BPWR|58ASPD|67RCR|9DUR|aDMG
176	ZLMOU	3917_11_24	12114 36361	   	387.15	DCR|DCR|5VULN|3MLV|2DMG	135MLV|2345aVULN|35BPWR|69DMG|78RCR
177	1N3FI	6914_02_21	34336 16213	   	387.15	DCR|DCR|5VULN|3MLV|2DMG	17DMG|2567aVULN|345MLV|57BPWR|89RCR
178	6OIT4	21401_08_14	25321 32245	   	387.15	DCR|DCR|5VULN|3MLV|3ASPD	12589VULN|3MDPS|489MLV|6aRCR|789ASPD|89BPWR
179	986CQ	28543_10_21	16222 53361	   	387.15	DCR|DCR|5VULN|3MLV|2DMG	17DMG|23567VULN|47aMLV|7BPWR|89RCR
180	BTGU9	36199_03_17	31433 32516	   	387.15	DCR|DCR|5VULN|3MLV|3ASPD	1345aVULN|24aASPD|4aBPWR|69aMLV|78RCR
181	D8SPA	40090_03_11	34245 11231	   	387.15	DCR|DCR|5VULN|3MLV|2DMG	13479VULN|235MLV|39BPWR|69DMG|8aRCR
182	EJ9GC	43893_12_01	53113 12641	   	387.15	DCR|DCR|5VULN|3MLV|2DMG	14689VULN|2DUST|39DMG|569MLV|69BPWR|7aRCR
183	FBAA1	46049_05_05	33352 12632	   	387.15	DCR|DCR|5VULN|3MLV|3ASPD	12378VULN|457MLV|678ASPD|78BPWR|9aRCR
184	OA2LC	71776_04_28	15131 43252	   	387.15	DCR|DCR|5VULN|3MLV|2DMG	1aDMG|2348aVULN|57aMLV|69RCR|aBPWR
185	UMRP2	90148_09_30	61143 12212	   	387.15	DCR|DCR|5VULN|3MLV|3ASPD	157ASPD|247MLV|3479aVULN|479BPWR|68RCR
186	V4E63	91366_08_29	42166 31444	   	387.15	DCR|DCR|5VULN|3MLV|3ASPD	178ASPD|24678VULN|3MBVNT|578MLV|78BPWR|9aRCR
187	FESMJ	46370_01_21	23611 16413	   	387.15	DCR|DCR|5VULN|3MLV|2DMG	148MLV|2389aVULN|58DMG|67RCR|8BPWR
188	GD9DT	49097_03_19	61213 52142	   	387.15	DCR|DCR|5VULN|3MLV|2DMG	1aDMG|2389aVULN|45aMLV|67RCR|aBPWR
189	PFZCR	75089_06_14	51312 21418	   	387.15	DCR|DCR|5VULN|3MLV|3ASPD	13aASPD|2357aVULN|35aBPWR|45aMLV|6MBVNT|89RCR
190	SZ5IT	82370_12_23	61112 41511	   	387.15	DCR|DCR|5VULN|3MLV|3ASPD	19aMLV|2DUST|3459aVULN|69aASPD|78RCR|9aBPWR
191	91O7R	27965_10_28	32161 24326	   	386.96	DCR|DCR|4VULN|3MLV|3ASPD	1AART|2478VULN|378MLV|578ASPD|6aRCR|78BPWR|9ZMB
192	8KZLC	26733_06_02	23622 51633	   	386.91	DCR|DCR|3VULN|3DMG|3MLV|2CDMG	137MLV|2DMSP|48CDMG|578DMG|678VULN|78BPWR|9aRCR
193	GPMO7	50211_02_26	36121 33155	   	386.91	DCR|DCR|3VULN|3DMG|3MLV|2CDMG	158MLV|29CDMG|389VULN|489DMG|6TBNT|7aRCR|89BPWR
194	JN5PT	58596_12_01	21363 13511	   	386.91	DCR|DCR|3VULN|3DMG|3MLV|2CDMG	189DMG|2TBNT|39CDMG|458MLV|689VULN|7aRCR|89BPWR
195	JN5PT	58596_12_01	21365 33511	   	386.91	DCR|DCR|3VULN|3DMG|3MLV|2CDMG	189DMG|2TBNT|39CDMG|468MLV|589VULN|7aRCR|89BPWR
196	RNIQL	81600_08_29	11634 31263	   	386.91	DCR|DCR|3VULN|3DMG|3MLV|2CDMG	1RCVC|247MLV|39CDMG|579VULN|679DMG|79BPWR|8aRCR
197	159NT	5316_10_23	12611 22515	   	386.90	DCR|DCR|4VULN|3DMG|2MLV|2DUR	1TBNT|247aVULN|37DUR|57aDMG|68RCR|7aBPWR|9aMLV
198	R64AU	80034_11_12	34311 13661	   	386.87	DCR|DCR|4VULN|3DMG|3CDMG|1ASPD	1478VULN|2DUR|378DMG|578CDMG|69RCR|78BPWR|aASPD
199	28LR8	8490_10_18	14524 13223	   	386.81	DCR|DCR|3VULN|3DMG|3MLV|2CDMG	19aVULN|2aCDMG|39aDMG|479MLV|5MBVNT|68RCR|9aBPWR
200	56AG1	16892_04_02	51245 32323	   	386.80	DCR|DCR|4VULN|3DMG|2MLV|2DUR	1aDUR|245aVULN|348DMG|4aBPWR|69RCR|7aMLV
201	97PU1	28508_11_12	33161 14512	   	386.80	DCR|DCR|4VULN|3DMG|2MLV|2DUR	134aVULN|23DUR|3aBPWR|59aDMG|67RCR|8aMLV
202	CTRPN	39100_07_21	53334 21827	   	386.80	DCR|DCR|4VULN|3DMG|2MLV|2DUR	1MBVNT|27aDMG|37MLV|457aVULN|69RCR|7aBPWR|8aDUR
203	3RHTN	13055_04_21	51341 81316	   	386.80	DCR|DCR|4VULN|3DMG|2MLV|2DUR	1MBVNT|258aVULN|38DUR|48aDMG|67RCR|8aBPWR|9aMLV
204	ZGKB2	3462_06_30	34222 33352	   	386.79	DCR|DCR|4VULN|3DMG|3ASPD	17aDMG|2BELT|357ASPD|457aVULN|57aBPWR|69RCR|8aZMB
205	4VDTT	16273_11_14	43143 41311	   	386.78	DCR|DCR|5VULN|3DMG|1MLV|1ASPD	1ASPD|256DMG|3456aVULN|56BPWR|78RCR|9MLV
206	1SOHJ	7421_10_10	21153 64313	   	386.75	DCR|DCR|4VULN|2DMG|2ASPD|2CDMG|1MLV	1378VULN|23DMG|37BPWR|47ASPD|57CDMG|69RCR|aMLV
207	JMLPE	58552_01_08	12323 26366	   	386.75	DCR|DCR|4VULN|3ASPD|3CDMG|1DMG|1MLV	189CDMG|2489VULN|3MLV|5DMG|689ASPD|7aRCR|89BPWR
208	25LAG	8220_03_08	26325 21521	   	386.74	DCR|DCR|5VULN|2DMG|2MLV|1ASPD	15678VULN|2ASPD|38MLV|48DMG|8BPWR|9aRCR
209	OPE6G	73154_05_27	31624 34221	   	386.74	DCR|DCR|5VULN|2DMG|2MLV|1CDMG	19DMG|23489VULN|59MLV|67RCR|9BPWR|aCDMG
