0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	NVAHO	70811_07_25	23516 24131	 * 	454.99	ACR|DCR|5VULN|3TLV|2DMG|3ASPD	189ASPD|2aDMG|3589aVULN|46RCR|789TLV|89aBPWR
152	PANET	74705_07_16	11116 53323	   	428.20	ACR|DCR|4VULN|2TLV|3DMG|3DUR	189DUR|26TLV|3aRCR|489DMG|5789VULN|89BPWR
153	186JB	5577_02_23	13313 13242	   	428.20	DCR|DCR|4VULN|3TLV|3DMG	179aVULN|2ASPD|3AETHUN|47aDMG|58RCR|67aTLV|7aBPWR
154	5AGK6	17268_04_20	33234 82852	   	428.20	DCR|DCR|4VULN|3TLV|3DMG	178DMG|278TLV|3MBVNT|4578VULN|69RCR|78BPWR|aCDMG
155	9N8GJ	29895_06_24	33112 31354	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	1489VULN|289DMG|3aRCR|5ASPD|6AEFRZ|789TLV|89BPWR
156	9N8GJ	29895_06_24	41112 31354	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	189DMG|2489VULN|3aRCR|5ASPD|6AEFRZ|789TLV|89BPWR
157	A334I	30956_12_29	33432 31263	   	428.20	DCR|DCR|4VULN|3TLV|3DMG	178aVULN|278DMG|3CDMG|4ERES|578TLV|69RCR|78BPWR
158	A334I	30956_12_29	33662 31263	   	428.20	DCR|DCR|4VULN|3TLV|3DMG	178aVULN|278DMG|3ERES|4CDMG|578TLV|69RCR|78BPWR
159	BSJ14	36115_05_08	11465 27413	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	178DMG|2MBVNT|34RCR|578aVULN|678TLV|78BPWR|9ASPD
160	FTDF1	47673_01_27	61643 13112	   	428.20	DCR|DCR|4VULN|3TLV|3DMG	179DMG|2BELT|3CDMG|479aVULN|58RCR|679TLV|79BPWR
161	H8TIE	51576_01_04	24252 11511	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	167DMG|278TLV|3578VULN|49RCR|78BPWR|aCDMG
162	IDF84	54855_05_03	22222 35331	   	428.20	DCR|DCR|4VULN|3TLV|3DMG	178TLV|2RCVC|3478VULN|578DMG|6aRCR|78BPWR|9ASPD
163	IDF84	54855_05_03	25222 35331	   	428.20	DCR|DCR|4VULN|3TLV|3DMG	178TLV|2AEWIND|3478VULN|578DMG|6aRCR|78BPWR|9ASPD
164	JIUDL	58217_05_11	22262 33225	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	1789VULN|278DMG|3LWND|4aRCR|5ASPD|678TLV|78BPWR
165	KI9KQ	61030_01_05	43115 24323	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	178DMG|24RCR|3CDMG|578aVULN|678TLV|78BPWR|9RCVC
166	LH5G3	63799_07_28	33533 33126	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	179DMG|25RCR|3FEWX|479TLV|6789VULN|79BPWR|aCDMG
167	LNPLD	64394_05_28	31266 12213	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	1279VULN|3MDPS|48RCR|579TLV|679DMG|79BPWR|aCDMG
168	MBDSD	66155_09_09	15242 33334	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	1789VULN|25RCR|389TLV|489DMG|6AETHUN|89BPWR|aCDMG
169	NEH6Q	69305_01_23	62236 11212	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	16RCR|289DMG|3DUST|4789VULN|589TLV|89BPWR|aCDMG
170	NHCKE	69561_05_21	21135 53211	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	13RCR|289DMG|489TLV|5789VULN|6RCVC|89BPWR|aASPD
171	OFI84	72268_08_07	46221 31261	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	1aRCR|2679VULN|39FRZICY|479TLV|567DMG|679BPWR|8RPLT
172	R21E3	79667_11_13	11231 35512	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	178DMG|24RCR|3MDPS|578TLV|678aVULN|78BPWR|9ASPD
173	RAAPH	80411_10_30	42311 43121	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	19RCR|248aVULN|37FLTARM|58aTLV|68aDMG|8aBPWR
174	RAAPH	80411_10_30	42322 23121	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	19RCR|268aVULN|37FLTARM|48aDMG|58aTLV|8aBPWR
175	T4751	85605_02_18	65352 23222	   	428.20	DCR|DCR|4VULN|3TLV|3DMG	178TLV|2ASPD|378DMG|4MBVNT|578aVULN|69RCR|78BPWR
176	TGC49	86695_09_04	61311 25421	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	14RCR|289TLV|3RPLT|5789VULN|689DMG|89BPWR|aASPD
177	TGC49	86695_09_04	61311 25423	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	14RCR|289TLV|3RPLT|5789VULN|689DMG|89BPWR|aCDMG
178	TJ85S	86953_09_30	22632 15122	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	1aRCR|2389VULN|4AETHUN|5ASPD|689TLV|789DMG|89BPWR
179	TT6JH	87846_06_30	32314 13515	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	1aRCR|248DMG|368TLV|5678VULN|68BPWR|9CDMG
180	UM1U2	90076_04_16	56116 33322	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	13RCR|278DMG|4CDMG|578aVULN|678TLV|78BPWR|9DUST
181	UM1U2	90076_04_16	56116 33332	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	13RCR|278DMG|4CDMG|578aVULN|678TLV|78BPWR|9LWND
182	9HGLM	29380_01_22	53542 21213	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	1AETHUN|289DMG|34RCR|5aRAT|689aVULN|789TLV|89aBPWR
183	DLGEC	41221_11_23	42123 53316	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	1AETHUN|28aDMG|36RCR|4ASPD|589aVULN|78aTLV|8aBPWR
184	GE9NA	49187_10_03	41332 51413	   	428.20	DCR|DCR|4VULN|3TLV|3DMG	178TLV|2MBVNT|39RAT|4789VULN|578DMG|6aRCR|789BPWR
185	K39PT	59684_09_20	21322 51262	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	1BELT|289DMG|36RCR|4CDMG|589aVULN|789TLV|89BPWR
186	1EAJU	6126_09_16	32132 61332	   	428.05	ACR|DCR|4VULN|3TLV|3DMG|1SELL	17aDMG|257aVULN|39RCR|457TLV|57aBPWR|6SELL|8aRAT
187	6KCGZ	21024_10_13	62221 33244	   	428.05	ACR|DCR|4VULN|3TLV|3DMG|1SELL	179DMG|2CDMG|379aVULN|45RCR|679TLV|79BPWR|8SELL
188	1K1KQ	6639_11_06	26211 13625	   	427.90	ACR|DCR|4VULN|2TLV|3DMG|1AEPOI	147aVULN|247DMG|35RCR|47BPWR|67TLV|8RAT|9AEPOI
189	EK1D1	43960_11_29	52313 31631	   	427.90	ACR|DCR|4VULN|2TLV|3DMG|1AEFBLL	148DMG|2489VULN|3aRCR|48BPWR|5RAT|6AEFBLL|78TLV
190	TI9GC	86867_10_03	62312 21222	   	427.63	ACR|DCR|3TLV|3VULN|3ASPD|1AEBURN|1DMG	178TLV|278VULN|3aRCR|4AEBURN|5DMG|678ASPD|78BPWR|9DUR
191	6EP4J	20521_12_08	33151 45312	   	427.21	ACR|DCR|3VULN|2TLV|3DMG|3DUR|1AEFBLL	189DUR|289VULN|3AEFBLL|47RCR|5aTLV|689DMG|89BPWR
192	5IETB	17981_03_23	45312 16311	   	427.21	DCR|DCR|3TLV|3VULN|3DMG|1AEPOI	189TLV|289DMG|3AEPOI|4CDMG|57RCR|689VULN|89BPWR|aBELT
193	5IETB	17981_03_23	45312 16312	   	427.21	DCR|DCR|3TLV|3VULN|3DMG|1AEPOI	189TLV|289DMG|3AEPOI|4CDMG|57RCR|689VULN|89BPWR|aBEXP
194	5IETB	17981_03_23	45312 16313	   	427.21	DCR|DCR|3TLV|3VULN|3DMG|1AEPOI	189TLV|289DMG|3AEPOI|4CDMG|57RCR|689VULN|89BPWR|aFRZFST
195	7KQB8	23934_07_10	63263 35132	   	427.21	ACR|ACR|3TLV|3VULN|3DMG|1AEPOI|1AEFBLL	14RCR|278DMG|3AEPOI|578TLV|678VULN|78BPWR|9AEFBLL|aASPD
196	9UJS8	30555_05_08	21225 11244	   	427.21	ACR|DCR|3TLV|3VULN|3DMG|1AEPOI	178VULN|2LWND|35RCR|478TLV|678DMG|78BPWR|9ASPD|aAEPOI
197	ADT9G	31927_06_25	13636 15132	   	427.21	ACR|ACR|3TLV|3VULN|3DMG|2AEPOI	179VULN|23RCR|49AEPOI|579DMG|678TLV|79BPWR|aASPD
198	CD7H9	37608_04_15	42265 21311	   	427.21	ACR|DCR|3TLV|3VULN|3DMG|1AEBURN	178VULN|278DMG|3aRCR|4FEWX|5AEBURN|678TLV|78BPWR|9CDMG
199	IDF84	54855_05_03	23233 35331	   	427.21	DCR|DCR|3TLV|3VULN|3DMG|1AEBURN	178TLV|2AEBURN|378VULN|478DMG|5RCVC|6aRCR|78BPWR|9ASPD
200	LP786	64522_03_19	33211 42624	   	427.21	ACR|DCR|3TLV|3VULN|3DMG|1AEPOI	178VULN|278TLV|3aRCR|4ASPD|5AEPOI|678DMG|78BPWR|9MLV
201	M5SHA	65658_06_23	26213 62321	   	427.21	ACR|DCR|3TLV|3VULN|3DMG|1AEPOI	168TLV|2AEPOI|38aVULN|47RCR|568DMG|68BPWR|9CDMG
202	QDAGO	77809_04_21	13146 22253	   	427.21	DCR|DCR|3TLV|3VULN|3DMG|1AEPOI	18aTLV|28aVULN|3CDMG|4AEPOI|58aDMG|67RCR|8aBPWR|9LEGI
203	QDAGO	77809_04_21	13426 22253	   	427.21	DCR|DCR|3TLV|3VULN|3DMG|1AEBURN	18aTLV|28aVULN|3AEBURN|4CDMG|58aDMG|67RCR|8aBPWR|9LEGI
204	QRAAC	79064_10_06	31312 31251	   	427.21	ACR|DCR|3TLV|3VULN|3DMG|1AEBURN	15RCR|29aVULN|3RMIN|49aDMG|6ASPD|7AEBURN|89aTLV|9aBPWR
205	SLBLM	84272_01_27	14516 14632	   	427.21	ACR|DCR|3TLV|3VULN|3DMG|1AEFBLL	1MBVNT|29aVULN|38RCR|49aTLV|5CDMG|6AEFBLL|79aDMG|9aBPWR
206	7J3B1	23780_04_20	22633 36251	   	427.00	ACR|ACR|4VULN|2TLV|3DMG|2ASPD	14RCR|257aVULN|37aDMG|67TLV|7aBPWR|8ERES|9aASPD
207	E2NHV	42408_02_21	65121 12236	   	427.00	ACR|ACR|4VULN|2TLV|3DMG|3CDMG	14RCR|28aCDMG|378DMG|568aVULN|8aBPWR|9aTLV
208	DAGMB	40235_09_21	13136 13131	   	426.64	ACR|DCR|4VULN|2TLV|3DMG|2DUR	1379VULN|27DUR|45RCR|679DMG|79BPWR|89TLV|aFLTARM
209	E96NB	42988_12_16	23342 25621	   	426.19	ACR|DCR|4VULN|3TLV|2DMG|3DUR	178TLV|247aVULN|36RCR|57aDUR|7aBPWR|9aDMG
210	1PCIB	7119_01_19	31265 12315	   	426.19	ACR|DCR|4VULN|3TLV|3ASPD|3DUR	147TLV|248DUR|39RCR|478BPWR|578ASPD|678aVULN
211	MPC96	67407_03_23	41431 23111	   	426.18	ACR|DCR|5VULN|2TLV|3DMG	16RCR|27TLV|357DMG|4579aVULN|57BPWR|8ZMB
212	I1699	53753_08_13	34122 21115	   	426.01	ACR|ACR|3VULN|2TLV|3DMG|2ASPD|1AEFBLL	12RCR|359DMG|456VULN|59BPWR|79TLV|89ASPD|aAEFBLL
213	O12OQ	70969_03_08	42221 14512	   	426.01	DCR|DCR|3VULN|2TLV|3DMG|2ASPD|1AEBURN	129VULN|35ASPD|459DMG|59BPWR|67RCR|89TLV|aAEBURN
214	ZTHUQ	4622_02_13	21432 16633	   	425.95	DCR|DCR|3TLV|3VULN|3DMG|2DUR	17aDMG|2ASPD|37aVULN|478TLV|56RCR|7aBPWR|9aDUR
215	94OQP	28236_08_18	31442 15313	   	425.95	ACR|ACR|3TLV|3VULN|3DMG|2DUR	189DMG|24RCR|389VULN|5ASPD|6aDUR|789TLV|89BPWR
216	8IKJ5	26609_11_12	23252 61136	 * 	425.90	DCR|DCR|4VULN|3TLV|3ASPD|1AEFBLL	189TLV|2589VULN|3AEFBLL|4ZMB|6aRCR|789ASPD|89BPWR
217	RGPE5	80991_03_07	53316 14213	   	425.75	ACR|DCR|5VULN|3TLV|3CDMG|1AEFBLL	1359aVULN|27RCR|4AEFBLL|69aTLV|89aCDMG|9aBPWR
218	T8NDA	86009_07_31	11232 34253	   	425.75	ACR|DCR|5VULN|3TLV|3CDMG|2AEPOI	1479aVULN|247TLV|36RCR|47aBPWR|57aCDMG|8aAEPOI
219	UQNV2	90496_12_02	36233 65311	   	425.75	ACR|DCR|5VULN|3TLV|3CDMG|1DMG	179CDMG|2DMG|379TLV|45RCR|6789aVULN|79BPWR
220	6FTOM	20624_08_17	33153 61212	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	158TLV|258aVULN|36RCR|4AART|58aBPWR|78aDMG|9aFEWX
221	6FTOM	20624_08_17	33153 61222	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	158TLV|258aVULN|36RCR|4AART|58aBPWR|78aDMG|9aBEXP
222	6FTOM	20624_08_17	33153 61252	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	158TLV|258aVULN|36RCR|4AART|58aBPWR|78aDMG|9aLWND
223	Q2J9F	76847_01_09	35215 12413	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	17RCR|29aTLV|3LHND|49aDMG|569aVULN|8AART|9aBPWR
224	ZGQ8H	3479_02_04	33511 51523	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	178TLV|278DMG|3RCVC|49RCR|578aVULN|6AART|78BPWR
225	ZQQBF	4376_07_05	53522 42332	   	425.55	ACR|ACR|4VULN|3TLV|3DMG	13RCR|289aVULN|49aTLV|5AART|6BELT|79aDMG|9aBPWR
226	1NCQN	6940_05_08	14251 11423	   	425.55	DCR|DCR|4VULN|3TLV|3DMG	1789VULN|2AART|379DMG|479TLV|5aRCR|6RPLT|79BPWR
227	4ONS2	15673_09_25	42213 11532	   	425.55	ACR|ACR|4VULN|3TLV|3DMG	14RCR|289TLV|389DMG|5AART|6789VULN|89BPWR|aLWND
228	4ONS2	15673_09_25	42213 11533	   	425.55	ACR|ACR|4VULN|3TLV|3DMG	14RCR|289TLV|389DMG|5AART|6789VULN|89BPWR|aMLV
229	4ONS2	15673_09_25	42213 11534	   	425.55	ACR|ACR|4VULN|3TLV|3DMG	14RCR|289TLV|389DMG|5AART|6789VULN|89BPWR|aAIRARM
230	4ONS2	15673_09_25	42213 11535	   	425.55	ACR|ACR|4VULN|3TLV|3DMG	14RCR|289TLV|389DMG|5AART|6789VULN|89BPWR|aFEWX
231	4ONS2	15673_09_25	42213 11536	   	425.55	ACR|ACR|4VULN|3TLV|3DMG	14RCR|289TLV|389DMG|5AART|6789VULN|89BPWR|aBEXP
232	6KMT8	21053_12_24	31616 12342	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	128aVULN|28aBPWR|389DMG|45RCR|68aTLV|7AART
233	818LM	25051_04_11	24313 12631	   	425.55	ACR|ACR|4VULN|3TLV|3DMG	178DMG|24RCR|378TLV|5678VULN|78BPWR|9AART|aLHND
234	818LM	25051_04_11	24313 12632	   	425.55	ACR|ACR|4VULN|3TLV|3DMG	178DMG|24RCR|378TLV|5678VULN|78BPWR|9AART|aDUST
235	818LM	25051_04_11	24313 12636	   	425.55	ACR|ACR|4VULN|3TLV|3DMG	178DMG|24RCR|378TLV|5678VULN|78BPWR|9AART|aRMIN
236	F5AIV	45511_11_01	41226 35222	   	425.55	DCR|DCR|4VULN|3TLV|3DMG	1AART|249aVULN|3RCVC|58RCR|69aTLV|79aDMG|9aBPWR
237	H3BM3	51077_04_14	51353 62111	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	179aVULN|247TLV|38RCR|579DMG|6AART|79BPWR
238	HKDTM	52608_09_22	66412 23211	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	189aVULN|27RCR|3AART|48aTLV|5LEGI|68aDMG|8aBPWR
239	KI6CH	61020_11_16	31161 21156	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	18RCR|2479VULN|357DMG|679TLV|79BPWR|aAART
240	RAAHA	80411_02_09	25511 22251	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	178aVULN|29RCR|3LWND|4AART|578DMG|678TLV|78BPWR
241	SSSL2	84947_09_09	63243 22132	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	17aTLV|28RCR|3RMIN|479aVULN|57aDMG|6AART|7aBPWR
242	SSSL2	84947_09_09	63413 22132	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	17aTLV|28RCR|379aVULN|4RMIN|57aDMG|6AART|7aBPWR
243	U31R9	88371_06_14	22632 47363	   	425.55	DCR|DCR|4VULN|3TLV|3DMG	1389VULN|2MBVNT|489TLV|5aRCR|689DMG|7AART|89BPWR
244	VCIPN	92097_04_26	13315 22741	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	1MBVNT|29RCR|378DMG|4578VULN|678TLV|78BPWR|aAART
245	VCIPN	92097_04_26	13475 22741	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	1MBVNT|29RCR|3578VULN|478DMG|678TLV|78BPWR|aAART
246	VCIPN	92097_04_26	15115 22741	   	425.55	ACR|DCR|4VULN|3TLV|3DMG	1MBVNT|278DMG|39RCR|4578VULN|678TLV|78BPWR|aAART
247	URLKP	90580_02_17	31226 32255	   	425.41	ACR|DCR|4VULN|3TLV|3DMG|1SELL	17RCR|29aDMG|389aVULN|49aTLV|5SELL|6AART|9aBPWR
248	1PCIB	7119_01_19	31265 12314	   	425.21	ACR|DCR|3TLV|3VULN|3ASPD|3DUR|1DMG	147TLV|248DUR|39RCR|478BPWR|578ASPD|678VULN|aDMG
249	CHZMM	37948_01_01	36633 26132	   	425.00	ACR|ACR|4VULN|3TLV|2DMG|2ASPD	13RCR|278aVULN|4DMSP|57ASPD|67aTLV|7aBPWR|9aDMG
250	GK28C	49705_02_11	13335 54118	   	425.00	ACR|DCR|4VULN|3TLV|2DMG|2ASPD	179aVULN|27ASPD|35RCR|479TLV|6MBVNT|79BPWR|89DMG
251	L7MMZ	62950_08_05	16411 13623	   	425.00	ACR|DCR|4VULN|3TLV|2DMG|3CDMG	17RCR|289aVULN|3aDMG|469CDMG|59aTLV|9aBPWR
252	N8JQR	68774_02_17	54152 21122	   	425.00	DCR|DCR|4VULN|3TLV|2DMG|2ASPD	1278VULN|35ASPD|458TLV|58BPWR|68DMG|9aRCR
253	QUVPR	79394_02_21	63448 61412	   	425.00	DCR|DCR|4VULN|3TLV|2DMG|2ASPD	1MBVNT|2479VULN|37DMG|579TLV|6aRCR|79BPWR|89ASPD
