0	Index      	 *	Score 	Summary	Detail	
1	21213 16434	 * 	196.09	ACR|4VULN|2DMG|1AART	1AART|257aVULN|3DLOT|4RCR|6LHND|8aLWND|9aDMG|aBPWR
166	21212 64133	   	175.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|69CDMG|8DMG|aMGNLIT
167	21212 64134	   	175.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|69CDMG|8DMG|aLIT
168	21212 64136	   	175.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|27VULN|3DLOT|4RCR|5DUR|69CDMG|8DMG|aLHND
169	21213 42146	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RMIN|9LWND|aDMG
170	21213 42425	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8BEXP|9LWND|aDMG
171	21213 42625	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8LHND|9LWND|aDMG
172	21213 43225	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	1AART|258VULN|3DLOT|4RCR|6ZMB|7LHND|9LWND|aDMG
173	21213 44222	   	175.20	ACR|3VULN|1AART|1DMG|1ZMB	1AART|259VULN|3DLOT|4RCR|6ZMB|7RPLT|8LIT|aDMG
174	26215 32124	 * 	175.20	ACR|3DMG|1AART|2CDMG|1ZMB	1AART|2aLHND|3DLOT|4RCR|5ZMB|6aCDMG|78aDMG|9LEGI|aBPWR
175	24242 22242	 * 	175.12	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|2LWND|3DLOT|4ZMB|5aDMG|6DUR|7VULN|8RCR
176	21213 16355	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6LHND|8SNIHEL|9DMG|aZMB
177	21213 42334	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	1AART|257VULN|3DLOT|4RCR|6ZMB|8RCVC|9MBVNT|aDMG
178	21433 35313	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|23VULN|3BPWR|4RCVC|5LEGI|6RCR|7DUR|8RPLT|9aDMG
179	21521 55133	   	175.03	DCR|3VULN|1AART|1DMG|1CDMG	1AART|257VULN|3BEXP|4LHND|6DUST|8RCR|9CDMG|aDMG
180	21165 13222	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|25VULN|3ASPD|4LHND|6CDMG|7DMG|8ZMB|9RCR|aCGEN
181	21165 13225	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|25VULN|3ASPD|4aLHND|6CDMG|7DMG|8ZMB|9RCR
182	21132 41323	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|27VULN|3ASPD|4ZMB|5CGEN|6MBVNT|8CDMG|9RCR|aDMG
183	21165 13221	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|25VULN|3ASPD|4LHND|6CDMG|7DMG|8ZMB|9RCR|aMBVNT
184	21165 13226	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|25VULN|3ASPD|4LHND|6CDMG|7DMG|8ZMB|9RCR|aERES
185	21412 13223	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|23VULN|3BPWR|4MBVNT|5CGEN|6CDMG|7ASPD|8ZMB|9RCR|aDMG
186	21414 13223	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|23VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7ASPD|8ZMB|9RCR|aDMG
187	21136 41323	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|27VULN|3ASPD|4ZMB|5ERES|6MBVNT|8CDMG|9RCR|aDMG
188	21335 41325	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|27VULN|3ERES|4ZMB|5DMG|6MBVNT|8CDMG|9RCR|aASPD
189	21417 13223	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|23VULN|3BPWR|4MBVNT|5ERES|6CDMG|7ASPD|8ZMB|9RCR|aDMG
190	21412 16723	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1AART|23VULN|3BPWR|4MBVNT|5CGEN|6CDMG|7aDMG|8MLV|9RCR
191	21414 16423	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1AART|23VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7aDMG|8CGEN|9RCR
192	21212 21487	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|28VULN|3DLOT|4RCR|58DUR|68FEWX|7MBVNT|8BPWR|9CDMG|aDMG
193	21212 51487	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|28VULN|3DLOT|4RCR|58DUR|68BEXP|7MBVNT|8BPWR|9CDMG|aDMG
194	21412 16323	   	174.46	DCR|2VULN|2DMG|1AART|1CDMG	1AART|23VULN|3BPWR|4MBVNT|5CGEN|6CDMG|7aDMG|8ERES|9RCR
195	21414 16323	   	174.46	DCR|2VULN|2DMG|1AART|1CDMG	1AART|23VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7aDMG|8ERES|9RCR
196	21321 31144	   	174.45	DCR|5VULN|1AART|1ZMB	1AART|25678VULN|3ERES|4LIT|9ZMB|aRCR
197	21245 12236	   	174.19	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1AART|2aVULN|3DLOT|4ZMB|58CDMG|6LEGI|7DMG|9RCR
198	21335 41321	   	174.19	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1AART|27VULN|3ERES|4ZMB|5DMG|6MBVNT|8aCDMG|9RCR
199	36161 12511	 * 	174.08	ACR|2DMG|1AART|2ZMB|2ASPD|1CDMG|1DUR	1DUST|2aZMB|3AART|4LHND|5RCR|6CDMG|7aASPD|8DUR|9aDMG|aBPWR
200	21321 22631	   	174.07	DCR|4VULN|1AART|1CDMG	1AART|2589VULN|3ERES|49LIT|6RCR|79LHND|9BPWR|aCDMG
201	21361 42332	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	1AART|28aVULN|3ERES|478DUST|5RCR|68DUR|8BPWR|9DMG
202	21122 61212	   	173.87	ACR|3VULN|2AART|1CDMG|1ASPD	19AART|27aVULN|3ASPD|47LIT|5RCR|67DUST|7BPWR|8CDMG
203	21321 21631	   	173.87	DCR|4VULN|1AART|1CDMG	1AART|2589VULN|3ERES|49LIT|6RCR|79DUST|9BPWR|aCDMG
204	21418 42125	 * 	173.87	DCR|4VULN|1AART|1FLTHEA	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7LWND|8RMIN|aFLTHEA
205	34311 36151	   	173.85	DCR|2VULN|2DMG|1AART|2DUR	17DUST|26DUR|37LHND|4AART|57VULN|7BPWR|8RCR|9aDMG
206	21161 14321	   	173.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8FEWX|9DMG|aDUR
207	21161 14621	   	173.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8LWND|9DMG|aDUR
208	21122 16514	   	173.77	ACR|3VULN|2AART|2ASPD|1DUR	19AART|268VULN|37ASPD|4LIT|5RCR|aDUR
209	21122 11212	   	173.77	ACR|3VULN|2AART|1CDMG|1ASPD	19AART|26aVULN|3ASPD|4LIT|5RCR|7DUST|8CDMG
210	21418 41364	   	173.77	DCR|4VULN|1AART|1CDMG	1AART|235aVULN|3BPWR|4MBVNT|6RCR|7TLV|8CDMG|9LWND
211	21418 43364	   	173.77	DCR|4VULN|1AART|1CDMG	1AART|235aVULN|3BPWR|4MBVNT|6RCR|7ERES|8CDMG|9LWND
212	21531 12333	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|29VULN|3BEXP|4ERES|5RCR|6CDMG|7ASPD|8DUR|aDMG
213	24631 12333	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2LWND|39VULN|4ERES|5RCR|6CDMG|7ASPD|8DUR|aDMG
214	21418 41338	   	173.67	DCR|4VULN|1AART|1CDMG	1AART|235aVULN|3BPWR|4MBVNT|6RCR|7TLV|8CDMG|9ERES
215	21418 43336	   	173.67	DCR|4VULN|1AART|1CDMG	1AART|235aVULN|3BPWR|4MBVNT|6RCR|79ERES|8CDMG
216	21418 48222	   	173.64	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7CDMG|8DUR|9RPLT|aASPD
217	24213 65122	   	173.64	ACR|2AART|2DMG|1VULN|1CDMG	17AART|2LWND|3DLOT|4RCR|5VULN|6CDMG|8aDMG|9RPLT
218	26213 65122	   	173.64	ACR|2AART|2DMG|1VULN|1CDMG	17AART|2LHND|3DLOT|4RCR|5VULN|6CDMG|8aDMG|9RPLT
219	21414 13438	   	173.61	DCR|4VULN|1AART|1CDMG|1ASPD	1AART|238aVULN|3BPWR|4MBVNT|5RMIN|6CDMG|7ASPD|9RCR
220	21361 12333	   	173.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|29VULN|3ERES|4DUST|5RCR|6CDMG|7ASPD|8DUR|aDMG
221	21418 43345	   	173.54	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8CDMG|9DUR|aASPD
222	21215 33122	   	173.53	ACR|3VULN|2AART|1ZMB|1DUR	18AART|27aVULN|3DLOT|4RCR|5ZMB|6DUR|9BEXP
223	21321 26231	   	173.52	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|259VULN|3ERES|49LIT|6RCR|79ASPD|8RMIN|9BPWR|aCDMG
224	21161 13424	 * 	173.45	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|2VULN|3aASPD|4LHND|5RCR|6CDMG|79DMG|8MLV
225	21122 35242	 * 	173.45	ACR|2VULN|1AART|1DMG|1CDMG|2ASPD	1AART|2aVULN|39ASPD|4LIT|5RCR|6MLV|7DMG|8CDMG
226	21161 12323	   	173.45	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|2VULN|37ASPD|4LHND|5RCR|6CDMG|8FEWX|9aDMG
227	21161 12623	   	173.45	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|2VULN|37ASPD|4LHND|5RCR|6CDMG|8LWND|9aDMG
228	21213 43622	   	173.43	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|25VULN|3DLOT|4RCR|6ZMB|7LHND|8ASPD|9DUR|aDMG
229	21215 33615	   	173.43	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8ASPD|9CGEN|aDMG
230	21215 33632	   	173.43	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8ASPD|9LWND|aDMG
231	21215 33652	   	173.43	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8ASPD|9LHND|aDMG
232	21215 43112	   	173.43	ACR|3VULN|2AART|1ZMB|1DUR	18AART|27aVULN|3DLOT|4RCR|5ZMB|6DUST|9DUR
233	21215 33132	   	173.43	ACR|3VULN|2AART|1ZMB|1DUR	18AART|27aVULN|3DLOT|4RCR|5ZMB|6DUR|9MBVNT
234	21215 33142	   	173.43	ACR|3VULN|2AART|1ZMB|1DUR	18AART|27aVULN|3DLOT|4RCR|5ZMB|6DUR|9LEGI
235	21215 33152	   	173.43	ACR|3VULN|2AART|1ZMB|1DUR	18AART|27aVULN|3DLOT|4RCR|5ZMB|6DUR|9DUST
236	21121 12242	   	173.42	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|25aVULN|39ASPD|4LIT|6RCR|7LHND|8CDMG
237	21121 16551	   	173.42	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|258VULN|37ASPD|4LIT|6RCR|9LHND|aCDMG
238	21121 16561	   	173.42	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|258VULN|37ASPD|4LIT|6RCR|9FEWX|aCDMG
239	23266 21511	   	173.40	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB|1DUR	1AART|2aASPD|3CDMG|4aFEWX|5ZMB|6LEGI|7RCR|8DUR|9aDMG|aBPWR
240	21321 31314	   	173.36	DCR|4VULN|1AART|1ZMB|1DUR	1AART|2567VULN|3ERES|4LIT|8RCR|9DUR|aZMB
241	21421 11523	   	173.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5MLV|6FEWX|7DUR|8RCR|9ASPD|aDMG
242	21421 32523	   	173.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5MLV|6DUR|7LWND|8RCR|9ASPD|aDMG
243	21421 34523	   	173.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5MLV|6DUR|7FEWX|8RCR|9ASPD|aDMG
244	21421 61523	   	173.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5MLV|6LHND|7DUR|8RCR|9ASPD|aDMG
245	21426 11523	   	173.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5RMIN|6FEWX|7DUR|8RCR|9ASPD|aDMG
246	21426 32523	   	173.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|23VULN|3BPWR|4CDMG|5RMIN|6DUR|7LWND|8RCR|9ASPD|aDMG
247	21453 11523	   	173.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4RMIN|5BEXP|6CDMG|7DUR|8RCR|9ASPD|aDMG
248	21453 33523	   	173.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4RMIN|5BEXP|6DUR|7CDMG|8RCR|9ASPD|aDMG
249	21161 13124	   	173.35	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|2VULN|3aASPD|4LHND|5RCR|6CDMG|79DMG|8ERES
250	21122 16245	   	173.33	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1AART|26aVULN|37ASPD|4LIT|5RCR|8ZMB|9DUR
251	21215 33642	   	173.33	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8ASPD|9DUST|aDMG
252	21215 33662	   	173.33	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8ASPD|9LEGI|aDMG
253	21121 11242	   	173.32	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|25aVULN|39ASPD|4LIT|6RCR|7DUST|8CDMG
254	21211 23346	   	173.27	ACR|2VULN|2DMG|1AART|1DUR	1AART|29VULN|3DLOT|4RCR|5RPLT|6DUR|79DMG|89CGEN|9BPWR|aMLV
255	21422 11523	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5ERES|6FEWX|7DUR|8RCR|9ASPD|aDMG
256	21422 32523	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5ERES|6DUR|7LWND|8RCR|9ASPD|aDMG
257	21422 34523	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5ERES|6DUR|7FEWX|8RCR|9ASPD|aDMG
258	21422 61523	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|23VULN|3BPWR|4CDMG|5ERES|6LHND|7DUR|8RCR|9ASPD|aDMG
259	21532 14523	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|27VULN|3BEXP|4ERES|5DUR|6CDMG|8RCR|9ASPD|aDMG
260	21535 11523	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|25VULN|3BEXP|4ERES|6CDMG|7DUR|8RCR|9ASPD|aDMG
261	21535 33523	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|25VULN|3BEXP|4ERES|6DUR|7CDMG|8RCR|9ASPD|aDMG
262	21551 21315	 * 	173.25	ACR|3VULN|2AART|2CDMG	16AART|27aVULN|3BEXP|4CGEN|5RCR|89CDMG
263	23236 21511	   	173.20	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB|1DUR	1AART|2aASPD|3CDMG|4aDUST|5ZMB|6LEGI|7RCR|8DUR|9aDMG|aBPWR
264	21211 54232	   	173.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3DLOT|4RCR|5RPLT|6aDMG|7CDMG|8RMIN|9ZMB
265	21211 23341	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1AART|29VULN|3DLOT|4RCR|5RPLT|6DUR|79DMG|89CGEN|9BPWR|aTLV
266	21211 23343	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	1AART|29VULN|3DLOT|4RCR|5RPLT|6DUR|79DMG|89CGEN|9BPWR|aERES
267	21161 13423	   	173.15	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6aCDMG|79DMG|8MLV
268	21531 21315	   	173.15	ACR|3VULN|2AART|2CDMG	16AART|27aVULN|3BEXP|4ERES|5RCR|89CDMG
269	21418 42171	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RMIN|9DUR|aDMG
270	21418 42741	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8MLV|9DUR|aDMG
271	21418 44171	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RMIN|9DUR|aDMG
272	21418 44383	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RPLT|9DUR|aDMG
273	21418 47111	   	173.12	DCR|3VULN|1AART|1DMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8LWND|9LHND|aDMG
274	21418 47422	   	173.12	DCR|3VULN|1AART|1DMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8RPLT|9DMG|aMLV
275	21418 47424	   	173.12	DCR|3VULN|1AART|1DMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|8RPLT|9DMG|aRMIN
276	23236 41511	 * 	173.11	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3aCDMG|4DUST|5ZMB|6aLWND|7RCR|8DUR|9aDMG|aBPWR
277	21211 54432	   	173.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3DLOT|4RCR|5RPLT|6aDMG|7CDMG|8ERES|9ZMB
278	21215 33614	   	173.07	ACR|3VULN|1AART|2ZMB|1ASPD|1DUR	1AART|27aVULN|3DLOT|4RCR|5aZMB|6DUR|8ASPD|9aCGEN|aBPWR
279	21161 13123	   	173.05	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6aCDMG|79DMG|8ERES
280	21161 14223	   	173.05	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|69CDMG|8DUST|aDMG
281	21531 15312	   	173.05	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|2VULN|3BEXP|4ERES|5RCR|6aCDMG|79DMG|8DUR
282	21531 15323	   	173.05	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|2VULN|3BEXP|4ERES|5RCR|69CDMG|7aDMG|8DUR
283	24631 15312	   	173.05	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|2LWND|3VULN|4ERES|5RCR|6aCDMG|79DMG|8DUR
284	24631 15323	   	173.05	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|2LWND|3VULN|4ERES|5RCR|69CDMG|7aDMG|8DUR
285	21361 21315	   	173.05	ACR|3VULN|2AART|2CDMG	16AART|27aVULN|3ERES|4DUST|5RCR|89CDMG
286	21418 42124	   	173.05	DCR|5VULN|1AART	1AART|2359aVULN|3BPWR|4MBVNT|6RCR|7LWND|8RMIN
287	21418 46124	   	173.05	DCR|5VULN|1AART	1AART|2359aVULN|3BPWR|4MBVNT|6RCR|7BEXP|8RMIN
288	21121 16543	 * 	173.02	DCR|3VULN|1AART|3ASPD|1DUR	1AART|258VULN|37aASPD|4LIT|6RCR|9DUR
289	21418 41141	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8LWND|9DUR|aDMG
290	21418 41811	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8DUR|9LHND|aDMG
291	21418 41831	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8DUR|9LWND|aDMG
292	21418 42441	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8TLV|9DUR|aDMG
293	21418 42623	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8DUST|9DUR|aDMG
294	21418 43141	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8LWND|9DUR|aDMG
295	21418 43811	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8DUR|9LHND|aDMG
296	21418 43831	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8DUR|9LWND|aDMG
297	21418 44441	   	173.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8TLV|9DUR|aDMG
298	21418 44633	   	173.02	DCR|3VULN|1AART|1DMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8CANHEL|9ASPD|aDMG
299	21418 47312	   	173.02	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|89CDMG|aBEXP
300	21418 47313	   	173.02	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|89CDMG|aBELT
301	21418 47314	   	173.02	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|89CDMG|aCGEN
302	21418 48112	   	173.02	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|79CDMG|8ASPD|aBEXP
303	21418 48113	   	173.02	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|79CDMG|8ASPD|aBELT
304	21418 48114	   	173.02	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|79CDMG|8ASPD|aCGEN
305	21418 48242	   	173.02	DCR|3VULN|1AART|2CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7aCDMG|8DUR|9FEWX
306	26215 32114	   	172.95	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1AART|2LHND|3DLOT|4RCR|5ZMB|6CDMG|78DMG|9SELL|aVULN
307	21361 15312	   	172.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|2VULN|3ERES|4DUST|5RCR|6aCDMG|79DMG|8DUR
308	21361 15323	   	172.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|2VULN|3ERES|4DUST|5RCR|69CDMG|7aDMG|8DUR
309	21418 41223	   	172.95	DCR|5VULN|1AART	1AART|2359aVULN|3BPWR|4MBVNT|6RCR|7TLV|8BELT
310	21418 43223	   	172.95	DCR|5VULN|1AART	1AART|2359aVULN|3BPWR|4MBVNT|6RCR|7ERES|8BELT
311	21418 45124	   	172.95	DCR|5VULN|1AART	1AART|2359aVULN|3BPWR|4MBVNT|6RCR|7LEGI|8RMIN
312	21418 41381	   	172.92	DCR|3VULN|1AART|2CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8aCDMG|9DUR
313	21418 43313	   	172.92	DCR|3VULN|1AART|2CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|89CDMG|aDUR
314	21418 43341	   	172.92	DCR|3VULN|1AART|2CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8aCDMG|9DUR
315	21418 47311	   	172.92	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ASPD|89CDMG|aERES
316	21418 48111	   	172.92	DCR|3VULN|1AART|2CDMG|1ASPD	1AART|235VULN|3BPWR|4MBVNT|6RCR|79CDMG|8ASPD|aERES
317	21418 48232	   	172.92	DCR|3VULN|1AART|2CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7aCDMG|8DUR|9DUST
318	21418 48313	   	172.92	DCR|3VULN|1AART|2CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|79CDMG|8ERES|aDUR
319	21418 48341	   	172.92	DCR|3VULN|1AART|2CDMG|1DUR	1AART|235VULN|3BPWR|4MBVNT|6RCR|7aCDMG|8ERES|9DUR
320	21662 11321	   	172.85	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2aVULN|3CANHEL|49aLHND|5CGEN|6ASPD|7RCR|8aDMG|aBPWR
321	21322 35625	   	172.80	ACR|3VULN|1AART|1DMG|1ZMB	1AART|28aVULN|3ERES|4LIT|5RCR|6MLV|7DMG|9ZMB
322	21423 66312	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4CDMG|5FEWX|7DMG|8MLV|9RCR|aRPLT
323	21423 66313	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4CDMG|5FEWX|7DMG|8MLV|9RCR|aRCVC
324	21416 11136	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|23VULN|3BPWR|4MBVNT|5LHND|6LSRHEA|7RCR|8ZMB|9DMG|aCDMG
325	21342 21313	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|26VULN|3ERES|4RPLT|5RMIN|7RCR|8DUR|9aDMG
