0	Index      	 *	Score 	Summary	Detail	
1	21252 13536	 * 	207.13	ACR|2AART|2VULN|2DMG|1CDMG|1ZMB	1aAART|2RCR|3MLV|46VULN|5ZMB|78DMG|9CDMG
162	21152 63236	   	182.73	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	13AART|2RCR|4aVULN|5LHND|6DUST|7DMG|8DUR|9ZMB
163	21252 63336	   	182.73	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	18AART|2RCR|3MLV|4aVULN|5ZMB|6DUST|7DMG|9DUR
164	21632 13336	   	182.73	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	18AART|2RCR|3FEWX|4ERES|5ZMB|6aVULN|7DMG|9DUR
165	21652 13336	   	182.73	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	18AART|2RCR|3FEWX|4TLV|5ZMB|6aVULN|7DMG|9DUR
166	21151 32442	   	182.68	ACR|2AART|2DMG|2VULN	13AART|2RCR|49VULN|59LIT|6aFEWX|7LWND|89DMG|9BPWR
167	21151 32443	   	182.68	ACR|2AART|2VULN|2DMG	13AART|2RCR|49VULN|59LIT|6FEWX|7LWND|89DMG|9BPWR|aMLV
168	21151 33442	   	182.68	ACR|2AART|2VULN|2DMG	13AART|2RCR|49VULN|59LIT|6aFEWX|7BEXP|89DMG|9BPWR
169	21151 33443	   	182.68	ACR|2AART|2VULN|2DMG	13AART|2RCR|49VULN|59LIT|6FEWX|7BEXP|89DMG|9BPWR|aMLV
170	21222 13566	   	182.68	ACR|2AART|2VULN|2DMG	1aAART|2RCR|39MLV|49CGEN|5LHND|68VULN|79DMG|9BPWR
171	21623 61422	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2RCR|3FEWX|4LIT|56aVULN|7LEGI|8DMG|9CDMG
172	21156 31353	   	182.63	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	13AART|2RCR|46VULN|5NUKE|6BPWR|7DMG|8ASPD|9ZMB|aDUST
173	21151 31442	   	182.58	ACR|2AART|2VULN|2DMG	13AART|2RCR|49VULN|5LIT|69aFEWX|7LEGI|89DMG|9BPWR
174	21151 31443	   	182.58	ACR|2AART|2VULN|2DMG	13AART|2RCR|49VULN|5LIT|69FEWX|7LEGI|89DMG|9BPWR|aMLV
175	21151 32441	   	182.58	ACR|2AART|2DMG|2VULN	13AART|2RCR|49VULN|59LIT|6FEWX|7LWND|89DMG|9BPWR|aDUST
176	21151 33441	   	182.58	ACR|2AART|2VULN|2DMG	13AART|2RCR|49VULN|59LIT|6FEWX|7BEXP|89DMG|9BPWR|aDUST
177	21112 13616	   	182.48	ACR|2AART|2DMG|2VULN	13AART|2RCR|4LWND|5LHND|6aVULN|79DMG|8BEXP
178	21113 23635	   	182.48	ACR|2AART|2DMG|2VULN	13AART|2RCR|4LWND|5CGEN|67DMG|8LHND|9aVULN
179	21114 13616	   	182.48	ACR|2AART|2VULN|2DMG	13AART|2RCR|4LWND|5FEWX|6aVULN|79DMG|8BEXP
180	21151 31441	   	182.48	ACR|2AART|2VULN|2DMG	13AART|2RCR|49VULN|5LIT|69FEWX|7LEGI|89DMG|9BPWR|aDUST
181	21152 13541	   	182.48	ACR|2AART|2DMG|2VULN	13AART|2RCR|46VULN|5LHND|78DMG|9CGEN|aBEXP
182	21152 13542	   	182.48	ACR|2AART|2DMG|2VULN	13AART|2RCR|46VULN|5LHND|78DMG|9CGEN|aFEWX
183	21152 13543	   	182.48	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5LHND|78DMG|9CGEN|aRMIN
184	21152 13561	   	182.48	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|59LHND|78DMG|aFEWX
185	21154 12521	   	182.48	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5FEWX|7RMIN|89DMG|aBEXP
186	21154 12522	   	182.48	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5aFEWX|7RMIN|89DMG
187	21154 12523	   	182.48	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5FEWX|7RMIN|89DMG|aRCVC
188	21255 23361	   	182.48	ACR|2AART|2VULN|2DMG	18AART|2RCR|39MLV|49VULN|5BEXP|6ERES|79DMG|9BPWR|aAIRHEA
189	21255 23363	   	182.48	ACR|2AART|2VULN|2DMG	18AART|2RCR|39MLV|49VULN|5BEXP|6ERES|79DMG|9BPWR|aMBVNT
190	21112 13155	   	182.44	ACR|2AART|2DMG|2VULN|1SELL	13AART|2RCR|49LWND|5LHND|69VULN|79DMG|8SELL|9BPWR|aCGEN
191	21114 13155	   	182.44	ACR|2AART|2DMG|2VULN|1SELL	13AART|2RCR|49LWND|5FEWX|69VULN|79DMG|8SELL|9BPWR|aCGEN
192	21344 13151	   	182.44	ACR|2AART|2DMG|2VULN|1SELL	1aAART|2RCR|349LHND|5FEWX|69VULN|79DMG|8SELL|9BPWR
193	21642 13151	   	182.44	ACR|2AART|2DMG|2VULN|1SELL	1aAART|2RCR|39FEWX|45LHND|69VULN|79DMG|8SELL|9BPWR
194	21156 31221	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5NUKE|6BPWR|79DMG|8aBEXP
195	21156 31223	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5NUKE|6BPWR|79DMG|8BEXP|aBELT
196	21156 31224	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5NUKE|6BPWR|79DMG|8BEXP|aFEWX
197	21156 31225	   	182.38	ACR|2AART|2DMG|2VULN	13AART|2RCR|46VULN|5NUKE|6BPWR|79DMG|8BEXP|aLWND
198	21156 31511	   	182.38	ACR|2AART|2DMG|2VULN	13AART|2RCR|46VULN|5NUKE|6BPWR|78DMG|9CGEN|aFEWX
199	21156 31531	   	182.38	ACR|2AART|2DMG|2VULN	13AART|2RCR|46VULN|5NUKE|6BPWR|78DMG|9LWND|aBEXP
200	21156 31532	   	182.38	ACR|2AART|2DMG|2VULN	13AART|2RCR|46VULN|5NUKE|6BPWR|78DMG|9LWND|aFEWX
201	21152 13521	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5LHND|78DMG|9TLV|aBEXP
202	21152 13522	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5LHND|78DMG|9TLV|aFEWX
203	21152 13523	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5LHND|78DMG|9TLV|aRMIN
204	21152 13525	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5aLHND|78DMG|9TLV
205	21152 13563	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|59LHND|78DMG|aERES
206	21154 13521	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5FEWX|78DMG|9TLV|aBEXP
207	21154 13522	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5aFEWX|78DMG|9TLV
208	21154 13523	   	182.38	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5FEWX|78DMG|9TLV|aRCVC
209	21343 13151	   	182.34	ACR|2AART|2DMG|2VULN|1SELL	1aAART|2RCR|349LHND|5DUST|69VULN|79DMG|8SELL|9BPWR
210	21156 31513	   	182.28	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5NUKE|6BPWR|78DMG|9CGEN|aERES
211	21156 31521	   	182.28	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5NUKE|6BPWR|78DMG|9DUST|aBEXP
212	21156 31522	   	182.28	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5NUKE|6BPWR|78DMG|9DUST|aFEWX
213	21156 31533	   	182.28	ACR|2AART|2DMG|2VULN	13AART|2RCR|46VULN|5NUKE|6BPWR|78DMG|9LWND|aDUST
214	21156 33521	   	182.28	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5NUKE|6BPWR|7DUST|89DMG|aBEXP
215	21156 33522	   	182.28	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5NUKE|6BPWR|7DUST|89DMG|aFEWX
216	21156 31523	   	182.18	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5NUKE|6BPWR|78DMG|9aDUST
217	21156 33523	   	182.18	ACR|2AART|2VULN|2DMG	13AART|2RCR|46VULN|5NUKE|6BPWR|7aDUST|89DMG
218	26324 33682	   	182.12	ACR|2AART|2VULN|2DMG|1DUR	12AART|3RCVC|4MBVNT|5RCR|69VULN|78DMG|aDUR
219	21641 51332	   	182.05	ACR|2DMG|1AART|1VULN|2ZMB|2ASPD	1AART|2RCR|39FEWX|4LHND|59DMG|6aASPD|7VULN|89ZMB|9BPWR
220	21252 12521	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|7RMIN|89DMG|aBEXP
221	21252 12522	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|7RMIN|89DMG|aFEWX
222	21252 12525	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|7RMIN|89DMG|aLHND
223	21252 13541	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9CGEN|aBEXP
224	21252 13542	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9CGEN|aFEWX
225	21252 13551	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9RPLT|aDMSP
226	21252 13552	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3aMLV|46VULN|5ZMB|78DMG|9RPLT
227	21252 13553	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9RPLT|aLWND
228	21452 12521	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3CGEN|46VULN|5ZMB|7RMIN|89DMG|aBEXP
229	21452 12522	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3CGEN|46VULN|5ZMB|7RMIN|89DMG|aFEWX
230	21452 13521	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3CGEN|46VULN|5ZMB|78DMG|9MLV|aBEXP
231	21452 13522	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3CGEN|46VULN|5ZMB|78DMG|9MLV|aFEWX
232	21212 13616	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|4LWND|5ZMB|6aVULN|79DMG|8BEXP
233	21352 13616	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3LHND|4CGEN|5ZMB|6aVULN|79DMG|8BEXP
234	21412 13616	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3CGEN|4LWND|5ZMB|6aVULN|79DMG|8BEXP
235	21432 13616	   	182.04	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3CGEN|4FEWX|5ZMB|6aVULN|79DMG|8BEXP
236	21452 13235	   	181.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2RCR|3CGEN|46VULN|5aZMB|7DMG|8RCVC|9CDMG
237	21252 12523	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|7RMIN|89DMG|aDUST
238	21252 13521	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9TLV|aBEXP
239	21252 13522	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9TLV|aFEWX
240	21252 13525	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9TLV|aLHND
241	21252 13543	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9CGEN|aDUST
242	21252 13561	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9LHND|aCANHEL
243	21252 13563	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9LHND|aMBVNT
244	21452 12523	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3CGEN|46VULN|5ZMB|7RMIN|89DMG|aDUST
245	21452 13523	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3CGEN|46VULN|5ZMB|78DMG|9MLV|aDUST
246	21662 13316	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3FEWX|4NUKE|5ZMB|6aVULN|79DMG|8LWND
247	21641 11316	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3FEWX|4LHND|59DMG|6aVULN|7ERES|8ZMB
248	21252 13523	   	181.84	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3MLV|46VULN|5ZMB|78DMG|9TLV|aDUST
249	12135 15132	   	181.53	ACR|3VULN|2DMG|1AART|1ASPD	1ASPD|2BEXP|3LEGI|46DMG|5RCR|78aVULN|9AART
250	21154 11642	 * 	181.42	ACR|4VULN|2AART|1DUR	13AART|2RCR|469aVULN|5FEWX|7DUR|8MBVNT
251	23341 14326	 * 	181.25	DCR|3VULN|1AART|3ZMB|3DUR	1AART|289DUR|3RCVC|4BASICY|589ZMB|689VULN|7MBVNT|89BPWR|aRCR
252	21126 34622	   	181.07	ACR|3VULN|2AART|1CDMG|1DUR	13AART|2RCR|4RPLT|5RMIN|67aVULN|7BPWR|8DUR|9CDMG
253	21151 62333	   	181.07	ACR|3VULN|2AART|1CDMG|1DUR	13AART|2RCR|48aVULN|5LIT|6DUR|7LWND|9CDMG
254	21151 63333	   	181.07	ACR|3VULN|2AART|1CDMG|1DUR	13AART|2RCR|48aVULN|5LIT|6DUR|7BEXP|9CDMG
255	21113 23533	 * 	181.07	ACR|3DMG|2AART|1CDMG|1DUR	13AART|2RCR|4LWND|5CGEN|678DMG|9DUR|aCDMG
256	21165 23533	   	181.07	ACR|3DMG|2AART|1CDMG|1DUR	13AART|2RCR|4CGEN|5LWND|678DMG|9DUR|aCDMG
257	21235 23543	   	181.07	ACR|3DMG|2AART|1CDMG|1DUR	14AART|2RCR|3MLV|5LWND|678DMG|9DUR|aCDMG
258	21252 11642	   	180.98	ACR|4VULN|1AART|1ZMB|1DUR	1AART|2RCR|3MLV|469aVULN|5ZMB|7DUR|8MBVNT
259	21262 11411	   	180.97	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1AART|2RCR|3MLV|4ASPD|5LHND|67VULN|8FLTHEA|9DUR|aDMG
260	21262 11441	   	180.97	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1AART|2RCR|3MLV|4ASPD|5LHND|67VULN|8FLTHEA|9DMG|aDUR
261	21264 11411	   	180.97	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1AART|2RCR|3MLV|4ASPD|5FEWX|67VULN|8FLTHEA|9DUR|aDMG
262	21462 11411	   	180.97	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD|1DUR	1AART|2RCR|3CGEN|4ASPD|5LHND|67VULN|8FLTHEA|9DUR|aDMG
263	21615 22333	   	180.97	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1AART|2RCR|3FEWX|4BELT|5CDMG|6VULN|7DUR|8ASPD|9aDMG
264	21615 53333	   	180.97	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1AART|2RCR|3FEWX|4BELT|5CDMG|6DUR|7VULN|8ASPD|9aDMG
265	21135 23543	   	180.97	ACR|3DMG|2AART|1CDMG|1DUR	13AART|2RCR|4TLV|5LWND|678DMG|9DUR|aCDMG
266	21151 61333	   	180.97	ACR|3VULN|2AART|1CDMG|1DUR	13AART|2RCR|48aVULN|5LIT|6DUR|7LEGI|9CDMG
267	21232 61536	   	180.97	ACR|3VULN|2AART|1CDMG|1DUR	14AART|2RCR|3MLV|5DUST|68aVULN|7DUR|9CDMG
268	21252 11424	   	180.63	ACR|3VULN|1AART|1FLTHEA|1ZMB|1DUR	1AART|2RCR|3MLV|46aVULN|5ZMB|7DUR|8FLTHEA|9BELT
269	21152 11552	   	180.55	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5LHND|7RCVC|8DMG|9RPLT
270	21152 13425	   	180.55	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5LHND|7DMG|8BEXP|9CGEN
271	21154 13422	   	180.55	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5FEWX|7DMG|8BEXP|9CGEN
272	21112 13525	   	180.55	ACR|3VULN|2AART|1DMG	13AART|2RCR|4LWND|5LHND|68aVULN|7DMG|9CGEN
273	21113 23522	 * 	180.55	ACR|3DMG|2AART|1VULN	13AART|2RCR|4LWND|59CGEN|678DMG|aVULN
274	21113 23562	   	180.55	ACR|3DMG|2AART|1VULN	13AART|2RCR|4LWND|5CGEN|678DMG|9RPLT|aVULN
275	21114 11425	   	180.55	ACR|3VULN|2AART|1DMG	13AART|2RCR|4LWND|5FEWX|67aVULN|8MGNLIT|9DMG
276	21153 15531	   	180.55	ACR|3VULN|2AART|1DMG	13AART|2RCR|479VULN|5CGEN|6LWND|8DMG|aBEXP
277	21153 15532	   	180.55	ACR|3VULN|2AART|1DMG	13AART|2RCR|479VULN|5CGEN|6LWND|8DMG|aFEWX
278	21153 15533	   	180.55	ACR|3VULN|2AART|1DMG	13AART|2RCR|479VULN|5CGEN|6LWND|8DMG|aRMIN
279	21165 23522	   	180.55	ACR|3DMG|2AART|1VULN	13AART|2RCR|49CGEN|5LWND|678DMG|aVULN
280	21235 23526	   	180.55	ACR|3DMG|2AART|1VULN	14AART|2RCR|3MLV|5LWND|678DMG|9CGEN|aVULN
281	21235 23562	   	180.55	ACR|3DMG|2AART|1VULN	14AART|2RCR|3MLV|5LWND|678DMG|9RPLT|aVULN
282	21116 23526	   	180.45	ACR|3DMG|2AART|1VULN	13AART|2RCR|4LWND|5NUKE|678DMG|9CGEN|aVULN
283	21116 23562	   	180.45	ACR|3DMG|2AART|1VULN	13AART|2RCR|4LWND|5NUKE|678DMG|9RPLT|aVULN
284	21135 23526	   	180.45	ACR|3DMG|2AART|1VULN	13AART|2RCR|4TLV|5LWND|678DMG|9CGEN|aVULN
285	21135 23562	   	180.45	ACR|3DMG|2AART|1VULN	13AART|2RCR|4TLV|5LWND|678DMG|9RPLT|aVULN
286	21152 11526	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5LHND|7RCVC|8DMG|9TLV
287	21152 13325	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5LHND|7DMG|8DUST|9CGEN
288	21152 13356	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5LHND|7DMG|8DUST|9BEXP
289	21152 13416	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5LHND|7DMG|8BEXP|9DUST
290	21154 12532	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5FEWX|7RMIN|8DMG|9MBVNT
291	21154 13226	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5FEWX|7DMG|8RCVC|9TLV
292	21154 13335	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5FEWX|7DMG|8BASHEA|9BEXP
293	21154 13351	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|469VULN|5FEWX|7DMG|8BASHEA|aRMIN
294	21154 13352	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|469VULN|5FEWX|7DMG|8BASHEA|aLIT
295	21154 13353	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|469VULN|5FEWX|7DMG|8BASHEA|aCGEN
296	21112 13516	   	180.45	ACR|3VULN|2AART|1DMG	13AART|2RCR|4LWND|5LHND|68aVULN|7DMG|9DUST
297	21113 23124	   	180.45	ACR|3DMG|2AART|1VULN	13AART|2RCR|4LWND|5CGEN|679DMG|8MBVNT|aVULN
298	21165 23124	   	180.45	ACR|3DMG|2AART|1VULN	13AART|2RCR|4CGEN|5LWND|679DMG|8MBVNT|aVULN
299	21235 23124	   	180.45	ACR|3DMG|2AART|1VULN	14AART|2RCR|3MLV|5LWND|679DMG|8MBVNT|aVULN
300	21235 23536	   	180.45	ACR|3DMG|2AART|1VULN	14AART|2RCR|3MLV|5LWND|678DMG|9ERES|aVULN
301	21116 23536	   	180.35	ACR|3DMG|2AART|1VULN	13AART|2RCR|4LWND|5NUKE|678DMG|9ERES|aVULN
302	21135 23124	   	180.35	ACR|3DMG|2AART|1VULN	13AART|2RCR|4TLV|5LWND|679DMG|8MBVNT|aVULN
303	21135 23536	   	180.35	ACR|3DMG|2AART|1VULN	13AART|2RCR|4TLV|5LWND|678DMG|9ERES|aVULN
304	21156 31242	   	180.35	ACR|3VULN|2AART|1DMG	13AART|2RCR|46aVULN|5NUKE|6BPWR|7DMG|8BEXP|9LEGI
305	23156 33263	 * 	180.33	DCR|2DMG|1AART|1VULN|3DUR|1CDMG	1AART|289DUR|39TLV|4VULN|5CGEN|6RCR|79DMG|9BPWR|aCDMG
306	21252 41431	   	180.20	ACR|3VULN|1AART|2FLTHEA|1ZMB	1AART|2RCR|39MLV|479VULN|5ZMB|6BEXP|89FLTHEA|9BPWR|aLHND
307	21252 41433	   	180.20	ACR|3VULN|1AART|2FLTHEA|1ZMB	1AART|2RCR|39MLV|479VULN|5ZMB|6BEXP|89FLTHEA|9BPWR|aLWND
308	21113 23366	   	180.17	ACR|3AART|2DMG|1VULN|1ZMB	13aAART|2RCR|4LWND|5CGEN|67DMG|8ZMB|9VULN
309	21252 12562	   	180.10	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|46aVULN|5ZMB|7RMIN|8DMG|9BEXP
310	21252 13256	   	180.10	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|46aVULN|5ZMB|7DMG|8RCVC|9RPLT
311	21252 13422	   	180.10	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|46aVULN|5ZMB|7DMG|8BEXP|9CGEN
312	21252 13462	   	180.10	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|46aVULN|5ZMB|7DMG|8BEXP|9RMIN
313	21252 61431	   	180.10	ACR|3VULN|1AART|2FLTHEA|1ZMB	1AART|2RCR|39MLV|479VULN|5ZMB|6DUST|89FLTHEA|9BPWR|aLHND
314	21252 61433	   	180.10	ACR|3VULN|1AART|2FLTHEA|1ZMB	1AART|2RCR|39MLV|479VULN|5ZMB|6DUST|89FLTHEA|9BPWR|aLWND
315	21452 13261	   	180.10	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3CGEN|469VULN|5ZMB|7DMG|8RCVC|aFEWX
316	21212 13525	   	180.10	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|4LWND|5ZMB|68aVULN|7DMG|9CGEN
317	21212 13556	   	180.10	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|4LWND|5ZMB|68aVULN|7DMG|9BEXP
318	21151 26234	   	180.07	ACR|3AART|2VULN|1DMG|1ZMB	13aAART|2RCR|49VULN|5LIT|6ZMB|7DMG|8ERES
319	21252 12532	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|46aVULN|5ZMB|7RMIN|8DMG|9MBVNT
320	21252 12542	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|46aVULN|5ZMB|7RMIN|8DMG|9LEGI
321	21252 13315	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|46aVULN|5ZMB|7DMG|8CANHEL|9FEWX
322	21252 13416	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|46aVULN|5ZMB|7DMG|8BEXP|9DUST
323	21332 13525	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3LHND|4ERES|5ZMB|68aVULN|7DMG|9CGEN
324	21452 12532	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3CGEN|46aVULN|5ZMB|7RMIN|8DMG|9MBVNT
325	21452 13263	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3CGEN|469VULN|5ZMB|7DMG|8RCVC|aERES
326	21662 13222	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3FEWX|4NUKE|5ZMB|68aVULN|7DMG|9CGEN
327	21212 13516	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|4LWND|5ZMB|68aVULN|7DMG|9DUST
328	21352 13516	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3LHND|4CGEN|5ZMB|68aVULN|7DMG|9DUST
329	21412 13516	   	180.00	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3CGEN|4LWND|5ZMB|68aVULN|7DMG|9DUST
330	21151 25411	   	179.95	ACR|2AART|2VULN|1DMG|2ZMB	13AART|2RCR|49VULN|58LIT|69ZMB|79MLV|9BPWR|aDMG
331	21252 15512	   	179.90	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3MLV|46aVULN|5ZMB|7ERES|8DMG|9LEGI
332	21332 13516	   	179.90	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2RCR|3LHND|4ERES|5ZMB|68aVULN|7DMG|9DUST
333	21151 26242	   	179.85	ACR|2AART|2VULN|1DMG|2ZMB	13AART|2RCR|4aVULN|5LIT|6aZMB|7DMG|8ERES|9aMLV|aBPWR
334	21151 22111	   	179.65	ACR|2AART|2VULN|1DMG|2ZMB	13AART|2RCR|48VULN|5LIT|67ZMB|9ERES|aDMG
335	21151 22151	   	179.65	ACR|2AART|2VULN|1DMG|2ZMB	13AART|2RCR|48VULN|5LIT|67ZMB|9NUKE|aDMG
336	15631 22232	   	179.64	ACR|2VULN|1AART|3ASPD|1DMG|2DUR	19aASPD|2DMG|3RCR|4RMIN|5LEGI|69DUR|7AART|89VULN|9BPWR
337	34535 12232	   	179.63	ACR|2VULN|1AART|1DMG|2ASPD|2DUR|1ZMB	19LWND|2ZMB|39DUR|4aASPD|5RCR|6DMG|7AART|89VULN|9BPWR
338	21254 11412	   	179.33	ACR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1AART|2RCR|3MLV|46VULN|5RMIN|79DUR|8FLTHEA|aDMG
339	15625 12231	   	178.78	ACR|2VULN|2DMG|1AART|2ASPD	19ASPD|29DMG|3RCR|4LHND|5RMIN|6BEXP|7AART|89VULN|9BPWR|aRCVC
340	15625 12233	   	178.78	ACR|2VULN|2DMG|1AART|2ASPD	19ASPD|29DMG|3RCR|4aLHND|5RMIN|6BEXP|7AART|89VULN|9BPWR
341	15625 32231	   	178.78	ACR|2VULN|2DMG|1AART|2ASPD	19ASPD|29DMG|3RCR|4LHND|5RMIN|6FEWX|7AART|89VULN|9BPWR|aRCVC
