0	Index      	 *	Score 	Summary	Detail	
1	12456 13121	 * 	197.43	DCR|2AART|2DMG|1VULN|2CDMG|2ZMB|1DUR	17CDMG|27ZMB|37DMG|45AART|6RPLT|7BPWR|8RCR|9DUR|aVULN
162	36232 16111	   	174.39	ACR|4VULN|1AART|2ASPD	18ASPD|2RCR|36LWND|467aVULN|5AART|6BPWR|9FEWX
163	36232 16321	   	174.39	ACR|4VULN|1AART|2ASPD	19ASPD|2RCR|36LWND|467aVULN|5AART|6BPWR|8BEXP
164	36232 16621	   	174.39	ACR|4VULN|1AART|2ASPD	19ASPD|2RCR|36LWND|467aVULN|5AART|6BPWR|8FEWX
165	23371 14468	   	174.37	DCR|3VULN|2DMG|1AART	1aLIT|2MBVNT|34aVULN|5AART|6CGEN|7MLV|8aDMG|9RCR|aBPWR
166	25123 43236	   	174.35	DCR|2VULN|2DMG|1AART|2DUR	1LIT|27DMG|3AART|4aVULN|56DUR|8RCR|9TLV
167	11124 26315	   	174.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|3VULN|49DMG|5LIT|6ASPD|7RCR|8ZMB|aAART
168	36232 22241	   	174.29	ACR|4VULN|1AART|2ASPD	19ASPD|2RCR|3LWND|489aVULN|5AART|6BELT|79DUST|9BPWR
169	36232 16131	   	174.29	ACR|4VULN|1AART|2ASPD	18ASPD|2RCR|36LWND|467aVULN|5AART|6BPWR|9DUST
170	36232 16151	   	174.29	ACR|4VULN|1AART|2ASPD	18ASPD|2RCR|36LWND|467aVULN|5AART|6BPWR|9MBVNT
171	36232 16521	   	174.29	ACR|4VULN|1AART|2ASPD	19ASPD|2RCR|36LWND|467aVULN|5AART|6BPWR|8DUST
172	23371 11468	   	174.27	DCR|3VULN|2DMG|1AART	1aLIT|2MBVNT|34aVULN|5AART|6CGEN|7ERES|8aDMG|9RCR|aBPWR
173	36232 16232	   	174.26	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|8DUR|9CDMG|aRMIN
174	36232 16233	   	174.26	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|8DUR|9CDMG|aBEXP
175	36232 16262	   	174.26	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|8DUR|9RCVC|aCDMG
176	64213 42331	   	174.20	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1ZMB|2DMG|3ASPD|46DUR|5RCVC|7RCR|8AART|9aVULN
177	36232 16236	   	174.16	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|8DUR|9CDMG|aDUST
178	12451 31241	   	174.14	DCR|2VULN|1AART|1DMG|2CDMG|2ZMB	18CDMG|28ZMB|3DMG|4AART|57VULN|68LHND|8BPWR|9LSRHEA|aRCR
179	63132 11515	 * 	174.11	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	1ZMB|2LHND|3BASHEA|4RCR|58CDMG|67VULN|9DMG|aAART
180	36232 26243	   	174.04	ACR|3VULN|1AART|2ASPD|1CDMG	19ASPD|2RCR|3LWND|479VULN|5AART|6BELT|89LHND|9BPWR|aCDMG
181	66223 12113	   	174.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3LWND|49DMG|5CDMG|6FEWX|7aVULN|8ASPD
182	66223 32113	   	174.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3LWND|49DMG|5CDMG|6LHND|7aVULN|8ASPD
183	66323 12113	   	174.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|49DMG|5CDMG|6FEWX|7aVULN|8ASPD
184	66323 32113	   	174.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|49DMG|5CDMG|6LHND|7aVULN|8ASPD
185	66323 42113	   	174.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|49DMG|5CDMG|6LWND|7aVULN|8ASPD
186	11351 11223	   	173.95	DCR|3VULN|1AART|2CDMG|2DUR|1ASPD	18CDMG|23DUST|4AART|578VULN|68DUR|8BPWR|9ASPD|aRCR
187	36232 16112	   	173.94	ACR|3VULN|1AART|2ASPD|1CDMG	18ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|9FEWX|aCDMG
188	36232 16322	   	173.94	ACR|3VULN|1AART|2ASPD|1CDMG	19ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|8BEXP|aCDMG
189	36232 16622	   	173.94	ACR|3VULN|1AART|2ASPD|1CDMG	19ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|8FEWX|aCDMG
190	66324 13122	   	173.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RCR|37BEXP|45DMG|6VULN|8AART|9MLV|aCDMG
191	36232 16132	   	173.84	ACR|3VULN|1AART|2ASPD|1CDMG	18ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|9DUST|aCDMG
192	36232 16152	   	173.84	ACR|3VULN|1AART|2ASPD|1CDMG	18ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|9MBVNT|aCDMG
193	36232 16522	   	173.84	ACR|3VULN|1AART|2ASPD|1CDMG	19ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|8DUST|aCDMG
194	25111 62123	   	173.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LIT|28DMG|3AART|4ZMB|5DUR|6CDMG|7MLV|9RCR|aVULN
195	66324 12323	   	173.80	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1ZMB|2RCR|3BEXP|45DMG|6VULN|79ASPD|8AART|aCGEN
196	66324 13132	   	173.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2RCR|37BEXP|45DMG|6VULN|8AART|9TLV|aCDMG
197	25111 52243	 * 	173.76	DCR|2DMG|1AART|2ZMB|2ASPD|1CDMG|1DUR	19LIT|29DMG|3AART|46ZMB|5DUR|79ASPD|8RCR|9BPWR|aCDMG
198	66326 12131	   	173.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ZMB|2RCR|3BEXP|4DMG|57ASPD|6TLV|8AART|9aVULN
199	13325 22425	   	173.61	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1CDMG|256DMG|3LWND|4AART|7RCR|8BEXP|9DUR|aZMB
200	13325 22235	   	173.51	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1CDMG|256DMG|3LWND|4AART|7RCR|8DUST|9DUR|aZMB
201	66221 21231	   	173.50	ACR|2AART|2VULN|1DMG|1ZMB	1ZMB|2RCR|3LWND|4DMG|56AART|78FEWX|9aVULN
202	66321 33315	 * 	173.50	ACR|2AART|2DMG|1VULN|1ZMB	1ZMB|2RCR|3BEXP|47DMG|5aAART|6CGEN|8RPLT|9VULN
203	44311 15213	   	173.42	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1AART|28CDMG|34FEWX|58VULN|68DUR|7RCVC|8BPWR|9DMG|aRCR
204	31232 14362	   	173.35	DCR|3VULN|2AART|2ASPD|1DUR	16ASPD|2DUST|3LWND|468VULN|5aAART|6BPWR|7RCR|9DUR
205	15552 11133	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|27ERES|3LIT|4AART|5aVULN|6RCR|8DMG|9ZMB
206	14251 11211	 * 	173.25	DCR|3VULN|1AART|3CDMG|2DUR	138CDMG|2LHND|4AART|578VULN|68DUR|8BPWR|9BEXP|aRCR
207	14251 11231	   	173.25	DCR|3VULN|1AART|3CDMG|2DUR	138CDMG|2LHND|4AART|578VULN|68DUR|8BPWR|9FEWX|aRCR
208	14251 11251	   	173.25	DCR|3VULN|1AART|3CDMG|2DUR	138CDMG|2LHND|4AART|578VULN|68DUR|8BPWR|9LWND|aRCR
209	23311 25468	   	173.17	DCR|3VULN|2DMG|1AART	1aLIT|2MBVNT|35aVULN|4MLV|6CGEN|7AART|8aDMG|9RCR|aBPWR
210	11251 11211	   	173.15	DCR|3VULN|1AART|3CDMG|2DUR	138CDMG|2DUST|4AART|578VULN|68DUR|8BPWR|9BEXP|aRCR
211	11251 11241	   	173.15	DCR|3VULN|1AART|3CDMG|2DUR	138CDMG|2DUST|4AART|578VULN|68DUR|8BPWR|9FEWX|aRCR
212	11251 11251	   	173.15	DCR|3VULN|1AART|3CDMG|2DUR	138CDMG|2DUST|4AART|578VULN|68DUR|8BPWR|9LWND|aRCR
213	32232 14535	   	173.13	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	16ASPD|28FEWX|3LWND|46VULN|5AART|6BPWR|7RCR|9CDMG|aDMG
214	33332 14635	   	173.13	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	16ASPD|2LHND|38BEXP|46VULN|5AART|6BPWR|7RCR|9CDMG|aDMG
215	44311 11513	   	173.06	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	18AART|2CDMG|34FEWX|57VULN|6DUR|9DMG|aRCR
216	25111 22241	   	173.00	DCR|2AART|2DMG|2ASPD|2DUR|1ZMB	19LIT|29DMG|36AART|4ZMB|5aDUR|79ASPD|8RCR|9BPWR
217	36236 83231	   	172.94	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCR|38LWND|49aVULN|5MBVNT|6AART|7DMG
218	36236 83332	   	172.94	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCR|3LWND|489VULN|5MBVNT|6AART|7DMG|aFEWX
219	36236 83333	   	172.94	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCR|3LWND|489VULN|5MBVNT|6AART|7DMG|aCGEN
220	25311 61633	 * 	172.93	DCR|3DMG|2VULN|2CDMG	1LIT|26aDMG|3BEXP|4LHND|5aVULN|7RCR|8VENICY|9aCDMG|aBPWR
221	31232 14135	   	172.93	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	16ASPD|28DUST|3LWND|46VULN|5AART|6BPWR|7RCR|9CDMG|aDMG
222	25223 26352	 * 	172.85	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1LIT|29DMG|3LHND|4CDMG|59VULN|6ASPD|7RCR|89ZMB|9BPWR|aBELT
223	11122 21433	 * 	172.80	DCR|3VULN|1DMG|2CDMG|2FLTHEA	19CDMG|29DUST|35aVULN|4DMG|6RMIN|79FLTHEA|8RCR|9BPWR
224	64213 52331	   	172.76	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	16ZMB|2DMG|3ASPD|4DUR|5RCVC|7RCR|8AART|9aVULN
225	25223 26351	   	172.75	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1LIT|29DMG|3LHND|4CDMG|59VULN|6ASPD|7RCR|89ZMB|9BPWR|aERES
226	66321 63321	   	172.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	19ZMB|2RCR|3BEXP|4DMG|5AART|6ASPD|7NUKE|8aVULN
227	36312 38614	   	172.72	ACR|2VULN|2AART|1CDMG|1ZMB|1ASPD	1ASPD|2RCR|3BEXP|4CDMG|59VULN|6MBVNT|78AART|aZMB
228	36236 83334	   	172.69	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|2RCR|3LWND|489VULN|5MBVNT|6AART|7DMG|aSELL
229	15353 13323	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3DUR|45VULN|6DMG|7FEWX|8RCR|9AART|aZMB
230	23521 74328	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2MBVNT|3ZMB|4LWND|5aVULN|69DMG|7RCR|8AART
231	36315 22135	 * 	172.43	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2RCR|3BEXP|4CDMG|58AART|6DUR|7RPLT|9VULN|aDMG
232	36315 23242	   	172.33	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2RCR|3BEXP|4CDMG|5aAART|6DUR|7VULN|8DUST|9DMG
233	36315 23342	   	172.33	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2RCR|3BEXP|4CDMG|5aAART|6DUR|7VULN|8LEGI|9DMG
234	31232 14325	   	172.28	DCR|3VULN|1AART|3ASPD|1ZMB	169ASPD|2DUST|3LWND|468VULN|5AART|6BPWR|7RCR|aZMB
235	25421 21123	   	172.26	DCR|2VULN|2DMG|2AART	1LIT|29DMG|3ERES|4MBVNT|56AART|7aVULN|8RCR
236	13352 53325	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2aDMG|3LWND|45VULN|6ERES|7FEWX|8RCR|9AART
237	43521 42322	   	172.13	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2LIT|3MLV|4VULN|5RCR|67DUR|89DMG|aCDMG
238	43521 62332	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2LIT|3MLV|46VULN|5RCR|79DUR|8DMG|aCDMG
239	63132 15126	   	172.13	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2LHND|3BASHEA|4RCR|5CDMG|69aVULN|7AART|8ASPD
240	36212 16211	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCR|3LWND|4CDMG|59aVULN|6ZMB|7CGEN|8DMG
241	36312 16211	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCR|3BEXP|4CDMG|59aVULN|6ZMB|7CGEN|8DMG
242	66223 12133	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3LWND|4DMG|5CDMG|6FEWX|79aVULN|8ASPD
243	66223 32133	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3LWND|4DMG|5CDMG|6LHND|79aVULN|8ASPD
244	66323 12133	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|4DMG|5CDMG|6FEWX|79aVULN|8ASPD
245	66323 32133	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|4DMG|5CDMG|6LHND|79aVULN|8ASPD
246	66323 42133	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3BEXP|4DMG|5CDMG|6LWND|79aVULN|8ASPD
247	36232 11421	   	172.06	ACR|3VULN|2AART|1ASPD|1DUR	1ASPD|2RCR|36LWND|46aVULN|58AART|6BPWR|7RCVC|9DUR
248	36232 16362	   	172.06	ACR|3VULN|2AART|1ASPD|1DUR	1ASPD|2RCR|36LWND|467VULN|5aAART|6BPWR|8BEXP|9DUR
249	36232 16423	   	172.06	ACR|3VULN|2AART|1ASPD|1DUR	1ASPD|2RCR|36LWND|467VULN|58AART|6BPWR|9DUR|aCGEN
250	43321 42522	   	172.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2LIT|3ERES|4VULN|5RCR|67DUR|89DMG|aCDMG
251	23271 81141	   	172.02	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2MBVNT|36MLV|46DMG|5AART|6BPWR|79VULN|8RCR|aZMB
252	36312 52253	   	171.99	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCR|3BEXP|4CDMG|57aVULN|6DUST|8DMG|9ZMB
253	36633 21211	   	171.99	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCR|3ERES|4FEWX|5CDMG|69aVULN|7ZMB|8DMG
254	36232 12316	   	171.96	ACR|3VULN|2AART|1DUR|1ASPD	1ASPD|2RCR|36LWND|468VULN|5aAART|6BPWR|7TLV|9DUR
255	36232 16242	   	171.96	ACR|3VULN|2AART|1ASPD|1DUR	1ASPD|2RCR|36LWND|467VULN|5aAART|6BPWR|8DUR|9DUST
256	13322 28466	   	171.91	DCR|3DMG|1AART|2CDMG|2DUR	17CDMG|29aDMG|37LWND|4AART|5MBVNT|67DUR|7BPWR|8RCR
257	36332 62121	   	171.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|46aVULN|5DMSP|7DMG|8AART|9MLV
258	36332 62161	   	171.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|46aVULN|5DMSP|7DMG|8AART|9FEWX
259	36232 26242	 * 	171.83	ACR|3VULN|2AART|2ASPD	19ASPD|2RCR|3LWND|479VULN|5aAART|6BELT|89LHND|9BPWR
260	24621 81141	   	171.82	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|26TLV|36DMG|4MBVNT|5AART|6BPWR|79VULN|8RCR|aZMB
261	25421 81141	   	171.82	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|26DMG|36ERES|4MBVNT|5AART|6BPWR|79VULN|8RCR|aZMB
262	36332 62131	   	171.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|46aVULN|5DMSP|7DMG|8AART|9TLV
263	36332 62151	   	171.74	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|46aVULN|5DMSP|7DMG|8AART|9LEGI
264	36232 11335	   	171.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|36LWND|46VULN|5AART|6BPWR|7RCVC|8BEXP|9CDMG|aDMG
265	36232 11635	   	171.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|36LWND|46VULN|5AART|6BPWR|7RCVC|8FEWX|9CDMG|aDMG
266	25123 43251	   	171.71	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	1LIT|27DMG|3AART|4VULN|56DUR|8RCR|9aZMB
267	66324 13112	   	171.70	ACR|2DMG|2AART|1VULN|1ZMB	1ZMB|2RCR|37BEXP|45DMG|6VULN|89AART|aBELT
268	36232 11535	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|36LWND|46VULN|5AART|6BPWR|7RCVC|8DUST|9CDMG|aDMG
269	36232 14633	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|36LWND|46VULN|5AART|6BPWR|7RMIN|8TLV|9CDMG|aDMG
270	36315 13315	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|3BEXP|4CDMG|5AART|6LWND|79VULN|8DMSP|aDMG
271	52361 21522	   	171.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DUST|2LIT|34VULN|5AART|68DUR|7RCR|9DMG|aCDMG
272	66324 13111	   	171.60	ACR|2DMG|2AART|1VULN|1ZMB	1ZMB|2RCR|37BEXP|45DMG|6VULN|89AART|aDUST
273	36232 15182	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|36LWND|46VULN|5AART|6BPWR|7MBVNT|8DUST|9DMG|aCDMG
274	36242 15111	   	171.53	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ASPD|2RCR|3LWND|4LHND|5AART|6FLTHEA|7DUST|8aVULN|9DMG
275	36232 53351	   	171.52	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|2RCR|39LWND|48aVULN|5AART|6ZMB|7DUR
276	42112 14321	 * 	171.47	DCR|4VULN|1AART|2ASPD	1AART|26LHND|3DUST|49ASPD|568aVULN|6BPWR|7RCR
277	42312 14321	   	171.47	DCR|4VULN|1AART|2ASPD	1AART|26LHND|39ASPD|4DUST|568aVULN|6BPWR|7RCR
278	45112 14321	   	171.47	DCR|4VULN|1AART|2ASPD	1AART|26BEXP|3DUST|49ASPD|568aVULN|6BPWR|7RCR
279	45312 14321	   	171.47	DCR|4VULN|1AART|2ASPD	1AART|26BEXP|39ASPD|4DUST|568aVULN|6BPWR|7RCR
280	41322 14311	   	171.47	DCR|4VULN|1AART|2ASPD	1AART|26ASPD|3DUST|4LWND|568aVULN|6BPWR|7RCR|9CGEN
281	41322 14431	   	171.47	DCR|4VULN|1AART|2ASPD	1AART|26ASPD|3DUST|4LWND|569aVULN|6BPWR|7RCR|8MLV
282	41332 14311	   	171.47	DCR|4VULN|1AART|2ASPD	1AART|26ASPD|3DUST|4LHND|568aVULN|6BPWR|7RCR|9CGEN
283	41332 14431	   	171.47	DCR|4VULN|1AART|2ASPD	1AART|26ASPD|3DUST|4LHND|569aVULN|6BPWR|7RCR|8MLV
284	41352 14311	   	171.47	DCR|4VULN|1AART|2ASPD	1AART|26ASPD|3DUST|4FEWX|568aVULN|6BPWR|7RCR|9CGEN
285	41412 14311	   	171.47	DCR|4VULN|1AART|2ASPD	1AART|26ASPD|3LHND|4DUST|568aVULN|6BPWR|7RCR|9CGEN
286	11351 15213	   	171.42	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	18CDMG|23DUST|4AART|58VULN|68DUR|7RCVC|8BPWR|9DMG|aRCR
287	14251 11513	   	171.42	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	13CDMG|2LHND|4AART|57VULN|68DUR|9DMG|aRCR
288	13321 25453	   	171.26	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1CDMG|26DMG|35LWND|47AART|8DUR|9VULN|aRCR
289	66112 11513	 * 	171.26	ACR|3VULN|1DMG|2CDMG|1ZMB	1ZMB|2RCR|3BASHEA|4LEGI|58CDMG|67aVULN|9DMG
290	32621 22631	   	171.24	ACR|2AART|2VULN|3ASPD|1CDMG	19aASPD|2aFEWX|3ERES|4RCR|56AART|7CDMG|8aVULN|aBPWR
291	12454 33122	   	171.21	DCR|2DMG|1AART|2CDMG|2ZMB|2DUR	17CDMG|27ZMB|37DMG|4AART|5RPLT|6RCVC|7BPWR|8RCR|9aDUR
292	62223 62113	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2FEWX|3LWND|49DMG|5CDMG|6RCR|7aVULN|8ASPD
293	36232 16163	   	171.19	ACR|3VULN|1AART|2ASPD|1ZMB	18ASPD|2RCR|36LWND|467VULN|5AART|6BPWR|9VENICY|aZMB
294	61223 62113	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2DUST|3LWND|49DMG|5CDMG|6RCR|7aVULN|8ASPD
295	11351 11513	   	171.06	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|23DUST|48AART|57VULN|6DUR|9DMG|aRCR
296	61162 16231	   	171.04	ACR|3DMG|1VULN|2ZMB|1CDMG|1DUR	19ZMB|2DUST|39BASHEA|4RCR|5CDMG|6VULN|789DMG|9BPWR|aDUR
297	13323 22556	   	171.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2DMG|3aLWND|4AART|5DUST|6DUR|7RPLT|8RCR|9aVULN|aBPWR
298	13323 33556	   	171.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2DMG|3aLWND|4AART|5DUST|6RPLT|7DUR|8RCR|9aVULN|aBPWR
299	25413 12163	   	171.02	DCR|3VULN|3DMG	1aLIT|28aDMG|3ERES|4CGEN|57aVULN|6RCR|9RMIN|aBPWR
300	42112 14322	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26LHND|3DUST|49ASPD|568VULN|6BPWR|7RCR|aCDMG
301	42312 14322	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26LHND|39ASPD|4DUST|568VULN|6BPWR|7RCR|aCDMG
302	45112 14322	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26BEXP|3DUST|49ASPD|568VULN|6BPWR|7RCR|aCDMG
303	45312 14322	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26BEXP|39ASPD|4DUST|568VULN|6BPWR|7RCR|aCDMG
304	41322 14332	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26ASPD|3DUST|4LWND|568VULN|6BPWR|7RCR|9CDMG|aRMIN
305	41322 14333	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26ASPD|3DUST|4LWND|568VULN|6BPWR|7RCR|9CDMG|aBEXP
306	41332 14332	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26ASPD|3DUST|4LHND|568VULN|6BPWR|7RCR|9CDMG|aRMIN
307	41332 14333	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26ASPD|3DUST|4LHND|568VULN|6BPWR|7RCR|9CDMG|aBEXP
308	41352 14332	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26ASPD|3DUST|4FEWX|568VULN|6BPWR|7RCR|9CDMG|aRMIN
309	41352 14333	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26ASPD|3DUST|4FEWX|568VULN|6BPWR|7RCR|9CDMG|aBEXP
310	41412 14332	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26ASPD|3LHND|4DUST|568VULN|6BPWR|7RCR|9CDMG|aRMIN
311	41412 14333	   	171.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26ASPD|3LHND|4DUST|568VULN|6BPWR|7RCR|9CDMG|aBEXP
312	12251 36235	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3ERES|4AART|59VULN|6RPLT|7RCR|8RMIN|aDMG
313	66242 11232	 * 	170.94	ACR|2AART|2VULN|2ZMB|1FLTHEA	19ZMB|2RCR|3LWND|4LHND|57AART|6FLTHEA|8aVULN
314	36236 83312	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCR|3LWND|48VULN|5MBVNT|6AART|7DMG|9FEWX|aCDMG
315	13454 33121	   	170.93	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17CDMG|27DMG|3NUKE|4AART|5RPLT|6RCVC|7BPWR|8RCR|9DUR|aVULN
316	25263 12114	   	170.92	DCR|3VULN|3DMG	1LIT|248DMG|3LHND|57aVULN|6RCR|9RCVC
317	25263 12122	   	170.92	DCR|3VULN|3DMG	1LIT|248DMG|3LHND|579VULN|6RCR|aFEWX
318	25263 12125	   	170.92	DCR|3VULN|3DMG	1LIT|248DMG|3LHND|579VULN|6RCR|aBEXP
319	25263 12131	   	170.92	DCR|3VULN|3DMG	1LIT|248DMG|3LHND|57aVULN|6RCR|9BEXP
320	41322 14336	   	170.92	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26ASPD|3aDUST|4LWND|568VULN|6BPWR|7RCR|9CDMG
321	41332 14336	   	170.92	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|26ASPD|3aDUST|4LHND|568VULN|6BPWR|7RCR|9CDMG
322	66323 61333	   	170.84	ACR|2VULN|2DMG|2ZMB|1CDMG	19ZMB|2RCR|3BEXP|46DMG|5CDMG|7CANSTR|8aVULN
323	24121 62532	   	170.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1LIT|2TLV|3AART|46VULN|5RCR|79DUR|8DMG|aCDMG
324	24121 42522	   	170.83	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1LIT|2TLV|3AART|4VULN|5RCR|67DUR|89DMG|aCDMG
325	11335 55213	   	170.82	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	18CDMG|23DUST|4DMSP|5AART|68VULN|78DUR|8BPWR|9DMG|aRCR
