0	Index      	 *	Score 	Summary	Detail	
1	12234 34324	 * 	205.48	ACR|3VULN|1AART|1DMG|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aDMG
166	16512 32435	   	185.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2VENICY|3AART|46DMG|5MBVNT|7aVULN|8DUR|9ASPD
167	13222 13315	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCR|2FEWX|3ZMB|46VULN|5ERES|7DUR|89DMG|aAART
168	12232 11315	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCR|2DUR|3ZMB|46VULN|5ERES|7LHND|89DMG|aAART
169	12232 16315	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCR|2DUR|3ZMB|46VULN|5ERES|7BEXP|89DMG|aAART
170	13224 13324	   	185.84	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|468VULN|5ASPD|7AART|9LWND|aDMG
171	16511 32123	   	185.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2VENICY|3AART|46DMG|57VULN|8LIT|9CDMG|aCGEN
172	16511 32125	   	185.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2VENICY|3AART|46DMG|57VULN|8LIT|9CDMG|aRMIN
173	16511 32126	   	185.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2VENICY|3AART|46DMG|57VULN|8LIT|9CDMG|aMLV
174	12232 12315	   	185.77	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCR|2DUR|3ZMB|46VULN|5ERES|7DUST|89DMG|aAART
175	12341 35121	   	185.74	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	1RCR|28DUR|38CDMG|48VULN|5AART|6BELT|7LEGI|8BPWR|9DMG|aFEWX
176	33221 41211	   	185.72	DCR|4VULN|1AART|1DMG|1ZMB|1DUR	1579VULN|2ZMB|3CGEN|4DMG|6AART|8DUR|aRCR
177	16511 32124	   	185.68	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2VENICY|3AART|46DMG|57VULN|8LIT|9CDMG|aDUST
178	16511 36332	   	185.68	ACR|2VULN|2DMG|1AART|2ASPD	1RCR|2VENICY|3AART|46DMG|5aVULN|7BEXP|89ASPD
179	16516 32332	   	185.68	ACR|2VULN|2DMG|1AART|2ASPD	1RCR|2VENICY|3AART|46DMG|5LHND|7aVULN|89ASPD
180	16525 32332	   	185.68	ACR|2VULN|2DMG|1AART|2ASPD	1RCR|2VENICY|3AART|4BEXP|56DMG|7aVULN|89ASPD
181	12341 35122	   	185.64	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	1RCR|28DUR|38CDMG|48VULN|5AART|6BELT|7LEGI|8BPWR|9DMG|aLSRHEA
182	12341 35126	   	185.64	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	1RCR|28DUR|38CDMG|48VULN|5AART|6BELT|7LEGI|8BPWR|9DMG|aDUST
183	16122 32313	   	185.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2VENICY|369VULN|4ERES|5ZMB|7AART|8DMG|aDUR
184	16125 22213	   	185.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2VENICY|359VULN|4ERES|6DMG|7AART|8ZMB|aDUR
185	15363 41232	 * 	185.63	ACR|2VULN|2DMG|3DUR|1CDMG|1ZMB	1RCR|2ERES|39aDUR|4CDMG|5ZMB|6aVULN|7BEXP|8aDMG|aBPWR
186	13224 13331	   	185.60	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1RCR|2FEWX|3ZMB|468VULN|5ASPD|7AART|9SELL|aDMG
187	16511 32317	   	185.58	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2VENICY|3AART|46DMG|57VULN|8TLV|9MBVNT|aCDMG
188	16511 35332	   	185.58	ACR|2VULN|2DMG|1AART|2ASPD	1RCR|2VENICY|3AART|46DMG|5aVULN|7DUST|89ASPD
189	16142 32315	   	185.49	ACR|3VULN|2DMG|1AART	1RCR|2aVENICY|369VULN|45aLHND|7AART|8aDMG|aBPWR
190	16342 22315	   	185.49	ACR|3VULN|2DMG|1AART	1RCR|2aVENICY|34LHND|5DMSP|69aVULN|7AART|8aDMG|aBPWR
191	12234 34231	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|479VULN|57ASPD|6AART|7BPWR|8CGEN|aFEWX
192	12234 34232	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|479VULN|57ASPD|6AART|7BPWR|8CGEN|aRPLT
193	12234 34233	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|479VULN|57ASPD|6AART|7BPWR|8CGEN|aRCVC
194	12234 34311	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9CGEN|aFEWX
195	12234 34312	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9CGEN|aRPLT
196	12234 34313	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9CGEN|aRCVC
197	12234 34322	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aLIT
198	12234 34323	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aRCVC
199	12234 34325	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aLHND
200	12234 34326	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aRPLT
201	12234 34341	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9RCVC|aLIT
202	12234 34343	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9RCVC|aBELT
203	12234 34431	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|479VULN|57ASPD|6AART|7BPWR|8RMIN|aFEWX
204	12234 34432	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|479VULN|57ASPD|6AART|7BPWR|8RMIN|aRPLT
205	12234 34433	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|479VULN|57ASPD|6AART|7BPWR|8RMIN|aRCVC
206	13224 34343	   	185.42	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27FEWX|3ZMB|478VULN|57ASPD|6AART|7BPWR|9aDUR
207	11652 11115	 * 	185.40	ACR|5VULN|1AART|2DUR	1RCR|238LIT|48DUR|56789VULN|8BPWR|aAART
208	12234 16312	   	185.36	ACR|3VULN|2DMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|46aVULN|5ASPD|7BEXP|89DMG
209	12341 35152	 * 	185.35	ACR|3VULN|1AART|2CDMG|3DUR	1RCR|28aDUR|38CDMG|48aVULN|5AART|6BELT|7LEGI|8aBPWR|9aCGEN
210	12234 34321	   	185.32	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aERES
211	12234 34342	   	185.32	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9RCVC|aERES
212	12234 34351	   	185.32	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9ERES|aFEWX
213	12234 34352	   	185.32	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9ERES|aRPLT
214	12234 34353	   	185.32	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9ERES|aRCVC
215	16125 22323	   	185.29	ACR|3DMG|2VULN|1AART	1RCR|29VENICY|35VULN|49ERES|689DMG|7AART|9BPWR|aMLV
216	16125 22352	   	185.29	ACR|3VULN|2DMG|1AART	1RCR|2VENICY|35aVULN|4ERES|68DMG|7AART|9FEWX
217	11441 21242	   	185.28	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA|1ASPD	1RCR|2LIT|3ASPD|4CDMG|5aDMG|6LWND|7FLTHEA|8VULN|9AART
218	12234 14341	   	185.28	ACR|3VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1RCR|2DUR|38ZMB|469VULN|5ASPD|7CDMG|aDMG
219	16125 22312	   	185.19	ACR|3VULN|2DMG|1AART	1RCR|2VENICY|35aVULN|4ERES|68DMG|7AART|9MBVNT
220	16125 22324	   	185.19	ACR|3DMG|2VULN|1AART	1RCR|29VENICY|35VULN|49ERES|689DMG|7AART|9BPWR|aTLV
221	16125 22326	   	185.19	ACR|3DMG|2VULN|1AART	1RCR|29VENICY|35VULN|49aERES|689DMG|7AART|9BPWR
222	16125 22341	   	185.19	ACR|3VULN|2DMG|1AART	1RCR|2VENICY|359VULN|4ERES|68DMG|7AART|aNUKE
223	16125 22342	   	185.19	ACR|3VULN|2DMG|1AART	1RCR|2VENICY|359VULN|4ERES|68DMG|7AART|aDUST
224	16125 22343	   	185.19	ACR|3VULN|2DMG|1AART	1RCR|2VENICY|359VULN|4aERES|68DMG|7AART
225	12234 34334	   	185.18	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB|1SELL	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9SELL|aLWND
226	12636 14333	   	185.17	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ASPD|46aVULN|5MLV|7CDMG|8ZMB|9AART
227	12341 35142	   	185.15	ACR|3VULN|1AART|2CDMG|3DUR	1RCR|28aDUR|38CDMG|48aVULN|5AART|6BELT|7LEGI|8aBPWR|9aERES
228	16355 32332	   	185.08	ACR|2VULN|2DMG|1AART|2ASPD	1RCR|2VENICY|3LHND|4AART|56DMG|7aVULN|89ASPD
229	12234 34332	   	185.08	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB|1SELL	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9SELL|aDUST
230	12234 34333	   	185.08	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB|1SELL	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9SELL|aERES
231	12234 34335	   	185.08	ACR|3VULN|1AART|2ASPD|2DUR|1ZMB|1SELL	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9SELL|aTLV
232	12341 25142	   	185.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2DUR|3CDMG|4VULN|5AART|6LIT|7LWND|8aDMG|9ZMB
233	12341 26142	   	185.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2DUR|3CDMG|4VULN|5AART|6LIT|7FEWX|8aDMG|9ZMB
234	12341 53226	   	185.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2DUR|3CDMG|4VULN|5AART|6FEWX|7ZMB|8RPLT|9aDMG
235	12234 34621	 * 	185.03	ACR|2VULN|2AART|3DUR|2ASPD|1ZMB	1RCR|278DUR|3ZMB|47VULN|57ASPD|6aAART|7BPWR|9RCVC
236	36522 14112	 * 	185.02	DCR|2VULN|2DMG|1AART|3ASPD|1DUR	17VULN|2AART|37DMG|4LHND|5BEXP|678ASPD|7BPWR|9DUR|aRCR
237	12361 24142	   	184.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2DUR|3CDMG|4DUST|5AART|6LIT|7VULN|8aDMG|9ZMB
238	12361 26511	   	184.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2DUR|3CDMG|4DUST|5AART|6LIT|78DMG|9VULN|aZMB
239	13224 33356	   	184.76	ACR|3VULN|2AART|1ZMB|1ASPD|1DUR	1RCR|2FEWX|3ZMB|489VULN|5ASPD|67AART|aDUR
240	12234 33234	   	184.76	ACR|3VULN|2AART|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ZMB|49aVULN|5ASPD|67AART|8CGEN
241	12234 33314	   	184.76	ACR|3VULN|2AART|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ZMB|48aVULN|5ASPD|67AART|9CGEN
242	12234 33434	   	184.76	ACR|3VULN|2AART|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|49aVULN|5ASPD|67AART|8RMIN
243	12261 41153	   	184.72	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	1RCR|25DUR|3ZMB|4CDMG|69aVULN|7AART|8LWND
244	31135 53313	 * 	184.71	DCR|2VULN|2DMG|1AART|2ZMB|1DUR	15VULN|2CGEN|3FEWX|45ZMB|5BPWR|6RCR|7DUR|89DMG|aAART
245	12234 33354	   	184.66	ACR|3VULN|2AART|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ZMB|48aVULN|5ASPD|67AART|9ERES
246	13224 16335	   	184.64	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|46aVULN|5ASPD|7BEXP|8DMG|9AART
247	12336 51361	   	184.64	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3CDMG|4ASPD|5VULN|6DMSP|79AART|8ZMB|aDMG
248	12232 11634	   	184.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|468VULN|5ERES|7LHND|9AART|aDMG
249	13124 33125	   	184.51	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2aFEWX|3CGEN|4aVULN|5ASPD|6AART|7DUR|8aDMG|9RPLT|aBPWR
250	13341 45211	   	184.48	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2FEWX|3CDMG|47VULN|5AART|68ERES|9aDMG
251	13224 34632	   	184.44	ACR|2VULN|1AART|3ASPD|1FLTHEA|1ZMB|1DUR	1RCR|27FEWX|3ZMB|47VULN|57aASPD|6AART|7BPWR|8DUR|9FLTHEA
252	13224 34336	   	184.39	ACR|3VULN|2AART|2ASPD|1ZMB|1SELL	1RCR|27FEWX|3ZMB|478VULN|57ASPD|6aAART|7BPWR|9SELL
253	33252 53162	 * 	184.32	DCR|4VULN|2DMG|2ZMB	147aVULN|2aZMB|3CGEN|5DUST|6RCR|8aDMG|9RPLT|aBPWR
254	16535 32222	   	184.27	ACR|2VULN|2DMG|1AART|2DUR	1RCR|2VENICY|3AART|49DUR|56DMG|7aVULN|8TLV
255	12236 42132	   	184.19	ACR|4VULN|1DMG|2ZMB|2DUR	1RCR|25DUR|36ZMB|469aVULN|6BPWR|7RMIN|8DMG
256	12236 46232	   	184.19	ACR|4VULN|1DMG|2ZMB|2DUR	1RCR|25DUR|36ZMB|469aVULN|6BPWR|7DMG|8MLV
257	12232 36524	   	184.13	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|378ZMB|4VULN|5ERES|6AART|9DMG|aCDMG
258	11422 51362	   	184.04	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1RCR|2LIT|3ASPD|456VULN|7BEXP|8ZMB|9DMG|aAART
259	13224 11363	   	184.04	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|469VULN|5ASPD|7LHND|8DMG|aAART
260	12234 13336	   	183.92	ACR|3VULN|2AART|1ZMB|1ASPD|1DUR|1SELL	1RCR|2DUR|3ZMB|468VULN|5ASPD|7aAART|9SELL
261	11551 13163	   	183.92	ACR|3VULN|2DMG|2DUR|1ZMB	1RCR|2LIT|3aDUR|4ZMB|5CGEN|68aVULN|7LWND|9aDMG|aBPWR
262	45343 23121	 * 	183.89	ACR|3DMG|2AART|3ASPD|1DUR	189ASPD|2RCR|3DUR|49LWND|569DMG|7aAART|9BPWR
263	16515 22133	   	183.83	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	1RCR|2VENICY|36AART|45DMG|7ZMB|8VULN|9ERES|aDUR
264	12234 34113	 * 	183.75	ACR|2VULN|1AART|3ASPD|3DUR|2ZMB	1RCR|279DUR|3aZMB|47VULN|578ASPD|6AART|7BPWR
265	12234 13124	   	183.74	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1RCR|2DUR|3ZMB|46VULN|58ASPD|7AART|9LWND|aDMG
266	13224 13144	   	183.74	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1RCR|2FEWX|3ZMB|46VULN|58ASPD|7AART|9DUR|aDMG
267	33225 52353	   	183.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	19aVULN|2ZMB|3CGEN|4DMG|5AART|6CDMG|7FEWX|8RCR
268	12236 16151	   	183.72	ACR|3DMG|2VULN|2DUR|1ZMB	1RCR|25DUR|3ZMB|4aVULN|6RCVC|789DMG
269	12643 23362	   	183.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2DUR|3ASPD|4LWND|56DMG|7AART|89VULN|aLIT
270	12643 23363	   	183.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2DUR|3ASPD|4LWND|56DMG|7AART|89VULN|aRCVC
271	12263 41311	   	183.63	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|358ZMB|4CDMG|6VULN|7AART|9DMG|aCGEN
272	12263 41312	   	183.63	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|358ZMB|4CDMG|6VULN|7AART|9DMG|aRMIN
273	12263 41314	   	183.63	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|358ZMB|4CDMG|6VULN|7AART|9DMG|aBEXP
274	12263 41315	   	183.63	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|358ZMB|4CDMG|6VULN|7AART|9DMG|aMLV
275	12263 41316	   	183.63	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|358ZMB|4CDMG|6VULN|7AART|9DMG|aDMSP
276	12265 61212	   	183.62	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB|1ASPD	1RCR|2aDUR|3ZMB|4aCDMG|5AART|6BELT|7TLV|8ASPD|9aVULN|aBPWR
277	12643 23361	   	183.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2DUR|3ASPD|4LWND|56DMG|7AART|89VULN|aERES
278	16515 23211	   	183.58	ACR|2AART|2VULN|2DMG	1RCR|2VENICY|36AART|45DMG|79VULN|8LWND|aDMSP
279	16515 23212	   	183.58	ACR|2AART|2VULN|2DMG	1RCR|2VENICY|36AART|45DMG|79VULN|8LWND|aRCVC
280	13211 32146	   	183.55	ACR|3VULN|1AART|1DMG|2ZMB	1RCR|29FEWX|39ZMB|48RCVC|579VULN|6AART|9BPWR|aDMG
281	12263 41313	   	183.53	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|358ZMB|4CDMG|6VULN|7AART|9DMG|aDLOT
282	12234 13131	   	183.49	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR|1SELL	1RCR|2DUR|3ZMB|46VULN|58ASPD|7AART|9SELL|aDMG
283	16512 32162	   	183.48	ACR|2AART|2VULN|2DMG	1RCR|2VENICY|3aAART|46DMG|5MBVNT|79VULN|8RPLT
284	16515 23222	   	183.48	ACR|2AART|2VULN|2DMG	1RCR|2VENICY|36AART|45DMG|7aVULN|8LWND|9ERES
285	36522 33213	   	183.47	DCR|3DMG|2VULN|1AART	1aVULN|2AART|37aDMG|4aLHND|589BEXP|6RCR|aBPWR
286	36322 33135	   	183.47	DCR|3DMG|2VULN|1AART	19VULN|2AART|39MLV|4LHND|5BEXP|6RCR|789DMG|9BPWR|aRCVC
287	36322 33534	   	183.47	DCR|3DMG|2VULN|1AART	19VULN|2AART|39MLV|48LHND|5BEXP|6RCR|79aDMG|9BPWR
288	36322 33634	   	183.47	DCR|3DMG|2VULN|1AART	19VULN|2AART|39MLV|4LHND|5BEXP|6RCR|79aDMG|8RCVC|9BPWR
289	16515 23312	   	183.38	ACR|2AART|2VULN|2DMG	1RCR|2VENICY|36AART|45DMG|7aVULN|8TLV|9MBVNT
290	16515 23321	   	183.38	ACR|2AART|2VULN|2DMG	1RCR|29VENICY|36AART|45DMG|79VULN|89TLV|9BPWR|aNUKE
291	16515 23322	   	183.38	ACR|2AART|2VULN|2DMG	1RCR|29VENICY|36AART|45DMG|79VULN|89TLV|9BPWR|aDUST
292	16515 23323	   	183.38	ACR|2AART|2VULN|2DMG	1RCR|29VENICY|36AART|45DMG|79VULN|89TLV|9BPWR|aERES
293	36134 21241	 * 	183.37	DCR|3VULN|1AART|1DMG|2ZMB|2DUR	179VULN|2AART|3RMIN|4DMSP|5DMG|69ZMB|89DUR|9BPWR|aRCR
294	36322 33132	   	183.37	DCR|3DMG|2VULN|1AART	19VULN|2AART|39MLV|4LHND|5BEXP|6RCR|789DMG|9BPWR|aAIRHEL
295	36322 33133	   	183.37	DCR|3DMG|2VULN|1AART	19VULN|2AART|39MLV|4LHND|5BEXP|6RCR|789DMG|9BPWR|aERES
296	36322 33134	   	183.37	DCR|3DMG|2VULN|1AART	19VULN|2AART|39MLV|4LHND|5BEXP|6RCR|789DMG|9BPWR|aTLV
297	36322 33136	   	183.37	DCR|3DMG|2VULN|1AART	19VULN|2AART|39MLV|4LHND|5BEXP|6RCR|789DMG|9BPWR|aDUST
298	12341 36124	   	183.34	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1RCR|28aDUR|3CDMG|48VULN|5AART|6BELT|78LWND|8BPWR|9DMG
299	12335 22255	   	183.34	ACR|2VULN|1AART|2CDMG|3DUR|2ASPD	1RCR|278DUR|3aCDMG|47ASPD|5AART|67aLWND|7aBPWR|9aVULN
300	12335 22155	   	183.34	ACR|2VULN|1AART|3ASPD|3DUR|1CDMG	1RCR|27aDUR|3CDMG|47aASPD|5AART|678LWND|7aBPWR|9aVULN
301	12333 33552	   	183.34	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3CDMG|4ASPD|5ZMB|6VENICY|7VULN|8DMG|9aAART
302	13341 22264	 * 	183.30	ACR|4VULN|1AART|2CDMG	1RCR|28FEWX|37CDMG|489aVULN|5AART|68LIT|8BPWR
303	12263 41153	   	183.28	ACR|3VULN|1AART|2ZMB|1CDMG|1DUR	1RCR|2DUR|35ZMB|4CDMG|69aVULN|7AART|8LWND
304	36246 33132	   	183.27	DCR|3DMG|2VULN|1AART	19VULN|2AART|39LWND|4FEWX|5ERES|6RCR|789DMG|9BPWR|aAIRHEL
305	36246 33133	   	183.27	DCR|3DMG|2VULN|1AART	19VULN|2AART|39LWND|4FEWX|5aERES|6RCR|789DMG|9BPWR
306	36255 33132	   	183.27	DCR|3DMG|2VULN|1AART	19VULN|2AART|39LWND|4BEXP|5ERES|6RCR|789DMG|9BPWR|aAIRHEL
307	36255 33133	   	183.27	DCR|3DMG|2VULN|1AART	19VULN|2AART|39LWND|4BEXP|5aERES|6RCR|789DMG|9BPWR
308	36122 33164	   	183.27	DCR|3DMG|2VULN|1AART	19VULN|2AART|3RMIN|4LHND|5BEXP|6RCR|78aDMG
309	36212 33164	   	183.27	DCR|3DMG|2VULN|1AART	19VULN|2AART|3LWND|4CGEN|5BEXP|6RCR|78aDMG
310	36232 33164	   	183.27	DCR|3DMG|2VULN|1AART	19VULN|2AART|3LWND|4RMIN|5BEXP|6RCR|78aDMG
311	36322 33164	   	183.27	DCR|3DMG|2VULN|1AART	19VULN|2AART|3MLV|4LHND|5BEXP|6RCR|78aDMG
312	36322 33131	   	183.22	DCR|3DMG|2VULN|1AART|1SELL	19VULN|2AART|39MLV|4LHND|5BEXP|6RCR|789DMG|9BPWR|aSELL
313	16125 22317	   	183.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2VENICY|35VULN|4ERES|68DMG|7AART|9MBVNT|aCDMG
314	13224 13563	 * 	183.16	ACR|3VULN|3ZMB|1AART|1ASPD	1RCR|2FEWX|389ZMB|46aVULN|5ASPD|7AART
315	16511 32112	   	183.14	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|3AART|46DMG|57VULN|8LIT|9ZMB|aCGEN
316	16511 32113	   	183.14	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|3AART|46DMG|57VULN|8LIT|9ZMB|aBELT
317	16511 32263	   	183.14	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|3AART|46DMG|57VULN|8LWND|9FEWX|aZMB
318	16511 34211	   	183.14	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|3AART|46DMG|59VULN|7CGEN|8ZMB|aDMSP
319	16511 34212	   	183.14	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|3AART|46DMG|59VULN|7CGEN|8ZMB|aRCVC
320	36246 33131	   	183.12	DCR|3DMG|2VULN|1AART|1SELL	19VULN|2AART|39LWND|4FEWX|5ERES|6RCR|789DMG|9BPWR|aSELL
321	36255 33131	   	183.12	DCR|3DMG|2VULN|1AART|1SELL	19VULN|2AART|39LWND|4BEXP|5ERES|6RCR|789DMG|9BPWR|aSELL
322	16511 32114	   	183.04	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|3AART|46DMG|57VULN|8LIT|9ZMB|aDUST
323	16511 32115	   	183.04	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|3AART|46DMG|57VULN|8LIT|9ZMB|aERES
324	16511 32223	   	183.04	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|3AART|46DMG|57VULN|8LWND|9ERES|aZMB
325	16511 32353	   	183.04	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|3AART|46DMG|57VULN|8TLV|9FEWX|aZMB
326	16512 32245	   	183.04	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2VENICY|3AART|46DMG|5MBVNT|7aVULN|8LWND|9ZMB
327	12234 32165	   	183.02	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4aVULN|5ASPD|6AART|7LHND|8DMG
328	11143 41263	   	182.95	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|28LIT|3RCVC|4CDMG|5AART|68BEXP|789VULN|8BPWR|aDMG
329	12146 12242	   	182.93	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1RCR|2DUR|3aCGEN|4LWND|5ZMB|6aVULN|79CDMG|8aDMG|aBPWR
