0	Index      	 *	Score 	Summary	Detail	
1	11631 11651	 * 	199.65	ACR|3VULN|2DMG|1AART|2ZMB	19aVULN|2AART|3RCVC|4RCR|59ZMB|6AIRHEL|7LHND|89DMG|9BPWR
155	11631 61143	   	176.33	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	18VULN|2AART|3RCVC|4RCR|5ZMB|6ASPD|7DMG|9DUR|aCGEN
156	11631 32413	   	176.23	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1VULN|2AART|3RCVC|4RCR|5ZMB|6DUR|7aDMG|8ASPD|9DUST
157	11631 32416	   	176.23	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1aVULN|2AART|3RCVC|4RCR|5ZMB|6DUR|7DMG|8ASPD|9DUST
158	11631 32441	   	176.23	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1VULN|2AART|3RCVC|4RCR|5ZMB|6DUR|79DMG|8ASPD|aDUST
159	11631 61141	   	176.23	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	18VULN|2AART|3RCVC|4RCR|5ZMB|6ASPD|7DMG|9DUR|aDUST
160	11212 52463	   	176.16	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2AART|37DUST|4AIRHEA|5CANHEL|67DMG|7BPWR|8RCR|9CDMG|aERES
161	11631 22123	   	176.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6LHND|7aDMG|8CDMG|9RPLT
162	11631 52123	   	176.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6LWND|7aDMG|8CDMG|9RPLT
163	11412 53611	   	176.07	DCR|3VULN|2DMG|1AART	157VULN|2AART|36LIT|4LHND|8aDMG|9RCR
164	11462 23311	   	176.07	DCR|3VULN|2DMG|1AART	157VULN|2AART|3LIT|46LWND|8aDMG|9RCR
165	11462 53311	   	176.07	DCR|3VULN|2DMG|1AART	157VULN|2AART|36LIT|4LWND|8aDMG|9RCR
166	11631 11635	   	176.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6AIRHEL|7LHND|89DMG|aCDMG
167	11631 22112	   	176.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2AART|3RCVC|4RCR|5ZMB|6LHND|7DMG|8CDMG|9BASICY
168	11631 22115	   	176.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6LHND|7aDMG|8CDMG|9BASICY
169	11631 22342	   	176.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6LHND|79DMG|8ERES|aCDMG
170	11631 42123	   	176.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6DUST|7aDMG|8CDMG|9RPLT
171	11631 42162	   	176.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2AART|3RCVC|4RCR|5ZMB|6DUST|7DMG|8CDMG|aLWND
172	11631 42163	   	176.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2AART|3RCVC|4RCR|5ZMB|6DUST|7DMG|8CDMG|aRPLT
173	11631 52112	   	176.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2AART|3RCVC|4RCR|5ZMB|6LWND|7DMG|8CDMG|9BASICY
174	11631 52115	   	176.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6LWND|7aDMG|8CDMG|9BASICY
175	11631 52342	   	176.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6LWND|79DMG|8ERES|aCDMG
176	11634 51213	   	175.98	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2AART|3RCVC|4RCR|5LHND|6DUR|7FEWX|9aDMG
177	11636 16213	   	175.98	ACR|2VULN|2DMG|1AART|1DUR	15VULN|2AART|3RCVC|4RCR|6BEXP|7DUR|8LHND|9aDMG
178	11443 13611	   	175.97	DCR|3VULN|2DMG|1AART	157VULN|2AART|3LIT|4CGEN|6TLV|8aDMG|9RCR
179	22211 52323	   	175.96	DCR|3VULN|2DMG|1CDMG|1ASPD	1RMIN|28DMG|349VULN|5ASPD|6RCVC|7RCR|aCDMG
180	11631 42115	   	175.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6DUST|7aDMG|8CDMG|9BASICY
181	11632 14213	   	175.88	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2AART|3RCVC|4RCR|5DUST|6FEWX|7DUR|9aDMG
182	11632 51213	   	175.88	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2AART|3RCVC|4RCR|5DUST|6DUR|7FEWX|9aDMG
183	11632 62213	   	175.88	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2AART|3RCVC|4RCR|5DUST|6LHND|7DUR|9aDMG
184	11633 21213	   	175.88	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2AART|3RCVC|4RCR|5DUR|6MBVNT|7FEWX|9aDMG
185	11634 22213	   	175.88	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2AART|3RCVC|4RCR|5LHND|6MBVNT|7DUR|9aDMG
186	11636 36213	   	175.88	ACR|2VULN|2DMG|1AART|1DUR	15VULN|2AART|3RCVC|4RCR|6DUST|7DUR|8LHND|9aDMG
187	11433 13611	   	175.87	DCR|3VULN|2DMG|1AART	157VULN|2AART|3LIT|4ERES|6TLV|8aDMG|9RCR
188	11433 64211	   	175.87	DCR|3VULN|2DMG|1AART	156VULN|2AART|3LIT|4ERES|7aDMG|8TLV|9RCR
189	11632 25213	   	175.78	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2AART|3RCVC|4RCR|5DUST|6MBVNT|7DUR|9aDMG
190	54243 84481	   	175.72	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1MBVNT|2SELL|3AART|49DMG|5LIT|69LWND|79VULN|8RCR|9BPWR|aCDMG
191	54244 64481	   	175.72	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1MBVNT|2SELL|3AART|49DMG|5LWND|69LIT|79VULN|8RCR|9BPWR|aCDMG
192	54243 33481	   	175.72	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1MBVNT|2SELL|3AART|49DMG|5LIT|69VULN|79LWND|8RCR|9BPWR|aCDMG
193	54243 36481	   	175.72	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1MBVNT|2SELL|3AART|49DMG|5LIT|69VULN|79FEWX|8RCR|9BPWR|aCDMG
194	11631 11251	 * 	175.55	ACR|3VULN|1AART|2ZMB|2ASPD	19aVULN|2AART|3RCVC|4RCR|59ZMB|6AIRHEL|7LHND|89ASPD|9BPWR
195	54243 34481	   	175.52	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1MBVNT|2SELL|3AART|49DMG|5LIT|69VULN|79DUST|8RCR|9BPWR|aCDMG
196	26112 31122	   	175.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2MGNLIT|37aVULN|4DMG|5CDMG|6DUR|8AART|9RCR
197	22225 31122	   	175.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2DMG|37aVULN|4CDMG|5BASHEA|6DUR|8AART|9RCR
198	12111 42263	   	175.31	DCR|4VULN|2DMG|1ASPD	1489VULN|29CGEN|3ERES|5ASPD|69DMG|7RCR|9BPWR|aRCVC
199	54242 13261	   	175.22	DCR|3DMG|2VULN|1AART|1SELL	1MBVNT|2SELL|3AART|467DMG|57VULN|7BPWR|8RPLT|9RCR|aCGEN
200	54242 13264	   	175.22	DCR|3DMG|2VULN|1AART|1SELL	1MBVNT|2SELL|3AART|467DMG|57VULN|7BPWR|8RPLT|9RCR|aLIT
201	54242 13265	   	175.22	DCR|3DMG|2VULN|1AART|1SELL	1MBVNT|2SELL|3AART|467DMG|57VULN|7BPWR|8RPLT|9RCR|aFEWX
202	54242 13268	   	175.22	DCR|3DMG|2VULN|1AART|1SELL	1MBVNT|2SELL|3AART|467DMG|57VULN|7BPWR|8RPLT|9RCR|aLHND
203	52318 44363	   	175.22	DCR|3VULN|2DMG|3DUR|1ZMB	1MBVNT|23aDUR|46aVULN|5CGEN|7ZMB|8aDMG|9RCR|aBPWR
204	13263 46213	   	175.16	DCR|2VULN|2DMG|1AART|1DUR	13VULN|2RCVC|4DUR|5MBVNT|6RCR|7AART|8LHND|9aDMG
205	13263 46613	   	175.16	DCR|2VULN|2DMG|1AART|1DUR	13VULN|2RCVC|4DUR|5MBVNT|6RCR|7AART|8BEXP|9aDMG
206	13413 46713	   	175.16	DCR|2VULN|2DMG|1AART|1DUR	14VULN|2RCVC|3LWND|5MBVNT|6RCR|7AART|8DUR|9aDMG
207	16426 21221	   	175.13	DCR|3VULN|1AART|1DMG|1CDMG	18aVULN|2BEXP|3CDMG|4RPLT|5DMG|6RCR|7BELT|9AART
208	54212 11643	   	175.12	DCR|3DMG|2VULN|1AART|1SELL	1MBVNT|2SELL|3AART|47TLV|57VULN|67aDMG|7BPWR|8CGEN|9RCR
209	54242 13262	   	175.12	DCR|3DMG|2VULN|1AART|1SELL	1MBVNT|2SELL|3AART|467DMG|57VULN|7BPWR|8RPLT|9RCR|aDUST
210	54242 15163	   	175.12	DCR|3VULN|2DMG|1AART|1SELL	1MBVNT|2SELL|3AART|46DMG|57aVULN|8RMIN|9RCR
211	11126 11615	   	175.08	DCR|4VULN|1AART|1DMG	1457VULN|2AART|346BEXP|4BPWR|8RCR|9RMIN|aDMG
212	11633 24746	   	175.03	ACR|2AART|2VULN|1DMG|2DUR	17VULN|28AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|9LEGI|aDMG
213	11226 31615	   	174.78	DCR|4VULN|1AART|1DMG	1457VULN|2AART|346DUST|4BPWR|8RCR|9RMIN|aDMG
214	11315 14124	 * 	174.76	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	15VULN|26AART|3DLOT|4DMG|7BELT|8DUR|9RCR|aCDMG
215	15123 53132	   	174.74	DCR|3DMG|1AART|1VULN|2CDMG	1VULN|2DMSP|36TLV|4AART|567DMG|6BPWR|89CDMG|aRCR
216	22213 65361	 * 	174.74	DCR|3VULN|1AART|1DMG|2CDMG	1RMIN|2DMG|347VULN|5MBVNT|6aCDMG|8AART|9RCR
217	11666 13211	   	174.72	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2AART|3RCVC|5aDMG|6ZMB|7LIT|8TLV|9RCR
218	11666 13311	   	174.72	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2AART|3RCVC|5aDMG|6ZMB|7LIT|8ERES|9RCR
219	11633 24338	   	174.70	ACR|3VULN|1AART|1CDMG|2DUR	179VULN|2AART|38RCVC|4RCR|57DUR|6MBVNT|7BPWR|aCDMG
220	11631 22616	   	174.68	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6LHND|79DMG|8aDUR
221	11631 31346	   	174.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2AART|3RCVC|4RCR|5ZMB|6aDUR|7FEWX|9DMG
222	11631 32516	   	174.68	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|2AART|3RCVC|4RCR|5ZMB|6aDUR|79DMG|8BEXP
223	11633 54111	   	174.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|2AART|3RCVC|4RCR|56DUR|7ZMB|9LIT|aDMG
224	11636 11142	   	174.57	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	158VULN|2AART|3RCVC|4RCR|6BEXP|7ASPD|9DUR|aCDMG
225	11131 43553	   	174.39	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	17VULN|2AART|37BEXP|4DUST|5ASPD|67DMG|7BPWR|8MGNLIT|9RCR|aDUR
226	11215 33355	 * 	174.38	ACR|3VULN|2AART|2ZMB|1DUR	189VULN|2aAART|39DUST|4AIRHEA|5RCR|6DUR|79ZMB|9BPWR
227	54243 37482	   	174.30	DCR|2VULN|2DMG|1AART|2DUR|1SELL	1MBVNT|2SELL|3AART|49DMG|5aLIT|69VULN|79DUR|8RCR|9BPWR
228	11211 15652	   	174.19	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|2AART|3DUST|48AIRHEA|5ASPD|6DUR|78DMG|8BPWR|9RCR|aMLV
229	11211 35653	   	174.19	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|2AART|3DUST|48AIRHEA|5ASPD|6LWND|78DMG|8BPWR|9RCR|aDUR
230	11111 15651	   	174.19	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|2AART|3BEXP|48AIRHEA|5ASPD|6DUR|78DMG|8BPWR|9RCR|aDUST
231	11111 15653	   	174.19	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|2AART|3BEXP|48AIRHEA|5ASPD|6DUR|78DMG|8BPWR|9RCR|aNUKE
232	11211 15651	   	174.09	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|2AART|3aDUST|48AIRHEA|5ASPD|6DUR|78DMG|8BPWR|9RCR
233	11211 25653	   	174.09	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|2AART|38DUST|4AIRHEA|5ASPD|6LEGI|78DMG|8BPWR|9RCR|aDUR
234	11636 11111	   	174.04	ACR|3VULN|1AART|1DMG|1ASPD	158VULN|2AART|3RCVC|4RCR|6BEXP|7ASPD|9LIT|aDMG
235	11633 62513	   	174.04	ACR|3VULN|1AART|1DMG|1DUR	179VULN|2AART|3RCVC|4RCR|5DUR|6RPLT|8CGEN|aDMG
236	11146 41212	   	174.02	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2AART|3BEXP|4DUR|569DMG|7FEWX|8ZMB|aRCR
237	12111 42261	   	174.00	DCR|4VULN|2DMG|1ASPD	1489VULN|29CGEN|3ERES|5ASPD|69DMG|7RCR|9BPWR|aMLV
238	12111 42262	   	174.00	DCR|4VULN|2DMG|1ASPD	1489VULN|29CGEN|3ERES|5ASPD|69DMG|7RCR|9BPWR|aBELT
239	12111 42265	   	174.00	DCR|4VULN|2DMG|1ASPD	1489VULN|29CGEN|3ERES|5ASPD|69DMG|7RCR|9BPWR|aLIT
240	12111 42266	   	174.00	DCR|4VULN|2DMG|1ASPD	1489VULN|29CGEN|3ERES|5ASPD|69DMG|7RCR|9BPWR|aLHND
241	11111 25652	   	173.96	DCR|2VULN|2DMG|1AART|2ASPD	18VULN|2AART|38BEXP|4AIRHEA|5aASPD|6LEGI|78DMG|8BPWR|9RCR
242	11111 35652	   	173.96	DCR|2VULN|2DMG|1AART|2ASPD	18VULN|2AART|3BEXP|48AIRHEA|5aASPD|6LWND|78DMG|8BPWR|9RCR
243	11636 31111	   	173.94	ACR|3VULN|1AART|1DMG|1ASPD	158VULN|2AART|3RCVC|4RCR|6DUST|7ASPD|9LIT|aDMG
244	11632 14216	   	173.94	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2AART|3RCVC|4RCR|5DUST|6FEWX|7DUR|9DMG
245	11632 51216	   	173.94	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2AART|3RCVC|4RCR|5DUST|6DUR|7FEWX|9DMG
246	11632 62216	   	173.94	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2AART|3RCVC|4RCR|5DUST|6LHND|7DUR|9DMG
247	11633 21217	   	173.94	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2AART|3RCVC|4RCR|5DUR|6MBVNT|7FEWX|9DMG
248	11633 32515	   	173.94	ACR|3DMG|1AART|1VULN|1DUR	1VULN|2AART|3RCVC|4RCR|5DUR|6TLV|79aDMG|8BEXP
249	11633 36111	   	173.94	ACR|3VULN|1AART|1DMG|1DUR	178VULN|2AART|3RCVC|4RCR|5DUR|6TLV|9LIT|aDMG
250	11634 22217	   	173.94	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2AART|3RCVC|4RCR|5LHND|6MBVNT|7DUR|9DMG
251	11246 41212	   	173.92	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2AART|3DUST|4DUR|569DMG|7FEWX|8ZMB|aRCR
252	11632 25217	   	173.84	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2AART|3RCVC|4RCR|5DUST|6MBVNT|7DUR|9DMG
253	11632 32615	   	173.84	ACR|3DMG|1AART|1VULN|1DUR	1VULN|2AART|3RCVC|4RCR|5DUST|6TLV|79aDMG|8DUR
254	13124 63411	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	16VULN|2RCVC|3TLV|4AART|5ZMB|7aDMG|8LIT|9RCR
255	11631 11634	 * 	173.80	ACR|2AART|2DMG|1VULN|1ZMB	1VULN|2aAART|3RCVC|4RCR|5ZMB|6AIRHEL|7LHND|89DMG
256	11631 16232	   	173.80	ACR|2AART|2VULN|1DMG|1ZMB	1aVULN|28AART|3RCVC|4RCR|5ZMB|6AIRHEL|7DMG|9RPLT
257	11631 16235	   	173.80	ACR|2AART|2DMG|1VULN|1ZMB	1VULN|28AART|3RCVC|4RCR|5ZMB|6AIRHEL|7aDMG|9RPLT
258	11631 16251	   	173.80	ACR|2AART|2VULN|1DMG|1ZMB	1aVULN|28AART|3RCVC|4RCR|5ZMB|6AIRHEL|7DMG|9LWND
259	11631 22345	   	173.80	ACR|2AART|2DMG|1VULN|1ZMB	1VULN|2aAART|3RCVC|4RCR|5ZMB|6LHND|79DMG|8ERES
260	11631 42631	   	173.80	ACR|2AART|2VULN|1DMG|1ZMB	19VULN|28AART|3RCVC|4RCR|5ZMB|6DUST|7DMG|aFEWX
261	58123 22231	   	173.75	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|3ERES|49DMG|5DUR|6RCR|7CDMG|89VULN|9BPWR|aLWND
262	58123 22233	   	173.75	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|3ERES|49DMG|5DUR|6RCR|7CDMG|89VULN|9BPWR|aBEXP
263	58123 22237	   	173.75	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|3ERES|49DMG|5DUR|6RCR|7CDMG|89VULN|9BPWR|aMLV
264	11631 42632	   	173.70	ACR|2AART|2VULN|1DMG|1ZMB	19VULN|28AART|3RCVC|4RCR|5ZMB|6DUST|7DMG|aERES
265	11631 42633	   	173.70	ACR|2AART|2VULN|1DMG|1ZMB	19VULN|28AART|3RCVC|4RCR|5ZMB|6DUST|7DMG|aLEGI
266	58123 22232	   	173.65	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|3ERES|49DMG|5DUR|6RCR|7CDMG|89VULN|9BPWR|aDUST
267	58123 22234	   	173.65	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|3aERES|49DMG|5DUR|6RCR|7CDMG|89VULN|9BPWR
268	58123 22238	   	173.65	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|3ERES|49DMG|5DUR|6RCR|7CDMG|89VULN|9BPWR|aTLV
269	11631 11255	 * 	173.54	ACR|2VULN|1AART|2ZMB|2ASPD|1CDMG	19VULN|2AART|3RCVC|4RCR|59ZMB|6AIRHEL|7LHND|89ASPD|9BPWR|aCDMG
270	21662 23427	   	173.47	DCR|3VULN|2DMG|1AART	1RMIN|2AART|37DMG|479VULN|578DUST|6MBVNT|7BPWR|aRCR
271	22211 22323	   	173.45	DCR|3VULN|2DMG|1CDMG|1ASPD	1RMIN|28DMG|349VULN|5ASPD|6DMSP|7RCR|aCDMG
272	11633 41215	 * 	173.39	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|2DUR	1VULN|2AART|3RCVC|4RCR|58DUR|6FLTHEA|7CDMG|9LWND|aDMG
273	11633 41235	   	173.39	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|2DUR	1VULN|2AART|3RCVC|4RCR|58DUR|6FLTHEA|7CDMG|9LHND|aDMG
274	11633 62163	   	173.37	ACR|4VULN|1AART|2DUR	179aVULN|2AART|3RCVC|4RCR|58DUR|6RPLT
275	22211 62332	   	173.35	DCR|3VULN|2DMG|2ASPD|1DUR	1RMIN|28DMG|34aVULN|56ASPD|7RCR|9DUR
276	11665 23313	 * 	173.33	DCR|3VULN|2AART|1DMG	147VULN|2aAART|3RCVC|5LIT|6LWND|8DMG|9RCR
277	11621 62341	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2AART|3RCVC|4RPLT|5FEWX|6CDMG|8RCR|9DMG|aZMB
278	11631 31245	   	173.24	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1VULN|2AART|3RCVC|4RCR|58ZMB|6DUR|7FEWX|9aDMG
279	11631 36311	   	173.24	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	17VULN|2AART|3RCVC|4RCR|58ZMB|6DUR|9LIT|aDMG
280	13263 46217	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	13aVULN|2RCVC|4DUR|5MBVNT|6RCR|7AART|8LHND|9DMG
281	54242 51347	   	173.22	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1MBVNT|2SELL|3AART|47DMG|57VULN|67MLV|7BPWR|8TLV|9RCR|aCDMG
282	11125 16212	 * 	173.21	DCR|4VULN|1AART|1CDMG|1DUR	147aVULN|2AART|346BEXP|4BPWR|5DUR|8CDMG|9RCR
283	11225 41222	   	173.20	DCR|2VULN|1AART|1CDMG|1FLTHEA|2DUR|1ZMB	14VULN|2AART|34DUST|4BPWR|58DUR|6FLTHEA|7CDMG|9RCR|aZMB
284	52322 83182	   	173.16	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1MBVNT|23DUR|4DMG|5ASPD|6RCR|7AART|8CDMG|9VULN|aZMB
285	11631 36251	   	173.14	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	17VULN|2AART|3RCVC|4RCR|5aZMB|6DUR|8MBVNT|9DMG
286	54212 11647	   	173.12	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1MBVNT|2SELL|3AART|47TLV|57VULN|67DMG|7BPWR|8CGEN|9RCR|aCDMG
287	54242 15161	   	173.12	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1MBVNT|2SELL|3AART|46DMG|57VULN|8RMIN|9RCR|aCDMG
288	22114 47431	   	173.06	DCR|3VULN|3DMG|1ASPD	1RMIN|279DMG|379TLV|479VULN|5MBVNT|6RPLT|79BPWR|8RCR|aASPD
289	22114 47436	   	173.06	DCR|3VULN|3DMG|1DUR	1RMIN|279DMG|379TLV|479VULN|5MBVNT|6RPLT|79BPWR|8RCR|aDUR
290	11661 12114	   	173.03	DCR|3VULN|1AART|1DMG|2ASPD	147VULN|2AART|3RCVC|57CANSTR|67ASPD|7BPWR|8BELT|9DMG|aRCR
291	58144 44231	   	173.00	ACR|3DMG|2VULN|3ASPD|1SELL	1MBVNT|279ASPD|37ERES|4RCR|579DMG|6RPLT|79BPWR|89VULN|aSELL
292	11633 24827	   	172.92	ACR|3VULN|1AART|1CDMG|2DUR	17aVULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8CDMG|9RPLT
293	11633 24846	   	172.92	ACR|3VULN|1AART|1CDMG|2DUR	17aVULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8CDMG|9LWND
294	11633 24872	   	172.92	ACR|3VULN|1AART|1CDMG|2DUR	179VULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8CDMG|aLWND
295	11633 24873	   	172.92	ACR|3VULN|1AART|1CDMG|2DUR	179VULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8CDMG|aRPLT
296	11633 24874	   	172.92	ACR|3VULN|1AART|1CDMG|2DUR	179VULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8CDMG|aBEXP
297	11633 62161	   	172.92	ACR|3VULN|1AART|1CDMG|2DUR	179VULN|2AART|3RCVC|4RCR|58DUR|6RPLT|aCDMG
298	11633 24812	   	172.82	ACR|3VULN|1AART|1CDMG|2DUR	17aVULN|2AART|3RCVC|4RCR|57DUR|6MBVNT|7BPWR|8CDMG|9BASICY
299	22211 62321	   	172.73	DCR|3VULN|2DMG|3ASPD	1RMIN|28DMG|349VULN|56aASPD|7RCR
300	13215 15611	   	172.72	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|2RCVC|4CGEN|5LIT|6AART|7ZMB|8aDMG|9RCR
301	13115 14311	   	172.62	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2RCVC|3TLV|5LIT|6AART|7aDMG|8ZMB|9RCR
302	13115 15611	   	172.62	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2RCVC|3TLV|5LIT|6AART|7ZMB|8aDMG|9RCR
303	13235 15611	   	172.62	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|2RCVC|4ERES|5LIT|6AART|7ZMB|8aDMG|9RCR
304	13263 48234	   	172.40	DCR|4VULN|1AART|1ASPD|1DUR	1378VULN|2RCVC|4DUR|5MBVNT|6RCR|9ASPD|aAART
305	11631 32153	   	172.39	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1VULN|2AART|3RCVC|4RCR|5ZMB|6DUR|7DMG|8CDMG|9MLV|aASPD
306	11631 32113	   	172.29	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1VULN|2AART|3RCVC|4RCR|5ZMB|6DUR|7DMG|8CDMG|9BASICY|aASPD
307	11636 22611	   	172.27	ACR|3VULN|2AART|1DUR|1ASPD	157VULN|29AART|3RCVC|4RCR|6ERES|8ASPD|aDUR
308	11122 22165	   	172.23	DCR|3VULN|1AART|1DMG|1CDMG	14aVULN|2AART|34BEXP|4BPWR|5RMIN|6LHND|7DMG|8CDMG|9RCR
309	11122 52165	   	172.23	DCR|3VULN|1AART|1DMG|1CDMG	14aVULN|2AART|34BEXP|4BPWR|5RMIN|6LWND|7DMG|8CDMG|9RCR
310	11631 26152	   	172.14	ACR|4VULN|1AART|1ZMB	1789VULN|2AART|3RCVC|4RCR|5ZMB|6aLHND
311	11631 26153	   	172.14	ACR|4VULN|1AART|1ZMB	1789VULN|2AART|3RCVC|4RCR|5ZMB|6LHND|aLWND
312	11124 22165	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	14aVULN|2AART|34BEXP|4BPWR|5LHND|6ERES|7DMG|8CDMG|9RCR
313	11433 62363	   	172.13	DCR|3VULN|2AART|1DMG	156VULN|2aAART|3LIT|4ERES|7DUST|8RCR|9DMG
314	22311 54216	   	172.12	DCR|2VULN|2AART|1DMG|1CDMG	1RMIN|2DMG|3DMSP|4CGEN|5CDMG|6RCR|7aAART|89VULN
315	22321 54216	   	172.12	DCR|2VULN|2AART|1DMG|1CDMG	1RMIN|2DMG|3DMSP|4CDMG|5MLV|6RCR|7aAART|89VULN
316	52312 56413	   	172.05	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|23DUR|46VULN|56LHND|6BPWR|7AART|8RCR|9aDMG
317	11631 26151	   	172.04	ACR|4VULN|1AART|1ZMB	1789VULN|2AART|3RCVC|4RCR|5ZMB|6LHND|aMBVNT
