0	Index      	 *	Score 	Summary	Detail	
1	15262 24321	 * 	190.35	DCR|2VULN|2DMG|1AART|2ASPD|1FLTHEA|1DUR	13ASPD|23DMG|3BPWR|4DUST|5AART|69VULN|7DUR|8FLTHEA|aRCR
157	15211 36362	   	168.10	ACR|2DMG|1AART|1VULN|3ASPD|1DUR|1SELL	137ASPD|23DMG|3BPWR|4DMSP|5RCR|6SELL|8VULN|9AART|aDUR
158	15222 62511	   	168.05	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	13ASPD|23DMG|3BPWR|4CGEN|5RCR|6VULN|7LWND|8ERES|9CDMG|aAART
159	15222 63111	   	168.05	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	13ASPD|23DMG|3BPWR|4CGEN|5RCR|6VULN|7TLV|8LWND|9CDMG|aAART
160	53135 31142	 * 	168.02	DCR|2AART|2VULN|2ZMB|1CDMG	13AART|2LHND|45ZMB|6CDMG|7RCR|8ERES|9aVULN
161	15262 42231	 * 	167.99	DCR|2DMG|1AART|3ASPD|1VULN	13aASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7LEGI|8VULN|9BELT
162	26251 11412	 * 	167.93	DCR|4VULN|2CDMG|3DUR	1RMIN|23aDUR|4CGEN|589aVULN|6RCR|7aCDMG|aBPWR
163	15213 41152	   	167.93	DCR|3VULN|2DMG|3ASPD	138ASPD|23DMG|38BPWR|4DMSP|5MBVNT|68aVULN|78DUST|9RCR
164	25163 35231	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|2LIT|3aDMG|4ERES|58VULN|6DUR|7RCR|9AART
165	15222 13143	   	167.83	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	13ASPD|23DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8AART|9aDUR
166	15262 26212	   	167.83	DCR|2DMG|1AART|3ASPD|1VULN|1DUR	137ASPD|23DMG|3BPWR|4DUST|5AART|6VULN|8DUR|9RCR|aCGEN
167	15262 26213	   	167.83	DCR|2DMG|1AART|1VULN|3ASPD|1DUR	137ASPD|23DMG|3BPWR|4DUST|5AART|6VULN|8DUR|9RCR|aBEXP
168	15262 26211	   	167.73	DCR|2DMG|1AART|1VULN|3ASPD|1DUR	137ASPD|23DMG|3BPWR|4aDUST|5AART|6VULN|8DUR|9RCR
169	15222 22341	   	167.40	ACR|3DMG|1AART|3ASPD|1ZMB	136ASPD|237DMG|3BPWR|4CGEN|5RCR|8ZMB|9LWND|aAART
170	15222 22361	   	167.40	ACR|3DMG|1AART|3ASPD|1ZMB	136ASPD|237DMG|3BPWR|4CGEN|5RCR|8ZMB|9FEWX|aAART
171	15222 22331	   	167.30	ACR|3DMG|1AART|3ASPD|1ZMB	136ASPD|237DMG|3BPWR|4CGEN|5RCR|8ZMB|9LEGI|aAART
172	13532 26252	   	167.15	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	17ASPD|2FEWX|3DMG|4RCVC|5AART|6VULN|8RCR|9CDMG|aZMB
173	22252 66123	   	167.14	ACR|3DMG|2VULN|2ZMB	1RMIN|238DMG|38BPWR|4NUKE|5RCR|68VULN|78ZMB|9DMSP|aRCVC
174	35244 22133	 * 	167.14	DCR|4VULN|1DMG|2CDMG	1aLHND|246aVULN|36CDMG|5MBVNT|6aBPWR|7DMG|8RCR|9aBEXP
175	12531 14215	   	167.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	16ASPD|2BEXP|3DMG|48VULN|5LIT|7AART|9RCR|aCDMG
176	15531 12215	   	167.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	16ASPD|2DMG|3LHND|48VULN|5LIT|7AART|9RCR|aCDMG
177	35224 22147	   	166.95	DCR|3VULN|1DMG|2CDMG|1ZMB	1LHND|26aVULN|36CDMG|4RCVC|5MBVNT|6BPWR|7DMG|8RCR|9ZMB
178	15222 22264	 * 	166.91	ACR|3DMG|1VULN|3ASPD|1CDMG	136ASPD|237DMG|3BPWR|4CGEN|5RCR|8VULN|9FEWX|aCDMG
179	15222 62124	   	166.91	ACR|3DMG|1VULN|3ASPD|1CDMG	139ASPD|238DMG|3BPWR|4CGEN|5RCR|6VULN|7LWND|aCDMG
180	15232 24321	   	166.91	DCR|2VULN|2DMG|1AART|1FLTHEA|2ASPD|1DUR|1MSE	13ASPD|23DMG|3BPWR|4MSE|5AART|69VULN|7DUR|8FLTHEA|aRCR
181	15332 66213	   	166.82	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|2aDMG|34CGEN|5RCR|69VULN|7ZMB|8CDMG
182	15211 11514	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	13ASPD|23DMG|3BPWR|4DMSP|5RCR|6CGEN|78VULN|9DUR|aZMB
183	15222 22234	   	166.81	ACR|3DMG|1VULN|3ASPD|1CDMG	136ASPD|237DMG|3BPWR|4CGEN|5RCR|8VULN|9LEGI|aCDMG
184	53132 31145	   	166.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	13AART|25LHND|4ZMB|6CDMG|7RCR|8ERES|9VULN|aDMG
185	15211 42142	   	166.63	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	13ASPD|23DMG|3BPWR|4DMSP|5RCR|6LSRREG|78DUR|9VULN|aAART
186	15211 63432	   	166.63	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	13ASPD|23DMG|3BPWR|4DMSP|5RCR|67DUR|8VULN|9VENICY|aAART
187	22511 14214	   	166.61	DCR|2VULN|2DMG|2CDMG|1ASPD	1RMIN|2aDMG|34LHND|5aVULN|6RCR|7ASPD|8TLV|9aCDMG|aBPWR
188	53111 11211	   	166.61	DCR|2AART|2DMG|1VULN|1DUR	13AART|2LHND|4LIT|5DUR|6DMSP|7RCR|8VULN|9aDMG
189	53111 11256	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	13AART|2LHND|4LIT|5DUR|6DMSP|7RCR|89VULN|aDMG
190	53111 31211	   	166.61	DCR|2AART|2DMG|1VULN|1DUR	13AART|26LHND|4LIT|5DUR|7RCR|8VULN|9aDMG
191	53111 31256	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	13AART|26LHND|4LIT|5DUR|7RCR|89VULN|aDMG
192	56151 11211	   	166.61	DCR|2AART|2DMG|1VULN|1DUR	13AART|2LIT|4LHND|5DUR|6DMSP|7RCR|8VULN|9aDMG
193	56151 31211	   	166.61	DCR|2AART|2DMG|1VULN|1DUR	13AART|2LIT|46LHND|5DUR|7RCR|8VULN|9aDMG
194	16212 66222	   	166.57	ACR|3VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|23DUR|4RCVC|5RCR|69aVULN|7ZMB|8DMG
195	52261 15312	   	166.51	DCR|2AART|2DMG|1VULN|1DUR	19AART|2DUST|3FEWX|4VULN|58DMG|6LWND|7RCR|aDUR
196	53116 41211	   	166.51	DCR|2AART|2DMG|1VULN|1DUR	13AART|2LHND|4LIT|59DMG|6TLV|7RCR|8VULN|aDUR
197	22332 66212	   	166.40	ACR|2VULN|2DMG|2CDMG|1ZMB	1RMIN|2aDMG|34aCGEN|5RCR|69VULN|7ZMB|8aCDMG|aBPWR
198	22332 66114	   	166.40	ACR|2VULN|2DMG|2CDMG|1ZMB	1RMIN|2aDMG|34CGEN|5RCR|6aVULN|7ZMB|8LWND|9aCDMG|aBPWR
199	16641 34224	   	166.38	DCR|2DMG|1VULN|2CDMG|2ASPD|1ZMB|1DUR	18ASPD|2DUR|3MBVNT|48CDMG|5MLV|6VULN|78DMG|8BPWR|9RCR|aZMB
200	16645 34224	   	166.28	DCR|2DMG|1VULN|2CDMG|2ASPD|1ZMB|1DUR	18ASPD|2DUR|3MBVNT|48CDMG|5TLV|6VULN|78DMG|8BPWR|9RCR|aZMB
201	53251 31253	   	166.22	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LHND|3LWND|46VULN|5DMG|7RCVC|8CDMG|9RCR|aDUR
202	22222 66214	   	166.20	ACR|2VULN|2DMG|2CDMG|1ZMB	1RMIN|23DMG|3BPWR|4CGEN|5RCR|69VULN|7ZMB|8aCDMG
203	12451 34321	   	166.15	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1ASPD|2BEXP|3DMSP|49VULN|5AART|6DMG|7DUR|8FLTHEA|aRCR
204	12522 24321	   	166.15	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1ASPD|24BEXP|3DMG|5AART|69VULN|7DUR|8FLTHEA|aRCR
205	13451 34321	   	166.15	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1ASPD|2FEWX|3DMSP|49VULN|5AART|6DMG|7DUR|8FLTHEA|aRCR
206	15213 42151	   	166.12	DCR|2VULN|2DMG|3ASPD|1CDMG	138ASPD|23DMG|38BPWR|4DMSP|5MBVNT|68VULN|78LWND|9RCR|aCDMG
207	15213 45151	   	166.12	DCR|2VULN|2DMG|3ASPD|1CDMG	138ASPD|23DMG|38BPWR|4DMSP|5MBVNT|68VULN|78BEXP|9RCR|aCDMG
208	15213 46151	   	166.12	DCR|2VULN|2DMG|3ASPD|1CDMG	138ASPD|23DMG|38BPWR|4DMSP|5MBVNT|68VULN|78LHND|9RCR|aCDMG
209	15262 13411	   	166.02	DCR|2AART|2DMG|1VULN|2ASPD	13ASPD|23DMG|3BPWR|4DUST|5aAART|67LIT|8VULN|9RCR
210	22321 36255	   	166.02	DCR|2VULN|2AART|1DMG|1CDMG	1RMIN|2DMG|3CGEN|4DUST|5aAART|67VULN|8CDMG|9RCR
211	26131 65231	   	166.02	DCR|3VULN|1AART|1DMG|1DUR	1RMIN|2DUR|3LWND|468VULN|5LIT|7RCR|9AART|aDMG
212	32231 65231	   	166.02	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2RMIN|3DUR|468VULN|5LIT|7RCR|9AART|aDMG
213	15213 41151	   	165.92	DCR|2VULN|2DMG|3ASPD|1CDMG	138ASPD|23DMG|38BPWR|4DMSP|5MBVNT|68VULN|78DUST|9RCR|aCDMG
214	26331 65231	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1RMIN|2DUR|3DUST|468VULN|5LIT|7RCR|9AART|aDMG
215	22252 66133	   	165.84	ACR|3DMG|2VULN|2ZMB	1RMIN|238DMG|38BPWR|4NUKE|5RCR|68VULN|78ZMB|9LHND|aFEWX
216	15212 15323	   	165.80	DCR|2DMG|1AART|2ASPD|1CDMG|2DUR	13ASPD|23DMG|3BPWR|4DMSP|5ERES|6RCR|79DUR|8AART|aCDMG
217	13532 43225	   	165.78	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5aAART|6RCR|7CGEN|8CDMG|9VULN
218	22252 66113	   	165.74	ACR|3DMG|2VULN|2ZMB	1RMIN|238DMG|38BPWR|4NUKE|5RCR|68VULN|78ZMB|9LEGI|aFEWX
219	22252 66121	   	165.74	ACR|3DMG|2VULN|2ZMB	1RMIN|238DMG|38BPWR|4NUKE|5RCR|68VULN|78ZMB|9DMSP|aDUST
220	35413 14111	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15LHND|23VULN|4LEGI|6RCR|7ASPD|8DMG|9CDMG|aAART
221	35423 14111	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|23VULN|4TLV|5RMIN|6RCR|7ASPD|8DMG|9CDMG|aAART
222	11532 43225	   	165.68	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2DUST|3DMG|4RCVC|5aAART|6RCR|7CGEN|8CDMG|9VULN
223	13532 41225	   	165.68	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5aAART|6RCR|7ERES|8CDMG|9VULN
224	11532 41225	   	165.58	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2DUST|3DMG|4RCVC|5aAART|6RCR|7ERES|8CDMG|9VULN
225	15262 13412	   	165.58	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	13ASPD|23DMG|3BPWR|4DUST|5AART|67LIT|8VULN|9RCR|aZMB
226	22222 66111	   	165.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RMIN|23DMG|3BPWR|4CGEN|5RCR|6VULN|7ZMB|8LWND|9CDMG|aAART
227	22222 66261	   	165.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RMIN|23DMG|3BPWR|4CGEN|5RCR|6VULN|7ZMB|8CDMG|9LHND|aAART
228	22222 66235	   	165.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RMIN|23DMG|3BPWR|4CGEN|5RCR|6VULN|7ZMB|8CDMG|9DUST|aAART
229	13532 43222	   	165.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5AART|6RCR|7CGEN|8CDMG|9VULN|aZMB
230	43631 11413	   	165.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1TLV|2FEWX|3ZMB|4RCVC|589VULN|6RCR|7CDMG|aDMG
231	35422 14212	 * 	165.33	DCR|4VULN|2CDMG|2ASPD	1aLHND|239aVULN|4TLV|57ASPD|6RCR|8aCDMG|aBPWR
232	35423 11413	   	165.33	DCR|4VULN|1DMG|1CDMG	1LHND|2389VULN|4TLV|5RMIN|6RCR|7CDMG|aDMG
233	11532 43222	   	165.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2DUST|3DMG|4RCVC|5AART|6RCR|7CGEN|8CDMG|9VULN|aZMB
234	41631 11413	   	165.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1TLV|2DUST|3ZMB|4RCVC|589VULN|6RCR|7CDMG|aDMG
235	35233 56243	 * 	165.23	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1LHND|25VULN|3CDMG|4FEWX|6DMG|7FLTHEA|8MBVNT|9RCR|aAART
236	13532 44221	   	165.21	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2FEWX|3DMG|4RCVC|5AART|6RCR|7DUR|89VULN|aRPLT
237	22511 15135	   	165.12	DCR|2VULN|2DMG|1AART	1RMIN|28DMG|348LHND|58VULN|6RCR|7RCVC|8BPWR|9VENICY|aAART
238	24233 25361	   	165.11	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1RMIN|2BEXP|37DUR|4AART|5DMG|69VULN|8FLTHEA|aRCR
239	11532 44221	   	165.11	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2DUST|3DMG|4RCVC|5AART|6RCR|7DUR|89VULN|aRPLT
240	11532 44223	   	165.11	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2DUST|3DMG|4RCVC|5AART|6RCR|7DUR|89VULN|aBEXP
241	13532 44222	   	165.11	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5AART|6RCR|7DUR|89VULN|aERES
242	22222 36141	 * 	165.02	ACR|3DMG|3ZMB|1AART	1RMIN|238DMG|38BPWR|4CGEN|5RCR|68FEWX|789ZMB|aAART
243	22222 46141	   	165.02	ACR|3DMG|3ZMB|1AART	1RMIN|238DMG|38BPWR|4CGEN|5RCR|68LHND|789ZMB|aAART
244	11532 44222	   	165.01	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2DUST|3DMG|4RCVC|5AART|6RCR|7DUR|89VULN|aERES
245	16222 11211	   	165.00	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1ASPD|23DUR|4RMIN|5AART|6LIT|7RCR|8VULN|9aDMG
246	16222 11256	   	165.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|23DUR|4RMIN|5AART|6LIT|7RCR|89VULN|aDMG
247	12215 66321	   	164.95	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1ASPD|24BEXP|3DUR|5DMG|69VULN|7AART|8FLTHEA|aRCR
248	16671 33431	   	164.90	DCR|3DMG|1AART|2ASPD|2DUR	18ASPD|28DUR|3MBVNT|4CGEN|5LIT|68aDMG|7RCR|8BPWR|9AART
249	12531 14211	   	164.82	DCR|2VULN|2AART|1DMG|2ASPD	16ASPD|2BEXP|3DMG|48VULN|5LIT|7aAART|9RCR
250	15531 12212	   	164.82	DCR|2VULN|2AART|1DMG|2ASPD	16ASPD|2DMG|3LHND|48VULN|5LIT|7aAART|9RCR
251	35636 12212	   	164.82	DCR|2VULN|2AART|1DMG|2ASPD	1LHND|28VULN|3LIT|4DMG|56ASPD|7aAART|9RCR
252	16681 33431	   	164.80	DCR|3DMG|1AART|2ASPD|2DUR	18ASPD|28DUR|3MBVNT|4TLV|5LIT|68aDMG|7RCR|8BPWR|9AART
253	35422 14213	 * 	164.78	DCR|3VULN|1DMG|2ASPD|1CDMG	1LHND|239VULN|4TLV|57ASPD|6RCR|8CDMG|aDMG
254	35333 23168	 * 	164.77	DCR|4VULN|2DMG	14aLHND|246aVULN|3MBVNT|4aBPWR|5FEWX|7LIT|8RCR|9aDMG
255	13532 16215	   	164.72	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2FEWX|3DMG|4RCVC|5AART|6LIT|78VULN|9RCR|aCDMG
256	33211 62246	 * 	164.71	DCR|3VULN|2AART|1CDMG	123LHND|3BPWR|47AART|5CDMG|69aVULN|8RCR
257	15213 43153	   	164.71	DCR|2VULN|2DMG|3ASPD|2DUR	138ASPD|23DMG|38BPWR|4DMSP|5MBVNT|68VULN|78DUR|9RCR|aFEWX
258	15213 43154	   	164.71	DCR|2VULN|2DMG|3ASPD|2DUR	138ASPD|23DMG|38BPWR|4DMSP|5MBVNT|68VULN|78DUR|9RCR|aLIT
259	15213 43157	   	164.71	DCR|2VULN|2DMG|3ASPD|2DUR	138ASPD|23DMG|38BPWR|4DMSP|5MBVNT|68VULN|78DUR|9RCR|aLWND
260	35332 23168	   	164.67	DCR|4VULN|2DMG	14aLHND|246aVULN|3MBVNT|4aBPWR|5DUST|7LIT|8RCR|9aDMG
261	15332 62162	   	164.63	ACR|3DMG|2VULN|2ASPD	1aASPD|289DMG|34CGEN|5RCR|6aVULN|7aLWND|aBPWR
262	22211 11454	   	164.63	ACR|3DMG|2VULN|2ASPD	1RMIN|23aDMG|3aBPWR|4DMSP|5RCR|6CGEN|7aVULN|8RPLT|9aASPD
263	12533 36321	   	164.63	DCR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	16ASPD|2BEXP|3DMG|49VULN|5FEWX|7AART|8FLTHEA|aRCR
264	11532 16215	   	164.62	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DUST|3DMG|4RCVC|5AART|6LIT|78VULN|9RCR|aCDMG
265	13532 21254	   	164.62	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2FEWX|3aDMG|4RCVC|5AART|6VULN|7ERES|8CDMG|9RCR
266	52226 36221	   	164.62	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1AART|2DUST|3FEWX|4RCVC|5ASPD|6DMG|7FLTHEA|89VULN|aRCR
267	15311 31255	   	164.62	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2DMG|3CGEN|4DUR|5aAART|6VULN|7RCVC|8CDMG|9RCR
268	15213 43251	 * 	164.62	DCR|3DMG|1VULN|2ASPD|1CDMG|1DUR	13ASPD|238DMG|3BPWR|4DMSP|5MBVNT|6VULN|7DUR|9RCR|aCDMG
269	24233 23435	   	164.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|27BEXP|3DUR|4AART|5aDMG|6VULN|8RCR|9CDMG
270	15213 43156	   	164.61	DCR|2VULN|2DMG|3ASPD|2DUR	138ASPD|23DMG|38BPWR|4DMSP|5MBVNT|68VULN|78DUR|9RCR|aDUST
271	22222 13113	   	164.54	ACR|3DMG|1AART|1VULN|1DUR	1RMIN|239DMG|3BPWR|4CGEN|5RCR|6AIRHEA|7VULN|8AART|aDUR
272	12532 36321	   	164.53	DCR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	16ASPD|2BEXP|3DMG|49VULN|5DUST|7AART|8FLTHEA|aRCR
273	11532 21254	   	164.52	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2DUST|3aDMG|4RCVC|5AART|6VULN|7ERES|8CDMG|9RCR
274	12531 14212	   	164.38	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|2BEXP|3DMG|48VULN|5LIT|7AART|9RCR|aZMB
275	15211 35522	 * 	164.29	ACR|3VULN|2DMG|2ASPD|1SELL	13ASPD|23DMG|3BPWR|4DMSP|5RCR|6SELL|7RPLT|89aVULN
276	15222 22211	   	164.26	ACR|3DMG|1VULN|3ASPD|1ZMB	136ASPD|237DMG|3BPWR|49CGEN|5RCR|8VULN|aZMB
277	15222 22346	   	164.26	ACR|3DMG|1VULN|3ASPD|1ZMB	136ASPD|237DMG|3BPWR|4CGEN|5RCR|8ZMB|9LWND|aVULN
278	15222 22366	   	164.26	ACR|3DMG|1VULN|3ASPD|1ZMB	136ASPD|237DMG|3BPWR|4CGEN|5RCR|8ZMB|9FEWX|aVULN
279	51111 53111	   	164.21	DCR|2AART|2DMG|1VULN|1DUR	19AART|2CGEN|3MLV|4LIT|5DUR|6VULN|7aDMG|8RCR
280	53611 53111	   	164.21	DCR|2AART|2DMG|1VULN|1DUR	19AART|23LHND|4LIT|5DUR|6VULN|7aDMG|8RCR
281	56313 24111	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	19AART|2LIT|3MLV|4DUR|57VULN|6BEXP|8RCR|aDMG
282	15311 31252	   	164.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2DMG|3CGEN|4DUR|5AART|6VULN|7RCVC|8CDMG|9RCR|aZMB
283	15212 11244	   	164.16	DCR|2VULN|2DMG|2ASPD|1ZMB	13ASPD|23DMG|3BPWR|4DMSP|5ERES|6RCR|78VULN|9FEWX|aZMB
284	53132 31142	   	164.16	DCR|2AART|2VULN|1CDMG|1ZMB	13AART|25LHND|4ZMB|6CDMG|7RCR|8ERES|9aVULN
285	15222 22312	   	164.16	ACR|3DMG|1VULN|3ASPD|1ZMB	136ASPD|237DMG|3BPWR|4CGEN|5RCR|8ZMB|9ERES|aVULN
286	15222 22336	   	164.16	ACR|3DMG|1VULN|3ASPD|1ZMB	136ASPD|237DMG|3BPWR|4CGEN|5RCR|8ZMB|9LEGI|aVULN
287	51211 53111	   	164.11	DCR|2AART|2DMG|1VULN|1DUR	19AART|2CGEN|3ERES|4LIT|5DUR|6VULN|7aDMG|8RCR
288	54111 53111	   	164.11	DCR|2AART|2DMG|1VULN|1DUR	19AART|2TLV|3MLV|4LIT|5DUR|6VULN|7aDMG|8RCR
289	56321 53111	   	164.11	DCR|2AART|2DMG|1VULN|1DUR	19AART|2LIT|3MLV|4ERES|5DUR|6VULN|7aDMG|8RCR
290	56131 62411	   	164.11	DCR|2AART|2DMG|1VULN|1DUR	13AART|2LIT|4MBVNT|5DUR|6VULN|7DMSP|8RCR|9aDMG
291	15212 11254	   	164.06	DCR|2VULN|2DMG|2ASPD|1ZMB	13ASPD|23DMG|3BPWR|4DMSP|5ERES|6RCR|78VULN|9DUST|aZMB
292	12522 26252	   	164.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	17ASPD|24BEXP|3DMG|5AART|6VULN|8RCR|9CDMG|aZMB
293	22311 33465	   	164.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2aDMG|3CGEN|4DUR|5AART|6VULN|7MLV|8RCR|9CDMG
294	54211 53111	   	164.01	DCR|2AART|2DMG|1VULN|1DUR	19AART|2TLV|3ERES|4LIT|5DUR|6VULN|7aDMG|8RCR
295	35224 22171	 * 	163.92	DCR|2VULN|2DMG|3CDMG	1LHND|26VULN|369CDMG|4RCVC|5MBVNT|6BPWR|7aDMG|8RCR
296	53116 41212	 * 	163.85	DCR|3AART|2DMG|1VULN	13aAART|2LHND|4LIT|59DMG|6TLV|7RCR|8VULN
297	35244 22141	   	163.84	DCR|3VULN|1DMG|2CDMG|1ZMB	1LHND|246VULN|36CDMG|5MBVNT|6BPWR|7DMG|8RCR|9ZMB|aDMSP
298	35244 22144	   	163.84	DCR|3VULN|1DMG|2CDMG|1ZMB	1LHND|246VULN|36CDMG|5MBVNT|6BPWR|7DMG|8RCR|9ZMB|aFEWX
299	22311 31254	   	163.82	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2aDMG|3CGEN|4DUR|5AART|6VULN|7RCVC|8CDMG|9RCR
300	35213 12355	   	163.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|26VULN|3CDMG|4BASICY|5DMG|7LIT|8AART|9RCR|aZMB
301	51326 63212	   	163.77	DCR|3VULN|2AART|1ZMB	19AART|2CGEN|3DUST|4LWND|57aVULN|6ZMB|8RCR
302	25126 13532	   	163.75	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|2LIT|36DMG|4LSRICY|5aVULN|7ASPD|8AART|9RCR
303	35244 22143	   	163.74	DCR|3VULN|1DMG|2CDMG|1ZMB	1LHND|246VULN|36CDMG|5MBVNT|6BPWR|7DMG|8RCR|9ZMB|aDUST
304	15222 63216	   	163.73	ACR|2VULN|2DMG|2ASPD|1CDMG	13ASPD|23DMG|3BPWR|4CGEN|5RCR|69VULN|7TLV|8CDMG|aRCVC
305	33211 43145	   	163.63	DCR|1AART|1DMG|2CDMG|1VULN|2DUR	1238LHND|38BPWR|4AART|58CDMG|6RCR|78DUR|9VULN|aDMG
306	22222 66312	   	163.62	ACR|2VULN|2DMG|3ZMB	1RMIN|23DMG|3BPWR|4CGEN|5RCR|6aVULN|789ZMB
307	15212 15326	   	163.59	DCR|2DMG|2AART|2ASPD|2DUR	13ASPD|23DMG|3BPWR|4DMSP|5ERES|6RCR|79DUR|8aAART
308	26251 11413	   	163.56	DCR|3VULN|1DMG|1CDMG|2DUR	1RMIN|23DUR|4CGEN|589VULN|6RCR|7CDMG|aDMG
309	15262 41232	   	163.51	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	13ASPD|23DMG|3BPWR|4DUST|5AART|6RCR|7ERES|8CDMG|9DUR|aRCVC
310	16221 14222	   	163.46	DCR|3VULN|1DMG|2ASPD|2DUR	17ASPD|23DUR|4RMIN|59aVULN|6RCR|8DMG
311	51213 53121	   	163.31	DCR|2VULN|2DMG|1AART	1AART|2CGEN|3ERES|4LIT|5BEXP|69VULN|7aDMG|8RCR
312	51215 53121	   	163.21	DCR|2VULN|2DMG|1AART	1AART|2CGEN|3ERES|4LIT|5DUST|69VULN|7aDMG|8RCR
313	15212 15321	   	163.15	DCR|2DMG|1AART|2ASPD|2DUR|1ZMB	13ASPD|23DMG|3BPWR|4DMSP|5ERES|6RCR|79DUR|8AART|aZMB
314	22263 42161	   	162.92	DCR|3DMG|1AART|1VULN|1DUR	1RMIN|234DMG|3BPWR|5DUST|6DUR|7VULN|8RCR|9BEXP|aAART
315	15232 42262	   	162.88	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG|1ZMB|1MSE	13ASPD|23DMG|3BPWR|4MSE|5AART|6RCR|7LEGI|8VULN|9CDMG|aZMB
316	15232 44221	   	162.86	DCR|2VULN|2DMG|1AART|2ASPD|1DUR|1MSE	13ASPD|23DMG|3BPWR|4MSE|5AART|6RCR|7DUR|89VULN|aRPLT
