0	Index      	 *	Score 	Summary	Detail	
1	22365 21325	 * 	190.52	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aDMG|26CDMG|3aVULN|4ASPD|5AART|7RCR|8LIT|9aLHND|aBPWR
162	26413 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	19aDMG|2FEWX|3DUR|4VULN|5DUST|6RCR|7TLV|8AART
163	42113 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1FEWX|2DUR|39aDMG|4VULN|5DUST|6RCR|7TLV|8AART
164	62252 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2DUR|3DUST|49aDMG|5FEWX|6RCR|7TLV|8AART
165	62256 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2DUR|3DUST|49aDMG|5BEXP|6RCR|7TLV|8AART
166	64353 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2BEXP|3DUR|49aDMG|5DUST|6RCR|7TLV|8AART
167	23422 63211	   	168.81	DCR|3DMG|2VULN|1CDMG	18aDMG|2LIT|39VULN|4CGEN|5ERES|6RCR|7CDMG
168	23334 44123	 * 	168.72	DCR|3DMG|1AART|2ZMB|1CDMG	145DMG|2aLIT|3AART|6CDMG|7aZMB|8RCR|9aLSRHEA|aBPWR
169	22341 46211	   	168.71	DCR|3DMG|2VULN|1CDMG	18aDMG|2CDMG|39VULN|4LIT|57DUST|6RCR
170	62112 36215	   	168.65	DCR|3VULN|2DMG|2ASPD|1DUR	17aVULN|2DUR|3aDMG|4TLV|5FEWX|6RMIN|8aASPD|9RCR|aBPWR
171	23332 34151	   	168.58	DCR|3DMG|1AART|2ZMB|1CDMG|1SELL	146DMG|26LIT|3AART|5SELL|6BPWR|7aZMB|8RCR|9CDMG
172	62113 36215	   	168.55	DCR|3VULN|2DMG|2ASPD|1DUR	17aVULN|2DUR|3aDMG|4TLV|5DUST|6RMIN|8aASPD|9RCR|aBPWR
173	23413 25422	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2LIT|3aVULN|4LHND|5DUR|7RCR|8AART|9CGEN
174	24314 41464	   	168.51	DCR|3DMG|2VULN|1ZMB|1DUR	19aDMG|2DUR|3MBVNT|49VULN|5ZMB|6LIT|79LHND|8RCR|9BPWR
175	24314 44464	   	168.51	DCR|3VULN|2DMG|1ZMB|1DUR	19DMG|2DUR|3MBVNT|49aVULN|5ZMB|6LIT|79LWND|8RCR|9BPWR
176	63123 11165	 * 	168.43	DCR|3VULN|1AART|1DMG|1CDMG	14aVULN|2LHND|3DMG|5LWND|6CDMG|7DUST|8AART|9RCR
177	22321 88481	   	168.33	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2CDMG|37aVULN|4FEWX|5MBVNT|6CANSTR|8AART|9RCR
178	21324 67241	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	19DMG|29BEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|89CDMG|9BPWR|aLIT
179	21324 67242	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	19DMG|29BEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|89CDMG|9BPWR|aLHND
180	21324 67243	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	19DMG|29BEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|89CDMG|9BPWR|aRCVC
181	21324 67245	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	19DMG|29BEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|89CDMG|9BPWR|aRMIN
182	21324 67248	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	19DMG|29BEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|89CDMG|9BPWR|aMLV
183	24133 26241	   	168.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DMG|2aDUR|3LHND|4AART|5DUST|6RCR|7VULN|8CDMG|9ZMB
184	24233 26241	   	168.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DMG|2aDUR|3LWND|4AART|5DUST|6RCR|7VULN|8CDMG|9ZMB
185	12365 21115	   	168.02	DCR|1AART|3CDMG|1VULN|1DMG|1DUR|1ASPD	1ASPD|26aCDMG|3VULN|4DMG|5AART|7RCR|8DUR|9ERES
186	22365 21115	   	168.02	DCR|1AART|3CDMG|1VULN|1DMG|1DUR|1ASPD	1DMG|26aCDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9ERES
187	12365 21336	   	167.89	DCR|1AART|3CDMG|1VULN|1DMG|2ASPD	1aASPD|26aCDMG|3VULN|4DMG|5AART|7RCR|8aLIT|9MBVNT|aBPWR
188	23413 25332	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2LIT|3aVULN|4LHND|5DUR|7RCR|8ERES|9AART
189	23443 25332	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2LIT|3aVULN|4LWND|5DUR|7RCR|8ERES|9AART
190	24314 22286	 * 	167.75	DCR|2VULN|2DMG|2ZMB|2ASPD|1DUR	1aDMG|2DUR|3MBVNT|4aVULN|57ZMB|6ERES|8aASPD|9RCR|aBPWR
191	23463 25332	   	167.75	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2LIT|3aVULN|4LEGI|5DUR|7RCR|8ERES|9AART
192	63511 52332	   	167.71	DCR|3VULN|1AART|1DMG|2DUR	167VULN|28LHND|3AART|45DUR|9DMG|aRCR
193	63533 21433	 * 	167.61	ACR|2VULN|1AART|1DMG|2CDMG	18VULN|25aLHND|3AART|4RCR|68LWND|78CDMG|8BPWR|9DMG
194	35131 31718	   	167.56	DCR|3VULN|2DMG|2ZMB|1ASPD	1RPLT|28DMG|3ASPD|48ZMB|5MBVNT|6BELT|789VULN|8BPWR|aRCR
195	63533 21431	   	167.51	ACR|2VULN|1AART|1DMG|2CDMG	18VULN|25LHND|3AART|4RCR|68LWND|78CDMG|8BPWR|9DMG|aLEGI
196	12365 21153	   	167.37	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8aDUR|9BEXP
197	22365 21153	   	167.37	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8aDUR|9BEXP
198	13216 13323	 * 	167.37	ACR|2DMG|2AART|1VULN|1ASPD|1DUR	1ASPD|2LIT|34DMG|5RCR|6CGEN|7VULN|89AART|aDUR
199	23216 13323	   	167.37	ACR|2DMG|2AART|1VULN|1ASPD|1DUR	14DMG|2LIT|3ASPD|5RCR|6CGEN|7VULN|89AART|aDUR
200	64121 34313	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	14VULN|29BEXP|36DMG|5FEWX|7RCR|8DUR|aAART
201	22322 21423	   	167.26	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|37VULN|4FEWX|5BASHEA|6TLV|9AART|aRCR
202	22323 21423	   	167.26	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|37VULN|4FEWX|5SNIHEL|6TLV|9AART|aRCR
203	63142 21423	   	167.26	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2LHND|38DMG|4CDMG|5BASHEA|6TLV|9AART|aRCR
204	63143 21423	   	167.26	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2LHND|38DMG|4CDMG|5SNIHEL|6TLV|9AART|aRCR
205	23334 54113	   	167.22	DCR|3DMG|1AART|1VULN|1DUR	145DMG|27LIT|3AART|6VULN|8RCR|9LWND|aDUR
206	64123 33611	   	167.17	DCR|4VULN|2DMG	1489VULN|28BEXP|38DMG|5BELT|6RPLT|7RCR|8BPWR|aLIT
207	64123 33612	   	167.17	DCR|4VULN|2DMG	1489VULN|28aBEXP|38DMG|5BELT|6RPLT|7RCR|8BPWR
208	64123 33613	   	167.17	DCR|4VULN|2DMG	1489VULN|28BEXP|38DMG|5BELT|6RPLT|7RCR|8BPWR|aFEWX
209	23334 66111	   	167.12	DCR|3DMG|1AART|1VULN|1ASPD	145DMG|2LIT|3AART|6ERES|7ASPD|8RCR|9LWND|aVULN
210	23334 66122	   	167.12	DCR|3DMG|1AART|1VULN|1ASPD	145DMG|2LIT|3AART|6ERES|7ASPD|8RCR|9CGEN|aVULN
211	13331 32363	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2LIT|3AART|4DMG|59aVULN|6CGEN|7DUST|8RCR
212	13331 52363	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2LIT|3AART|4DMG|59aVULN|6RMIN|7DUST|8RCR
213	13332 43363	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2LIT|3AART|4DMG|5DUST|69aVULN|7RMIN|8RCR
214	13332 45363	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2LIT|3AART|4DMG|5DUST|69aVULN|7CGEN|8RCR
215	25361 32352	   	167.08	DCR|3DMG|1AART|1VULN|1ZMB	147DMG|2ZMB|3CGEN|5RCVC|6AART|8LIT|9RCR|aVULN
216	13216 62133	   	167.07	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2LIT|34DMG|5RCR|6DUST|7AART|8CGEN|9aVULN
217	23216 62133	   	167.07	ACR|2VULN|2DMG|1AART|1ASPD	14DMG|2LIT|3ASPD|5RCR|6DUST|7AART|8CGEN|9aVULN
218	13331 42363	   	167.02	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2LIT|3AART|4DMG|59aVULN|6TLV|7DUST|8RCR
219	13332 42352	   	167.02	DCR|3DMG|1AART|1VULN|1ASPD	1ASPD|2LIT|3AART|49aDMG|5DUST|6VULN|7CANHEL|8RCR
220	13216 62233	   	166.97	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2LIT|34DMG|5RCR|6DUST|7AART|8TLV|9aVULN
221	23216 62233	   	166.97	ACR|2VULN|2DMG|1AART|1ASPD	14DMG|2LIT|3ASPD|5RCR|6DUST|7AART|8TLV|9aVULN
222	13216 12652	   	166.93	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ASPD|2LIT|34DMG|5RCR|6CGEN|7DUR|8AART|9ZMB|aVULN
223	23216 12652	   	166.93	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	14DMG|2LIT|3ASPD|5RCR|6CGEN|7DUR|8AART|9ZMB|aVULN
224	24131 33621	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2DUR|3LHND|4AART|5CDMG|6LSRREG|7RCR|8BEXP|aVULN
225	24231 33621	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2DUR|3LWND|4AART|5CDMG|6LSRREG|7RCR|8BEXP|aVULN
226	62156 11324	   	166.80	DCR|2VULN|2DMG|2ZMB|2DUR	1aVULN|27DUR|3aDMG|4LWND|5BEXP|6RCR|8MBVNT|9aZMB|aBPWR
227	12351 18427	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|38aVULN|4RCVC|5MBVNT|6DMG|7RCR|9ZMB
228	24233 21364	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	19DMG|2DUR|3LWND|4AART|5DUST|6RCR|7ZMB|8FEWX|aVULN
229	25361 33522	   	166.62	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|2ZMB|3CGEN|5RCVC|6AART|79VULN|8LHND|aRCR
230	25361 33622	   	166.62	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|2ZMB|3CGEN|5RCVC|6AART|79VULN|8LWND|aRCR
231	21241 18543	   	166.61	DCR|3VULN|2DMG|1CDMG	1aDMG|2BEXP|3aLWND|4CDMG|5MBVNT|6LHND|7RCR|89aVULN|aBPWR
232	63112 11625	   	166.61	DCR|3VULN|2DMG|3DUR	19aVULN|2LHND|3aDMG|4TLV|5FEWX|67aDUR|8RCR|aBPWR
233	63112 11636	   	166.61	DCR|3DMG|2VULN|3DUR	19VULN|2LHND|39aDMG|4TLV|5FEWX|679DUR|8RCR|9BPWR
234	13236 35423	 * 	166.60	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	14ASPD|2LIT|39DMG|5RCR|6DMSP|7ZMB|8AART|aVULN
235	23236 35423	   	166.60	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	19DMG|2LIT|34ASPD|5RCR|6DMSP|7ZMB|8AART|aVULN
236	12365 21221	   	166.59	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|26CDMG|3VULN|4DMG|59AART|7RCR|8LWND|aRCVC
237	12365 21223	   	166.59	DCR|2AART|1DMG|2CDMG|1VULN|1ASPD	1ASPD|26CDMG|3VULN|4DMG|59AART|7RCR|8LWND|aCGEN
238	12365 21224	   	166.59	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|26CDMG|3VULN|4DMG|59AART|7RCR|8aLWND
239	12365 21421	   	166.59	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|26CDMG|3VULN|4DMG|59AART|7RCR|8LHND|aRCVC
240	12365 21423	   	166.59	DCR|2AART|1DMG|2CDMG|1VULN|1ASPD	1ASPD|26CDMG|3VULN|4DMG|59AART|7RCR|8LHND|aCGEN
241	22365 21221	   	166.59	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|26CDMG|3VULN|4ASPD|59AART|7RCR|8LWND|aRCVC
242	22365 21223	   	166.59	DCR|2AART|1DMG|2CDMG|1VULN|1ASPD	1DMG|26CDMG|3VULN|4ASPD|59AART|7RCR|8LWND|aCGEN
243	22365 21224	   	166.59	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|26CDMG|3VULN|4ASPD|59AART|7RCR|8aLWND
244	22365 21421	   	166.59	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|26CDMG|3VULN|4ASPD|59AART|7RCR|8LHND|aRCVC
245	22365 21423	   	166.59	DCR|2AART|1DMG|2CDMG|1VULN|1ASPD	1DMG|26CDMG|3VULN|4ASPD|59AART|7RCR|8LHND|aCGEN
246	13216 13312	   	166.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2LIT|34DMG|5RCR|6CGEN|7aVULN|8AART|9RPLT
247	13216 13353	   	166.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2LIT|34DMG|5RCR|6CGEN|7aVULN|8AART|9FEWX
248	13216 16633	   	166.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2LIT|34DMG|5RCR|6CGEN|7FEWX|8AART|9aVULN
249	23216 13312	   	166.57	ACR|2VULN|2DMG|1AART|1ASPD	14DMG|2LIT|3ASPD|5RCR|6CGEN|7aVULN|8AART|9RPLT
250	23216 13353	   	166.57	ACR|2VULN|2DMG|1AART|1ASPD	14DMG|2LIT|3ASPD|5RCR|6CGEN|7aVULN|8AART|9FEWX
251	23216 16633	   	166.57	ACR|2VULN|2DMG|1AART|1ASPD	14DMG|2LIT|3ASPD|5RCR|6CGEN|7FEWX|8AART|9aVULN
252	12311 63527	 * 	166.57	DCR|4VULN|3CDMG|2ASPD	17ASPD|247CDMG|379aVULN|5MBVNT|6DMSP|7BPWR|8RCR
253	24133 21324	   	166.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	19DMG|2DUR|3LHND|4AART|5DUST|6RCR|7ZMB|8LEGI|aVULN
254	23332 11263	   	166.51	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	14DMG|2LIT|3AART|5SELL|68VULN|7LSRICY|9RCR|aASPD
255	12365 21213	   	166.49	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5aAART|7RCR|8LWND|9ERES
256	12365 21222	   	166.49	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|26CDMG|3VULN|4DMG|59AART|7RCR|8LWND|aCANSTR
257	12365 21422	   	166.49	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|26CDMG|3VULN|4DMG|59AART|7RCR|8LHND|aCANSTR
258	12365 21533	   	166.49	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5aAART|7RCR|8TLV|9LWND
259	22365 21213	   	166.49	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5aAART|7RCR|8LWND|9ERES
260	22365 21222	   	166.49	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|26CDMG|3VULN|4ASPD|59AART|7RCR|8LWND|aCANSTR
261	22365 21422	   	166.49	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|26CDMG|3VULN|4ASPD|59AART|7RCR|8LHND|aCANSTR
262	22365 21533	   	166.49	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5aAART|7RCR|8TLV|9LWND
263	22525 23125	   	166.49	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1DMG|26CDMG|3CGEN|4LEGI|59AART|7RCR|8DUR|aVULN
264	24318 84414	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2DUR|3MBVNT|4aVULN|58AART|6RCR|7LEGI|9LWND
265	22263 43236	   	166.37	DCR|2VULN|2DMG|2CDMG|1ASPD|1SELL	1aDMG|2aCDMG|3LIT|4SELL|5RPLT|6RCR|7ASPD|8NUKE|9aVULN|aBPWR
266	21347 14525	   	166.32	DCR|3VULN|3DMG	159DMG|259BEXP|3MBVNT|4BELT|59BPWR|69aVULN|7RCVC|8RCR
267	22124 33621	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2CDMG|3DUR|4FEWX|5AART|6LSRREG|7RCR|8BEXP|aVULN
268	24318 84433	   	166.31	DCR|2AART|2DMG|1VULN|1DUR	1aDMG|2DUR|3MBVNT|4VULN|58AART|6RCR|7LEGI|9TLV
269	24318 84443	   	166.31	DCR|2AART|2DMG|1VULN|1DUR	1aDMG|2DUR|3MBVNT|4VULN|58AART|6RCR|7LEGI|9NUKE
270	63531 23215	   	166.27	ACR|3VULN|1AART|2DUR|1ZMB	17aVULN|2LHND|3AART|4RCR|58DUR|6ZMB|9RPLT
271	24332 47214	   	166.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	17DMG|27DUR|3MBVNT|4DMSP|57LHND|6AART|7BPWR|8RCR|9ZMB|aVULN
272	62111 63315	   	166.11	DCR|3VULN|2DMG|1ZMB|1DUR	17aVULN|2DUR|3aDMG|4TLV|5RMIN|6ZMB|8aLHND|9RCR|aBPWR
273	14318 21135	   	166.08	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	16ASPD|2DUR|3MBVNT|4VULN|5AART|7ZMB|8CDMG|9DMG|aRCR
274	24318 81121	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	19DMG|2DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8LHND|aCGEN
275	24318 81321	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	19DMG|2DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8FEWX|aCGEN
276	12365 21214	   	166.04	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8LWND|9ERES|aZMB
277	12365 21236	   	166.04	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8LWND|9MBVNT|aZMB
278	22365 21214	   	166.04	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8LWND|9ERES|aZMB
279	22365 21236	   	166.04	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8LWND|9MBVNT|aZMB
280	61335 23134	   	166.04	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1VULN|2RMIN|36CDMG|4NUKE|5AART|7RCR|8DUR|9DMG|aZMB
281	62121 62216	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	14aVULN|2DUR|38DMG|5BEXP|6FEWX|7ZMB|9RCR
282	62122 42216	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	14aVULN|2DUR|38DMG|5LHND|6FEWX|7ZMB|9RCR
283	64121 22216	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	14aVULN|2BEXP|38DMG|5FEWX|6DUR|7ZMB|9RCR
284	24318 81214	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2DUR|3MBVNT|4aVULN|5AART|6RCR|7ZMB|8TLV|9LWND
285	24318 81224	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8TLV|9BEXP
286	24318 81344	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8FEWX|9DUST
287	21324 67834	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2BEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|8ZMB|9DUR
288	62412 23332	   	165.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|27DUR|3LSRREG|5ZMB|6AART|8RCR|9DMG|aLWND
289	62412 23333	   	165.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|27DUR|3LSRREG|5ZMB|6AART|8RCR|9DMG|aCGEN
290	62412 23334	   	165.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|27DUR|3LSRREG|5ZMB|6AART|8RCR|9DMG|aBEXP
291	24318 48322	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2DUR|3MBVNT|47aVULN|5AART|6LIT|8RCR|9CGEN
292	13216 26433	   	165.87	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2LIT|34DMG|5RCR|6LHND|7aVULN|8TLV|9AART
293	23216 26433	   	165.87	ACR|2VULN|2DMG|1AART|1ASPD	14DMG|2LIT|3ASPD|5RCR|6LHND|7aVULN|8TLV|9AART
294	24318 81234	   	165.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2DUR|3MBVNT|4aVULN|5AART|6RCR|7ZMB|89TLV
295	62412 23331	   	165.86	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|27DUR|3LSRREG|5ZMB|6AART|8RCR|9DMG|aTLV
296	62412 23336	   	165.86	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|27DUR|3LSRREG|5ZMB|6AART|8RCR|9DMG|aDUST
297	22324 24262	   	165.85	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	1DMG|27CDMG|3VULN|4FEWX|56AART|8BEXP|9RCR|aZMB
298	22165 21351	   	165.84	DCR|2DMG|1AART|3CDMG|1DUR|1ASPD	19DMG|269CDMG|3DUR|4ASPD|5AART|7RCR|89aCGEN|9BPWR
299	22165 21353	   	165.84	DCR|2DMG|1AART|3CDMG|1ASPD|1DUR	19DMG|269CDMG|3DUR|4ASPD|5AART|7RCR|89CGEN|9BPWR|aDMSP
300	12365 33412	   	165.83	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	18ASPD|2CDMG|38VULN|4DMG|5AART|6DUST|78FEWX|8BPWR|9ERES|aRCR
301	12365 33432	   	165.83	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	18ASPD|2CDMG|38VULN|4DMG|5AART|6DUST|78FEWX|8BPWR|9NUKE|aRCR
302	24318 81124	   	165.82	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	19DMG|2DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8LHND|aSELL
303	24318 81324	   	165.82	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	19DMG|2DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8FEWX|aSELL
304	32123 15232	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2LIT|3LHND|45VULN|6AART|7RCR|8ASPD|9DMG|aCDMG
305	32123 15462	 * 	165.81	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1RPLT|2LIT|3LHND|45VULN|6AART|7RCR|8DUR|9FLTHEA|aDMG
306	53423 15232	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2LHND|3RPLT|45VULN|6AART|7RCR|8ASPD|9DMG|aCDMG
307	14314 84363	   	165.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2DUR|3MBVNT|46VULN|5ZMB|7LWND|8RCR|9AART|aDMG
308	21113 11232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2BEXP|3LHND|48VULN|5DUST|6RCR|7DUR|9CDMG|aAART
309	21213 11232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2BEXP|3LWND|48VULN|5DUST|6RCR|7DUR|9CDMG|aAART
310	21413 12232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2BEXP|3DUR|48VULN|5DUST|6RCR|7FEWX|9CDMG|aAART
311	21413 14232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2BEXP|3DUR|48VULN|5DUST|6RCR|7LWND|9CDMG|aAART
312	24113 12232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|3LHND|48VULN|5DUST|6RCR|7BEXP|9CDMG|aAART
313	24213 12232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|3LWND|48VULN|5DUST|6RCR|7BEXP|9CDMG|aAART
314	26413 12232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2FEWX|3DUR|48VULN|5DUST|6RCR|7BEXP|9CDMG|aAART
315	42113 12232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3DMG|48VULN|5DUST|6RCR|7BEXP|9CDMG|aAART
316	44113 11232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2BEXP|3DMG|48VULN|5DUST|6RCR|7DUR|9CDMG|aAART
317	62153 12232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3DMG|4LWND|5DUST|6RCR|7BEXP|9CDMG|aAART
318	62252 12232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3DUST|4DMG|5FEWX|6RCR|7BEXP|9CDMG|aAART
319	62256 12232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3DUST|4DMG|5BEXP|6RCR|7FEWX|9CDMG|aAART
320	63256 11232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2LHND|3DUST|4DMG|5BEXP|6RCR|7DUR|9CDMG|aAART
321	64153 11232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2BEXP|3DMG|4LWND|5DUST|6RCR|7DUR|9CDMG|aAART
322	64252 11232	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2BEXP|3DUST|4DMG|5FEWX|6RCR|7DUR|9CDMG|aAART
