0	Index      	 *	Score 	Summary	Detail	
1	14552 33123	 * 	178.07	DCR|4VULN|3ZMB|2CDMG	13aLWND|236ZMB|36aBPWR|4DMSP|569aVULN|7RCR|8aCDMG
165	11553 24212	   	159.42	ACR|3VULN|1AART|1CDMG|1DUR	19LWND|2DUR|37aVULN|4CGEN|5RCR|6AART|8CDMG
166	63113 35523	   	159.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|2ZMB|38VULN|4BEXP|5RCR|6LHND|7ASPD|9AART|aDMG
167	21536 31214	   	159.26	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1FEWX|29DUR|3VULN|4ASPD|5DMG|6LWND|7RCR|8AART|aCDMG
168	11152 36125	   	159.26	DCR|2VULN|1AART|1DMG|2DUR	16LWND|2aDUR|3AART|45VULN|7RCR|8RMIN|9DMG
169	11152 36325	   	159.26	DCR|2VULN|1AART|1DMG|2DUR	16LWND|2aDUR|3AART|45VULN|7RCR|8CGEN|9DMG
170	53433 11632	 * 	159.21	ACR|3AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3RCVC|4RCR|57aAART|6DUR|8DMG|9CDMG
171	31536 31214	   	159.16	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DUST|29DUR|3VULN|4ASPD|5DMG|6LWND|7RCR|8AART|aCDMG
172	21123 43415	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|36AART|4CDMG|5BELT|7DMG|8RCR|9LIT|aVULN
173	21123 43424	   	159.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|36AART|4CDMG|5BELT|7DMG|8RCR|9MLV|aVULN
174	11513 12421	   	159.03	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aLHND
175	21513 12421	   	159.03	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2DUR|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aLHND
176	31123 43424	   	158.97	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|36AART|4CDMG|5BELT|7DMG|8RCR|9MLV|aVULN
177	11513 12423	   	158.93	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2DUR|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aERES
178	21513 12423	   	158.93	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2DUR|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aERES
179	31513 12421	   	158.93	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aLHND
180	31513 12422	   	158.93	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aBEXP
181	31513 12423	   	158.83	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8ASPD|9DMG|aERES
182	31513 12433	   	158.83	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	19DUST|2DUR|34VULN|5RCR|6RCVC|7AART|8ASPD|aDMG
183	21413 15423	 * 	158.77	DCR|1AART|1VULN|1DMG|2ZMB|2DUR|1ASPD	16FEWX|24DUR|3DMG|56ZMB|6BPWR|7AART|8RCR|9ASPD|aVULN
184	11152 36611	 * 	158.67	DCR|3VULN|1AART|3DUR	16LWND|289DUR|3AART|45aVULN|7RCR
185	16513 41123	   	158.50	ACR|4VULN|2CDMG|1ZMB	1aLWND|2FEWX|349aVULN|5RCR|6BEXP|7ZMB|8aCDMG|aBPWR
186	21122 65236	   	158.41	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|3AART|4CDMG|57aVULN|6MGNLIT|8BELT|9RCR
187	65621 32333	   	158.38	DCR|2DMG|1AART|1VULN|1CDMG	13CGEN|23DMG|3BPWR|4CDMG|5LWND|6VULN|7RCR|8DUST|9AART|aRCVC
188	11122 34176	   	158.31	DCR|3VULN|1AART|1CDMG|1DUR	1LWND|2DUR|3AART|4CDMG|56aVULN|7MBVNT|8CGEN|9RCR
189	35513 31163	   	158.30	ACR|4VULN|2CDMG|1ZMB	1aDUST|2BEXP|349aVULN|5RCR|6LHND|7ZMB|8aCDMG|aBPWR
190	36513 31163	   	158.30	ACR|4VULN|2CDMG|1ZMB	1aDUST|2FEWX|349aVULN|5RCR|6LHND|7ZMB|8aCDMG|aBPWR
191	46513 31133	 * 	158.24	ACR|3VULN|2CDMG|2DUR|1ZMB	1aDUR|2FEWX|34aVULN|5RCR|6LHND|7ZMB|8aCDMG|9RCVC|aBPWR
192	11513 23426	   	158.12	ACR|3VULN|1AART|1CDMG|1DUR	1LWND|2DUR|34aVULN|5RCR|6MBVNT|7CGEN|8AART|9CDMG
193	51161 32522	   	158.05	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2CDMG|3FEWX|45DMG|6VULN|7RCR|8ZMB|9ASPD|aDUR
194	21124 36362	   	158.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4CDMG|5DUST|6VULN|7DMG|8RCVC|9RCR|aZMB
195	11513 32476	 * 	157.98	ACR|4VULN|1AART|1DUR	1LWND|2DUR|348aVULN|5RCR|6LHND|7MBVNT|9AART
196	11513 12461	 * 	157.91	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1LWND|2aDUR|34VULN|5RCR|6RCVC|7AART|8ASPD|9CDMG
197	21513 12461	   	157.91	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1FEWX|2aDUR|34VULN|5RCR|6RCVC|7AART|8ASPD|9CDMG
198	41113 12462	   	157.91	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	12DUR|3aVULN|4BEXP|5RCR|6RCVC|7AART|8ASPD|9CDMG
199	21533 51233	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2DUR|3aVULN|4ASPD|5LHND|6RMIN|7RCR|8AART|9DMG
200	21536 31232	   	157.90	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1aFEWX|2DUR|3VULN|4ASPD|59DMG|6LWND|7RCR|8AART
201	21536 31261	   	157.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2DUR|3aVULN|4ASPD|5DMG|6LWND|7RCR|8AART|9RPLT
202	65621 32132	   	157.90	DCR|2VULN|2DMG|1CDMG|1ASPD	138CGEN|23DMG|3BPWR|4CDMG|5LWND|69VULN|7RCR|aASPD
203	65633 32132	   	157.90	DCR|2VULN|2DMG|1CDMG|1ASPD	138CGEN|23DMG|3BPWR|4BEXP|5CDMG|69VULN|7RCR|aASPD
204	65111 31234	   	157.88	DCR|2VULN|1AART|1DMG|1CDMG	19CGEN|2DMG|39VULN|4BEXP|5LHND|69LWND|7RCR|8AART|9BPWR|aCDMG
205	65113 31234	   	157.88	DCR|2VULN|1AART|1DMG|1CDMG	19CGEN|2DMG|39VULN|4BEXP|5FEWX|69LWND|7RCR|8AART|9BPWR|aCDMG
206	51221 62621	   	157.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CDMG|3TLV|4VULN|5DMG|6CGEN|7RCR|8AART|9ZMB|aDUR
207	51221 62622	   	157.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2CDMG|3TLV|4VULN|5DMG|6CGEN|7RCR|8AART|9ZMB|aASPD
208	51221 63315	   	157.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3TLV|49VULN|5DMG|6CGEN|7AART|8ASPD|aRCR
209	41133 12462	   	157.81	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	12DUR|3aVULN|4LEGI|5RCR|6RCVC|7AART|8ASPD|9CDMG
210	21536 31233	   	157.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1FEWX|2DUR|3VULN|4ASPD|59DMG|6LWND|7RCR|8AART|aERES
211	21536 31236	   	157.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1FEWX|2DUR|3VULN|4ASPD|59DMG|6LWND|7RCR|8AART|aDUST
212	31533 51233	   	157.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2DUR|3aVULN|4ASPD|5LHND|6RMIN|7RCR|8AART|9DMG
213	31536 31232	   	157.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2DUR|3VULN|4ASPD|59DMG|6LWND|7RCR|8AART|aFEWX
214	31536 31233	   	157.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2DUR|3VULN|4ASPD|59DMG|6LWND|7RCR|8AART|aBEXP
215	61161 32132	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	18CGEN|2CDMG|3FEWX|45DMG|69VULN|7RCR|aASPD
216	65621 32312	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	13CGEN|23DMG|3BPWR|4CDMG|5LWND|6aVULN|7RCR|8DUST|9DUR
217	65633 32312	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	13CGEN|23DMG|3BPWR|4BEXP|5CDMG|6aVULN|7RCR|8DUST|9DUR
218	31536 31236	   	157.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1aDUST|2DUR|3VULN|4ASPD|59DMG|6LWND|7RCR|8AART
219	51161 32243	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9BELT|aASPD
220	51161 32252	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9LHND|aDUR
221	51161 32263	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9DUR|aLHND
222	61161 32312	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1CGEN|2CDMG|3FEWX|45DMG|6aVULN|7RCR|8DUST|9DUR
223	61221 42131	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1CGEN|2CDMG|3TLV|49VULN|5aDMG|6DUR|7RCR|8LIT
224	61161 32613	   	157.68	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|39aFEWX|45DMG|6VULN|7RCR|8AART
225	61161 32622	   	157.68	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|3aFEWX|45DMG|6VULN|7RCR|8AART|9LWND
226	31512 64131	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	19DUST|2DUR|34VULN|5aDMG|6CDMG|7RCR|8LIT
227	51221 44131	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2CDMG|3TLV|49VULN|5aDMG|6DUR|7RCR|8LIT
228	51161 32212	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9DUST|aDUR
229	51161 32222	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	19ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|aASPD
230	51161 32261	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1aERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9DUR
231	51161 32612	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|39FEWX|45DMG|6VULN|7RCR|8AART|aMLV
232	51161 32613	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|39FEWX|45DMG|6VULN|7RCR|8AART|aCGEN
233	51161 32622	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|3aFEWX|45DMG|6VULN|7RCR|8AART|9LWND
234	61161 32611	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|39FEWX|45DMG|6VULN|7RCR|8AART|aERES
235	61161 32621	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8AART|9LWND|aDUST
236	61161 32632	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|3aFEWX|45DMG|6VULN|7RCR|8AART|9LEGI
237	16512 23152	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1LWND|2FEWX|34aVULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG
238	51161 32611	   	157.48	DCR|2DMG|1AART|1VULN|1CDMG	1aERES|2CDMG|39FEWX|45DMG|6VULN|7RCR|8AART
239	51161 32621	   	157.48	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|3FEWX|45DMG|6VULN|7RCR|8AART|9LWND|aDUST
240	51161 32632	   	157.48	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|3aFEWX|45DMG|6VULN|7RCR|8AART|9LEGI
241	61161 32631	   	157.48	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8AART|9LEGI|aDUST
242	51161 24232	 * 	157.47	DCR|3DMG|1AART|1CDMG|1ZMB	1ERES|2CDMG|3FEWX|456DMG|7AART|8ZMB|9LEGI|aRCR
243	14552 33121	   	157.45	DCR|3VULN|3ZMB|1CDMG	13LWND|236ZMB|36BPWR|4DMSP|569VULN|7RCR|8CDMG|aLIT
244	36512 23121	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1DUST|2FEWX|349VULN|5DMG|6BEXP|7ZMB|8RCR|aCDMG
245	36512 23152	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1DUST|2FEWX|34aVULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG
246	51161 32333	   	157.43	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1ERES|28CDMG|3FEWX|45DMG|6VULN|7RCR|9ZMB|aDUR
247	11513 12125	   	157.38	ACR|2VULN|1AART|1DMG|2DUR	1LWND|2aDUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG
248	11513 12325	   	157.38	ACR|2VULN|1AART|1DMG|2DUR	1LWND|2aDUR|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG
249	21513 12125	   	157.38	ACR|2VULN|1AART|1DMG|2DUR	1FEWX|2aDUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG
250	21513 12325	   	157.38	ACR|2VULN|1AART|1DMG|2DUR	1FEWX|2aDUR|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG
251	51161 32631	   	157.38	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|3FEWX|45DMG|6VULN|7RCR|8AART|9LEGI|aDUST
252	31514 21283	   	157.36	DCR|3VULN|1AART|1ZMB|1DUR	1DUST|2DUR|34aVULN|5LHND|6MBVNT|7RCR|8AART|9ZMB
253	11412 36423	 * 	157.36	DCR|2AART|1DMG|1CDMG|1FLTHEA|2DUR	15LWND|24DUR|3DMG|6FLTHEA|7RCR|89AART|aCDMG
254	26163 33532	   	157.35	DCR|3VULN|3ZMB|1CDMG	12FEWX|368VULN|456ZMB|6BPWR|7RCR|9RMIN|aCDMG
255	14552 33122	   	157.35	DCR|3VULN|3ZMB|1CDMG	13LWND|236ZMB|36BPWR|4DMSP|569VULN|7RCR|8CDMG|aLEGI
256	26163 33121	   	157.35	DCR|3VULN|3ZMB|1CDMG	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8CDMG|aLIT
257	26163 33122	   	157.35	DCR|3VULN|3ZMB|1CDMG	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8CDMG|aLHND
258	26163 33123	   	157.35	DCR|3VULN|3ZMB|1CDMG	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8CDMG|aMLV
259	26163 33126	   	157.35	DCR|3VULN|3ZMB|1CDMG	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8CDMG|aBELT
260	26163 33152	   	157.35	DCR|3VULN|3ZMB|1CDMG	12FEWX|36aVULN|456ZMB|6BPWR|7RCR|8CDMG|9CGEN
261	26163 33632	   	157.35	DCR|3VULN|3ZMB|1CDMG	128FEWX|36aVULN|456ZMB|6BPWR|7RCR|9CDMG
262	11513 28422	   	157.33	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7aZMB|8AART|9CDMG
263	21536 31143	   	157.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2DUR|3aVULN|4ASPD|5DMG|6LWND|7RCR|8LIT|9AART
264	31513 12125	   	157.28	ACR|2VULN|1AART|1DMG|2DUR	1DUST|2aDUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9DMG
265	31513 12325	   	157.28	ACR|2VULN|1AART|1DMG|2DUR	1DUST|2aDUR|34VULN|5RCR|6RCVC|7AART|8CGEN|9DMG
266	11433 24522	   	157.27	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1LWND|2DUR|3DMG|4FEWX|5LHND|6aAART|7VULN|8RCR|9CDMG
267	65621 32233	   	157.27	DCR|2VULN|2DMG|2CDMG	13CGEN|23DMG|3BPWR|48CDMG|5LWND|69VULN|7RCR|aFEWX
268	65633 32233	   	157.27	DCR|2VULN|2DMG|2CDMG	13CGEN|23DMG|3BPWR|4BEXP|58CDMG|69VULN|7RCR|aFEWX
269	26163 33422	   	157.25	DCR|3VULN|3ZMB|1CDMG	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8ERES|aCDMG
270	41163 33511	   	157.24	DCR|3VULN|3ZMB|2DUR	12DUR|368VULN|456ZMB|6BPWR|7RCR|9BEXP|aRCVC
271	31536 31143	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2DUR|3aVULN|4ASPD|5DMG|6LWND|7RCR|8LIT|9AART
272	13552 33214	 * 	157.17	DCR|2VULN|2DMG|3ASPD	13LWND|236ASPD|36BPWR|4DMSP|56VULN|7RCR|8aDMG|9LEGI
273	13552 33234	   	157.17	DCR|2VULN|2DMG|3ASPD	13LWND|236ASPD|36BPWR|4DMSP|56VULN|7RCR|8aDMG|9DUST
274	61161 32233	   	157.17	DCR|2VULN|2DMG|2CDMG	1CGEN|28CDMG|3aFEWX|45DMG|69VULN|7RCR
275	61161 32234	   	157.17	DCR|2VULN|2DMG|2CDMG	1aCGEN|28CDMG|3FEWX|45DMG|69VULN|7RCR
276	65621 32231	   	157.17	DCR|2VULN|2DMG|2CDMG	13CGEN|23DMG|3BPWR|48CDMG|5LWND|69VULN|7RCR|aTLV
277	65633 32231	   	157.17	DCR|2VULN|2DMG|2CDMG	13CGEN|23DMG|3BPWR|4BEXP|58CDMG|69VULN|7RCR|aTLV
278	11441 13326	   	157.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18LWND|2DUR|39DMG|4AART|5ZMB|6CGEN|7VULN|aRCR
279	11441 33326	   	157.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	16LWND|2DUR|39DMG|4AART|5ZMB|7VULN|8CGEN|aRCR
280	26163 33124	   	157.11	DCR|3VULN|3ZMB|1CDMG|1SELL	12FEWX|369VULN|456ZMB|6BPWR|7RCR|8CDMG|aSELL
281	61161 32231	   	157.07	DCR|2VULN|2DMG|2CDMG	1CGEN|28CDMG|3FEWX|45DMG|69VULN|7RCR|aTLV
282	61161 32235	   	157.07	DCR|2VULN|2DMG|2CDMG	1CGEN|28CDMG|3FEWX|45DMG|69VULN|7RCR|aERES
283	61161 32236	   	157.07	DCR|2VULN|2DMG|2CDMG	1CGEN|28CDMG|3FEWX|45DMG|69VULN|7RCR|aNUKE
284	55433 21133	   	157.06	ACR|2AART|1VULN|1DMG|1CDMG	1ERES|2DMG|3RCVC|4RCR|57AART|6FEWX|8CGEN|9CDMG|aVULN
285	21232 34324	   	157.01	DCR|1AART|1DMG|1CDMG|1FLTHEA|2DUR|1ZMB	13FEWX|23DUR|3BPWR|4LHND|5DMG|6FLTHEA|7RCR|8AART|9CDMG|aZMB
286	21262 34325	 * 	157.01	DCR|1AART|1VULN|1CDMG|1FLTHEA|2DUR|1ZMB	13FEWX|23DUR|3BPWR|4ZMB|5LWND|6FLTHEA|7RCR|8AART|9CDMG|aVULN
287	11512 36141	   	157.01	DCR|3VULN|2DMG|1DUR	167LWND|2DUR|34aVULN|56DMG|6BPWR|8RCVC|9RCR
288	35513 33523	   	157.00	ACR|3VULN|1AART|1DMG	1DUST|2BEXP|348VULN|5RCR|6LHND|7MLV|9AART|aDMG
289	65134 11223	 * 	157.00	ACR|3DMG|1AART|1VULN	1CGEN|28aDMG|3VULN|4DMSP|5RCR|6LWND|7TLV|9AART
290	11553 25233	   	156.98	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|3aVULN|4CGEN|5RCR|6AART|7RCVC|8CDMG|9ZMB
291	61161 32332	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8DUST|9AART|aDMSP
292	61161 32334	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8DUST|9AART
293	61161 32336	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8DUST|9AART|aMLV
294	65621 32331	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	13CGEN|23DMG|3BPWR|4CDMG|5LWND|6VULN|7RCR|8aDUST|9AART
295	11236 34325	   	156.91	DCR|1AART|1VULN|1CDMG|1FLTHEA|2DUR|1ZMB	13LWND|23DUR|3BPWR|4LEGI|5ZMB|6FLTHEA|7RCR|8AART|9CDMG|aVULN
296	21412 34324	   	156.91	DCR|1AART|1DMG|1CDMG|1FLTHEA|2DUR|1ZMB	1FEWX|24DUR|3DMG|5LWND|6FLTHEA|7RCR|8AART|9CDMG|aZMB
297	61161 32331	   	156.88	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8aDUST|9AART
298	36512 33316	   	156.86	DCR|2VULN|2DMG|1CDMG|1ZMB	167DUST|2FEWX|34VULN|56DMG|6BPWR|8CDMG|9RCR|aZMB
299	53433 13421	   	156.84	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ERES|2ZMB|3RCVC|4RCR|5AART|6DUR|7VULN|8ASPD|9DMG|aLHND
300	53433 13422	   	156.84	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ERES|2ZMB|3RCVC|4RCR|5AART|6DUR|7VULN|8ASPD|9DMG|aBEXP
301	65124 32233	   	156.83	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1CGEN|2DMG|3aVULN|4MLV|5SELL|6CDMG|7RCR|8RPLT|9AART
302	62362 21262	 * 	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2LHND|3LSRHEA|4RCR|5FEWX|68DMG|7CDMG|9VULN|aAART
303	11513 12611	 * 	156.79	ACR|3VULN|1AART|3DUR	1LWND|289DUR|34aVULN|5RCR|6RCVC|7AART
304	21513 12611	   	156.79	ACR|3VULN|1AART|3DUR	1FEWX|289DUR|34aVULN|5RCR|6RCVC|7AART
305	53433 13423	   	156.74	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1aERES|2ZMB|3RCVC|4RCR|5AART|6DUR|7VULN|8ASPD|9DMG
306	55124 32233	   	156.73	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1ERES|2DMG|3aVULN|4MLV|5SELL|6CDMG|7RCR|8RPLT|9AART
307	61221 22233	   	156.73	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1CGEN|2CDMG|3TLV|4aVULN|5DMG|6SELL|7RCR|8RPLT|9AART
308	31513 12611	   	156.69	ACR|3VULN|1AART|3DUR	1DUST|289DUR|34aVULN|5RCR|6RCVC|7AART
309	41133 12661	   	156.69	ACR|3VULN|1AART|3DUR	128DUR|39aVULN|4LEGI|5RCR|6RCVC|7AART|9BPWR
310	11513 11425	   	156.68	ACR|2VULN|1AART|1DMG|2DUR	1LWND|2aDUR|34VULN|5RCR|6RCVC|7TLV|8AART|9DMG
311	11513 13425	   	156.68	ACR|2VULN|1AART|1DMG|2DUR	1LWND|2aDUR|34VULN|5RCR|6RCVC|7ERES|8AART|9DMG
312	65134 12321	   	156.65	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2DMG|3VULN|4DMSP|5RCR|6LWND|7AART|8CDMG|9ZMB|aDUR
313	65134 12322	   	156.65	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2DMG|3VULN|4DMSP|5RCR|6LWND|7AART|8CDMG|9ZMB|aASPD
314	51221 22233	   	156.63	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1ERES|2CDMG|3TLV|4aVULN|5DMG|6SELL|7RCR|8RPLT|9AART
315	51221 22525	   	156.63	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1ERES|2CDMG|3TLV|4aVULN|5DMG|6SELL|7RCR|8CGEN|9AART
316	61221 22625	   	156.63	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1CGEN|2CDMG|3TLV|4aVULN|5DMG|6SELL|7RCR|8ERES|9AART
317	46513 31113	   	156.63	ACR|3VULN|2CDMG|2DUR|1ZMB	1aDUR|2FEWX|34aVULN|5RCR|69LHND|7ZMB|8aCDMG|aBPWR
318	21536 31215	   	156.61	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1FEWX|29DUR|3VULN|4ASPD|5DMG|6LWND|7RCR|8AART|aZMB
319	21123 43416	   	156.60	DCR|2AART|2DMG|1CDMG|1DUR	1FEWX|2DUR|36AART|4CDMG|5BELT|7aDMG|8RCR|9LIT
320	11513 28448	 * 	156.56	ACR|2VULN|2AART|2DUR|1ZMB	1LWND|29DUR|34VULN|5RCR|6MBVNT|7ZMB|8aAART
321	55134 12321	   	156.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|3VULN|4DMSP|5RCR|6LWND|7AART|8CDMG|9ZMB|aDUR
322	55134 12322	   	156.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2DMG|3VULN|4DMSP|5RCR|6LWND|7AART|8CDMG|9ZMB|aASPD
323	53433 13611	   	156.54	ACR|2VULN|1AART|3DUR|1ZMB	1ERES|2ZMB|3RCVC|4RCR|5AART|689DUR|7aVULN
324	51221 22387	   	156.53	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1ERES|2CDMG|3TLV|4VULN|5aDMG|6SELL|7RCR|8MBVNT|9AART
325	11513 28123	   	156.53	ACR|3VULN|2CDMG|2DUR|1ZMB	1aLWND|2aDUR|349VULN|5RCR|6MBVNT|7ZMB|8aCDMG|aBPWR
326	31536 31215	   	156.51	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1DUST|29DUR|3VULN|4ASPD|5DMG|6LWND|7RCR|8AART|aZMB
327	65621 32121	   	156.48	DCR|2DMG|1AART|1VULN|1CDMG	138CGEN|23DMG|3BPWR|4CDMG|5LWND|6VULN|7RCR|9ERES|aAART
328	11152 36433	   	156.39	DCR|3VULN|1AART|1DUR|1ASPD	16LWND|2DUR|3AART|45aVULN|7RCR|8ASPD|9DUST
