0	Index      	 *	Score 	Summary	Detail	
1	32141 54113	 * 	181.73	DCR|2VULN|1AART|1DMG|3DUR|1CDMG|1ZMB	123DUR|4CDMG|5AART|6DMG|78VULN|9RCR|aZMB
166	12413 42221	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2LHND|3CDMG|4RCVC|58VULN|6ASPD|7RCR|9aDMG
167	32526 23621	 * 	157.75	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	12DUR|38CDMG|4RCR|5LIT|6VULN|7DMG|9ERES|aAART
168	32525 23431	   	157.70	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|59VULN|6DUST|7AART|8ASPD|aFEWX
169	32525 23432	   	157.70	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|59VULN|6DUST|7AART|8ASPD|aLIT
170	13416 42221	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2DUST|3CDMG|4RCVC|58VULN|6ASPD|7RCR|9aDMG
171	32462 13221	   	157.67	DCR|3VULN|1AART|3DUR	128DUR|348VULN|5DMSP|6RCR|78aMLV|8BPWR|9AART
172	32462 13223	   	157.67	DCR|3VULN|1AART|3DUR	128DUR|348VULN|5DMSP|6RCR|78MLV|8BPWR|9AART|aLIT
173	32462 13225	   	157.67	DCR|3VULN|1AART|3DUR	128DUR|348VULN|5DMSP|6RCR|78MLV|8BPWR|9AART|aRPLT
174	32141 24413	   	157.63	DCR|1AART|1VULN|3DUR|2ASPD|1CDMG|1ZMB	123DUR|4CDMG|5AART|68ASPD|7VULN|9RCR|aZMB
175	32141 24111	   	157.60	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	123DUR|4CDMG|5AART|6ASPD|78VULN|9RCR|aCGEN
176	32141 24116	   	157.60	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	123DUR|4CDMG|5AART|6ASPD|78VULN|9RCR|aLWND
177	32464 11133	 * 	157.60	DCR|4VULN|1CDMG|2DUR	12DUR|3459VULN|6RCR|7RPLT|8CGEN|aCDMG
178	32141 24112	   	157.50	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	123DUR|4CDMG|5AART|6ASPD|78VULN|9RCR|aDUST
179	32141 24114	   	157.50	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	123DUR|4CDMG|5AART|6ASPD|78VULN|9RCR|aMBVNT
180	23442 33262	   	157.37	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2ZMB|3CDMG|4RCR|5DUR|6ASPD|7aAART|8BEXP|9VULN
181	36151 52132	   	157.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2BELT|35ERES|45VULN|5BPWR|6CDMG|7DMG|8AART|9MLV|aRCR
182	36152 52132	   	157.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2BELT|3ERES|45VULN|6CDMG|7DMG|8AART|9MLV|aRCR
183	12453 62211	   	157.27	DCR|2VULN|2DMG|2CDMG	1CGEN|24LHND|34CDMG|4BPWR|58VULN|6RMIN|7RCR|9aDMG
184	23442 33362	   	157.27	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2ZMB|3CDMG|4RCR|5DUR|6ASPD|7aAART|8LEGI|9VULN
185	32525 53111	   	157.16	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	128DUR|3CDMG|4RCR|5VULN|6FEWX|7AART|9BEXP|aDMG
186	32525 53131	   	157.16	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	128DUR|3CDMG|4RCR|5VULN|6FEWX|7AART|9DMG|aBELT
187	32525 53133	   	157.16	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	128DUR|3CDMG|4RCR|5VULN|6FEWX|7AART|9DMG|aLIT
188	12123 46131	   	157.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2LHND|3BEXP|4DUR|5RCR|6AART|7aVULN|8ASPD|9DMG
189	12123 46511	   	157.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2LHND|3BEXP|4DUR|5RCR|6AART|7aVULN|8DMG|9ASPD
190	23152 42232	   	157.06	DCR|2AART|2VULN|1CDMG|1ZMB	1LHND|2ZMB|3BEXP|4LSRICY|57AART|6aVULN|8CDMG|9RCR
191	32525 23111	   	157.06	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	128DUR|3CDMG|4RCR|5VULN|6DUST|7AART|9BEXP|aDMG
192	32525 23131	   	157.06	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	128DUR|3CDMG|4RCR|5VULN|6DUST|7AART|9DMG|aBELT
193	32525 23133	   	157.06	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	128DUR|3CDMG|4RCR|5VULN|6DUST|7AART|9DMG|aLIT
194	32525 23134	   	157.06	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	128DUR|3CDMG|4RCR|5VULN|6DUST|7AART|9DMG|aDMSP
195	32525 23136	   	157.06	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	128DUR|3CDMG|4RCR|5VULN|6DUST|7AART|9DMG|aLHND
196	21123 46131	   	157.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LHND|2ERES|3BEXP|4DUR|5RCR|6AART|7aVULN|8ASPD|9DMG
197	32141 34114	 * 	156.98	DCR|2VULN|1AART|2CDMG|3DUR	123DUR|4aCDMG|5AART|6CGEN|78VULN|9RCR
198	53152 42232	   	156.96	DCR|2AART|2VULN|1CDMG|1ZMB	1DUST|2ZMB|3BEXP|4LSRICY|57AART|6aVULN|8CDMG|9RCR
199	65312 23411	 * 	156.96	ACR|2AART|1VULN|1DMG|2ZMB	17LIT|27MLV|3RCR|47ZMB|5RCVC|68AART|7BPWR|9DMG|aVULN
200	32525 23135	   	156.96	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	128DUR|3CDMG|4RCR|5VULN|6DUST|7AART|9DMG|aMBVNT
201	31426 21233	   	156.95	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD|1SELL	18DUR|2ERES|38CDMG|4SELL|5BEXP|6ASPD|78VULN|8BPWR|9RCR|aAART
202	32522 36231	   	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|67BEXP|89VULN|aDMG
203	32522 51332	   	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|69VULN|7FEWX|8LHND|aDMG
204	32522 51531	   	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|69VULN|78FEWX|aDMG
205	32522 52111	   	156.93	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|6VULN|78CGEN|9aDMG
206	32522 52115	   	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|6aVULN|78CGEN|9DMG
207	32522 52213	   	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|68VULN|7CGEN|9DMG|aLIT
208	32522 52251	   	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|68VULN|7CGEN|9LWND|aDMG
209	32522 53331	   	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|69VULN|78LHND|aDMG
210	32522 53532	   	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|69VULN|7LHND|8FEWX|aDMG
211	32522 55332	   	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|69VULN|7BEXP|8LHND|aDMG
212	32525 32231	   	156.93	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|58VULN|6MLV|7CGEN|9ZMB|aDMG
213	31113 46131	   	156.92	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2ERES|3BEXP|4DUST|5RCR|6AART|7aVULN|8ASPD|9DMG
214	26526 23311	   	156.89	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DMSP|3CDMG|4RCR|5LIT|69VULN|7DMG|8MLV|aAART
215	22233 41613	 * 	156.84	ACR|3AART|2VULN|1ZMB|1DUR	1LHND|2DUR|3ZMB|4BEXP|5RCR|679AART|8aVULN
216	23123 41613	   	156.84	ACR|3AART|2VULN|1ZMB|1DUR	1LHND|2ZMB|3BEXP|4DUR|5RCR|679AART|8aVULN
217	22112 21332	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|25DUR|3LEGI|4RCR|6ZMB|79VULN|8CDMG|aDMG
218	22116 41332	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|26DUR|3LEGI|4RCR|5ZMB|79VULN|8CDMG|aDMG
219	32521 52231	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ERES|68VULN|7CGEN|9ZMB|aDMG
220	32522 15231	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|6ERES|7MLV|89VULN|aDMG
221	32522 52212	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|68VULN|7CGEN|9DMG|aDUST
222	32522 52216	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|68VULN|7CGEN|9DMG|aLEGI
223	32522 52221	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|68VULN|7CGEN|9DUST|aDMG
224	32522 52331	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|69VULN|7CGEN|8ERES|aDMG
225	32522 52431	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|69VULN|7CGEN|8TLV|aDMG
226	32524 52231	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5TLV|68VULN|7CGEN|9ZMB|aDMG
227	32525 42231	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|58VULN|6ERES|7CGEN|9ZMB|aDMG
228	33316 63332	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2DUST|3BEXP|4RCR|5ZMB|69VULN|8CDMG|aDMG
229	52316 63332	   	156.83	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1DUST|27DUR|3BEXP|4RCR|5ZMB|69VULN|8CDMG|aDMG
230	26526 23211	   	156.79	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DMSP|3CDMG|4RCR|5LIT|69VULN|7DMG|8ERES|aAART
231	22233 46351	   	156.78	ACR|3VULN|1AART|1ZMB|1DUR	1LHND|2DUR|3ZMB|4BEXP|5RCR|6AART|79aVULN|8LWND
232	23123 46351	   	156.78	ACR|3VULN|1AART|1ZMB|1DUR	1LHND|2ZMB|3BEXP|4DUR|5RCR|6AART|79aVULN|8LWND
233	53533 41313	   	156.74	ACR|3AART|2VULN|1ZMB|1DUR	1DUST|2ZMB|3aVULN|4BEXP|5RCR|679AART|8DUR
234	32522 11611	   	156.73	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|67ERES|8VULN|9aDMG
235	32522 11615	   	156.73	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5ZMB|67ERES|8aVULN|9DMG
236	22116 64123	   	156.68	ACR|3VULN|1AART|1ZMB|1DUR	1LHND|2DUR|3LEGI|4RCR|5ZMB|689VULN|7BEXP|aAART
237	33316 62123	   	156.68	ACR|3VULN|1AART|1ZMB|1DUR	1DUR|2DUST|3BEXP|4RCR|5ZMB|689VULN|7LHND|aAART
238	52316 62123	   	156.68	ACR|3VULN|1AART|1ZMB|1DUR	1DUST|2DUR|3BEXP|4RCR|5ZMB|689VULN|7LHND|aAART
239	23512 61262	   	156.67	DCR|3VULN|2DMG|1ZMB	18LHND|2ZMB|378VULN|4DUST|5TLV|68DMG|8BPWR|9LIT|aRCR
240	32525 13131	   	156.58	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1SELL	12DUR|3CDMG|4RCR|57VULN|6SNIHEL|8SELL|9DMG|aZMB
241	22112 54151	   	156.46	ACR|1AART|1DMG|1VULN|3DUR|1CDMG	1LHND|256DUR|3LEGI|4RCR|7CDMG|8AART|9VULN|aDMG
242	32143 14114	   	156.38	DCR|2VULN|1AART|2CDMG|3DUR	123DUR|4aCDMG|5CGEN|6AART|78VULN|9RCR
243	23512 61243	 * 	156.12	4VULN|3DMG|1AART|1ZMB	189LHND|2ZMB|3789VULN|4DUST|5TLV|689DMG|89BPWR|aAART
244	22241 62252	   	156.12	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	157LHND|2DUR|3ZMB|4AART|6RCR|8DMG|9VULN|aASPD
245	66111 24313	 * 	156.10	DCR|2VULN|2AART|2ZMB|1DUR	1LIT|25VULN|3RMIN|45ZMB|5BPWR|6aAART|7DUR|8RCR|9MGNSTR
246	65341 21313	   	156.07	ACR|2VULN|2AART|1ZMB|1DUR	1LIT|2MLV|3RCR|47VULN|5ZMB|6DUR|8aAART|9AIRHEL
247	53553 11111	   	156.07	ACR|4VULN|2ZMB|1DUR|1ASPD	1DUST|24ZMB|347aVULN|4BPWR|5RCR|6FEWX|8DUR|9ASPD
248	11532 42153	 * 	156.05	ACR|2AART|1VULN|1DMG|1FLTHEA	1CGEN|2BASICY|3RCR|4FEWX|57AART|6VULN|8RPLT|9FLTHEA|aDMG
249	65341 21123	   	156.04	ACR|3VULN|1DMG|1ZMB|1DUR	1LIT|2MLV|3RCR|47aVULN|5ZMB|6DUR|8DMG|9RPLT
250	32134 12634	   	155.91	DCR|2VULN|1DMG|3DUR|1ZMB|1ASPD	123DUR|4TLV|5ASPD|6RCR|7aVULN|8ZMB|9DMG
251	32526 23421	 * 	155.91	ACR|2DMG|1VULN|2CDMG|3DUR|1SELL	12aDUR|3aCDMG|4RCR|5LIT|6VULN|7aDMG|8MBVNT|9SELL|aBPWR
252	32521 46333	   	155.90	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|5ERES|6ASPD|7RPLT|89VULN|aAART
253	12413 42225	 * 	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	1CGEN|2LHND|3CDMG|4RCVC|58aVULN|6ASPD|7RCR|9DMG
254	32525 13361	   	155.80	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|57VULN|6SNIHEL|8ASPD|9TLV|aAART
255	13644 71133	   	155.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DUST|3MBVNT|47VULN|5ZMB|6DMG|8DUR|9RCR|aAART
256	13644 78133	   	155.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2DUST|3MBVNT|4VULN|5ZMB|67DMG|8DUR|9RCR|aAART
257	13141 66131	   	155.66	DCR|2VULN|1AART|1DMG|1ASPD	1CGEN|2DUST|3BEXP|4AART|5LHND|6RCR|7aVULN|8ASPD|9DMG
258	11532 41223	   	155.58	ACR|2DMG|1AART|1VULN|1DUR	19CGEN|29BASICY|3RCR|4FEWX|5AART|6VULN|79DMG|8RPLT|9BPWR|aDUR
259	23143 43261	   	155.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LHND|2ZMB|3BEXP|4AART|59VULN|6CDMG|7ASPD|8RCR|aRPLT
260	23143 43263	   	155.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LHND|2ZMB|3BEXP|4AART|59VULN|6CDMG|7ASPD|8RCR|aCGEN
261	11232 46818	 * 	155.54	DCR|2AART|1VULN|1DMG|1FLTHEA	1CGEN|2BASICY|3MBVNT|4FEWX|57AART|6RCR|8VULN|9DMG|aFLTHEA
262	53553 11132	 * 	155.50	ACR|3VULN|3ZMB|1DUR|1ASPD	1DUST|249ZMB|347VULN|4BPWR|5RCR|6FEWX|8DUR|aASPD
263	23442 13231	   	155.49	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	17LHND|26ZMB|3CDMG|4RCR|5DUR|89VULN|aDMG
264	11532 41233	   	155.48	ACR|2DMG|1AART|1VULN|1DUR	1CGEN|2BASICY|3RCR|4FEWX|5AART|6VULN|79DMG|8RPLT|aDUR
265	11532 41243	   	155.48	ACR|2VULN|1AART|1DMG|1DUR	1CGEN|2BASICY|3RCR|4FEWX|5AART|69VULN|7DMG|8RPLT|aDUR
266	31654 41418	   	155.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ERES|3MBVNT|4AART|5CDMG|6VULN|7FEWX|8ZMB|9RCR|aDMG
267	23143 43235	 * 	155.35	DCR|3ZMB|1AART|1VULN|1CDMG|1ASPD	1LHND|29aZMB|3BEXP|4AART|5VULN|6CDMG|7ASPD|8RCR
268	14315 63131	   	155.21	DCR|2VULN|1AART|3DUR|1ZMB	1CGEN|2DMSP|349DUR|5AART|6RCR|7aVULN|8ZMB
269	53553 21223	 * 	155.12	ACR|5VULN|2ZMB	18DUST|24ZMB|3478aVULN|48BPWR|5RCR|68LWND|9BEXP
270	32465 21313	   	155.06	DCR|2VULN|1AART|1DMG|2DUR	12DUR|34VULN|5BELT|6CGEN|7RCR|8LWND|9DMG|aAART
271	23442 33121	   	155.04	ACR|1AART|1DMG|3DUR|1CDMG|1ZMB|1ASPD	1LHND|2ZMB|3CDMG|4RCR|589DUR|6ASPD|7AART|aDMG
272	53553 21211	   	155.02	ACR|5VULN|2ZMB	189DUST|24ZMB|3478aVULN|48BPWR|5RCR|68LWND
273	53553 31211	   	155.02	ACR|5VULN|2ZMB	189DUST|24ZMB|3478aVULN|48BPWR|5RCR|68LHND
274	33116 41151	   	154.87	ACR|2VULN|2AART|1ZMB|1DUR	1DUR|2DUST|3LHND|4RCR|5ZMB|67AART|8LWND|9aVULN
275	23444 12231	 * 	154.86	ACR|2VULN|1DMG|2CDMG|2ZMB	1LHND|26ZMB|37CDMG|4RCR|5FEWX|89VULN|aDMG
276	23523 61422	   	154.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|2ZMB|37VULN|48DUR|5BELT|6AART|9CDMG|aRCR
277	14323 11243	   	154.74	ACR|4VULN|1DMG|1DUR	189CGEN|2DMSP|3DUR|4789VULN|5RCR|689FEWX|89BPWR|aDMG
278	14323 21243	   	154.74	ACR|4VULN|1DMG|1DUR	189CGEN|2DMSP|3DUR|4789VULN|5RCR|689LWND|89BPWR|aDMG
279	14323 63243	   	154.74	ACR|4VULN|1DMG|1DUR	189CGEN|2DMSP|3DUR|4689VULN|5RCR|789FEWX|89BPWR|aDMG
280	11222 41716	 * 	154.62	DCR|3DMG|1AART|1ZMB	1CGEN|2BASICY|3MBVNT|4BEXP|5AART|6RCR|79aDMG|8ZMB
281	11232 41716	   	154.62	DCR|3DMG|1AART|1ZMB	1CGEN|2BASICY|3MBVNT|4FEWX|5AART|6RCR|79aDMG|8ZMB
282	32525 23152	   	154.58	ACR|2VULN|1AART|3DUR|1CDMG	128DUR|3CDMG|4RCR|59VULN|6DUST|7AART|aCGEN
283	32525 23153	   	154.58	ACR|2VULN|1AART|3DUR|1CDMG	128DUR|3CDMG|4RCR|59VULN|6DUST|7AART|aMGNSTR
284	22223 11332	   	154.53	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|24DUR|3ZMB|5RCR|6FEWX|79VULN|8CDMG|aDMG
285	22223 35231	   	154.53	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	16LHND|24DUR|3ZMB|5RCR|7CDMG|89VULN|aDMG
286	22233 46135	   	154.39	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1LHND|2DUR|3aZMB|4BEXP|5RCR|6AART|7VULN|8ASPD|9DMG
287	23123 46135	   	154.39	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1LHND|2aZMB|3BEXP|4DUR|5RCR|6AART|7VULN|8ASPD|9DMG
288	32464 13311	   	154.25	DCR|3VULN|1AART|2DUR	12DUR|345VULN|6RCR|7MLV|8AART|9RPLT|aFEWX
289	32464 13312	   	154.25	DCR|3VULN|1AART|2DUR	12DUR|345VULN|6RCR|7MLV|8AART|9RPLT|aLIT
290	32464 13331	   	154.25	DCR|3VULN|1AART|2DUR	12DUR|345VULN|6RCR|7MLV|8AART|9aCGEN
291	32464 13332	   	154.25	DCR|3VULN|1AART|2DUR	12DUR|345VULN|6RCR|7MLV|8AART|9CGEN|aRPLT
292	34531 53133	   	154.21	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RPLT|357VULN|4BEXP|6LHND|8CDMG|9RCR|aAART
293	32464 13333	   	154.15	DCR|3VULN|1AART|2DUR	12DUR|345VULN|6RCR|7MLV|8AART|9CGEN|aDUST
294	23113 46263	   	154.15	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|2ZMB|3BEXP|4DUST|5RCR|6AART|79VULN|8LIT|aDMG
295	23113 46521	   	154.05	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|2ZMB|3BEXP|4DUST|5RCR|6AART|7aVULN|8DMG|9ERES
296	53533 42141	   	154.05	ACR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3aVULN|4BEXP|5RCR|6AART|7RMIN|8MBVNT|9DMG
297	14323 11363	   	154.02	ACR|2VULN|2AART|1CDMG|1DUR	1CGEN|2DMSP|3DUR|47VULN|5RCR|6FEWX|8aAART|9CDMG
298	14323 63363	   	154.02	ACR|2VULN|2AART|1CDMG|1DUR	1CGEN|2DMSP|3DUR|46VULN|5RCR|7FEWX|8aAART|9CDMG
299	22243 41512	   	153.95	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2DUR|3ZMB|4aAART|5VULN|6CDMG|7FEWX|8ASPD|9RCR
300	22243 43212	   	153.95	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2DUR|3ZMB|4aAART|5VULN|6CDMG|7ASPD|8BEXP|9RCR
301	23143 43112	   	153.95	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2ZMB|3BEXP|4aAART|5VULN|6CDMG|7ASPD|8DUR|9RCR
302	32526 41221	   	153.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|5LIT|6AART|7DMG|8aRCVC|9VULN
303	32526 41223	   	153.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|5LIT|6AART|7DMG|8RCVC|9VULN|aLWND
304	22243 43612	   	153.85	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2DUR|3ZMB|4aAART|5VULN|6CDMG|7ASPD|8LEGI|9RCR
305	32523 32253	   	153.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|5CGEN|6AART|7RCVC|8ERES|9DMG|aVULN
306	32523 34333	   	153.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|5CGEN|6AART|7VULN|8BELT|9TLV|aDMG
307	32523 34363	   	153.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|5CGEN|6AART|7VULN|8BELT|9ERES|aDMG
308	32523 35253	   	153.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|5CGEN|6AART|7ERES|8RCVC|9DMG|aVULN
309	33115 53423	   	153.78	ACR|2VULN|1DMG|2CDMG|1ASPD|1DUR	1DUR|2DUST|3LHND|4RCR|5ASPD|68CDMG|7aVULN|9DMG
310	65212 15111	   	153.73	DCR|2VULN|1AART|2CDMG|1ZMB	1LIT|2MLV|39VULN|4ZMB|56CDMG|7RCR|8FEWX|aAART
311	65212 15311	   	153.73	DCR|2VULN|1AART|2CDMG|1ZMB	1LIT|2MLV|39VULN|4ZMB|56CDMG|7RCR|8LWND|aAART
312	23442 23133	   	153.64	ACR|3VULN|2CDMG|1ZMB|1DUR	19LHND|2ZMB|39CDMG|4RCR|5DUR|6DUST|79aVULN|8RMIN|9BPWR
313	31624 41233	   	153.63	DCR|3VULN|1DMG|3DUR	148DUR|28ERES|3MBVNT|5RCVC|6RCR|789VULN|8BPWR|aDMG
314	22533 61241	   	153.62	ACR|4VULN|1CDMG|2DUR	189LHND|23DUR|489CGEN|5RCR|6789VULN|89BPWR|aCDMG
315	11522 42212	   	153.58	ACR|2AART|2VULN|1CDMG	1CGEN|2BASICY|3RCR|49BEXP|57AART|6aVULN|8CDMG
316	22136 25133	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DUR|3LEGI|4FEWX|5ZMB|6RCR|78VULN|9DMG|aCDMG
317	33136 25133	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DUST|3LHND|4FEWX|5ZMB|6RCR|78VULN|9DMG|aCDMG
318	52136 25133	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2DUR|3LHND|4FEWX|5ZMB|6RCR|78VULN|9DMG|aCDMG
319	11532 42331	   	153.48	ACR|2AART|2VULN|1CDMG	1CGEN|2BASICY|3RCR|4FEWX|57AART|69VULN|8ERES|aCDMG
320	32414 23421	   	153.48	DCR|2VULN|1AART|1DMG|3DUR	125DUR|35VULN|4DLOT|5BPWR|6FEWX|7AART|8DMG|9RCVC|aRCR
321	14323 61221	   	153.42	ACR|4VULN|1CDMG|2DUR	18CGEN|2DMSP|38DUR|4678VULN|5RCR|8BPWR|9LHND|aCDMG
322	14323 61231	   	153.42	ACR|4VULN|1CDMG|2DUR	18CGEN|2DMSP|38DUR|4678VULN|5RCR|8BPWR|9BEXP|aCDMG
323	32141 52631	   	153.42	DCR|1AART|1DMG|3DUR|1CDMG|1ZMB|1ASPD	123DUR|4CDMG|5AART|6DMG|7FEWX|8RCR|9ZMB|aASPD
324	11522 42612	   	153.41	ACR|2AART|1VULN|1DMG|1ZMB	1CGEN|2BASICY|3RCR|4BEXP|57AART|6VULN|8LWND|9DMG|aZMB
325	11532 42612	   	153.41	ACR|2AART|1VULN|1DMG|1ZMB	1CGEN|2BASICY|3RCR|4FEWX|57AART|6VULN|8LWND|9DMG|aZMB
326	32453 21243	 * 	153.22	DCR|4VULN|3DUR|2ZMB	128DUR|3789VULN|4BEXP|5LHND|68ZMB|8BPWR|aRCR
327	11232 46238	   	153.16	DCR|2AART|2VULN|1CDMG	1aCGEN|2aBASICY|3MBVNT|4FEWX|57AART|6RCR|8CDMG|9aVULN|aBPWR
328	32141 54311	   	153.14	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	123DUR|4CDMG|5AART|6DMG|7VULN|8RCVC|9RCR|aCGEN
329	32522 12661	 * 	153.13	ACR|2VULN|3CDMG|3DUR|1ZMB	12aDUR|37aCDMG|4RCR|5ZMB|6ERES|8aVULN|9BELT|aBPWR
