0	Index      	 *	Score 	Summary	Detail	
1	31832 54274	 * 	189.87	DCR|3DMG|1AART|1VULN|2ZMB|2DUR	149DMG|2MBVNT|3RPLT|59DUR|6RCR|7AART|89ZMB|9BPWR|aVULN
163	32143 67412	   	169.92	DCR|3VULN|2DMG|2ZMB	1aDMG|28ZMB|379VULN|4DUST|5MBVNT|6RCR
164	32121 14336	 * 	169.88	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	18DMG|2ZMB|3VULN|4BEXP|5LHND|6RCR|7CGEN|9FLTHEA|aAART
165	32121 16336	   	169.78	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	18DMG|2ZMB|3VULN|4BEXP|5LHND|6RCR|7TLV|9FLTHEA|aAART
166	32141 14336	   	169.78	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	18DMG|2ZMB|3VULN|4DUST|5LHND|6RCR|7CGEN|9FLTHEA|aAART
167	36252 33225	   	169.73	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|247VULN|3DMSP|5CDMG|6RCVC|8RCR|9CGEN|aAART
168	31832 54271	   	169.70	DCR|3DMG|1AART|2ZMB|2DUR	149DMG|2MBVNT|3RPLT|59DUR|6RCR|7AART|89ZMB|9BPWR|aERES
169	31832 54272	   	169.70	DCR|3DMG|1AART|2ZMB|2DUR	149DMG|2MBVNT|3RPLT|59DUR|6RCR|7AART|89ZMB|9BPWR|aNUKE
170	32431 54412	   	169.66	DCR|3DMG|1VULN|2ASPD|2DUR|1ZMB	17aDMG|2ZMB|3NUKE|47ASPD|5MBVNT|67DUR|7BPWR|8RCR|9VULN
171	32123 72815	   	169.38	DCR|3DMG|1AART|1VULN|1ZMB	169DMG|2ZMB|3VULN|46BEXP|5MBVNT|6BPWR|7RCR|8DUST|aAART
172	32143 72115	   	169.28	DCR|3DMG|1AART|1VULN|1ZMB	169DMG|2ZMB|3VULN|46DUST|5MBVNT|6BPWR|7RCR|8BEXP|aAART
173	14153 42121	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|239VULN|4AART|5DUR|6FEWX|7RCR|8DMG|aBEXP
174	14153 42122	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|239VULN|4AART|5DUR|6FEWX|7RCR|8DMG|aRPLT
175	36124 42332	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	1DMG|289VULN|3LWND|4AART|5DUR|6LHND|7RCR|aBEXP
176	31841 13228	   	168.95	DCR|2DMG|2VULN|1AART|2DUR	1aDMG|2MBVNT|3RPLT|4ERES|5aVULN|6LEGI|7aDUR|8AART|9RCR|aBPWR
177	36124 12322	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1DMG|289VULN|3LWND|4AART|5DUR|6DUST|7RCR|aBEXP
178	36124 12325	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1DMG|289VULN|3LWND|4AART|5DUR|6DUST|7RCR|aFEWX
179	36124 12326	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1DMG|289VULN|3LWND|4AART|5DUR|6DUST|7RCR|aCGEN
180	36124 42333	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1DMG|289VULN|3LWND|4AART|5DUR|6LHND|7RCR|aERES
181	32123 74514	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	16DMG|2ZMB|39VULN|46BEXP|5MBVNT|6BPWR|7ERES|8RCR|aAART
182	36336 12135	   	168.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DMG|26VULN|3BEXP|4DUR|5LIT|7RCR|8AART|9ZMB|aASPD
183	14151 16334	   	168.88	DCR|4VULN|1AART|1DMG	1RCVC|2378VULN|4AART|5DMG|6LHND|9MBVNT|aRCR
184	14151 26334	   	168.88	DCR|4VULN|1AART|1DMG	1RCVC|2378VULN|4AART|5DMG|6LWND|9MBVNT|aRCR
185	32133 33142	   	168.88	DCR|2VULN|2AART|1DMG|1ZMB	1DMG|2ZMB|39VULN|4LIT|5FEWX|6RCR|7CGEN|8aAART
186	65342 13323	 * 	168.85	DCR|3AART|2VULN|1DMG|1ZMB	1ZMB|2DLOT|37aAART|4MGNLIT|58VULN|6DMG|9RCR
187	63431 54411	   	168.84	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	17ZMB|2ASPD|3NUKE|47DMG|5MBVNT|67DUR|7BPWR|8RCR|9aVULN
188	14151 11224	 * 	168.83	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1RCVC|23VULN|4AART|5DMG|6LHND|7CDMG|8aASPD|9RCR
189	14151 21224	   	168.83	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1RCVC|23VULN|4AART|5DMG|6LWND|7CDMG|8aASPD|9RCR
190	36121 11224	   	168.83	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	15DMG|2VULN|3LWND|4AART|6DMSP|7CDMG|8aASPD|9RCR
191	36121 51224	   	168.83	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	15DMG|2VULN|36LWND|4AART|7CDMG|8aASPD|9RCR
192	36124 12323	   	168.82	DCR|3VULN|1AART|1DMG|1DUR	1DMG|289VULN|3LWND|4AART|5DUR|6DUST|7RCR|aERES
193	36124 12324	   	168.82	DCR|3VULN|1AART|1DMG|1DUR	1DMG|289VULN|3LWND|4AART|5DUR|6DUST|7RCR|aNUKE
194	31227 34537	   	168.75	DCR|2VULN|2DMG|2FLTHEA|1DUR|1ASPD	1aDMG|2MBVNT|3DMSP|4DUR|5aVULN|6CGEN|7ASPD|8RCR|9aFLTHEA|aBPWR
195	32143 74514	   	168.72	DCR|2VULN|2DMG|1AART|1ZMB	16DMG|2ZMB|39VULN|46DUST|5MBVNT|6BPWR|7ERES|8RCR|aAART
196	31832 52122	 * 	168.68	DCR|3DMG|1VULN|3DUR|2ZMB	148DMG|2MBVNT|3RPLT|58aDUR|6RCR|78ZMB|8BPWR|9VULN
197	31181 12634	   	168.52	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2MBVNT|3aLWND|4ZMB|5LHND|6RMIN|7AART|8aVULN|9RCR|aBPWR
198	31381 18634	   	168.52	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2MBVNT|3aBEXP|4ZMB|5LWND|6RMIN|7AART|8aVULN|9RCR|aBPWR
199	31184 18634	   	168.42	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2MBVNT|3aLWND|4ZMB|5DUST|6RMIN|7AART|8aVULN|9RCR|aBPWR
200	36253 22421	   	168.41	DCR|3DMG|2VULN|1ZMB|1DUR	157DMG|24VULN|3DMSP|6FEWX|8RCR|9DUR|aZMB
201	35151 34311	 * 	168.32	DCR|2VULN|2DMG|2CDMG|1FLTHEA	13DMG|2DLOT|47VULN|56CDMG|8RCR|9BELT|aFLTHEA
202	32133 12235	 * 	168.32	DCR|2VULN|2DMG|3DUR|2ZMB	1aDMG|26ZMB|3aVULN|4LIT|5FEWX|7RCR|89aDUR|aBPWR
203	32123 22437	   	168.28	DCR|2VULN|2DMG|2FLTHEA|1ZMB	1aDMG|2ZMB|3aVULN|4BEXP|5MBVNT|6RCVC|7RCR|8CGEN|9aFLTHEA|aBPWR
204	35232 14531	   	168.26	DCR|2VULN|2DMG|2AART	17DMG|2DLOT|37LWND|4CANHEL|5BEXP|67VULN|7BPWR|8aAART|9RCR
205	32142 62334	   	168.22	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2ZMB|3aVULN|4aDUST|5LEGI|6RMIN|7AART|8MBVNT|9RCR|aBPWR
206	32123 22637	   	168.18	DCR|2VULN|2DMG|2FLTHEA|1ZMB	1aDMG|2ZMB|3aVULN|4BEXP|5MBVNT|6RCVC|7RCR|8TLV|9aFLTHEA|aBPWR
207	36121 42334	   	168.16	DCR|2AART|2VULN|2DMG	15DMG|28VULN|3LWND|46AART|7DMSP|9MBVNT|aRCR
208	32143 22637	   	168.08	DCR|2VULN|2DMG|2FLTHEA|1ZMB	1aDMG|2ZMB|3aVULN|4DUST|5MBVNT|6RCVC|7RCR|8TLV|9aFLTHEA|aBPWR
209	31832 52173	   	168.00	DCR|3DMG|1AART|2ZMB|2DUR	148DMG|2MBVNT|3RPLT|58DUR|6RCR|78ZMB|8BPWR|9RMIN|aAART
210	36233 16622	   	167.98	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1SELL	1DMG|2aVULN|3DMSP|48ASPD|5AART|6CDMG|7SELL|9RCR
211	32133 52615	   	167.92	DCR|3VULN|2DMG|2ZMB	1aDMG|28ZMB|36aVULN|4LIT|5FEWX|7RCR|9aLWND|aBPWR
212	31835 14124	   	167.82	DCR|3DMG|2VULN|2ZMB	148DMG|2MBVNT|3RPLT|58ZMB|68BEXP|7RCR|8BPWR|9aVULN
213	31835 44124	   	167.82	DCR|3DMG|2VULN|2ZMB	148DMG|2MBVNT|3RPLT|58ZMB|68LHND|7RCR|8BPWR|9aVULN
214	32133 52625	   	167.72	DCR|3VULN|2DMG|2ZMB	1aDMG|28ZMB|36aVULN|4LIT|5FEWX|7RCR|9aDUST|aBPWR
215	36336 32142	   	167.71	DCR|2VULN|2AART|1DMG|2DUR	1DMG|29VULN|3BEXP|46DUR|5LIT|7RCR|8aAART
216	42433 16331	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1FEWX|2RPLT|3AART|4VULN|5aDMG|6ASPD|7RCR|8CDMG|9RMIN
217	32143 72412	   	167.52	DCR|3DMG|2VULN|2ZMB	16aDMG|28ZMB|39VULN|46DUST|5MBVNT|6BPWR|7RCR
218	32143 72417	   	167.52	DCR|3VULN|2DMG|2ZMB	16DMG|28ZMB|39aVULN|46DUST|5MBVNT|6BPWR|7RCR
219	31832 54613	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	14DMG|2MBVNT|3RPLT|5DUR|6RCR|7AART|8CDMG|9LWND|aVULN
220	31832 54633	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	14DMG|2MBVNT|3RPLT|5DUR|6RCR|7AART|8CDMG|9FEWX|aVULN
221	31832 54643	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	14DMG|2MBVNT|3RPLT|5DUR|6RCR|7AART|8CDMG|9LHND|aVULN
222	42433 16321	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1FEWX|2RPLT|3AART|4VULN|5aDMG|6ASPD|7RCR|8CDMG|9ERES
223	31241 33334	 * 	167.48	4VULN|3DMG|1AART|3ASPD	18aDMG|2MBVNT|3DMSP|4LWND|58aASPD|6AART|789aVULN|8aBPWR
224	35151 32131	   	167.38	DCR|3DMG|3CDMG|1VULN|1ZMB	138DMG|2DLOT|4VULN|567CDMG|9RCR|aZMB
225	36311 21355	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|28VULN|3BEXP|4LHND|58TLV|6RPLT|7RCR|8BPWR|9ASPD|aAART
226	31115 48438	   	167.27	ACR|2VULN|2DMG|1AART|1DUR	1aDMG|2MBVNT|3LWND|4aLHND|5RCR|6BEXP|7AART|8DUR|9aVULN|aBPWR
227	36336 12133	   	167.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMG|26VULN|3BEXP|4aDUR|5LIT|7RCR|8AART|9ZMB
228	32224 33223	 * 	167.16	3VULN|3DMG|2AART|2ZMB|1DUR	16aDMG|2aZMB|3ERES|4DUR|59AART|78aVULN|aBPWR
229	66124 12311	   	167.10	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR	18ZMB|28VULN|3LWND|4AART|59DUR|68DUST|7RCR|8BPWR|aCDMG
230	31175 48424	   	167.07	ACR|2VULN|2DMG|1AART|1DUR	1aDMG|2MBVNT|3aLWND|48DUST|5RCR|6DUR|7AART|9aVULN|aBPWR
231	14153 42111	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|23VULN|4AART|5DUR|6FEWX|7RCR|8DMG|9BEXP|aCDMG
232	36124 42111	   	167.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18DMG|2VULN|3LWND|4AART|5DUR|6LHND|7RCR|9RCVC|aCDMG
233	36124 42311	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|28VULN|3LWND|4AART|5DUR|6LHND|7RCR|9RCVC|aCDMG
234	36124 12151	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18DMG|2VULN|39LWND|4AART|5DUR|6DUST|7RCR|aCDMG
235	36124 12351	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|28VULN|39LWND|4AART|5DUR|6DUST|7RCR|aCDMG
236	36331 14621	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|29VULN|3BEXP|4DUR|5TLV|6RCR|7CGEN|8AART|aCDMG
237	36331 16621	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|29VULN|3BEXP|4DUR|5TLV|6RCR|7MLV|8AART|aCDMG
238	63431 54412	   	166.90	DCR|3DMG|1VULN|2ZMB|2DUR|1ASPD	17ZMB|2ASPD|3NUKE|47aDMG|5MBVNT|67DUR|7BPWR|8RCR|9VULN
239	32133 34245	   	166.90	DCR|2VULN|2DMG|2ZMB|2DUR	1aDMG|29ZMB|3aVULN|4LIT|57FEWX|6RCR|8aDUR|aBPWR
240	32133 35245	   	166.90	DCR|2VULN|2DMG|2ZMB|2DUR	1aDMG|29ZMB|3aVULN|4LIT|5FEWX|6RCR|7aDUR|8RCVC|aBPWR
241	14153 42223	   	166.90	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1RCVC|239VULN|4AART|5DUR|6FEWX|7RCR|8ZMB|aASPD
242	65332 34332	   	166.88	DCR|2AART|2DMG|1VULN|1ZMB	1ZMB|2DLOT|39AART|4RMIN|5aDMG|6VULN|7CANSTR|8RCR
243	32133 34235	   	166.86	DCR|2VULN|2DMG|3DUR|1ZMB	1aDMG|2ZMB|3aVULN|4LIT|57FEWX|6RCR|89aDUR|aBPWR
244	32133 35235	   	166.86	DCR|2VULN|2DMG|3DUR|1ZMB	1aDMG|2ZMB|3aVULN|4LIT|5FEWX|6RCR|79aDUR|8RCVC|aBPWR
245	32133 35635	   	166.86	DCR|2VULN|2DMG|3DUR|1ZMB	1aDMG|2ZMB|3aVULN|4LIT|58FEWX|6RCR|79aDUR|aBPWR
246	35141 22116	   	166.77	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	135DMG|2DLOT|4ZMB|6VULN|7RCR|8FEWX|9DUR|aCDMG
247	36121 41123	   	166.72	DCR|2AART|2DMG|1VULN|1CDMG	15DMG|2VULN|3LWND|46AART|7CDMG|8RMIN|9RCR|aCGEN
248	36121 41126	   	166.72	DCR|2AART|2DMG|1VULN|1CDMG	15DMG|2VULN|3LWND|46AART|7CDMG|8RMIN|9RCR|aRCVC
249	36121 41523	   	166.72	DCR|2AART|2DMG|1VULN|1CDMG	15DMG|2VULN|3LWND|46AART|7CDMG|8aCGEN|9RCR
250	36121 41121	   	166.62	DCR|2AART|2DMG|1VULN|1CDMG	15DMG|2VULN|3LWND|46AART|7CDMG|8RMIN|9RCR|aERES
251	36121 41122	   	166.62	DCR|2AART|2DMG|1VULN|1CDMG	15DMG|2VULN|3LWND|46AART|7CDMG|8RMIN|9RCR|aMBVNT
252	36121 41521	   	166.62	DCR|2AART|2DMG|1VULN|1CDMG	15DMG|2VULN|3LWND|46AART|7CDMG|8CGEN|9RCR|aERES
253	36121 41522	   	166.62	DCR|2AART|2DMG|1VULN|1CDMG	15DMG|2VULN|3LWND|46AART|7CDMG|8CGEN|9RCR|aMBVNT
254	36336 12143	   	166.62	DCR|3VULN|1AART|1DMG|1DUR	1DMG|269VULN|3BEXP|4DUR|5LIT|7RCR|8AART|aLWND
255	36336 12152	   	166.62	DCR|3VULN|1AART|1DMG|1DUR	1DMG|26aVULN|3BEXP|4DUR|5LIT|7RCR|8AART|9LWND
256	31228 11724	   	166.57	ACR|2VULN|2DMG|1AART|1DUR	1aDMG|2MBVNT|3DMSP|4DUR|5RCR|6aLWND|7LEGI|8AART|9aVULN|aBPWR
257	35151 14312	 * 	166.53	DCR|3DMG|1AART|1VULN|1CDMG	138DMG|2DLOT|4VULN|5CDMG|6RMIN|7AART|9MBVNT|aRCR
258	36336 12141	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	1DMG|269VULN|3BEXP|4DUR|5LIT|7RCR|8AART|aDUST
259	31833 14122	   	166.51	DCR|3DMG|2VULN|2ASPD	148DMG|2MBVNT|3RPLT|58ASPD|68BEXP|7RCR|8BPWR|9aVULN
260	31833 54122	   	166.51	DCR|3DMG|2VULN|2ASPD	148DMG|2MBVNT|3RPLT|58ASPD|68LHND|7RCR|8BPWR|9aVULN
261	31833 84122	   	166.51	DCR|3DMG|2VULN|2ASPD	148DMG|2MBVNT|3RPLT|58ASPD|68FEWX|7RCR|8BPWR|9aVULN
262	32123 64117	   	166.37	DCR|3DMG|2VULN|1ZMB	18aDMG|2ZMB|3aVULN|4BEXP|5MBVNT|6RCR|7MGNSTR|9aCGEN|aBPWR
263	32121 14316	   	166.27	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4BEXP|5LHND|6RCR|7CGEN
264	32125 14316	   	166.27	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4BEXP|5FEWX|6RCR|7CGEN
265	36322 55321	   	166.22	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|28VULN|346BEXP|58MLV|7AART|8BPWR|9ZMB|aRCR
266	32141 16111	   	166.17	DCR|3VULN|2DMG|1ZMB	19DMG|2ZMB|37aVULN|4DUST|5LHND|6RCR|8BEXP
267	32141 16112	   	166.17	DCR|3DMG|2VULN|1ZMB	19aDMG|2ZMB|37VULN|4DUST|5LHND|6RCR|8BEXP
268	32142 13116	   	166.17	DCR|3DMG|2VULN|1ZMB	18aDMG|2ZMB|3aVULN|4DUST|5LEGI|6RCR|7VENICY|9aCGEN|aBPWR
269	32143 63117	   	166.17	DCR|3DMG|2VULN|1ZMB	18aDMG|2ZMB|3aVULN|4DUST|5MBVNT|6RCR|7VENICY|9aCGEN|aBPWR
270	32145 16111	   	166.17	DCR|3VULN|2DMG|1ZMB	19DMG|2ZMB|37aVULN|4DUST|5FEWX|6RCR|8BEXP
271	32145 16112	   	166.17	DCR|3DMG|2VULN|1ZMB	19aDMG|2ZMB|37VULN|4DUST|5FEWX|6RCR|8BEXP
272	32121 16316	   	166.17	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4BEXP|5LHND|6RCR|7TLV
273	32122 14316	   	166.17	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4BEXP|5LEGI|6RCR|7CGEN
274	32123 64417	   	166.17	DCR|3VULN|2DMG|1ZMB	1aDMG|2ZMB|39aVULN|4BEXP|5MBVNT|6RCR|7MGNSTR|8aERES|aBPWR
275	32123 65317	   	166.17	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4BEXP|5MBVNT|6RCR|7CGEN
276	32123 68317	   	166.17	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4BEXP|5MBVNT|6RCR|7MLV
277	32125 16316	   	166.17	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4BEXP|5FEWX|6RCR|7TLV
278	32141 14316	   	166.17	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4DUST|5LHND|6RCR|7CGEN
279	31831 52121	   	166.16	DCR|3DMG|3ZMB|1VULN	148DMG|2MBVNT|3RPLT|58FEWX|6RCR|78aZMB|8BPWR|9VULN
280	31834 52121	   	166.16	DCR|3DMG|3ZMB|1VULN	148DMG|2MBVNT|3RPLT|58BEXP|6RCR|78aZMB|8BPWR|9VULN
281	31836 52121	   	166.16	DCR|3DMG|3ZMB|1VULN	148DMG|2MBVNT|3RPLT|58LHND|6RCR|78aZMB|8BPWR|9VULN
282	11631 51151	 * 	166.16	DCR|3DMG|3CDMG|1AART|1ASPD	1RCVC|29BEXP|3ASPD|469DMG|589CDMG|7AART|9BPWR|aRCR
283	36253 12411	   	166.12	DCR|3VULN|3DMG	157DMG|249VULN|3DMSP|6aLWND|8RCR
284	36253 12413	   	166.12	DCR|3VULN|3DMG	157DMG|249VULN|3DMSP|6LWND|8RCR|aMLV
285	36253 22411	   	166.12	DCR|3VULN|3DMG	157DMG|249VULN|3DMSP|6FEWX|8RCR|aLWND
286	36253 22412	   	166.12	DCR|3VULN|3DMG	157DMG|249VULN|3DMSP|6FEWX|8RCR|aMGNLIT
287	36253 22413	   	166.12	DCR|3VULN|3DMG	157DMG|249VULN|3DMSP|6FEWX|8RCR|aBELT
288	36253 32411	   	166.12	DCR|3VULN|3DMG	157DMG|249VULN|3DMSP|6LHND|8RCR|aLWND
289	36253 32412	   	166.12	DCR|3VULN|3DMG	157DMG|249VULN|3DMSP|6LHND|8RCR|aMGNLIT
290	36253 32413	   	166.12	DCR|3VULN|3DMG	157DMG|249VULN|3DMSP|6LHND|8RCR|aFEWX
291	22144 43112	 * 	166.10	ACR|2VULN|2DMG|2CDMG|1ZMB	1aDUST|2RPLT|39VULN|4aCDMG|5RCR|6ZMB|7VENICY|8aDMG|aBPWR
292	32122 16316	   	166.07	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4BEXP|5LEGI|6RCR|7TLV
293	32123 67317	   	166.07	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4BEXP|5MBVNT|6RCR|7TLV
294	32142 14316	   	166.07	DCR|3VULN|2DMG|1ZMB	18DMG|2ZMB|39aVULN|4DUST|5LEGI|6RCR|7CGEN
295	32142 16111	   	166.07	DCR|3VULN|2DMG|1ZMB	19DMG|2ZMB|37aVULN|4DUST|5LEGI|6RCR|8BEXP
296	32142 16112	   	166.07	DCR|3DMG|2VULN|1ZMB	19aDMG|2ZMB|37VULN|4DUST|5LEGI|6RCR|8BEXP
297	32143 67111	   	166.07	DCR|3VULN|2DMG|1ZMB	19DMG|2ZMB|37aVULN|4DUST|5MBVNT|6RCR|8BEXP
298	32143 67112	   	166.07	DCR|3DMG|2VULN|1ZMB	19aDMG|2ZMB|37VULN|4DUST|5MBVNT|6RCR|8BEXP
299	36316 12112	   	166.02	DCR|3VULN|1AART|1DMG|1DUR	1DMG|26aVULN|3BEXP|4LHND|5LIT|7RCR|8DUR|9AART
300	36253 22431	   	166.02	DCR|3VULN|3DMG	157DMG|24aVULN|3DMSP|6FEWX|8RCR|9ERES
301	32142 13516	   	165.97	DCR|3VULN|2DMG|1ZMB	1aDMG|2ZMB|39aVULN|4DUST|5LEGI|6RCR|7VENICY|8aERES|aBPWR
302	32143 63417	   	165.97	DCR|3VULN|2DMG|1ZMB	1aDMG|2ZMB|39aVULN|4DUST|5MBVNT|6RCR|7VENICY|8aERES|aBPWR
303	31838 52121	   	165.96	DCR|3DMG|3ZMB|1VULN	148DMG|2MBVNT|3RPLT|58DUST|6RCR|78aZMB|8BPWR|9VULN
304	36336 12412	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1DMG|26aVULN|3BEXP|4DUR|5LIT|7RCR|8DUST|9AART
305	36166 12112	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1DMG|26aVULN|3LWND|4DUST|5LIT|7RCR|8DUR|9AART
306	36416 12112	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1DMG|26aVULN|3DUST|4LHND|5LIT|7RCR|8DUR|9AART
307	11424 34123	   	165.91	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1RCVC|2BEXP|36DMG|4DUR|5AART|7ASPD|8ZMB|9RCR|aVULN
308	61848 11324	 * 	165.84	ACR|3VULN|2DMG|2ZMB	1aZMB|2MBVNT|3RPLT|46LIT|5RCR|79aVULN|8aDMG|aBPWR
309	61848 11314	 * 	165.84	ACR|3DMG|2VULN|2ZMB	1aZMB|2MBVNT|3RPLT|46LIT|5RCR|7aVULN|89aDMG|aBPWR
310	35161 21374	   	165.81	DCR|3DMG|2VULN|1ZMB|1ASPD	135DMG|2DLOT|4ASPD|6aVULN|7MBVNT|8ZMB|9RCR
311	32133 22636	   	165.80	DCR|2VULN|2DMG|3ZMB	19DMG|289ZMB|3aVULN|4LIT|59FEWX|6RCVC|7RCR|9BPWR
312	32133 52632	   	165.80	DCR|2VULN|2DMG|3ZMB	19DMG|289ZMB|36VULN|4LIT|59FEWX|7RCR|9BPWR|aLWND
313	32133 52633	   	165.80	DCR|2VULN|2DMG|3ZMB	19DMG|289ZMB|36VULN|4LIT|59FEWX|7RCR|9BPWR|aRMIN
314	32133 52635	   	165.80	DCR|2VULN|2DMG|3ZMB	19DMG|289ZMB|36VULN|4LIT|59FEWX|7RCR|9BPWR|aBEXP
315	32123 24537	   	165.78	DCR|2VULN|2DMG|2FLTHEA|1ZMB	1aDMG|2ZMB|3aVULN|4BEXP|5MBVNT|6RCVC|7ERES|8RCR|9aFLTHEA|aBPWR
316	31833 48174	   	165.75	DCR|3DMG|2ASPD|1CDMG|2DUR|1ZMB	148DMG|2MBVNT|3RPLT|58ASPD|68DUR|7RCR|8BPWR|9CDMG|aZMB
317	32133 52631	   	165.70	DCR|2VULN|2DMG|3ZMB	19DMG|289ZMB|36VULN|4LIT|59FEWX|7RCR|9BPWR|aERES
318	32533 12624	   	165.70	DCR|2VULN|2DMG|3ZMB	1aDMG|26aZMB|3LEGI|4LIT|5FEWX|7RCR|8RPLT|9aVULN|aBPWR
319	61838 14124	   	165.70	DCR|2VULN|2DMG|3ZMB	158ZMB|2MBVNT|3RPLT|48DMG|68BEXP|7RCR|8BPWR|9aVULN
320	32135 36612	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3aVULN|4LIT|5CDMG|6LHND|7RPLT|8RCR|9AART
321	32143 24537	   	165.68	DCR|2VULN|2DMG|2FLTHEA|1ZMB	1aDMG|2ZMB|3aVULN|4DUST|5MBVNT|6RCVC|7ERES|8RCR|9aFLTHEA|aBPWR
322	31423 17734	   	165.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2MBVNT|3AIRHEL|4FEWX|6CDMG|7VULN|8RCR|9AART|aZMB
323	11451 22336	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2BEXP|3DMG|489VULN|5ASPD|6BELT|7RCR|aAART
324	14432 22336	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|289VULN|3DMG|4ASPD|5BEXP|6BELT|7RCR|aAART
325	14632 22336	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|289VULN|3ASPD|4DMG|5BEXP|6BELT|7RCR|aAART
326	36232 22336	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	1DMG|289VULN|3DMSP|4ASPD|5BEXP|6BELT|7RCR|aAART
327	36321 22336	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	1DMG|289VULN|34BEXP|5ASPD|6BELT|7RCR|aAART
328	14113 23354	   	165.42	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|23VULN|4ZMB|59DMG|6BELT|7LWND|8AART|aRCR
329	35141 22411	   	165.35	DCR|3DMG|1VULN|2DUR|1ZMB|1ASPD	135DMG|2DLOT|4ZMB|6VULN|7RCR|89DUR|aASPD
330	31637 42284	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2MBVNT|3CGEN|4LIT|569VULN|7RCR|8DUR|aAART
