0	Index      	 *	Score 	Summary	Detail	
1	56311 32531	 * 	186.49	ACR|4VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4ERES|569aVULN|7ZMB|8CDMG
162	32353 25541	   	167.93	DCR|3VULN|2DMG|3ASPD	168VULN|25ERES|3MBVNT|458ASPD|58BPWR|78DMG|9RCR|aLIT
163	36336 42483	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2ZMB|3MBVNT|4CGEN|6DMG|7RCR|8CDMG|9AART|aNUKE
164	36383 42483	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2ZMB|3MBVNT|5CGEN|6DMG|7RCR|8CDMG|9AART|aNUKE
165	36333 42482	 * 	167.88	DCR|3ZMB|1AART|1DMG|1VULN|1CDMG	1VULN|25aZMB|3MBVNT|45CGEN|5BPWR|6DMG|7RCR|8CDMG|9AART
166	32353 25544	   	167.83	DCR|3VULN|2DMG|3ASPD	168VULN|25ERES|3MBVNT|458ASPD|58BPWR|78DMG|9RCR|aDUST
167	36372 22473	   	167.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3MBVNT|45DUST|7RCR|8CDMG|9AART|aDMG
168	32461 21226	 * 	167.77	DCR|4VULN|1AART|1CDMG	1459VULN|2ERES|3AART|6TLV|7BEXP|8RCR|aCDMG
169	22353 42882	   	167.73	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1SELL	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8SELL|9AART|aZMB
170	33423 23513	   	167.73	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	17VULN|27DUST|3CDMG|4AART|5LHND|67ZMB|7BPWR|8DMG|9BEXP|aRCR
171	33423 23543	   	167.73	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	17VULN|27DUST|3CDMG|4AART|5LHND|67ZMB|7BPWR|8DMG|9FEWX|aRCR
172	36323 34137	   	167.62	DCR|3VULN|2DMG|2ZMB	15aVULN|2aZMB|3MBVNT|4FEWX|6LIT|7RCVC|8RCR|9aDMG|aBPWR
173	36343 38137	   	167.62	DCR|3VULN|2DMG|2ZMB	15aVULN|2aZMB|3MBVNT|4LHND|6LIT|7RCVC|8RCR|9aDMG|aBPWR
174	36372 22237	   	167.62	DCR|3VULN|2DMG|2ZMB	16aVULN|2aZMB|3MBVNT|45DUST|7RCR|8LIT|9aDMG|aBPWR
175	32411 54132	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2ERES|3AART|4LIT|5DUR|6CDMG|7RCR|8DMSP|aDMG
176	22411 54223	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2aVULN|3AART|4LIT|5DUR|6CDMG|7RCR|8SNIHEL|9DMG
177	31411 54223	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2CGEN|3AART|4LIT|5DUR|6CDMG|7RCR|8SNIHEL|9DMG
178	35613 14212	   	167.47	DCR|3VULN|2AART|1CDMG|1SELL	149VULN|2SELL|35AART|6CGEN|7RCR|8LIT|aCDMG
179	36323 22472	   	167.42	DCR|3VULN|1AART|2ZMB|1CDMG	156VULN|2aZMB|3MBVNT|4FEWX|7RCR|8CDMG|9AART
180	32421 12552	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|24ERES|3AART|6RPLT|7RCR|8DMG|9CDMG|aDUR
181	22387 42426	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|24VULN|3MBVNT|5ERES|6DMG|7RCR|8CDMG|9ZMB|aAART
182	31387 42426	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2CGEN|3MBVNT|5ERES|6DMG|7RCR|8CDMG|9ZMB|aAART
183	32336 42426	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2ERES|3MBVNT|4CGEN|6DMG|7RCR|8CDMG|9ZMB|aAART
184	32383 42426	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2ERES|3MBVNT|5CGEN|6DMG|7RCR|8CDMG|9ZMB|aAART
185	36384 52314	 * 	167.23	DCR|2AART|2VULN|1DMG|2ZMB	14VULN|27ZMB|3MBVNT|56AART|8CGEN|9RCR|aDMG
186	46383 22234	   	167.22	DCR|4VULN|1DMG|1ZMB|1DUR	1DUR|2ZMB|3MBVNT|456aVULN|7RCR|8LIT|9DMG
187	62334 84124	   	167.02	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1MLV|26VULN|3MBVNT|4RCVC|5AART|7FLTHEA|8RCR|9DUR|aDMG
188	46383 22441	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MBVNT|456VULN|7RCR|8CDMG|9DMG|aLIT
189	46383 22443	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MBVNT|456VULN|7RCR|8CDMG|9DMG|aLHND
190	36323 22442	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9DMG|aASPD
191	36323 22444	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG|9DMG|aDUR
192	36343 22442	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8CDMG|9DMG|aASPD
193	36343 22447	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8CDMG|9DMG|aDUR
194	62314 43442	 * 	166.71	DCR|3VULN|2AART|3DUR	147MLV|279VULN|3MBVNT|5aAART|679DUR|79BPWR|8RCR
195	36323 22435	   	166.70	DCR|5VULN|1CDMG|1ZMB	1569aVULN|2ZMB|3MBVNT|4FEWX|7RCR|8CDMG
196	36343 22435	   	166.70	DCR|5VULN|1CDMG|1ZMB	1569aVULN|2ZMB|3MBVNT|4LHND|7RCR|8CDMG
197	35622 32251	   	166.67	DCR|2VULN|2DMG|1AART|1SELL	1aVULN|2SELL|3AART|4aTLV|5LSRHEA|6RCR|7LHND|8RMIN|9aDMG|aBPWR
198	62324 84181	   	166.67	DCR|4VULN|1AART|1FLTHEA	1MLV|246aVULN|3MBVNT|5AART|7FLTHEA|8RCR|9CGEN
199	36251 36312	 * 	166.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2ZMB|3RPLT|4FEWX|5RCR|6MBVNT|7aDMG|8AART|9CDMG
200	35622 33251	   	166.57	DCR|2VULN|2DMG|1AART|1SELL	1aVULN|2SELL|3AART|4aTLV|5LSRHEA|6RCR|7DUST|8RMIN|9aDMG|aBPWR
201	32384 34181	   	166.57	DCR|4VULN|1AART|1FLTHEA	146aVULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9CGEN
202	62324 84151	   	166.57	DCR|4VULN|1AART|1FLTHEA	1MLV|246aVULN|3MBVNT|5AART|7FLTHEA|8RCR|9ERES
203	32384 34171	   	166.47	DCR|4VULN|1AART|1FLTHEA	146aVULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9NUKE
204	62324 24124	   	166.42	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1MLV|24VULN|3MBVNT|5AART|6RCVC|7FLTHEA|8RCR|9DUR|aDMG
205	62324 43524	 * 	166.42	DCR|3VULN|1AART|3DUR|1CDMG	17MLV|247VULN|3MBVNT|5AART|678DUR|7BPWR|9RCR|aCDMG
206	22387 42435	   	166.31	DCR|3VULN|2DMG|1CDMG	1CGEN|24aVULN|3MBVNT|5ERES|69DMG|7RCR|8CDMG
207	22387 42436	   	166.31	DCR|3DMG|2VULN|1CDMG	1CGEN|24VULN|3MBVNT|5ERES|69aDMG|7RCR|8CDMG
208	31387 42435	   	166.31	DCR|3VULN|2DMG|1CDMG	14aVULN|2CGEN|3MBVNT|5ERES|69DMG|7RCR|8CDMG
209	31387 42436	   	166.31	DCR|3DMG|2VULN|1CDMG	14VULN|2CGEN|3MBVNT|5ERES|69aDMG|7RCR|8CDMG
210	32316 42435	   	166.31	DCR|3VULN|2DMG|1CDMG	15aVULN|2ERES|3MBVNT|4MLV|68DMG|7RCR|9CDMG
211	32316 42436	   	166.31	DCR|3DMG|2VULN|1CDMG	15VULN|2ERES|3MBVNT|4MLV|68aDMG|7RCR|9CDMG
212	32336 42435	   	166.31	DCR|3VULN|2DMG|1CDMG	15aVULN|2ERES|3MBVNT|4CGEN|69DMG|7RCR|8CDMG
213	32336 42436	   	166.31	DCR|3DMG|2VULN|1CDMG	15VULN|2ERES|3MBVNT|4CGEN|69aDMG|7RCR|8CDMG
214	32383 42435	   	166.31	DCR|3VULN|2DMG|1CDMG	14aVULN|2ERES|3MBVNT|5CGEN|69DMG|7RCR|8CDMG
215	32383 42436	   	166.31	DCR|3DMG|2VULN|1CDMG	14VULN|2ERES|3MBVNT|5CGEN|69aDMG|7RCR|8CDMG
216	62327 42435	   	166.31	DCR|3VULN|2DMG|1CDMG	1MLV|24aVULN|3MBVNT|5ERES|68DMG|7RCR|9CDMG
217	62327 42436	   	166.31	DCR|3DMG|2VULN|1CDMG	1MLV|24VULN|3MBVNT|5ERES|68aDMG|7RCR|9CDMG
218	33422 34322	   	166.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2DUST|3CDMG|4AART|58BEXP|7DMG|9RCR|aZMB
219	36323 81234	   	166.17	DCR|3VULN|2DMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6RCR|8LIT|9aDMG
220	36343 81234	   	166.17	DCR|3VULN|2DMG|1ZMB	157VULN|2ZMB|3MBVNT|4LHND|6RCR|8LIT|9aDMG
221	36381 81234	   	166.17	DCR|3VULN|2DMG|1ZMB	147VULN|2ZMB|3MBVNT|5LWND|6RCR|8LIT|9aDMG
222	36384 34474	   	166.16	DCR|4VULN|1AART|1ZMB|1ASPD	1469VULN|2ZMB|3MBVNT|5AART|7ASPD|8RPLT|aRCR
223	36336 42415	   	166.14	DCR|3VULN|2CDMG|1DMG|1ZMB	15aVULN|2ZMB|3MBVNT|4CGEN|6DMG|7RCR|89CDMG
224	36383 42415	   	166.14	DCR|3VULN|2CDMG|1DMG|1ZMB	14aVULN|2ZMB|3MBVNT|5CGEN|6DMG|7RCR|89CDMG
225	32384 34185	   	166.12	DCR|3VULN|1AART|1FLTHEA|1CDMG	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9CGEN|aCDMG
226	36233 13423	   	166.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2ZMB|3RPLT|4CDMG|5LSRREG|6RCR|7ASPD|8DMG|9DUR|aAART
227	46233 13433	   	166.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ZMB|3RPLT|4CDMG|5VENICY|6RCR|7ASPD|8DMG|9VULN|aAART
228	32384 34175	   	166.02	DCR|3VULN|1AART|1FLTHEA|1CDMG	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9NUKE|aCDMG
229	36323 81474	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	157VULN|2ZMB|3MBVNT|4FEWX|6RCR|8CDMG|9AART|aLWND
230	22345 13414	   	165.97	DCR|4VULN|1AART|1FLTHEA	1CGEN|2589VULN|3MBVNT|4FLTHEA|6TLV|7RCR|aAART
231	31345 13414	   	165.97	DCR|4VULN|1AART|1FLTHEA	1589VULN|2CGEN|3MBVNT|4FLTHEA|6TLV|7RCR|aAART
232	56112 33512	   	165.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2RCR|3ZMB|4LIT|5DUR|6CDMG|7AART|8RCVC|9VULN|aDMG
233	36313 72435	 * 	165.72	DCR|2VULN|2DMG|2ZMB|1CDMG	1aVULN|25ZMB|3MBVNT|45MLV|5BPWR|68DMG|7RCR|9CDMG
234	36336 42426	   	165.62	DCR|2VULN|2DMG|2ZMB|1CDMG	15VULN|29ZMB|3MBVNT|4CGEN|6aDMG|7RCR|8CDMG
235	36383 42426	   	165.62	DCR|2VULN|2DMG|2ZMB|1CDMG	14VULN|29ZMB|3MBVNT|5CGEN|6aDMG|7RCR|8CDMG
236	56311 32325	   	165.58	ACR|3VULN|1AART|1ZMB|1DUR	1DMSP|2RCR|3AART|4ERES|569VULN|7ZMB|8DUST|aDUR
237	22411 15224	 * 	165.51	DCR|2AART|2VULN|2CDMG|1DUR	1aCGEN|2aVULN|39AART|4LIT|5DUR|6RPLT|7RCR|8aCDMG|aBPWR
238	31411 15224	   	165.51	DCR|2AART|2VULN|2CDMG|1DUR	1aVULN|2aCGEN|39AART|4LIT|5DUR|6RPLT|7RCR|8aCDMG|aBPWR
239	36372 12237	   	165.50	DCR|2VULN|2DMG|3ZMB	1aVULN|26aZMB|3MBVNT|45DUST|7RCR|8LIT|9aDMG|aBPWR
240	36384 32318	 * 	165.47	DCR|4VULN|1AART|2ZMB	146aVULN|27ZMB|3MBVNT|5AART|8CGEN|9RCR
241	62314 43428	   	165.45	DCR|4VULN|1AART|2DUR	147MLV|279aVULN|3MBVNT|5AART|67DUR|7BPWR|8RCR
242	36323 32137	   	165.42	DCR|3VULN|2DMG|2ZMB	15aVULN|2aZMB|3MBVNT|47FEWX|6LIT|8RCR|9aDMG|aBPWR
243	36323 37137	   	165.42	DCR|3VULN|2DMG|2ZMB	15aVULN|2aZMB|3MBVNT|4FEWX|67LIT|8RCR|9aDMG|aBPWR
244	36343 37137	   	165.42	DCR|3VULN|2DMG|2ZMB	15aVULN|2aZMB|3MBVNT|4LHND|67LIT|8RCR|9aDMG|aBPWR
245	22415 31263	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|29VULN|36AART|4LIT|5DMG|7RCR|8LWND|aDUR
246	31415 31263	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	19VULN|2CGEN|36AART|4LIT|5DMG|7RCR|8LWND|aDUR
247	32415 31263	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	19VULN|2ERES|36AART|4LIT|5DMG|7RCR|8LWND|aDUR
248	32415 31225	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	1aVULN|2ERES|36AART|4LIT|5DMG|7RCR|8LWND|9DUR
249	36323 12472	 * 	165.30	DCR|2VULN|3ZMB|1AART|1CDMG	15VULN|26aZMB|3MBVNT|4FEWX|7RCR|8CDMG|9AART
250	36372 23137	   	165.22	DCR|3VULN|2DMG|2ZMB	16aVULN|2aZMB|3MBVNT|45DUST|7LIT|8RCR|9aDMG|aBPWR
251	31345 13627	   	165.22	DCR|3VULN|1AART|2FLTHEA|1ASPD	158VULN|2CGEN|3MBVNT|48FLTHEA|68TLV|7RCR|8BPWR|9ASPD|aAART
252	35611 22334	   	164.82	DCR|3VULN|2AART|1ZMB|1SELL	149VULN|2SELL|3aAART|5LHND|6ZMB|7RCR|8LWND
253	46383 23134	   	164.82	DCR|4VULN|1DMG|1ZMB|1DUR	1DUR|2ZMB|3MBVNT|456aVULN|7LIT|8RCR|9DMG
254	32384 34162	   	164.77	DCR|3VULN|1AART|1FLTHEA|1ZMB	146VULN|2ERES|3MBVNT|5AART|7FLTHEA|8RCR|9ZMB|aRCVC
255	22353 42428	   	164.76	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8CDMG|9ZMB|aDUR
256	22461 12123	   	164.58	DCR|3VULN|1AART|1DMG	1CGEN|245VULN|3AART|6RPLT|7RCR|8RCVC|9RMIN|aDMG
257	31461 12123	   	164.58	DCR|3VULN|1AART|1DMG	145VULN|2CGEN|3AART|6RPLT|7RCR|8RCVC|9RMIN|aDMG
258	62461 12123	   	164.58	DCR|3VULN|1AART|1DMG	1MLV|245VULN|3AART|6RPLT|7RCR|8RCVC|9RMIN|aDMG
259	36314 72435	   	164.57	DCR|2VULN|2DMG|1CDMG|1ZMB	1aVULN|2ZMB|3MBVNT|4MLV|5RCVC|68DMG|7RCR|9CDMG
260	32461 12123	   	164.48	DCR|3VULN|1AART|1DMG	145VULN|2ERES|3AART|6RPLT|7RCR|8RCVC|9RMIN|aDMG
261	32461 12153	   	164.48	DCR|3VULN|1AART|1DMG	145VULN|2ERES|3AART|6RPLT|7RCR|8RCVC|9CGEN|aDMG
262	36323 84436	   	164.43	DCR|3VULN|1DMG|1CDMG|1ZMB	159VULN|2ZMB|3MBVNT|4FEWX|6RCR|7RCVC|8CDMG|aDMG
263	36343 84436	   	164.43	DCR|3VULN|1DMG|1CDMG|1ZMB	159VULN|2ZMB|3MBVNT|4LHND|6RCR|7RCVC|8CDMG|aDMG
264	22353 12464	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6MLV|7RCR|8aDMG|9CDMG
265	22353 12488	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6MLV|7RCR|89DMG|aCDMG
266	22353 42364	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6aDMG|7RCR|8MLV|9CDMG
267	22353 42388	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|69DMG|7RCR|8MLV|aCDMG
268	22353 42431	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|69DMG|7RCR|8CDMG|aLHND
269	22353 42434	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|69DMG|7RCR|8CDMG|aLIT
270	22353 42437	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|69DMG|7RCR|8CDMG|aBEXP
271	22353 42454	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6aDMG|7RCR|8CDMG|9MLV
272	22353 42564	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6aDMG|7RCR|8RMIN|9CDMG
273	31353 42435	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1aVULN|25CGEN|3MBVNT|45ASPD|5BPWR|69DMG|7RCR|8CDMG
274	22353 42164	   	164.31	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6aDMG|7RCR|8TLV|9CDMG
275	22353 42432	   	164.31	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|69DMG|7RCR|8CDMG|aTLV
276	22353 42433	   	164.31	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|69DMG|7RCR|8CDMG|aCANHEL
277	22353 42438	   	164.31	DCR|2VULN|2DMG|1CDMG|2ASPD	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|69DMG|7RCR|8CDMG|aLEGI
278	22353 42474	   	164.31	DCR|2VULN|2DMG|2ASPD|1CDMG	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6aDMG|7RCR|8CDMG|9CANHEL
279	35633 23423	   	164.31	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	17VULN|2SELL|3AART|4FEWX|57LHND|67DMG|7BPWR|8ASPD|9BEXP|aRCR
280	32353 42435	   	164.21	DCR|2VULN|2DMG|2ASPD|1CDMG	1aVULN|25ERES|3MBVNT|45ASPD|5BPWR|69DMG|7RCR|8CDMG
281	22353 42422	 * 	164.14	DCR|2VULN|3ASPD|1DMG|1CDMG|1ZMB	1CGEN|25VULN|3MBVNT|45aASPD|5BPWR|6DMG|7RCR|8CDMG|9ZMB
282	31353 42482	   	164.04	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG|1ZMB	1VULN|25CGEN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8CDMG|9AART|aZMB
283	62324 54181	   	164.01	DCR|3VULN|2AART|1FLTHEA	1MLV|24aVULN|3MBVNT|56AART|7FLTHEA|8RCR|9CGEN
284	22356 42416	   	164.01	DCR|2VULN|2DMG|2CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|6aDMG|7RCR|89CDMG
285	22386 42416	   	164.01	DCR|2VULN|2DMG|2CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|6aDMG|7RCR|89CDMG
286	31356 42416	   	164.01	DCR|2VULN|2DMG|2CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|6aDMG|7RCR|89CDMG
287	31386 42416	   	164.01	DCR|2VULN|2DMG|2CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|6aDMG|7RCR|89CDMG
288	56343 33222	 * 	163.99	ACR|3VULN|1AART|3DUR	1DMSP|2RCR|3AART|479DUR|57MLV|67aVULN|7BPWR|8SNIHEL
289	22461 12511	   	163.98	DCR|3VULN|1AART|1DMG	1CGEN|245VULN|3AART|6RPLT|7RCR|8DMG|9BEXP|aRCVC
290	31461 12511	   	163.98	DCR|3VULN|1AART|1DMG	145VULN|2CGEN|3AART|6RPLT|7RCR|8DMG|9BEXP|aRCVC
291	36327 84311	   	163.97	DCR|3DMG|2VULN|1ZMB	19VULN|2ZMB|3MBVNT|49FEWX|59aDMG|6BELT|7RCR|8RMIN|9BPWR
292	32211 42354	   	163.94	ACR|3VULN|1AART|1DMG|1DUR	168VULN|2ERES|3RPLT|4BEXP|5RCR|7DUR|9AART|aDMG
293	62314 84124	   	163.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	14MLV|26VULN|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aDMG
294	62324 14124	   	163.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	16MLV|24VULN|3MBVNT|5AART|7FLTHEA|8RCR|9DUR|aDMG
295	32384 54181	   	163.91	DCR|3VULN|2AART|1FLTHEA	14aVULN|2ERES|3MBVNT|56AART|7FLTHEA|8RCR|9CGEN
296	62324 54151	   	163.91	DCR|3VULN|2AART|1FLTHEA	1MLV|24aVULN|3MBVNT|56AART|7FLTHEA|8RCR|9ERES
297	32356 42416	   	163.91	DCR|2VULN|2DMG|2CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|6aDMG|7RCR|89CDMG
298	32386 42416	   	163.91	DCR|2VULN|2DMG|2CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|6aDMG|7RCR|89CDMG
299	56331 11321	   	163.89	ACR|3VULN|1AART|3DUR	1DMSP|2RCR|3AART|4aDUST|5LWND|69aDUR|78aVULN|aBPWR
300	56351 11121	   	163.89	ACR|3VULN|1AART|3DUR	1DMSP|2RCR|3AART|47aVULN|5LWND|69aDUR|8aDUST|aBPWR
301	32461 12511	   	163.88	DCR|3VULN|1AART|1DMG	145VULN|2ERES|3AART|6RPLT|7RCR|8DMG|9BEXP|aRCVC
302	22313 42483	   	163.87	DCR|3DMG|2VULN|1ZMB	1CGEN|25VULN|3MBVNT|45MLV|5BPWR|689DMG|7RCR|aZMB
303	56133 16313	   	163.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2RCR|3ZMB|4CGEN|5CDMG|6DMG|7AART|8BELT|9DUR|aVULN
304	32353 42482	   	163.84	DCR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1VULN|25ERES|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8CDMG|9AART|aZMB
305	22356 42483	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|6DMG|7RCR|8CDMG|9AART|aERES
306	22386 42483	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|6DMG|7RCR|8CDMG|9AART|aERES
307	31356 42483	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|6DMG|7RCR|8CDMG|9AART|aERES
308	31386 42483	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|6DMG|7RCR|8CDMG|9AART|aERES
309	32356 42484	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|6DMG|7RCR|8CDMG|9AART|aRPLT
310	32386 42484	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|6DMG|7RCR|8CDMG|9AART|aRPLT
311	32384 54171	   	163.81	DCR|3VULN|2AART|1FLTHEA	14aVULN|2ERES|3MBVNT|56AART|7FLTHEA|8RCR|9NUKE
312	36313 72436	 * 	163.78	DCR|3DMG|1VULN|2ZMB|1CDMG	1VULN|25ZMB|3MBVNT|45MLV|5BPWR|68aDMG|7RCR|9CDMG
313	33423 26513	   	163.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DUST|3CDMG|4AART|5LHND|6ZMB|8DMG|9BEXP|aRCR
314	62324 43525	   	163.77	DCR|3VULN|1AART|3DUR|1ZMB	17MLV|247VULN|3MBVNT|5AART|678DUR|7BPWR|9RCR|aZMB
315	22316 42483	   	163.77	DCR|3DMG|2VULN|1ZMB	1CGEN|25VULN|3MBVNT|4MLV|689DMG|7RCR|aZMB
316	31316 42483	   	163.77	DCR|3DMG|2VULN|1ZMB	15VULN|2CGEN|3MBVNT|4MLV|689DMG|7RCR|aZMB
317	36323 22234	   	163.77	DCR|3VULN|2DMG|1ZMB	156VULN|2ZMB|3MBVNT|4FEWX|7RCR|8LIT|9aDMG
318	36343 22234	   	163.77	DCR|3VULN|2DMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8LIT|9aDMG
319	36343 22654	   	163.77	DCR|3VULN|2DMG|1ZMB	156VULN|2ZMB|3MBVNT|4LHND|7RCR|8FEWX|9aDMG
320	36373 84311	   	163.77	DCR|3DMG|2VULN|1ZMB	19VULN|2ZMB|3MBVNT|49DUST|59aDMG|6BELT|7RCR|8RMIN|9BPWR
321	36381 22234	   	163.77	DCR|3VULN|2DMG|1ZMB	146VULN|2ZMB|3MBVNT|5LWND|7RCR|8LIT|9aDMG
322	62323 42483	   	163.77	DCR|3DMG|2VULN|1ZMB	1MLV|24VULN|3MBVNT|5CGEN|689DMG|7RCR|aZMB
323	32356 42483	   	163.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2aERES|3MBVNT|4ASPD|6DMG|7RCR|8CDMG|9AART
324	32386 42483	   	163.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	14VULN|2aERES|3MBVNT|5ASPD|6DMG|7RCR|8CDMG|9AART
325	35123 23423	   	163.71	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	17VULN|2SELL|3FEWX|4AART|57LHND|67DMG|7BPWR|8ASPD|9BEXP|aRCR
326	36323 12436	 * 	163.68	DCR|3VULN|1DMG|2ZMB|1CDMG	159VULN|26ZMB|3MBVNT|4FEWX|7RCR|8CDMG|aDMG
