0	Index      	 *	Score 	Summary	Detail	
1	61131 73844	 * 	187.92	DCR|3DMG|2VULN|1AART|2ZMB	1aVULN|2CGEN|3MBVNT|45aDMG|6aZMB|7AART|8LEGI|9RCR|aBPWR
166	33133 35135	   	163.61	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|24AART|3aVULN|5DUR|6BEXP|7DMG|8RCR|9LIT
167	33135 25135	   	163.61	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|24AART|3aVULN|5LWND|6DUR|7DMG|8RCR|9LIT
168	33135 33135	   	163.61	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|24AART|3aVULN|5LWND|6DMG|7DUR|8RCR|9LIT
169	33136 25115	 * 	163.61	DCR|2AART|2DMG|1VULN|1DUR	1RPLT|24AART|3VULN|5LHND|6DUR|7aDMG|8RCR|9CGEN
170	33136 25135	   	163.61	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|24AART|3aVULN|5LHND|6DUR|7DMG|8RCR|9LIT
171	33136 33115	   	163.61	DCR|2AART|2DMG|1VULN|1DUR	1RPLT|24AART|3VULN|5LHND|6aDMG|7DUR|8RCR|9CGEN
172	33136 33135	   	163.61	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|24AART|3aVULN|5LHND|6DMG|7DUR|8RCR|9LIT
173	33226 45131	   	163.58	DCR|2VULN|1AART|1DMG|1CDMG	14RPLT|2AART|3BELT|5aVULN|6RCR|7CDMG|8MBVNT|9DMG
174	33132 21444	   	163.51	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|24AART|35VULN|6AIRHEA|7FEWX|8RCR|9DUR|aDMG
175	33132 23444	   	163.51	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|24AART|35VULN|6AIRHEA|7LWND|8RCR|9DUR|aDMG
176	33133 35156	   	163.51	DCR|2AART|2DMG|1VULN|1DUR	1RPLT|24AART|3VULN|5DUR|6BEXP|7aDMG|8RCR|9BASICY
177	33133 35165	   	163.51	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|24AART|3aVULN|5DUR|6BEXP|7DMG|8RCR|9DUST
178	33135 33156	   	163.51	DCR|2AART|2DMG|1VULN|1DUR	1RPLT|24AART|3VULN|5LWND|6aDMG|7DUR|8RCR|9BASICY
179	33136 33156	   	163.51	DCR|2AART|2DMG|1VULN|1DUR	1RPLT|24AART|3VULN|5LHND|6aDMG|7DUR|8RCR|9BASICY
180	44232 32152	   	163.51	DCR|3DMG|2VULN|1DUR	1CGEN|28VULN|3DUR|479DMG|5MLV|6RCR|aRCVC
181	61232 32152	   	163.51	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|479DMG|5MLV|6RCR|aRCVC
182	63432 34313	   	163.41	DCR|2VULN|2DMG|1AART	1aVULN|2LHND|3NUKE|4aDMG|5MLV|6RCR|7TLV|8aLWND|9AART|aBPWR
183	63432 36313	   	163.41	DCR|2VULN|2DMG|1AART	1aVULN|2LHND|3NUKE|4aDMG|5MLV|6RCR|7ERES|8aLWND|9AART|aBPWR
184	33132 22444	   	163.41	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|24AART|35VULN|6AIRHEA|7DUST|8RCR|9DUR|aDMG
185	44211 32152	   	163.41	DCR|3DMG|2VULN|1DUR	1CGEN|28VULN|3DUR|4TLV|579DMG|6RCR|aRCVC
186	61211 32152	   	163.41	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|4TLV|579DMG|6RCR|aRCVC
187	61241 32152	   	163.41	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|4ERES|579DMG|6RCR|aRCVC
188	34335 25131	   	163.21	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2aVULN|34AART|5aLWND|6DUR|7DMG|8RCR|9aLIT|aBPWR
189	34335 33131	   	163.21	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2aVULN|34AART|5aLWND|6DMG|7DUR|8RCR|9aLIT|aBPWR
190	34336 25131	   	163.21	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2aVULN|34AART|5aLHND|6DUR|7DMG|8RCR|9aLIT|aBPWR
191	34336 33131	   	163.21	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2aVULN|34AART|5aLHND|6DMG|7DUR|8RCR|9aLIT|aBPWR
192	61332 25135	 * 	163.21	DCR|3VULN|1AART|2ZMB|1ASPD	19aVULN|2CGEN|39ZMB|4MLV|5AART|6ASPD|7RCR|89DUST|9BPWR
193	33652 33135	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2AART|3CGEN|4ZMB|5aVULN|6DMG|7DUR|8RCR|9BEXP
194	61311 31434	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19VULN|2CGEN|3ZMB|48BEXP|5DMG|6RCR|7ASPD|aAART
195	33132 21425	 * 	163.17	DCR|3VULN|2AART|1ZMB	1RPLT|24AART|35aVULN|6AIRHEA|7FEWX|8RCR|9ZMB
196	33132 23425	   	163.17	DCR|3VULN|2AART|1ZMB	1RPLT|24AART|35aVULN|6AIRHEA|7LWND|8RCR|9ZMB
197	33132 26425	   	163.17	DCR|3VULN|2AART|1ZMB	1RPLT|24AART|35aVULN|6AIRHEA|7BEXP|8RCR|9ZMB
198	33132 61435	   	163.17	DCR|3VULN|2AART|1ZMB	1RPLT|24AART|35aVULN|6BASICY|7FEWX|8RCR|9ZMB
199	11342 25336	   	163.11	DCR|3VULN|1AART|2ZMB|1ASPD	19DUST|2CGEN|39ZMB|4ERES|5AART|6ASPD|7RCR|89aVULN|9BPWR
200	35143 62233	   	163.08	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2CGEN|37VULN|4CDMG|5AART|6RCR|8DMG|9ERES|aRCVC
201	33132 22425	   	163.07	DCR|3VULN|2AART|1ZMB	1RPLT|24AART|35aVULN|6AIRHEA|7DUST|8RCR|9ZMB
202	33132 62435	   	163.07	DCR|3VULN|2AART|1ZMB	1RPLT|24AART|35aVULN|6BASICY|7DUST|8RCR|9ZMB
203	34333 35125	   	163.01	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2aVULN|34AART|5DUR|6BEXP|7DMG|8RCR|9FEWX
204	34333 35135	   	163.01	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2aVULN|34AART|5DUR|6BEXP|7DMG|8RCR|9LIT
205	34335 33135	   	163.01	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2aVULN|34AART|5LWND|6DMG|7DUR|8RCR|9LIT
206	34336 33115	   	163.01	DCR|2AART|2DMG|1VULN|1DUR	1RPLT|2VULN|34AART|5LHND|6aDMG|7DUR|8RCR|9CGEN
207	34336 33135	   	163.01	DCR|2AART|2VULN|1DMG|1DUR	1RPLT|2aVULN|34AART|5LHND|6DMG|7DUR|8RCR|9LIT
208	35364 22133	   	163.00	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2CGEN|3CDMG|4aDMG|5RCVC|6RCR|7DUR|89VULN
209	21232 34163	   	162.95	DCR|2VULN|2DMG|2DUR|1ZMB	1FEWX|2CGEN|3aDUR|4aDMG|5MLV|6RCR|7aVULN|8ZMB|9ERES|aBPWR
210	41232 34163	   	162.95	DCR|2VULN|2DMG|2DUR|1ZMB	1CGEN|2FEWX|3aDUR|4aDMG|5MLV|6RCR|7aVULN|8ZMB|9ERES|aBPWR
211	33263 12211	   	162.92	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2AART|3BELT|46DUST|569DMG|6BPWR|7ASPD|8VULN|aRCR
212	33213 14613	   	162.91	DCR|2VULN|2DMG|1AART	1RPLT|2AART|3BELT|46LWND|56DMG|6BPWR|7aVULN|8RCR|9MGNLIT
213	31364 22133	   	162.90	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2TLV|3CDMG|4aDMG|5RCVC|6RCR|7DUR|89VULN
214	31364 24133	   	162.90	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2TLV|3CDMG|4aDMG|5RCVC|6RCR|78VULN|9DUR
215	11232 34163	   	162.85	DCR|2VULN|2DMG|2DUR|1ZMB	1DUST|2CGEN|3aDUR|4aDMG|5MLV|6RCR|7aVULN|8ZMB|9ERES|aBPWR
216	33263 22662	   	162.81	DCR|2VULN|2DMG|1AART	1RPLT|2AART|3BELT|4aDUST|5aDMG|6LWND|7FEWX|8RCR|9aVULN|aBPWR
217	33263 31662	   	162.81	DCR|2VULN|2DMG|1AART	1RPLT|2AART|3BELT|4aDUST|5aDMG|6BEXP|7LWND|8RCR|9aVULN|aBPWR
218	15271 13242	   	162.79	DCR|2VULN|2DMG|1AART	1aDUST|2LWND|3MBVNT|46RCVC|5aDMG|7AART|8aVULN|9RCR|aBPWR
219	33263 14613	   	162.71	DCR|2VULN|2DMG|1AART	1RPLT|2AART|3BELT|46DUST|56DMG|6BPWR|7aVULN|8RCR|9MGNLIT
220	61123 32185	   	162.71	DCR|2VULN|2DMG|1AART	18VULN|25CGEN|3MBVNT|4BEXP|6RCR|79DMG|aAART
221	16281 13242	   	162.69	DCR|2VULN|2DMG|1AART	1aDUST|2LEGI|3MBVNT|46RCVC|5aDMG|7AART|8aVULN|9RCR|aBPWR
222	45331 31143	 * 	162.62	ACR|3DMG|2VULN|1DUR	1CGEN|2DUR|3RCR|45aDMG|6FEWX|7RMIN|89VULN
223	45332 22143	   	162.62	ACR|3DMG|2VULN|1DUR	1CGEN|2DUR|3RCR|47aDMG|5MLV|6LWND|89VULN
224	13234 34188	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2LHND|3MBVNT|4DUR|5CDMG|6DMG|7AART|8RCR|9aVULN
225	62234 34118	   	162.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUST|3MBVNT|4DUR|5CDMG|6aDMG|7AART|8RCR|9CGEN
226	62234 34126	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUST|3MBVNT|4DUR|5CDMG|6DMG|7AART|8RCR|9FEWX
227	62234 34136	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUST|3MBVNT|4DUR|5CDMG|6DMG|7AART|8RCR|9LIT
228	62234 34148	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUST|3MBVNT|4DUR|5CDMG|6DMG|7AART|8RCR|9LWND
229	62234 34188	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUST|3MBVNT|4DUR|5CDMG|6DMG|7AART|8RCR|9LHND
230	62511 32114	   	162.61	DCR|2VULN|2DMG|1AART	18VULN|23DUST|4BEXP|57DMG|6RCR|9MLV|aAART
231	44261 31133	 * 	162.60	DCR|2VULN|2DMG|3DUR|1ASPD	1CGEN|28VULN|39aDUR|4ASPD|57DMG|6RCR
232	61261 31133	   	162.60	DCR|2VULN|2DMG|3DUR|1ASPD	18VULN|2CGEN|39aDUR|4ASPD|57DMG|6RCR
233	34332 21425	   	162.57	DCR|3VULN|2AART|1ZMB	1RPLT|25aVULN|34AART|6AIRHEA|7FEWX|8RCR|9ZMB
234	34332 23425	   	162.57	DCR|3VULN|2AART|1ZMB	1RPLT|25aVULN|34AART|6AIRHEA|7LWND|8RCR|9ZMB
235	61361 31134	   	162.56	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	189VULN|2CGEN|3ZMB|4LHND|5DMG|6RCR|7ASPD|aDUR
236	45311 22143	   	162.52	ACR|3DMG|2VULN|1DUR	1CGEN|2DUR|3RCR|4TLV|57aDMG|6LWND|89VULN
237	45331 21143	   	162.52	ACR|3DMG|2VULN|1DUR	1CGEN|2DUR|3RCR|45aDMG|6DUST|7RMIN|89VULN
238	16234 34188	   	162.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2LEGI|3MBVNT|4DUR|5CDMG|6DMG|7AART|8RCR|9aVULN
239	62234 34164	   	162.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUST|3MBVNT|4DUR|5CDMG|6DMG|7AART|8RCR|9BASICY
240	62411 32114	   	162.51	DCR|2VULN|2DMG|1AART	18VULN|2DUST|3NUKE|4TLV|57DMG|6RCR|9MLV|aAART
241	62432 32334	   	162.51	DCR|2VULN|2DMG|1AART	19VULN|2DUST|3NUKE|47DMG|5MLV|6RCR|8TLV|aAART
242	34332 22425	   	162.47	DCR|3VULN|2AART|1ZMB	1RPLT|25aVULN|34AART|6AIRHEA|7DUST|8RCR|9ZMB
243	61311 36126	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	178VULN|2CGEN|3ZMB|4BEXP|5DMG|6RCR|9LHND|aCDMG
244	44311 31132	   	162.23	DCR|3VULN|1DMG|2ASPD|1ZMB	1CGEN|289VULN|3ZMB|4BEXP|5DMG|6RCR|7aASPD
245	44351 31132	   	162.23	DCR|3VULN|1DMG|2ASPD|1ZMB	1CGEN|289VULN|3ZMB|4FEWX|5DMG|6RCR|7aASPD
246	61311 31132	   	162.23	DCR|3VULN|1DMG|2ASPD|1ZMB	189VULN|2CGEN|3ZMB|4BEXP|5DMG|6RCR|7aASPD
247	61351 31132	   	162.23	DCR|3VULN|1DMG|2ASPD|1ZMB	189VULN|2CGEN|3ZMB|4FEWX|5DMG|6RCR|7aASPD
248	21232 32143	   	162.20	DCR|3DMG|2VULN|1DUR	1FEWX|2CGEN|3DUR|47aDMG|5MLV|6RCR|89VULN
249	21232 34443	   	162.20	DCR|3VULN|2DMG|1DUR	1FEWX|2CGEN|3DUR|4aDMG|5MLV|6RCR|789VULN
250	41232 32143	   	162.20	DCR|3DMG|2VULN|1DUR	1CGEN|2FEWX|3DUR|47aDMG|5MLV|6RCR|89VULN
251	44232 32133	   	162.20	DCR|3VULN|2DMG|1DUR	1aCGEN|289VULN|3DUR|47DMG|5MLV|6RCR
252	44232 32134	   	162.20	DCR|3VULN|2DMG|1DUR	1CGEN|289VULN|3DUR|47DMG|5MLV|6RCR|aLWND
253	44232 32136	   	162.20	DCR|3VULN|2DMG|1DUR	1CGEN|289VULN|3DUR|47DMG|5MLV|6RCR|aFEWX
254	44232 32243	   	162.20	DCR|3DMG|2VULN|1DUR	1CGEN|29VULN|3DUR|47aDMG|5MLV|6RCR|8BEXP
255	44232 36233	   	162.20	DCR|3DMG|2VULN|1DUR	1CGEN|27VULN|3DUR|49aDMG|5MLV|6RCR|8BEXP
256	44241 32333	   	162.20	DCR|3DMG|2VULN|1DUR	1CGEN|2aVULN|3DUR|4ERES|57aDMG|6RCR|8TLV|9aFEWX|aBPWR
257	45632 32133	   	162.20	DCR|3VULN|2DMG|1DUR	1aCGEN|2DUR|389VULN|47DMG|5MLV|6RCR
258	61232 32133	   	162.20	DCR|3VULN|2DMG|1DUR	189VULN|2aCGEN|3DUR|47DMG|5MLV|6RCR
259	61232 32134	   	162.20	DCR|3VULN|2DMG|1DUR	189VULN|2CGEN|3DUR|47DMG|5MLV|6RCR|aLWND
260	61232 32136	   	162.20	DCR|3VULN|2DMG|1DUR	189VULN|2CGEN|3DUR|47DMG|5MLV|6RCR|aFEWX
261	61232 32154	   	162.20	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|479DMG|5MLV|6RCR|aLWND
262	61232 32155	   	162.20	DCR|3DMG|2VULN|1DUR	18VULN|2aCGEN|3DUR|479DMG|5MLV|6RCR
263	61232 32156	   	162.20	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|479DMG|5MLV|6RCR|aRPLT
264	61232 32243	   	162.20	DCR|3DMG|2VULN|1DUR	19VULN|2CGEN|3DUR|47aDMG|5MLV|6RCR|8BEXP
265	61232 32443	   	162.20	DCR|3DMG|2VULN|1DUR	19VULN|2CGEN|3DUR|47aDMG|5MLV|6RCR|8FEWX
266	61232 36153	   	162.20	DCR|3VULN|2DMG|1DUR	178VULN|2aCGEN|3DUR|49DMG|5MLV|6RCR
267	61232 36233	   	162.20	DCR|3DMG|2VULN|1DUR	17VULN|2CGEN|3DUR|49aDMG|5MLV|6RCR|8BEXP
268	61232 36243	   	162.20	DCR|3VULN|2DMG|1DUR	179VULN|2CGEN|3DUR|4aDMG|5MLV|6RCR|8BEXP
269	66111 32143	   	162.20	DCR|3DMG|2VULN|1DUR	18VULN|2DMSP|3LHND|4BEXP|57aDMG|6RCR|9DUR
270	66221 32143	   	162.20	DCR|3DMG|2VULN|1DUR	18VULN|2DMSP|3BEXP|4LHND|57aDMG|6RCR|9DUR
271	66251 32133	   	162.20	DCR|3DMG|2VULN|1DUR	18VULN|2DMSP|3BEXP|4FEWX|57aDMG|6RCR|9DUR
272	31143 61242	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	17RPLT|2TLV|3VULN|4CDMG|5AART|6RCR|8DMG|9ZMB|aASPD
273	11232 32143	   	162.10	DCR|3DMG|2VULN|1DUR	1DUST|2CGEN|3DUR|47aDMG|5MLV|6RCR|89VULN
274	11232 32146	   	162.10	DCR|3VULN|2DMG|1DUR	1DUST|2CGEN|3DUR|47DMG|5MLV|6RCR|89aVULN
275	11232 34433	   	162.10	DCR|3DMG|2VULN|1DUR	1DUST|2CGEN|3DUR|49aDMG|5MLV|6RCR|78VULN
276	11232 34436	   	162.10	DCR|3VULN|2DMG|1DUR	1DUST|2CGEN|3DUR|49DMG|5MLV|6RCR|78aVULN
277	11232 34443	   	162.10	DCR|3VULN|2DMG|1DUR	1DUST|2CGEN|3DUR|4aDMG|5MLV|6RCR|789VULN
278	21211 32143	   	162.10	DCR|3DMG|2VULN|1DUR	1FEWX|2CGEN|3DUR|4TLV|57aDMG|6RCR|89VULN
279	21211 34443	   	162.10	DCR|3VULN|2DMG|1DUR	1FEWX|2CGEN|3DUR|4TLV|5aDMG|6RCR|789VULN
280	21241 32143	   	162.10	DCR|3DMG|2VULN|1DUR	1FEWX|2CGEN|3DUR|4ERES|57aDMG|6RCR|89VULN
281	41211 32143	   	162.10	DCR|3DMG|2VULN|1DUR	1CGEN|2FEWX|3DUR|4TLV|57aDMG|6RCR|89VULN
282	41241 32143	   	162.10	DCR|3DMG|2VULN|1DUR	1CGEN|2FEWX|3DUR|4ERES|57aDMG|6RCR|89VULN
283	44211 32123	   	162.10	DCR|3DMG|2VULN|1DUR	1CGEN|28VULN|3DUR|4TLV|57aDMG|6RCR|9LHND
284	44211 32153	   	162.10	DCR|3DMG|2VULN|1DUR	1CGEN|28VULN|3DUR|4TLV|579DMG|6RCR|aMLV
285	44211 32243	   	162.10	DCR|3DMG|2VULN|1DUR	1CGEN|29VULN|3DUR|4TLV|57aDMG|6RCR|8BEXP
286	44232 32131	   	162.10	DCR|3VULN|2DMG|1DUR	1CGEN|289VULN|3DUR|47DMG|5MLV|6RCR|aNUKE
287	44232 32151	   	162.10	DCR|3DMG|2VULN|1DUR	1CGEN|28VULN|3DUR|479DMG|5MLV|6RCR|aNUKE
288	44232 32153	   	162.10	DCR|3DMG|2VULN|1DUR	1CGEN|28VULN|3DUR|479DMG|5MLV|6RCR|aTLV
289	44241 32123	   	162.10	DCR|3DMG|2VULN|1DUR	1CGEN|28VULN|3DUR|4ERES|57aDMG|6RCR|9LHND
290	44611 32133	   	162.10	DCR|3DMG|2VULN|1DUR	1CGEN|28VULN|3ERES|4BEXP|57aDMG|6RCR|9DUR
291	45611 32123	   	162.10	DCR|3DMG|2VULN|1DUR	1CGEN|2DUR|38VULN|4TLV|57aDMG|6RCR|9LHND
292	45632 32131	   	162.10	DCR|3VULN|2DMG|1DUR	1CGEN|2DUR|389VULN|47DMG|5MLV|6RCR|aNUKE
293	61211 32123	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|4TLV|57aDMG|6RCR|9LHND
294	61211 32153	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|4TLV|579DMG|6RCR|aMLV
295	61211 32154	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|4TLV|579DMG|6RCR|aLWND
296	61211 32155	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2aCGEN|3DUR|4TLV|579DMG|6RCR
297	61211 32156	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|4TLV|579DMG|6RCR|aRPLT
298	61211 32243	   	162.10	DCR|3DMG|2VULN|1DUR	19VULN|2CGEN|3DUR|4TLV|57aDMG|6RCR|8BEXP
299	61211 32443	   	162.10	DCR|3DMG|2VULN|1DUR	19VULN|2CGEN|3DUR|4TLV|57aDMG|6RCR|8FEWX
300	61232 32131	   	162.10	DCR|3VULN|2DMG|1DUR	189VULN|2CGEN|3DUR|47DMG|5MLV|6RCR|aNUKE
301	61232 32151	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|479DMG|5MLV|6RCR|aNUKE
302	61232 32153	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|479DMG|5MLV|6RCR|aTLV
303	61232 36151	   	162.10	DCR|3VULN|2DMG|1DUR	178VULN|2CGEN|3DUR|49DMG|5MLV|6RCR|aNUKE
304	61241 32123	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|4ERES|57aDMG|6RCR|9LHND
305	61241 32153	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|4ERES|579DMG|6RCR|aMLV
306	61241 32243	   	162.10	DCR|3DMG|2VULN|1DUR	19VULN|2CGEN|3DUR|4ERES|57aDMG|6RCR|8BEXP
307	61241 36123	   	162.10	DCR|3VULN|2DMG|1DUR	178VULN|2CGEN|3DUR|4ERES|5aDMG|6RCR|9LHND
308	61241 36233	   	162.10	DCR|3DMG|2VULN|1DUR	17VULN|2CGEN|3DUR|4ERES|59aDMG|6RCR|8BEXP
309	61611 32133	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3ERES|4BEXP|57aDMG|6RCR|9DUR
310	61611 36133	   	162.10	DCR|3VULN|2DMG|1DUR	178VULN|2CGEN|3ERES|4BEXP|5aDMG|6RCR|9DUR
311	63432 31135	   	162.10	DCR|3VULN|2DMG|1ASPD	189VULN|2LHND|3NUKE|4aDMG|5MLV|6RCR|7ASPD
312	63432 32143	   	162.10	DCR|3DMG|2VULN|1DUR	18VULN|2LHND|3NUKE|47aDMG|5MLV|6RCR|9DUR
313	63432 32133	   	162.10	DCR|3VULN|2DMG|1DUR	189VULN|2LHND|3NUKE|47DMG|5MLV|6RCR|aDUR
314	35311 62234	   	162.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2CGEN|3CDMG|4BEXP|58DMG|6ZMB|7AART|9VULN|aRCR
315	62432 32132	   	162.00	DCR|3VULN|2DMG|1DUR	189VULN|2DUST|3NUKE|47DMG|5MLV|6RCR|aDUR
316	11211 32143	   	162.00	DCR|3DMG|2VULN|1DUR	1DUST|2CGEN|3DUR|4TLV|57aDMG|6RCR|89VULN
317	11211 32146	   	162.00	DCR|3VULN|2DMG|1DUR	1DUST|2CGEN|3DUR|4TLV|57DMG|6RCR|89aVULN
318	11211 34433	   	162.00	DCR|3DMG|2VULN|1DUR	1DUST|2CGEN|3DUR|4TLV|59aDMG|6RCR|78VULN
319	11211 34436	   	162.00	DCR|3VULN|2DMG|1DUR	1DUST|2CGEN|3DUR|4TLV|59DMG|6RCR|78aVULN
320	11211 34443	   	162.00	DCR|3VULN|2DMG|1DUR	1DUST|2CGEN|3DUR|4TLV|5aDMG|6RCR|789VULN
321	11241 32143	   	162.00	DCR|3DMG|2VULN|1DUR	1DUST|2CGEN|3DUR|4ERES|57aDMG|6RCR|89VULN
322	11241 32146	   	162.00	DCR|3VULN|2DMG|1DUR	1DUST|2CGEN|3DUR|4ERES|57DMG|6RCR|89aVULN
323	11241 36533	   	162.00	DCR|3DMG|2VULN|1DUR	1DUST|2CGEN|3DUR|4ERES|59aDMG|6RCR|78VULN
324	44211 32151	   	162.00	DCR|3DMG|2VULN|1DUR	1CGEN|28VULN|3DUR|4TLV|579DMG|6RCR|aNUKE
325	61211 32151	   	162.00	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|4TLV|579DMG|6RCR|aNUKE
326	61241 32151	   	162.00	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3DUR|4ERES|579DMG|6RCR|aNUKE
327	61661 32133	   	162.00	DCR|3DMG|2VULN|1DUR	18VULN|2CGEN|3ERES|4DUST|57aDMG|6RCR|9DUR
328	62432 32143	   	162.00	DCR|3DMG|2VULN|1DUR	18VULN|2DUST|3NUKE|47aDMG|5MLV|6RCR|9DUR
329	62511 32133	   	162.00	DCR|3DMG|2VULN|1DUR	18VULN|23DUST|4BEXP|57aDMG|6RCR|9DUR
330	62511 32136	   	162.00	DCR|3VULN|2DMG|1DUR	18aVULN|23DUST|4BEXP|57DMG|6RCR|9DUR
331	62551 32133	   	162.00	DCR|3DMG|2VULN|1DUR	18VULN|23DUST|4FEWX|57aDMG|6RCR|9DUR
332	63411 31135	   	162.00	DCR|3VULN|2DMG|1ASPD	189VULN|2LHND|3NUKE|4TLV|5aDMG|6RCR|7ASPD
333	63411 32143	   	162.00	DCR|3DMG|2VULN|1DUR	18VULN|2LHND|3NUKE|4TLV|57aDMG|6RCR|9DUR
334	63217 32743	   	161.98	DCR|3VULN|1AART|1DMG	159VULN|2aLHND|3MBVNT|4RMIN|6RCR|7DMG|8AART
335	31311 62234	   	161.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2TLV|3CDMG|4BEXP|58DMG|6ZMB|7AART|9VULN|aRCR
336	31363 62234	   	161.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2TLV|3CDMG|48DMG|5FEWX|6ZMB|7AART|9VULN|aRCR
337	44232 32161	   	161.96	DCR|3VULN|2DMG|1DUR|1SELL	1CGEN|28aVULN|3DUR|47DMG|5MLV|6RCR|9SELL
338	61232 32161	   	161.96	DCR|3VULN|2DMG|1DUR|1SELL	18aVULN|2CGEN|3DUR|47DMG|5MLV|6RCR|9SELL
339	53422 61321	   	161.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AIRHEL|2ERES|3ASPD|4DUR|5AART|6RCR|78VULN|9DMSP|aDMG
340	62411 32133	   	161.90	DCR|3DMG|2VULN|1DUR	18VULN|2DUST|3NUKE|4TLV|57aDMG|6RCR|9DUR
341	62411 32136	   	161.90	DCR|3VULN|2DMG|1DUR	18aVULN|2DUST|3NUKE|4TLV|57DMG|6RCR|9DUR
342	62441 32133	   	161.90	DCR|3DMG|2VULN|1DUR	18VULN|2DUST|3NUKE|4ERES|57aDMG|6RCR|9DUR
343	63217 32741	   	161.88	DCR|3VULN|1AART|1DMG	159VULN|2LHND|3MBVNT|4RMIN|6RCR|7DMG|8AART|aERES
344	63217 32744	   	161.88	DCR|3VULN|1AART|1DMG	159VULN|2LHND|3MBVNT|4RMIN|6RCR|7DMG|8AART|aDUST
345	35143 62212	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2CGEN|37VULN|4CDMG|5AART|6RCR|8DMG|9LHND|aLWND
346	35143 62213	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2aCGEN|37VULN|4CDMG|5AART|6RCR|8DMG|9LHND
347	35143 62222	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2CGEN|37VULN|4CDMG|5AART|6RCR|8DMG|9FEWX|aLWND
348	35143 62223	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2aCGEN|37VULN|4CDMG|5AART|6RCR|8DMG|9FEWX
