0	Index      	Bounty	 *	Score 	Summary	Detail	
1	43522 26313	10	 * 	278.41	DCR|5VULN|3LIT|1DMG|1ASPD	179CGEN|279LIT|3DMG|4ASPD|5789aVULN|6RCR|79BPWR
172	63311 32115	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	14DUR|2LHND|367VULN|5DMG|8TLV|9MLV|aRCR
173	63311 32145	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	14DUR|2LHND|367VULN|5DMG|8TLV|9CGEN|aRCR
174	65211 32115	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	12DUR|3LHND|467VULN|5DMG|8TLV|9MLV|aRCR
175	65311 32115	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	12DUR|3BEXP|467VULN|5DMG|8TLV|9MLV|aRCR
176	66434 27312	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	16DUR|2MBVNT|3DMG|4FEWX|569VULN|6BPWR|7TLV|8RCR|aLHND
177	66434 27313	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	16DUR|2MBVNT|3DMG|4aFEWX|569VULN|6BPWR|7TLV|8RCR
178	66434 27314	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	16DUR|2MBVNT|3DMG|4FEWX|569VULN|6BPWR|7TLV|8RCR|aRMIN
179	33464 32118	2	   	251.97	DCR|3VULN|2DMG|2ASPD	19ASPD|2LIT|3MBVNT|49aVULN|5DUST|6ERES|79DMG|8RCR|9BPWR
180	52241 23523	3	   	251.96	DCR|4VULN|3TLV|1DUR	12aTLV|2aBPWR|349aVULN|5LIT|6DUR|7RCR|8aDUST
181	66311 82411	10	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	14DUR|2MBVNT|39aVULN|5DMG|6TLV|7CGEN|8RCR
182	46111 22422	6	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|2TLV|36DUR|47aVULN|5DMG|8RCR|9BBNT
183	62611 22422	6	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	16DUR|2CGEN|3TLV|47aVULN|5DMG|8RCR|9BBNT
184	66434 27311	2	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	16DUR|2MBVNT|3DMG|4FEWX|569VULN|6BPWR|7TLV|8RCR|aERES
185	66442 38241	5	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	16DUR|2MBVNT|3BEXP|4DUST|569VULN|6BPWR|7RCR|8DMG|aTLV
186	31246 32611	5	   	251.92	DCR|4VULN|3ASPD|1CDMG	12aASPD|2BPWR|3578VULN|4CDMG|6RCR|9ZMB
187	16111 32424	5	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	1ERES|2TLV|3aDUR|467VULN|5DMG|8RCR|9BBNT
188	16111 32452	5	   	251.85	DCR|3VULN|2DUR|1DMG|1TLV	1aERES|2TLV|3aDUR|467VULN|5DMG|8RCR|9aDUST|aBPWR
189	16113 16411	5	 * 	251.85	DCR|3VULN|3ASPD|3TLV|1DUR	17aERES|279TLV|3DUR|45aVULN|67aASPD|7aBPWR|8RCR
190	31244 25133	4	   	251.85	DCR|3VULN|3ASPD|2CDMG|1TLV	127ASPD|27BPWR|379VULN|47CDMG|5BBNT|6RCR|8TBNT|aTLV
191	31266 25133	3	   	251.85	DCR|3VULN|3ASPD|2CDMG|1TLV	127ASPD|27BPWR|379VULN|4TBNT|57CDMG|6RCR|8BBNT|aTLV
192	25361 35313	2	   	251.80	DCR|4VULN|3DUR	18BEXP|238DUR|4BELT|578aVULN|6RCR|8BPWR|9LHND
193	33151 16511	5	 * 	251.73	DCR|2VULN|3DUR|2ASPD|1DMG	19ASPD|2LIT|359DUR|4DUST|6FEWX|7RCR|89VULN|9BPWR|aDMG
194	33153 16511	4	   	251.73	DCR|2VULN|3DUR|2ASPD|1DMG	19ASPD|2LIT|359DUR|4DUST|6FEWX|7RCR|89VULN|9BPWR|aDMG
195	31256 31234	3	   	251.70	DCR|3VULN|3ASPD|1DMG|1DUR|1SELL	124ASPD|24BPWR|349VULN|5DUST|6RCR|7DMG|8SELL|aDUR
196	62113 62413	7	   	251.60	DCR|4VULN|3DUR	169DUR|2CGEN|39ERES|4569VULN|69BPWR|7DLOT|8RCR|aRPLT
197	63313 16216	10	   	251.60	DCR|4VULN|3DUR	147DUR|2LHND|358aVULN|6FEWX|9RCR
198	62113 62412	7	   	251.50	DCR|4VULN|3DUR	169DUR|2CGEN|39aERES|4569VULN|69BPWR|7DLOT|8RCR
199	13522 24412	9	   	251.42	DCR|3VULN|2DMG|1ASPD|1AART	1ERES|2LIT|35DMG|4ASPD|69aVULN|7AART|8RCR
200	13522 24412	8	   	251.42	DCR|3VULN|2DMG|1ASPD|1AART	1ERES|2LIT|35DMG|4ASPD|69aVULN|7AART|8RCR
201	53511 23224	6	   	251.13	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|2LIT|3aDMG|4aDUR|5ERES|6RCR|7aVULN|8FEWX|9CGEN|aBPWR
202	53161 23224	6	   	251.13	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|2LIT|3aDUR|4aDMG|5ERES|6RCR|7aVULN|8FEWX|9CGEN|aBPWR
203	35133 26622	1	   	251.13	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1ASPD|2CDMG|3LHND|49DMG|58VULN|6aDUR|7RCR
204	32612 46211	10	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1ASPD|2LHND|3TLV|489aVULN|5DUR|6CGEN|7RCR
205	16111 32435	5	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1ERES|2TLV|3DUR|467VULN|5DMG|8RCR|9LHND|aCDMG
206	46111 32421	5	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CGEN|2TLV|3DUR|467VULN|5DMG|8RCR|9BBNT|aCDMG
207	46111 32512	5	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1CGEN|2TLV|3DUR|467VULN|5DMG|8CDMG|9DUST|aRCR
208	46111 34312	5	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1CGEN|2TLV|3DUR|468VULN|5DMG|7CDMG|9DUST|aRCR
209	62611 32421	5	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DUR|2CGEN|3TLV|467VULN|5DMG|8RCR|9BBNT|aCDMG
210	62611 32512	5	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DUR|2CGEN|3TLV|467VULN|5DMG|8CDMG|9DUST|aRCR
211	62611 34312	5	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DUR|2CGEN|3TLV|468VULN|5DMG|7CDMG|9DUST|aRCR
212	46113 12422	5	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|2TLV|3DUR|457aVULN|6ASPD|8RCR|9BBNT
213	62613 12422	5	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1DUR|2CGEN|3TLV|457aVULN|6ASPD|8RCR|9BBNT
214	11613 43611	10	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1ERES|2LWND|3TLV|459aVULN|6ASPD|7DUR|8RCR
215	32112 36211	10	   	250.94	DCR|4VULN|1DUR|1TLV|1ASPD	1ASPD|2LHND|3ERES|489aVULN|5DUR|6TLV|7RCR
216	32612 66211	10	   	250.94	DCR|4VULN|1DUR|1TLV|1ASPD	1ASPD|2LHND|3TLV|489aVULN|5DUR|6ERES|7RCR
217	51113 43611	10	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2LWND|3ERES|459aVULN|6ASPD|7DUR|8RCR
218	33322 44363	5	   	250.93	DCR|3VULN|2ASPD|1DMG|1TLV	1aASPD|2LIT|3RCVC|46aVULN|5DMG|7TLV|8aLWND|9RCR|aBPWR
219	16111 32421	5	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1ERES|2TLV|3DUR|467VULN|5DMG|8RCR|9BBNT|aCDMG
220	16111 32512	5	   	250.91	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1ERES|2TLV|3DUR|467VULN|5DMG|8CDMG|9DUST|aRCR
221	61611 32421	5	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DUR|2ERES|3TLV|467VULN|5DMG|8RCR|9BBNT|aCDMG
222	61611 32512	5	   	250.91	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1DUR|2ERES|3TLV|467VULN|5DMG|8CDMG|9DUST|aRCR
223	16113 12422	5	   	250.84	DCR|4VULN|1TLV|1DUR|1ASPD	1ERES|2TLV|3DUR|457aVULN|6ASPD|8RCR|9BBNT
224	16113 42422	6	   	250.84	DCR|4VULN|1TLV|1DUR|1ASPD	1ERES|2TLV|3DUR|457aVULN|6ASPD|8RCR|9BBNT
225	61613 12422	5	   	250.84	DCR|4VULN|1TLV|1DUR|1ASPD	1DUR|2ERES|3TLV|457aVULN|6ASPD|8RCR|9BBNT
226	15512 36211	10	   	250.84	DCR|4VULN|1TLV|1DUR|1ASPD	1ERES|2ASPD|3LEGI|489aVULN|5DUR|6TLV|7RCR
227	56222 13342	6	   	250.84	DCR|3VULN|3LIT|3TLV|1DUR|1AART	129TLV|369VULN|4DMSP|569LIT|69BPWR|7RCR|8AART|aDUR
228	33333 51363	8	   	250.83	DCR|3VULN|2ASPD|2TLV|1DUR	1aASPD|2LIT|3RCVC|4aTLV|5ZMB|6DUR|78aVULN|9RCR|aBPWR
229	33433 51363	8	   	250.83	DCR|3VULN|2ASPD|2TLV|1DUR	1aASPD|2LIT|3DMSP|4aTLV|5ZMB|6DUR|78aVULN|9RCR|aBPWR
230	53533 31363	8	   	250.82	DCR|3VULN|2DMG|3TLV	14aTLV|2LIT|3aDMG|5ZMB|6DUST|78aVULN|9RCR|aBPWR
231	51113 62411	7	   	250.81	DCR|4VULN|3TLV|1CDMG|1AART	169TLV|2LWND|39ERES|4569VULN|69BPWR|7AART|8RCR|aCDMG
232	52223 32621	5	   	250.81	DCR|4VULN|2TLV|1CDMG|1AART	12TLV|2BPWR|3789VULN|4DMSP|5CDMG|6RCR|aAART
233	52241 32621	5	   	250.81	DCR|4VULN|2TLV|1CDMG|1AART	12TLV|2BPWR|3789VULN|4CDMG|5RCVC|6RCR|aAART
234	56223 32621	5	   	250.81	DCR|4VULN|2TLV|1CDMG|1AART	12TLV|3789VULN|4DMSP|5CDMG|6RCR|aAART
235	53522 21163	8	   	250.77	DCR|2VULN|3DMG|2TLV|1ASPD	1aTLV|2LIT|35aDMG|4ASPD|67VULN|8aLWND|9RCR|aBPWR
236	53522 21363	7	   	250.77	DCR|2VULN|3DMG|2TLV|1ASPD	1aTLV|2LIT|35aDMG|4ASPD|67VULN|8aLWND|9RCR|aBPWR
237	53363 23443	5	   	250.75	DCR|3VULN|2DUR|2TLV|2LIT	1aTLV|25LIT|39RCVC|45aVULN|5aBPWR|6aDUR|7RCR|8MBVNT
238	52241 33342	3	   	250.74	DCR|3VULN|3LIT|3TLV|1DUR|1AART	129TLV|29BPWR|349VULN|569LIT|7RCR|8AART|aDUR
239	53522 31263	8	   	250.67	DCR|2VULN|3DMG|2TLV|1ASPD	1aTLV|2LIT|35aDMG|4ASPD|6DUST|7aVULN|8RCVC|9RCR|aBPWR
240	31253 16211	3	   	249.85	DCR|3VULN|3ASPD|1DUR|1AART	124ASPD|24BPWR|348VULN|5BBNT|6RCR|7DUR|9LIT|aAART
241	35253 16211	3	   	249.85	DCR|3VULN|3ASPD|1DUR|1AART	124ASPD|348VULN|4BPWR|5BBNT|6RCR|7DUR|9LIT|aAART
242	53363 31422	10	   	249.75	DCR|4VULN|1TLV|2LIT|1ASPD	1TLV|25LIT|3RCVC|457aVULN|5BPWR|6FEWX|8ASPD|9RCR
243	43112 61422	10	   	249.65	DCR|4VULN|1DUR|2LIT|1ASPD	1CGEN|24LIT|3DUR|567aVULN|8ASPD|9RCR
244	52223 32661	5	   	249.58	DCR|3VULN|2TLV|1DMG|1CDMG|1ASPD	12TLV|2BPWR|378VULN|4DMSP|5CDMG|6RCR|9DMG|aASPD
245	66311 22813	10	   	249.46	DCR|2VULN|3DUR|2DMG|1AART	14aDUR|2MBVNT|38VULN|5aDMG|6AART|7RCR|9aLWND|aBPWR
246	16111 32412	5	   	249.38	DCR|3VULN|1DMG|2TLV|1DUR	1ERES|29TLV|3DUR|467VULN|5DMG|8RCR|aLIT
247	61611 32412	5	   	249.38	DCR|3VULN|1DMG|2TLV|1DUR	1DUR|2ERES|39TLV|467VULN|5DMG|8RCR|aLIT
248	15111 36115	5	   	249.35	DCR|2VULN|2DMG|2ASPD|1DUR|1TLV	17ERES|27ASPD|3DUR|46VULN|57DMG|7BPWR|8TLV|9MLV|aRCR
249	25311 32212	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|24DUR|367VULN|5DMG|8CDMG|9DUST|aRCR
250	25311 32411	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|24DUR|367VULN|5DMG|8RCR|9TBNT|aCDMG
251	31256 31141	3	   	249.35	DCR|3VULN|3ASPD|1DMG|1CDMG	124ASPD|24BPWR|348VULN|5DUST|6RCR|7DMG|9CDMG|aBEXP
252	31256 31142	3	   	249.35	DCR|3VULN|3ASPD|1DMG|1CDMG	124ASPD|24BPWR|348VULN|5DUST|6RCR|7DMG|9CDMG|aLWND
253	31256 31143	3	   	249.35	DCR|3VULN|3ASPD|1DMG|1CDMG	124ASPD|24BPWR|348VULN|5DUST|6RCR|7DMG|9CDMG|aFEWX
254	63311 32212	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	14DUR|2LHND|367VULN|5DMG|8CDMG|9DUST|aRCR
255	63311 32411	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	14DUR|2LHND|367VULN|5DMG|8RCR|9TBNT|aCDMG
256	65211 32212	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	12DUR|3LHND|467VULN|5DMG|8CDMG|9DUST|aRCR
257	65211 32411	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	12DUR|3LHND|467VULN|5DMG|8RCR|9TBNT|aCDMG
258	65311 32212	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	12DUR|3BEXP|467VULN|5DMG|8CDMG|9DUST|aRCR
259	65311 32411	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	12DUR|3BEXP|467VULN|5DMG|8RCR|9TBNT|aCDMG
260	25311 34312	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|24DUR|368VULN|5DMG|7CDMG|9DUST|aRCR
261	25332 33312	3	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|26DUR|378VULN|4CDMG|5DMG|9DUST|aRCR
262	31214 31145	3	   	249.35	DCR|3VULN|3ASPD|1DMG|1CDMG	125ASPD|2BPWR|38aVULN|4FEWX|6RCR|7DMG|9CDMG
263	31234 31145	4	   	249.35	DCR|3VULN|3ASPD|1DMG|1CDMG	125ASPD|2BPWR|38aVULN|4FEWX|6RCR|7DMG|9CDMG
264	63311 34312	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	14DUR|2LHND|368VULN|5DMG|7CDMG|9DUST|aRCR
265	65211 34312	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	12DUR|3LHND|468VULN|5DMG|7CDMG|9DUST|aRCR
266	65311 34312	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	12DUR|3BEXP|468VULN|5DMG|7CDMG|9DUST|aRCR
267	63313 12412	5	   	249.28	DCR|4VULN|2DUR|1ASPD	14DUR|2LHND|357aVULN|6ASPD|8RCR|9TBNT
268	63313 42412	6	   	249.28	DCR|4VULN|2DUR|1ASPD	14DUR|2LHND|357aVULN|6ASPD|8RCR|9TBNT
269	65213 12412	5	   	249.28	DCR|4VULN|2DUR|1ASPD	12DUR|3LHND|457aVULN|6ASPD|8RCR|9TBNT
270	31214 31145	4	   	249.25	DCR|3VULN|3ASPD|1DMG|1CDMG	125ASPD|2BPWR|38aVULN|4DUST|6RCR|7DMG|9CDMG
271	31234 31145	3	   	249.25	DCR|3VULN|3ASPD|1DMG|1CDMG	125ASPD|2BPWR|38aVULN|4DUST|6RCR|7DMG|9CDMG
272	65341 32212	2	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	12DUR|367VULN|4DMG|5LEGI|8CDMG|9DUST|aRCR
273	66311 32412	9	   	249.12	DCR|3VULN|3DUR|1DMG	14aDUR|2MBVNT|39aVULN|5DMG|6MLV|7aCGEN|8RCR|aBPWR
274	66311 32414	10	   	249.12	DCR|3VULN|3DUR|1DMG	14aDUR|2MBVNT|39aVULN|5DMG|6MLV|7aCGEN|8RCR|aBPWR
275	25312 22212	9	   	249.02	DCR|3VULN|3DUR|1DMG	1BEXP|245DUR|38aVULN|6RMIN|7DMG|9RCR
276	25312 22216	10	   	249.02	DCR|3VULN|3DUR|1DMG	1BEXP|245DUR|38aVULN|6RMIN|7DMG|9RCR
277	63311 26316	10	   	249.02	DCR|3VULN|3DUR|1DMG	146DUR|2LHND|37aVULN|5DMG|8MLV|9RCR
278	65151 22212	9	   	249.02	DCR|3VULN|3DUR|1DMG	123DUR|48aVULN|5FEWX|6RMIN|7DMG|9RCR
279	65312 22212	9	   	249.02	DCR|3VULN|3DUR|1DMG	125DUR|3BEXP|48aVULN|6RMIN|7DMG|9RCR
280	65312 22216	10	   	249.02	DCR|3VULN|3DUR|1DMG	125DUR|3BEXP|48aVULN|6RMIN|7DMG|9RCR
281	66311 12412	9	   	249.02	DCR|3VULN|3DUR|1DMG	14aDUR|2MBVNT|39aVULN|5DMG|6ERES|7aCGEN|8RCR|aBPWR
282	66311 12414	10	   	249.02	DCR|3VULN|3DUR|1DMG	14aDUR|2MBVNT|39aVULN|5DMG|6ERES|7aCGEN|8RCR|aBPWR
283	25311 32413	5	   	248.92	DCR|3VULN|3DUR|1DMG	1BEXP|24aDUR|367VULN|5DMG|8RCR|9TBNT
284	63311 32414	5	   	248.92	DCR|3VULN|3DUR|1DMG	14aDUR|2LHND|367VULN|5DMG|8RCR|9TBNT
285	65311 32413	5	   	248.92	DCR|3VULN|3DUR|1DMG	12aDUR|3BEXP|467VULN|5DMG|8RCR|9TBNT
286	63311 16216	10	   	248.92	DCR|3VULN|3DUR|1DMG	147DUR|2LHND|38aVULN|5DMG|6ERES|9RCR
287	66311 44182	10	   	248.92	DCR|3VULN|3DUR|1DMG	148DUR|2MBVNT|36aVULN|5DMG|7LHND|9RCR
288	66312 62212	8	   	248.92	DCR|3VULN|3DUR|1DMG	145DUR|2MBVNT|38aVULN|6ZMB|7DMG|9RCR
289	66338 41432	9	   	248.92	DCR|3VULN|3DUR|1DMG	159DUR|2MBVNT|36aVULN|4RMIN|7DMG|8RCR
290	66338 41441	8	   	248.92	DCR|3VULN|3DUR|1DMG	15aDUR|2MBVNT|369VULN|4RMIN|7DMG|8RCR
291	31246 32531	5	   	248.71	DCR|4VULN|2ASPD|2CDMG	12ASPD|2BPWR|3579VULN|4aCDMG|6RCR|8LWND
292	34331 63422	1	 * 	248.71	DCR|4VULN|2ASPD|3LIT	1aASPD|2468VULN|3RPLT|567LIT|6BPWR|9RCR
293	31246 33331	5	   	248.61	DCR|4VULN|2ASPD|2CDMG	12ASPD|2BPWR|3589VULN|4aCDMG|6RCR|7DUST
294	35246 33331	5	   	248.61	DCR|4VULN|2ASPD|2CDMG	12ASPD|3589VULN|4aCDMG|6RCR|7DUST
295	43522 21213	8	   	248.60	DCR|2VULN|2DUR|1DMG|2LIT|1CDMG|1ASPD	1CGEN|29LIT|3DMG|4ASPD|59VULN|6RCR|7BEXP|89DUR|9BPWR|aCDMG
296	32611 32355	5	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|28LHND|3TLV|467VULN|5DMG|9DUR|aRCR
297	45111 32115	5	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2ASPD|3DUR|467VULN|5DMG|8TLV|9MLV|aRCR
298	46111 32433	5	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2TLV|3DUR|467VULN|5DMG|8RCR|9LHND|aASPD
299	55111 32325	5	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1TLV|2ASPD|3DUR|467VULN|5DMG|8LHND|9BEXP|aRCR
300	55111 32335	5	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1TLV|2ASPD|3DUR|467VULN|5DMG|8LHND|9FEWX|aRCR
301	62611 32433	5	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUR|2CGEN|3TLV|467VULN|5DMG|8RCR|9LHND|aASPD
302	32611 25215	9	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2LHND|3TLV|489VULN|5DMG|6DUR|7FEWX|aRCR
303	32612 31215	9	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2LHND|3TLV|469VULN|5DUR|7BEXP|8DMG|aRCR
304	41611 26213	9	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2LWND|3TLV|489VULN|5DMG|6DUR|7RCR|aASPD
