0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31522 28484	10	 * 	279.96	DCR|3VULN|3DUR|3ASPD|2CDMG	1BELT|27aASPD|347DUR|57aVULN|6MBVNT|7aBPWR|8aCDMG|9RCR
175	23214 16315	4	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1TLV|2ERES|3LWND|4DMG|569aVULN|7AART|8RCR
176	51122 25322	6	   	253.41	DCR|4VULN|2TLV|1DUR|1AART	17DUST|2DUR|3478VULN|5AART|67TLV|7BPWR|9RCR|aBEXP
177	51122 25324	6	   	253.41	DCR|4VULN|2TLV|1DUR|1AART	17DUST|2DUR|3478VULN|5AART|67TLV|7BPWR|9RCR|aLHND
178	51122 25326	6	   	253.41	DCR|4VULN|2TLV|1DUR|1AART	17DUST|2DUR|3478VULN|5AART|67TLV|7BPWR|9RCR|aFEWX
179	21136 11325	7	   	253.41	DCR|4VULN|2TLV|1DUR|1AART	14TLV|2LWND|3AART|568aVULN|7DUR|9RCR
180	21136 11525	8	   	253.41	DCR|4VULN|2TLV|1DUR|1AART	14TLV|2LWND|3AART|568aVULN|7DUR|9RCR
181	21136 12525	6	   	253.41	DCR|4VULN|2TLV|1DUR|1AART	14TLV|2LWND|3AART|567aVULN|8DUR|9RCR
182	23411 16315	5	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1TLV|2ERES|369aVULN|4DMG|5LWND|7AART|8RCR
183	51121 11146	4	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1DUST|2DUR|3467VULN|5BEXP|8RCR|9DMG|aAART
184	51122 11146	4	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1DUST|2DUR|3467VULN|5FEWX|8RCR|9DMG|aAART
185	31232 62463	2	   	253.40	ACR|4VULN|2DUR|2ASPD|1TLV|1AART	1BELT|28ASPD|3RCR|4AART|58DUR|6789VULN|8BPWR|aTLV
186	32232 62463	3	   	253.40	ACR|4VULN|2DUR|2ASPD|1TLV|1AART	1BELT|2RCR|38ASPD|4AART|58DUR|6789VULN|8BPWR|aTLV
187	51122 15142	4	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUST|2aDUR|346VULN|57FEWX|8RCR|9aDMG|aBPWR
188	51123 14142	4	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUST|2aDUR|346VULN|5RMIN|7ZMB|8RCR|9aDMG|aBPWR
189	51123 51142	6	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUST|2aDUR|347VULN|5RCVC|6FEWX|8RCR|9aDMG|aBPWR
190	51123 51142	5	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUST|2aDUR|347VULN|5RCVC|6LHND|8RCR|9aDMG|aBPWR
191	51126 21332	9	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUST|27DUR|34aVULN|5LWND|6BEXP|8aDMG|9RCR|aBPWR
192	51163 11142	4	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUST|2aDUR|367VULN|4FEWX|5RCVC|8RCR|9aDMG|aBPWR
193	51222 15142	1	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUST|26aVULN|34DUR|57FEWX|8RCR|9aDMG|aBPWR
194	51223 14142	1	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUST|26aVULN|34DUR|5RMIN|7ZMB|8RCR|9aDMG|aBPWR
195	51251 31142	1	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUST|27aVULN|35DUR|4ZMB|6RMIN|8RCR|9aDMG|aBPWR
196	55411 32332	8	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUST|2RCVC|37aVULN|46DMG|5LWND|8RCR|9aDUR|aBPWR
197	51122 25325	6	   	253.31	DCR|4VULN|2TLV|1DUR|1AART	17aDUST|2DUR|3478VULN|5AART|67TLV|7BPWR|9RCR
198	53411 32332	8	   	253.28	DCR|3VULN|2DMG|2DUR	12aDUST|2aBPWR|37aVULN|46DMG|5LWND|8RCR|9aDUR
199	53411 32342	9	   	253.28	DCR|3VULN|2DMG|2DUR	12aDUST|2aBPWR|37aVULN|46DMG|5LWND|8RCR|9aDUR
200	53412 52332	8	   	253.28	DCR|3VULN|2DMG|2DUR	12aDUST|2aBPWR|37aVULN|46DMG|5FEWX|8RCR|9aDUR
201	51112 11142	4	   	253.28	DCR|3VULN|2DMG|2DUR	14aDUST|2aDUR|367VULN|5FEWX|8RCR|9aDMG|aBPWR
202	51114 11142	5	   	253.28	DCR|3VULN|2DMG|2DUR	14aDUST|2aDUR|367VULN|5LHND|8RCR|9aDMG|aBPWR
203	51116 11142	5	   	253.28	DCR|3VULN|2DMG|2DUR	14aDUST|2aDUR|367VULN|5LWND|8RCR|9aDMG|aBPWR
204	51122 21142	4	   	253.28	DCR|3VULN|2DMG|2DUR	16aDUST|2aDUR|347VULN|5FEWX|8RCR|9aDMG|aBPWR
205	51124 21142	5	   	253.28	DCR|3VULN|2DMG|2DUR	16aDUST|2aDUR|347VULN|5LHND|8RCR|9aDMG|aBPWR
206	51126 21142	5	   	253.28	DCR|3VULN|2DMG|2DUR	16aDUST|2aDUR|347VULN|5LWND|8RCR|9aDMG|aBPWR
207	51222 21142	1	   	253.28	DCR|3VULN|2DMG|2DUR	16aDUST|27aVULN|34DUR|5FEWX|8RCR|9aDMG|aBPWR
208	31522 28483	9	   	253.26	DCR|2VULN|3DUR|2ASPD|1TLV|1CDMG	1BELT|27ASPD|347DUR|57VULN|6MBVNT|7BPWR|8CDMG|9RCR|aTLV
209	24623 13125	6	   	253.22	DCR|2VULN|3DUR|1DMG|1TLV|2LIT	1TLV|238DUR|49VULN|57LIT|6DMG|aRCR
210	24313 31125	2	   	253.19	DCR|3VULN|2DUR|2ASPD|1TLV	1TLV|29DUR|34ASPD|5LHND|67aVULN|8RCR
211	24353 31125	2	   	253.19	DCR|3VULN|2DUR|2ASPD|1TLV	1TLV|29DUR|35ASPD|4FEWX|67aVULN|8RCR
212	61326 11111	5	   	253.19	DCR|3VULN|2DUR|2ASPD|1TLV	1LHND|2aDUR|39ASPD|4TLV|567VULN|8RCR
213	24363 31115	2	   	253.19	DCR|3VULN|2DUR|2ASPD|1TLV	1TLV|24DUR|39ASPD|5LHND|67aVULN|8RCR
214	53415 32332	8	   	253.18	DCR|3VULN|2DMG|2DUR	12aDUST|2aBPWR|357VULN|4aDMG|6LEGI|8RCR|9aDUR
215	41513 21351	8	   	252.85	DCR|3VULN|2DMG|1TLV|1CDMG	179ZMB|279LWND|34DMG|5TLV|679VULN|79BPWR|8RCR|aCDMG
216	51122 21141	10	   	252.55	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1DUST|27DUR|349VULN|5AART|6TLV|8ASPD|aRCR
217	23412 36331	10	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1TLV|2ERES|379VULN|46DMG|5FEWX|8RCR|aCDMG
218	23414 36331	10	   	252.25	DCR|3VULN|2DMG|1TLV|1CDMG	1TLV|2ERES|379VULN|46DMG|5DUST|8RCR|aCDMG
219	31456 11221	10	   	252.18	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	1BELT|2ASPD|34CDMG|589VULN|6DUR|7RCR|aDMG
220	25123 12152	9	   	252.16	DCR|4VULN|1DMG|1TLV	1TLV|2FEWX|3DMSP|478aVULN|5LIT|6DMG|9RCR
221	25223 12152	9	   	252.16	DCR|4VULN|1DMG|1TLV	1TLV|23FEWX|478aVULN|5LIT|6DMG|9RCR
222	31466 23212	8	   	252.15	DCR|3VULN|3ASPD|2CDMG|1DUR	1BELT|247ASPD|34CDMG|47BPWR|579VULN|67CGEN|8RCR|aDUR
223	31466 23232	9	   	252.15	DCR|3VULN|3ASPD|2CDMG|1TLV	1BELT|247ASPD|34CDMG|47BPWR|57aVULN|67CGEN|8RCR|9TLV
224	24622 31122	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23DUR|47aVULN|5BEXP|6DMG|8RCR|9CGEN
225	24622 31136	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23DUR|47aVULN|5BEXP|6DMG|8RCR|9LHND
226	24621 32142	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23DUR|46aVULN|5RMIN|7BEXP|8RCR|9DMG
227	24622 11142	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23DUR|47aVULN|5BEXP|6CGEN|8RCR|9DMG
228	24622 31142	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23DUR|47aVULN|5BEXP|6RMIN|8RCR|9DMG
229	24622 31142	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23DUR|47aVULN|5BEXP|6RMIN|8RCR|9DMG
230	23442 11143	5	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ERES|367VULN|4LWND|5aDUR|8RCR|9DMG
231	23452 33143	5	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2ERES|346VULN|5aDUR|7LWND|8RCR|9DMG
232	24622 12142	5	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23DUR|46aVULN|5BEXP|7ERES|8RCR|9DMG
233	24622 12142	4	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23DUR|46aVULN|5BEXP|7ERES|8RCR|9DMG
234	24622 31152	6	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|23DUR|47aVULN|5BEXP|6DMG|8RCR|9ERES
235	35513 12115	3	   	251.70	DCR|4VULN|3DUR	1BELT|2489VULN|367DUR|58BEXP|8BPWR|aRCR
236	23255 21342	1	   	251.63	DCR|5VULN|1TLV	1TLV|2RPLT|3459aVULN|6LIT|7FEWX|8RCR
237	51125 23211	3	   	251.60	DCR|4VULN|3DUR	18DUST|245DUR|3568VULN|58BPWR|78FEWX|9BBNT|aRCR
238	51125 23231	3	   	251.60	DCR|4VULN|3DUR	18DUST|245DUR|3568VULN|58BPWR|78FEWX|9TBNT|aRCR
239	51125 51131	4	   	251.60	DCR|4VULN|3DUR	1DUST|25aDUR|3457VULN|5BPWR|69LHND|8RCR
240	51225 23211	1	   	251.60	DCR|4VULN|3DUR	18DUST|2568VULN|345DUR|58BPWR|78FEWX|9BBNT|aRCR
241	51225 23231	1	   	251.60	DCR|4VULN|3DUR	18DUST|2568VULN|345DUR|58BPWR|78FEWX|9TBNT|aRCR
242	51125 22211	3	   	251.50	DCR|4VULN|3DUR	1DUST|245DUR|3567VULN|5BPWR|8BEXP|9BBNT|aRCR
243	51125 22231	3	   	251.50	DCR|4VULN|3DUR	1DUST|245DUR|3567VULN|5BPWR|8BEXP|9TBNT|aRCR
244	51225 22211	1	   	251.50	DCR|4VULN|3DUR	1DUST|2567VULN|345DUR|5BPWR|8BEXP|9BBNT|aRCR
245	51225 22231	1	   	251.50	DCR|4VULN|3DUR	1DUST|2567VULN|345DUR|5BPWR|8BEXP|9TBNT|aRCR
246	61216 12126	1	   	251.14	DCR|4VULN|1TLV|1DUR|1ASPD	13LHND|235aVULN|3BPWR|4ASPD|6TLV|7BEXP|8RCR|9DUR
247	61216 13123	1	   	251.14	DCR|4VULN|1TLV|1DUR|1ASPD	13LHND|235aVULN|3BPWR|4ASPD|6TLV|7LWND|8RCR|9DUR
248	24451 11112	4	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2DUR|3ZMB|467aVULN|5BEXP|8RCR|9ASPD
249	24551 11112	4	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2DUR|3CGEN|467aVULN|5BEXP|8RCR|9ASPD
250	26452 32112	5	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2ZMB|346aVULN|5DUR|7BEXP|8RCR|9ASPD
251	26461 11112	3	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2ZMB|367aVULN|4DUR|5BEXP|8RCR|9ASPD
252	44241 11112	2	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1ZMB|2DUR|367aVULN|4TLV|5BEXP|8RCR|9ASPD
253	23413 13262	3	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2ERES|3679VULN|4ASPD|5DUR|8RMIN|aRCR
254	23452 32112	5	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2ERES|346aVULN|5DUR|7BEXP|8RCR|9ASPD
255	23452 51112	6	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2ERES|347aVULN|5DUR|6BEXP|8RCR|9ASPD
256	23452 61112	5	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2ERES|347aVULN|5DUR|6BEXP|8RCR|9ASPD
257	24334 13262	2	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1TLV|2DUR|3ASPD|4ERES|5679VULN|8RMIN|aRCR
258	66122 25323	6	   	250.91	DCR|4VULN|2TLV|1CDMG|1AART	17LHND|2DUST|3478VULN|5AART|67TLV|7BPWR|9RCR|aCDMG
259	23426 12532	10	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|24ERES|359VULN|6DMG|7CDMG|8RCR|aDUR
260	61151 31142	4	   	250.90	DCR|2VULN|3DUR|2DMG|1ASPD	1aLHND|25aDUR|37VULN|4ASPD|6RMIN|8RCR|9aDMG|aBPWR
261	61331 31142	4	   	250.90	DCR|2VULN|3DUR|2DMG|1ASPD	1aLHND|24aDUR|3ASPD|5RMIN|67VULN|8RCR|9aDMG|aBPWR
262	61334 31142	4	   	250.90	DCR|2VULN|3DUR|2DMG|1ASPD	1aLHND|24aDUR|3ASPD|57VULN|6RMIN|8RCR|9aDMG|aBPWR
263	61511 31142	2	   	250.90	DCR|2VULN|3DUR|2DMG|1ASPD	1aLHND|23aDUR|4ASPD|5RMIN|67VULN|8RCR|9aDMG|aBPWR
264	21136 11341	10	   	250.84	DCR|3VULN|2TLV|1DMG|1DUR|1AART	14TLV|2LWND|3AART|569VULN|7DUR|8DMG|aRCR
265	56122 25323	6	   	250.81	DCR|4VULN|2TLV|1CDMG|1AART	17DUST|2LHND|3478VULN|5AART|67TLV|7BPWR|9RCR|aCDMG
266	12234 65222	6	   	250.75	DCR|3VULN|2DUR|2CDMG|2LIT	18LIT|2LWND|38CDMG|478VULN|5RCVC|6RCR|8BPWR|9aDUR
267	51334 31142	4	   	250.70	DCR|2VULN|3DUR|2DMG|1ASPD	1aDUST|24aDUR|3ASPD|57VULN|6RMIN|8RCR|9aDMG|aBPWR
268	51335 31142	5	   	250.70	DCR|2VULN|3DUR|2DMG|1ASPD	1aDUST|24aDUR|3ASPD|57VULN|6RMIN|8RCR|9aDMG|aBPWR
269	51123 51142	3	   	250.70	DCR|2VULN|3DUR|2DMG|1ASPD	1aDUST|24aDUR|37VULN|5RMIN|6ASPD|8RCR|9aDMG|aBPWR
270	51151 31142	4	   	250.70	DCR|2VULN|3DUR|2DMG|1ASPD	1aDUST|25aDUR|37VULN|4ASPD|6RMIN|8RCR|9aDMG|aBPWR
271	61125 33112	3	   	250.47	DCR|3VULN|3DUR|2ASPD	1aLHND|25aDUR|356VULN|4RCVC|5aBPWR|7LWND|8RCR|9aASPD
272	61165 33112	3	   	250.47	DCR|3VULN|3DUR|2ASPD	14aLHND|25aDUR|356VULN|5aBPWR|7LWND|8RCR|9aASPD
273	61125 21112	3	   	250.37	DCR|3VULN|3DUR|2ASPD	1aLHND|25aDUR|357VULN|4RCVC|5aBPWR|6DUST|8RCR|9aASPD
274	61165 21112	3	   	250.37	DCR|3VULN|3DUR|2ASPD	14aLHND|25aDUR|357VULN|5aBPWR|6DUST|8RCR|9aASPD
275	31522 28184	10	   	250.27	DCR|3VULN|3DUR|2ASPD	1BELT|27ASPD|347DUR|578VULN|6MBVNT|7BPWR|9CGEN|aRCR
276	31522 28416	7	   	250.27	DCR|3VULN|3DUR|2ASPD	1BELT|27ASPD|347DUR|57aVULN|6MBVNT|7BPWR|8RCR|9BEXP
277	31522 28446	7	   	250.27	DCR|3VULN|3DUR|2ASPD	1BELT|27ASPD|347DUR|57aVULN|6MBVNT|7BPWR|8RCR|9LWND
278	61115 11112	5	   	250.27	DCR|3VULN|3DUR|2ASPD	1aLHND|25aDUR|367VULN|4DUST|8RCR|9aASPD|aBPWR
279	31521 21115	7	   	250.27	DCR|3VULN|3DUR|2ASPD	1BELT|28ASPD|346DUR|5RMIN|789VULN|8BPWR|aRCR
280	32215 22618	10	 * 	250.24	ACR|4VULN|3DUR|3ASPD	1BELT|2RCR|38aASPD|4ERES|589aVULN|6MBVNT|78aDUR|8aBPWR
281	51115 51112	4	   	250.17	DCR|3VULN|3DUR|2ASPD	14aDUST|25aDUR|357VULN|5aBPWR|6LHND|8RCR|9aASPD
282	51122 11112	3	   	250.17	DCR|3VULN|3DUR|2ASPD	1aDUST|24aDUR|367VULN|5FEWX|8RCR|9aASPD|aBPWR
283	51125 23112	4	   	250.17	DCR|3VULN|3DUR|2ASPD	16aDUST|25aDUR|345VULN|5aBPWR|7LWND|8RCR|9aASPD
284	51165 11112	5	   	250.17	DCR|3VULN|3DUR|2ASPD	1aDUST|25aDUR|367VULN|4FEWX|8RCR|9aASPD|aBPWR
285	31466 11121	10	 * 	250.16	DCR|2VULN|2DUR|2ASPD|1DMG|2CDMG	1BELT|24ASPD|34CDMG|4BPWR|59VULN|68DUR|7RCR|aDMG
286	23252 23417	1	 * 	250.16	DCR|2VULN|2DUR|2ASPD|2TLV|1DMG	18TLV|2RPLT|34VULN|58DUR|6MBVNT|78ASPD|8BPWR|9DMG|aRCR
287	41331 24152	1	   	250.00	DCR|3VULN|2DMG|1TLV|1ASPD	19ZMB|29DMG|3TLV|4RCVC|5ASPD|69aVULN|7RCR|8RMIN|9BPWR
288	63413 31142	3	   	250.00	DCR|3VULN|2DMG|1DUR|1ASPD	12aLHND|2aBPWR|37aVULN|4ASPD|5DUR|6RMIN|8RCR|9aDMG
