0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32562 23334	5	 * 	278.80	DCR|3VULN|3DMG|2DUR|1AART	1aDUR|2DUST|38aVULN|49aDMG|5BELT|6RCR|7AART|aBPWR
167	62335 53333	6	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|278VULN|37CDMG|47DUR|5DMSP|6RCR|7BPWR|9TLV|aRCVC
168	62364 13332	4	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|278VULN|36CDMG|47LHND|57DUR|7BPWR|9TLV|aRCR
169	62333 11612	4	   	252.02	DCR|4VULN|2DUR|1CDMG	1DLOT|259aVULN|3CDMG|4aDUR|6LEGI|7aZMB|8RCR|aBPWR
170	62333 14612	7	   	252.02	DCR|4VULN|2DUR|1CDMG	1DLOT|279aVULN|3CDMG|4aDUR|5aZMB|6LEGI|8RCR|aBPWR
171	62333 43341	4	   	252.02	DCR|4VULN|2DUR|1CDMG	1DLOT|2578VULN|3CDMG|47DUR|67LWND|7BPWR|9RCR|aDUST
172	62333 43343	4	   	252.02	DCR|4VULN|2DUR|1CDMG|1NUKE	1DLOT|2578VULN|3CDMG|47DUR|67LWND|7BPWR|9RCR|aNUKE
173	33262 35611	8	   	252.01	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	157DUR|27ERES|3LWND|4TLV|67VULN|7BPWR|8RCR|9DMG|aCDMG
174	62441 33332	3	   	251.96	DCR|4VULN|2CDMG|1DUR	1DLOT|2359VULN|35BPWR|45CDMG|6DUR|7LIT|8TBNT|aRCR
175	62123 66132	4	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|257VULN|36DUR|46CDMG|6BPWR|8BEXP|9TLV|aRCR
176	62123 66232	4	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|257VULN|36DUR|46CDMG|6BPWR|8LHND|9TLV|aRCR
177	62333 66132	4	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|257VULN|36CDMG|46DUR|6BPWR|8BEXP|9TLV|aRCR
178	62333 66232	4	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|257VULN|36CDMG|46DUR|6BPWR|8LHND|9TLV|aRCR
179	62125 13332	5	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|278VULN|37DUR|47CDMG|5DMSP|6LEGI|7BPWR|9TLV|aRCR
180	62324 23332	4	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|278VULN|37CDMG|4LEGI|57DUR|6RCVC|7BPWR|9TLV|aRCR
181	62335 13332	5	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|278VULN|37CDMG|47DUR|5DMSP|6LEGI|7BPWR|9TLV|aRCR
182	65533 23332	1	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|27CDMG|37DUR|4LEGI|578VULN|6RCVC|7BPWR|9TLV|aRCR
183	62125 53331	6	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|278VULN|37DUR|47CDMG|5DMSP|6RCR|7BPWR|9TLV|aERES
184	62335 53331	6	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1DLOT|278VULN|37CDMG|47DUR|5DMSP|6RCR|7BPWR|9TLV|aERES
185	62413 11242	7	   	251.92	DCR|4VULN|2DUR|1CDMG	1DLOT|2356VULN|3BPWR|4FEWX|7aDUR|8CDMG|9RCR
186	62423 11142	6	   	251.92	DCR|4VULN|2DUR|1CDMG	1DLOT|2356VULN|3BPWR|4aDUR|7CDMG|8BEXP|9RCR
187	62423 13242	7	   	251.92	DCR|4VULN|2DUR|1CDMG	1DLOT|2356VULN|3BPWR|4aDUR|7FEWX|8CDMG|9RCR
188	66222 63312	2	   	251.85	DCR|3VULN|3DMG|1CDMG	1DLOT|2aLHND|35aDMG|45DUST|5aBPWR|6RCR|7CDMG|89aVULN
189	62113 15612	6	 * 	251.85	DCR|3VULN|3ASPD|2CDMG|1DUR	1DLOT|29aVULN|3DUR|47aASPD|5aCDMG|6LEGI|8RCR|aBPWR
190	62113 16612	7	   	251.85	DCR|3VULN|3ASPD|2CDMG|1DUR	1DLOT|29aVULN|3DUR|47aASPD|5aCDMG|6LEGI|8RCR|aBPWR
191	62121 15612	6	   	251.85	DCR|3VULN|3ASPD|2CDMG|1DUR	1DLOT|29aVULN|3DUR|4aCDMG|57aASPD|6LEGI|8RCR|aBPWR
192	62121 16612	7	   	251.85	DCR|3VULN|3ASPD|2CDMG|1DUR	1DLOT|29aVULN|3DUR|4aCDMG|57aASPD|6LEGI|8RCR|aBPWR
193	33332 23553	9	   	251.80	DCR|4VULN|3DUR	157DUR|29ERES|3789CGEN|4679VULN|79BPWR|aRCR
194	33332 13153	9	   	251.80	DCR|4VULN|3DUR	157DUR|29ERES|3679CGEN|4789VULN|79BPWR|aRCR
195	33332 23113	8	   	251.70	DCR|4VULN|3DUR	157DUR|2ERES|379CGEN|4678VULN|7BPWR|aRCR
196	33332 23113	9	   	251.70	DCR|4VULN|3DUR	157DUR|2ERES|379CGEN|4678VULN|7BPWR|aRCR
197	33332 23123	9	   	251.70	DCR|4VULN|3DUR	157DUR|2ERES|37CGEN|4678VULN|7BPWR|9LWND|aRCR
198	33332 23161	10	   	251.70	DCR|4VULN|3DUR	157DUR|2ERES|37CGEN|4678VULN|7BPWR|9RCR|aBEXP
199	33332 23161	9	   	251.70	DCR|4VULN|3DUR	157DUR|2ERES|37CGEN|4678VULN|7BPWR|9RCR|aLWND
200	33332 23164	10	   	251.70	DCR|4VULN|3DUR	157DUR|2ERES|37CGEN|4678VULN|7BPWR|9RCR|aFEWX
201	33332 23165	10	   	251.70	DCR|4VULN|3DUR	157DUR|2ERES|37CGEN|4678VULN|7BPWR|9RCR|aLWND
202	33332 23166	9	   	251.70	DCR|4VULN|3DUR	157DUR|2ERES|37CGEN|4678VULN|7BPWR|9RCR|aFEWX
203	33332 23566	10	   	251.70	DCR|4VULN|3DUR	157DUR|2ERES|378CGEN|467aVULN|7BPWR|9RCR
204	33332 13166	10	   	251.70	DCR|4VULN|3DUR	157DUR|2ERES|367CGEN|478aVULN|7BPWR|9RCR
205	33332 23162	10	   	251.60	DCR|4VULN|3DUR	157DUR|2ERES|37CGEN|4678VULN|7BPWR|9RCR|aLEGI
206	33332 23162	9	   	251.60	DCR|4VULN|3DUR|1NUKE	157DUR|2ERES|37CGEN|4678VULN|7BPWR|9RCR|aNUKE
207	33332 23163	10	   	251.60	DCR|4VULN|3DUR	157DUR|2aERES|37CGEN|4678VULN|7BPWR|9RCR
208	33332 23164	9	   	251.60	DCR|4VULN|3DUR	157DUR|2ERES|37CGEN|4678VULN|7BPWR|9RCR|aLEGI
209	62423 12311	8	   	251.50	DCR|4VULN|3DUR	1DLOT|2356VULN|3BPWR|48aDUR|7ZMB|9RCR
210	33332 21561	8	   	251.46	DCR|4VULN|3DUR|1SELL	159DUR|2ERES|39CGEN|469aVULN|7RCR|8SELL|9BPWR
211	33341 31421	3	   	251.02	DCR|3VULN|3DUR|1CDMG	16aDUR|2ERES|3aCGEN|4LIT|5CDMG|79aVULN|8RCR|aBPWR
212	62413 23242	7	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DLOT|235VULN|3BPWR|4FEWX|6TLV|7DMG|8CDMG|9RCR|aDUR
213	62113 15612	5	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1DLOT|29aVULN|3aDUR|47ASPD|5CDMG|6aLHND|8RCR|aBPWR
214	62113 42612	6	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1DLOT|29aVULN|3aDUR|46ASPD|5CDMG|7aLHND|8RCR|aBPWR
215	62121 15612	5	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1DLOT|29aVULN|3aDUR|4CDMG|57ASPD|6aLHND|8RCR|aBPWR
216	62121 42612	6	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1DLOT|29aVULN|3aDUR|4CDMG|56ASPD|7aLHND|8RCR|aBPWR
217	62513 42312	7	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1DLOT|29aVULN|3aBEXP|46ASPD|5CDMG|7RCR|8aDUR|aBPWR
218	62521 42312	7	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1DLOT|29aVULN|3aBEXP|4CDMG|56ASPD|7RCR|8aDUR|aBPWR
219	34433 52213	4	   	250.60	DCR|2VULN|3DUR|2DMG|1ASPD	17aDUR|2ASPD|3ERES|49VULN|58DMG|6RCR
220	62321 11612	7	   	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	1DLOT|29aVULN|3CDMG|4LEGI|5aASPD|6DMSP|7aDUR|8RCR|aBPWR
221	31565 11232	6	   	250.53	DCR|2VULN|3DMG|2DUR	15DUR|2FEWX|3aVULN|456DMG|5BPWR|7CGEN|8LIT|9RCR
222	31565 12232	7	   	250.53	DCR|2VULN|3DMG|2DUR	15DUR|2FEWX|3aVULN|456DMG|5BPWR|7CGEN|8LIT|9RCR
223	31565 21232	5	   	250.53	DCR|2VULN|3DMG|2DUR	15DUR|2FEWX|3aVULN|457DMG|5BPWR|6CGEN|8LIT|9RCR
224	62113 42112	7	   	250.49	DCR|3VULN|2DUR|2ASPD|1CDMG	1DLOT|29aVULN|3aDUR|46ASPD|5CDMG|7RCR|8aDUST|aBPWR
225	62121 42112	7	   	250.49	DCR|3VULN|2DUR|2ASPD|1CDMG	1DLOT|29aVULN|3aDUR|4CDMG|56ASPD|7RCR|8aDUST|aBPWR
226	31565 31232	6	   	250.43	DCR|2VULN|3DMG|2DUR	15DUR|2FEWX|3aVULN|457DMG|5BPWR|6ERES|8LIT|9RCR
227	32353 32154	5	   	250.35	DCR|3VULN|2DUR|2ASPD|1CDMG|1SELL	1aDUR|2aDUST|39ASPD|4CDMG|5SELL|68aVULN|7RCR|aBPWR
228	32353 32154	6	   	250.35	DCR|3VULN|2DUR|2ASPD|1CDMG|1SELL	1aDUR|2aDUST|39ASPD|4CDMG|5SELL|68aVULN|7RCR|aBPWR
229	62332 13612	4	 * 	250.09	DCR|4VULN|3CDMG|1DUR	1DLOT|279aVULN|37aCDMG|4DUR|5ZMB|67aLHND|7aBPWR|8RCR
230	62333 13612	5	   	250.09	DCR|4VULN|3CDMG|1DUR	1DLOT|279aVULN|37aCDMG|4DUR|5ZMB|67aLHND|7aBPWR|8RCR
231	62123 13612	6	   	249.99	DCR|4VULN|3CDMG|1DUR	1DLOT|279aVULN|3DUR|47aCDMG|57aZMB|6LEGI|7aBPWR|8RCR
232	62133 13612	6	   	249.99	DCR|4VULN|3CDMG|1DUR	1DLOT|279aVULN|3DUR|47aZMB|57aCDMG|6LEGI|7aBPWR|8RCR
233	31523 26342	5	   	249.95	DCR|3VULN|2DUR|1TLV|1AART	16DUR|2FEWX|35aVULN|4AART|7RCR|8TLV|9LIT
234	31523 36342	6	   	249.95	DCR|3VULN|2DUR|1TLV|1AART	16DUR|2FEWX|35aVULN|4AART|7RCR|8TLV|9LIT
235	31525 16222	8	   	249.95	DCR|3VULN|2DUR|1TLV|1AART	19DUR|2FEWX|36aVULN|4AART|5LIT|7RCR|8TLV
236	32525 16222	8	   	249.85	DCR|3VULN|2DUR|1TLV|1AART	19DUR|2DUST|36aVULN|4AART|5LIT|7RCR|8TLV
237	31522 52112	7	   	249.79	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	16DUR|2FEWX|39VULN|4AART|56DMG|6BPWR|7CDMG|8DUST|aRCR
238	31522 53112	6	   	249.79	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	16DUR|2FEWX|39VULN|4AART|56DMG|6BPWR|7CDMG|8DUST|aRCR
239	61332 63312	5	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|2DMSP|39aVULN|4aLHND|5DMG|6RCR|7CDMG|8aDUR|aBPWR
240	61362 63312	5	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|2DMSP|39aVULN|4aLWND|5DMG|6RCR|7CDMG|8aDUR|aBPWR
241	62522 62312	7	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|29aVULN|3aBEXP|4CDMG|5RCVC|6DMG|7RCR|8aDUR|aBPWR
242	63332 63312	5	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|2RCVC|39aVULN|4aLHND|5DMG|6RCR|7CDMG|8aDUR|aBPWR
243	63362 63312	5	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|2RCVC|39aVULN|4aLWND|5DMG|6RCR|7CDMG|8aDUR|aBPWR
244	62122 13615	4	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|279VULN|37DUR|4CDMG|5ZMB|67LHND|7BPWR|8RCR|aDMG
245	62123 13615	5	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|279VULN|37DUR|4CDMG|5ZMB|67LHND|7BPWR|8RCR|aDMG
246	62133 13615	5	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|279VULN|37DUR|4ZMB|5CDMG|67LHND|7BPWR|8RCR|aDMG
247	61221 53312	1	   	249.48	DCR|3VULN|1DMG|2CDMG|1TLV	1DLOT|2DMSP|35CDMG|459VULN|5BPWR|6DMG|7LIT|8RCR|aTLV
248	61221 53312	2	   	249.48	DCR|3VULN|1DMG|2CDMG|1TLV	1DLOT|2DMSP|35CDMG|459VULN|5BPWR|6DMG|7LIT|8RCR|aTLV
249	61221 53315	1	   	249.48	DCR|3VULN|2CDMG|1DMG|1DUR	1DLOT|2DMSP|35CDMG|459VULN|5BPWR|6DMG|7LIT|8RCR|aDUR
250	61221 53315	2	   	249.48	DCR|3VULN|2CDMG|1DMG|1DUR	1DLOT|2DMSP|35CDMG|459VULN|5BPWR|6DMG|7LIT|8RCR|aDUR
251	61341 53312	3	   	249.48	DCR|3VULN|1DMG|2CDMG|1TLV	1DLOT|2DMSP|359VULN|45CDMG|5BPWR|6DMG|7LIT|8RCR|aTLV
252	62141 53312	2	   	249.48	DCR|3VULN|1DMG|2CDMG|1TLV	1DLOT|259VULN|3RCVC|45CDMG|5BPWR|6DMG|7LIT|8RCR|aTLV
253	62331 53312	3	   	249.48	DCR|3VULN|1DMG|2CDMG|1TLV	1DLOT|259VULN|35CDMG|4DMSP|5BPWR|6DMG|7LIT|8RCR|aTLV
254	62331 53315	3	   	249.48	DCR|3VULN|2CDMG|1DMG|1DUR	1DLOT|259VULN|35CDMG|4DMSP|5BPWR|6DMG|7LIT|8RCR|aDUR
255	63221 53312	2	   	249.48	DCR|3VULN|1DMG|2CDMG|1TLV	1DLOT|2RCVC|35CDMG|459VULN|5BPWR|6DMG|7LIT|8RCR|aTLV
256	63221 53315	2	   	249.48	DCR|3VULN|2CDMG|1DMG|1DUR	1DLOT|2RCVC|35CDMG|459VULN|5BPWR|6DMG|7LIT|8RCR|aDUR
257	63341 53312	3	   	249.48	DCR|3VULN|1DMG|2CDMG|1TLV	1DLOT|2RCVC|359VULN|45CDMG|5BPWR|6DMG|7LIT|8RCR|aTLV
258	65331 53312	1	   	249.48	DCR|3VULN|1DMG|2CDMG|1TLV	1DLOT|25CDMG|359VULN|4DMSP|5BPWR|6DMG|7LIT|8RCR|aTLV
259	14225 22533	5	 * 	249.45	DCR|3VULN|3ASPD|3TLV|1CDMG	1BEXP|289ASPD|3LWND|4DUST|589VULN|6CDMG|789TLV|89BPWR|aRCR
260	43215 22533	5	   	249.45	DCR|3VULN|3ASPD|3TLV|1CDMG	1DUST|289ASPD|3LWND|4BEXP|589VULN|6CDMG|789TLV|89BPWR|aRCR
261	43252 22533	4	   	249.45	DCR|3VULN|3ASPD|3TLV|1CDMG	1DUST|289ASPD|3LWND|4CDMG|589VULN|6BEXP|789TLV|89BPWR|aRCR
262	62333 13615	6	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|279VULN|3CDMG|47DUR|57ZMB|6LEGI|7BPWR|8RCR|aDMG
263	34332 21443	9	   	249.38	DCR|4VULN|2DUR|1ASPD	15DUR|2ASPD|3CGEN|469aVULN|7RCR|8FEWX
264	34332 21661	10	   	249.38	DCR|4VULN|2DUR|1ASPD	15DUR|2ASPD|3CGEN|469aVULN|7RCR|8MLV
265	34332 23343	6	   	249.38	DCR|4VULN|2DUR|1ASPD	15DUR|2ASPD|3CGEN|467aVULN|8LHND|9RCR
266	34332 23643	6	   	249.38	DCR|4VULN|2DUR|1ASPD	15DUR|2ASPD|3CGEN|467aVULN|8FEWX|9RCR
267	34332 33343	5	   	249.38	DCR|4VULN|2DUR|1ASPD	15DUR|2ASPD|3CGEN|467aVULN|8LHND|9RCR
268	34332 33643	5	   	249.38	DCR|4VULN|2DUR|1ASPD	15DUR|2ASPD|3CGEN|467aVULN|8FEWX|9RCR
269	61323 14216	7	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|2DMSP|356VULN|47DUR|8DMG|9RCR|aCDMG
270	62125 53112	7	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|29aVULN|3aDUR|4CDMG|5DMSP|6RCR|7DMG|8aDUST|aBPWR
271	62125 62112	7	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|29aVULN|3aDUR|4CDMG|5DMSP|6DMG|7RCR|8aDUST|aBPWR
272	63323 14216	7	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|2RCVC|356VULN|47DUR|8DMG|9RCR|aCDMG
273	34332 21153	9	   	249.28	DCR|4VULN|2DUR|1ASPD	15DUR|2ASPD|3CGEN|469aVULN|7RCR|8MBVNT
274	34332 26263	10	   	249.28	DCR|4VULN|2DUR|1ASPD	15DUR|2ASPD|3CGEN|4689VULN|7DLOT|aRCR
275	61323 14315	7	   	249.28	DCR|4VULN|2DUR|1ASPD	1DLOT|2DMSP|356aVULN|47DUR|8ASPD|9RCR
276	62423 11311	7	   	249.28	DCR|4VULN|2DUR|1ASPD	1DLOT|2356VULN|3BPWR|4aDUR|7RCVC|8ASPD|9RCR
277	62423 12363	10	   	249.28	DCR|4VULN|2DUR|1ASPD	1DLOT|2356VULN|3BPWR|48DUR|7ZMB|9ASPD|aRCR
278	62423 14312	7	   	249.28	DCR|4VULN|2DUR|1ASPD	1DLOT|2356VULN|3BPWR|47DUR|8ASPD|9RCR|aCGEN
279	62423 14313	7	   	249.28	DCR|4VULN|2DUR|1ASPD	1DLOT|2356VULN|3BPWR|47DUR|8ASPD|9RCR|aDMSP
280	62423 15311	6	   	249.28	DCR|4VULN|2DUR|1ASPD	1DLOT|2356VULN|3BPWR|4aDUR|7DMSP|8ASPD|9RCR
281	63323 14315	7	   	249.28	DCR|4VULN|2DUR|1ASPD	1DLOT|2RCVC|356aVULN|47DUR|8ASPD|9RCR
282	62421 12332	7	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|238VULN|3BPWR|49DUR|5DUST|6DMG|7CDMG|aRCR
283	62421 13332	6	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|238VULN|3BPWR|49DUR|5DUST|6DMG|7CDMG|aRCR
284	62422 23332	5	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1DLOT|238VULN|3BPWR|49DUR|5DMG|6DUST|7CDMG|aRCR
285	31115 23511	7	 * 	249.22	DCR|3VULN|3DUR|3LIT	19aDUR|2FEWX|356LIT|49aVULN|7RCR|89aMLV|9aBPWR
286	62125 53222	6	   	249.22	DCR|3VULN|3DUR|2CDMG	1DLOT|27aVULN|37aDUR|47CDMG|5DMSP|6RCR|7aBPWR|8ZMB|9aBEXP
287	62332 21362	8	   	249.22	DCR|3VULN|3DUR|2CDMG	1DLOT|289VULN|37CDMG|489DUR|5BELT|689BEXP|89BPWR|aRCR
288	34432 31153	9	   	249.18	DCR|4VULN|2DUR|1ASPD	15DUR|2ASPD|3ERES|469aVULN|7RCR|8MBVNT
289	32115 23511	7	   	249.12	DCR|3VULN|3DUR|3LIT	19aDUR|2DUST|356LIT|49aVULN|7RCR|89aMLV|9aBPWR
290	64123 23342	4	   	249.02	DCR|3VULN|3DUR|2CDMG	1DLOT|27BEXP|36aDUR|47CDMG|578VULN|7BPWR|9RCR
291	64333 13342	4	   	249.02	DCR|3VULN|3DUR|2CDMG	1DLOT|27BEXP|36CDMG|47aDUR|578VULN|7BPWR|9RCR
292	62125 53322	6	   	249.02	DCR|3VULN|3DUR|2CDMG	1DLOT|278VULN|37aDUR|47CDMG|5DMSP|6RCR|7BPWR|9FEWX
293	62131 32612	7	   	249.02	DCR|3VULN|3DUR|2CDMG	1DLOT|29aVULN|36aDUR|4ZMB|5LWND|7aCDMG|8RCR|aBPWR
294	62136 33134	10	   	249.02	DCR|3VULN|3DUR|2CDMG	1DLOT|29aVULN|36aDUR|4ZMB|5MLV|7RCR|8aCDMG|aBPWR
295	62335 53322	6	   	249.02	DCR|3VULN|3DUR|2CDMG	1DLOT|278VULN|37CDMG|47aDUR|5DMSP|6RCR|7BPWR|9FEWX
296	31115 23111	8	   	248.92	DCR|3VULN|3DUR|3LIT	19aDUR|2FEWX|356LIT|49aVULN|7RCR|89aERES|9aBPWR
297	61323 14211	7	   	248.92	DCR|3VULN|3DUR|1DMG	1DLOT|2DMSP|356VULN|47aDUR|8DMG|9RCR
298	62332 31362	8	   	248.92	DCR|3VULN|3DUR|2CDMG	1DLOT|289VULN|37CDMG|489DUR|5BELT|689DUST|89BPWR|aRCR
299	63323 14211	7	   	248.92	DCR|3VULN|3DUR|1DMG	1DLOT|2RCVC|356VULN|47aDUR|8DMG|9RCR
300	33332 21161	8	   	248.92	DCR|3VULN|3DUR|2CDMG	159DUR|29ERES|3CGEN|46aVULN|7RCR|89CDMG|9BPWR
301	33332 21461	7	   	248.92	DCR|3VULN|3DUR|2CDMG	159DUR|29ERES|3CGEN|46aVULN|7RCR|89CDMG|9BPWR
302	62132 33144	10	   	248.92	DCR|3VULN|3DUR|2CDMG	1DLOT|29aVULN|36aDUR|4ZMB|5ERES|7RCR|8aCDMG|aBPWR
303	32115 23111	8	   	248.82	DCR|3VULN|3DUR|3LIT	19aDUR|2DUST|356LIT|49aVULN|7RCR|89aERES|9aBPWR
304	62421 33226	10	   	248.82	DCR|3VULN|3DUR|1DMG	1DLOT|23aVULN|3BPWR|469DUR|5DUST|7RCR|8DMG
305	14333 21241	10	 * 	248.81	DCR|4VULN|2ASPD|1DMG	1BEXP|28ASPD|3CGEN|456aVULN|7RCR|9DMG
