0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32312 45544	9	 * 	265.25	DCR|4VULN|3DUR|3CDMG	1RMIN|279aVULN|3MBVNT|4ERES|57aDUR|67aCDMG|7aBPWR|8RCR
162	32523 24422	9	   	237.89	DCR|3VULN|2DMG|1TLV	1RMIN|247VULN|3RPLT|47BPWR|57LWND|67DMG|8RCR|9ERES|aTLV
163	61112 36421	1	 * 	237.89	DCR|3VULN|2DMG|3CDMG	17FEWX|27aVULN|3BEXP|4LHND|57aCDMG|6RCR|7aBPWR|8ERES|9aDMG
164	14152 13131	1	   	237.88	DCR|5VULN|1DUR	1LIT|24689VULN|3RPLT|5LWND|7DUR|aRCR
165	11212 45131	1	   	237.80	DCR|4VULN|1TLV	1LIT|2DMSP|3ASPD|4RPLT|5TLV|689aVULN|7RCR
166	61212 36421	1	   	237.79	DCR|3VULN|2DMG|3CDMG	17FEWX|27aVULN|3DUST|4LHND|57aCDMG|6RCR|7aBPWR|8ERES|9aDMG
167	32312 45528	8	 * 	237.69	DCR|2VULN|2DMG|2DUR|2CDMG	1RMIN|27VULN|3MBVNT|4ERES|57DUR|67CDMG|7BPWR|8RCR|9aDMG
168	32367 21152	7	   	237.69	DCR|3VULN|2DMG|1TLV	1RMIN|249VULN|3MBVNT|56DMG|7FEWX|8RCR|aTLV
169	32367 22484	6	   	237.69	DCR|3VULN|2DMG|1TLV	1RMIN|249VULN|3MBVNT|56DMG|7CGEN|8RCR|aTLV
170	32367 23152	7	   	237.69	DCR|3VULN|2DMG|1TLV	1RMIN|249VULN|3MBVNT|56DMG|7LHND|8RCR|aTLV
171	32522 24422	9	   	237.69	DCR|3VULN|2DMG|1TLV	1RMIN|247VULN|3RPLT|47BPWR|57DUST|67DMG|8RCR|9ERES|aTLV
172	11136 42235	3	   	237.58	DCR|4VULN|2TLV	1LIT|2ZMB|39TLV|4BELT|567aVULN|8RCR
173	32333 46764	9	   	237.53	DCR|2VULN|2DMG|2TLV|1DUR	14RMIN|2aVULN|3MBVNT|5DUR|6RPLT|7aTLV|8aDMG|9RCR|aBPWR
174	11222 32664	8	   	237.50	DCR|2VULN|1TLV|1DMG|2AART|1DUR	1LIT|2ZMB|3aVULN|4DUR|5TLV|67AART|8RCR|9DMG
175	11123 63154	10	   	237.48	DCR|4VULN|2TLV	1LIT|2ZMB|37TLV|4ERES|5689VULN|aRCR
176	11222 35613	9	   	237.47	DCR|2VULN|3DUR|1TLV|1AART	1LIT|2ZMB|37VULN|49aDUR|5TLV|6AART|8RCR
177	51424 23312	1	   	237.40	DCR|3VULN|2DMG|1DUR|1AART	18DUST|289VULN|3AART|4BEXP|5TBNT|6DUR|78DMG|8BPWR|aRCR
178	32318 11134	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|245aVULN|3MBVNT|6TLV|7DUR|8RCR|9CGEN
179	32318 11152	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aMLV
180	32318 11153	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aCGEN
181	32318 11155	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aLHND
182	32318 11157	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aRCVC
183	32318 11158	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aBEXP
184	32318 41152	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6DUR|7ZMB|8RCR|aTLV
185	32318 61152	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6ZMB|7DUR|8RCR|aTLV
186	32368 11134	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|245aVULN|3MBVNT|6TLV|7DUR|8RCR|9CGEN
187	32368 11134	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|245aVULN|3MBVNT|4BPWR|6TLV|7DUR|8RCR|9CGEN
188	32368 11152	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aMLV
189	32368 11152	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|4BPWR|6TLV|7DUR|8RCR|aMLV
190	32368 11153	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aCGEN
191	32368 11153	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|4BPWR|6TLV|7DUR|8RCR|aCGEN
192	32368 41152	3	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|4BPWR|6DUR|7ZMB|8RCR|aTLV
193	32368 41152	4	   	237.34	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6DUR|7ZMB|8RCR|aTLV
194	32318 11151	3	   	237.24	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aDUST
195	32318 11154	3	   	237.24	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aBBNT
196	32318 11156	3	   	237.24	DCR|4VULN|1TLV|1DUR|1NUKE	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aNUKE
197	32368 11151	4	   	237.24	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aDUST
198	32368 11151	3	   	237.24	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|4BPWR|6TLV|7DUR|8RCR|aDUST
199	32368 11154	3	   	237.24	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|4BPWR|6TLV|7DUR|8RCR|aBBNT
200	32368 11154	4	   	237.24	DCR|4VULN|1TLV|1DUR	1RMIN|2459VULN|3MBVNT|6TLV|7DUR|8RCR|aBBNT
201	11151 31531	2	   	236.91	DCR|4VULN|1DMG|1CDMG	1LIT|2ZMB|3DUST|469aVULN|5CDMG|7DMG|8RCR
202	11161 36531	2	   	236.91	DCR|4VULN|1DMG|1CDMG	1LIT|2ZMB|3DUST|4DMG|569aVULN|7CDMG|8RCR
203	11253 56131	6	   	236.91	DCR|4VULN|1DMG|1CDMG	1LIT|2ZMB|389aVULN|4MBVNT|5DMG|6CDMG|7RCR
204	12251 35531	2	   	236.91	DCR|4VULN|1DMG|1CDMG	1LIT|2DUST|3DMG|469aVULN|5CDMG|7ZMB|8RCR
205	12451 31531	2	   	236.91	DCR|4VULN|1DMG|1CDMG	1LIT|2DUST|3CGEN|469aVULN|5CDMG|7DMG|8RCR
206	16151 31531	2	   	236.91	DCR|4VULN|1DMG|1CDMG	1LIT|2RMIN|3DUST|469aVULN|5CDMG|7DMG|8RCR
207	32367 18331	8	   	236.91	DCR|4VULN|1DMG|1CDMG	1RMIN|247aVULN|3MBVNT|5DMG|6CDMG|8RCR|9LIT
208	34151 31531	2	   	236.91	DCR|4VULN|1DMG|1CDMG	1RMIN|2LIT|3DUST|469aVULN|5CDMG|7DMG|8RCR
209	32511 34432	10	   	236.85	DCR|3VULN|2DUR|3ASPD	1RMIN|267VULN|3RPLT|47DUR|579ASPD|7BPWR|8RCR|aLIT
210	11136 12233	3	   	236.82	DCR|3VULN|2TLV|2LIT|1CDMG	16LIT|2ZMB|39TLV|4BELT|567VULN|6BPWR|8RCR|aCDMG
211	12251 32531	2	   	236.81	DCR|4VULN|1DMG|1CDMG|1NUKE	1LIT|2DUST|3DMG|469aVULN|5CDMG|7NUKE|8RCR
212	12261 32531	2	   	236.81	DCR|4VULN|1DMG|1CDMG|1NUKE	1LIT|2DUST|3DMG|4NUKE|569aVULN|7CDMG|8RCR
213	12651 31531	2	   	236.81	DCR|4VULN|1DMG|1CDMG	1LIT|2DUST|3ERES|469aVULN|5CDMG|7DMG|8RCR
214	16151 31531	1	   	236.81	DCR|4VULN|1DMG|1CDMG	1LIT|2ERES|3DUST|469aVULN|5CDMG|7DMG|8RCR
215	15361 33612	1	   	236.72	DCR|3VULN|1TLV|1DMG|1NUKE	1LIT|2ASPD|3LWND|4NUKE|56aVULN|7DMG|8TLV|9RCR
216	15161 33612	1	   	236.62	DCR|3VULN|1TLV|1DMG|1NUKE	1LIT|2ASPD|3DUST|4NUKE|56aVULN|7DMG|8TLV|9RCR
217	32463 13152	8	   	236.61	DCR|2VULN|2DMG|1TLV|1CDMG|1AART	1RMIN|2aVULN|3AART|47aFEWX|5TLV|6CDMG|8aDMG|9RCR|aBPWR
218	32343 45534	10	   	236.59	DCR|3VULN|2TLV|2CDMG	1RMIN|27aVULN|3MBVNT|4LHND|57TLV|67CDMG|7BPWR|8RCR|9ASPD
219	61212 33161	1	   	236.59	DCR|3VULN|2TLV|2CDMG	1FEWX|27aVULN|3DUST|4LHND|5aCDMG|6RCR|8ASPD|9aTLV|aBPWR
220	11216 13551	5	   	236.57	DCR|3VULN|1TLV|1DMG|1SELL	1LIT|2ZMB|37aVULN|4SELL|5TLV|6DMG|8ASPD|9RCR
221	32327 16632	9	   	236.51	DCR|2VULN|2DMG|1TLV|1CDMG|1AART	1RMIN|2aVULN|3MBVNT|4aZMB|5AART|6CDMG|7RCR|8TLV|9aDMG|aBPWR
222	12323 51641	1	   	236.49	DCR|3VULN|2TLV|1DMG	1LIT|2BEXP|356VULN|4TBNT|7DMG|89TLV|aRCR
223	13323 51641	2	   	236.49	DCR|3VULN|2TLV|1DMG	1LIT|2FEWX|356VULN|4TBNT|7DMG|89TLV|aRCR
224	32353 45534	10	   	236.49	DCR|3VULN|2TLV|2CDMG	1RMIN|27aVULN|3MBVNT|4LEGI|57TLV|67CDMG|7BPWR|8RCR|9ASPD
225	31314 25242	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	15RMIN|2LHND|3DUR|479VULN|6DMG|8RCR|aTLV
226	31316 25242	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|25LHND|3DUR|479VULN|6DMG|8RCR|aTLV
227	32143 15242	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|279VULN|3LHND|4DMSP|5DUR|6DMG|8RCR|aTLV
228	32143 25242	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|279VULN|3LHND|4DMSP|5DUR|6DMG|8RCR|aTLV
229	33314 25242	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	15RMIN|2FEWX|3DUR|479VULN|6DMG|8RCR|aTLV
230	32333 16152	6	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	14RMIN|279VULN|3MBVNT|5DUR|6DMG|8RCR|aTLV
231	32333 26152	5	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	14RMIN|279VULN|3MBVNT|5DUR|6DMG|8RCR|aTLV
232	32363 14227	9	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|24aVULN|3MBVNT|5DUR|6DMG|7TLV|8BEXP|9RCR
233	32363 14527	9	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|24aVULN|3MBVNT|5DUR|6DMG|7TLV|8LWND|9RCR
234	32363 14727	9	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|24aVULN|3MBVNT|5DUR|6DMG|7TLV|8LHND|9RCR
235	32363 16142	6	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|247VULN|3MBVNT|5DUR|6DMG|8RCR|9RCVC|aTLV
236	32363 26142	5	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|247VULN|3MBVNT|5DUR|6DMG|8RCR|9RCVC|aTLV
237	32367 11152	5	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|249VULN|3MBVNT|5DMG|6RCVC|7DUR|8RCR|aTLV
238	32367 31152	6	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|249VULN|3MBVNT|5DMG|6RCVC|7DUR|8RCR|aTLV
239	32373 16152	6	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|279VULN|3MBVNT|4RCVC|5DUR|6DMG|8RCR|aTLV
240	32373 26152	5	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|279VULN|3MBVNT|4RCVC|5DUR|6DMG|8RCR|aTLV
241	32363 12152	6	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	17RMIN|249VULN|3MBVNT|5DUR|6DMG|8RCR|aTLV
242	32363 12375	7	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|248VULN|3MBVNT|5DUR|6DMG|7BELT|9RCR|aTLV
243	32363 22152	5	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	17RMIN|249VULN|3MBVNT|5DUR|6DMG|8RCR|aTLV
244	11222 31664	8	   	236.28	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1AART	17LIT|2ZMB|3aVULN|4DUR|5TLV|6AART|8RCR|9DMG
245	32318 11117	3	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|245VULN|3MBVNT|6TLV|7DUR|8RCR|9BBNT|aDMG
246	32363 14327	9	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|24aVULN|3MBVNT|5DUR|6DMG|7TLV|8DUST|9RCR
247	32363 14827	9	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|24aVULN|3MBVNT|5DUR|6DMG|7TLV|8LEGI|9RCR
248	32368 11117	4	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|245VULN|3MBVNT|6TLV|7DUR|8RCR|9BBNT|aDMG
249	32368 11117	3	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1RMIN|245VULN|3MBVNT|4BPWR|6TLV|7DUR|8RCR|9BBNT|aDMG
250	11136 12245	3	   	236.15	DCR|4VULN|1TLV|2LIT	16LIT|2ZMB|3TLV|4BELT|567aVULN|6BPWR|8RCR|9DMSP
251	32361 24475	7	   	236.14	DCR|3VULN|2DMG|2ASPD	1RMIN|249VULN|3MBVNT|59ASPD|69DMG|7RCVC|8RCR|9BPWR|aLIT
252	16213 15132	10	   	236.13	DCR|2VULN|1TLV|2CDMG|1DUR|2LIT|1AART|1SELL	19LIT|2RMIN|39VULN|4SELL|5DUR|6AART|7TLV|89CDMG|9BPWR|aRCR
253	16216 23132	10	   	236.13	DCR|2VULN|1TLV|2CDMG|1DUR|2LIT|1AART|1SELL	19LIT|2RMIN|39VULN|4SELL|5TLV|6DUR|7AART|89CDMG|9BPWR|aRCR
254	34213 15132	10	   	236.13	DCR|2VULN|1TLV|2CDMG|1DUR|2LIT|1AART|1SELL	1RMIN|29LIT|39VULN|4SELL|5DUR|6AART|7TLV|89CDMG|9BPWR|aRCR
255	34216 23132	10	   	236.13	DCR|2VULN|1TLV|2CDMG|1DUR|2LIT|1AART|1SELL	1RMIN|29LIT|39VULN|4SELL|5TLV|6DUR|7AART|89CDMG|9BPWR|aRCR
256	11134 45131	5	   	236.05	DCR|4VULN|1TLV|2LIT	15LIT|2ZMB|3TLV|4RPLT|689aVULN|7RCR
257	11136 12222	3	   	236.05	DCR|4VULN|1TLV|2LIT	16LIT|2ZMB|3TLV|4BELT|567aVULN|6BPWR|8RCR|9DUST
258	11512 45131	2	   	236.05	DCR|4VULN|1TLV|2LIT	13LIT|2ZMB|4RPLT|5TLV|689aVULN|7RCR
259	32322 45552	10	   	236.00	DCR|2VULN|2DUR|1TLV|2CDMG|1AART	1RMIN|27VULN|3MBVNT|4ZMB|57DUR|67CDMG|7BPWR|8RCR|9AART|aTLV
260	32441 23631	9	   	235.96	DCR|3VULN|3DUR|1AART	1RMIN|278VULN|3AART|468DUR|5DLOT|8BPWR|9LIT|aRCR
261	32312 45552	10	   	235.90	DCR|2VULN|2DUR|1TLV|2CDMG|1AART	1RMIN|27VULN|3MBVNT|4ERES|57DUR|67CDMG|7BPWR|8RCR|9AART|aTLV
262	32443 16332	7	   	235.90	DCR|2VULN|2DUR|1TLV|2CDMG|1AART	1RMIN|2aVULN|3AART|4aDUR|5TLV|69CDMG|7aDUST|8RCR|aBPWR
263	11213 13235	9	 * 	235.76	DCR|2VULN|2DUR|1TLV|3LIT|1AART|1SELL	179LIT|2ZMB|39VULN|4SELL|59DUR|6AART|8RCR|9BPWR|aTLV
264	32522 24334	9	 * 	235.55	DCR|3VULN|3DMG	1RMIN|247VULN|3RPLT|47BPWR|57DUST|679DMG|8ASPD|aRCR
