0	Index      	Bounty	 *	Score 	Summary	Detail	
1	24135 32161	7	 * 	274.26	DCR|5VULN|3ASPD|1DUR	17LHND|24567VULN|37aASPD|7BPWR|8RCR|9DUR
184	62325 34223	5	 * 	248.92	DCR|3VULN|3DUR|2TLV	18DUST|237DUR|48TLV|589VULN|6RMIN|8BPWR|aRCR
185	62353 14223	4	   	248.92	DCR|3VULN|3DUR|2TLV	18DUST|237DUR|4RMIN|58TLV|689VULN|8BPWR|aRCR
186	34153 23325	3	   	248.80	DCR|2VULN|2DMG|1DUR|1TLV|1ASPD|1AART	17ERES|27VULN|3RMIN|4ASPD|5TLV|67DMG|7BPWR|8AART|9DUR|aRCR
187	24135 36124	9	 * 	248.71	DCR|4VULN|2ASPD|1DMG	1LHND|2456VULN|3aASPD|7MBVNT|8DMG|9RCR
188	54111 23324	2	   	248.66	DCR|3VULN|2DMG|1TLV|1AART	17CGEN|257VULN|3MLV|4BEXP|67DMG|7BPWR|8AART|9TLV|aRCR
189	56111 23324	1	   	248.66	DCR|3VULN|2DMG|1TLV|1AART	17CGEN|257VULN|3MLV|4BEXP|67DMG|7BPWR|8AART|9TLV|aRCR
190	23453 12431	1	   	248.56	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	13LHND|236VULN|3BPWR|4ASPD|5TLV|7BEXP|8DUR|9RCR|aDMG
191	24135 32112	7	   	248.49	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|8RCR|9LWND|aRPLT
192	24135 32113	7	   	248.49	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|8RCR|9LWND|aBEXP
193	24135 32115	7	   	248.49	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|8RCR|9LWND|aFEWX
194	24135 32121	7	   	248.49	DCR|5VULN|2ASPD	17aLHND|24567VULN|37ASPD|7BPWR|8RCR|9ZMB
195	24135 32124	7	   	248.49	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|8RCR|9ZMB|aDMSP
196	24135 32125	7	   	248.49	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|8RCR|9ZMB|aFEWX
197	24135 32141	7	   	248.49	DCR|5VULN|2ASPD	17aLHND|24567VULN|37ASPD|7BPWR|8RCR|9MLV
198	24135 32213	9	   	248.49	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|8MLV|9DMSP|aRCR
199	24135 32263	8	   	248.49	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|89MLV|aRCR
200	22161 12431	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2ASPD|3TLV|456VULN|7BEXP|8DUR|9RCR|aDMG
201	22111 44231	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2ASPD|3TLV|4BEXP|568VULN|7DUR|9RCR|aDMG
202	22111 45431	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2ASPD|3TLV|4BEXP|567VULN|8DUR|9RCR|aDMG
203	22131 44631	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2ASPD|3TLV|4FEWX|568VULN|7DUR|9RCR|aDMG
204	22131 45431	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2ASPD|3TLV|4FEWX|567VULN|8DUR|9RCR|aDMG
205	22161 34631	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2ASPD|3TLV|458VULN|6FEWX|7DUR|9RCR|aDMG
206	22161 35431	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2ASPD|3TLV|457VULN|6FEWX|8DUR|9RCR|aDMG
207	22261 42231	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2ASPD|3DUR|4TLV|568VULN|7BEXP|9RCR|aDMG
208	23553 12431	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|236VULN|4ASPD|5TLV|7BEXP|8DUR|9RCR|aDMG
209	24112 32423	9	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|278VULN|3ASPD|4DMG|5BEXP|6DUR|9TLV|aRCR
210	24114 32423	9	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|278VULN|3ASPD|4DMG|5FEWX|6DUR|9TLV|aRCR
211	24133 12431	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|246VULN|3ASPD|5TLV|7BEXP|8DUR|9RCR|aDMG
212	24133 34631	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|248VULN|3ASPD|5TLV|6FEWX|7DUR|9RCR|aDMG
213	24133 35431	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|247VULN|3ASPD|5TLV|6FEWX|8DUR|9RCR|aDMG
214	24133 51116	9	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|246VULN|3ASPD|5ZMB|7TLV|8DMG|9DUR|aRCR
215	24532 32423	9	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|278VULN|3DMG|4BEXP|5ASPD|6DUR|9TLV|aRCR
216	34111 23324	2	   	248.46	DCR|3VULN|2DMG|1TLV|1AART	17ERES|257VULN|3MLV|4BEXP|67DMG|7BPWR|8AART|9TLV|aRCR
217	36111 23324	1	   	248.46	DCR|3VULN|2DMG|1TLV|1AART	17ERES|257VULN|3MLV|4BEXP|67DMG|7BPWR|8AART|9TLV|aRCR
218	24135 31422	9	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	1LHND|2456VULN|3ASPD|7DUR|8RCR|9FEWX|aCDMG
219	24135 31432	9	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	1LHND|2456VULN|3ASPD|7DUR|8RCR|9LWND|aCDMG
220	24135 32116	7	   	248.39	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|8RCR|9LWND|aTBNT
221	24135 32132	7	   	248.39	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|8RCR|9DUST|aRPLT
222	24135 32133	7	   	248.39	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|8RCR|9DUST|aFEWX
223	21124 14226	1	   	248.37	DCR|3VULN|3DUR|1ASPD	19LHND|249DUR|3ERES|5LIT|689VULN|7RCR|9BPWR|aASPD
224	21161 44231	3	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|2DUST|3ASPD|4TLV|568VULN|7DUR|9RCR|aDMG
225	22121 44231	1	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|2ASPD|3TLV|4DUST|568VULN|7DUR|9RCR|aDMG
226	22121 45431	1	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|2ASPD|3TLV|4DUST|567VULN|8DUR|9RCR|aDMG
227	62111 44231	1	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|2ASPD|3TLV|4BEXP|568VULN|7DUR|9RCR|aDMG
228	62112 52423	9	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|2DUR|3ASPD|4DMG|5BEXP|678VULN|9TLV|aRCR
229	62113 11462	10	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|2DUR|3ASPD|4DMG|5TLV|6CGEN|78aVULN|9RCR
230	62161 12431	1	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|2ASPD|3TLV|456VULN|7BEXP|8DUR|9RCR|aDMG
231	62161 42231	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|2DUR|3ASPD|4TLV|568VULN|7BEXP|9RCR|aDMG
232	62261 42231	1	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|2ASPD|3DUR|4TLV|568VULN|7BEXP|9RCR|aDMG
233	64112 32423	9	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|278VULN|3ASPD|4DMG|5BEXP|6DUR|9TLV|aRCR
234	64123 32231	7	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|278VULN|3ASPD|4BEXP|5TLV|6DUR|9RCR|aDMG
235	64123 32431	8	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|278VULN|3ASPD|4BEXP|5TLV|6DUR|9RCR|aDMG
236	64133 12431	4	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|246VULN|3ASPD|5TLV|7BEXP|8DUR|9RCR|aDMG
237	24135 11116	9	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|245VULN|3ASPD|6ERES|7TLV|8DMG|9DUR|aRCR
238	24135 52223	9	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|245VULN|3ASPD|6DMG|7DUST|8DUR|9TLV|aRCR
239	24135 62231	8	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|245VULN|3ASPD|6TLV|7DUST|8DUR|9RCR|aDMG
240	62133 12231	7	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|2DUR|3ASPD|478VULN|5TLV|6BEXP|9RCR|aDMG
241	62133 12431	8	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|2DUR|3ASPD|478VULN|5TLV|6BEXP|9RCR|aDMG
242	62133 42231	5	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|2DUR|3ASPD|468VULN|5TLV|7BEXP|9RCR|aDMG
243	62133 45231	5	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1DUST|2DUR|3ASPD|468VULN|5TLV|7LHND|9RCR|aDMG
244	64133 51123	10	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|246VULN|3ASPD|5ZMB|7TLV|8DMG|9RCR|aDUR
245	64135 21321	6	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|245VULN|3ASPD|6BELT|7RCR|8DMG|9TLV|aDUR
246	32165 23326	6	   	248.36	DCR|3VULN|2DMG|1DUR|1AART	17ERES|2MLV|37DMG|457VULN|6MBVNT|7BPWR|8AART|9DUR|aRCR
247	23236 64313	1	   	248.36	DCR|2VULN|2DUR|2TLV|1DMG|1ASPD	1LHND|29VULN|3LIT|4ASPD|59TLV|6MLV|7RCR|89DUR|9BPWR|aDMG
248	24135 31412	8	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1LHND|2456VULN|3ASPD|7DUR|8RCR|9DUST|aCDMG
249	24135 31412	9	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1LHND|2456VULN|3ASPD|7DUR|8RCR|9DUST|aCDMG
250	24135 32136	7	   	248.29	DCR|5VULN|2ASPD	17LHND|24567VULN|37ASPD|7BPWR|8RCR|9DUST|aTBNT
251	34636 31123	10	   	248.26	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ERES|245VULN|3MBVNT|6ASPD|7TLV|8DMG|9RCR|aDUR
252	24135 32126	7	   	248.25	DCR|5VULN|2ASPD|1SELL	17LHND|24567VULN|37ASPD|7BPWR|8RCR|9ZMB|aSELL
253	23243 14261	1	   	248.25	DCR|4VULN|1DUR|1TLV	1LHND|268aVULN|3LIT|4ERES|5DUR|7RCR|9TLV
254	11225 14343	2	   	248.21	DCR|2VULN|3DUR|2DMG	18ZMB|2BEXP|347DUR|58DMG|68VULN|8BPWR|9LIT|aRCR
255	21515 32225	9	   	247.86	DCR|3VULN|3DMG|1AART	17LHND|2DUST|347DMG|567VULN|7BPWR|8ERES|9RCR|aAART
256	24331 56323	8	 * 	247.77	DCR|4VULN|3LIT|1DMG	179LHND|2479VULN|3ERES|5BEXP|679LIT|79BPWR|8RCR|aDMG
257	24332 56323	8	   	247.77	DCR|4VULN|3LIT|1DMG	179LHND|2479VULN|3ERES|5FEWX|679LIT|79BPWR|8RCR|aDMG
258	21533 53123	8	   	247.47	DCR|4VULN|2TLV|1DMG	1LHND|2DUST|3DMG|45TLV|6789VULN|aRCR
259	15252 23263	3	 * 	247.34	DCR|5VULN|2CDMG	157ZMB|2CGEN|37CDMG|45679VULN|57BPWR|8LHND|aRCR
260	12165 31523	6	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2MLV|3DMG|456VULN|7AART|8RCR|9DUR|aTLV
261	14646 32123	4	   	247.08	DCR|3VULN|2TLV|1DMG|1CDMG	149ZMB|249VULN|3MBVNT|49BPWR|5DMG|6LIT|79TLV|8RCR|aCDMG
262	36252 23252	3	   	247.04	DCR|5VULN|2CDMG	157ERES|2ZMB|37CDMG|45679VULN|57BPWR|8CGEN|aRCR
263	14611 32136	4	   	247.01	DCR|3VULN|2DMG|1TLV	1ZMB|259VULN|3MBVNT|4aDMG|6LIT|7TLV|8RCR
264	34611 13326	4	   	246.92	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ERES|256VULN|3MBVNT|4DMG|7TLV|8AART|9DUR|aRCR
265	64341 23232	8	   	246.92	DCR|3VULN|1DMG|1DUR|1TLV|1AART	1DUST|289VULN|3DUR|4ERES|5AART|6RCR|7DMG|aTLV
266	24111 15422	4	   	246.91	DCR|4VULN|1DMG|1ASPD	17LHND|2569VULN|3ASPD|4DMG|8RCR|aLIT
267	34636 42134	8	   	246.90	DCR|4VULN|1DUR|1CDMG|1AART	1ERES|245aVULN|3MBVNT|6DUR|7CDMG|8AART|9RCR
268	22115 33113	6	   	246.90	DCR|3VULN|2DUR|1DMG|1ASPD	129LHND|29BPWR|3DMG|49DUR|569VULN|7BBNT|8RCR|aASPD
269	25115 33113	6	   	246.90	DCR|3VULN|2DUR|1DMG|1ASPD	129LHND|3DMG|49DUR|569VULN|7BBNT|8RCR|9BPWR|aASPD
270	14334 12213	4	   	246.81	DCR|4VULN|1DMG|1ASPD	1ZMB|2467VULN|3DUST|5LIT|8RCR|9ASPD|aDMG
271	24135 36122	10	   	246.81	DCR|4VULN|1DMG|1ASPD	1LHND|2456VULN|3ASPD|7MBVNT|8DMG|9RCR|aLIT
272	24112 32266	7	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1LHND|278VULN|3ASPD|4DMG|5BEXP|69DUR|aRCR
273	23243 14222	1	   	246.78	DCR|4VULN|2DUR	19aLHND|2689VULN|3LIT|4ERES|59DUR|7RCR|9BPWR
274	23243 14223	1	   	246.78	DCR|4VULN|2DUR	19LHND|2689VULN|3LIT|4ERES|59DUR|7RCR|9BPWR|aFEWX
275	23243 14225	1	   	246.78	DCR|4VULN|2DUR	19LHND|2689VULN|3LIT|4ERES|59DUR|7RCR|9BPWR|aRCVC
276	23243 14226	1	   	246.78	DCR|4VULN|2DUR	19LHND|2689VULN|3LIT|4ERES|59DUR|7RCR|9BPWR|aLWND
277	24243 14222	2	   	246.78	DCR|4VULN|2DUR	19aLHND|2689VULN|3LIT|4ERES|59DUR|7RCR|9BPWR
278	24243 14223	2	   	246.78	DCR|4VULN|2DUR	19LHND|2689VULN|3LIT|4ERES|59DUR|7RCR|9BPWR|aFEWX
279	34635 12414	4	   	246.71	DCR|4VULN|1DMG|1ASPD	1ERES|2467VULN|3MBVNT|5LIT|8RCR|9ASPD|aDMG
280	34636 32414	5	   	246.71	DCR|4VULN|1DMG|1ASPD	1ERES|2457VULN|3MBVNT|6LIT|8RCR|9ASPD|aDMG
281	34642 21621	8	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	19ERES|289VULN|3MBVNT|4LWND|5ASPD|6RCR|79DUR|9BPWR|aDMG
282	34642 21721	7	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	19ERES|289VULN|3MBVNT|4LWND|5ASPD|6RCR|79DUR|9BPWR|aDMG
283	14224 12232	2	   	246.68	DCR|4VULN|2DUR	1ZMB|2679VULN|34DUR|5LIT|8RCR|aLHND
284	14224 12233	2	   	246.68	DCR|4VULN|2DUR	1ZMB|2679VULN|34DUR|5LIT|8RCR|aRPLT
285	14224 12231	2	   	246.58	DCR|4VULN|2DUR	1ZMB|2679VULN|34DUR|5LIT|8RCR|aDUST
286	14224 12234	2	   	246.58	DCR|4VULN|2DUR	1ZMB|2679VULN|34DUR|5LIT|8RCR|aTBNT
287	23243 14231	1	   	246.58	DCR|4VULN|2DUR	1LHND|2689VULN|3LIT|4ERES|5aDUR|7RCR
288	24243 14231	2	   	246.58	DCR|4VULN|2DUR	1LHND|2689VULN|3LIT|4ERES|5aDUR|7RCR
289	34223 23165	2	 * 	246.44	DCR|2VULN|2DMG|2DUR|2TLV	17ERES|27VULN|34DUR|59TLV|67DMG|7BPWR|8LHND|aRCR
290	34223 23265	2	   	246.44	DCR|2VULN|2DMG|2DUR|2TLV	17ERES|27VULN|34DUR|59TLV|67DMG|7BPWR|8LWND|aRCR
291	36223 23165	1	   	246.44	DCR|2VULN|2DMG|2DUR|2TLV	17ERES|27VULN|34DUR|59TLV|67DMG|7BPWR|8LHND|aRCR
292	36223 23265	1	   	246.44	DCR|2VULN|2DMG|2DUR|2TLV	17ERES|27VULN|34DUR|59TLV|67DMG|7BPWR|8LWND|aRCR
293	62543 33231	7	   	246.44	DCR|2VULN|2DMG|2DUR|2TLV	1DUST|26DUR|3aDMG|4LHND|56TLV|6BPWR|78VULN|9RCR
294	14224 12313	2	   	246.44	DCR|4VULN|2DUR|1SELL	1ZMB|267aVULN|34DUR|5LIT|8SELL|9RCR
295	14234 12214	4	   	246.39	DCR|5VULN|1ASPD	1ZMB|2467aVULN|3LHND|5LIT|8RCR|9ASPD
296	14334 12214	4	   	246.29	DCR|5VULN|1ASPD	1ZMB|2467aVULN|3DUST|5LIT|8RCR|9ASPD
297	12232 21623	4	   	245.85	DCR|4VULN|1TLV|1CDMG	15ZMB|2MLV|3CDMG|457aVULN|5BPWR|6RCR|8TLV|9LIT
298	12252 21623	3	   	245.85	DCR|4VULN|1TLV|1CDMG	15ZMB|2MLV|3CDMG|457aVULN|5BPWR|6RCR|8TLV|9LIT
299	23123 51345	6	   	245.83	DCR|3VULN|2DUR|1TLV|1CDMG	158LHND|2RPLT|3DLOT|458VULN|58BPWR|68DUR|7RCR|9TLV|aCDMG
300	14646 32131	4	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	14ZMB|249VULN|3MBVNT|4BPWR|5DMG|6LIT|7TLV|8RCR|aDUR
301	64135 21211	6	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|245VULN|3ASPD|6BELT|7RCR|8DUR|9DMG|aCDMG
302	12232 21644	4	   	245.73	DCR|3VULN|2DUR|1TLV|1CDMG	15ZMB|2MLV|3CDMG|457VULN|5BPWR|6RCR|8TLV|9aDUR
303	14435 31231	6	   	245.73	DCR|3VULN|1DMG|1TLV|2LIT|1AART	1ZMB|256VULN|3DMG|4TLV|7AART|89LIT|aRCR
304	63331 44233	9	   	245.67	DCR|3VULN|2ASPD|1TLV|1CDMG|1AART	19DUST|2AART|3CGEN|49ASPD|5TLV|6CDMG|789VULN|9BPWR|aRCR
305	32114 14261	4	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1ERES|2MLV|3DMG|4DUR|5LIT|68aVULN|7RCR|9TLV
306	32114 14261	3	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1ERES|2MLV|3DMG|4DUR|5LIT|68aVULN|7RCR|9TLV
307	14611 32131	4	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|259VULN|3MBVNT|4DMG|6LIT|7TLV|8RCR|aDUR
308	14636 32131	4	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|249VULN|3MBVNT|5DMG|6LIT|7TLV|8RCR|aDUR
309	14633 84442	4	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	19ZMB|249VULN|3MBVNT|5TLV|6RCR|7ERES|89DUR|9BPWR|aCDMG
310	14634 84442	5	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	19ZMB|249VULN|3MBVNT|5TLV|6RCR|7ERES|89DUR|9BPWR|aCDMG
311	14644 32446	7	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	14ZMB|248VULN|3MBVNT|4BPWR|5TLV|6CDMG|7RCR|9aDUR
312	34611 32154	4	   	245.57	DCR|3VULN|1DMG|1TLV|1DUR	1ERES|25aVULN|3MBVNT|4DMG|6LIT|7TLV|8RCR|9DUR
313	14634 32446	7	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1ZMB|248VULN|3MBVNT|5TLV|6CDMG|7RCR|9aDUR
314	34633 83442	4	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	19ERES|249VULN|3MBVNT|5TLV|6RCR|7ZMB|89DUR|9BPWR|aCDMG
315	24525 32113	9	   	245.39	DCR|4VULN|2DMG	147LHND|2567VULN|37DMG|7BPWR|8MLV|9LWND|aRCR
316	24525 32133	7	   	245.39	DCR|4VULN|2DMG	147LHND|2567VULN|37DMG|7BPWR|8LWND|9CGEN|aRCR
317	64311 25232	8	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1DUST|279VULN|3aDUR|4CGEN|5AART|6RCR|8DMG
318	62521 32322	10	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1DUST|26DUR|3DMG|4LWND|5AART|7RCR|89aVULN
319	62521 32323	9	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1DUST|26DUR|3DMG|4LWND|5AART|7RCR|89aVULN
320	62541 32322	10	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1DUST|26DUR|3DMG|4LHND|5AART|7RCR|89aVULN
321	62541 32323	9	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1DUST|26DUR|3DMG|4LHND|5AART|7RCR|89aVULN
322	24525 32123	9	   	245.29	DCR|4VULN|2DMG	147LHND|2567VULN|37DMG|7BPWR|8MLV|9DUST|aRCR
323	24135 42113	8	   	245.20	DCR|4VULN|2ASPD|1DUR	17LHND|2457VULN|37ASPD|6RCVC|7BPWR|8MLV|9DUR|aRCR
324	24145 32113	8	   	245.20	DCR|4VULN|2ASPD|1DUR	147LHND|2567VULN|37ASPD|7BPWR|8MLV|9DUR|aRCR
325	54131 21323	8	   	245.20	DCR|4VULN|2ASPD|1TLV	18CGEN|2789VULN|3RMIN|4TLV|5BEXP|68ASPD|8BPWR|aRCR
326	24511 11623	8	   	245.19	DCR|4VULN|2DMG	1LHND|2789VULN|34DMG|5BEXP|6CGEN|aRCR
327	61423 14123	1	   	245.11	DCR|3VULN|3DUR|1TLV	1DUST|247DUR|3MLV|5TLV|689VULN|aRCR
328	62325 34123	5	   	245.11	DCR|3VULN|3DUR|1TLV	1DUST|237DUR|4TLV|589VULN|6RMIN|aRCR
329	62333 14123	4	   	245.11	DCR|3VULN|3DUR|1TLV	1DUST|237DUR|4MLV|5TLV|689VULN|aRCR
330	62353 14123	4	   	245.11	DCR|3VULN|3DUR|1TLV	1DUST|237DUR|4RMIN|5TLV|689VULN|aRCR
331	62423 14123	2	   	245.11	DCR|3VULN|3DUR|1TLV	1DUST|247DUR|3MLV|5TLV|689VULN|aRCR
332	21145 32323	8	   	245.10	DCR|4VULN|2ASPD|1TLV	147LHND|2DUST|37ASPD|5679VULN|7BPWR|8TLV|aRCR
333	54136 21323	8	   	245.10	DCR|4VULN|2ASPD|1TLV	18CGEN|2789VULN|3RMIN|4TLV|5DUST|68ASPD|8BPWR|aRCR
334	24335 53323	8	   	245.09	DCR|4VULN|2DMG	1LHND|2459VULN|3ERES|67DMG|8LWND|aRCR
335	24511 33623	8	   	245.09	DCR|4VULN|2DMG	1LHND|2689VULN|34DMG|5BEXP|7ERES|aRCR
336	34235 53323	8	   	245.09	DCR|4VULN|2DMG	1ERES|2459VULN|3LHND|67DMG|8LWND|aRCR
337	32252 13611	3	   	245.03	DCR|4VULN|2CDMG|2AART	156ERES|2aMLV|3aCDMG|456aVULN|56aBPWR|7RCR|89AART
338	23443 33633	1	   	245.00	DCR|4VULN|2ASPD|1TLV	13LHND|238aVULN|3BPWR|4TLV|5BBNT|67ASPD|9RCR
339	24136 32323	8	   	245.00	DCR|4VULN|2ASPD|1TLV	17LHND|2469VULN|37ASPD|57DUST|7BPWR|8TLV|aRCR
340	24335 53123	7	   	244.99	DCR|4VULN|2DMG	1LHND|2459VULN|3ERES|67DMG|8DUST|aRCR
341	34235 53123	7	   	244.99	DCR|4VULN|2DMG	1ERES|2459VULN|3LHND|67DMG|8DUST|aRCR
342	23543 33633	1	   	244.90	DCR|4VULN|2ASPD|1TLV	1LHND|238aVULN|4TLV|5BBNT|67ASPD|9RCR
343	23652 33633	1	   	244.90	DCR|4VULN|2ASPD|1TLV	1LHND|248aVULN|3BBNT|5TLV|67ASPD|9RCR
344	24135 36324	9	   	244.90	DCR|4VULN|2ASPD|1TLV	1LHND|2456VULN|3aASPD|7MBVNT|8TLV|9RCR
345	24135 63123	7	   	244.90	DCR|4VULN|2ASPD|1TLV	1LHND|2459VULN|37ASPD|6TLV|8DUST|aRCR
346	22142 51241	10	   	244.51	DCR|3VULN|2DMG|1CDMG	12LHND|2BPWR|36DMG|4CDMG|5LIT|7RCR|89aVULN
347	22142 51243	9	   	244.51	DCR|3VULN|2DMG|1CDMG	12LHND|2BPWR|36DMG|4CDMG|5LIT|7RCR|89aVULN
348	24135 31324	6	   	244.45	DCR|4VULN|1TLV|1ASPD|1AART	1LHND|2456VULN|3ASPD|7AART|8BEXP|9TLV|aRCR
349	24135 35131	8	   	244.45	DCR|4VULN|1DUR|1ASPD|1AART	1LHND|2456VULN|3ASPD|7RPLT|8AART|9RCR|aDUR
350	34435 32123	8	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1ERES|259VULN|3DMG|4TLV|6BEXP|7CDMG|8AART|aRCR
351	32142 51241	10	   	244.41	DCR|3VULN|2DMG|1CDMG	1ERES|2MLV|36DMG|4CDMG|5LIT|7RCR|89aVULN
352	32142 51243	9	   	244.41	DCR|3VULN|2DMG|1CDMG	1ERES|2MLV|36DMG|4CDMG|5LIT|7RCR|89aVULN
353	21324 14126	1	   	244.36	DCR|2VULN|3DUR|1TLV|2LIT|1ASPD	19LHND|249DUR|3TLV|58LIT|69VULN|7RCR|9BPWR|aASPD
