0	Index      	Bounty	 *	Score 	Summary	Detail	
1	16324 11621	8	 * 	271.78	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD|1AART	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9AART|aDMG
160	13244 11621	7	   	251.18	DCR|2VULN|1DMG|2CDMG|1TLV|1DUR|1ASPD|1AART	12CDMG|2BPWR|3DMG|48VULN|5DUR|6RCR|7TLV|9AART|aASPD
161	12322 12223	3	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|2LWND|345VULN|6LHND|7DMG|8RCR|9DUR|aTLV
162	16222 12223	2	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|245VULN|3LWND|6LHND|7DMG|8RCR|9DUR|aTLV
163	16633 13115	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|245VULN|3BELT|6BEXP|7DMG|8DUR|9RCR|aTLV
164	16352 12413	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|23aVULN|4RMIN|5BELT|6DUR|7TLV|8DMG|9RCR
165	16352 43113	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|23aVULN|4RMIN|5BELT|6TLV|7DMG|8DUR|9RCR
166	16613 12413	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|25aVULN|3BELT|4DUR|6MLV|7TLV|8DMG|9RCR
167	16312 12413	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|23aVULN|4ERES|5BELT|6DUR|7TLV|8DMG|9RCR
168	16316 31314	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|239VULN|4ERES|5TLV|6CGEN|7DUR|8DMG|aRCR
169	16361 22523	6	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|236VULN|4LEGI|5LWND|7DMG|8RCR|9DUR|aTLV
170	16362 12223	4	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|235VULN|4LEGI|6LHND|7DMG|8RCR|9DUR|aTLV
171	16113 61333	4	 * 	251.01	DCR|2VULN|2DUR|2TLV|1DMG|1CDMG	1CDMG|2aVULN|3BEXP|4RMIN|5LIT|6aDUR|7DMG|8aTLV|9RCR|aBPWR
172	16633 13162	7	   	250.91	DCR|4VULN|1DMG|1CDMG|1AART	1CDMG|2458VULN|3BELT|6BEXP|7DMG|9RCR|aAART
173	16633 13262	8	   	250.91	DCR|4VULN|1DMG|1CDMG|1AART	1CDMG|2458VULN|3BELT|6BEXP|7DMG|9RCR|aAART
174	11242 41162	5	   	250.84	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	12CDMG|3DMG|468VULN|5BELT|7DUR|9RCR|aAART
175	11243 11526	8	   	250.84	DCR|3VULN|1DMG|2CDMG|1TLV|1AART	12CDMG|3DMG|48aVULN|5FEWX|6RCR|7TLV|9AART
176	13242 41162	5	   	250.84	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	12CDMG|2BPWR|3DMG|468VULN|5BELT|7DUR|9RCR|aAART
177	13243 11526	8	   	250.84	DCR|3VULN|1DMG|2CDMG|1TLV|1AART	12CDMG|2BPWR|3DMG|48aVULN|5FEWX|6RCR|7TLV|9AART
178	16352 22225	3	   	250.84	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	1aCDMG|235VULN|4LHND|6DUR|7DMG|8RCR|9AART
179	16422 22225	2	   	250.84	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	1aCDMG|245VULN|3LHND|6DUR|7DMG|8RCR|9AART
180	16331 32135	9	   	250.79	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|23aVULN|4FEWX|5LWND|6aDUR|7CGEN|8RCR|9aASPD|aBPWR
181	16313 62135	9	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|23aVULN|4ERES|5FEWX|6aDUR|7LHND|8RCR|9aASPD|aBPWR
182	16313 63135	9	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|23aVULN|4ERES|5FEWX|6aDUR|7LWND|8RCR|9aASPD|aBPWR
183	16333 62135	9	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|23aVULN|4FEWX|5ERES|6aDUR|7LHND|8RCR|9aASPD|aBPWR
184	16333 63135	9	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|23aVULN|4FEWX|5ERES|6aDUR|7LWND|8RCR|9aASPD|aBPWR
185	16324 11132	7	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DUR|6RCR|7TLV|8LIT|aFEWX
186	16324 11134	7	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DUR|6RCR|7TLV|8LIT|aRCVC
187	16324 11135	7	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DUR|6RCR|7TLV|8LIT|aCGEN
188	16324 11421	10	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DUR|6RCR|7TLV|8FEWX|9LIT
189	16324 11432	6	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7LHND|9LIT|aTLV
190	16324 11521	10	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DUR|6RCR|7TLV|8BEXP|9LIT
191	16324 11632	8	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9LIT|aFEWX
192	16324 12432	7	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7LHND|9LIT|aTLV
193	16324 12432	6	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7BEXP|9LIT|aTLV
194	16324 12432	8	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7LHND|9LIT|aTLV
195	16324 13432	7	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7LWND|9LIT|aTLV
196	16324 13432	8	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7LWND|9LIT|aTLV
197	16324 11522	6	   	250.28	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78LHND|8BPWR|9AART|aLIT
198	16324 12522	6	   	250.28	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78BEXP|8BPWR|9AART|aLIT
199	16324 12522	7	   	250.28	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78LHND|8BPWR|9AART|aLIT
200	16324 13522	7	   	250.28	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78LWND|8BPWR|9AART|aLIT
201	16324 21232	5	   	250.28	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	19CDMG|239VULN|4ASPD|5DUR|6AART|79BEXP|8RCR|9BPWR|aLIT
202	16324 11133	7	   	250.26	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DUR|6RCR|7TLV|8LIT|aTBNT
203	16324 11611	8	   	250.26	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9BBNT|aLIT
204	16324 11633	8	   	250.26	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9LIT|aTBNT
205	16324 11363	10	   	250.11	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD|1SELL	1CDMG|23aVULN|4ASPD|5DUR|6RCR|7TLV|8SELL|9LIT
206	16324 22232	5	   	250.08	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	19CDMG|239VULN|4ASPD|5DUR|6AART|79DUST|8RCR|9BPWR|aLIT
207	44123 42231	2	   	250.05	DCR|3VULN|2DUR|1TLV|1AART	1LIT|2RMIN|35DUR|458VULN|5BPWR|6FEWX|7TLV|9AART|aRCR
208	64123 42231	1	   	250.05	DCR|3VULN|2DUR|1TLV|1AART	1RMIN|2LIT|35DUR|458VULN|5BPWR|6FEWX|7TLV|9AART|aRCR
209	16324 13226	6	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1CDMG|23aVULN|4ASPD|57DUR|6RCR|8ZMB|9AART
210	16324 13326	6	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1CDMG|23aVULN|4ASPD|57DUR|6RCR|8RMIN|9AART
211	16324 11433	9	   	249.79	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1CDMG|23VULN|4ASPD|5aDUR|6RCR|7TLV|8FEWX|9DMG
212	16352 22235	3	   	249.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1CDMG|235VULN|4LHND|6DUR|7DMG|8RCR|9aLIT
213	16422 22235	2	   	249.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1CDMG|245VULN|3LHND|6DUR|7DMG|8RCR|9aLIT
214	35625 22221	6	 * 	249.48	DCR|2VULN|3ASPD|2DUR|2TLV|1AART	1DMSP|29VULN|35DUR|459ASPD|59BPWR|69TLV|7RCR|8AART|aLWND
215	35625 22222	6	   	249.48	DCR|2VULN|3ASPD|2DUR|2TLV|1AART	1DMSP|29VULN|35DUR|459ASPD|59BPWR|69TLV|7RCR|8AART|aMLV
216	16331 35135	9	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1CDMG|23aVULN|4FEWX|5LWND|6aDUR|7DMG|8RCR|9aERES|aBPWR
217	16312 11165	6	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1CDMG|23aVULN|4ERES|5BELT|68DUR|7DMG|9RCR
218	16312 21165	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1CDMG|23aVULN|4ERES|5BELT|68DUR|7DMG|9RCR
219	42232 35334	7	   	249.30	DCR|3VULN|2DUR|3LIT|1CDMG|1SELL	127LIT|257BPWR|35LHND|457VULN|67DUR|8CDMG|9SELL|aRCR
220	42232 35261	10	   	249.12	DCR|3VULN|3DUR|3LIT	127LIT|257BPWR|35LHND|457VULN|679DUR|8RPLT|aRCR
221	12323 16232	3	   	248.94	DCR|5VULN|1CDMG	1CDMG|2LWND|34789VULN|5LIT|6BBNT|aRCR
222	16223 16232	2	   	248.94	DCR|5VULN|1CDMG	1CDMG|24789VULN|3LWND|5LIT|6BBNT|aRCR
223	32615 32335	6	 * 	248.92	DCR|3VULN|3DUR|1DMG	1DMSP|234DUR|578VULN|6DMG|9TBNT|aRCR
224	32623 62335	3	   	248.92	DCR|3VULN|3DUR|1DMG	1DMSP|235DUR|4DMG|678VULN|9TBNT|aRCR
225	41121 35633	7	   	248.88	DCR|3VULN|3DUR|3LIT|1SELL	17aLIT|2FEWX|37aVULN|4BEXP|5ERES|67aDUR|7aBPWR|8SELL|9RCR
226	11513 33335	4	   	248.68	DCR|3VULN|3DUR|2CDMG|1SELL	12CDMG|3SELL|468VULN|567DUR|6BPWR|9TBNT|aRCR
227	13513 33335	4	   	248.68	DCR|3VULN|3DUR|2CDMG|1SELL	12CDMG|26BPWR|3SELL|468VULN|567DUR|9TBNT|aRCR
228	12324 32513	3	   	248.65	DCR|3VULN|2DMG|3CDMG	19aCDMG|2LWND|349VULN|5CGEN|6ERES|79DMG|8RCR|9BPWR
229	16363 15313	8	   	248.55	DCR|3VULN|2DMG|3CDMG	19aCDMG|239VULN|4LEGI|5ERES|6RCR|7MLV|89DMG|9BPWR
230	16363 22513	6	   	248.55	DCR|3VULN|2DMG|3CDMG	19aCDMG|239VULN|4LEGI|5ERES|6MLV|79DMG|8RCR|9BPWR
231	35221 11616	9	   	248.44	DCR|4VULN|1TLV|1CDMG|1ASPD	1DMSP|289aVULN|3LWND|4ASPD|5CDMG|6RCR|7TLV
232	16343 11512	10	   	248.44	DCR|4VULN|1TLV|1CDMG|1ASPD	1CDMG|2389VULN|4ZMB|5FEWX|6RCR|7TLV|aASPD
233	16353 11512	10	   	248.44	DCR|4VULN|1TLV|1CDMG|1ASPD	1CDMG|2389VULN|4RMIN|5FEWX|6RCR|7TLV|aASPD
234	16324 11623	9	   	248.36	DCR|3VULN|2CDMG|1TLV|1DUR|1ASPD	1aCDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9LHND
235	35621 11613	9	   	248.36	DCR|3VULN|2CDMG|1TLV|1DUR|1ASPD	1DMSP|289VULN|3DUR|4ASPD|5aCDMG|6RCR|7TLV
236	16316 13513	7	 * 	248.36	DCR|3VULN|3CDMG|2ASPD|1TLV	19aCDMG|239VULN|4ERES|5TLV|6LEGI|79ASPD|8RCR|9BPWR
237	16363 11513	7	   	248.36	DCR|3VULN|3CDMG|2ASPD|1TLV	19aCDMG|239VULN|4LEGI|5ERES|6RCR|7TLV|89ASPD|9BPWR
238	16311 43314	10	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2369VULN|4ERES|5ASPD|7LHND|8DUR|aRCR
239	16323 41161	5	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD|1NUKE	1CDMG|2368VULN|4ASPD|5BELT|7DUR|9RCR|aNUKE
240	16323 41163	5	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2368VULN|4ASPD|5BELT|7DUR|9RCR|aDUST
241	16633 23262	7	   	248.27	DCR|4VULN|2CDMG|1ASPD|1AART	16CDMG|2456VULN|3BELT|6BPWR|7ASPD|8FEWX|9RCR|aAART
242	16324 11633	9	   	248.26	DCR|3VULN|2CDMG|1TLV|1DUR|1ASPD	1aCDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9ERES
243	11224 11316	8	   	248.10	DCR|2VULN|2DMG|2CDMG|1DUR|1TLV	12CDMG|38DMG|4BEXP|5DUR|6RCR|7TLV|9aVULN
244	11224 11316	9	   	248.10	DCR|2VULN|2DMG|2CDMG|1DUR|1TLV	12CDMG|38DMG|4BEXP|5DUR|6RCR|7TLV|9aVULN
245	11244 11326	7	   	248.10	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR	12CDMG|39DMG|4aVULN|5DUR|6RCR|7TLV|8LHND
246	13224 11316	8	   	248.10	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR	12CDMG|2BPWR|38DMG|4BEXP|5DUR|6RCR|7TLV|9aVULN
247	13224 11316	9	   	248.10	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR	12CDMG|2BPWR|38DMG|4BEXP|5DUR|6RCR|7TLV|9aVULN
248	13244 11326	7	   	248.10	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR	12CDMG|2BPWR|39DMG|4aVULN|5DUR|6RCR|7TLV|8LHND
249	16316 22512	6	   	248.10	DCR|2VULN|2DMG|2CDMG|1DUR|1TLV	19CDMG|23VULN|49ERES|5TLV|6DUR|79DMG|8RCR|9BPWR|aLHND
250	16324 21235	5	   	248.02	DCR|3VULN|3CDMG|1DUR|1ASPD|1AART	19aCDMG|239VULN|4ASPD|5DUR|6AART|79BEXP|8RCR|9BPWR
251	11214 11316	9	   	248.00	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR	12CDMG|38DMG|4DUST|5DUR|6RCR|7TLV|9aVULN
252	11214 11316	8	   	248.00	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR	12CDMG|38DMG|4DUST|5DUR|6RCR|7TLV|9aVULN
253	13214 11316	9	   	248.00	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR	12CDMG|2BPWR|38DMG|4DUST|5DUR|6RCR|7TLV|9aVULN
254	13214 11316	8	   	248.00	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR	12CDMG|2BPWR|38DMG|4DUST|5DUR|6RCR|7TLV|9aVULN
255	16316 22511	6	   	248.00	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR	19CDMG|23VULN|49aERES|5TLV|6DUR|79DMG|8RCR|9BPWR
256	11244 11323	8	   	247.86	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1SELL	12CDMG|3aDMG|49VULN|5DUR|6RCR|7TLV|8SELL
257	13244 11323	8	   	247.86	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1SELL	12CDMG|2BPWR|3aDMG|49VULN|5DUR|6RCR|7TLV|8SELL
258	16324 22235	5	   	247.82	DCR|3VULN|3CDMG|1DUR|1ASPD|1AART	19aCDMG|239VULN|4ASPD|5DUR|6AART|79DUST|8RCR|9BPWR
259	16153 42223	4	   	247.71	DCR|2VULN|3DMG|2CDMG|1DUR	17CDMG|27VULN|3BEXP|4DUR|5BELT|679DMG|7BPWR|8RCR|aCGEN
260	16233 42221	2	   	247.71	DCR|2VULN|3DMG|2CDMG|1TLV	17CDMG|27VULN|3LWND|4BEXP|5BELT|679DMG|7BPWR|8RCR|aTLV
261	16611 42223	5	   	247.61	DCR|2VULN|3DMG|2CDMG|1DUR	17CDMG|27VULN|3BELT|4DUR|5DUST|679DMG|7BPWR|8RCR|aCGEN
262	11261 13325	3	   	247.57	DCR|4VULN|1DMG|2CDMG	12CDMG|3DMG|4RPLT|579aVULN|6MLV|8RCR
263	11561 13325	2	   	247.57	DCR|4VULN|1DMG|2CDMG	12CDMG|3DMG|4RPLT|579aVULN|6MLV|8RCR
264	13261 13325	3	   	247.57	DCR|4VULN|1DMG|2CDMG	12CDMG|2BPWR|3DMG|4RPLT|579aVULN|6MLV|8RCR
265	13561 13325	2	   	247.57	DCR|4VULN|1DMG|2CDMG	12CDMG|2BPWR|3DMG|4RPLT|579aVULN|6MLV|8RCR
266	16313 11316	8	 * 	247.47	DCR|4VULN|2CDMG|2TLV|1NUKE	19CDMG|239aVULN|4ERES|5FEWX|6RCR|79TLV|8NUKE|9BPWR
267	16313 16513	9	   	247.47	DCR|4VULN|1DMG|2CDMG	1aCDMG|2389VULN|4ERES|5FEWX|6RCR|7DMG
268	16313 16513	10	   	247.47	DCR|4VULN|1DMG|2CDMG	1aCDMG|2389VULN|4ERES|5FEWX|6RCR|7DMG
269	16333 11316	8	   	247.47	DCR|4VULN|2CDMG|2TLV|1NUKE	19CDMG|239aVULN|4FEWX|5ERES|6RCR|79TLV|8NUKE|9BPWR
270	16333 16513	9	   	247.47	DCR|4VULN|1DMG|2CDMG	1aCDMG|2389VULN|4FEWX|5ERES|6RCR|7DMG
271	16333 16513	10	   	247.47	DCR|4VULN|1DMG|2CDMG	1aCDMG|2389VULN|4FEWX|5ERES|6RCR|7DMG
272	11243 11513	9	   	247.21	DCR|3VULN|3CDMG|1DMG|1TLV	12aCDMG|3DMG|489VULN|5FEWX|6RCR|7TLV
273	11243 11513	10	   	247.21	DCR|3VULN|3CDMG|1DMG|1TLV	12aCDMG|3DMG|489VULN|5FEWX|6RCR|7TLV
274	13243 11513	9	   	247.21	DCR|3VULN|3CDMG|1DMG|1TLV	12aCDMG|2BPWR|3DMG|489VULN|5FEWX|6RCR|7TLV
275	13243 11513	10	   	247.21	DCR|3VULN|3CDMG|1DMG|1TLV	12aCDMG|2BPWR|3DMG|489VULN|5FEWX|6RCR|7TLV
276	16633 23522	6	   	247.14	DCR|5VULN|2CDMG	16CDMG|24567VULN|3BELT|6BPWR|8RCR|9FEWX|aZMB
277	16633 23523	6	   	247.14	DCR|5VULN|2CDMG	16CDMG|24567VULN|3BELT|6BPWR|8RCR|9FEWX|aCGEN
278	16633 23532	6	   	247.14	DCR|5VULN|2CDMG	16CDMG|24567VULN|3BELT|6BPWR|8RCR|9LHND|aZMB
279	16633 23533	6	   	247.14	DCR|5VULN|2CDMG	16CDMG|24567VULN|3BELT|6BPWR|8RCR|9LHND|aCGEN
280	16335 23412	7	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1CDMG|2378VULN|4FEWX|5AART|6ZMB|9DUR|aRCR
281	16633 23521	6	   	247.04	DCR|5VULN|2CDMG	16CDMG|24567VULN|3BELT|6BPWR|8RCR|9FEWX|aMBVNT
282	16633 23531	6	   	247.04	DCR|5VULN|2CDMG	16CDMG|24567VULN|3BELT|6BPWR|8RCR|9LHND|aMBVNT
283	16322 26437	9	   	247.00	DCR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|59DMG|6MBVNT|7RCR|8DUST
284	65531 11312	8	   	246.95	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1RMIN|29ASPD|3CGEN|49VULN|5CDMG|6RCR|7TLV|89DMG|9BPWR|aLWND
285	65531 11313	8	   	246.95	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1RMIN|29ASPD|3CGEN|49VULN|5CDMG|6RCR|7TLV|89DMG|9BPWR|aBEXP
286	16311 63323	4	   	246.94	DCR|5VULN|2CDMG	1aCDMG|2369aVULN|456ERES|6aBPWR|7RCVC|8RCR
287	16311 63323	3	   	246.94	DCR|5VULN|2CDMG	1aCDMG|2369aVULN|456ERES|6aBPWR|7RCVC|8RCR
288	16315 63323	5	   	246.94	DCR|5VULN|2CDMG	1aCDMG|2369aVULN|456ERES|6aBPWR|7RCVC|8RCR
289	42232 35132	9	   	246.90	DCR|3VULN|2DUR|3LIT|1ASPD	127LIT|257BPWR|35LHND|457VULN|67DUR|8LWND|9ASPD|aRCR
290	16322 26323	8	   	246.86	DCR|3VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|239VULN|4ASPD|5aDMG|6MBVNT|7RCR|8SELL
291	65531 11311	8	   	246.85	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1RMIN|29ASPD|3CGEN|49VULN|5CDMG|6RCR|7TLV|89DMG|9BPWR|aERES
292	16633 23241	9	   	246.67	DCR|4VULN|2CDMG|1ASPD|1SELL	16CDMG|2456VULN|3BELT|6BPWR|7ASPD|8SELL|9LIT|aRCR
293	61542 33233	3	   	246.59	DCR|5VULN|1ASPD	1RMIN|246FEWX|3456aVULN|46BPWR|7LIT|8RCR|9ASPD
294	15143 22512	2	   	246.54	DCR|2VULN|2DMG|2DUR|2CDMG	19CDMG|2CGEN|39VULN|4ERES|56DUR|79DMG|8RCR|9BPWR|aLHND
295	35625 22123	6	 * 	246.45	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	1DMSP|29VULN|35DUR|45ASPD|5BPWR|6TLV|7RCR|8ZMB|aDMG
296	11244 16112	10	   	246.44	DCR|2VULN|2DMG|2DUR|2CDMG	12CDMG|37DMG|49VULN|58DUR|6RCR|aBEXP
297	13244 16112	10	   	246.44	DCR|2VULN|2DMG|2DUR|2CDMG	12CDMG|2BPWR|37DMG|49VULN|58DUR|6RCR|aBEXP
298	15143 22511	2	   	246.44	DCR|2VULN|2DMG|2DUR|2CDMG	19CDMG|2CGEN|39VULN|4aERES|56DUR|79DMG|8RCR|9BPWR
299	45133 32631	5	   	246.37	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1LIT|2BEXP|368VULN|4DUR|5ASPD|7TLV|9AART|aRCR
300	11214 16115	10	   	246.34	DCR|2VULN|2DMG|2DUR|2CDMG	12CDMG|37DMG|4DUST|58DUR|6RCR|9aVULN
301	13214 16115	10	   	246.34	DCR|2VULN|2DMG|2DUR|2CDMG	12CDMG|2BPWR|37DMG|4DUST|58DUR|6RCR|9aVULN
302	11244 16111	10	   	246.34	DCR|2VULN|2DMG|2DUR|2CDMG	12CDMG|37DMG|49VULN|58DUR|6RCR|aERES
303	11244 16113	9	   	246.34	DCR|2VULN|2DMG|2DUR|2CDMG	12CDMG|37DMG|49VULN|58DUR|6RCR|aTBNT
304	13244 16111	10	   	246.34	DCR|2VULN|2DMG|2DUR|2CDMG	12CDMG|2BPWR|37DMG|49VULN|58DUR|6RCR|aERES
305	13244 16113	9	   	246.34	DCR|2VULN|2DMG|2DUR|2CDMG	12CDMG|2BPWR|37DMG|49VULN|58DUR|6RCR|aTBNT
306	16324 13333	10	   	246.20	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD|1AART	1CDMG|23VULN|4ASPD|5DUR|6RCR|7LWND|89DMG|aAART
307	11231 41246	6	 * 	246.14	DCR|3VULN|2ASPD|2CDMG|1DMG	12CDMG|3DMG|4CGEN|56aVULN|79ASPD|8RCR
308	13231 41246	6	   	246.14	DCR|3VULN|2ASPD|1DMG|2CDMG	12CDMG|2BPWR|3DMG|4CGEN|56aVULN|79ASPD|8RCR
309	11243 13543	5	   	246.09	DCR|2VULN|2DUR|3CDMG|1DMG|1ASPD	128CDMG|3DMG|48VULN|5FEWX|6LWND|78DUR|8BPWR|9ASPD|aRCR
310	13243 13543	5	   	246.09	DCR|2VULN|2DUR|3CDMG|1DMG|1ASPD	128CDMG|28BPWR|3DMG|48VULN|5FEWX|6LWND|78DUR|9ASPD|aRCR
311	11243 13435	10	   	246.02	DCR|3VULN|3CDMG|1DMG|2LIT	12aCDMG|3DMG|48aVULN|5FEWX|6RCR|7LWND|9aLIT|aBPWR
312	13243 13435	10	   	246.02	DCR|3VULN|3CDMG|1DMG|2LIT	12aCDMG|2aBPWR|3DMG|48aVULN|5FEWX|6RCR|7LWND|9aLIT
313	24322 34241	2	   	245.93	DCR|3VULN|1DMG|1DUR|2LIT|1AART	17BEXP|278VULN|3AART|4DMG|5DUR|67LIT|7BPWR|9MLV|aRCR
314	16322 31516	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DMG|6CGEN|7DUR|8RCR|9MLV
315	16323 11226	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5BELT|6DUR|7FEWX|8RCR|9DMG
316	16323 43163	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5BELT|6TLV|7DMG|9RCR|aRPLT
317	16323 43263	8	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5BELT|6TLV|7DMG|9RCR|aRPLT
318	16323 46212	9	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5BELT|6TLV|7ZMB|9DMG|aRCR
319	16324 11235	7	   	245.86	DCR|3VULN|2TLV|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DUR|6RCR|7aTLV|8DUST|9aFEWX|aBPWR
320	16324 13316	8	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DUR|6RCR|7LWND|8DMG|9DMSP
321	16633 13111	10	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|245VULN|3BELT|6BEXP|7DMG|8DUR|9RCR|aASPD
322	35221 16613	9	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DMSP|289VULN|3LWND|4ASPD|5CDMG|6RCR|7DMG|aTLV
