0	Index      	Bounty	 *	Score 	Summary	Detail	
1	14231 23552	8	 * 	292.58	DCR|3VULN|3DMG|2TLV|1DUR|1AART	167DMG|2AART|3DUR|47TLV|57aVULN|7BPWR|8LIT|9RCR
159	31423 11341	2	   	265.80	DCR|3VULN|2DUR|3LIT|1TLV|1CDMG	138LIT|238VULN|38BPWR|4LHND|5CDMG|6RCR|78DUR|9BEXP|aTLV
160	31423 11351	2	   	265.80	DCR|3VULN|2DUR|3LIT|1TLV|1CDMG	138LIT|238VULN|38BPWR|4LHND|5CDMG|6RCR|78DUR|9FEWX|aTLV
161	14231 23551	8	   	265.68	DCR|2VULN|3DMG|2TLV|1DUR|1AART	167DMG|2AART|3DUR|47TLV|57VULN|7BPWR|8LIT|9RCR|aBEXP
162	11114 32255	5	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|26DUR|3CDMG|479VULN|5TLV|8TBNT|aRCR
163	11114 32615	5	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|26DUR|3CDMG|478VULN|5TLV|9BBNT|aRCR
164	11114 32663	4	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|26DUR|3CDMG|478VULN|5ERES|9RCR|aTLV
165	11132 32663	6	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|25DUR|3CDMG|4ERES|678VULN|9RCR|aTLV
166	11132 32663	5	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|25DUR|3CDMG|4ERES|678VULN|9RCR|aTLV
167	11133 32663	5	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|26DUR|3CDMG|4ERES|578VULN|9RCR|aTLV
168	11136 32663	4	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|25DUR|3CDMG|4ERES|678VULN|9RCR|aTLV
169	12231 32663	1	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|278VULN|36DUR|4ERES|5CDMG|9RCR|aTLV
170	16332 32663	6	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|2CDMG|35DUR|4ERES|678VULN|9RCR|aTLV
171	16332 32663	5	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|2CDMG|35DUR|4ERES|678VULN|9RCR|aTLV
172	16333 32663	5	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1DMG|2CDMG|36DUR|4ERES|578VULN|9RCR|aTLV
173	14231 23553	8	   	265.58	DCR|2VULN|3DMG|2TLV|1DUR|1AART	167DMG|2AART|3DUR|47TLV|57VULN|7BPWR|8LIT|9RCR|aDUST
174	23342 12434	1	 * 	265.57	DCR|3VULN|2DMG|2ASPD|1CDMG|1SELL	1SELL|257VULN|3LIT|47DMG|67ASPD|7BPWR|8RCR|9BBNT|aCDMG
175	12125 33661	1	 * 	265.25	DCR|4VULN|2DMG|2TLV	17DMG|279aVULN|37TLV|4RMIN|5RPLT|6RCR|7BPWR|8DUST
176	16543 21311	4	 * 	264.90	DCR|3VULN|2DMG|3CDMG|1DUR	13DMG|234CDMG|3BPWR|569VULN|7RCR|8DUR|aLHND
177	16543 21313	4	   	264.90	DCR|3VULN|2DMG|3CDMG|1DUR	13DMG|234CDMG|3BPWR|569VULN|7RCR|8DUR|aCGEN
178	16261 11311	3	   	264.88	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	18DMG|2CDMG|38FEWX|4TLV|5LIT|6RCR|78DUR|8BPWR|9aVULN
179	16543 21312	4	   	264.80	DCR|3VULN|2DMG|3CDMG|1DUR	13DMG|234CDMG|3BPWR|569VULN|7RCR|8DUR|aBBNT
180	16543 23122	4	 * 	264.51	DCR|3VULN|3DMG|3CDMG	138DMG|234CDMG|38BPWR|568VULN|78CGEN|9RCR|aBEXP
181	16543 23123	4	   	264.51	DCR|3VULN|3DMG|3CDMG	138DMG|234CDMG|38BPWR|568VULN|78aCGEN|9RCR
182	12652 31316	1	   	264.50	DCR|3VULN|2DUR|1DMG|2LIT|1CDMG	1DMG|289VULN|3LWND|4ZMB|58LIT|6CDMG|78DUR|8BPWR|aRCR
183	31423 11361	3	   	264.50	DCR|3VULN|2DUR|1DMG|2LIT|1CDMG	18LIT|238VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|9DMG|aZMB
184	31423 11362	3	   	264.50	DCR|3VULN|2DUR|1DMG|2LIT|1CDMG	18LIT|238VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|9DMG|aFEWX
185	31423 11363	3	   	264.50	DCR|3VULN|2DUR|1DMG|2LIT|1CDMG	18LIT|238VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|9DMG|aBEXP
186	31423 11366	3	   	264.50	DCR|3VULN|2DUR|1DMG|2LIT|1CDMG	18LIT|238VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|9DMG|aCGEN
187	11236 26135	5	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	18DMG|25DUR|38BEXP|4ERES|6ASPD|789VULN|8BPWR|aRCR
188	56312 32363	3	   	264.48	DCR|4VULN|2DUR|3CDMG	18aERES|28aCDMG|34DUR|5CGEN|678aVULN|8aBPWR|9RCR
189	16543 23121	4	   	264.41	DCR|3VULN|3DMG|3CDMG	138DMG|234CDMG|38BPWR|568VULN|78CGEN|9RCR|aDUST
190	31423 11364	3	   	264.40	DCR|3VULN|2DUR|1DMG|2LIT|1CDMG	18LIT|238VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|9DMG|aBBNT
191	34212 12563	6	 * 	264.38	DCR|3VULN|2ASPD|1DMG|1TLV|1CDMG	1LIT|27ASPD|3DMG|4TLV|589VULN|6CDMG|aRCR
192	11111 63256	4	   	264.29	DCR|2VULN|3DMG|2DUR|1CDMG	157DMG|27DUR|3CDMG|48VULN|67MLV|7BPWR|9RCR|aLIT
193	14638 23441	10	   	264.11	DCR|3VULN|3DMG|1DUR|1AART	137DMG|2AART|4MBVNT|579VULN|6RMIN|7BPWR|8RCR|aDUR
194	14232 13442	10	   	264.07	DCR|2VULN|2DMG|2DUR|2TLV|2AART	17DMG|25AART|39DUR|47TLV|67VULN|7BPWR|8LWND|aRCR
195	11156 34212	9	   	264.07	DCR|2VULN|2DMG|2DUR|2CDMG|2AART	19DMG|29DUR|36CDMG|47AART|5FEWX|89VULN|9BPWR|aRCR
196	31441 22341	5	 * 	263.82	DCR|4VULN|3LIT|2CDMG|1DUR	147LIT|237aVULN|57CDMG|6RCR|7BPWR|8CGEN|9DUR
197	11261 11245	10	 * 	263.64	DCR|2VULN|3DMG|2DUR|2ASPD	18aDMG|28DUR|3aBEXP|4FEWX|58ASPD|6MBVNT|7RCR|8aBPWR|9aVULN
198	11321 11245	10	   	263.44	DCR|2VULN|3DMG|2DUR|2ASPD	18aDMG|28DUR|3aDUST|4BEXP|58ASPD|6MBVNT|7RCR|8aBPWR|9aVULN
199	11361 11245	10	   	263.44	DCR|2VULN|3DMG|2DUR|2ASPD	18aDMG|28DUR|3aDUST|4FEWX|58ASPD|6MBVNT|7RCR|8aBPWR|9aVULN
200	14333 24433	7	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	18DMG|2AART|34BEXP|58DUR|6RCR|78aVULN|8BPWR|9TBNT
201	14333 25433	6	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	18DMG|2AART|34BEXP|58DUR|6RCR|78aVULN|8BPWR|9TBNT
202	11231 26424	6	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	18DMG|28DUR|3BEXP|4ERES|5BELT|68aVULN|7AART|8BPWR|9RCR
203	14213 16511	3	   	263.14	DCR|3VULN|2DMG|2DUR|1NUKE|1AART	17DMG|2AART|37DUR|479VULN|5RPLT|6NUKE|7BPWR|8RCR|aBEXP
204	14213 16512	3	   	263.14	DCR|3VULN|2DMG|2DUR|1NUKE|1AART	17DMG|2AART|37DUR|479VULN|5RPLT|6NUKE|7BPWR|8RCR|aLWND
205	14213 16513	3	   	263.14	DCR|3VULN|2DMG|2DUR|1NUKE|1AART	17DMG|2AART|37DUR|479VULN|5RPLT|6NUKE|7BPWR|8RCR|aMLV
206	14223 62446	10	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	18DMG|2AART|35DUR|48FEWX|689VULN|7MBVNT|8BPWR|aRCR
207	14333 62446	10	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	18DMG|2AART|34BEXP|58DUR|689VULN|7MBVNT|8BPWR|aRCR
208	13353 53412	9	   	262.90	DCR|3VULN|2DMG|2DUR|1AART|1SELL	19DMG|2SELL|39DUR|4AART|5DMSP|689VULN|7LEGI|9BPWR|aRCR
209	12231 33563	1	   	262.79	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17DMG|27VULN|36DUR|4ERES|57CDMG|7BPWR|8RCVC|9RCR|aTLV
210	16332 33563	6	   	262.79	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17DMG|27CDMG|35DUR|4ERES|67VULN|7BPWR|8RCVC|9RCR|aTLV
211	16332 33563	5	   	262.79	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17DMG|27CDMG|35DUR|4ERES|67VULN|7BPWR|8RCVC|9RCR|aTLV
212	16333 33563	5	   	262.79	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17DMG|27CDMG|36DUR|4ERES|57VULN|7BPWR|8RCVC|9RCR|aTLV
213	31423 11331	2	   	262.77	DCR|3VULN|3DUR|3LIT|1CDMG	138LIT|238VULN|38BPWR|4LHND|5CDMG|6RCR|789DUR|aZMB
214	31423 11332	2	   	262.77	DCR|3VULN|3DUR|3LIT|1CDMG	138LIT|238VULN|38BPWR|4LHND|5CDMG|6RCR|789DUR|aLWND
215	31423 11335	2	   	262.77	DCR|3VULN|3DUR|3LIT|1CDMG	138LIT|238VULN|38BPWR|4LHND|5CDMG|6RCR|789DUR|aRPLT
216	31423 11336	2	   	262.77	DCR|3VULN|3DUR|3LIT|1CDMG	138LIT|238VULN|38BPWR|4LHND|5CDMG|6RCR|789DUR|aRMIN
217	13311 63256	4	   	262.72	DCR|3VULN|3DMG|1DUR|1SELL	157DMG|2SELL|3DUR|478VULN|67MLV|7BPWR|9RCR|aLIT
218	13513 33256	3	   	262.72	DCR|3VULN|3DMG|1DUR|1SELL	137DMG|2SELL|37BPWR|4DUR|57MLV|678VULN|9RCR|aLIT
219	13613 33256	3	   	262.72	DCR|3VULN|3DMG|1DUR|1SELL	137DMG|2SELL|4DUR|57MLV|678VULN|7BPWR|9RCR|aLIT
220	13613 33256	2	   	262.72	DCR|3VULN|3DMG|1DUR|1SELL	137DMG|2SELL|4DUR|57MLV|678VULN|7BPWR|9RCR|aLIT
221	12231 33163	1	   	262.69	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17DMG|27VULN|36DUR|48ERES|57CDMG|7BPWR|9RCR|aTLV
222	16332 33163	6	   	262.69	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17DMG|27CDMG|35DUR|48ERES|67VULN|7BPWR|9RCR|aTLV
223	16332 33163	5	   	262.69	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17DMG|27CDMG|35DUR|48ERES|67VULN|7BPWR|9RCR|aTLV
224	16333 33163	5	   	262.69	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17DMG|27CDMG|36DUR|48ERES|57VULN|7BPWR|9RCR|aTLV
225	16336 33163	4	   	262.69	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17DMG|27CDMG|35DUR|48ERES|67VULN|7BPWR|9RCR|aTLV
226	16364 33222	3	   	262.69	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	17DMG|27CDMG|36DUR|4TLV|57VULN|7BPWR|8TBNT|9MBVNT|aRCR
227	31135 55111	6	 * 	262.68	DCR|3VULN|2DMG|3LIT|2TLV	15aLIT|256VULN|3BELT|4RPLT|5aBPWR|7RCR|8aDMG|9aTLV
228	31236 11334	5	   	262.67	DCR|3VULN|3DUR|3LIT|1CDMG	158LIT|28aVULN|3BEXP|4CDMG|6RCR|789DUR|8BPWR
229	31423 11333	2	   	262.67	DCR|3VULN|3DUR|3LIT|1CDMG	138LIT|238VULN|38BPWR|4LHND|5CDMG|6RCR|789DUR|aDUST
