0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53135 31341	10	 * 	288.01	DCR|4VULN|3DUR|1DMG|1TLV	1ERES|246DUR|346aVULN|46BPWR|5BELT|7TLV|8RCR|9DMG
173	53135 35322	10	   	261.26	DCR|4VULN|3DUR|1NUKE|1AART	1ERES|246DUR|346aVULN|46BPWR|5BELT|7NUKE|8RCR|9AART
174	53135 35323	9	   	261.26	DCR|4VULN|3DUR|1NUKE|1AART	1ERES|246DUR|346aVULN|46BPWR|5BELT|7NUKE|8RCR|9AART
175	23441 32133	1	   	260.59	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	19LIT|249VULN|3FEWX|5TLV|6RCR|7MBVNT|89DUR|9BPWR|aCDMG
176	26241 32133	3	   	260.59	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	19LIT|249VULN|3FEWX|5TLV|6RCR|7MBVNT|89DUR|9BPWR|aCDMG
177	26441 32133	2	   	260.59	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	19LIT|249VULN|3FEWX|5TLV|6RCR|7MBVNT|89DUR|9BPWR|aCDMG
178	22413 62251	2	 * 	260.48	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	1LIT|25CDMG|3TBNT|456VULN|5BPWR|7RCR|8ASPD|9DMG|aDUR
179	63133 62241	10	   	260.45	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24DUR|346VULN|4BPWR|5BEXP|7RCR|8DMG|9LIT|aTLV
180	63133 62242	9	   	260.45	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24DUR|346VULN|4BPWR|5BEXP|7RCR|8DMG|9LIT|aTLV
181	63135 62232	8	   	260.45	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24DUR|345VULN|4BPWR|6LWND|7RCR|8DMG|9LIT|aTLV
182	53132 62232	8	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1ERES|24DUR|346VULN|4BPWR|5LWND|7RCR|8DMG|9LIT|aTLV
183	53132 62241	10	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1ERES|24DUR|346VULN|4BPWR|5LWND|7RCR|8DMG|9LIT|aTLV
184	53132 62242	9	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1ERES|24DUR|346VULN|4BPWR|5LWND|7RCR|8DMG|9LIT|aTLV
185	53133 62241	10	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1ERES|24DUR|346VULN|4BPWR|5LHND|7RCR|8DMG|9LIT|aTLV
186	53133 62242	9	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1ERES|24DUR|346VULN|4BPWR|5LHND|7RCR|8DMG|9LIT|aTLV
187	23141 41124	1	   	260.06	DCR|3VULN|3DUR|1TLV|2LIT	17LIT|24aVULN|369DUR|5TLV|8RCR
188	23212 22254	5	   	260.04	DCR|5VULN|1CDMG|1ASPD	1LIT|2MLV|3ASPD|4CDMG|5678aVULN|9RCR
189	53113 62234	8	   	260.00	DCR|4VULN|1DMG|1DUR|1TLV	1ERES|2DUR|346aVULN|5LHND|7RCR|8DMG|9TLV
190	21212 26254	5	   	259.94	DCR|5VULN|1CDMG|1ASPD	1LIT|2ERES|3ASPD|4CDMG|5678aVULN|9RCR
191	16312 21221	6	   	259.76	DCR|4VULN|3LIT|1DUR|1TLV|1SELL	1SELL|267LIT|3456VULN|6BPWR|8DUR|9RCR|aTLV
192	16312 21131	10	 * 	259.71	DCR|4VULN|2ASPD|1DUR|2LIT|1SELL	1SELL|26LIT|3456VULN|6BPWR|79ASPD|8RCR|aDUR
193	16312 21133	9	 * 	259.71	DCR|4VULN|2ASPD|1DUR|2LIT|1SELL	1SELL|26LIT|3456VULN|6BPWR|79ASPD|8RCR|aDUR
194	63115 12233	7	   	259.48	DCR|5VULN|1TLV|1DUR	1CGEN|2DUR|34569VULN|7RCR|8BBNT|aTLV
195	63115 12433	7	   	259.48	DCR|5VULN|1TLV|1DUR	1CGEN|2DUR|34569VULN|7RCR|8TBNT|aTLV
196	63115 12613	6	   	259.48	DCR|5VULN|1TLV|1DUR	1CGEN|2DUR|34567VULN|8TBNT|9RCR|aTLV
197	11543 35211	3	 * 	259.44	DCR|4VULN|2DUR|2ASPD|1SELL	1SELL|2489VULN|34ASPD|4BPWR|5aDUR|6RCR|7RCVC
198	23441 31225	1	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1LIT|2478VULN|3FEWX|5TLV|6RCR|9DUR|aASPD
199	26241 31225	3	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1LIT|2478VULN|3FEWX|5TLV|6RCR|9DUR|aASPD
200	11535 34211	3	 * 	259.34	DCR|4VULN|2DUR|2ASPD|1SELL	1SELL|2789VULN|35ASPD|4aDUR|6RCR
201	63133 62141	7	   	259.14	DCR|4VULN|2DUR|1ASPD|1AART	1CGEN|24DUR|3468VULN|4BPWR|5BEXP|7RCR|9AART|aASPD
202	63135 12141	8	   	259.14	DCR|4VULN|2DUR|1ASPD|1AART	1CGEN|24DUR|3456VULN|4BPWR|7RCR|8FEWX|9AART|aASPD
203	63135 12341	8	   	259.14	DCR|4VULN|2DUR|1ASPD|1AART	1CGEN|24DUR|3456VULN|4BPWR|7RCR|8LHND|9AART|aASPD
204	13152 31522	1	 * 	259.13	DCR|3VULN|3DMG|2ASPD|2SELL	13SELL|278DMG|4BEXP|58ASPD|68aVULN|8BPWR|9RCR
205	42165 12121	6	   	259.04	DCR|4VULN|2DMG|1CDMG	128LWND|3678VULN|48DMG|5RCVC|8BPWR|9RCR|aCDMG
206	42335 12121	6	   	259.04	DCR|4VULN|2DMG|1CDMG	128LWND|38DMG|4678VULN|5RCVC|8BPWR|9RCR|aCDMG
207	53132 62141	7	   	259.04	DCR|4VULN|2DUR|1ASPD|1AART	1ERES|24DUR|3468VULN|4BPWR|5LWND|7RCR|9AART|aASPD
208	53133 62141	7	   	259.04	DCR|4VULN|2DUR|1ASPD|1AART	1ERES|24DUR|3468VULN|4BPWR|5LHND|7RCR|9AART|aASPD
209	53135 31334	10	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	1ERES|246DUR|346VULN|46BPWR|5BELT|7TLV|8RCR|9RMIN|aCDMG
210	53135 32314	10	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	1ERES|246DUR|346VULN|46BPWR|5BELT|7ZMB|8RCR|9TLV|aCDMG
211	53135 33314	10	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	1ERES|246DUR|346VULN|46BPWR|5BELT|7RMIN|8RCR|9TLV|aCDMG
212	63133 21422	7	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	1CGEN|246DUR|347VULN|4BPWR|5BEXP|8RCR|9TLV|aCDMG
213	63133 61422	7	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	1CGEN|247DUR|346VULN|4BPWR|5BEXP|8RCR|9TLV|aCDMG
214	53135 31316	8	   	258.86	DCR|3VULN|3DUR|1TLV|1CDMG|1NUKE	1ERES|246DUR|346VULN|46BPWR|5BELT|7TLV|8RCR|9NUKE|aCDMG
215	53135 32322	9	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1ERES|246DUR|346VULN|46BPWR|5BELT|7ZMB|8RCR|9AART|aDMG
216	53135 33322	9	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1ERES|246DUR|346VULN|46BPWR|5BELT|7RMIN|8RCR|9AART|aDMG
217	63135 22362	5	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1CGEN|247DUR|345VULN|4BPWR|6RMIN|8AART|9RCR|aDMG
218	53135 35322	9	   	258.68	DCR|3VULN|3DUR|1DMG|1NUKE|1AART	1ERES|246DUR|346VULN|46BPWR|5BELT|7NUKE|8RCR|9AART|aDMG
219	31124 25332	7	   	258.64	DCR|4VULN|2DUR|1DMG	168FEWX|2RCVC|348aVULN|58DUR|7RCR|8BPWR|9DMG
220	11352 46333	2	   	258.61	DCR|3VULN|3DUR|1TLV|1CDMG|1SELL	1SELL|246VULN|346DUR|46BPWR|5MBVNT|7ERES|8TLV|9RCR|aCDMG
221	63135 12125	10	   	258.54	DCR|4VULN|2DUR|1DMG	1CGEN|24DUR|3456VULN|4BPWR|7RCR|8FEWX|9LWND|aDMG
222	63135 12215	8	   	258.54	DCR|4VULN|2DUR|1DMG	18CGEN|24DUR|3456VULN|4BPWR|7RCR|9DMG|aLWND
223	63135 12235	10	   	258.54	DCR|4VULN|2DUR|1DMG	18CGEN|24DUR|3456VULN|4BPWR|7RCR|9RCVC|aDMG
224	63135 12325	10	   	258.54	DCR|4VULN|2DUR|1DMG	1CGEN|24DUR|3456VULN|4BPWR|7RCR|8LHND|9LWND|aDMG
225	63133 62214	8	   	258.54	DCR|4VULN|2DUR|1DMG	1CGEN|24DUR|346aVULN|4BPWR|5BEXP|7RCR|8DMG|9LHND
226	63133 62234	8	   	258.54	DCR|4VULN|2DUR|1DMG	1CGEN|24DUR|346aVULN|4BPWR|5BEXP|7RCR|8DMG|9LWND
227	63133 62234	9	   	258.54	DCR|4VULN|2DUR|1DMG	1CGEN|24DUR|346aVULN|4BPWR|5BEXP|7RCR|8DMG|9LWND
228	63136 23133	5	   	258.54	DCR|4VULN|2DUR|1DMG	1CGEN|24DUR|347aVULN|4BPWR|5DMG|6RPLT|8FEWX|9RCR
229	11543 34221	3	 * 	258.51	DCR|4VULN|2ASPD|1DUR|1CDMG|1SELL	1SELL|2478VULN|34ASPD|4BPWR|5DUR|6RCR|9BEXP|aCDMG
230	53132 62214	8	   	258.44	DCR|4VULN|2DUR|1DMG	1ERES|24DUR|346aVULN|4BPWR|5LWND|7RCR|8DMG|9LHND
231	53132 62214	9	   	258.44	DCR|4VULN|2DUR|1DMG	1ERES|24DUR|346aVULN|4BPWR|5LWND|7RCR|8DMG|9BEXP
232	53132 62224	9	   	258.44	DCR|4VULN|2DUR|1DMG	1ERES|24DUR|346aVULN|4BPWR|5LWND|7RCR|8DMG|9RMIN
233	53133 62214	9	   	258.44	DCR|4VULN|2DUR|1DMG	1ERES|24DUR|346aVULN|4BPWR|5LHND|7RCR|8DMG|9BEXP
234	53133 62224	9	   	258.44	DCR|4VULN|2DUR|1DMG	1ERES|24DUR|346aVULN|4BPWR|5LHND|7RCR|8DMG|9RMIN
235	53133 62224	8	   	258.44	DCR|4VULN|2DUR|1DMG	1ERES|24DUR|346aVULN|4BPWR|5LHND|7RCR|8DMG|9RMIN
236	63135 12211	8	   	258.44	DCR|4VULN|2DUR|1DMG	18CGEN|24DUR|3456VULN|4BPWR|7RCR|9DMG|aDUST
237	63135 12512	10	   	258.44	DCR|4VULN|2DUR|1DMG	1CGEN|24DUR|3456VULN|4BPWR|7RCR|8ERES|9DMG|aRMIN
238	63135 12611	7	   	258.44	DCR|4VULN|2DUR|1DMG	1CGEN|24DUR|3456VULN|4BPWR|7RCR|8RCVC|9DMG|aDUST
239	63131 12511	9	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|24DUR|346aVULN|4BPWR|7RCR|8ERES|9DMG
240	63131 12513	10	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|24DUR|346aVULN|4BPWR|7RCR|8ERES|9DMG
241	53133 63224	8	   	258.34	DCR|4VULN|2DUR|1DMG	1ERES|24DUR|346aVULN|4BPWR|5LHND|7DUST|8DMG|9RCR
242	63135 12511	10	   	258.34	DCR|4VULN|2DUR|1DMG	1CGEN|24DUR|3456VULN|4BPWR|7RCR|8ERES|9DMG|aDUST
243	63135 12512	9	   	258.34	DCR|4VULN|2DUR|1DMG	1CGEN|24DUR|3456VULN|4BPWR|7RCR|8ERES|9DMG|aBBNT
244	63135 12213	8	   	258.29	DCR|4VULN|2DUR|1DMG|1SELL	18CGEN|24DUR|3456VULN|4BPWR|7RCR|9DMG|aSELL
245	63135 12613	7	   	258.29	DCR|4VULN|2DUR|1DMG|1SELL	1CGEN|24DUR|3456VULN|4BPWR|7RCR|8RCVC|9DMG|aSELL
246	63115 15322	6	   	258.11	DCR|5VULN|2DUR	17CGEN|27DUR|34567VULN|7BPWR|8LHND|9LWND|aRCR
247	63115 15332	6	   	258.11	DCR|5VULN|2DUR	17CGEN|27DUR|34567VULN|7BPWR|8LHND|9FEWX|aRCR
248	63133 62126	8	   	258.11	DCR|5VULN|2DUR	1aCGEN|24DUR|3469aVULN|4aBPWR|5aBEXP|7RCR|8MBVNT
249	11222 34421	5	   	258.06	DCR|3VULN|2DMG|1TLV|1ASPD|1SELL	1SELL|27aVULN|3TLV|4aCGEN|5ASPD|6RCR|8LIT|9aDMG|aBPWR
250	16312 23112	9	   	258.04	DCR|5VULN|1DUR|2LIT|1SELL	1SELL|26LIT|34569VULN|6BPWR|7ZMB|8RCR|aDUR
251	16312 23115	10	   	258.04	DCR|5VULN|1DUR|2LIT|1SELL	1SELL|26LIT|34569VULN|6BPWR|7ZMB|8RCR|aDUR
