0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33132 16114	10	 * 	270.70	DCR|3VULN|3DUR|2DMG|2LIT	1BELT|2aDMG|347DUR|58aVULN|6aLIT|9RCR|aBPWR
164	53511 62131	3	   	247.82	DCR|3VULN|3DUR|1DMG|1AART	1RPLT|235VULN|457DUR|5BPWR|6AART|8DMG|9RCR|aFEWX
165	11333 88433	5	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	1DMSP|2RPLT|3MBVNT|49VULN|579DUR|69TLV|8RCR|9BPWR|aDMG
166	11613 63433	3	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	1DMSP|2RPLT|349DUR|5MBVNT|69VULN|79TLV|8RCR|9BPWR|aDMG
167	11653 63433	3	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	1DMSP|2RPLT|349DUR|49BPWR|5MBVNT|69VULN|79TLV|8RCR|aDMG
168	55213 63433	3	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	1RPLT|249DUR|3RCVC|5MBVNT|69VULN|79TLV|8RCR|9BPWR|aDMG
169	53311 62132	2	   	247.72	DCR|3VULN|3DUR|1DMG|1AART	1RPLT|235VULN|457DUR|5BPWR|6AART|8DMG|9RCR|aDUST
170	53511 62132	3	   	247.72	DCR|3VULN|3DUR|1DMG|1AART	1RPLT|235VULN|457DUR|5BPWR|6AART|8DMG|9RCR|aDUST
171	52151 32125	10	   	247.71	DCR|5VULN|3TLV	1RPLT|2BELT|3478aVULN|478BPWR|578TLV|6RCR|9CGEN
172	52151 32132	9	   	247.71	DCR|5VULN|3TLV	1RPLT|2BELT|34789VULN|478BPWR|578TLV|6RCR|aLWND
173	52151 32133	9	   	247.71	DCR|5VULN|3TLV	1RPLT|2BELT|34789VULN|478BPWR|578TLV|6RCR|aRMIN
174	52151 32133	10	   	247.71	DCR|5VULN|3TLV	1RPLT|2BELT|34789VULN|478BPWR|578TLV|6RCR|aRCVC
175	52151 32134	10	   	247.71	DCR|5VULN|3TLV	1RPLT|2BELT|34789VULN|478BPWR|578TLV|6RCR|aCGEN
176	52151 32135	9	   	247.71	DCR|5VULN|3TLV	1RPLT|2BELT|34789VULN|478BPWR|578TLV|6RCR|aBEXP
177	52151 32261	6	   	247.65	DCR|3VULN|2DMG|1TLV|1AART	1RPLT|2BELT|34aVULN|4aBPWR|5TLV|6RCR|7aBEXP|8AART|9aDMG
178	52151 32134	9	   	247.61	DCR|5VULN|3TLV	1RPLT|2BELT|34789VULN|478BPWR|578TLV|6RCR|aLEGI
179	26311 21324	6	   	247.56	DCR|3VULN|2TLV|2DUR	17TLV|2DMSP|3RPLT|4LIT|579VULN|67DUR|7BPWR|8FEWX|aRCR
180	53461 11131	6	   	247.56	DCR|3VULN|2TLV|2DUR	1RPLT|29aVULN|39DUR|4ZMB|5RCVC|6RCR|7ASPD|89TLV|9BPWR
181	12212 32432	5	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	1DMSP|28DMG|3BELT|458VULN|6AART|7RCR|8BPWR|9CGEN|aTLV
182	12212 53432	7	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	1DMSP|28DMG|3BELT|458VULN|6RCR|7AART|8BPWR|9CGEN|aTLV
183	33313 15334	3	   	247.51	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1BELT|28DMG|38LHND|4AART|5DUR|6LIT|78VULN|8BPWR|9RCR|aTLV
184	33413 15334	3	   	247.51	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1BELT|28DMG|38LWND|4AART|5DUR|6LIT|78VULN|8BPWR|9RCR|aTLV
185	11333 43437	5	   	247.46	DCR|3VULN|2TLV|2DUR	1DMSP|2RPLT|3MBVNT|469VULN|59DUR|79TLV|8RCR|9BPWR|aLIT
186	11338 23437	6	   	247.46	DCR|3VULN|2TLV|2DUR	1DMSP|2RPLT|3MBVNT|459VULN|69DUR|79TLV|8RCR|9BPWR|aLIT
187	53131 15216	7	   	247.46	DCR|3VULN|2TLV|2DUR	1RPLT|28aVULN|3ZMB|4aTLV|5ERES|6RCR|7LIT|9aDUR|aBPWR
188	26311 21524	6	   	247.46	DCR|3VULN|2TLV|2DUR	17TLV|2DMSP|3RPLT|4LIT|579VULN|67DUR|7BPWR|8DUST|aRCR
189	52151 32133	8	   	247.34	DCR|4VULN|3TLV|1AART	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9AART|aLIT
190	33321 11464	3	   	247.23	DCR|2VULN|3DMG|2DUR|1CDMG	1BELT|249DMG|3LHND|59DUR|6RPLT|7RCR|89VULN|9BPWR|aCDMG
191	12352 24153	10	   	247.12	DCR|2VULN|2DMG|2TLV|2AART	17DMSP|2aDMG|3LIT|48AART|5aTLV|6RCR|9aVULN|aBPWR
192	53321 22365	2	   	246.94	DCR|5VULN|1DMG|1CDMG	1RPLT|23459VULN|6CDMG|7BBNT|8DMG|aRCR
193	53321 23131	2	   	246.94	DCR|5VULN|1DMG|1CDMG	1RPLT|2345aVULN|6CDMG|7RCR|8TBNT|9DMG
194	53521 23131	3	   	246.94	DCR|5VULN|1DMG|1CDMG	1RPLT|2345aVULN|6CDMG|7RCR|8TBNT|9DMG
195	33613 35432	10	   	246.49	DCR|4VULN|2DMG|1CDMG	1BELT|29DMG|39CGEN|4LWND|5CDMG|6RCR|789aVULN|9BPWR
196	33121 21234	4	   	246.43	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	1BELT|28DMG|38DUR|45VULN|6LWND|78LIT|8BPWR|9CDMG|aRCR
197	33123 21234	5	   	246.43	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	1BELT|28DMG|38DUR|45VULN|6LWND|78LIT|8BPWR|9CDMG|aRCR
198	33123 31234	6	   	246.43	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	1BELT|28DMG|38DUR|45VULN|6LHND|78LIT|8BPWR|9CDMG|aRCR
199	35621 21234	4	   	246.43	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	1BELT|28DUR|38DMG|45VULN|6LWND|78LIT|8BPWR|9CDMG|aRCR
200	35623 21234	5	   	246.43	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	1BELT|28DUR|38DMG|45VULN|6LWND|78LIT|8BPWR|9CDMG|aRCR
201	35623 31234	6	   	246.43	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	1BELT|28DUR|38DMG|45VULN|6LHND|78LIT|8BPWR|9CDMG|aRCR
202	33132 16135	10	   	246.37	DCR|3VULN|3DUR|1DMG	1BELT|2DMG|347DUR|589VULN|6LIT|aRCR
203	53561 12131	4	 * 	246.35	ACR|5VULN|2TLV|2DUR	1RPLT|2359aVULN|4RCR|59BPWR|6BEXP|79DUR|89TLV
204	22254 33361	5	   	246.17	DCR|3VULN|2DMG|3TLV	19aTLV|29aZMB|3MLV|46DMG|59aVULN|7RCR|8RMIN|9aBPWR
205	22256 33361	4	   	246.17	DCR|3VULN|2DMG|3TLV	19aTLV|29aZMB|3MLV|46DMG|59aVULN|7RCR|8RMIN|9aBPWR
206	12333 12444	9	   	246.10	DCR|3VULN|2DMG|1TLV	1DMSP|29DMG|3LIT|4CGEN|56aVULN|7TLV|8RCR
207	24421 53113	3	   	246.10	DCR|3VULN|2DMG|1TLV	1TLV|25DMG|3RPLT|456VULN|5BPWR|7ASPD|8LEGI|9BELT|aRCR
208	12212 52146	9	   	246.07	DCR|3VULN|2DMG|2TLV	1DMSP|2aDMG|3BELT|458VULN|6RCR|7aTLV|9aBEXP|aBPWR
209	12212 52156	6	   	246.07	DCR|3VULN|2DMG|2TLV	1DMSP|2aDMG|3BELT|45aVULN|6RCR|78RCVC|9aTLV|aBPWR
210	12215 23356	4	   	246.07	DCR|3VULN|2DMG|2TLV	15DMSP|2aDMG|3BELT|47aVULN|6RCVC|8RCR|9aTLV|aBPWR
211	24216 43321	3	   	246.07	DCR|3VULN|2DMG|2TLV	1aTLV|2aDMG|3MLV|4ZMB|56aVULN|7RCR|89RMIN|aBPWR
212	33132 16314	10	   	246.01	DCR|2VULN|3DUR|2DMG|2LIT	18BELT|2aDMG|347DUR|5aVULN|6aLIT|9RCR|aBPWR
213	33132 41414	10	   	246.01	DCR|2VULN|3DUR|2DMG|2LIT	16BELT|2aDMG|347DUR|5aVULN|8aLIT|9RCR|aBPWR
214	53311 54113	2	   	245.98	DCR|4VULN|2DUR|1DMG	1RPLT|2356VULN|45DUR|5BPWR|7LWND|8DMG|9BELT|aRCR
215	53127 41131	3	   	245.97	DCR|3VULN|2DMG|2TLV	1RPLT|29aVULN|3ZMB|4MBVNT|59DMG|6RCR|7RCVC|89TLV|9BPWR
216	53135 12431	7	   	245.97	DCR|3VULN|2DMG|2TLV	17RPLT|29aVULN|3ZMB|49TLV|59DMG|6RCR|8LEGI|9BPWR
217	53167 41131	4	   	245.97	DCR|3VULN|2DMG|2TLV	1RPLT|29aVULN|3ZMB|4MBVNT|59DMG|6RCR|7RCVC|89TLV|9BPWR
218	11312 48884	3	   	245.97	DCR|3VULN|2DMG|2TLV	1DMSP|2RPLT|3MBVNT|4aDMG|57aVULN|6RCR|8aTLV|9RMIN|aBPWR
219	12212 52636	7	   	245.97	DCR|3VULN|2DMG|3TLV	1DMSP|2aDMG|3BELT|45aVULN|6RCR|78aTLV|9RCVC|aBPWR
220	53636 33231	2	   	245.97	DCR|3VULN|2DMG|2TLV|1NUKE	1RPLT|29aVULN|35DMG|49BEXP|6NUKE|79TLV|8RCR|9BPWR
221	22434 33623	8	   	245.89	DCR|2VULN|2DMG|2TLV|2LIT|1AART	17TLV|2ZMB|3RPLT|47LIT|5AART|67DMG|7BPWR|89VULN|aRCR
222	12212 51361	10	   	245.88	DCR|4VULN|2DUR|1DMG	1DMSP|2DMG|3BELT|458aVULN|6RCR|79DUR
223	21354 33361	5	   	245.87	DCR|3VULN|2DMG|3TLV	19aTLV|29aERES|3ZMB|46DMG|59aVULN|7RCR|8RMIN|9aBPWR
224	12553 26313	4	   	245.83	DCR|2VULN|2DMG|3TLV|1DUR	1DMSP|2aDMG|3ZMB|47aTLV|5DUR|6RCR|8LIT|9aVULN|aBPWR
225	12553 23235	4	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	1DMSP|2aDMG|3ZMB|4aTLV|5DUR|6RCR|7ASPD|8BBNT|9aVULN|aBPWR
226	24421 63213	3	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	17TLV|25DMG|3RPLT|45VULN|5BPWR|6DUR|8ASPD|9BELT|aRCR
227	22133 35261	4	   	245.82	DCR|4VULN|3TLV|1DUR	19aTLV|29aZMB|3DMSP|4CGEN|5DUR|679aVULN|8RCR|9aBPWR
228	22143 35261	3	   	245.82	DCR|4VULN|3TLV|1DUR	19aTLV|29aZMB|3DMSP|4CGEN|5DUR|679aVULN|8RCR|9aBPWR
229	22343 35261	2	   	245.82	DCR|4VULN|3TLV|1DUR	19aTLV|29aZMB|3RCVC|4CGEN|5DUR|679aVULN|8RCR|9aBPWR
230	22133 35265	4	   	245.72	DCR|4VULN|2TLV|1DUR	19TLV|29ZMB|3DMSP|4CGEN|5DUR|679aVULN|8RCR|9BPWR
231	52151 33112	10	   	245.72	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|348aVULN|48BPWR|58TLV|6RCR|78LHND|9DUR
232	52151 34112	10	   	245.72	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|348aVULN|48BPWR|58TLV|6RCR|78BEXP|9DUR
233	52451 33112	10	   	245.72	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|38TLV|458aVULN|6RCR|78LHND|8BPWR|9DUR
234	52233 11452	6	   	245.70	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	1RPLT|2BELT|39ASPD|49DMG|5TLV|6LHND|7RCR|89VULN|9BPWR|aDUR
235	52233 31451	5	   	245.70	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	1RPLT|2BELT|39ASPD|49DMG|5TLV|6DUR|7RCR|89VULN|9BPWR|aCGEN
236	52233 31453	5	   	245.70	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	1RPLT|2aBELT|39ASPD|49DMG|5TLV|6DUR|7RCR|89VULN|9BPWR
237	52233 43133	9	   	245.70	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	1RPLT|2BELT|38ASPD|48DMG|5TLV|6DUR|78VULN|8BPWR|9RCVC|aRCR
238	52233 43143	9	   	245.70	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	1RPLT|29BELT|38ASPD|48DMG|5TLV|6DUR|78VULN|8BPWR|aRCR
239	21533 23364	1	   	245.63	DCR|2VULN|2DMG|2TLV|2ASPD	15TLV|29DMG|3aVULN|47ASPD|6RCR|8LIT
240	22533 35261	4	   	245.62	DCR|4VULN|3TLV|1DUR	19aTLV|29aZMB|34ERES|5DUR|679aVULN|8RCR|9aBPWR
241	52151 32111	9	   	245.62	DCR|4VULN|3TLV|1DUR	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9DUR|aBEXP
242	52151 32111	10	   	245.62	DCR|4VULN|3TLV|1DUR	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9DUR|aFEWX
243	52151 32112	10	   	245.62	DCR|4VULN|3TLV|1DUR	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9DUR|aRCVC
244	52151 32113	10	   	245.62	DCR|4VULN|3TLV|1DUR	1aRPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9DUR
245	52151 32114	9	   	245.62	DCR|4VULN|3TLV|1DUR	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9DUR|aCGEN
246	52151 32116	10	   	245.62	DCR|4VULN|3TLV|1DUR	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9DUR|aLWND
247	52151 32322	10	   	245.62	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|347aVULN|47BPWR|57TLV|6RCR|8DUR|9FEWX
248	52151 32352	10	   	245.62	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|347aVULN|47BPWR|57TLV|6RCR|8DUR|9LWND
249	52151 32412	10	   	245.62	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|347aVULN|47BPWR|57TLV|6RCR|8FEWX|9DUR
250	52151 36111	9	   	245.62	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|3478VULN|48BPWR|58TLV|6RCR|9MLV|aDUR
251	52151 36123	8	   	245.62	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|3478VULN|48BPWR|58TLV|6RCR|9DUR|aZMB
252	52451 32322	10	   	245.62	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|37TLV|457aVULN|6RCR|7BPWR|8DUR|9FEWX
253	21313 35263	4	   	245.52	DCR|4VULN|2TLV|1DUR	19TLV|249ERES|34ZMB|49BPWR|5DUR|679aVULN|8RCR
254	52151 32112	9	   	245.52	DCR|4VULN|3TLV|1DUR|1NUKE	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9DUR|aNUKE
255	52151 32116	9	   	245.52	DCR|4VULN|3TLV|1DUR	1RPLT|2BELT|3478VULN|478BPWR|578TLV|6RCR|9DUR|aERES
256	52151 32612	10	   	245.52	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|347aVULN|47BPWR|57TLV|6RCR|8DUST|9DUR
257	52151 36121	8	   	245.52	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|3478VULN|48BPWR|58TLV|6RCR|9DUR|aDUST
258	52151 36122	8	   	245.52	DCR|4VULN|2TLV|1DUR	1RPLT|2BELT|3478VULN|48BPWR|58TLV|6RCR|9DUR|aTBNT
259	24421 36232	3	   	245.44	DCR|2VULN|3DMG|2TLV	19TLV|259DMG|3RPLT|45VULN|59BPWR|6ASPD|79BEXP|8RCR|aDMSP
260	24421 36233	3	   	245.44	DCR|2VULN|3DMG|2TLV	19TLV|259DMG|3RPLT|45VULN|59BPWR|6ASPD|79aBEXP|8RCR
261	24421 11231	3	   	245.44	DCR|2VULN|3DMG|2TLV	19TLV|259DMG|3RPLT|45VULN|59BPWR|6BEXP|79ZMB|8RCR|aLIT
262	21333 35263	4	   	245.42	DCR|4VULN|2TLV|1DUR	19TLV|249ERES|3ZMB|5DUR|679aVULN|8RCR|9BPWR
263	24365 13232	10	   	245.34	DCR|2VULN|3DMG|2TLV|1NUKE	1aTLV|24aDMG|34BEXP|4aBPWR|5NUKE|6LIT|7aVULN|8RCR|9DMSP
264	24365 13233	8	   	245.34	DCR|2VULN|3DMG|2TLV|1NUKE	1aTLV|24aDMG|34BEXP|4aBPWR|5NUKE|6LIT|7aVULN|8RCR|9RCVC
265	24365 13233	9	   	245.34	DCR|2VULN|3DMG|2TLV|1NUKE	1aTLV|24aDMG|34BEXP|4aBPWR|5NUKE|6LIT|7aVULN|8RCR|9DMSP
266	24365 21313	5	   	245.34	DCR|2VULN|3DMG|2TLV|1NUKE	1aTLV|24aDMG|34BEXP|4aBPWR|5NUKE|6RCR|7RCVC|8LIT|9aVULN
267	53321 23363	2	   	245.31	DCR|4VULN|1DMG|1CDMG	1RPLT|2345VULN|6CDMG|7RCR|8LIT|9DMG|aASPD
268	53521 23363	3	   	245.31	DCR|4VULN|1DMG|1CDMG	1RPLT|2345VULN|6CDMG|7RCR|8LIT|9DMG|aASPD
269	14533 43313	1	   	245.28	DCR|2VULN|2DMG|1TLV|3ASPD	1DMSP|24aASPD|34LHND|4aBPWR|5aDMG|6TLV|7RCR|8LIT|9aVULN
270	43333 43313	1	   	245.28	DCR|2VULN|2DMG|1TLV|3ASPD	14aASPD|24LHND|3DMSP|4aBPWR|5aDMG|6TLV|7RCR|8LIT|9aVULN
271	43533 43313	1	   	245.28	DCR|2VULN|2DMG|1TLV|3ASPD	14aASPD|24LHND|3RCVC|4aBPWR|5aDMG|6TLV|7RCR|8LIT|9aVULN
272	43633 43313	1	   	245.28	DCR|2VULN|2DMG|1TLV|3ASPD	14aASPD|234LHND|4aBPWR|5aDMG|6TLV|7RCR|8LIT|9aVULN
273	45333 43313	2	   	245.28	DCR|2VULN|2DMG|1TLV|3ASPD	14aASPD|24LHND|3DMSP|4aBPWR|5aDMG|6TLV|7RCR|8LIT|9aVULN
274	24365 13223	8	   	245.24	DCR|2VULN|3DMG|3TLV|1NUKE	19aTLV|24aDMG|34BEXP|4aBPWR|5NUKE|6LIT|7aVULN|8RCR
275	33324 25326	5	   	245.10	DCR|2VULN|3DMG|1TLV|2ASPD	1BELT|25aDMG|3LHND|4aVULN|6LWND|7TLV|8RCR|9aASPD|aBPWR
276	24451 22221	3	   	244.96	DCR|2VULN|2DMG|3TLV|3ASPD	148TLV|24DMG|3RPLT|48BPWR|58VULN|6RMIN|789ASPD|aRCR
277	53321 23416	2	   	244.95	DCR|4VULN|1DMG|1DUR|1CDMG	1RPLT|2345VULN|6CDMG|7RCR|8LHND|9DMG|aDUR
278	53321 16262	2	   	244.95	DCR|5VULN|1CDMG|1AART	1RPLT|23459VULN|6AART|7CDMG|8LIT|aRCR
279	53522 11136	6	   	244.89	DCR|3VULN|2TLV|1DMG	1RPLT|239VULN|49DUST|5ASPD|6RCR|7DMG|89TLV|9BPWR|aLIT
280	22436 33135	1	   	244.86	DCR|2VULN|2DMG|2TLV|3ASPD	18TLV|2DUST|347ASPD|58VULN|68DMG|8BPWR|9BEXP|aRCR
281	12212 52143	8	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2DMG|3BELT|458VULN|6RCR|7TLV|9DUR|aLIT
282	12333 12416	8	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1DMSP|2DMG|3LIT|4CGEN|569VULN|7TLV|8RCR|aDUR
283	33121 11421	4	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1BELT|2DMG|3DUR|458VULN|6RPLT|7RCR|9ASPD|aTLV
284	33123 11421	5	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1BELT|2DMG|3DUR|458VULN|6RPLT|7RCR|9ASPD|aTLV
285	33123 21421	6	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1BELT|2DMG|3DUR|458VULN|6RPLT|7RCR|9ASPD|aTLV
286	33123 21463	9	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1BELT|2DMG|3DUR|458VULN|6RPLT|7TLV|9ASPD|aRCR
287	35621 11421	4	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1BELT|2DUR|3DMG|458VULN|6RPLT|7RCR|9ASPD|aTLV
288	35623 11421	5	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1BELT|2DUR|3DMG|458VULN|6RPLT|7RCR|9ASPD|aTLV
289	35623 21421	6	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1BELT|2DUR|3DMG|458VULN|6RPLT|7RCR|9ASPD|aTLV
290	52251 32223	7	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1RPLT|2BELT|3ASPD|456VULN|7DMG|8TLV|9DUR|aRCR
291	52251 32523	8	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1RPLT|2BELT|3ASPD|456VULN|7DMG|8TLV|9DUR|aRCR
292	31124 63241	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1BELT|2ASPD|3DUR|468VULN|5DMG|7LEGI|9RCR|aTLV
293	24232 31614	10	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	1aTLV|2DMG|3aMLV|4ERES|5DUR|69aVULN|7RCVC|8RCR|aBPWR
294	53543 11132	6	   	244.63	DCR|3VULN|2TLV|1DMG|2ASPD	1RPLT|239VULN|49ASPD|5FEWX|6RCR|7DMG|89TLV|9BPWR|aRMIN
295	53543 11133	6	   	244.63	DCR|3VULN|2TLV|1DMG|2ASPD	1RPLT|239VULN|49ASPD|5FEWX|6RCR|7DMG|89TLV|9BPWR|aBEXP
296	52151 32241	8	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	1RPLT|2BELT|347VULN|47BPWR|57TLV|6RCR|8RCVC|9DMG|aDUR
297	53243 11131	6	   	244.63	DCR|3VULN|2TLV|1DMG|2ASPD	1RPLT|29aVULN|3RCVC|49ASPD|5FEWX|6RCR|7DMG|89TLV|9BPWR
298	53244 13231	4	   	244.63	DCR|3VULN|2TLV|1DMG|2ASPD	1RPLT|29aVULN|3RCVC|49ASPD|5DMG|6BEXP|79TLV|8RCR|9BPWR
299	53244 13231	5	   	244.63	DCR|3VULN|2TLV|1DMG|2ASPD	1RPLT|29aVULN|3RCVC|49ASPD|5DMG|6BEXP|79TLV|8RCR|9BPWR
300	21116 42343	1	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1aTLV|2DMG|34FEWX|569VULN|7DUR|8RCR
301	21326 42343	1	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1aTLV|2DMG|3RCVC|4FEWX|569VULN|7DUR|8RCR
302	21511 42343	1	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1aTLV|2DMG|369VULN|45FEWX|7DUR|8RCR
303	21512 42343	1	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1aTLV|2DMG|369VULN|4FEWX|5RCVC|7DUR|8RCR
304	21524 42313	1	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1aTLV|2DMG|36aVULN|4LHND|5DUR|7BELT|8RCR|9aERES|aBPWR
305	53246 11131	6	   	244.53	DCR|3VULN|2TLV|1DMG|2ASPD	1RPLT|29aVULN|3RCVC|49ASPD|5DUST|6RCR|7DMG|89TLV|9BPWR
306	53626 41131	2	   	244.53	DCR|3VULN|2TLV|1DMG|2ASPD	1RPLT|29aVULN|3DMG|4MBVNT|5DMSP|6RCR|79ASPD|89TLV|9BPWR
307	21563 35323	2	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	15TLV|2ERES|37aVULN|4DUR|6DMG|8LHND|9RCR
308	21316 42343	1	   	244.43	DCR|3VULN|2TLV|1DMG|1DUR	1aTLV|2DMG|3RCVC|4DUST|569VULN|7DUR|8RCR
309	52151 33352	8	   	244.40	DCR|3VULN|3DUR|1TLV	1RPLT|2BELT|349VULN|49BPWR|5TLV|6RCR|79LHND|89aDUR
310	22422 15326	7	   	244.40	DCR|2VULN|3DUR|2TLV	1aTLV|2ZMB|3RPLT|48aDUR|5ASPD|6RCR|7LIT|9aVULN|aBPWR
311	24412 13114	10	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|2aDMG|3RPLT|4ZMB|5LHND|6RCR|7aDUR|8MLV|9aVULN|aBPWR
312	24413 13114	10	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|2aDMG|3RPLT|4ZMB|5FEWX|6RCR|7aDUR|8MLV|9aVULN|aBPWR
313	53135 13431	10	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	1RPLT|2aVULN|38aZMB|4TLV|59DMG|6RCR|7aDUR|aBPWR
314	33122 35366	5	   	244.09	DCR|3VULN|2DMG|2ASPD|1DUR	1BELT|2aDMG|3DUR|47aVULN|5FEWX|6ERES|8RCR|9aASPD|aBPWR
315	33123 52366	6	   	244.09	DCR|3VULN|2DMG|2ASPD|1DUR	1BELT|2aDMG|3DUR|45aVULN|6ERES|7LWND|8RCR|9aASPD|aBPWR
316	11312 46478	3	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|2RPLT|3MBVNT|49DMG|59VULN|6RCR|7BELT|89DUR|9BPWR|aTLV
317	12213 52643	9	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|2aDMG|3BELT|4aVULN|5ERES|6RMIN|7TLV|8aDUR|9RCR|aBPWR
318	33115 63143	9	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1BELT|2aDMG|3aDUR|4ERES|5DMSP|6TLV|7RMIN|8aVULN|9RCR|aBPWR
319	33112 63143	9	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1BELT|2aDMG|3aDUR|45ERES|6TLV|7RMIN|8aVULN|9RCR|aBPWR
320	12235 36343	2	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1DMSP|24DMG|34DUR|4BPWR|5ERES|69VULN|7FEWX|8RCR|aTLV
321	21116 32346	1	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|26DMG|34FEWX|59VULN|7aDUR|8RCR
322	21326 32346	1	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|26DMG|3RCVC|4FEWX|59VULN|7aDUR|8RCR
323	21511 32346	1	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|26DMG|39VULN|45FEWX|7aDUR|8RCR
324	21512 32346	1	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|26DMG|39VULN|4FEWX|5RCVC|7aDUR|8RCR
325	22425 13631	8	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|2ZMB|3RPLT|47DUR|58DMG|6RCR|9aVULN
326	24414 33231	7	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|25DMG|3RPLT|4ZMB|67DUR|8RCR|9aVULN
327	33433 65313	4	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1BELT|2aDMG|3LWND|4aDUR|5TLV|67VULN|8RCR|9aERES|aBPWR
328	52222 36121	8	   	243.88	DCR|3VULN|1TLV|3ASPD|1DMG	1RPLT|2BELT|348ASPD|568VULN|7RCR|8BPWR|9TLV|aDMG
329	24332 26341	6	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|27DMG|3BEXP|45DUR|69VULN|8RCR|aBBNT
330	24332 26342	6	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|27DMG|3BEXP|45DUR|69VULN|8RCR|aMBVNT
