0	Index      	Bounty	 *	Score 	Summary	Detail	
1	26844 13713	10	 * 	278.80	DCR|3VULN|3DMG|2DUR|1AART	1AART|2MBVNT|389DMG|478VULN|5RCVC|68DUR|8BPWR|aRCR
161	21211 11615	10	   	251.79	DCR|2VULN|3DMG|2DUR|1AART	1AART|2RCVC|38DUST|46DUR|589DMG|78VULN|8BPWR|aRCR
162	61111 11615	10	   	251.79	DCR|2VULN|3DMG|2DUR|1AART	18DUST|2RCVC|36DUR|4AART|589DMG|78VULN|8BPWR|aRCR
163	22124 51226	8	 * 	251.74	DCR|2VULN|3DUR|3LIT|2CDMG|1AART	1AART|237LIT|457DUR|67CDMG|7BPWR|8RCR|9aVULN
164	23223 41725	1	   	251.69	DCR|2VULN|3DMG|2DUR|1AART	1AART|28aDMG|3TBNT|4MBVNT|58DUR|6BBNT|78VULN|8BPWR|9RCR
165	23223 41713	1	   	251.69	DCR|2VULN|3DMG|2DUR|1AART	1AART|289DMG|3TBNT|4MBVNT|58DUR|6BBNT|78VULN|8BPWR|aRCR
166	22215 21376	8	   	251.42	DCR|3VULN|2DMG|1ASPD|1AART	1AART|2LIT|3MBVNT|47aVULN|59DMG|6RCR|8ASPD
167	24162 21511	8	   	251.35	DCR|3VULN|2DUR|2LIT|1ASPD|1AART	1AART|2RMIN|37aVULN|47DUR|5DLOT|67LIT|7BPWR|8RCR|9ASPD
168	26845 12311	4	   	251.28	DCR|2VULN|2DMG|2AART|1DUR|1CDMG	19AART|2MBVNT|35DMG|45VULN|5BPWR|6DUR|7CDMG|8LIT|aRCR
169	12314 23426	10	   	251.23	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1CGEN|2LEGI|39DUR|4LWND|5ASPD|69DMG|7CDMG|89VULN|9BPWR|aRCR
170	12324 23426	10	   	251.13	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1CGEN|2LEGI|39DUR|4DUST|5ASPD|69DMG|7CDMG|89VULN|9BPWR|aRCR
171	22288 21322	8	   	251.09	DCR|2VULN|2DMG|2DUR|2LIT|1AART	1AART|2aLIT|3MBVNT|4RMIN|58DUR|6RCR|7aVULN|9aDMG|aBPWR
172	22215 21126	10	   	250.99	DCR|2VULN|2DMG|2DUR|2LIT|1NUKE|1AART	1AART|2aLIT|3MBVNT|47VULN|5aDMG|6RCR|8NUKE|9aDUR|aBPWR
173	23614 21323	1	   	250.98	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD|1AART|1SELL	1AART|28DMG|38DUR|4SELL|5ASPD|6BEXP|78VULN|8BPWR|9CDMG|aRCR
174	23433 31323	1	   	250.88	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD|1AART|1SELL	1AART|28DMG|3ASPD|4LEGI|58DUR|6SELL|78VULN|8BPWR|9CDMG|aRCR
175	22215 21476	10	   	250.79	DCR|3VULN|2ASPD|1DMG|2LIT|1AART	1AART|2aLIT|3MBVNT|47aVULN|5DMG|6RCR|8BEXP|9aASPD|aBPWR
176	26324 81118	3	   	250.74	DCR|3VULN|3LIT|2TLV|1DUR|1AART	1AART|2MBVNT|348VULN|48BPWR|568LIT|78TLV|9RCR|aDUR
177	22215 21324	9	   	250.08	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1AART|2LIT|3MBVNT|47aVULN|5DMG|6RCR|8ASPD|9DUR
178	22215 21325	10	   	250.08	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1AART|2LIT|3MBVNT|47aVULN|5DMG|6RCR|8ASPD|9DUR
179	22215 21335	8	   	250.08	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1AART|2LIT|3MBVNT|479VULN|5DMG|6RCR|8ASPD|aTLV
180	26335 21324	9	   	250.08	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1AART|2MBVNT|37aVULN|4LIT|5DMG|6RCR|8ASPD|9DUR
181	26335 21325	10	   	250.08	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1AART|2MBVNT|37aVULN|4LIT|5DMG|6RCR|8ASPD|9DUR
182	26335 21335	8	   	250.08	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1AART|2MBVNT|379VULN|4LIT|5DMG|6RCR|8ASPD|aTLV
183	26846 21324	9	   	250.08	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1AART|2MBVNT|3DMG|47aVULN|5LIT|6RCR|8ASPD|9DUR
184	31611 23331	7	   	250.02	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	167BEXP|2RCVC|3CDMG|47LIT|567VULN|67BPWR|8DUR|9RCR|aDMG
185	31611 23331	6	   	250.02	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	167BEXP|2RCVC|3CDMG|47LIT|567VULN|67BPWR|8DUR|9RCR|aDMG
186	15333 52422	8	   	249.99	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	18CGEN|23DUR|48DMG|5RPLT|6AART|78VULN|8BPWR|9CDMG|aRCR
187	12334 51123	10	   	249.90	DCR|3VULN|2DMG|1DUR|1ASPD	18CGEN|2LEGI|3DUR|489VULN|5ASPD|6LWND|78DMG|8BPWR|aRCR
188	26841 23483	6	   	249.89	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	1AART|2MBVNT|39DMG|49VULN|5BELT|6RPLT|7RCR|89DUR|9BPWR|aCDMG
189	61611 23331	7	   	249.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	167DUST|2RCVC|3CDMG|47LIT|567VULN|67BPWR|8DUR|9RCR|aDMG
190	61611 23331	6	   	249.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	167DUST|2RCVC|3CDMG|47LIT|567VULN|67BPWR|8DUR|9RCR|aDMG
191	31611 24511	10	   	249.66	DCR|4VULN|1DMG|1CDMG	16BEXP|2RCVC|3CDMG|4LIT|5678VULN|6BPWR|9RCR|aDMG
192	31611 14511	10	   	249.56	DCR|4VULN|1DMG|1CDMG	1BEXP|2RCVC|3CDMG|4LIT|5678VULN|9RCR|aDMG
193	26335 34322	6	 * 	249.33	DCR|2VULN|3DMG|2CDMG|1AART	1AART|2MBVNT|3aVULN|4LIT|59aDMG|6RPLT|7aCDMG|8RCR|aBPWR
194	15334 24121	6	   	249.02	DCR|3VULN|3DUR|1DMG	1CGEN|235DUR|4DMG|68aVULN|7RCR|9LHND
195	15334 24121	5	   	249.02	DCR|3VULN|3DUR|1DMG	1CGEN|235DUR|4DMG|68aVULN|7RCR|9LHND
196	15334 24131	5	   	249.02	DCR|3VULN|3DUR|1DMG	1CGEN|235DUR|4DMG|689VULN|7RCR|aLHND
197	15334 24131	6	   	249.02	DCR|3VULN|3DUR|1DMG	1CGEN|235DUR|4DMG|689VULN|7RCR|aLHND
198	15334 24132	5	   	249.02	DCR|3VULN|3DUR|1DMG	1CGEN|235DUR|4DMG|689VULN|7RCR|aFEWX
199	15334 24132	6	   	249.02	DCR|3VULN|3DUR|1DMG	1CGEN|235DUR|4DMG|689VULN|7RCR|aFEWX
