0	Index      	Bounty	 *	Score 	Summary	Detail	
1	26222 42523	9	 * 	275.00	DCR|4VULN|2ASPD|1TLV|1DUR|1CDMG	1CDMG|24ASPD|346aVULN|4BPWR|5TLV|7LHND|8DUR|9RCR
159	26222 11313	9	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	1CDMG|24ASPD|34aVULN|4BPWR|5TLV|6BEXP|7DUST|8DUR|9RCR
160	26222 14323	9	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	1CDMG|24ASPD|347VULN|4BPWR|5TLV|6BEXP|8DUST|9RCR|aDUR
161	26222 42323	10	   	252.26	DCR|3VULN|2ASPD|1DUR|1TLV|1CDMG	1CDMG|24ASPD|346VULN|4BPWR|5TLV|7LHND|8DUST|9RCR|aDUR
162	26222 42522	10	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	1CDMG|24ASPD|346VULN|4BPWR|5TLV|7LHND|8DUR|9RCR|aLEGI
163	26222 44323	9	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	1CDMG|24ASPD|346VULN|4BPWR|5TLV|7FEWX|8DUST|9RCR|aDUR
164	21212 43142	3	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8TLV|9RCVC|aRCR
165	21212 43326	3	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8RCR|9LHND|aTLV
166	21212 43336	3	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8RCR|9LWND|aTLV
167	21212 43353	3	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	17CDMG|247VULN|3BELT|57DUR|6RPLT|7BPWR|8RCR|9RMIN|aTLV
168	26333 21283	7	   	252.08	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	18CDMG|2ASPD|3DUR|4MBVNT|579VULN|6RCR|aDMG
169	21233 41112	2	   	252.02	DCR|4VULN|2DUR|1CDMG	1CDMG|256aVULN|35DUR|4BBNT|5BPWR|7CGEN|8BELT|9RCR
170	21233 41112	1	   	252.02	DCR|4VULN|2DUR|1CDMG	1CDMG|256aVULN|35DUR|4BBNT|5BPWR|7CGEN|8BELT|9RCR
171	21463 41112	1	   	252.02	DCR|4VULN|2DUR|1CDMG	1CDMG|256aVULN|3TBNT|45DUR|5BPWR|7CGEN|8BELT|9RCR
172	21463 41112	2	   	252.02	DCR|4VULN|2DUR|1CDMG	1CDMG|256aVULN|3TBNT|45DUR|5BPWR|7CGEN|8BELT|9RCR
173	25433 41112	1	   	252.02	DCR|4VULN|2DUR|1CDMG	1CDMG|25DUR|3TBNT|456aVULN|5BPWR|7CGEN|8BELT|9RCR
174	26222 13513	9	   	251.95	DCR|3VULN|3ASPD|2CDMG|1TLV	17CDMG|249ASPD|34aVULN|4BPWR|5TLV|6BEXP|8RCR
175	23515 11323	7	   	251.92	DCR|4VULN|2DUR|1CDMG	1CDMG|2LWND|3LEGI|49DUR|578aVULN|6RCR
176	51211 45741	1	   	251.91	DCR|3VULN|3DMG|1CDMG|1SELL	1SELL|28aDMG|3MBVNT|4CDMG|578aCGEN|68aVULN|8aBPWR|9RCR
177	26222 14531	9	   	251.90	DCR|3VULN|3ASPD|2CDMG|1TLV|1SELL	1aCDMG|24aASPD|347VULN|4aBPWR|5TLV|6aBEXP|8RCR|9SELL
178	56322 11321	3	   	251.85	DCR|2VULN|3DMG|2DUR|1AART|1SELL	1SELL|2BELT|35aDMG|45DUR|5aBPWR|6RCR|7aVULN|8aCGEN|9AART
179	26143 33253	10	   	251.83	DCR|2VULN|2ASPD|1DMG|2CDMG|1TLV|1DUR	17CDMG|26ASPD|3DMG|4LHND|56VULN|6BPWR|8RCR|9TLV|aDUR
180	26163 33253	10	   	251.83	DCR|2VULN|2ASPD|1DMG|2CDMG|1TLV|1DUR	17CDMG|26ASPD|3DMG|4LWND|56VULN|6BPWR|8RCR|9TLV|aDUR
181	51232 51822	1	   	251.81	DCR|4VULN|1DMG|1DUR|1SELL	1SELL|2DMG|3MBVNT|4789VULN|5LIT|6RCR|aDUR
182	66131 63313	9	   	251.81	DCR|3VULN|3DMG|1CDMG|1SELL	19aLHND|29aDMG|3CDMG|4MBVNT|5DUST|6SELL|7RCR|89aVULN|9aBPWR
183	63242 14133	8	 * 	251.80	DCR|4VULN|3DUR	1aLHND|2aZMB|378aVULN|459DUR|6RCR|aBPWR
184	26236 33143	6	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1CDMG|2ASPD|39aVULN|4LWND|5DUR|6RCR|7AART|8TLV
185	16521 14131	8	   	251.70	DCR|4VULN|3DUR|1NUKE	1aMLV|2ZMB|378aVULN|49aDUR|5NUKE|6RCR|aBPWR
186	13622 14323	4	   	251.70	DCR|5VULN|2LIT|1AART	18MLV|2AART|3458aVULN|68LIT|7RCR|8BPWR|9ERES
187	26333 21653	8	   	251.61	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1CDMG|2ASPD|3DUR|4MBVNT|57aVULN|6RCR|8AART|9TLV
188	63242 14132	8	   	251.60	DCR|4VULN|3DUR	1LHND|2ZMB|378aVULN|459DUR|6RCR
189	13621 13322	10	   	251.45	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	1MLV|2AART|34VULN|58DMG|6CDMG|7TLV|9RCR|aDUR
190	13621 13326	9	   	251.45	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	1MLV|2AART|34VULN|58DMG|6CDMG|7TLV|9RCR|aDUR
191	41123 35251	1	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1BELT|2MLV|3DUR|478VULN|5DMG|6TLV|9RCR|aCDMG
192	42223 35251	1	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1BELT|2DUR|3MLV|478VULN|5DMG|6TLV|9RCR|aCDMG
193	11322 14346	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|2FEWX|3DMG|4DUR|5TLV|6RCR|79aVULN|8CDMG
194	21225 15136	3	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1CDMG|259VULN|3BELT|4DMG|6RCR|7LWND|8TLV|aDUR
195	21535 34232	7	 * 	251.06	ACR|5VULN|1DMG|2CDMG|1DUR	16CDMG|25678VULN|3LEGI|4RCR|6BPWR|9DMG|aDUR
196	21213 14223	3	   	251.02	DCR|3VULN|2DMG|2CDMG	1aCDMG|24aVULN|3BELT|5RMIN|6RCR|7BEXP|8LIT|9aDMG|aBPWR
197	21213 15223	3	   	251.02	DCR|3VULN|2DMG|2CDMG	1aCDMG|24aVULN|3BELT|5RMIN|6RCR|7LWND|8LIT|9aDMG|aBPWR
198	21625 14223	1	   	251.02	DCR|3VULN|2DMG|2CDMG	1aCDMG|25aVULN|3RMIN|4BELT|6RCR|7BEXP|8LIT|9aDMG|aBPWR
199	21625 14223	2	   	251.02	DCR|3VULN|2DMG|2CDMG	1aCDMG|25aVULN|3RMIN|4BELT|6RCR|7BEXP|8LIT|9aDMG|aBPWR
200	21625 15223	1	   	251.02	DCR|3VULN|2DMG|2CDMG	1aCDMG|25aVULN|3RMIN|4BELT|6RCR|7LWND|8LIT|9aDMG|aBPWR
201	21625 15223	2	   	251.02	DCR|3VULN|2DMG|2CDMG	1aCDMG|25aVULN|3RMIN|4BELT|6RCR|7LWND|8LIT|9aDMG|aBPWR
202	13621 13322	9	   	250.86	DCR|2VULN|3DMG|1TLV|1CDMG|1AART	1MLV|2AART|34VULN|58aDMG|6CDMG|7TLV|9RCR
203	26221 42523	10	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|24ASPD|346VULN|4BPWR|5RMIN|7LHND|8aDUR|9RCR
204	26221 43216	4	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|24ASPD|345VULN|4BPWR|6FEWX|78DUR|9ZMB|aRCR
205	26223 23351	4	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|24ASPD|346VULN|4BPWR|5LHND|7aDUR|8BELT|9RCR
206	26225 23351	5	   	250.69	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|24ASPD|346VULN|4BPWR|5LWND|7aDUR|8BELT|9RCR
207	26221 44147	5	   	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|24ASPD|349VULN|4BPWR|5RMIN|6MBVNT|78DUR|aRCR
208	26323 31322	9	   	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|26ASPD|38DUR|4MLV|56aVULN|6BPWR|7DUST|9RCR
209	26343 35322	9	   	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|26ASPD|38DUR|4ERES|56aVULN|6BPWR|7BEXP|9RCR
210	26343 31322	9	   	250.49	DCR|3VULN|2DUR|2ASPD|1CDMG	1CDMG|26ASPD|38DUR|4ERES|56aVULN|6BPWR|7DUST|9RCR
211	21561 36221	6	   	250.48	DCR|2VULN|3DUR|1DMG|2CDMG	17CDMG|27VULN|3LEGI|4LIT|5MLV|679DUR|7BPWR|8DMG|aRCR
212	21561 36221	5	   	250.48	DCR|2VULN|3DUR|1DMG|2CDMG	17CDMG|27VULN|3LEGI|4LIT|5MLV|679DUR|7BPWR|8DMG|aRCR
213	21563 36221	4	   	250.48	DCR|2VULN|3DUR|1DMG|2CDMG	17CDMG|27VULN|3LEGI|4LIT|5MLV|679DUR|7BPWR|8DMG|aRCR
214	21563 36221	6	   	250.38	DCR|2VULN|3DUR|1DMG|2CDMG	17CDMG|27VULN|3LEGI|4LIT|5ERES|679DUR|7BPWR|8DMG|aRCR
215	21236 25361	9	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1CDMG|27aVULN|3BELT|4ASPD|5DUR|6TLV|8LIT|9RCR
216	21322 43531	4	   	250.29	DCR|5VULN|1CDMG|1AART	1CDMG|24689VULN|34ERES|4BPWR|5RPLT|7AART|aRCR
217	21163 23365	2	   	250.10	DCR|2VULN|2DMG|1DUR|1TLV|1CDMG	1CDMG|27VULN|3LIT|4BELT|58DMG|6TLV|9RCR|aDUR
218	21163 23365	1	   	250.10	DCR|2VULN|2DMG|1DUR|1TLV|1CDMG	1CDMG|27VULN|3LIT|4BELT|58DMG|6TLV|9RCR|aDUR
219	21231 43356	2	   	249.95	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1CDMG|26aVULN|38DUR|4BBNT|5AART|7ASPD|9RCR
220	21231 43356	1	   	249.95	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1CDMG|26aVULN|38DUR|4BBNT|5AART|7ASPD|9RCR
221	26333 21647	10	   	249.95	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1CDMG|2ASPD|39DUR|4MBVNT|57aVULN|6RCR|8AART
222	21611 56231	4	   	249.92	DCR|2VULN|2DMG|2CDMG|1TLV|1AART	1aCDMG|2aVULN|3RCVC|4AART|5LIT|6RCR|7TLV|8aDMG|9TBNT|aBPWR
223	22211 56231	4	   	249.92	DCR|2VULN|2DMG|2CDMG|1TLV|1AART	1aCDMG|2RCVC|3aVULN|4AART|5LIT|6RCR|7TLV|8aDMG|9TBNT|aBPWR
224	51124 21532	9	   	249.71	DCR|3VULN|2DUR|1TLV|1AART|1SELL	1SELL|2AART|358VULN|46DUR|7LIT|9TLV|aRCR
225	26333 21124	9	   	249.69	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1CDMG|2ASPD|38DUR|4MBVNT|57VULN|6RCR|9TLV|aDMG
226	11156 31362	8	   	249.65	DCR|3VULN|2DUR|1DMG|1CDMG	18MLV|28FEWX|3CDMG|47aVULN|58DUR|6RCR|8BPWR|9DMG
227	13646 31311	6	   	249.64	DCR|3VULN|1DMG|2CDMG|2LIT|1AART	1aMLV|2AART|35aVULN|45LIT|5aBPWR|6DMG|7RCR|8TBNT|9aCDMG
228	21236 23621	8	 * 	249.61	DCR|2VULN|2DUR|2TLV|2CDMG|1ASPD|1AART	1aCDMG|2aVULN|3BELT|4ASPD|57DUR|6aTLV|8RCR|9AART|aBPWR
229	66132 51121	4	   	249.60	DCR|2VULN|3DMG|1DUR|1CDMG	19LHND|289DMG|3CDMG|4MBVNT|5LIT|6RCR|79VULN|9BPWR|aDUR
230	13622 14113	4	   	249.53	DCR|4VULN|2AART|1TLV	1MLV|28AART|345aVULN|6LIT|7RCR|9TLV
231	11156 31162	8	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1MLV|2FEWX|3CDMG|47aVULN|58DUR|6RCR|9DMG
232	26143 34211	10	   	249.45	DCR|3VULN|3ASPD|1DMG|1CDMG	1CDMG|269ASPD|3DMG|4LHND|567VULN|6BPWR|8RCR|aZMB
233	26143 34211	9	   	249.45	DCR|3VULN|3ASPD|1DMG|1CDMG	1CDMG|269ASPD|3DMG|4LHND|567VULN|6BPWR|8RCR|aBEXP
234	26163 34211	10	   	249.45	DCR|3VULN|3ASPD|1DMG|1CDMG	1CDMG|269ASPD|3DMG|4LWND|567VULN|6BPWR|8RCR|aZMB
235	26163 34211	9	   	249.45	DCR|3VULN|3ASPD|1DMG|1CDMG	1CDMG|269ASPD|3DMG|4LWND|567VULN|6BPWR|8RCR|aBEXP
236	21515 32352	7	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG|1NUKE	1CDMG|256VULN|3LEGI|46DUR|6BPWR|7NUKE|8BELT|9RCR|aDMG
237	66137 21314	7	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|2DMG|3CDMG|4MBVNT|59DUR|6RCR|78aVULN
238	26143 34212	10	   	249.35	DCR|3VULN|3ASPD|1DMG|1CDMG	1CDMG|269ASPD|3DMG|4LHND|567VULN|6BPWR|8RCR|aLEGI
239	26143 34212	9	   	249.35	DCR|3VULN|3ASPD|1DMG|1CDMG	1CDMG|269ASPD|3DMG|4LHND|567VULN|6BPWR|8RCR|aDUST
240	26163 34212	9	   	249.35	DCR|3VULN|3ASPD|1DMG|1CDMG	1CDMG|269ASPD|3DMG|4LWND|567VULN|6BPWR|8RCR|aDUST
241	26163 34212	10	   	249.35	DCR|3VULN|3ASPD|1DMG|1CDMG	1CDMG|269ASPD|3DMG|4LWND|567VULN|6BPWR|8RCR|aLEGI
242	26143 34232	10	   	249.34	DCR|3VULN|2ASPD|1DMG|1CDMG|1AART|1SELL	1CDMG|26ASPD|3DMG|4LHND|567VULN|6BPWR|8RCR|9SELL|aAART
243	26163 34232	10	   	249.34	DCR|3VULN|2ASPD|1DMG|1CDMG|1AART|1SELL	1CDMG|26ASPD|3DMG|4LWND|567VULN|6BPWR|8RCR|9SELL|aAART
244	11253 22122	9	   	249.33	DCR|4VULN|2DUR|1ASPD|1SELL	17MLV|2FEWX|357aVULN|4SELL|67DUR|7BPWR|8ASPD|9RCR
245	21513 43363	8	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1CDMG|28aVULN|3LEGI|47DUR|5ERES|6RCR|9DMG
246	26143 34213	9	   	249.20	DCR|3VULN|3ASPD|1DMG|1CDMG|1SELL	1CDMG|269ASPD|3DMG|4LHND|567VULN|6BPWR|8RCR|aSELL
247	26163 34213	9	   	249.20	DCR|3VULN|3ASPD|1DMG|1CDMG|1SELL	1CDMG|269ASPD|3DMG|4LWND|567VULN|6BPWR|8RCR|aSELL
248	21212 43352	3	   	249.12	DCR|3VULN|3DUR|2CDMG	17CDMG|247VULN|3BELT|57aDUR|6RPLT|7BPWR|8RCR|9RMIN
249	21562 32261	1	   	249.03	DCR|3VULN|3CDMG|1DMG|1AART	156CDMG|245VULN|3RPLT|5BPWR|7DMG|8AART|9LIT|aRCR
250	21562 32261	2	   	249.03	DCR|3VULN|3CDMG|1DMG|1AART	156CDMG|245VULN|3RPLT|5BPWR|7DMG|8AART|9LIT|aRCR
251	66242 11132	8	   	249.02	DCR|3VULN|3DUR|1DMG	17LHND|2DMG|38aVULN|459DUR|6RCR
252	66242 13132	8	   	249.02	DCR|3VULN|3DUR|1DMG	1LHND|2DMG|38aVULN|459DUR|6RCR|7DMSP
253	21212 43311	3	   	248.88	DCR|3VULN|3DUR|2CDMG|1SELL	17CDMG|247VULN|3BELT|57aDUR|6RPLT|7BPWR|8RCR|9SELL
254	21535 33522	9	 * 	248.80	ACR|4VULN|3CDMG|1TLV|1DUR|2LIT	168CDMG|2568VULN|3LEGI|4RCR|68BPWR|78LIT|9DUR|aTLV
255	26223 35632	4	   	248.77	DCR|4VULN|2ASPD|2CDMG|1SELL	19CDMG|24ASPD|3489VULN|49BPWR|59LHND|6SELL|7DMSP|aRCR
256	26221 23121	4	   	248.71	DCR|4VULN|2ASPD|2CDMG	18CDMG|24ASPD|3457VULN|4BPWR|6RMIN|9RCR|aERES
257	26221 23123	4	   	248.71	DCR|4VULN|2ASPD|2CDMG	18CDMG|24ASPD|3457VULN|4BPWR|6RMIN|9RCR|aTBNT
258	26221 23126	4	   	248.71	DCR|4VULN|2ASPD|2CDMG	18CDMG|24ASPD|3457VULN|4BPWR|6RMIN|9RCR|aLEGI
259	26221 43121	6	   	248.71	DCR|4VULN|2ASPD|2CDMG	18CDMG|24ASPD|3467VULN|4BPWR|5RMIN|9RCR|aERES
260	26221 43123	6	   	248.71	DCR|4VULN|2ASPD|2CDMG	18CDMG|24ASPD|3467VULN|4BPWR|5RMIN|9RCR|aTBNT
261	26221 43126	6	   	248.71	DCR|4VULN|2ASPD|2CDMG	18CDMG|24ASPD|3467VULN|4BPWR|5RMIN|9RCR|aLEGI
262	26226 53222	4	   	248.71	DCR|4VULN|2ASPD|2CDMG|1NUKE	19CDMG|24ASPD|347aVULN|4BPWR|5NUKE|6DMSP|8RCR
263	26532 21354	10	   	248.71	DCR|4VULN|2ASPD|2CDMG	1aCDMG|2aASPD|3DUST|4MBVNT|5LWND|6RCR|789aVULN|aBPWR
264	21233 22531	2	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|259VULN|35DUR|4BBNT|5BPWR|6LIT|7BEXP|8RCR|aASPD
265	21233 22531	1	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|259VULN|35DUR|4BBNT|5BPWR|6LIT|7BEXP|8RCR|aASPD
266	21463 22531	2	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|259VULN|3TBNT|45DUR|5BPWR|6LIT|7BEXP|8RCR|aASPD
267	21463 22531	1	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|259VULN|3TBNT|45DUR|5BPWR|6LIT|7BEXP|8RCR|aASPD
268	25433 22531	1	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|25DUR|3TBNT|459VULN|5BPWR|6LIT|7BEXP|8RCR|aASPD
269	26236 31143	9	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|2ASPD|37aVULN|4LWND|58DUR|6RCR|9LIT
270	26363 31143	9	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|2ASPD|38DUR|4BEXP|57aVULN|6RCR|9LIT
271	21225 12561	3	   	248.65	DCR|3VULN|2DMG|3CDMG	179CDMG|259VULN|3BELT|49DMG|6RCR|8BBNT|9BPWR|aMLV
272	21225 12562	3	   	248.65	DCR|3VULN|2DMG|3CDMG	179CDMG|259VULN|3BELT|49DMG|6RCR|8BBNT|9BPWR|aCGEN
273	26221 61214	4	   	248.61	DCR|4VULN|2ASPD|2CDMG	18CDMG|24ASPD|3456VULN|4BPWR|7TBNT|9ERES|aRCR
274	26221 61225	4	   	248.61	DCR|4VULN|2ASPD|2CDMG	18CDMG|24ASPD|3456VULN|4BPWR|7TBNT|9MBVNT|aRCR
275	21515 35121	10	   	248.59	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|256VULN|3LEGI|46DUR|6BPWR|7ERES|8ASPD|9RCR|aLIT
276	26333 21153	9	   	248.59	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|2ASPD|38DUR|4MBVNT|57aVULN|6RCR|9LIT
277	26333 21181	8	   	248.59	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|2ASPD|38DUR|4MBVNT|579VULN|6RCR|aLIT
278	26351 31143	9	   	248.59	DCR|3VULN|2DUR|1CDMG|1ASPD	1CDMG|2ASPD|38DUR|47aVULN|5DUST|6RCR|9LIT
279	13342 35747	2	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	1aMLV|2AART|3MBVNT|4aDMG|5DUR|6FEWX|78aVULN|9RCR|aBPWR
280	13521 33345	6	   	248.51	DCR|4VULN|1DUR|2LIT|1AART	168MLV|2AART|3DUR|458aVULN|78LIT|8BPWR|9RCR
281	13622 14311	4	   	248.51	DCR|4VULN|1TLV|2LIT|1AART	18MLV|2AART|3458VULN|68LIT|7RCR|8BPWR|9TLV|aZMB
282	13622 14332	5	   	248.51	DCR|4VULN|1TLV|2LIT|1AART	158MLV|2AART|3489VULN|68LIT|7RCR|8BPWR|aTLV
283	13622 14336	5	   	248.51	DCR|4VULN|1DUR|2LIT|1AART	158MLV|2AART|3489VULN|68LIT|7RCR|8BPWR|aDUR
284	21114 74465	2	   	248.50	DCR|4VULN|3CDMG|2LIT	169CDMG|2579VULN|39LIT|4MBVNT|8BELT|9BPWR|aRCR
285	21114 74465	1	   	248.50	DCR|4VULN|3CDMG|2LIT	169CDMG|2579VULN|39LIT|4MBVNT|8BELT|9BPWR|aRCR
286	21114 74611	1	   	248.50	DCR|4VULN|3CDMG|2LIT	168CDMG|2578VULN|38LIT|4MBVNT|8BPWR|9BEXP|aRCR
287	21114 74611	2	   	248.50	DCR|4VULN|3CDMG|2LIT	168CDMG|2578VULN|38LIT|4MBVNT|8BPWR|9BEXP|aRCR
288	21152 31335	2	   	248.50	DCR|2VULN|2DUR|1DMG|2LIT|1CDMG|1ASPD	1CDMG|24VULN|34LIT|4BPWR|5BELT|6aDUR|7ASPD|8RCR|9DMG
289	21152 31335	1	   	248.50	DCR|2VULN|2DUR|1DMG|2LIT|1CDMG|1ASPD	1CDMG|24VULN|34LIT|4BPWR|5BELT|6aDUR|7ASPD|8RCR|9DMG
290	41123 35232	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1BELT|2MLV|3DUR|478VULN|5DMG|6TLV|9ASPD|aRCR
291	42223 35232	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1BELT|2DUR|3MLV|478VULN|5DMG|6TLV|9ASPD|aRCR
292	13621 31325	6	   	248.46	DCR|3VULN|2DMG|1TLV|1AART	1MLV|2AART|347VULN|56DMG|8TLV|9RCVC|aRCR
293	13621 41335	5	   	248.46	DCR|3VULN|2DMG|1TLV|1AART	16MLV|2AART|347VULN|59DMG|8TLV|aRCR
294	13622 24335	4	   	248.46	DCR|3VULN|2DMG|1TLV|1AART	1MLV|2AART|345VULN|6DMSP|79DMG|8TLV|aRCR
295	13622 24335	6	   	248.46	DCR|3VULN|2DMG|1TLV|1AART	15MLV|2AART|346VULN|79DMG|8TLV|aRCR
296	26252 14122	9	   	248.44	DCR|4VULN|1TLV|1CDMG|1ASPD	1CDMG|2ASPD|347aVULN|5TLV|6BEXP|8LWND|9RCR
297	26252 42123	9	   	248.44	DCR|4VULN|1TLV|1CDMG|1ASPD	1CDMG|2ASPD|346aVULN|5TLV|7LHND|8LWND|9RCR
298	26323 54123	9	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MLV|567aVULN|8LWND|9RCR
299	51121 62252	10	   	248.42	DCR|3VULN|2DMG|1DUR|1AART|1SELL	1SELL|2AART|39aVULN|4DUR|5aBEXP|6RCR|7RMIN|8aDMG|aBPWR
300	13622 14316	4	   	248.41	DCR|4VULN|1TLV|2LIT|1AART	18MLV|2AART|3458VULN|68LIT|7RCR|8BPWR|9TLV|aDUST
301	13622 14322	4	   	248.41	DCR|4VULN|1DUR|2LIT|1AART	18MLV|2AART|3458VULN|68LIT|7RCR|8BPWR|9ERES|aDUR
302	21114 74651	2	   	248.40	DCR|4VULN|3CDMG|2LIT	168CDMG|2578VULN|38LIT|4MBVNT|8BPWR|9DUST|aRCR
303	21114 74651	1	   	248.40	DCR|4VULN|3CDMG|2LIT	168CDMG|2578VULN|38LIT|4MBVNT|8BPWR|9DUST|aRCR
304	26252 42322	9	   	248.34	DCR|4VULN|1TLV|1CDMG|1ASPD	1CDMG|2ASPD|346aVULN|5TLV|7LHND|8DUST|9RCR
305	26323 54322	9	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MLV|567aVULN|8DUST|9RCR
306	26333 21244	8	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|579aVULN|6RCR|8LHND
307	26333 21254	9	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|579aVULN|6RCR|8LHND
308	26333 21362	9	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|579aVULN|6RCR|8MLV
309	26333 21444	7	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|579aVULN|6RCR|8LHND
310	26333 21628	7	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|579aVULN|6RCR|8BELT
311	26333 21722	7	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|578aVULN|6RCR|9RPLT
312	26333 22344	7	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|589aVULN|6RCR|7LHND
313	26333 24744	8	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|589aVULN|6RCR|7BEXP
314	26333 24754	9	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|589aVULN|6RCR|7BEXP
315	26333 27344	6	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|589aVULN|6RCR|7LHND
316	26333 45347	6	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|5689VULN|7RMIN|aRCR
317	26334 21344	7	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|5LHND|6RCR|789aVULN
318	26363 31612	7	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4BEXP|578aVULN|6RCR|9ERES
319	26363 31624	7	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4BEXP|578aVULN|6RCR|9MBVNT
320	26333 21382	7	   	248.24	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|579aVULN|6RCR|8ERES
321	26333 21712	7	   	248.24	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|578aVULN|6RCR|9ERES
322	26333 21764	7	   	248.24	DCR|4VULN|1DUR|1CDMG|1ASPD	1CDMG|2ASPD|3DUR|4MBVNT|578aVULN|6RCR|9DUST
