0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12416 21413	4	 * 	276.50	DCR|4VULN|2DMG|1DUR|2LIT	18LIT|24BEXP|3489VULN|48BPWR|5TBNT|68DMG|7RCR|aDUR
167	32624 11382	8	   	252.17	DCR|3VULN|3DUR|1CDMG|1AART	138DUR|2AART|3BPWR|47aVULN|5MBVNT|6CDMG|9RCR
168	32624 18212	9	   	252.17	DCR|3VULN|3DUR|1CDMG|1AART	137DUR|2AART|3BPWR|48aVULN|5MBVNT|6CDMG|9RCR
169	12413 61241	4	   	252.16	DCR|4VULN|1DMG|1TLV	1LIT|24BEXP|3468VULN|4BPWR|5TLV|7DUST|9DMG|aRCR
170	12415 21241	6	   	252.16	DCR|4VULN|1DMG|1DUR	1LIT|24BEXP|3478VULN|4BPWR|5DUR|6ERES|9DMG|aRCR
171	53225 13341	1	   	252.16	DCR|4VULN|1DMG|1DUR	13LHND|2356VULN|35BPWR|45ERES|7LIT|8DUR|9DMG|aRCR
172	35523 32251	6	   	252.12	DCR|4VULN|2DUR|1CDMG	16DUR|2RCVC|3LWND|4LHND|5689VULN|6BPWR|7RCR|aCDMG
173	32211 13624	5	 * 	252.06	ACR|3VULN|2DMG|2DUR|2ASPD|1AART	19DUR|2AART|3RCR|45aVULN|69ASPD|7BBNT|89DMG|9BPWR
174	12425 11241	5	   	252.06	DCR|4VULN|1DMG|1DUR	1LIT|2BEXP|3678VULN|4ERES|5DUR|9DMG|aRCR
175	13154 11241	4	   	252.06	DCR|4VULN|1DMG|1DUR	1LIT|2ERES|3LHND|4DUR|5678VULN|9DMG|aRCR
176	13164 41221	3	   	252.06	DCR|4VULN|1DMG|1DUR	1LIT|2ERES|3LHND|4578VULN|6RCR|9DUR|aDMG
177	13364 41221	2	   	252.06	DCR|4VULN|1DMG|1DUR	1LIT|2ERES|3LHND|4578VULN|6RCR|9DUR|aDMG
178	16412 31241	6	   	252.06	DCR|4VULN|1DMG|1DUR	1LIT|24DUST|3478VULN|4BPWR|5CGEN|6DUR|9DMG|aRCR
179	36421 11241	5	   	252.06	DCR|4VULN|1DMG|1DUR	1DUR|2LIT|3678VULN|4ERES|5BEXP|9DMG|aRCR
180	36423 11241	4	   	252.06	DCR|4VULN|1DMG|1DUR	1DUR|2LIT|3678VULN|4ERES|5LWND|9DMG|aRCR
181	36411 22312	4	   	252.05	DCR|3VULN|2DUR|3LIT|1TLV	1aDUR|245LIT|345VULN|45BPWR|6BEXP|7RCVC|8RCR|9TLV
182	26131 47184	4	   	252.02	DCR|4VULN|2DUR|1CDMG	1RPLT|27DUR|3678VULN|4MBVNT|5BELT|7BPWR|9RCR|aCDMG
183	43426 24444	10	 * 	251.99	DCR|2VULN|3DMG|2DUR|1AART	1aMLV|2MBVNT|36VULN|4RMIN|56aDMG|6aBPWR|7AART|8aDUR|9RCR
184	13254 11241	4	   	251.96	DCR|4VULN|1DMG|1DUR	1LIT|2ERES|3LEGI|4DUR|5678VULN|9DMG|aRCR
185	13264 41221	3	   	251.96	DCR|4VULN|1DMG|1DUR	1LIT|2ERES|3LEGI|4578VULN|6RCR|9DUR|aDMG
186	15325 62313	7	   	251.95	DCR|3VULN|2DUR|3LIT|1TLV	127LIT|27BPWR|3LEGI|467VULN|57DUR|8RCR|9TLV|aFEWX
187	15232 21254	10	 * 	251.92	DCR|2VULN|2DMG|3LIT|2CDMG|1DUR	12aLIT|2aBPWR|3ZMB|4aCDMG|58DMG|6DUR|7aVULN|9RCR
188	32211 23164	6	   	251.73	ACR|5VULN|2DUR|1TLV|1AART	18DUR|2AART|3RCR|4568aVULN|78LWND|8BPWR|9TLV
189	32211 53164	5	   	251.73	ACR|5VULN|2DUR|1TLV|1AART	18DUR|2AART|3RCR|4568aVULN|78LWND|8BPWR|9TLV
190	13164 41223	3	   	251.53	DCR|5VULN|1DUR	1LIT|2ERES|3LHND|4578aVULN|6RCR|9DUR
191	13364 41223	2	   	251.53	DCR|5VULN|1DUR	1LIT|2ERES|3LHND|4578aVULN|6RCR|9DUR
192	13264 41223	3	   	251.43	DCR|5VULN|1DUR	1LIT|2ERES|3LEGI|4578aVULN|6RCR|9DUR
193	31351 11331	6	   	251.40	DCR|4VULN|3DUR	134DUR|23ERES|3BPWR|579aVULN|6MBVNT|8RCR
194	11325 52231	6	   	251.29	DCR|3VULN|2DUR|1TLV|1ASPD	1LIT|2DMSP|3LEGI|468VULN|56DUR|6BPWR|7ASPD|9TLV|aRCR
195	11325 54231	7	   	251.29	DCR|3VULN|2DUR|1TLV|1ASPD	1LIT|2DMSP|3LEGI|468VULN|56DUR|6BPWR|7ASPD|9TLV|aRCR
196	12413 52522	7	   	251.16	DCR|3VULN|2DMG|2LIT|1CDMG	19LIT|24BEXP|349VULN|49BPWR|5aDUST|6CDMG|79DMG|8RCR
197	32211 11253	8	   	251.12	ACR|4VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1DUR|2AART|3RCR|4578VULN|6CDMG|9DMG|aTLV
198	26615 33133	9	   	251.12	DCR|3VULN|3DUR|1CDMG	1RPLT|258DUR|3LIT|48aVULN|68LWND|7RCR|8BPWR|9CDMG
199	36615 33133	9	   	251.12	DCR|3VULN|3DUR|1CDMG	158DUR|2LIT|3RPLT|48aVULN|68LWND|7RCR|8BPWR|9CDMG
200	36411 22311	4	   	251.11	DCR|3VULN|3LIT|1TLV|1DUR|1CDMG	1DUR|245LIT|345VULN|45BPWR|6BEXP|7RCVC|8RCR|9TLV|aCDMG
201	36413 22361	4	   	251.10	DCR|2VULN|2DUR|1DMG|1TLV|2LIT|1ASPD	18DUR|24LIT|34VULN|4BPWR|5TLV|6ASPD|7DMG|9RMIN|aRCR
202	36413 23341	4	   	251.10	DCR|2VULN|2DUR|1DMG|1TLV|2LIT|1ASPD	18DUR|24LIT|34VULN|4BPWR|5TLV|6ASPD|7MLV|9DMG|aRCR
203	21411 15223	1	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1RPLT|2BBNT|346VULN|5DMG|7DUR|8RCR|9CDMG|aTLV
204	36413 22331	4	   	251.00	DCR|2VULN|2DUR|1DMG|1TLV|2LIT|1ASPD	18DUR|24LIT|34VULN|4BPWR|5TLV|6ASPD|7DMG|9ERES|aRCR
205	11525 62311	9	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	17LIT|2DMSP|3LHND|467VULN|57DUR|7BPWR|8ZMB|9RCR|aDMG
206	56411 33232	4	   	250.84	DCR|3VULN|3LIT|1DMG|1DUR|1AART	1LHND|245LIT|345VULN|45BPWR|6TBNT|7DMG|8RCR|9AART|aDUR
207	62111 11112	10	   	250.81	DCR|4VULN|1DMG|1CDMG|1AART	1FEWX|2AART|3DUST|457aVULN|6CDMG|8DMG|9RCR
208	11325 62311	9	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	17LIT|2DMSP|3LEGI|467VULN|57DUR|7BPWR|8ZMB|9RCR|aDMG
209	11325 62341	8	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	17LIT|2DMSP|3LEGI|467VULN|57DUR|7BPWR|8ZMB|9DMG|aRCR
210	11325 62411	9	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	17LIT|2DMSP|3LEGI|467VULN|57DUR|7BPWR|8CGEN|9RCR|aDMG
211	36412 42211	5	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1aDUR|24LIT|349VULN|4BPWR|5CGEN|6RCR|7DMG|8FEWX
212	36412 11241	5	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	16DUR|24LIT|348VULN|46BPWR|56CGEN|7DUST|9DMG|aRCR
213	36415 32111	9	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	15DUR|24LIT|347VULN|4BPWR|6CGEN|8LWND|9RCR|aDMG
214	36415 32311	9	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	15DUR|24LIT|347VULN|4BPWR|6CGEN|8FEWX|9RCR|aDMG
215	32111 11115	9	   	250.74	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	1DUR|2AART|3DUST|457VULN|6aCDMG|8DMG|9RCR
216	36412 11341	6	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	18DUR|24LIT|347VULN|4BPWR|5CGEN|6DUST|9DMG|aRCR
217	36413 61311	9	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	17DUR|24LIT|346VULN|4BPWR|5DUST|8ZMB|9RCR|aDMG
218	13114 23561	2	   	250.65	DCR|3VULN|2DUR|2CDMG|2LIT	17LIT|2ERES|37CDMG|4LHND|59aVULN|67DUR|7BPWR|8RCR
219	13314 23561	3	   	250.65	DCR|3VULN|2DUR|2CDMG|2LIT	17LIT|2ERES|37CDMG|4LHND|59aVULN|67DUR|7BPWR|8RCR
220	15612 11241	5	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	12LIT|26BPWR|3RMIN|46DUR|568VULN|7DUST|9DMG|aRCR
221	36412 12241	7	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	17DUR|24LIT|348VULN|4BPWR|5CGEN|6DUST|9DMG|aRCR
222	36413 32241	7	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	17DUR|24LIT|348VULN|4BPWR|5DUST|6MLV|9DMG|aRCR
223	36413 11312	4	 * 	250.62	DCR|2VULN|3DUR|2TLV|2LIT|1CDMG	168DUR|24LIT|34VULN|46BPWR|56TLV|7DUST|9RCR|aCDMG
224	36413 21341	6	   	250.55	DCR|3VULN|2DUR|1DMG|2LIT	18DUR|24LIT|347VULN|4BPWR|5DUST|6ERES|9DMG|aRCR
225	36413 22241	7	   	250.55	DCR|3VULN|2DUR|1DMG|2LIT	17DUR|24LIT|348VULN|4BPWR|5DUST|6ERES|9DMG|aRCR
226	36413 61331	7	   	250.55	DCR|3VULN|2DUR|1DMG|2LIT	17DUR|24LIT|346VULN|4BPWR|5DUST|8DMG|9ERES|aRCR
227	31312 41264	5	   	250.55	DCR|3VULN|2DUR|1DMG|2LIT	13DUR|23ERES|3BPWR|49LIT|578VULN|6RCR|aDMG
228	13413 41261	4	   	250.26	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1LIT|2ERES|3ASPD|4DUR|5TLV|6RCR|79aVULN|8CDMG
229	32621 11416	10	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	13DUR|2AART|3BPWR|47aVULN|5LWND|6CDMG|8ASPD|9RCR
230	32622 11416	10	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	13DUR|2AART|3BPWR|47aVULN|5BEXP|6CDMG|8ASPD|9RCR
231	32111 11412	10	   	249.95	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1aDUR|2AART|3DUST|457VULN|6CDMG|8ASPD|9RCR
232	32623 62126	7	   	249.82	DCR|3VULN|3DUR|1ASPD|1AART	139DUR|2AART|39BPWR|49aVULN|5CGEN|6RCR|7ASPD|89LWND
233	32623 62326	8	   	249.82	DCR|3VULN|3DUR|1ASPD|1AART	139DUR|2AART|39BPWR|49aVULN|5CGEN|6RCR|7ASPD|89BEXP
234	43434 14183	9	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1MLV|2MBVNT|367VULN|46DMG|5BELT|6BPWR|8DUR|9RCR|aASPD
235	36413 42231	4	   	249.72	DCR|3VULN|2TLV|1DUR|2LIT|1CDMG	1DUR|24LIT|34aVULN|4BPWR|59TLV|6RCR|7FEWX|8CDMG
236	32216 36233	1	   	249.65	DCR|3VULN|2DUR|1DMG|1CDMG	17DUR|2LHND|37MLV|4LWND|5CDMG|679VULN|7BPWR|8RCR|aDMG
237	36413 43231	4	   	249.62	DCR|3VULN|2TLV|1DUR|2LIT|1CDMG	1DUR|24LIT|34aVULN|4BPWR|59TLV|6RCR|7DUST|8CDMG
238	32623 63221	8	   	249.56	DCR|2VULN|3DUR|2DMG|1AART	139DUR|2AART|39BPWR|49VULN|5CGEN|6RCR|7FEWX|89DMG|aLWND
239	32623 63224	8	   	249.56	DCR|2VULN|3DUR|2DMG|1AART	139DUR|2AART|39BPWR|49VULN|5CGEN|6RCR|7FEWX|89DMG|aZMB
240	32623 66221	8	   	249.56	DCR|2VULN|3DUR|2DMG|1AART	139DUR|2AART|39BPWR|49VULN|5CGEN|6RCR|7BEXP|89DMG|aLWND
241	32623 61341	6	   	249.56	DCR|2VULN|3DUR|2DMG|1AART	138DUR|2AART|38BPWR|48VULN|58CGEN|6RCR|7BELT|9aDMG
242	35523 35232	10	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	16DUR|2RCVC|3LWND|4LHND|567VULN|6BPWR|8RCR|9DMG|aCDMG
243	26131 24653	5	   	249.48	DCR|4VULN|2DUR|1ASPD	1RPLT|28DUR|3578VULN|4MBVNT|68MLV|8BPWR|9RCR|aASPD
244	26134 14653	6	   	249.48	DCR|4VULN|2DUR|1ASPD	1RPLT|28DUR|3678VULN|4MBVNT|58CGEN|8BPWR|9RCR|aASPD
245	32623 63222	8	   	249.46	DCR|2VULN|3DUR|2DMG|1AART	139DUR|2AART|39BPWR|49VULN|5CGEN|6RCR|7FEWX|89DMG|aERES
246	32623 63225	8	   	249.46	DCR|2VULN|3DUR|2DMG|1AART	139DUR|2AART|39BPWR|49VULN|5CGEN|6RCR|7FEWX|89DMG|aTBNT
247	32623 66222	8	   	249.46	DCR|2VULN|3DUR|2DMG|1AART	139DUR|2AART|39BPWR|49VULN|5CGEN|6RCR|7BEXP|89DMG|aERES
248	32211 11134	8	   	249.45	ACR|4VULN|2DUR|1DMG|1CDMG|1AART	19DUR|2AART|3RCR|457aVULN|6CDMG|8DMG
249	32211 11354	8	   	249.45	ACR|4VULN|2DUR|1DMG|1CDMG|1AART	18DUR|2AART|3RCR|457aVULN|6CDMG|9DMG
250	32211 11554	7	   	249.45	ACR|4VULN|2DUR|1DMG|1CDMG|1AART	18DUR|2AART|3RCR|457aVULN|6CDMG|9DMG
251	32211 11554	6	   	249.45	ACR|4VULN|2DUR|1DMG|1CDMG|1AART	18DUR|2AART|3RCR|457aVULN|6CDMG|9DMG
252	36411 22324	4	   	249.45	DCR|3VULN|2DUR|3LIT|1CDMG	1aDUR|245LIT|345VULN|45BPWR|6BEXP|7RCVC|8RCR|9CDMG
253	15525 12321	7	   	249.45	DCR|3VULN|2DUR|3LIT|1CDMG	127LIT|27BPWR|36LHND|47aVULN|57DUR|8RCR|9CDMG
254	15325 62322	7	   	249.35	DCR|3VULN|2DUR|3LIT|1CDMG	127LIT|27BPWR|3LEGI|467VULN|57DUR|8RCR|9CDMG|aDMSP
255	15325 62331	7	   	249.35	DCR|3VULN|2DUR|3LIT|1CDMG	127LIT|27BPWR|3LEGI|467VULN|57DUR|8RCR|9MLV|aCDMG
256	21411 15225	1	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1RPLT|2BBNT|346VULN|5DMG|7aDUR|8RCR|9CDMG
257	32211 23166	6	 * 	249.33	ACR|4VULN|3DUR|2TLV|1AART	18aDUR|2AART|3RCR|4568VULN|78aLWND|8aBPWR|9aTLV
258	32211 53166	5	   	249.33	ACR|4VULN|3DUR|2TLV|1AART	18aDUR|2AART|3RCR|4568VULN|78aLWND|8aBPWR|9aTLV
259	32221 24166	7	   	249.33	ACR|4VULN|3DUR|2TLV|1AART	18aDUR|2AART|3RCR|4DMSP|58LWND|678aVULN|8aBPWR|9aTLV
260	32221 26166	6	   	249.33	ACR|4VULN|3DUR|2TLV|1AART	18aDUR|2AART|3RCR|4DMSP|58LWND|678aVULN|8aBPWR|9aTLV
261	33111 11112	10	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1aDUR|2DLOT|3DUST|457VULN|6CDMG|8DMG|9RCR
262	32212 14122	7	   	249.23	ACR|5VULN|2DUR|1CDMG|1AART	18DUR|2AART|3RCR|4678aVULN|568BEXP|68BPWR|9CDMG
263	32212 16122	6	   	249.23	ACR|5VULN|2DUR|1CDMG|1AART	18DUR|2AART|3RCR|4678aVULN|568BEXP|68BPWR|9CDMG
264	11525 52331	10	   	249.12	DCR|3VULN|3DUR|3LIT	167LIT|2DMSP|3LHND|47aVULN|567DUR|67BPWR|8ZMB|9RCR
265	35523 35232	9	   	249.12	DCR|3VULN|3DUR|1DMG	16aDUR|2RCVC|3LWND|4LHND|567VULN|6BPWR|8RCR|9DMG
266	32211 22332	6	   	249.07	ACR|5VULN|1DMG|1DUR|1AART	1DUR|2AART|3RCR|45689VULN|7DMG|aLIT
267	32211 52332	5	   	249.07	ACR|5VULN|1DMG|1DUR|1AART	1DUR|2AART|3RCR|45689VULN|7DMG|aLIT
268	15325 52122	10	   	249.02	DCR|3VULN|3DUR|3LIT	127LIT|267BPWR|3LEGI|467VULN|567DUR|8CGEN|9MLV|aRCR
269	15325 52133	10	   	249.02	DCR|3VULN|3DUR|3LIT	127LIT|267BPWR|3LEGI|467VULN|567DUR|8CGEN|9BEXP|aRCR
270	15325 52332	8	   	249.02	DCR|3VULN|3DUR|3LIT	127LIT|267BPWR|3LEGI|467VULN|567DUR|8LWND|9RPLT|aRCR
271	35145 31213	2	 * 	249.02	DCR|3VULN|3DUR|2TLV	19aDUR|2RCVC|3aTLV|4DMSP|5TBNT|6RCR|78aVULN|aBPWR
272	15325 62332	7	   	248.92	DCR|3VULN|3DUR|3LIT	127LIT|27BPWR|3LEGI|467VULN|57aDUR|8RCR|9MLV
273	15325 42331	10	   	248.92	DCR|3VULN|3DUR|3LIT	127LIT|27BPWR|3LEGI|47aVULN|567DUR|8ZMB|9RCR
274	15325 52231	10	   	248.82	DCR|3VULN|3DUR|3LIT	127LIT|267BPWR|3LEGI|467VULN|567DUR|8MBVNT|9ERES|aRCR
275	31351 11338	6	   	248.82	DCR|3VULN|3DUR|1DMG	134DUR|23ERES|3BPWR|579VULN|6MBVNT|8RCR|aDMG
276	33624 11313	10	   	248.82	DCR|3VULN|3DUR|2CDMG	138DUR|2DLOT|3aBPWR|47aVULN|5MBVNT|6aCDMG|9RCR
277	12416 21423	4	   	248.61	DCR|3VULN|2DMG|2LIT|1ASPD	18LIT|24BEXP|348VULN|48BPWR|5TBNT|68DMG|7RCR|9ASPD|aLHND
278	32211 36336	6	   	248.61	ACR|5VULN|3DUR|1AART	189DUR|2AART|3RCR|4589aVULN|6BELT|789ERES|89BPWR
279	32211 61336	6	   	248.61	ACR|5VULN|3DUR|1AART	189DUR|2AART|3RCR|4589aVULN|689ERES|7BELT|89BPWR
280	32211 26336	4	   	248.61	ACR|5VULN|3DUR|1AART	189DUR|2AART|3RCR|4689aVULN|5BELT|789ERES|89BPWR
281	43434 38423	8	   	248.56	DCR|3VULN|2DMG|1TLV|1AART	19MLV|2MBVNT|379VULN|49DMG|5BELT|6RCR|8AART|9BPWR|aTLV
282	32211 66123	5	   	248.51	ACR|5VULN|3DUR|1AART	19aDUR|2AART|3RCR|4578aVULN|6TBNT|aBPWR
283	26115 33224	10	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RPLT|2DUR|37aVULN|4FEWX|5TLV|6ASPD|8DMG|9RCR
284	32622 25225	9	   	248.45	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1AART	13DUR|2AART|3BPWR|46VULN|5BEXP|7TLV|8CDMG|9DMG|aRCR
285	42125 11111	9	   	248.45	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1AART	1MLV|2AART|3TLV|47VULN|5aDUR|6CDMG|8DMG|9RCR
286	42125 11113	10	   	248.45	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1AART	1MLV|2AART|3TLV|47VULN|5aDUR|6CDMG|8DMG|9RCR
287	36412 41221	5	   	248.41	DCR|4VULN|1DUR|2LIT|1AART	1DUR|24LIT|3478VULN|4BPWR|5aCGEN|6RCR|9AART
288	36412 43223	5	   	248.41	DCR|4VULN|1DUR|2LIT|1AART	1DUR|24LIT|348aVULN|4BPWR|57CGEN|6RCR|9AART
289	36412 41222	5	   	248.31	DCR|4VULN|1DUR|2LIT|1AART	1DUR|24LIT|3478VULN|4BPWR|5CGEN|6RCR|9AART|aDUST
290	13526 41223	4	   	248.25	DCR|4VULN|1TLV|1DUR	1LIT|2ERES|3CGEN|478aVULN|5TLV|6RCR|9DUR
291	13164 41222	3	   	248.25	DCR|4VULN|1DUR|1TLV	1LIT|2ERES|3LHND|4578VULN|6RCR|9DUR|aTLV
292	13364 41222	2	   	248.25	DCR|4VULN|1DUR|1TLV	1LIT|2ERES|3LHND|4578VULN|6RCR|9DUR|aTLV
293	15331 52311	2	   	248.24	DCR|3VULN|3LIT|1DMG|1CDMG|1AART	126LIT|26BPWR|3BELT|4AART|569VULN|7DMG|8RCR|aCDMG
294	32242 12316	4	   	248.23	ACR|2VULN|3DUR|2DMG|2TLV|1ASPD|1AART	17aDUR|2AART|3RCR|4aTLV|59DMG|6ASPD|8aVULN|aBPWR
295	32244 12316	5	   	248.23	ACR|2VULN|3DUR|2DMG|2TLV|1ASPD|1AART	17aDUR|2AART|3RCR|4aTLV|59DMG|6ASPD|8aVULN|aBPWR
296	32241 52125	5	   	248.23	ACR|2VULN|3DUR|2DMG|2TLV|1ASPD|1AART	159DUR|2AART|3RCR|45TLV|59BPWR|6TBNT|79DMG|89VULN|aASPD
297	13264 41222	3	   	248.15	DCR|4VULN|1DUR|1TLV	1LIT|2ERES|3LEGI|4578VULN|6RCR|9DUR|aTLV
298	32111 22446	9	   	248.13	DCR|4VULN|2DUR|1AART	1aDUR|2AART|3DUST|456aVULN|79aCGEN|8RCR|aBPWR
299	26113 26116	3	   	248.11	DCR|2VULN|3DUR|2DMG	1RPLT|246DUR|39VULN|59DMG|7RMIN|8RCR|9BPWR|aLIT
300	43485 42341	10	   	248.06	DCR|3VULN|3DMG|1AART	1aMLV|2MBVNT|36aVULN|4AART|568DMG|6aBPWR|7aCGEN|9RCR
301	43485 44441	10	   	248.06	DCR|3VULN|3DMG|1AART	1aMLV|2MBVNT|36aVULN|4AART|567DMG|6aBPWR|8aCGEN|9RCR
302	43545 42341	10	   	248.06	DCR|3VULN|3DMG|1AART	1aMLV|2MBVNT|3AART|46aVULN|568DMG|6aBPWR|7aCGEN|9RCR
303	43545 44441	10	   	248.06	DCR|3VULN|3DMG|1AART	1aMLV|2MBVNT|3AART|46aVULN|567DMG|6aBPWR|8aCGEN|9RCR
304	32111 22446	8	   	248.03	DCR|4VULN|2DUR|1AART	1aDUR|2AART|39DUST|456aVULN|7aCGEN|8RCR|aBPWR
305	26131 47183	4	   	248.03	DCR|4VULN|2DUR|1AART	1RPLT|27DUR|3678VULN|4MBVNT|5BELT|7BPWR|9RCR|aAART
306	32622 25411	9	   	248.02	DCR|2VULN|3DUR|1DMG|1TLV|1AART	13aDUR|2AART|3BPWR|46VULN|5BEXP|7TLV|8RCR|9DMG
307	36413 11313	4	   	247.97	DCR|2VULN|3DUR|2TLV|2LIT|1ASPD	168DUR|24LIT|34VULN|46BPWR|56TLV|7DUST|9RCR|aASPD
308	43426 24341	10	   	247.96	DCR|3VULN|3DMG|1AART	1aMLV|2MBVNT|36aVULN|4RMIN|568DMG|6aBPWR|7AART|9RCR
309	33115 66313	9	   	247.93	DCR|4VULN|2DUR|1AART	17DUR|2DLOT|37DUST|467aVULN|5AART|7BPWR|8ZMB|9RCR
310	43426 24347	9	   	247.86	DCR|3VULN|3DMG|1AART	1MLV|2MBVNT|36aVULN|4RMIN|568DMG|6BPWR|7AART|9RCR
311	14232 63621	7	 * 	247.57	DCR|4VULN|3LIT|2CDMG	178LIT|27CDMG|3BEXP|4LHND|567aVULN|7BPWR|9RCR
312	33211 22316	8	   	247.45	ACR|4VULN|2DUR|2ASPD|1DMG	1aDUR|2DLOT|3RCR|456aVULN|7CGEN|8DMG|9aASPD|aBPWR
313	33211 22346	9	   	247.45	ACR|4VULN|2DUR|2ASPD|1DMG	1aDUR|2DLOT|3RCR|456aVULN|7CGEN|8DMG|9aASPD|aBPWR
314	33211 22516	6	   	247.45	ACR|4VULN|2DUR|2ASPD|1DMG	1aDUR|2DLOT|3RCR|456aVULN|7DMG|8CGEN|9aASPD|aBPWR
315	33211 52516	5	   	247.45	ACR|4VULN|2DUR|2ASPD|1DMG	1aDUR|2DLOT|3RCR|456aVULN|7DMG|8CGEN|9aASPD|aBPWR
316	12415 63122	6	   	247.45	DCR|3VULN|2DUR|1CDMG|1AART	1LIT|24BEXP|346VULN|4BPWR|5aDUR|7AART|8CDMG|9RCR
317	12411 34271	4	   	247.21	DCR|3VULN|2DMG|1TLV	1LIT|245BEXP|345VULN|45BPWR|6MBVNT|7TLV|8RCR|9aDMG
318	36412 22261	5	   	247.17	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1DUR|24LIT|348VULN|4BPWR|5CGEN|6ASPD|7DMG|9RMIN|aRCR
319	36412 23241	5	   	247.17	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1DUR|24LIT|348VULN|4BPWR|5CGEN|6ASPD|7MLV|9DMG|aRCR
320	15521 32241	4	   	247.17	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	12LIT|25BPWR|35LHND|458VULN|6DUR|7ASPD|9DMG|aRCR
321	21124 16141	9	   	247.17	DCR|3VULN|2DMG|2LIT|1AART	1RPLT|27LIT|3ERES|479VULN|5AART|67DMG|7BPWR|8CGEN|aRCR
322	21124 16341	9	   	247.17	DCR|3VULN|2DMG|2LIT|1AART	1RPLT|27LIT|3ERES|479VULN|5AART|67DMG|7BPWR|8ZMB|aRCR
323	22132 44422	9	 * 	247.14	DCR|3VULN|3ASPD|1TLV|2LIT	1RPLT|289LHND|389VULN|47LIT|5TLV|689ASPD|89BPWR|aRCR
324	26111 24121	5	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1RPLT|2DUR|35aVULN|4FEWX|6TLV|7RCR|8DMG|9AART
325	26115 14121	6	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1RPLT|2DUR|36aVULN|4FEWX|5TLV|7RCR|8DMG|9AART
326	43434 14185	10	   	247.11	DCR|3VULN|2DMG|1DUR	1MLV|2MBVNT|367VULN|46DMG|5BELT|6BPWR|8DUR|9RCR|aLIT
327	43434 14413	10	   	247.11	DCR|3VULN|2DMG|1TLV	1MLV|2MBVNT|367VULN|46DMG|5BELT|6BPWR|8TLV|9RCR|aLIT
328	43434 14414	9	   	247.11	DCR|3VULN|2DMG|1TLV	1MLV|2MBVNT|367VULN|46DMG|5BELT|6BPWR|8TLV|9RCR|aLIT
329	32226 52124	5	   	247.10	ACR|3VULN|2DMG|2DUR|1TLV|1AART	19DUR|2AART|3RCR|4DMSP|5TLV|6TBNT|79DMG|89aVULN|9BPWR
330	32244 23324	7	   	247.10	ACR|3VULN|2DMG|2DUR|1TLV|1AART	19DUR|2AART|3RCR|4TLV|59DMG|69aVULN|7RCVC|8TBNT|9BPWR
331	11321 32241	4	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	15LIT|2DMSP|3LEGI|458VULN|5BPWR|6DUR|7ASPD|9DMG|aRCR
332	36412 22231	5	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1DUR|24LIT|348VULN|4BPWR|5CGEN|6ASPD|7DMG|9ERES|aRCR
333	56413 22231	4	   	247.07	DCR|3VULN|1DMG|1TLV|2LIT|1ASPD	1LHND|24LIT|348VULN|4BPWR|5TLV|6ASPD|7DMG|9ERES|aRCR
334	11525 62312	9	   	247.04	DCR|3VULN|2DUR|1TLV|2LIT	17LIT|2DMSP|3LHND|467VULN|57DUR|7BPWR|8ZMB|9RCR|aTLV
