0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34511 52222	10	 * 	262.92	DCR|3VULN|3DMG|1DUR|1SELL	178ZMB|2SELL|378VULN|4LIT|5CGEN|678DMG|78BPWR|9DUR|aRCR
171	24634 33232	1	   	238.10	DCR|3VULN|3DMG	1FEWX|245VULN|3ERES|6RCVC|7RCR|89aDMG
172	33131 26635	10	   	238.10	DCR|3VULN|3DMG|1NUKE	1ZMB|257DMG|3RMIN|4NUKE|68aVULN|9RCR
173	14634 23232	1	   	238.00	DCR|3VULN|3DMG	1BEXP|245VULN|36ERES|7RCR|89aDMG
174	13335 21426	2	   	237.55	ACR|4VULN|2DMG|1DUR	1BEXP|2RCR|35DMG|4578VULN|5BPWR|6LWND|9LIT|aDUR
175	13335 61423	2	   	237.55	ACR|4VULN|2DMG|1DUR	1aBEXP|2RCR|35DMG|4578VULN|5BPWR|6DUR|9LIT
176	23265 61322	3	   	237.55	ACR|4VULN|2DMG|1DUR	18FEWX|2RCR|357aVULN|45DMG|5BPWR|6DUR|9LIT
177	23335 21426	2	   	237.55	ACR|4VULN|2DMG|1DUR	1FEWX|2RCR|35DMG|4578VULN|5BPWR|6LWND|9LIT|aDUR
178	23335 34422	2	   	237.55	ACR|4VULN|2DMG|1DUR	16FEWX|2RCR|35DMG|458aVULN|5BPWR|7DUR|9LIT
179	23335 61322	2	   	237.55	ACR|4VULN|2DMG|1DUR	18FEWX|2RCR|35DMG|457aVULN|5BPWR|6DUR|9LIT
180	23335 61423	2	   	237.55	ACR|4VULN|2DMG|1DUR	1FEWX|2RCR|35DMG|4578VULN|5BPWR|6DUR|9LIT|aBEXP
181	23335 62422	2	   	237.55	ACR|4VULN|2DMG|1DUR	17FEWX|2RCR|35DMG|458aVULN|5BPWR|6DUR|9LIT
182	23211 62245	5	   	237.54	ACR|3VULN|2DMG|2DUR|1TLV	147FEWX|2RCR|389VULN|58DMG|68DUR|8BPWR|aTLV
183	14335 31532	1	   	237.48	DCR|2VULN|2DMG|2DUR|1ASPD	1BEXP|24VULN|36DMG|5aDUR|7LWND|8ASPD|9RCR
184	14335 32532	1	   	237.48	DCR|2VULN|2DMG|2DUR|1ASPD	1BEXP|24VULN|36DMG|5aDUR|7FEWX|8ASPD|9RCR
185	12223 53152	8	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1BEXP|2CGEN|3DUR|4DMG|5FEWX|6RCR|79aVULN|8TLV
186	22226 53152	8	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1FEWX|2CGEN|3DUR|4DMG|5BEXP|6RCR|79aVULN|8TLV
187	32326 53152	9	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2LWND|3LHND|4DMG|5DUR|6RCR|79aVULN|8TLV
188	13523 51422	6	   	237.45	ACR|4VULN|2DMG|1DUR	1BEXP|2RCR|3DUR|45DMG|678aVULN|9LIT
189	33266 31116	8	   	237.38	DCR|2VULN|2DMG|2DUR|1ASPD	1ZMB|28DMG|35DUR|4ERES|6RCR|7aVULN|9ASPD
190	31241 21552	5	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2DUST|3DUR|4TLV|5DMG|6LWND|79aVULN|8RCR
191	31241 21552	6	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2DUST|3DUR|4TLV|5DMG|6LWND|79aVULN|8RCR
192	53235 31427	3	   	237.27	DCR|3VULN|3DUR	1RMIN|2FEWX|35aDUR|458VULN|5BPWR|6LIT|7MBVNT|9RCR
193	33642 31362	2	   	237.26	DCR|3VULN|2DMG|2LIT|1SELL	1aZMB|2aDMG|35LIT|4SELL|6DUST|7RCR|89aVULN|aBPWR
194	13533 12416	7	   	237.25	ACR|4VULN|2DUR|1DMG|1ASPD	14BEXP|2RCR|34DUR|4BPWR|568aVULN|7DMG|9ASPD
195	14333 34151	1	   	237.22	DCR|3VULN|1DMG|1TLV|1DUR|1SELL	1BEXP|246VULN|3DMG|5SELL|7TLV|8RCR|9LHND|aDUR
196	24333 34121	1	   	237.22	DCR|3VULN|1DMG|1TLV|1DUR|1SELL	1FEWX|246VULN|3DMG|5SELL|7TLV|8RCR|9BEXP|aDUR
197	24333 34151	1	   	237.22	DCR|3VULN|1DMG|1TLV|1DUR|1SELL	1FEWX|246VULN|3DMG|5SELL|7TLV|8RCR|9LHND|aDUR
198	33313 54431	7	   	237.16	DCR|4VULN|1DMG|1AART	1ZMB|2DMG|3ERES|4AART|578aVULN|6RCR|9RCVC
199	24334 61123	1	   	237.16	DCR|4VULN|1DMG|1AART	19FEWX|2456VULN|3DMG|7DUST|8AART|aRCR
200	63313 24431	5	   	237.16	DCR|4VULN|1DMG|1AART	1CGEN|2DMG|3ERES|4AART|568aVULN|7RCR|9RCVC
201	14333 34111	1	   	237.12	DCR|3VULN|1DMG|1TLV|1DUR|1SELL	1BEXP|246VULN|3DMG|5SELL|7TLV|8RCR|9LEGI|aDUR
202	24333 34111	1	   	237.12	DCR|3VULN|1DMG|1TLV|1DUR|1SELL	1FEWX|246VULN|3DMG|5SELL|7TLV|8RCR|9LEGI|aDUR
203	24333 34131	1	   	237.12	DCR|3VULN|1DMG|1TLV|1DUR|1SELL	1FEWX|246VULN|3DMG|5SELL|7TLV|8RCR|9MBVNT|aDUR
204	33313 65644	9	   	237.06	DCR|4VULN|1DMG|1AART	1ZMB|2DMG|3ERES|4AART|579aVULN|6MBVNT|8RCR
205	13335 31426	2	   	236.96	ACR|4VULN|3DMG	1BEXP|2RCR|35aDMG|4578VULN|5BPWR|6FEWX|9LIT
206	13526 31532	6	 * 	236.94	ACR|3VULN|3DMG|2DUR	18BEXP|2RCR|38DUR|469DMG|5LHND|78aVULN|8BPWR
207	13533 12142	8	   	236.84	ACR|3VULN|3DMG|2DUR	14BEXP|2RCR|34DUR|4BPWR|56aVULN|789DMG
208	13523 55122	8	   	236.74	ACR|3VULN|3DMG|2DUR	1BEXP|2RCR|39DUR|458DMG|67aVULN
209	22335 43253	1	   	236.60	DCR|3VULN|2DUR|1ASPD|1AART	18FEWX|2ASPD|348VULN|58DUR|6AART|7RMIN|8BPWR|9RCR|aLWND
210	33313 54242	10	   	236.48	DCR|3VULN|1DMG|1CDMG|1AART	1ZMB|2DMG|3ERES|4AART|57aVULN|6RCR|8LIT|9CDMG
211	33313 31313	5	   	236.48	DCR|3VULN|1DMG|1CDMG|1AART	1ZMB|2DMG|3ERES|4AART|578VULN|6CDMG|9RCR|aLIT
212	12326 23353	1	   	236.44	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD	1BEXP|2ASPD|3aVULN|45DMG|6CDMG|7ERES|8DUR|9RCR
213	14326 23353	1	   	236.44	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD	1BEXP|2aVULN|35DMG|4ASPD|6CDMG|7ERES|8DUR|9RCR
214	22326 23353	1	   	236.44	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD	1FEWX|2ASPD|3aVULN|45DMG|6CDMG|7ERES|8DUR|9RCR
215	24326 23353	1	   	236.44	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD	1FEWX|2aVULN|35DMG|4ASPD|6CDMG|7ERES|8DUR|9RCR
216	12335 32125	1	   	236.41	DCR|2VULN|1DMG|1TLV|1DUR|2LIT|1ASPD	1BEXP|2ASPD|34VULN|5DUR|6DMG|7aLIT|8TLV|9RCR
217	53235 34112	3	   	236.37	DCR|2VULN|3DUR|1TLV|1AART	1RMIN|2FEWX|35aDUR|45VULN|5BPWR|6LIT|7AART|8TLV|9RCR
218	11536 16211	7	   	236.34	DCR|2VULN|2DMG|2DUR|1AART	18BEXP|2RCVC|3ZMB|48DMG|58VULN|6AART|7RCR|8BPWR|9aDUR
219	21536 16211	7	   	236.34	DCR|2VULN|2DMG|2DUR|1AART	18FEWX|2RCVC|3ZMB|48DMG|58VULN|6AART|7RCR|8BPWR|9aDUR
220	33226 16243	7	   	236.34	DCR|2VULN|2DMG|2DUR|1AART	18ZMB|29DMG|38DUR|4RCVC|58VULN|6AART|7RCR|8BPWR|aCGEN
221	53623 53322	10	   	236.16	DCR|3VULN|2DMG|1CDMG|1SELL	1RMIN|29FEWX|3LWND|49DMG|579VULN|6RCR|8SELL|9BPWR|aCDMG
222	33214 11532	3	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2DMG|3aDUR|4TLV|57VULN|6FEWX|8ASPD|9RCR
223	33214 21532	3	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2DMG|3aDUR|4TLV|57VULN|6LWND|8ASPD|9RCR
224	53243 12532	7	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1RMIN|2FEWX|3aDUR|4TLV|56VULN|7DMG|8ASPD|9RCR
225	32314 41532	2	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2LWND|3DMG|4TLV|57VULN|6aDUR|8ASPD|9RCR
226	33314 41532	1	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2LHND|3DMG|4TLV|57VULN|6aDUR|8ASPD|9RCR
227	33226 12333	4	   	236.14	DCR|2VULN|2DMG|2DUR|1AART	1ZMB|25DMG|35DUR|4RCVC|5BPWR|6AART|7RCR|8TBNT|9aVULN
228	33236 12333	3	   	236.14	DCR|2VULN|2DMG|2DUR|1AART	1ZMB|25DMG|35DUR|4RCVC|5BPWR|6AART|7RCR|8TBNT|9aVULN
229	33566 12333	4	   	236.14	DCR|2VULN|2DMG|2DUR|1AART	13ZMB|25DMG|45DUR|5BPWR|6AART|7RCR|8TBNT|9aVULN
230	31241 51532	6	   	236.04	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2DUST|3aDUR|4TLV|5DMG|67VULN|8ASPD|9RCR
231	31243 12532	7	   	236.04	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2DUST|3aDUR|4TLV|56VULN|7DMG|8ASPD|9RCR
232	31314 41532	1	   	236.04	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2LEGI|3DMG|4TLV|57VULN|6aDUR|8ASPD|9RCR
233	12332 31136	1	   	236.01	DCR|3VULN|2ASPD|1TLV|1CDMG	1BEXP|26ASPD|349VULN|5MLV|7CDMG|8RCR|aTLV
234	22334 31136	1	   	236.01	DCR|3VULN|2ASPD|1TLV|1CDMG	1FEWX|29ASPD|345VULN|6ZMB|7CDMG|8RCR|aTLV
235	21521 41838	2	   	235.90	DCR|3VULN|2DUR|1DMG	19FEWX|2RCVC|389VULN|4MBVNT|5BELT|6RCR|79DUR|9BPWR|aDMG
236	22334 61143	1	 * 	235.87	DCR|4VULN|2AART|1ASPD	1FEWX|2ASPD|3456VULN|7DUST|89AART|aRCR
237	53223 53622	10	   	235.80	DCR|3VULN|2DUR|1DMG	1RMIN|29FEWX|3aDUR|4DMG|578VULN|6RCR
238	52335 31324	1	   	235.76	DCR|2VULN|3DUR|1DMG|1CDMG	1RMIN|2BEXP|34VULN|579DUR|6DMG|8CDMG|aRCR
239	53223 11324	6	   	235.76	DCR|2VULN|3DUR|1DMG|1CDMG	1RMIN|2FEWX|379DUR|4DMG|56VULN|8CDMG|aRCR
240	24334 53432	1	   	235.70	DCR|3VULN|2DUR|1DMG	1FEWX|245VULN|3DMG|6aDUR|7MBVNT|8RMIN|9RCR
241	31223 13632	8	   	235.70	DCR|3VULN|2DUR|1DMG	1ZMB|2DUST|3aDUR|4DMG|5FEWX|678VULN|9RCR
242	31263 13632	8	   	235.70	DCR|3VULN|2DUR|1DMG	1ZMB|2DUST|3aDUR|4BEXP|5DMG|678VULN|9RCR
243	31626 13632	8	   	235.70	DCR|3VULN|2DUR|1DMG	1ZMB|2DUST|3LWND|4DMG|5aDUR|678VULN|9RCR
244	53223 53612	9	   	235.70	DCR|3VULN|2DUR|1DMG	1RMIN|2FEWX|3aDUR|4DMG|578VULN|6RCR|9DUST
245	24334 53232	1	   	235.60	DCR|3VULN|2DUR|1DMG	1FEWX|245VULN|3DMG|6aDUR|7MBVNT|8ERES|9RCR
246	14333 32134	1	   	235.56	DCR|4VULN|1DMG|1SELL	1BEXP|2469VULN|3DMG|5SELL|7ERES|8RCR|aLIT
247	12263 42116	2	   	235.47	DCR|3VULN|1TLV|1DUR|1AART	16BEXP|2CGEN|3LIT|4AART|56aVULN|6BPWR|7DUR|8TLV|9RCR
248	13263 42116	1	   	235.47	DCR|3VULN|1TLV|1DUR|1AART	16BEXP|2CGEN|3LIT|4AART|56aVULN|6BPWR|7DUR|8TLV|9RCR
249	12232 41116	3	   	235.37	DCR|3VULN|1TLV|1DUR|1AART	1BEXP|2CGEN|3DUR|47aVULN|5LIT|6AART|8TLV|9RCR
250	14222 41116	1	   	235.37	DCR|3VULN|1TLV|1DUR|1AART	1BEXP|27aVULN|3DUR|4CGEN|5LIT|6AART|8TLV|9RCR
251	22232 41116	3	   	235.37	DCR|3VULN|1TLV|1DUR|1AART	1FEWX|2CGEN|3DUR|47aVULN|5LIT|6AART|8TLV|9RCR
252	22632 41116	2	   	235.37	DCR|3VULN|1TLV|1DUR|1AART	1FEWX|2CGEN|3DUR|47aVULN|5LIT|6AART|8TLV|9RCR
253	23632 41116	1	   	235.37	DCR|3VULN|1TLV|1DUR|1AART	1FEWX|2CGEN|3DUR|47aVULN|5LIT|6AART|8TLV|9RCR
254	24222 41116	1	   	235.37	DCR|3VULN|1TLV|1DUR|1AART	1FEWX|27aVULN|3DUR|4CGEN|5LIT|6AART|8TLV|9RCR
255	53232 24116	3	   	235.37	DCR|3VULN|1TLV|1DUR|1AART	1RMIN|2FEWX|3DUR|46aVULN|5LIT|7AART|8TLV|9RCR
256	61232 41116	3	   	235.27	DCR|3VULN|1TLV|1DUR|1AART	1CGEN|2DUST|3DUR|47aVULN|5LIT|6AART|8TLV|9RCR
257	31243 13355	8	   	235.11	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ZMB|2DUST|3DUR|4TLV|56VULN|7CDMG|8DMG|9RCR|aASPD
258	53235 31421	3	   	235.04	DCR|3VULN|2DUR|1ASPD	1RMIN|2FEWX|35DUR|458VULN|5BPWR|6LIT|7MBVNT|9RCR|aASPD
259	33216 53151	7	   	234.98	DCR|2VULN|2DMG|2DUR	18ZMB|29DMG|38DUR|4FEWX|5BEXP|6RCR|78VULN|8BPWR|aLIT
260	21335 12154	1	   	234.96	DCR|3VULN|1DMG|1TLV|1CDMG	156FEWX|2LWND|3DMG|458VULN|5BPWR|7CDMG|9TLV|aRCR
261	22334 53127	1	   	234.94	DCR|3VULN|2DUR|1ASPD	1FEWX|2ASPD|345VULN|6aDUR|7MBVNT|8LIT|9RCR
262	13335 63623	2	   	234.94	ACR|3VULN|2DMG|2DUR|1CDMG	18BEXP|2RCR|35DMG|458VULN|58BPWR|68DUR|7MBVNT|9CDMG|aCGEN
263	13335 63642	2	   	234.94	ACR|3VULN|2DMG|2DUR|1CDMG	18BEXP|2RCR|35DMG|458VULN|58BPWR|68DUR|7MBVNT|9RCVC|aCDMG
264	33226 16232	7	   	234.90	DCR|2VULN|2DUR|1DMG|1TLV|1AART	18ZMB|2DMG|38DUR|4RCVC|58VULN|6AART|7RCR|8BPWR|9ERES|aTLV
265	53223 52412	9	   	234.88	DCR|2VULN|2DMG|2DUR	1RMIN|28FEWX|3aDUR|48DMG|58VULN|6RCR|7DLOT|8BPWR|9LIT
266	33226 25116	5	   	234.86	DCR|3VULN|1DMG|1DUR|1CDMG	1ZMB|2DMG|3DUR|4RCVC|57aVULN|6CDMG|8RCR|9LHND
267	53223 53632	8	   	234.86	DCR|3VULN|1DMG|1DUR|1CDMG	1RMIN|2FEWX|3DUR|4DMG|578VULN|6RCR|9ZMB|aCDMG
268	53223 53632	9	   	234.86	DCR|3VULN|1DMG|1DUR|1CDMG	1RMIN|2FEWX|3DUR|4DMG|578VULN|6RCR|9ZMB|aCDMG
269	24334 31111	1	   	234.86	DCR|3VULN|1DMG|1DUR|1CDMG	1FEWX|245VULN|3DMG|6ZMB|7CDMG|8RCR|9LHND|aDUR
270	24334 31115	1	   	234.86	DCR|3VULN|1DMG|1TLV|1CDMG	1FEWX|245VULN|3DMG|6ZMB|7CDMG|8RCR|9LHND|aTLV
271	24334 31124	1	   	234.86	DCR|3VULN|1DMG|1DUR|1CDMG	1FEWX|245VULN|3DMG|6ZMB|7CDMG|8RCR|9DUR|aLHND
272	24334 31126	1	   	234.86	DCR|3VULN|1DMG|1DUR|1CDMG	1FEWX|245VULN|3DMG|6ZMB|7CDMG|8RCR|9DUR|aCGEN
273	13335 63621	2	   	234.84	ACR|3VULN|2DMG|2DUR|1CDMG	18BEXP|2RCR|35DMG|458VULN|58BPWR|68DUR|7MBVNT|9CDMG|aERES
274	13335 63622	2	   	234.84	ACR|3VULN|2DMG|2DUR|1CDMG	18BEXP|2RCR|35DMG|458VULN|58BPWR|68DUR|7MBVNT|9CDMG|aDUST
275	33226 16412	7	   	234.80	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1ZMB|2DMG|39DUR|4RCVC|58VULN|6AART|7RCR|aTLV
276	53223 12525	10	   	234.78	DCR|2VULN|2DMG|2DUR	1RMIN|2FEWX|39DUR|47DMG|56VULN|8LIT|aRCR
277	14334 21126	1	   	234.76	DCR|3VULN|1DMG|1TLV|1CDMG	19BEXP|245VULN|3DMG|6ERES|7CDMG|8RCR|aTLV
278	14334 21151	1	   	234.76	DCR|3VULN|1DMG|1DUR|1CDMG	1BEXP|245VULN|3DMG|6ERES|7CDMG|8RCR|9LHND|aDUR
279	33226 25162	5	   	234.76	DCR|3VULN|1DMG|1DUR|1CDMG	1ZMB|2DMG|3DUR|4RCVC|57aVULN|6CDMG|8RCR|9TBNT
280	52213 63742	8	   	234.76	DCR|3VULN|1DMG|1TLV|1CDMG	1RMIN|2TLV|3MBVNT|4FEWX|578VULN|6RCR|9DMG|aCDMG
281	14336 21136	1	   	234.76	DCR|3VULN|1DMG|1TLV|1CDMG	15BEXP|249VULN|3DMG|6ERES|7CDMG|8RCR|aTLV
282	24334 31122	1	   	234.76	DCR|3VULN|1DMG|1DUR|1CDMG	1FEWX|245VULN|3DMG|6ZMB|7CDMG|8RCR|9DUR|aDUST
283	24334 31123	1	   	234.76	DCR|3VULN|1DMG|1DUR|1CDMG	1FEWX|245VULN|3DMG|6ZMB|7CDMG|8RCR|9DUR|aERES
284	24334 31125	1	   	234.76	DCR|3VULN|1DMG|1DUR|1CDMG	1FEWX|245VULN|3DMG|6ZMB|7CDMG|8RCR|9DUR|aMBVNT
285	53223 11553	8	   	234.76	DCR|3VULN|1DMG|1DUR|1CDMG	1RMIN|2FEWX|3DUR|4DMG|56aVULN|7ERES|8CDMG|9RCR
286	13526 31522	6	 * 	234.72	ACR|3VULN|3DUR|2DMG	18aBEXP|2RCR|38aDUR|46DMG|5LHND|78aVULN|8aBPWR|9RPLT
287	33266 31122	8	   	234.68	DCR|2VULN|2DMG|2DUR	1ZMB|28DMG|35DUR|4ERES|6RCR|7aVULN|9LIT
288	33266 31142	9	   	234.68	DCR|2VULN|2DMG|2DUR	1ZMB|28DMG|35DUR|4ERES|6RCR|7aVULN|9LIT
289	14335 33124	1	   	234.68	DCR|2VULN|2DMG|2DUR	1BEXP|24VULN|36DMG|5aDUR|7MBVNT|8LIT|9RCR
290	14334 21111	1	   	234.66	DCR|3VULN|1DMG|1DUR|1CDMG	1BEXP|245VULN|3DMG|6ERES|7CDMG|8RCR|9LEGI|aDUR
291	13533 13132	7	 * 	234.65	ACR|4VULN|2DUR|2CDMG	148BEXP|2RCR|34DUR|48BPWR|568aVULN|78CDMG|9LIT
292	13531 51422	6	   	234.55	ACR|4VULN|2DUR|1DMG	14BEXP|2RCR|34DUR|4BPWR|5DMG|678aVULN|9LIT
293	13533 12422	7	   	234.55	ACR|4VULN|2DUR|1DMG	14BEXP|2RCR|34DUR|4BPWR|568aVULN|7DMG|9LIT
294	12333 34135	1	   	234.55	DCR|4VULN|1TLV|1ASPD|1SELL	1BEXP|2ASPD|3469VULN|5SELL|7TLV|8RCR|aRCVC
295	23211 62242	5	   	234.52	ACR|3VULN|3DUR|2DMG	147FEWX|2RCR|389VULN|58DMG|68aDUR|8BPWR
296	23511 52242	6	   	234.52	ACR|3VULN|3DUR|2DMG	147FEWX|2RCR|38aDUR|58DMG|689VULN|8BPWR
297	12333 32136	1	   	234.45	DCR|4VULN|1TLV|1ASPD|1SELL	1BEXP|2ASPD|3469VULN|5SELL|7ERES|8RCR|aTLV
298	12333 34132	1	   	234.45	DCR|4VULN|1TLV|1ASPD|1SELL	1BEXP|2ASPD|3469VULN|5SELL|7TLV|8RCR|aDUST
299	12333 34133	1	   	234.45	DCR|4VULN|1TLV|1ASPD|1SELL	1BEXP|2ASPD|3469VULN|5SELL|7TLV|8RCR|aERES
300	12333 34162	1	   	234.45	DCR|4VULN|1TLV|1ASPD|1SELL	1BEXP|2ASPD|346aVULN|5SELL|7TLV|8RCR|9TBNT
301	22333 34162	1	   	234.45	DCR|4VULN|1TLV|1ASPD|1SELL	1FEWX|2ASPD|346aVULN|5SELL|7TLV|8RCR|9TBNT
302	13335 63632	2	   	234.42	ACR|3VULN|3DUR|2DMG	18BEXP|2RCR|35DMG|458VULN|58BPWR|68aDUR|7MBVNT|9ERES
303	14333 36134	1	   	234.24	DCR|3VULN|2ASPD|1DMG|1SELL	1BEXP|246VULN|3DMG|5SELL|79ASPD|8RCR|aLIT
304	24333 36134	1	   	234.24	DCR|3VULN|2ASPD|1DMG|1SELL	1FEWX|246VULN|3DMG|5SELL|79ASPD|8RCR|aLIT
305	25615 21121	6	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1FEWX|2RPLT|367VULN|4DUR|5CDMG|8LIT|9RCR|aASPD
306	54313 11122	10	   	234.11	DCR|3VULN|1DUR|1CDMG|1ASPD	1RMIN|2CDMG|37aVULN|4LIT|5ASPD|6BEXP|8RCR|9DUR
307	54313 31122	10	   	234.01	DCR|3VULN|1DUR|1CDMG|1ASPD	1RMIN|2CDMG|37aVULN|4LIT|5ASPD|6DUST|8RCR|9DUR
308	13335 21415	2	   	233.66	ACR|4VULN|2DMG|1ASPD|1AART	1BEXP|2RCR|35DMG|4578VULN|5BPWR|6LWND|9ASPD|aAART
309	13335 31415	2	   	233.66	ACR|4VULN|2DMG|1ASPD|1AART	1BEXP|2RCR|35DMG|4578VULN|5BPWR|6FEWX|9ASPD|aAART
310	23335 21415	2	   	233.66	ACR|4VULN|2DMG|1ASPD|1AART	1FEWX|2RCR|35DMG|4578VULN|5BPWR|6LWND|9ASPD|aAART
311	31235 32126	3	   	233.44	DCR|2VULN|2DUR|1DMG|1TLV	15ZMB|2DUST|3aDUR|45VULN|5BPWR|6DMG|7LIT|8TLV|9RCR
312	33214 11126	3	   	233.44	DCR|2VULN|2DUR|1DMG|1TLV	1ZMB|2DMG|3aDUR|4TLV|57VULN|6FEWX|8LIT|9RCR
313	13131 36151	7	   	233.36	ACR|3VULN|3DMG|1DUR|1ASPD	18BEXP|2RCR|3FEWX|48aVULN|5DUR|6ASPD|789DMG|8BPWR
314	23243 63322	10	   	233.36	ACR|3VULN|2DUR|1DMG|1TLV|1CDMG|1SELL	19FEWX|2RCR|379VULN|4TLV|5DMG|69DUR|8SELL|9BPWR|aCDMG
315	31241 51126	6	   	233.34	DCR|2VULN|2DUR|1DMG|1TLV	1ZMB|2DUST|3aDUR|4TLV|5DMG|67VULN|8LIT|9RCR
316	31243 12126	7	   	233.34	DCR|2VULN|2DUR|1DMG|1TLV	1ZMB|2DUST|3aDUR|4TLV|56VULN|7DMG|8LIT|9RCR
317	31335 32126	2	   	233.34	DCR|2VULN|2DUR|1DMG|1TLV	1ZMB|2DUST|34VULN|5aDUR|6DMG|7LIT|8TLV|9RCR
318	33211 52662	3	   	233.34	DCR|2VULN|2DUR|1DMG|1TLV	1ZMB|2DMG|36DUR|4TLV|5TBNT|7LIT|8aVULN|9RCR
319	13441 36121	7	   	233.26	ACR|3VULN|3DMG|1DUR|1ASPD	18BEXP|2RCR|3DUST|48aVULN|5DUR|6ASPD|789DMG|8BPWR
320	23335 61343	2	   	233.26	ACR|3VULN|3DMG|1DUR|1ASPD	18FEWX|2RCR|359DMG|457VULN|5BPWR|6DUR|aASPD
321	23431 36121	7	   	233.26	ACR|3VULN|3DMG|1DUR|1ASPD	18FEWX|2RCR|3DUST|48aVULN|5DUR|6ASPD|789DMG|8BPWR
322	12331 52631	1	   	233.20	DCR|2VULN|2DMG|2ASPD|1DUR	1aBEXP|2aASPD|34VULN|5TBNT|6DUR|7RPLT|8RCR|9aDMG|aBPWR
323	22331 52631	1	   	233.20	DCR|2VULN|2DMG|2ASPD|1DUR	1aFEWX|2aASPD|34VULN|5TBNT|6DUR|7RPLT|8RCR|9aDMG|aBPWR
324	22335 52332	1	   	233.20	DCR|2VULN|2DMG|2ASPD|1DUR	19FEWX|29ASPD|34VULN|5DUR|6BELT|79DMG|8MBVNT|9BPWR|aRCR
325	23243 12132	9	   	233.16	ACR|3VULN|3DMG|1TLV|1ASPD	1FEWX|2RCR|36aVULN|4TLV|579DMG|8ASPD
326	12326 32155	1	   	233.10	DCR|2VULN|2DMG|2ASPD|1TLV	18BEXP|26ASPD|37VULN|45DMG|9TLV|aRCR
327	33161 16125	9	   	233.10	DCR|2VULN|2DMG|2ASPD|1TLV	1ZMB|25DMG|3RMIN|46ASPD|78VULN|9TLV|aRCR
328	23243 63321	9	   	232.93	ACR|3VULN|3DUR|1DMG|1TLV|1SELL	19FEWX|2RCR|379VULN|4TLV|5DMG|69aDUR|8SELL|9BPWR
