0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33111 53164	3	 * 	288.53	DCR|4VULN|1DMG|2CDMG|1TLV|2LIT|1AART	1aLIT|235aVULN|4DMG|6AART|7RCR|8TLV|9aCDMG|aBPWR
168	32331 22113	10	   	260.66	DCR|3VULN|2DMG|1TLV|1CDMG	1LIT|2ERES|36DMG|4CDMG|59aVULN|7TLV|8RCR
169	32336 22113	10	   	260.66	DCR|3VULN|2DMG|1TLV|1CDMG	1LIT|2ERES|35DMG|4CDMG|69aVULN|7TLV|8RCR
170	21325 33521	1	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1LWND|258VULN|3CDMG|4ASPD|6DMG|79DUR|aRCR
171	21325 36221	1	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1LWND|257VULN|3CDMG|4ASPD|6DMG|89DUR|aRCR
172	25325 33521	2	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1LWND|258VULN|3CDMG|4ASPD|6DMG|79DUR|aRCR
173	25325 36221	2	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1LWND|257VULN|3CDMG|4ASPD|6DMG|89DUR|aRCR
174	33121 53513	4	   	260.37	DCR|4VULN|2ASPD|1CDMG|1AART	1LIT|2358VULN|4aASPD|6AART|7RCR|9CDMG
175	33131 53513	3	   	260.37	DCR|4VULN|2ASPD|1CDMG|1AART	1LIT|2358VULN|4aASPD|6AART|7RCR|9CDMG
176	33531 53513	2	   	260.37	DCR|4VULN|2ASPD|1CDMG|1AART	1LIT|2358VULN|4aASPD|6AART|7RCR|9CDMG
177	33114 22624	10	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1LIT|238VULN|45DUR|6DMG|7DMSP|9TLV|aRCR
178	35131 15215	10	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1LIT|27DUR|359VULN|4RPLT|6TLV|8RCR|aDMG
179	61325 33521	1	   	260.35	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1DUST|258VULN|3CDMG|4ASPD|6DMG|79DUR|aRCR
180	33123 55316	10	 * 	260.25	DCR|3VULN|3ASPD|1DMG|1DUR	1LIT|237VULN|48aASPD|5DUR|6RCR|9DMG
181	13223 53153	6	   	260.25	DCR|4VULN|2DMG|2LIT	129FEWX|29BPWR|347aVULN|59LIT|6RCR|89DMG
182	15123 53153	6	   	260.25	DCR|4VULN|2DMG|2LIT	139FEWX|247aVULN|59LIT|6RCR|89DMG|9BPWR
183	25261 21314	8	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2457VULN|3TLV|6DUR|8DMG|9BEXP|aRCR
184	25261 21324	8	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2457VULN|3TLV|6DUR|8DMG|9LHND|aRCR
185	25261 33314	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2456VULN|3TLV|7FEWX|8DMG|9DUR|aRCR
186	42152 23141	7	   	260.03	DCR|3VULN|3DUR|2ASPD|1AART	1AART|2DMSP|3RPLT|47aDUR|5MBVNT|67aVULN|7aBPWR|8aASPD|9RCR
187	42152 23541	8	   	260.03	DCR|3VULN|3DUR|2ASPD|1AART	1AART|2DMSP|3RPLT|47aDUR|5MBVNT|67aVULN|7aBPWR|8aASPD|9RCR
188	43152 23141	7	   	260.03	DCR|3VULN|3DUR|2ASPD|1AART	1AART|2RCVC|3RPLT|47aDUR|5MBVNT|67aVULN|7aBPWR|8aASPD|9RCR
189	43152 23541	8	   	260.03	DCR|3VULN|3DUR|2ASPD|1AART	1AART|2RCVC|3RPLT|47aDUR|5MBVNT|67aVULN|7aBPWR|8aASPD|9RCR
190	33144 11126	3	   	260.00	DCR|4VULN|3LIT|1DUR|1TLV	146LIT|2345VULN|4BPWR|7TLV|8LHND|9RCR|aDUR
191	25261 11314	9	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2457VULN|3TLV|6DUST|8DMG|9DUR|aRCR
192	33112 21152	6	   	259.91	DCR|4VULN|3DUR	1LIT|238aVULN|467DUR|5BELT|9RCR
193	33123 55352	10	   	259.86	DCR|4VULN|2ASPD|1DUR|2LIT	19LIT|237aVULN|48ASPD|5DUR|6RCR
194	33144 22622	3	   	259.86	DCR|4VULN|2ASPD|1DUR|2LIT	14LIT|2345VULN|4BPWR|67ASPD|8TBNT|9RCR|aDUR
195	33144 52122	3	   	259.86	DCR|4VULN|2ASPD|1DUR|2LIT	14LIT|2345VULN|4BPWR|6TBNT|78ASPD|9RCR|aDUR
196	25261 31421	9	   	259.58	DCR|5VULN|1TLV|1DUR	1LWND|24568VULN|3TLV|7RCVC|9RCR|aDUR
197	33432 36613	5	   	259.48	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1AART	14LIT|249VULN|3AART|4BPWR|5ZMB|6TLV|7RCR|8DMG|aCDMG
198	33433 13542	5	   	259.48	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1AART	14LIT|248VULN|3AART|4BPWR|5RCVC|6DMG|7RCR|9TLV|aCDMG
199	33434 13113	5	   	259.48	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1AART	14LIT|245VULN|3AART|4BPWR|6DMG|7RCR|8TLV|9ZMB|aCDMG
200	33434 13162	5	   	259.48	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1AART	14LIT|245VULN|3AART|4BPWR|6DMG|7RCR|8TLV|9CDMG|aRPLT
201	52223 23143	7	   	259.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1CGEN|2TLV|349VULN|5LIT|6DMG|7CDMG|8DUR|aRCR
202	52223 23513	9	   	259.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1CGEN|2TLV|349VULN|5LIT|6DMG|7CDMG|8DUR|aRCR
203	52223 23543	8	   	259.42	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1CGEN|2TLV|349VULN|5LIT|6DMG|7CDMG|8DUR|aRCR
204	33431 53143	9	   	259.41	DCR|4VULN|1DUR|2LIT|1ASPD|1AART	14LIT|248aVULN|3AART|4BPWR|5DUR|6MLV|7ASPD|9RCR
205	33434 13143	5	   	259.38	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1AART	14LIT|245VULN|3AART|4BPWR|6DMG|7RCR|8TLV|9ERES|aCDMG
206	33434 13161	5	   	259.38	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1AART	14LIT|245VULN|3AART|4BPWR|6DMG|7RCR|8TLV|9CDMG|aLEGI
207	33434 13163	5	   	259.38	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1AART	14LIT|245VULN|3AART|4BPWR|6DMG|7RCR|8TLV|9CDMG|aBBNT
208	33111 53313	3	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2359VULN|4DMG|6AART|7RCR|8FEWX|aCDMG
209	33111 53512	3	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9CDMG|aCGEN
210	33111 53514	3	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9CDMG|aRMIN
211	33111 53552	3	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9CGEN|aCDMG
212	33511 53313	2	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2359VULN|4DMG|6AART|7RCR|8FEWX|aCDMG
213	33511 53512	2	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9CDMG|aCGEN
214	33111 53511	3	   	259.12	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9CDMG|aTBNT
215	33111 53516	3	   	259.12	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9CDMG|aDUST
216	33111 53532	3	   	259.12	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9ERES|aCDMG
217	33111 53563	3	   	259.12	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9DUST|aCDMG
218	33511 53511	2	   	259.12	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9CDMG|aTBNT
219	33511 53532	2	   	259.12	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9ERES|aCDMG
220	33513 53422	6	   	258.85	DCR|2VULN|3DMG|1TLV|1DUR|2LIT	18LIT|28VULN|3TLV|4DMSP|5DUR|6RCR|78aDMG|8BPWR|9RCVC
221	33113 23151	6	   	258.79	ACR|4VULN|2DMG|2DUR|2LIT	19LIT|2367VULN|49DUR|5RCR|89DMG|9BPWR|aCGEN
222	33113 23152	6	   	258.79	ACR|4VULN|2DMG|2DUR|2LIT	19LIT|2367VULN|49DUR|5RCR|89DMG|9BPWR|aLHND
223	33113 23154	6	   	258.79	ACR|4VULN|2DMG|2DUR|2LIT	19LIT|2367VULN|49DUR|5RCR|89DMG|9BPWR|aFEWX
224	33133 53423	6	   	258.76	DCR|3VULN|2DMG|3LIT|1DUR	18aLIT|238VULN|4ERES|5DUR|6RCR|78DMG|8BPWR|9RCVC
225	33133 53442	6	   	258.76	DCR|3VULN|2DMG|3LIT|1DUR	189LIT|238VULN|4ERES|5DUR|6RCR|78DMG|8BPWR|aBELT
226	33133 53453	6	   	258.76	DCR|3VULN|2DMG|3LIT|1DUR	18aLIT|238VULN|4ERES|5DUR|6RCR|78DMG|8BPWR|9DMSP
227	33143 36124	5	   	258.71	DCR|4VULN|2CDMG|1DUR|2LIT	19LIT|2369VULN|4ZMB|5DUR|7TBNT|89CDMG|9BPWR|aRCR
228	33113 23153	6	   	258.69	ACR|4VULN|2DMG|2DUR|2LIT	19LIT|2367VULN|49DUR|5RCR|89DMG|9BPWR|aBBNT
