0	Index      	Bounty	 *	Score 	Summary	Detail	
1	56124 33333	8	 * 	281.32	DCR|4VULN|3DUR|1DMG|1AART	16aDUR|2357VULN|4AART|8DMG|9RCR
167	53118 21327	3	   	255.66	DCR|3VULN|2DUR|1DMG|2CDMG	18DUR|2MBVNT|348VULN|5BBNT|6RCR|78CDMG|8BPWR|9DMG|aTBNT
168	53118 21381	3	   	255.66	DCR|3VULN|2DUR|1DMG|2CDMG	18DUR|2MBVNT|348VULN|5BBNT|6RCR|78CDMG|8BPWR|9TBNT|aDMG
169	53218 21326	2	   	255.66	DCR|3VULN|2DUR|1DMG|2CDMG	18DUR|2MBVNT|35DUST|458VULN|58BPWR|68CDMG|7BBNT|9DMG|aRCR
170	22363 32152	10	 * 	255.55	DCR|2VULN|3DMG|3DUR	1LEGI|249DMG|34LWND|49BPWR|579DUR|6BELT|89VULN|aRCR
171	53832 63433	9	   	255.39	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	19DUR|2MBVNT|3TLV|479VULN|5AART|6RCR|89FEWX|9BPWR|aCDMG
172	22263 32152	10	   	255.35	DCR|2VULN|3DMG|3DUR	1LEGI|249DMG|34DUST|49BPWR|579DUR|6BELT|89VULN|aRCR
173	22332 52423	6	   	255.35	DCR|2VULN|3DMG|3DUR	1LEGI|29aDMG|3LWND|49VULN|589DUR|6RCR|7TBNT|9BPWR
174	56141 21113	3	   	255.24	DCR|3VULN|2DUR|2LIT|1CDMG|1ASPD	1aDUR|237VULN|4CDMG|56LIT|8RCR|9ASPD
175	56141 21123	3	   	255.24	DCR|3VULN|2DUR|2LIT|1CDMG|1ASPD	19DUR|237VULN|4CDMG|56LIT|8RCR|aASPD
176	53146 24241	10	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	16DUR|2MBVNT|359VULN|4CDMG|7TLV|8RCR|aAART
177	55121 11133	3	   	255.15	DCR|3VULN|2DMG|1TLV|1DUR	1DUR|26DMG|3TLV|4MLV|56aVULN|6BPWR|7BEXP|8CGEN|9RCR
178	55141 11133	4	   	255.15	DCR|3VULN|2DMG|1TLV|1DUR	1DUR|26DMG|3TLV|4MLV|56aVULN|6BPWR|7BEXP|8CGEN|9RCR
179	51111 36153	4	   	255.02	DCR|3VULN|3DUR|2LIT|1ASPD	147DUR|2LWND|367VULN|57LIT|7BPWR|8RPLT|9RCR|aASPD
180	51131 36153	4	   	255.02	DCR|3VULN|3DUR|2LIT|1ASPD	157DUR|2LWND|367VULN|47LIT|7BPWR|8RPLT|9RCR|aASPD
181	53832 63223	6	   	254.97	DCR|3VULN|3DUR|1TLV|1AART	19aDUR|2MBVNT|3TLV|479VULN|5AART|6RCR|89CGEN|9BPWR
182	53832 63223	7	   	254.97	DCR|3VULN|3DUR|1TLV|1AART	19aDUR|2MBVNT|3TLV|479VULN|5AART|6RCR|89CGEN|9BPWR
183	53832 63223	8	   	254.97	DCR|3VULN|3DUR|1TLV|1AART	19aDUR|2MBVNT|3TLV|479VULN|5AART|6RCR|89CGEN|9BPWR
184	53142 24612	6	 * 	254.95	DCR|2VULN|2DUR|3CDMG|2TLV|1DMG	17DUR|2MBVNT|39VULN|478CDMG|57TLV|6RCR|7BPWR|aDMG
185	46122 52441	10	   	254.95	DCR|4VULN|2DMG|1AART	18FEWX|2389VULN|4AART|58DMG|6MBVNT|7RPLT|8BPWR|aRCR
186	25133 34132	9	   	254.95	DCR|4VULN|2DMG|1AART	1LEGI|245FEWX|357aVULN|5aBPWR|6aDMG|8RCR|9AART
187	43133 62632	9	   	254.95	DCR|4VULN|2DMG|1AART	145FEWX|2MBVNT|358aVULN|5aBPWR|6RCR|7aDMG|9AART
188	43133 66232	9	   	254.95	DCR|4VULN|2DMG|1AART	145FEWX|2MBVNT|357aVULN|57aBPWR|6RCR|8aDMG|9AART
189	56111 31112	3	   	254.86	DCR|3VULN|2DUR|1DMG|1ASPD|1SELL	16DUR|237VULN|4SELL|5LIT|8RCR|9ASPD|aDMG
190	56332 62213	7	   	254.52	DCR|4VULN|2DUR|1TLV	16DUR|247aVULN|3ERES|5LHND|8RCR|9TLV
191	56163 11111	6	   	254.42	DCR|4VULN|2DUR|1TLV	15DUR|2378VULN|4TLV|69ERES|aRCR
192	56163 32111	7	   	254.42	DCR|4VULN|2DUR|1TLV	15DUR|2368VULN|4TLV|79ERES|aRCR
193	56333 22454	10	   	254.42	DCR|4VULN|2DUR|1TLV	15DUR|2478VULN|3ERES|6MBVNT|9RCR|aTLV
194	56333 41111	6	   	254.42	DCR|4VULN|2DUR|1TLV	15DUR|2478VULN|39ERES|6TLV|aRCR
195	53146 24244	9	   	253.84	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2MBVNT|359VULN|4CDMG|7TLV|8RCR|aLIT
196	53146 24248	10	   	253.84	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2MBVNT|359VULN|4CDMG|7TLV|8RCR|aLIT
197	56136 23332	8	   	253.76	DCR|3VULN|2DUR|1DMG|1AART	15DUR|237VULN|4RCVC|6AART|8DMG|9RCR|aLIT
198	56224 33332	8	   	253.76	DCR|3VULN|2DUR|1DMG|1AART	16DUR|257VULN|3RCVC|4AART|8DMG|9RCR|aLIT
199	53146 14247	10	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1DUR|2MBVNT|359aVULN|4CDMG|6DMSP|7TLV|8RCR
200	43133 23723	8	   	253.43	DCR|4VULN|2DUR|2LIT	145FEWX|2MBVNT|359aVULN|5aBPWR|6aLIT|7RCR|8aDUR
201	43133 46133	8	   	253.43	DCR|4VULN|2DUR|2LIT	145FEWX|2MBVNT|356aVULN|5aBPWR|7aDUR|8aLIT|9RCR
202	43133 46333	7	   	253.43	DCR|4VULN|2DUR|2LIT	145FEWX|2MBVNT|356aVULN|5aBPWR|7aDUR|8aLIT|9RCR
203	53112 66143	8	   	253.41	DCR|3VULN|3DUR|1TLV	145DUR|2MBVNT|37aVULN|6RCR|7BPWR|8LIT|9TLV
204	53112 66343	7	   	253.41	DCR|3VULN|3DUR|1TLV	145DUR|2MBVNT|37aVULN|6RCR|7BPWR|8LIT|9TLV
205	22234 65131	7	   	253.38	DCR|3VULN|2DMG|2DUR	1LEGI|27DMG|3DUST|457VULN|67DUR|7BPWR|8CGEN|9RCR|aDMSP
206	22234 65132	7	   	253.38	DCR|3VULN|2DMG|2DUR	1LEGI|27DMG|3DUST|457VULN|67DUR|7BPWR|8CGEN|9RCR|aFEWX
207	22234 65233	9	   	253.38	DCR|3VULN|2DMG|2DUR	1LEGI|27DMG|3DUST|457VULN|67DUR|7BPWR|8RCVC|9RMIN|aRCR
208	53113 33181	3	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|349VULN|5CGEN|6DUST|79DMG|8RCR|9BPWR|aDMSP
209	53113 33182	3	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|349VULN|5CGEN|6DUST|79DMG|8RCR|9BPWR|aFEWX
210	53113 33186	3	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|349VULN|5CGEN|6DUST|79DMG|8RCR|9BPWR|aLWND
211	53121 33183	3	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|39aVULN|45CGEN|6DUST|79DMG|8RCR|9BPWR
212	53124 62448	9	   	253.38	DCR|3VULN|2DMG|2DUR	1aDUR|2MBVNT|38aVULN|49LHND|5ERES|6RCR|7aDMG|aBPWR
213	53152 42383	7	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|39aVULN|4DUST|5DMSP|6CGEN|7RCR|89DMG|9BPWR
214	53152 42483	8	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|39aVULN|4DUST|5DMSP|6CGEN|7RCR|89DMG|9BPWR
215	53152 43183	6	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|39aVULN|4DUST|5DMSP|6CGEN|79DMG|8RCR|9BPWR
216	53153 13183	4	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|39aVULN|4DUST|5CGEN|6RCVC|79DMG|8RCR|9BPWR
217	53813 33181	2	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|349VULN|5CGEN|6DUST|79DMG|8RCR|9BPWR|aDMSP
218	53813 33182	2	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|349VULN|5CGEN|6DUST|79DMG|8RCR|9BPWR|aFEWX
219	53821 33183	2	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|39aVULN|45CGEN|6DUST|79DMG|8RCR|9BPWR
220	56122 23226	6	   	253.33	DCR|3VULN|2DUR|1DMG|2AART	19DUR|239VULN|4aAART|5DMG|6DUST|7RCR|89CGEN|9BPWR
221	22232 25133	7	   	253.28	DCR|3VULN|2DMG|2DUR	1LEGI|27DMG|36DUST|47aVULN|57DUR|7BPWR|8CGEN|9RCR
222	22232 25435	9	   	253.28	DCR|3VULN|2DMG|2DUR	1LEGI|27DMG|36DUST|47aVULN|57DUR|7BPWR|8LWND|9RCR
223	22234 65331	7	   	253.28	DCR|3VULN|2DMG|2DUR|1NUKE	1LEGI|27DMG|3DUST|457VULN|67DUR|7BPWR|8NUKE|9RCR|aDMSP
224	22234 65332	7	   	253.28	DCR|3VULN|2DMG|2DUR|1NUKE	1LEGI|27DMG|3DUST|457VULN|67DUR|7BPWR|8NUKE|9RCR|aFEWX
225	53113 33188	3	   	253.28	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|349VULN|5CGEN|6aDUST|79DMG|8RCR|9BPWR
226	53112 31366	6	   	253.25	DCR|2VULN|3DUR|2DMG|1CDMG	145DUR|2MBVNT|39VULN|68DMG|7CDMG|aRCR
227	53112 33366	7	   	253.25	DCR|2VULN|3DUR|2DMG|1CDMG	145DUR|2MBVNT|39VULN|68DMG|7CDMG|aRCR
228	53141 14366	4	   	253.25	DCR|2VULN|3DUR|2DMG|1CDMG	167DUR|2MBVNT|39VULN|4CDMG|58DMG|aRCR
229	22234 65333	7	   	253.18	DCR|3VULN|2DMG|2DUR|1NUKE	1LEGI|27DMG|3DUST|457VULN|67DUR|7BPWR|8NUKE|9RCR|aERES
230	53113 33184	3	   	253.14	DCR|3VULN|2DMG|2DUR|1SELL	19DUR|2MBVNT|349VULN|5CGEN|6DUST|79DMG|8RCR|9BPWR|aSELL
231	53813 33184	2	   	253.14	DCR|3VULN|2DMG|2DUR|1SELL	19DUR|2MBVNT|349VULN|5CGEN|6DUST|79DMG|8RCR|9BPWR|aSELL
232	53115 21361	4	   	253.08	DCR|2VULN|3DUR|1DMG|2CDMG|1ASPD	148DUR|2MBVNT|38VULN|5TBNT|6RCR|78CDMG|8BPWR|9ASPD|aDMG
233	53118 21361	4	   	253.08	DCR|2VULN|3DUR|1DMG|2CDMG|1ASPD	148DUR|2MBVNT|38VULN|5BBNT|6RCR|78CDMG|8BPWR|9ASPD|aDMG
234	53135 21361	3	   	253.08	DCR|2VULN|3DUR|1DMG|2CDMG|1ASPD	148DUR|2MBVNT|38VULN|5TBNT|6RCR|78CDMG|8BPWR|9ASPD|aDMG
235	53138 21361	3	   	253.08	DCR|2VULN|3DUR|1DMG|2CDMG|1ASPD	148DUR|2MBVNT|38VULN|5BBNT|6RCR|78CDMG|8BPWR|9ASPD|aDMG
236	51153 26322	6	   	252.79	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1DUR|2LWND|39VULN|4CDMG|57DMG|6RCR|8TLV|aASPD
237	53832 63434	9	   	252.75	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	19DUR|2MBVNT|3TLV|479VULN|5AART|6RCR|89FEWX|9BPWR|aASPD
238	53142 24325	6	 * 	252.71	DCR|3DUR|1VULN|2DMG|3CDMG|3TLV	17aDUR|2MBVNT|3VULN|47aCDMG|578TLV|6RCR|7aBPWR|9aDMG
239	34513 41231	3	   	252.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	147CGEN|24VULN|3AART|47BPWR|57DMG|67DUR|8TLV|9RCR|aMLV
240	34513 41232	3	   	252.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	147CGEN|24VULN|3AART|47BPWR|57DMG|67DUR|8TLV|9RCR|aLHND
241	34513 41233	3	   	252.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	147aCGEN|24VULN|3AART|47BPWR|57DMG|67DUR|8TLV|9RCR
242	34533 41231	4	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17CGEN|24VULN|3AART|57DMG|67DUR|7BPWR|8TLV|9RCR|aMLV
243	34533 41232	4	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17CGEN|24VULN|3AART|57DMG|67DUR|7BPWR|8TLV|9RCR|aLHND
244	34533 41233	4	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17aCGEN|24VULN|3AART|57DMG|67DUR|7BPWR|8TLV|9RCR
245	56122 61231	6	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|23VULN|4AART|57DMG|67CGEN|7BPWR|8TLV|9RCR|aMLV
246	56122 61231	5	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|23VULN|4AART|57DMG|67CGEN|7BPWR|8TLV|9RCR|aMLV
247	56122 61232	5	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|23VULN|4AART|57DMG|67CGEN|7BPWR|8TLV|9RCR|aLHND
248	56122 61232	6	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|23VULN|4AART|57DMG|67CGEN|7BPWR|8TLV|9RCR|aLHND
249	56122 61233	5	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|23VULN|4AART|57DMG|67aCGEN|7BPWR|8TLV|9RCR
250	56122 61233	6	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|23VULN|4AART|57DMG|67aCGEN|7BPWR|8TLV|9RCR
251	52122 23231	6	   	252.39	DCR|2VULN|2DMG|2DUR|1TLV|1NUKE|1AART	1aDUR|2NUKE|3TLV|4AART|5aDMG|6DUST|7RCR|8CGEN|9aVULN|aBPWR
252	52122 23541	6	   	252.39	DCR|2VULN|2DMG|2DUR|1TLV|1NUKE|1AART	1aDUR|2NUKE|3TLV|4AART|5aDMG|6DUST|7RCR|8MLV|9aVULN|aBPWR
253	51153 21152	10	   	252.36	DCR|2VULN|2DUR|2TLV|1DMG|1CDMG|1AART	1aDUR|2LWND|3aVULN|4CDMG|5DMG|6RCR|7RCVC|8AART|9aTLV|aBPWR
254	22232 25534	8	   	252.29	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1LEGI|27DMG|36DUST|47VULN|57DUR|7BPWR|8TLV|9RCR|aAART
255	53141 44264	10	   	252.25	DCR|3VULN|2DMG|1DUR|1CDMG	1DUR|2MBVNT|367VULN|4CDMG|5DUST|89DMG|aRCR
256	53834 22431	7	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	1aDUR|2MBVNT|3TLV|47aVULN|56DMSP|8RCR|9aCDMG|aBPWR
257	53838 22431	7	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	1aDUR|2MBVNT|3TLV|47aVULN|5RCVC|6DMSP|8RCR|9aCDMG|aBPWR
258	55334 11331	9	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	18DUR|2DMG|3LWND|457VULN|6CGEN|9RCR|aTLV
259	46153 21133	10	   	252.02	DCR|4VULN|2DUR|1CDMG	15FEWX|2357VULN|4LEGI|5BPWR|69DUR|8CDMG|aRCR
260	53115 21361	3	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	18DUR|2MBVNT|348VULN|5TBNT|6RCR|78CDMG|8BPWR|9LHND|aTLV
261	53118 21361	3	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	18DUR|2MBVNT|348VULN|5BBNT|6RCR|78CDMG|8BPWR|9LHND|aTLV
262	56332 62221	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	16DUR|247VULN|3ERES|5LHND|8RCR|9DMG|aTLV
263	53146 22445	8	   	251.92	DCR|4VULN|2DUR|1CDMG	16DUR|2MBVNT|3589VULN|4CDMG|7RPLT|aRCR
264	53148 24347	10	   	251.92	DCR|4VULN|2DUR|1CDMG	18DUR|2MBVNT|379aVULN|4CDMG|5MLV|6RCR
265	53142 23456	5	   	251.91	DCR|2VULN|3DUR|3LIT|1TLV|1CDMG	189DUR|2MBVNT|39VULN|4CDMG|5TLV|69aLIT|7RCR|9BPWR
266	53146 24263	10	   	251.91	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG	16aDUR|2MBVNT|35VULN|4CDMG|7TLV|8RCR|9DMG
267	53146 24244	10	   	251.85	DCR|3VULN|2DUR|2CDMG|1TLV	16DUR|2MBVNT|359VULN|4aCDMG|7TLV|8RCR
268	53141 48473	10	   	251.82	DCR|4VULN|2DUR|1CDMG	1aDUR|2MBVNT|3689VULN|4CDMG|5DUST|7RCR
269	53226 34225	7	   	251.74	DCR|2VULN|3DUR|2TLV|2CDMG|1AART	138DUR|2MBVNT|4AART|5aCDMG|6aVULN|7aTLV|9RCR|aBPWR
270	53112 42774	9	   	251.60	DCR|4VULN|3DUR	145DUR|2MBVNT|368aVULN|78MLV|8BPWR|9RCR
271	53112 43475	6	   	251.40	DCR|4VULN|3DUR	145DUR|2MBVNT|3689VULN|7DLOT|aRCR
272	51153 25222	8	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	17DUR|27LWND|39VULN|4CDMG|57DMG|6RCR|7BPWR|8ZMB|aASPD
