0	Index      	 *	Score 	Summary	Detail	
1	23531 34215	 * 	204.55	ACR|3DMG|2VULN|1AART|2CDMG	1RCR|2BELT|3aLHND|46aDMG|56VULN|6aBPWR|7LIT|8aCDMG|9AART
165	42214 13215	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9VULN|aCGEN
166	42214 13221	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9RMIN|aVULN
167	42214 13231	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9CGEN|aVULN
168	42214 13252	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9BEXP|aVULN
169	42214 13422	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8VULN|9LEGI|aFEWX
170	42214 13511	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8DMSP|9DUST|aVULN
171	42214 13611	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8ERES|9VULN|aFEWX
172	42214 13612	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8ERES|9VULN|aLIT
173	42214 13613	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8ERES|9VULN|aLHND
174	42214 13621	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8ERES|9RMIN|aVULN
175	42214 13631	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8ERES|9CGEN|aVULN
176	23231 31233	 * 	181.62	ACR|4VULN|2DMG|1ASPD	1RCR|2BELT|3FEWX|46DMG|569aVULN|6BPWR|7MLV|8ASPD
177	23531 31233	   	181.62	ACR|4VULN|2DMG|1ASPD	1RCR|2BELT|3LHND|46DMG|569aVULN|6BPWR|7MLV|8ASPD
178	25121 34173	   	181.58	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2RMIN|3CDMG|4MBVNT|56DMG|79VULN|8DMSP|aAART
179	42214 13214	   	181.55	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8aTLV|9VULN
180	42214 13261	   	181.55	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9ERES|aVULN
181	23231 35233	   	181.52	ACR|4VULN|2DMG|1ASPD	1RCR|2BELT|3FEWX|46DMG|569aVULN|6BPWR|7ERES|8ASPD
182	23231 36233	   	181.52	ACR|4VULN|2DMG|1ASPD	1RCR|2BELT|3FEWX|46DMG|569aVULN|6BPWR|7TLV|8ASPD
183	23531 35233	   	181.52	ACR|4VULN|2DMG|1ASPD	1RCR|2BELT|3LHND|46DMG|569aVULN|6BPWR|7ERES|8ASPD
184	23531 36233	   	181.52	ACR|4VULN|2DMG|1ASPD	1RCR|2BELT|3LHND|46DMG|569aVULN|6BPWR|7TLV|8ASPD
185	42214 33224	   	181.50	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|89MLV|aVULN
186	42214 33234	   	181.50	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8MLV|9RCVC|aVULN
187	42214 33433	   	181.50	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8LHND|9BELT|aVULN
188	23461 25113	   	181.42	ACR|4VULN|2DMG|1DUR	1RCR|2BELT|37ERES|4579VULN|67DMG|7BPWR|8DUST|aDUR
189	42214 33141	 * 	181.40	ACR|3DMG|1AART|2CDMG|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|89CDMG|aRPLT
190	42214 33142	 * 	181.40	ACR|3DMG|1AART|2CDMG|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|89CDMG|aLHND
191	42214 33143	 * 	181.40	ACR|3DMG|1AART|2CDMG|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|89CDMG|aLWND
192	42214 33316	   	181.40	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8DUST|9LHND|aVULN
193	42214 33326	   	181.40	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8DUST|9LWND|aVULN
194	42214 15113	   	181.40	ACR|3DMG|1VULN|3DUR|1CDMG|1ZMB	145DUR|2RCR|345DMG|45BPWR|6MLV|7ZMB|8CDMG|9DMSP|aVULN
195	42212 23362	   	181.37	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|349DMG|49BPWR|6RMIN|79VULN|89CGEN|aASPD
196	42212 11156	   	181.30	ACR|3DMG|1VULN|3DUR|1CDMG|1ZMB	145DUR|2RCR|347DMG|4BPWR|6VULN|8CDMG|9LWND|aZMB
197	42212 12246	   	181.30	ACR|3DMG|1VULN|3DUR|1CDMG|1ZMB	145DUR|2RCR|349DMG|4BPWR|6VULN|7CDMG|8FEWX|aZMB
198	42214 12242	   	181.27	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|345DMG|45BPWR|6MLV|7CGEN|89VULN|aASPD
199	42214 23342	   	181.27	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|345DMG|45BPWR|6LHND|79VULN|8DMSP|aASPD
200	23231 34235	 * 	181.17	ACR|3VULN|2DMG|1CDMG|1DUR	1RCR|2BELT|3FEWX|46DMG|56aVULN|6BPWR|7LIT|8CDMG|9DUR
201	42212 11222	   	181.17	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|347DMG|4BPWR|68VULN|9LWND|aASPD
202	42212 11252	   	181.17	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|347DMG|4BPWR|68VULN|9BEXP|aASPD
203	42212 11262	   	181.17	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|347DMG|4BPWR|68VULN|9FEWX|aASPD
204	42212 11342	   	181.17	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|347DMG|4BPWR|69VULN|8FEWX|aASPD
205	42212 11542	   	181.17	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|347DMG|4BPWR|69VULN|8LHND|aASPD
206	42212 61242	   	181.17	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|347DMG|4BPWR|6BEXP|89VULN|aASPD
207	42212 23662	   	181.17	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|349DMG|49BPWR|6RMIN|79VULN|89ERES|aASPD
208	42214 11242	   	181.17	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|345DMG|45BPWR|6MLV|7ERES|89VULN|aASPD
209	42214 21153	   	181.15	ACR|3DMG|1VULN|3DUR|1CDMG|1ZMB|1SELL	145DUR|2RCR|345DMG|45BPWR|6LHND|7ZMB|8SELL|9CDMG|aVULN
210	42212 11212	   	181.07	ACR|3DMG|2VULN|3DUR|1ASPD	145DUR|2RCR|347DMG|4BPWR|68VULN|9DUST|aASPD
211	42216 35133	   	180.97	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	14DUR|2RCR|34DMG|4BPWR|5CDMG|6CGEN|7VULN|8DMSP|9ASPD|aAART
212	22516 33611	   	180.93	ACR|3VULN|1AART|2CDMG|2DUR	1RCR|248aCGEN|34DUR|48BPWR|58CDMG|6AART|789VULN
213	22516 33612	   	180.93	ACR|3VULN|1AART|2CDMG|2DUR	1RCR|248CGEN|34DUR|48BPWR|58CDMG|6AART|789VULN|aLHND
214	23531 33113	   	180.93	ACR|3DMG|2VULN|1CDMG|1DUR|1SELL	1RCR|2BELT|3LHND|46aDMG|56VULN|6BPWR|7SELL|8DUR|9CDMG
215	23531 33252	 * 	180.93	ACR|3VULN|2DMG|1FLTHEA|1ASPD|1SELL	1RCR|2BELT|3LHND|46DMG|569VULN|6BPWR|7SELL|8FLTHEA|aASPD
216	23531 33313	   	180.93	ACR|3VULN|2DMG|1CDMG|1DUR|1SELL	1RCR|2BELT|3LHND|46DMG|569VULN|6BPWR|7SELL|8CDMG|aDUR
217	22332 51245	 * 	180.80	ACR|4VULN|1AART|1DMG	1RCR|2CGEN|367aVULN|4DMG|5RCVC|8RPLT|9AART
218	42212 13643	   	180.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|34aDMG|4aBPWR|6VULN|7aLWND|8aFEWX|9AART
219	23231 34262	   	180.55	ACR|3DMG|2VULN|2CDMG	1RCR|2BELT|3FEWX|46aDMG|56VULN|6BPWR|7LIT|89CDMG
220	23231 34265	 * 	180.55	ACR|3VULN|2DMG|2CDMG	1RCR|2BELT|3FEWX|46DMG|56aVULN|6BPWR|7LIT|89CDMG
221	23531 34262	   	180.55	ACR|3DMG|2VULN|2CDMG	1RCR|2BELT|3LHND|46aDMG|56VULN|6BPWR|7LIT|89CDMG
222	22336 63134	   	180.45	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|28CGEN|368VULN|4DMG|5BASICY|78FEWX|8BPWR|9AART|aCDMG
223	22336 33361	 * 	180.40	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1RCR|2CGEN|3VULN|4DMG|5BASICY|6AART|7DUR|8CDMG|9FLTHEA|aZMB
224	42212 33113	   	180.37	ACR|2VULN|2DMG|3DUR|2ZMB|1ASPD	145DUR|2RCR|34DMG|4BPWR|69ZMB|7aVULN|8ASPD
225	24531 22325	   	180.37	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RCR|2LIT|3VULN|4CDMG|5DUR|6AART|7ASPD|8MLV|9aDMG
226	42213 32131	   	180.37	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7DMSP|8LHND|9aVULN
227	42213 32525	   	180.37	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7DMSP|8MLV|9aVULN
228	42213 33325	   	180.37	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|78RMIN|9aVULN
229	42213 33631	   	180.37	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7RMIN|8MLV|9aVULN
230	42213 36121	   	180.37	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7aVULN|8CGEN|9RPLT
231	42213 36141	   	180.37	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7aVULN|8CGEN|9RMIN
232	42213 36221	   	180.37	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|58BEXP|6AART|7aVULN|9LWND
233	22332 51246	   	180.35	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2CGEN|367VULN|4DMG|5RCVC|8RPLT|9AART|aCDMG
234	42213 35431	   	180.33	ACR|3DMG|1AART|3DUR|1ZMB|1ASPD	149DUR|2RCR|349DMG|49BPWR|5BEXP|6AART|7ZMB|89FEWX|aASPD
235	42214 31311	   	180.30	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7MLV|8VULN|9AART|aRCVC
236	42214 31316	   	180.30	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7MLV|8VULN|9AART|aLWND
237	23531 33342	   	180.30	ACR|3DMG|2VULN|2CDMG|1SELL	1RCR|2BELT|3LHND|469DMG|56VULN|6BPWR|7SELL|8aCDMG
238	42213 31331	   	180.27	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7TLV|8RMIN|9aVULN
239	42213 32631	   	180.27	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7DMSP|8DUST|9aVULN
240	42213 34223	   	180.27	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7ERES|8LIT|9aVULN
241	42213 36215	   	180.27	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|58BEXP|6AART|7aVULN|9ERES
242	42213 36235	   	180.27	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|58BEXP|6AART|7aVULN|9TLV
243	22336 62134	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|28CGEN|368VULN|4DMG|5BASICY|78DUST|8BPWR|9AART|aCDMG
244	42214 31313	   	180.20	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7MLV|8VULN|9AART|aLEGI
245	42214 31315	   	180.20	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7MLV|8VULN|9AART|aDUST
246	42214 36311	   	180.20	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7TLV|8VULN|9AART|aRCVC
247	42213 31131	   	180.17	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7TLV|8ERES|9aVULN
248	42213 34125	   	180.17	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|78ERES|9aVULN
249	25121 33481	   	180.15	ACR|3DMG|1AART|1VULN|1CDMG	1RCR|2RMIN|3CDMG|4MBVNT|568DMG|7DUST|9AART|aVULN
250	42214 36313	   	180.10	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7TLV|8VULN|9AART|aLEGI
251	42214 13326	 * 	180.07	ACR|3DMG|2AART|3DUR|1ASPD	145DUR|2RCR|345DMG|45BPWR|6MLV|7aAART|8ASPD|9RMIN
252	42214 13336	   	180.07	ACR|3DMG|2AART|3DUR|1ASPD	145DUR|2RCR|345DMG|45BPWR|6MLV|7aAART|8ASPD|9CGEN
253	42214 31314	   	180.06	ACR|3DMG|1AART|1VULN|3DUR|2SELL	145DUR|2RCR|345DMG|45BPWR|6aSELL|7MLV|8VULN|9AART
254	42216 53212	 * 	179.95	ACR|3DMG|1AART|2CDMG|3DUR	146DUR|2RCR|349DMG|49BPWR|59CDMG|789FEWX|aAART
255	42214 12211	   	179.95	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7CGEN|8VULN|9RMIN|aAART
256	42214 23311	   	179.95	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6LHND|7VULN|8DMSP|9RMIN|aAART
257	42214 23321	   	179.95	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6LHND|7VULN|8DMSP|9CGEN|aAART
258	42214 53311	   	179.95	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6LWND|7VULN|8DMSP|9RMIN|aAART
259	42214 53321	   	179.95	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6LWND|7VULN|8DMSP|9CGEN|aAART
260	42212 11316	   	179.85	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|347DMG|4BPWR|6VULN|8FEWX|9RMIN|aAART
261	42212 11321	   	179.85	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|347DMG|4BPWR|6VULN|8FEWX|9CGEN|aAART
262	42212 11354	   	179.85	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|347DMG|4BPWR|6VULN|8FEWX|9LWND|aAART
263	42212 11511	   	179.85	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|347DMG|4BPWR|6VULN|8LHND|9RMIN|aAART
264	42212 11521	   	179.85	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|347DMG|4BPWR|6VULN|8LHND|9CGEN|aAART
265	42212 61216	   	179.85	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|347DMG|4BPWR|6BEXP|8VULN|9RMIN|aAART
266	42212 61221	   	179.85	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|347DMG|4BPWR|6BEXP|8VULN|9CGEN|aAART
267	42214 11211	   	179.85	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7ERES|8VULN|9RMIN|aAART
268	42214 11221	   	179.85	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7ERES|8VULN|9CGEN|aAART
269	42214 23335	   	179.85	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6LHND|7VULN|8DMSP|9MBVNT|aAART
270	42212 11335	   	179.75	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|347DMG|4BPWR|6VULN|8FEWX|9MBVNT|aAART
271	42212 11535	   	179.75	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|347DMG|4BPWR|6VULN|8LHND|9MBVNT|aAART
272	42212 61235	   	179.75	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|347DMG|4BPWR|6BEXP|8VULN|9MBVNT|aAART
273	42216 42313	   	179.75	ACR|3DMG|1AART|2CDMG|3DUR	147DUR|2RCR|349DMG|47BPWR|57CDMG|67DUST|8CGEN|aAART
274	42214 11235	   	179.75	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7ERES|8VULN|9MBVNT|aAART
275	26336 31333	   	179.75	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2ERES|3aVULN|4DMG|5BASICY|6AART|7aBEXP|8ASPD|9aCDMG|aBPWR
276	24212 31521	   	179.74	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2LIT|3aAART|4CDMG|5BEXP|68VULN|7LHND|9DMG
277	24212 33521	   	179.74	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2LIT|3aAART|4CDMG|5BEXP|68VULN|7LWND|9DMG
278	23531 31152	   	179.74	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7MLV|8LWND|9AART|aZMB
279	42214 33351	   	179.73	ACR|3DMG|2AART|3DUR|1ASPD|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7aAART|8DUST|9ASPD
280	13234 21465	   	179.72	DCR|3DMG|2VULN|2ASPD|1ZMB	14ASPD|258DMG|3MBVNT|6RCR|79VULN|aZMB
281	22336 33324	   	179.65	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2CGEN|3aVULN|4DMG|5BASICY|6AART|7DUR|89CDMG
282	24213 31621	   	179.64	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2LIT|3aAART|4CDMG|5MBVNT|68VULN|7LHND|9DMG
283	24213 33621	   	179.64	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2LIT|3aAART|4CDMG|5MBVNT|68VULN|7LWND|9DMG
284	24213 51124	   	179.64	ACR|2AART|2DMG|1VULN|1CDMG	1RCR|2LIT|36AART|4CDMG|5MBVNT|7LWND|8VULN|9aDMG
285	24213 56124	   	179.64	ACR|2AART|2DMG|1VULN|1CDMG	1RCR|2LIT|36AART|4CDMG|5MBVNT|7LHND|8VULN|9aDMG
286	23531 31533	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7MLV|8CANSTR|9AART|aZMB
287	23531 35152	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7ERES|8LWND|9AART|aZMB
288	23531 36152	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7TLV|8LWND|9AART|aZMB
289	23461 61313	 * 	179.55	ACR|3VULN|1AART|1DMG|1FLTHEA	1RCR|2BELT|3ERES|457VULN|6FLTHEA|8LEGI|9DMG|aAART
290	23531 35533	   	179.54	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7ERES|8CANSTR|9AART|aZMB
291	23531 36533	   	179.54	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7TLV|8CANSTR|9AART|aZMB
292	25121 34715	   	179.40	ACR|3DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2RMIN|3CDMG|4MBVNT|569DMG|7VULN|8SELL|aAART
293	24213 34626	   	179.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LIT|3AART|4CDMG|5MBVNT|6VULN|7CGEN|8ZMB|9aDMG
294	24213 73126	   	179.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LIT|3AART|4CDMG|5MBVNT|6ZMB|7MLV|8VULN|9aDMG
295	24213 73236	   	179.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LIT|3AART|4CDMG|5MBVNT|6ZMB|7MLV|8aDMG|9VULN
296	24213 74126	   	179.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LIT|3AART|4CDMG|5MBVNT|6ZMB|7RMIN|8VULN|9aDMG
297	24213 74236	   	179.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LIT|3AART|4CDMG|5MBVNT|6ZMB|7RMIN|8aDMG|9VULN
298	24213 77122	   	179.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LIT|3AART|4CDMG|5MBVNT|6ZMB|79DMG|8VULN|aFEWX
299	24213 77123	   	179.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LIT|3AART|4CDMG|5MBVNT|6ZMB|79DMG|8VULN|aLWND
300	24265 22331	   	179.17	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LIT|3AART|4LHND|5MGNLIT|69VULN|7aDMG|8DUR
301	22526 31633	 * 	179.17	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1RCR|27CGEN|3DUR|4RPLT|57ASPD|67DMG|7BPWR|8CDMG|9aVULN
302	42213 51423	   	179.17	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6MLV|7LIT|8AART|9aVULN
303	24213 76232	   	179.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LIT|3AART|4CDMG|5MBVNT|6ZMB|7VENICY|8aDMG|9VULN
304	42216 52111	   	179.07	ACR|2VULN|2DMG|3DUR|1CDMG|1ASPD	146DUR|2RCR|34DMG|4BPWR|5CDMG|7BASICY|89VULN|aASPD
305	13273 44834	   	179.07	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB	17ASPD|27DMG|3MBVNT|4MLV|5ZMB|67VULN|7BPWR|8AART|9LWND|aRCR
306	13273 44874	   	179.07	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB	17ASPD|27DMG|3MBVNT|4MLV|5ZMB|67VULN|7BPWR|8AART|9BEXP|aRCR
307	42213 21423	   	179.07	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DMG|4BPWR|5BEXP|6ERES|7LIT|8AART|9aVULN
308	13213 44834	   	178.97	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB	17ASPD|27DMG|3MBVNT|4TLV|5ZMB|67VULN|7BPWR|8AART|9LWND|aRCR
309	13213 44874	   	178.97	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB	17ASPD|27DMG|3MBVNT|4TLV|5ZMB|67VULN|7BPWR|8AART|9BEXP|aRCR
310	26333 36323	 * 	178.75	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1RCR|2ERES|3aVULN|4DMG|5DUST|6FEWX|7FLTHEA|8AART|9CDMG
311	26333 46323	   	178.75	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1RCR|2ERES|3aVULN|4DMG|5DUST|6BEXP|7FLTHEA|8AART|9CDMG
312	22336 33514	   	178.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|2CGEN|3aVULN|4DMG|5BASICY|6AART|78DUR|9CDMG
313	24531 11235	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2LIT|3aVULN|4CDMG|5DUR|6RCVC|7ASPD|8DMG|9AART
314	24535 11231	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2LIT|35VULN|4CDMG|6BEXP|7ASPD|8DMG|9AART|aDUR
315	24535 31231	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2LIT|35VULN|4CDMG|6FEWX|7ASPD|8DMG|9AART|aDUR
316	42214 15332	   	178.54	ACR|3DMG|1VULN|3DUR|2ZMB|1ASPD	145DUR|2RCR|345DMG|45BPWR|6MLV|78ZMB|9VULN|aASPD
317	23531 32513	   	178.53	ACR|3VULN|2DMG|1ZMB|1DUR	1RCR|2BELT|37LHND|46DMG|569VULN|6BPWR|8ZMB|aDUR
318	23531 32543	   	178.53	ACR|3DMG|2VULN|1ZMB|1ASPD	1RCR|2BELT|37LHND|469DMG|56VULN|6BPWR|8ZMB|aASPD
319	23231 31243	   	178.53	ACR|3DMG|2VULN|1ZMB|1ASPD	1RCR|2BELT|3FEWX|46aDMG|56VULN|6BPWR|7MLV|8ASPD|9ZMB
320	23531 31243	   	178.53	ACR|3DMG|2VULN|1ZMB|1ASPD	1RCR|2BELT|3LHND|46aDMG|56VULN|6BPWR|7MLV|8ASPD|9ZMB
321	42216 52112	 * 	178.44	ACR|2VULN|2DMG|2CDMG|3DUR	146DUR|2RCR|34DMG|4BPWR|5aCDMG|7BASICY|89VULN
322	42212 33114	   	178.44	ACR|3DMG|1VULN|3DUR|2ZMB|1ASPD	145DUR|2RCR|34aDMG|4BPWR|69ZMB|7VULN|8ASPD
323	23231 35243	   	178.43	ACR|3DMG|2VULN|1ZMB|1ASPD	1RCR|2BELT|3FEWX|46aDMG|56VULN|6BPWR|7ERES|8ASPD|9ZMB
324	23231 36243	   	178.43	ACR|3DMG|2VULN|1ZMB|1ASPD	1RCR|2BELT|3FEWX|46aDMG|56VULN|6BPWR|7TLV|8ASPD|9ZMB
325	23531 35243	   	178.43	ACR|3DMG|2VULN|1ZMB|1ASPD	1RCR|2BELT|3LHND|46aDMG|56VULN|6BPWR|7ERES|8ASPD|9ZMB
326	23531 36243	   	178.43	ACR|3DMG|2VULN|1ZMB|1ASPD	1RCR|2BELT|3LHND|46aDMG|56VULN|6BPWR|7TLV|8ASPD|9ZMB
327	13213 44533	   	178.37	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB	17ASPD|27DMG|3MBVNT|4TLV|5ZMB|67VULN|7BPWR|8MGNSTR|9AART|aRCR
