0	Index      	 *	Score 	Summary	Detail	
1	32166 42111	 * 	188.94	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|2aDMG|3CGEN|469VULN|5RCR|7RPLT|8AART
158	11384 52362	   	167.01	DCR|2AART|2DMG|1VULN|1ASPD	1RCVC|2ASPD|3MBVNT|48AART|57DMG|6RCR|9ERES|aVULN
159	32411 41623	 * 	166.88	DCR|2DMG|1AART|2CDMG|2ZMB|1DUR|1SELL	18CDMG|28DMG|3SELL|4DUR|5LIT|6RCR|78ZMB|8BPWR|9RCVC|aAART
160	25312 24313	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|5AART|69VULN|7CGEN|8CDMG|aDMG
161	25312 25313	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|5AART|69VULN|7MLV|8CDMG|aDMG
162	25312 25334	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|5AART|6aVULN|7MLV|8CDMG|9DMG
163	25312 26315	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|5AART|69VULN|7DMG|8CDMG|aFEWX
164	25312 26323	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|5AART|6VULN|7aDMG|8CDMG|9DMSP
165	25312 26353	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2DUR|39LWND|4RCR|5AART|6VULN|7aDMG|8CDMG
166	25312 64313	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|5AART|6RMIN|79VULN|8CDMG|aDMG
167	31255 35111	   	166.67	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2DUST|3DUR|4AART|5SELL|6DMSP|7RCR|89VULN|aDMG
168	11384 56311	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|5DMG|6RCR|7LWND|8ZMB|9aVULN
169	25312 22313	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|5AART|69VULN|7NUKE|8CDMG|aDMG
170	25312 26312	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aDUST|2DUR|3LWND|4RCR|5AART|69VULN|7DMG|8CDMG
171	25312 26314	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3LWND|4RCR|5AART|69VULN|7DMG|8CDMG|aLEGI
172	25312 26333	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	19DUST|2DUR|3LWND|4RCR|5AART|6VULN|7aDMG|8CDMG
173	25412 35321	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|37VULN|4RCR|5AART|6RPLT|8BASHEA|9DMG|aCDMG
174	11384 35624	 * 	166.62	DCR|2AART|2DMG|1VULN|2ASPD	1RCVC|27ASPD|3MBVNT|46AART|57DMG|7BPWR|8LIT|9RCR|aVULN
175	11384 53311	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|5DMG|6RCR|7LEGI|8ZMB|9aVULN
176	11615 36111	   	166.47	ACR|2VULN|2DMG|1AART|1ASPD	1RCVC|2ASPD|39VULN|4ERES|5RCR|6aDMG|7FEWX|8AART
177	32215 31436	   	166.35	DCR|3VULN|2DMG|1CDMG|1DUR	1CDMG|25DMG|345VULN|5BPWR|6CGEN|7DUR|8LIT|9MLV|aRCR
178	32225 31443	   	166.35	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	14CDMG|25DMG|35VULN|5BPWR|6CGEN|7DUR|8LIT|9RCR|aASPD
179	32215 13252	   	166.25	DCR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|25DMG|345VULN|5BPWR|6ASPD|7ERES|8BELT|9CGEN|aRCR
180	32215 31246	   	166.25	DCR|3VULN|2DMG|1CDMG|1DUR	1CDMG|25DMG|345VULN|5BPWR|6CGEN|7DUR|8ERES|9LIT|aRCR
181	32215 35321	   	166.25	DCR|3VULN|2DMG|1CDMG|1DUR	1CDMG|25DMG|345VULN|5BPWR|6CGEN|7VENICY|8DUR|9LWND|aRCR
182	32215 35361	   	166.25	DCR|3VULN|2DMG|1CDMG|1DUR	1CDMG|25DMG|345VULN|5BPWR|6CGEN|7VENICY|8DUR|9LHND|aRCR
183	51413 21631	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2FEWX|38VULN|4RCR|5CDMG|6AART|7LHND|9DMG|aASPD
184	32524 16112	 * 	166.21	DCR|2DMG|3CDMG|1VULN|2ASPD|1DUR	158CDMG|28DMG|3LWND|45DUST|58BPWR|68ASPD|7RCR|9VULN|aDUR
185	52413 22413	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DUST|39VULN|4RCR|5CDMG|6AART|7CGEN|8DUR|aDMG
186	52413 21631	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2DUST|38VULN|4RCR|5CDMG|6AART|7LHND|9DMG|aASPD
187	32215 63261	 * 	166.11	4VULN|3DMG|1AART|1CDMG|1DUR	1CDMG|25aDMG|3458VULN|5BPWR|6DUR|7LEGI|9AART
188	42133 26513	   	165.88	DCR|2VULN|2DMG|2CDMG|1ZMB	1CGEN|2BEXP|3aVULN|4aDMG|5DUST|6aCDMG|7FEWX|8RCR|9ZMB|aBPWR
189	32225 13411	   	165.82	DCR|2VULN|2DMG|2CDMG|2ASPD	14CDMG|25DMG|35VULN|5BPWR|6aASPD|78ERES|9RCR
190	51413 26123	   	165.71	ACR|2VULN|1AART|1DMG|2CDMG	17LWND|28FEWX|37VULN|4RCR|57CDMG|6AART|7BPWR|9BASICY|aDMG
191	51413 26223	   	165.71	ACR|2VULN|1AART|1DMG|2CDMG	17LWND|2FEWX|37VULN|4RCR|57CDMG|6AART|7BPWR|8DMSP|9BASICY|aDMG
192	52413 26123	   	165.71	ACR|2VULN|1AART|1DMG|2CDMG	17LWND|2DUST|37VULN|4RCR|57CDMG|6AART|7BPWR|8FEWX|9CGEN|aDMG
193	52413 26232	   	165.71	ACR|2VULN|1AART|1DMG|2CDMG	17LWND|2DUST|37VULN|4RCR|57CDMG|6AART|7BPWR|8CGEN|9DMG|aLIT
194	32126 53351	 * 	165.69	ACR|3DMG|1VULN|2CDMG|2DUR	19CDMG|289DMG|37CGEN|4LHND|5RCR|69DUR|9BPWR|aVULN
195	33226 32253	 * 	165.63	ACR|2VULN|1AART|2CDMG|3DUR|1ASPD	19CDMG|2ERES|39VULN|4ASPD|5RCR|6CGEN|7AART|89aDUR|9BPWR
196	52413 26113	   	165.61	ACR|2VULN|1AART|1DMG|2CDMG	17LWND|2DUST|37VULN|4RCR|57CDMG|6AART|7BPWR|8FEWX|9ERES|aDMG
197	52413 26132	   	165.61	ACR|2VULN|1AART|1DMG|2CDMG	17LWND|2aDUST|37VULN|4RCR|57CDMG|6AART|7BPWR|8FEWX|9DMG
198	52413 26332	   	165.61	ACR|2VULN|1AART|2CDMG|1DMG	17LWND|2DUST|37VULN|4RCR|57CDMG|6AART|7BPWR|8TLV|9DMG|aLIT
199	32225 13414	   	165.25	DCR|2VULN|2DMG|3CDMG|1ASPD	14aCDMG|25DMG|35VULN|5BPWR|6ASPD|78ERES|9RCR
200	11632 23516	   	165.17	DCR|4VULN|1DMG|1CDMG|1ASPD	1RCVC|2ASPD|357aVULN|4CGEN|6CDMG|8DMG|9RCR
201	11612 23516	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1RCVC|2ASPD|357aVULN|4ERES|6CDMG|8DMG|9RCR
202	25412 23331	   	164.97	ACR|3VULN|1AART|2DUR|1ZMB	1DUST|29DUR|368VULN|4RCR|5AART|7FEWX|aZMB
203	11384 52153	   	164.91	DCR|3DMG|1AART|1CDMG|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|579DMG|6RCR|8BEXP|aCDMG
204	11384 52454	   	164.91	DCR|3DMG|1AART|1CDMG|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|579DMG|6RCR|8LWND|aCDMG
205	11384 53451	   	164.81	DCR|3DMG|1AART|2ASPD|1DUR	1RCVC|28ASPD|3MBVNT|4AART|589DMG|6RCR|7LEGI|8BPWR|aDUR
206	33226 44211	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|369VULN|4ASPD|5RCR|7LIT|8ZMB|aDMG
207	33216 16333	   	164.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3VULN|4TLV|5ZMB|6ASPD|7RCR|8AART|9DUR|aDMG
208	33216 46313	   	164.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3VULN|4TLV|5ZMB|6DMG|7RCR|8AART|9ASPD|aDUR
209	32225 31442	   	164.71	DCR|2VULN|2DMG|2CDMG|2DUR	14CDMG|25DMG|35VULN|5BPWR|6CGEN|7aDUR|8LIT|9RCR
210	11384 55423	 * 	164.65	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD	1RCVC|28ASPD|3MBVNT|4AART|5DMG|6RCR|79CDMG|aVULN
211	31431 25161	   	164.53	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|28DUST|3aLIT|4RCR|56VULN|7DUR|9aDMG|aBPWR
212	31431 35161	   	164.53	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|28DUST|3aLIT|4RCR|57VULN|6DUR|9aDMG|aBPWR
213	32161 16321	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DMG|3CGEN|4aVULN|5TLV|6ASPD|7RCR|8AART|9RPLT
214	32211 12556	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DMG|34aVULN|5LHND|6ASPD|7ZMB|8RCR|9RMIN
215	32231 12556	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DMG|35aVULN|4LHND|6ASPD|7ZMB|8RCR|9RMIN
216	14632 36111	   	164.43	ACR|2VULN|2DMG|1AART	1RCVC|2LWND|3RCR|45LHND|69VULN|7aDMG|8AART
217	25412 22631	   	164.43	ACR|2AART|2VULN|1DMG|1DUR	1DUST|2DUR|36VULN|4RCR|59AART|7ERES|8DMG|aRMIN
218	25412 22632	   	164.43	ACR|2VULN|2AART|1DMG|1DUR	1DUST|2DUR|36VULN|4RCR|59AART|7ERES|8DMG|aDMSP
219	25412 22633	   	164.43	ACR|2AART|2VULN|1DMG|1DUR	1DUST|2DUR|36VULN|4RCR|59AART|7ERES|8DMG|aLHND
220	33221 46321	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ERES|3aVULN|4ASPD|5TLV|6DMG|7RCR|8AART|9RPLT
221	32161 16353	   	164.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2aDMG|3CGEN|4VULN|5TLV|6ASPD|7RCR|8AART|9DUST
222	32161 16363	   	164.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2aDMG|3CGEN|4VULN|5TLV|6ASPD|7RCR|8AART|9CANHEL
223	32211 12524	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DMG|34aVULN|5LHND|6ASPD|7ZMB|8RCR|9DUST
224	32213 12524	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DMG|34aVULN|5LWND|6ASPD|7ZMB|8RCR|9DUST
225	32231 12524	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DMG|35aVULN|4LHND|6ASPD|7ZMB|8RCR|9DUST
226	32511 12524	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DMG|3LWND|45aVULN|6ASPD|7ZMB|8RCR|9DUST
227	33221 46353	   	164.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2ERES|3VULN|4ASPD|5TLV|6aDMG|7RCR|8AART|9DUST
228	33221 46363	   	164.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2ERES|3VULN|4ASPD|5TLV|6aDMG|7RCR|8AART|9CANHEL
229	34255 12311	   	164.27	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2FEWX|3DUR|4AART|5SELL|6TLV|7DMG|8RCR|9aVULN
230	36255 12311	   	164.27	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2BEXP|3DUR|4AART|5SELL|6TLV|7DMG|8RCR|9aVULN
231	32211 12536	   	164.22	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1CDMG|2DMG|34aVULN|5LHND|6ASPD|7ZMB|8RCR|9SELL
232	32231 12536	   	164.22	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1CDMG|2DMG|35aVULN|4LHND|6ASPD|7ZMB|8RCR|9SELL
233	14652 31231	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2LWND|3RCR|4ASPD|5ZMB|6aDMG|7DMSP|8VULN|9AART
234	31255 12311	   	164.17	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2DUST|3DUR|4AART|5SELL|6TLV|7DMG|8RCR|9aVULN
235	32336 16253	   	164.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2DMG|3DUST|4TLV|5ZMB|6ASPD|7RCR|8VULN|9AART|aDUR
236	22324 35111	   	164.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12DUST|3DUR|4AART|5ZMB|6DMSP|7RCR|89VULN|aDMG
237	11384 53354	   	164.11	DCR|2DMG|1AART|2ZMB|2ASPD|1DUR	1RCVC|29ASPD|3MBVNT|4AART|59DMG|6RCR|7LEGI|89ZMB|9BPWR|aDUR
238	21312 26242	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2FEWX|3LHND|4RCR|5AART|6VULN|79DMG|8DUR|aZMB
239	32311 43231	   	164.05	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1DUR	1CDMG|26DMG|3DUST|45VULN|7ERES|8DUR|9FLTHEA|aRCR
240	32331 57253	   	163.91	DCR|2VULN|2DMG|2CDMG|1DUR	19CDMG|29DMG|3DUST|45TLV|6MBVNT|7RCR|89VULN|9BPWR|aDUR
241	25412 22622	   	163.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DUR|36VULN|4RCR|5AART|7ERES|8DMG|9BASICY|aZMB
242	21122 65111	   	163.81	DCR|2VULN|2DMG|1AART	15DUST|2FEWX|3RCVC|4AART|6aDMG|7RCR|89VULN
243	32216 15511	   	163.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CDMG|28DMG|34VULN|56ERES|7ZMB|9RCR|aASPD
244	21412 32633	   	163.73	ACR|2VULN|2DMG|1AART	1DUST|2FEWX|38VULN|4RCR|5AART|6RPLT|7RCVC|9aDMG
245	21412 35133	   	163.73	ACR|2VULN|2DMG|1AART	1DUST|28FEWX|37VULN|4RCR|5AART|6RPLT|9aDMG
246	31431 23271	 * 	163.53	ACR|2VULN|2DMG|3CDMG	17aCDMG|2aDUST|3LIT|4RCR|56VULN|8MBVNT|9aDMG|aBPWR
247	32225 42531	   	163.52	DCR|2VULN|2DMG|2CDMG|1FLTHEA	14CDMG|25DMG|35VULN|5BPWR|6FEWX|7DUST|8ERES|9FLTHEA|aRCR
248	32225 52531	   	163.52	DCR|2VULN|2DMG|2CDMG|1FLTHEA	14CDMG|25DMG|35VULN|5BPWR|6BEXP|7DUST|8ERES|9FLTHEA|aRCR
249	32236 51611	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DMG|39VULN|4LHND|5FEWX|6AART|7BEXP|8RCR|aASPD
250	32236 53331	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|29DMG|3VULN|4LHND|5FEWX|6AART|7ASPD|8RCR|aDMSP
251	32236 53332	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|29DMG|3VULN|4LHND|5FEWX|6AART|7ASPD|8RCR|aRMIN
252	32236 53335	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|29DMG|3VULN|4LHND|5FEWX|6AART|7ASPD|8RCR|aLWND
253	32236 53343	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2aDMG|3VULN|49LHND|5FEWX|6AART|7ASPD|8RCR
254	32112 46513	   	163.32	DCR|2VULN|2DMG|2ZMB|1CDMG	1CDMG|2aDMG|3CGEN|4DUST|5LEGI|6aVULN|7FEWX|8RCR|9aZMB|aBPWR
255	32313 51611	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DMG|3DUST|49VULN|5LHND|6AART|7BEXP|8RCR|aASPD
256	32313 51616	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3DUST|49VULN|5LHND|6AART|7BEXP|8RCR|aDUR
257	32314 51611	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DMG|3DUST|49VULN|5LWND|6AART|7BEXP|8RCR|aASPD
258	32351 51611	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DMG|3DUST|4LHND|59VULN|6AART|7BEXP|8RCR|aASPD
259	32521 51611	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DMG|3LWND|4DUST|59VULN|6AART|7BEXP|8RCR|aASPD
260	32236 53334	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|29DMG|3VULN|4LHND|5FEWX|6AART|7ASPD|8RCR|aDLOT
261	33221 46234	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ERES|38VULN|4ASPD|5TLV|6DMG|7RCR|9LSRICY|aAART
262	31323 46116	   	163.21	DCR|2VULN|2DMG|3CDMG	138CDMG|23DUST|38BPWR|4NUKE|58LWND|68DMG|7RCR|9aVULN
263	36362 32343	   	163.15	DCR|2VULN|2DMG|3CDMG|1DUR	139CDMG|23BEXP|39BPWR|49VULN|5LEGI|6CGEN|7DUR|89DMG|aRCR
264	33226 32531	   	163.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ERES|38VULN|4ASPD|5RCR|69CGEN|7AART|aDMG
265	33226 32161	   	163.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ERES|39VULN|4ASPD|5RCR|68CGEN|7AART|aDMG
266	32411 11782	   	163.07	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|29DMG|3SELL|4DUR|5LIT|6MBVNT|7RCR|8VULN|aAART
267	24322 32125	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2LIT|39VULN|4DUR|5MLV|6RCR|7ZMB|8DMG|aAART
268	32225 21334	   	163.05	DCR|2VULN|2DMG|3CDMG|1ASPD	146CDMG|25DMG|35VULN|5BPWR|7FEWX|8ASPD|9MGNSTR|aRCR
269	32225 24334	   	163.05	DCR|2VULN|2DMG|3CDMG|1ASPD	146CDMG|25DMG|35VULN|5BPWR|7LHND|8ASPD|9MGNSTR|aRCR
270	33226 32541	   	163.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|29ERES|38VULN|4ASPD|5RCR|6CGEN|7AART|aDMG
271	33226 32661	   	163.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|28ERES|39VULN|4ASPD|5RCR|6CGEN|7AART|aDMG
272	31362 32343	   	162.95	DCR|2VULN|2DMG|3CDMG|1DUR	139CDMG|23DUST|39BPWR|49VULN|5LEGI|6CGEN|7DUR|89DMG|aRCR
273	32225 31235	   	162.95	DCR|2VULN|2DMG|3CDMG|1DUR	149CDMG|25DMG|35VULN|5BPWR|6CGEN|7DUR|8ERES|aRCR
274	11384 53433	 * 	162.80	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	1RCVC|28ASPD|3MBVNT|4AART|58DMG|6RCR|7LEGI|8BPWR|9DUR|aCDMG
275	11384 55134	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|5DMG|6RCR|7CDMG|8CGEN|9ZMB|aVULN
276	11384 57432	   	162.73	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|5DMG|6RCR|7FLTHEA|8VULN|9LHND|aZMB
277	11384 52151	 * 	162.70	DCR|3DMG|2AART|1ASPD	1RCVC|2ASPD|3MBVNT|4aAART|579DMG|6RCR|8BEXP
278	25412 26321	 * 	162.68	ACR|4VULN|1AART|1DUR	1DUST|2DUR|368aVULN|4RCR|5AART|7MBVNT|9MLV
279	11384 57412	   	162.63	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|5DMG|6RCR|7FLTHEA|8VULN|9ERES|aZMB
280	11384 51114	   	162.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|5DMG|6RCR|7MLV|89VULN|aDUR
281	11384 51144	   	162.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|59DMG|6RCR|7MLV|8VULN|aDUR
282	33226 62111	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ERES|39VULN|4ASPD|5RCR|6RCVC|7RPLT|8AART|aDMG
283	11384 52224	   	162.50	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|57DMG|6RCR|8TLV|9VULN|aDUR
284	51413 13342	   	162.48	ACR|2VULN|2DMG|1CDMG|1ZMB	169LWND|2FEWX|39VULN|4RCR|5CDMG|7CGEN|89DMG|9BPWR|aZMB
285	32653 41113	   	162.48	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2DMG|3RCVC|4AART|5RPLT|6RCR|7MLV|89VULN|aLIT
286	32653 41121	   	162.48	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2aDMG|3RCVC|4AART|5RPLT|6RCR|79MLV|8VULN
287	32653 41131	   	162.48	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2aDMG|39RCVC|4AART|5RPLT|6RCR|7MLV|8VULN
288	32612 51131	   	162.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2DMG|3RCVC|4ASPD|57AART|6DUR|8LIT|9RCR|aVULN
289	32612 62631	   	162.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2DMG|3RCVC|4ASPD|56AART|7LIT|8DUR|9RCR|aVULN
290	32612 11136	   	162.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2DMG|3RCVC|4ASPD|57AART|6VULN|8LIT|9RCR|aDUR
291	52413 13342	   	162.38	ACR|2VULN|2DMG|1CDMG|1ZMB	169LWND|2DUST|39VULN|4RCR|5CDMG|7CGEN|89DMG|9BPWR|aZMB
292	32653 41112	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2DMG|3RCVC|4AART|5RPLT|6RCR|7MLV|89VULN|aDUST
293	32653 42223	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|27DMG|3RCVC|4AART|5RPLT|6RCR|8TLV|9VULN|aLIT
294	21412 26823	   	162.32	ACR|3VULN|1AART|1CDMG|1ASPD	18DUST|28FEWX|368VULN|4RCR|5AART|7MBVNT|8BPWR|9CDMG|aASPD
295	32653 42222	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|27DMG|3RCVC|4AART|5RPLT|6RCR|8TLV|9VULN|aDUST
296	22323 25113	 * 	162.28	DCR|2VULN|1AART|1DMG|3DUR	12DUST|35aDUR|4AART|6DMG|7RCR|89VULN
297	11384 52181	   	162.26	DCR|3DMG|1AART|1ZMB|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|57aDMG|6RCR|8BEXP|9ZMB
298	11384 56341	   	162.26	DCR|3DMG|1AART|1ZMB|1ASPD	1RCVC|2ASPD|3MBVNT|4AART|59aDMG|6RCR|7LWND|8ZMB
299	32221 41142	   	162.23	DCR|2DMG|3CDMG|1AART|1VULN	148CDMG|26DMG|3VULN|5LHND|7RPLT|9AART|aRCR
300	32223 41142	   	162.23	DCR|2DMG|3CDMG|1AART|1VULN	148CDMG|26DMG|3VULN|5LWND|7RPLT|9AART|aRCR
301	25412 35313	   	162.22	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2DUR|379VULN|4RCR|5AART|6RPLT|8BASHEA|aCDMG
302	32211 25231	   	162.22	DCR|3VULN|1DMG|1FLTHEA|1CDMG|1DUR	1CDMG|2DMG|348VULN|5LHND|6DUR|7ERES|9FLTHEA|aRCR
303	32231 25231	   	162.22	DCR|3VULN|1DMG|1FLTHEA|1CDMG|1DUR	1CDMG|2DMG|358VULN|4LHND|6DUR|7ERES|9FLTHEA|aRCR
304	32311 65231	   	162.12	DCR|3VULN|1DMG|1CDMG|1FLTHEA|1DUR	1CDMG|2DMG|3DUST|458VULN|6DUR|7ERES|9FLTHEA|aRCR
305	32536 41313	   	162.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|28DMG|3LWND|4CGEN|5RCR|6VULN|7RMIN|9AART|aDUR
306	32233 12516	   	161.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DMG|3VULN|45LHND|6ASPD|7ZMB|8RCR|9AART|aDUR
307	32514 12513	   	161.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DMG|35LWND|4VULN|6ASPD|7ZMB|8RCR|9AART|aDUR
308	33226 31361	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ERES|38VULN|4ASPD|5RCR|67CGEN|9AART|aDMG
309	33226 34361	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2ERES|38VULN|4ASPD|5RCR|6CGEN|7RCVC|9AART|aDMG
310	32161 12513	   	161.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2DMG|3CGEN|4VULN|5TLV|6ASPD|7ZMB|8RCR|9AART|aDUR
311	32432 22542	   	161.83	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2DMG|3SELL|4LHND|56VULN|7AART|8MGNLIT|9ZMB|aRCR
312	33226 35361	   	161.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|27ERES|38VULN|4ASPD|5RCR|6CGEN|9AART|aDMG
313	51413 22413	   	161.82	ACR|3VULN|1AART|1CDMG|1DUR	1LWND|2FEWX|39aVULN|4RCR|5CDMG|6AART|7CGEN|8DUR
